split,run,period,field_G,time_us,parent_ARA,state_x_L,state_x_C,state_sector,history_x_P,history_x_R,history_sector,median_closure_rho,peak_closure_rho,peak_closure_lag_bins,best_coherent_miss,best_coherent_lag_bins,spin_radius,observed_phase_ARA,cycle_bins
development,EMU00069983,RF off,50.0,2.2829999923706055,1.290480240652085,0.6729257455424712,1.164664421057336,Ba,1.843771763375457,0.9826464120357308,aB,0.7511857833502978,0.7929905894855608,24,nan,0,0.46589276767956517,0.8348718553712704,92
development,EMU00069983,RF off,50.0,2.3469998836517334,1.3107961426068178,1.0345329598468442,1.1207206636035962,Ab,1.843771763375457,1.0734114558384849,Ab,0.7371731338469851,0.7711870838895938,6,nan,0,0.7316046952875976,1.378721229901471,92
development,EMU00069983,RF off,50.0,2.4110000133514404,1.3305304054176792,0.685618639050987,1.1514256328570818,Ba,1.843771763375457,1.0954533058817193,Ab,0.723612555167696,0.7490562838924205,6,nan,0,0.3811806317793486,1.6517592676328068,92
development,EMU00069983,RF off,50.0,2.4749999046325684,1.3496995384347905,0.937374729176918,1.0974918101489755,Ba,1.843771763375457,1.2366809483925172,Ab,0.7108145901979424,0.7372945416162824,24,nan,0,0.8957714220125688,1.336727873553757,92
development,EMU00069983,RF off,50.0,2.5390000343322754,1.3683198640131937,0.9373626036822441,1.1166139785301963,Ba,1.8596550901921711,1.0473284384435644,Ab,0.6861453613323044,0.7179282570156145,25,nan,0,1.3042864061354833,0.3062732833320279,92
development,EMU00069983,RF off,50.0,2.6029999256134033,1.3864069596019823,0.4940387785564595,1.1264715998590789,Ba,1.843771763375457,0.9669341045033493,aB,0.6790585831481715,0.7236723354403962,25,nan,0,0.3872631036060043,1.669661405718776,92
development,EMU00069983,RF off,50.0,2.6670000553131104,1.4039762262104571,1.1851800543751787,1.1100233934851673,Ab,1.8275915348152951,1.1124507707340854,Ab,0.6510551360651198,0.7002989772117891,25,nan,0,1.0884193887455456,0.10648963957827216,92
development,EMU00069983,RF off,50.0,2.7309999465942383,1.4210423619895745,1.1664767187562883,1.1091286116653294,Ab,1.8275915348152951,1.1612072628121575,Ab,0.6260402396191345,0.6809151846821613,25,nan,0,1.5122565693558832,0.3135639083385893,92
development,EMU00069983,RF off,50.0,2.7950000762939453,1.4376198986099702,0.7875053084820979,1.1172558918732143,Ba,1.843771763375457,1.224850032388986,Ab,0.6075585871270975,0.6479071440199018,25,nan,0,0.4425688150777756,0.8293803226365593,92
development,EMU00069983,RF off,50.0,2.8589999675750732,1.4537227045580847,0.9088537626374323,1.0802144191789758,Ba,1.8501939472364997,1.3642024877734258,Ab,0.5963380454961901,0.6452895488740349,25,nan,0,0.9609216470944271,1.7335097355778084,92
development,EMU00069983,RF off,50.0,2.922999858856201,1.4693644338095633,1.1152715024262256,1.065815551799579,Ab,1.8501939472364997,1.4583977232418035,Ab,0.5822416468218463,0.6335697674800334,27,nan,0,1.232721684266217,1.489870933676929,92
development,EMU00069983,RF off,50.0,2.986999988555908,1.4845583443015913,1.1012044250232462,1.0974310667076927,Ab,1.8811121276205485,1.4122394182236047,Ab,0.5643184357116077,0.6092155332972481,27,nan,0,1.2689911700797984,0.7428619319756814,92
development,EMU00069983,RF off,50.0,3.050999879837036,1.4993171470024178,1.286706803154977,1.100752564806915,Ab,1.9056278591539184,1.4658192054391168,Ab,0.5507366323602247,0.5872289783199319,27,nan,0,1.5532853778597064,0.24485899111116818,92
development,EMU00069983,RF off,50.0,3.115000009536743,1.5136534089080294,1.2817835628602907,1.126715929112349,Ab,1.8905732705762202,1.6511296086281193,Ab,0.5386342284703433,0.5764552551369945,27,nan,0,1.7797896709753194,0.4394624795745082,92
development,EMU00069983,RF off,50.0,3.178999900817871,1.5275791234923892,1.0044164575561496,1.1077614796419244,Ab,1.8905732705762202,1.830900132031005,Ab,0.5282536036193028,0.5724591297813005,25,nan,0,1.6298185687997526,0.5778532560860227,92
development,EMU00069983,RF off,50.0,3.243000030517578,1.5411061483839812,1.1811875316560723,1.0943302047790755,Ab,1.8905732705762202,2.0,Ab,0.5216344630724508,0.5718667526269947,6,nan,0,1.7266954020711227,0.28957989799687067,92
development,EMU00069983,RF off,50.0,3.306999921798706,1.5542458000627855,1.220396409327235,1.0734906030549136,Ab,1.8905732705762202,2.0,Ab,0.5006702984238389,0.5490782351566397,6,nan,0,1.3041865794711944,1.0916847307765933,92
development,EMU00069983,RF off,50.0,3.371000051498413,1.5670092668313529,1.2471282961963186,1.0444158126901257,Ab,1.8905732705762202,2.0,Ab,0.4759164976700082,0.5275658981704088,6,nan,0,1.1673478688191197,0.3369945913986399,92
development,EMU00069983,RF off,50.0,3.434999942779541,1.5794072263898669,0.975723727622241,1.008346824242379,Ba,1.8752522153119373,2.0,Ab,0.44208249807646605,0.5133421801404913,4,nan,0,1.0242069572432568,1.6795878690081263,92
development,EMU00069983,RF off,50.0,3.499000072479248,1.5914502354962952,0.7746994002655035,1.0076562824511195,Ba,1.843771763375457,2.0,Ab,0.4261269872280181,0.5013377381404701,3,nan,0,1.3019370517927853,0.9629381993830726,92
development,EMU00069983,RF off,50.0,3.562999963760376,1.60314836912814,1.0374468789627491,0.9935374534235614,aB,1.8181303918596234,1.886841545401354,Ab,0.4206196171539912,0.48138424956401626,3,nan,0,1.429793691496633,0.7679829118514732,92
development,EMU00069983,RF off,50.0,3.626999855041504,1.614511546428203,0.895388231588609,0.966360612288684,bA,1.8181303918596234,1.5645429558444484,Ab,0.40555606021812846,0.4599884892546726,4,nan,0,0.9605167659557354,0.6773957536925406,92
development,EMU00069983,RF off,50.0,3.690999984741211,1.6255493988309917,1.0304308861360154,0.9822111070371964,aB,1.843771763375457,1.5665363301843014,Ab,0.39942939391652144,0.4567864438716825,8,nan,0,1.468510397716891,1.062008121203383,92
development,EMU00069983,RF off,50.0,3.754999876022339,1.6362711604169293,1.4682236596081364,0.9716750501364582,aB,1.8596550901921711,1.474695450368813,Ab,0.3759268245678893,0.4515611867169263,8,nan,0,1.286320455406858,0.51755050129362,92
development,EMU00069983,RF off,50.0,3.819000005722046,1.6466859606755517,1.0443942594736288,0.9887005933832326,aB,1.8596550901921711,1.4683024174317878,Ab,0.34849612582511513,0.41878837203126823,3,nan,0,0.7995805294571003,0.5788330444259859,92
development,EMU00069983,RF off,50.0,3.883000135421753,1.6568025495947836,1.5072960959439197,1.0046078487646979,Ab,1.8596550901921711,1.5703377412694184,Ab,0.3395976012910093,0.41775819883256604,31,nan,0,1.1661204090338453,1.6852512670390105,92
development,EMU00069983,RF off,50.0,3.9469997882843018,1.666629393827122,1.050945934030527,1.0503486140189933,Ab,1.8596550901921711,1.7296838314642584,Ab,0.3164957294482848,0.4037375375984829,8,nan,0,0.991942785496831,1.9332019086244945,92
development,EMU00069983,RF off,50.0,4.011000156402588,1.6761749691148449,0.9410578861378047,1.0475051173852332,Ba,1.8596550901921711,1.7248391790137054,Ab,0.31933688462082066,0.399859463963515,8,nan,0,1.1590898050125713,1.613485670088519,92
development,EMU00069983,RF off,50.0,4.075000286102295,1.6854471869001517,1.5650590884886098,0.9671359722357677,aB,1.8596550901921711,1.536750943009276,Ab,0.3024970432805575,0.37067104292235337,4,nan,0,1.393498803846165,1.782878741878341,92
development,EMU00069983,RF off,50.0,4.139000415802002,1.6944539093887445,1.0211145630882958,0.9671775301050864,aB,1.8844129532345621,1.512989727956865,Ab,0.2834392790122834,0.3484299429303318,4,nan,0,1.1353738105473379,1.5530298987961655,92
development,EMU00069983,RF off,50.0,4.203000068664551,1.703202674377213,1.1947228742984206,0.9532962554914246,aB,1.8997340084988443,1.7712072509355956,Ab,0.27529243496382494,0.33641657180717005,31,nan,0,2.2436096314588085,1.8383670633967486,92
development,EMU00069983,RF off,50.0,4.267000198364258,1.7117009965536942,1.5619304123490492,0.9098857192459796,aB,1.9147885970765433,1.9533472370507055,Ab,0.26101505164585803,0.30993378318886483,31,nan,0,1.5779723389016687,1.917795229264451,92
development,EMU00069983,RF off,50.0,4.331000328063965,1.7199559827106756,1.0986366073627134,0.948214992324951,aB,1.9147885970765433,2.0,Ab,0.23782931961583134,0.31378127821193336,31,nan,0,1.1712298357450959,0.6797109883499426,92
development,EMU00069983,RF off,50.0,4.394999980926514,1.7279745415107228,0.6643562596298516,0.9584523285083204,bA,1.8997340084988443,2.0,Ab,0.2281169485507447,0.31223862644704514,31,nan,0,0.6131622846499125,0.2172949023448612,92
development,EMU00069983,RF off,50.0,4.459000110626221,1.7357635604366717,1.1329843986465407,0.9290451731620287,aB,1.8688158281147955,2.0,Ab,0.23042593794249167,0.2936162824023188,31,nan,0,1.658271426115317,0.27726231546249797,92
development,EMU00069983,RF off,50.0,4.523000240325928,1.7433295531202766,0.9905248276577966,0.938832042494667,bA,1.8688158281147955,2.0,Ab,0.23965749765385003,0.3041754329345327,3,nan,0,1.5241263711697313,0.5698738864125952,92
development,EMU00069983,RF off,50.0,4.587000370025635,1.750678905565378,1.264623917470569,0.9297990018983291,aB,1.8596550901921711,2.0,Ab,0.2506778559653797,0.3209757461339602,3,nan,0,3.060698654001142,0.5701293369045458,92
development,EMU00069983,RF off,50.0,4.651000022888184,1.7578177685025949,0.7792586169568496,0.8921019592717768,bA,1.843771763375457,2.0,Ab,0.2403985758065989,0.33111088002636335,3,nan,0,1.0403924872665629,1.9673128596261447,92
development,EMU00069983,RF off,50.0,4.715000152587891,1.7647522738063923,1.1377160408142784,0.9300574464810726,aB,1.843771763375457,2.0,Ab,0.24463971403657847,0.3353426139555501,3,nan,0,2.278239129476207,0.5298653364737255,92
development,EMU00069983,RF off,50.0,4.779000282287598,1.7714882205144122,1.2759788770845086,0.933542801433243,aB,1.8275915348152951,2.0,Ab,0.23450029996676033,0.3062200961637978,26,nan,0,2.2984336706659567,0.5765625733284265,92
development,EMU00069983,RF off,50.0,4.843000411987305,1.7780312940381195,0.9153397399397362,0.9556428873811817,bA,1.8016419500063596,2.0,Ab,0.24169949577123384,0.33572965314930975,3,nan,0,0.9851194277226778,0.8060919159067604,92
development,EMU00069983,RF off,50.0,4.9070000648498535,1.7843869703269897,1.2354688015025468,0.9707427848204796,aB,1.8181303918596234,2.0,Ab,0.2455711110580841,0.3273434805790798,3,nan,0,1.6551002031607895,0.669325345729557,92
development,EMU00069983,RF off,50.0,4.9710001945495605,1.7905607085430049,1.248682906910858,0.9874613031048575,aB,1.7404221054946394,2.0,Ab,0.2537008105842756,0.36035270138718056,3,nan,0,2.163808806429859,0.7985690774686188,92
development,EMU00069983,RF off,50.0,5.035000324249268,1.7965576715260125,0.932705755799455,0.9957538079234852,bA,1.7225736994582084,2.0,Ab,0.2604243115079865,0.36564976491252543,3,nan,0,1.2494931111181746,0.4433639093783926,92
development,EMU00069983,RF off,50.0,5.098999977111816,1.8023828781812998,1.23919380520321,0.9635020564226705,aB,1.7404221054946394,2.0,Ab,0.24644103994739225,0.3700641081716363,3,nan,0,1.5644804607355849,0.30707538205935797,92
development,EMU00069983,RF off,50.0,5.163000106811523,1.8080413320278101,1.1633824517793636,0.9276539136818587,aB,1.7579099128903497,2.0,Ab,0.23603048218489242,0.3481002084225455,3,nan,0,2.0420791203734203,0.3021283522711253,92
development,EMU00069983,RF off,50.0,5.2270002365112305,1.8135377649945588,1.1740612045031773,0.9194963320922085,aB,1.7579099128903497,2.0,Ab,0.22730779473358717,0.32420880539325947,3,nan,0,1.8284877178382408,0.6926833847034063,92
development,EMU00069983,RF off,50.0,5.2910003662109375,1.818876816293279,1.2515495779306274,0.8452737556704764,aB,1.7579099128903497,2.0,Ab,0.20216718479910478,0.2915914518294708,3,nan,0,1.3370487137901925,1.5441370472658469,92
development,EMU00069983,RF off,50.0,5.355000019073486,1.8240629542178166,1.2195705938269519,0.778002456340166,aB,1.7404221054946394,2.0,Ab,0.19838268403440648,0.2949740384949269,3,nan,0,1.8222867417220199,0.4740554316616019,92
development,EMU00069983,RF off,50.0,5.419000148773193,1.8291006333636712,1.1600388420013015,0.7671312431383646,aB,1.7404221054946394,2.0,Ab,0.19650128217903245,0.29106038835148657,3,nan,0,1.369934965755967,1.2232751997772178,92
development,EMU00069983,RF off,50.0,5.4830002784729,1.8339940665318595,1.0411551928941394,0.7206412734290198,aB,1.7404221054946394,2.0,Ab,0.19183512623187568,0.28355486516518014,13,nan,0,1.2585898787542362,1.5001555417629324,92
development,EMU00069983,RF off,50.0,5.547000408172607,1.838747383977896,1.1150540977370147,0.7977187997445492,aB,1.7579099128903497,2.0,Ab,0.17598445703804733,0.2794889027235192,3,nan,0,1.7558435464211384,0.25000762471556415,92
development,EMU00069983,RF off,50.0,5.611000061035156,1.8433645637903782,1.1622585227635929,0.8297089661619849,aB,1.7404221054946394,2.0,Ab,0.16889718907369142,0.2685174696844611,7,nan,0,1.5751850943138102,0.6288885913605509,92
development,EMU00069983,RF off,50.0,5.675000190734863,1.8478495718623675,0.9649168334028002,0.8270839725233864,bA,1.7579099128903497,2.0,Ab,0.17932778223897716,0.2823777818108719,7,nan,0,2.091519571414034,0.004147996741569526,92
development,EMU00069983,RF off,50.0,5.73900032043457,1.8522061588191063,1.122644670005762,0.8800086241904027,aB,1.6837308114392757,2.0,Ab,0.170174133695284,0.28943662928808167,7,nan,0,2.0191388541471778,1.1240345362685344,92
