period,field_G,time_us,parent_ARA,state_x_L,state_x_C,history_x_P,history_x_R,median_closure_rho,observed_phase_ARA,state_sector,history_sector
RF on,284.0,4.075000286102295,1.6854471869001517,0.980333921424612,0.8016148317654984,1.8997340084988443,2.0,0.1322593087832987,1.11887215127231,bA,Ab
RF on,284.0,4.139000415802002,1.6944539093887445,1.1332964059116781,1.1907666814267008,1.8997340084988443,2.0,0.12589008512915897,1.483491675279907,Ab,Ab
RF on,284.0,4.203000068664551,1.703202674377213,0.9553415400934671,0.9546448485406579,1.9056278591539184,2.0,0.11234572549732809,0.6515651802394917,bA,Ab
RF on,284.0,4.267000198364258,1.7117009965536942,0.8017900715887951,0.7805995525883983,1.8752522153119373,2.0,0.1091827096829277,1.0191468255543188,bA,Ab
RF on,284.0,4.331000328063965,1.7199559827106756,0.6891179938767387,0.9809202547293367,1.8596550901921711,2.0,0.09414848873432502,1.8417304771033043,bA,Ab
RF on,284.0,4.394999980926514,1.7279745415107228,0.7810074674725944,1.0074649106627367,1.8596550901921711,2.0,0.09767005240122882,0.3209954566891211,Ba,Ab
RF on,284.0,4.459000110626221,1.7357635604366717,1.340041013477977,0.9149259992721215,1.8596550901921711,2.0,0.09740116820173764,0.8758193543437525,aB,Ab
RF on,284.0,4.523000240325928,1.7433295531202766,1.3241223583667012,0.9711204335232296,1.8752522153119373,2.0,0.09610111843788133,0.6176670742413201,aB,Ab
RF on,284.0,4.587000370025635,1.750678905565378,1.2302666966101792,1.005497241629948,1.8752522153119373,2.0,0.08898701814792351,0.5453811883321277,Ab,Ab
RF on,284.0,4.651000022888184,1.7578177685025949,1.3904608250087962,0.632944733640316,1.8596550901921711,2.0,0.09535153467934608,1.5821783357172396,aB,Ab
RF on,284.0,4.715000152587891,1.7647522738063923,0.7822258953379552,0.9672244054833656,1.8275915348152951,2.0,0.08872975905696942,0.5813578612886764,bA,Ab
RF on,284.0,4.779000282287598,1.7714882205144122,0.8943085560420913,1.2137993519664803,1.8275915348152951,2.0,0.08319762365617911,1.1678083490191757,Ba,Ab
RF on,284.0,4.843000411987305,1.7780312940381195,1.0236129768107063,1.316067446337328,1.8275915348152951,2.0,0.09041975592278799,1.092988629123749,Ab,Ab
RF on,284.0,4.9070000648498535,1.7843869703269897,0.7189317112090859,1.7008040161387874,1.8275915348152951,2.0,0.08996340411446405,1.17378268950769,Ba,Ab
RF on,284.0,4.9710001945495605,1.7905607085430049,1.070298146710218,1.5234865492707494,1.7942944672602723,2.0,0.08468325508922783,1.7997826290180754,Ab,Ab
RF on,284.0,5.035000324249268,1.7965576715260125,1.1642148543392425,1.4082437200909097,1.7676918329865383,2.0,0.07682733127587879,0.041428321379355024,Ab,Ab
RF on,284.0,5.098999977111816,1.8023828781812998,0.9393028842923175,1.1994059163302093,1.7676918329865383,2.0,0.08125573233366395,1.3694082179377545,Ba,Ab
RF on,284.0,5.163000106811523,1.8080413320278101,1.1443175642687944,1.1408230489968039,1.7676918329865383,2.0,0.0783909398173713,1.719889111344306,Ab,Ab
RF on,284.0,5.2270002365112305,1.8135377649945588,1.11096735169695,1.1661740263395437,1.7676918329865383,2.0,0.07990649946739775,1.470915198241005,Ab,Ab
RF on,284.0,5.2910003662109375,1.818876816293279,1.0035512518455454,1.4248333313506365,1.750204025590829,2.0,0.09165344079264066,1.748746951570976,Ab,Ab
RF on,284.0,5.355000019073486,1.8240629542178166,0.9948225271947868,1.4374317420633005,1.7676918329865383,2.0,0.09298346059004897,0.09339089918677236,Ba,Ab
RF on,284.0,5.419000148773193,1.8291006333636712,0.8797705716505935,1.1698034923262108,1.7676918329865383,2.0,0.07354479452858612,1.5438650105268379,Ba,Ab
RF on,284.0,5.4830002784729,1.8339940665318595,0.6425644629456448,1.183055681161272,1.7848333243046015,2.0,0.07231843999371095,1.7589986459747842,Ba,Ab
RF on,284.0,5.547000408172607,1.838747383977896,1.2002759020264488,1.0366129213282116,1.8016419500063596,2.0,0.07439752664898747,0.7155554456259406,Ab,Ab
RF on,284.0,5.611000061035156,1.8433645637903782,1.2501674250154,1.0842573115880219,1.8016419500063596,2.0,0.07449474067638051,0.014323951672770256,Ab,Ab
RF on,284.0,5.675000190734863,1.8478495718623675,1.2372043390515848,1.07626169259191,1.8016419500063596,2.0,0.07823076152544226,1.5761185623176752,Ab,Ab
RF on,284.0,5.73900032043457,1.8522061588191063,1.362474298451022,1.0598505179209798,1.843771763375457,2.0,0.07161334392122345,1.6959464277415286,Ab,Ab
RF on,284.0,5.802999973297119,1.8564379707223382,0.4784745575840746,1.063141136922589,1.8596550901921711,2.0,0.0769955787036901,0.9990709355891662,Ba,Ab
RF on,284.0,5.867000102996826,1.8605486424561584,0.673153897383496,0.9603345155918763,1.8688158281147955,2.0,0.07668024000511413,0.8686028839346214,bA,Ab
RF on,284.0,5.931000232696533,1.8645416116039377,0.7229193963154489,1.0028284584827436,1.8688158281147955,2.0,0.08923524171387147,0.003865367584882986,Ba,Ab
RF on,284.0,5.99500036239624,1.8684202483931376,0.5689209736050591,0.9172470399163921,1.8688158281147955,2.0,0.07832408958778828,0.5346702288101982,bA,Ab
RF off,284.0,2.2829999923706055,1.290480240652085,1.1272763792470595,1.2396585554624646,1.8529325012980808,1.0048153935308315,0.5303938579184228,1.7071862252444514,Ab,Ab
RF off,284.0,2.3469998836517334,1.3107961426068178,0.9692210728815362,1.1281024657376777,1.8367522727379193,1.0424982395202973,0.5134373231488245,1.6052489605513005,Ba,Ab
RF off,284.0,2.4110000133514404,1.3305304054176792,0.7585649265504801,1.1138541289022252,1.8529325012980808,1.1120603011406813,0.5057369224839271,0.37521978457708144,Ba,Ab
RF off,284.0,2.4749999046325684,1.3496995384347905,0.8043553280537497,1.0183098597866826,1.8367522727379193,1.203420062785407,0.5083257175292861,0.8117478464847517,Ba,Ab
RF off,284.0,2.5390000343322754,1.3683198640131937,0.7229605491542807,1.187897246877004,1.8529325012980808,1.1375405123445834,0.500682733209914,0.6804513218846139,Ba,Ab
RF off,284.0,2.6029999256134033,1.3864069596019823,0.6880449954135045,1.1643204710236978,1.8529325012980808,1.149729728234405,0.48447375943875615,0.7469038128039365,Ba,Ab
RF off,284.0,2.6670000553131104,1.4039762262104571,0.7943021004366264,0.9592182992663523,1.8275915348152951,1.197212799409419,0.4769471087041177,0.3103146176856042,bA,Ab
RF off,284.0,2.7309999465942383,1.4210423619895745,1.0169299823579252,1.2330653879617868,1.8529325012980808,1.2985928881323812,0.4656829633925349,0.9795627732897397,Ab,Ab
RF off,284.0,2.7950000762939453,1.4376198986099702,1.013443566016724,1.2003314033777615,1.8844129532345621,1.2196803136161043,0.4634328414766722,1.6331874567149045,Ab,Ab
RF off,284.0,2.8589999675750732,1.4537227045580847,1.1628801332269636,1.253899571244838,1.8844129532345621,1.0971196379597832,0.44712699447636645,1.0576722481687848,Ab,Ab
RF off,284.0,2.922999858856201,1.4693644338095633,1.1585895531403478,1.4969883363526244,1.9147885970765433,1.2133284881361337,0.4183564008143963,0.4110064209899811,Ab,Ab
RF off,284.0,2.986999988555908,1.4845583443015913,1.0343569272446387,1.5765398866873346,1.9147885970765433,1.3304050564413903,0.41322687063734326,1.2215751329071876,Ab,Ab
RF off,284.0,3.050999879837036,1.4993171470024178,1.120830573448472,1.546305362320163,1.8997340084988443,1.45520399731154,0.39478551340323786,0.3622078107780956,Ab,Ab
RF off,284.0,3.115000009536743,1.5136534089080294,1.055867284462197,1.2320302869060107,1.8844129532345621,1.3623772004374273,0.3743385685939532,1.9378696637670125,Ab,Ab
RF off,284.0,3.178999900817871,1.5275791234923892,1.046465113813594,1.1213387007186153,1.8688158281147955,1.5762934150808747,0.3465717934084922,1.7091148826576812,Ab,Ab
RF off,284.0,3.243000030517578,1.5411061483839812,1.2163186696961779,0.979768324032287,1.8529325012980808,1.7043914245781087,0.320969699826457,0.6576273345735743,aB,Ab
RF off,284.0,3.306999921798706,1.5542458000627855,0.9845236420659396,1.0205589346842325,1.8367522727379193,1.741210130088494,0.3093859195793912,0.20499261016502407,Ba,Ab
RF off,284.0,3.371000051498413,1.5670092668313529,0.7621487361478106,1.6208058967339685,1.8034552051828971,1.5505142014221904,0.2977359197076139,0.24487937950215222,Ba,Ab
RF off,284.0,3.434999942779541,1.5794072263898669,1.0839666090322593,1.3770703083985778,1.8202638308846557,1.5487925421188613,0.27746924484653823,1.4774340071635428,Ab,Ab
RF off,284.0,3.499000072479248,1.5914502354962952,0.9867900694712696,1.4727421590240244,1.8202638308846557,1.6302912442440156,0.2688735479086076,0.9899207269381327,Ba,Ab
RF off,284.0,3.562999963760376,1.60314836912814,0.7768807207042524,1.3083707856177695,1.8367522727379193,1.6525027487166881,0.24112773884689076,0.18428852880570512,Ba,Ab
RF off,284.0,3.626999855041504,1.614511546428203,1.373114571333414,0.9870343521762596,1.8529325012980808,1.5502422897054942,0.23490139501735524,1.4008209718952203,aB,Ab
RF off,284.0,3.690999984741211,1.6255493988309917,1.064083887754723,0.9776711541548949,1.8529325012980808,1.576519128545394,0.20929818046048743,0.6805306397109616,aB,Ab
RF off,284.0,3.754999876022339,1.6362711604169293,0.8044072292419469,0.8742227168855765,1.8688158281147955,1.544461839884359,0.21650720287894187,0.8710527866150403,bA,Ab
RF off,284.0,3.819000005722046,1.6466859606755517,1.3052567697666897,0.8119697188245378,1.8529325012980808,1.5979967241000625,0.20568157635630535,0.997387499947993,aB,Ab
RF off,284.0,3.883000135421753,1.6568025495947836,1.129062584176568,0.797431289974893,1.8688158281147955,1.5021071766785594,0.1934795141184919,1.8511235328061257,aB,Ab
RF off,284.0,3.9469997882843018,1.666629393827122,1.1729535435303888,0.888370031453097,1.8844129532345621,1.437115125724805,0.18005424198196332,1.8996265320097805,aB,Ab
RF off,284.0,4.011000156402588,1.6761749691148449,1.1637739527086424,0.9003308113499809,1.8844129532345621,1.683591135321752,0.1675192256176875,1.6635374152281144,aB,Ab
RF off,284.0,4.075000286102295,1.6854471869001517,1.0803449129589013,0.9259191126269593,1.8596550901921711,1.6094305183607085,0.14783214452767868,0.2662153781521222,aB,Ab
RF off,284.0,4.139000415802002,1.6944539093887445,0.8860698167953556,1.0119255796695645,1.8596550901921711,1.7633108226073106,0.1233088879143015,1.552583563885368,Ba,Ab
RF off,284.0,4.203000068664551,1.703202674377213,0.6366185942047404,1.1917876273337087,1.8596550901921711,1.8563380861798362,0.12434654979430859,0.7413735071236869,Ba,Ab
RF off,284.0,4.267000198364258,1.7117009965536942,1.2597791670461083,1.1696422156572446,1.8752522153119373,1.7878592861974065,0.11053003745235188,0.7914115209093696,Ab,Ab
RF off,284.0,4.331000328063965,1.7199559827106756,1.0765609444427204,1.2902249130788357,1.8752522153119373,1.7277400443005464,0.1052901592874412,0.19031993612600379,Ab,Ab
RF off,284.0,4.394999980926514,1.7279745415107228,1.1503182959086369,1.3696090260883962,1.9056278591539184,1.7856256332932972,0.09509423886241047,1.909123674414652,Ab,Ab
RF off,284.0,4.459000110626221,1.7357635604366717,1.5054997283919533,1.3120381705742323,1.9056278591539184,1.9125052206470428,0.10385822342723396,0.3753691687902374,Ab,Ab
RF off,284.0,4.523000240325928,1.7433295531202766,0.8490791608639714,1.2761244021671523,1.9056278591539184,2.0,0.10781755429962804,1.014514190593153,Ba,Ab
RF off,284.0,4.587000370025635,1.750678905565378,0.7579200408380714,1.3165724525765694,1.9204250916944794,2.0,0.10477697400267809,0.15838779303970135,Ba,Ab
RF off,284.0,4.651000022888184,1.7578177685025949,0.5161618664114711,1.3646312084872902,1.9056278591539184,2.0,0.09784448456486194,0.884051102319358,Ba,Ab
RF off,284.0,4.715000152587891,1.7647522738063923,0.8040299299704964,1.2863628721425937,1.9204250916944794,2.0,0.0968887190652123,0.6898978527086072,Ba,Ab
RF off,284.0,4.779000282287598,1.7714882205144122,0.9533429844484842,1.3031958361583091,1.8905732705762202,2.0,0.09558661197996715,0.8658288089129542,Ba,Ab
RF off,284.0,4.843000411987305,1.7780312940381195,0.8887385712320762,1.1196632612500952,1.8905732705762202,2.0,0.09823828069376887,0.6220330106862746,Ba,Ab
RF off,284.0,4.9070000648498535,1.7843869703269897,0.8366519506975073,1.0148660305225579,1.8905732705762202,2.0,0.10202574818916545,1.5628938051146326,Ba,Ab
RF off,284.0,4.9710001945495605,1.7905607085430049,0.9879184045182444,0.8800771012867126,1.8905732705762202,1.9819689498260293,0.098194176705619,1.883597692865926,bA,Ab
RF off,284.0,5.035000324249268,1.7965576715260125,1.1191569874788276,0.8798421636514833,1.9056278591539184,1.8580532425373055,0.0860590944018089,0.829457296982521,aB,Ab
RF off,284.0,5.098999977111816,1.8023828781812998,1.1218166840560795,0.9821363665142657,1.8905732705762202,1.918391032859193,0.08480594800585031,1.6495995354478692,aB,Ab
RF off,284.0,5.163000106811523,1.8080413320278101,1.525609183614286,0.989837953934627,1.9147885970765433,1.9128173351980817,0.07806875896392859,1.938577137797418,aB,Ab
RF off,284.0,5.2270002365112305,1.8135377649945588,1.1485980960712194,0.8777211682105259,1.8844129532345621,1.9224755935951345,0.07602063705536066,0.16584041921267648,aB,Ab
RF off,284.0,5.2910003662109375,1.818876816293279,0.772930516743162,0.8909697345648281,1.8997340084988443,2.0,0.0738908191232317,0.5393207867195701,bA,Ab
RF off,284.0,5.355000019073486,1.8240629542178166,0.9709555908286236,0.7673706654186042,1.8997340084988443,2.0,0.0792984234791605,0.3353558902521988,bA,Ab
RF off,284.0,5.419000148773193,1.8291006333636712,1.0281649584745614,0.9084980644815909,1.8997340084988443,2.0,0.08163249216353308,1.4502556809132887,aB,Ab
RF off,284.0,5.4830002784729,1.8339940665318595,0.7364808597914769,1.0901630401381086,1.8844129532345621,1.897981413535661,0.0825348525026898,1.0294929207811774,Ba,Ab
RF off,284.0,5.547000408172607,1.838747383977896,0.296941633931805,1.1384264637125796,1.8844129532345621,1.912634212364518,0.0821721496306258,0.5099618569937207,Ba,Ab
RF off,284.0,5.611000061035156,1.8433645637903782,1.3840023175567115,1.1023496662681114,1.8997340084988443,1.8102756287880761,0.08455512553165456,0.31184031440468707,Ab,Ab
RF off,284.0,5.675000190734863,1.8478495718623675,1.054260983936255,0.8043674936573013,1.8997340084988443,2.0,0.08279997752499535,0.14234481726203074,aB,Ab
RF off,284.0,5.73900032043457,1.8522061588191063,1.1069466675923187,0.769944464461571,1.8844129532345621,2.0,0.0721087796111194,1.0597382765836807,aB,Ab
RF off,284.0,5.802999973297119,1.8564379707223382,1.7895899965796989,0.6255946559255201,1.8844129532345621,2.0,0.07736867192238714,1.1935835208963061,aB,Ab
RF off,284.0,5.867000102996826,1.8605486424561584,0.8293698481089206,0.45508113565648667,1.8688158281147955,2.0,0.07785864604254578,0.5331799126324684,bA,Ab
RF off,284.0,5.931000232696533,1.8645416116039377,1.0414939046195728,0.5288324823488915,1.8529325012980808,2.0,0.08839409569756122,0.509545397665156,aB,Ab
RF off,284.0,5.99500036239624,1.8684202483931376,1.1526434630590578,0.3388817304259325,1.8529325012980808,2.0,0.0862810679464999,1.179221044087297,aB,Ab
