Name,Time_s,D_px,D_mm,x_child_connection_ara,x_parent_causal_ara,connection_child_mm_s,movement_child_mm_s,r_parent_unresolved_mm_s,r_child_unresolved_mm_s,fluid,target_t_s,child_issue_t_s,parent_issue_t_s,partition,x_parent_child_coarse,t411e_down_issue_t_s
250820b,0.266,162.0,1.40869565217391,0.0,,0.0,0.1582707489092121,-0.0658274616540459,-0.224098210563258,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.267,162.0,1.40869565217391,0.0,,0.0,0.151579322899076,-0.0668521049167347,-0.2184314278158108,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.268,162.0,1.40869565217391,0.0,,0.0,0.1492695688764258,-0.0697219084118572,-0.218991477288283,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.269,162.0,1.40869565217391,0.0,,0.0,0.1513414868412619,-0.0744367864320345,-0.2257782732732964,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.27,162.0,1.40869565217391,0.0,,0.0,0.157795076793584,-0.0809966538634869,-0.238791730657071,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.271,162.0,1.40869565217391,0.0,,0.0,0.1742332074021482,-0.0837985575123045,-0.2580317649144528,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.272,162.0,1.40869565217391,0.0,,0.0,0.1951673542567444,-0.0883309378472549,-0.2834982921039994,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.273,161.0,1.4,0.0,,0.0,0.1826077808980333,-0.0891051870955188,-0.2717129679935521,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.274,161.0,1.4,0.0,,0.0,0.1744298795268077,-0.0917240911372549,-0.2661539706640627,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.275,161.0,1.4,0.0,,0.0,0.170633650143068,-0.0961875677530992,-0.2668212178961673,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.276,161.0,1.4,0.0,,0.0,0.1712190927468151,-0.1024955352881886,-0.2737146280350038,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.277,160.0,1.39130434782609,0.0,,0.0,0.1659821257053981,-0.0995565195685124,-0.2655386452739106,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.278,160.0,1.39130434782609,0.0,,0.0,0.1660141420977845,-0.0984618331331679,-0.2644759752309524,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.279,160.0,1.39130434782609,0.0,,0.0,0.1491323557660413,-0.0992113959928715,-0.2483437517589128,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.28,160.0,1.39130434782609,0.0,,0.0,0.1366322414217844,-0.101805128704373,-0.2384373701261575,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.281,160.0,1.39130434782609,0.0,,0.0,0.1341166677337755,-0.1006400836971881,-0.2347567514309636,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.282,160.0,1.39130434782609,0.0,,0.0,0.1360971102917991,-0.1012047070168764,-0.2373018173086756,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.283,160.0,1.39130434782609,0.0,,0.0,0.1425735690958551,-0.1034989208314287,-0.2460724899272839,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.284,160.0,1.39130434782609,0.0,,0.0,0.131363257988009,-0.1075226478371069,-0.238885905825116,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.285,160.0,1.39130434782609,0.0,,0.0,0.1293645203486348,-0.1076729425853522,-0.2370374629339871,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.286,159.0,1.38260869565217,0.0,,0.0,0.1152818814660967,-0.1039497288160007,-0.2192316102820974,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.287,159.0,1.38260869565217,0.0,,0.0,0.105695258829592,-0.1019557994530495,-0.2076510582826416,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.288,159.0,1.38260869565217,0.0,,0.0,0.1006046524391206,-0.1016910792629162,-0.2022957317020368,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.289,158.0,1.37391304347826,0.0,,0.0,0.084203111993276,-0.0976669691088194,-0.1818700811020954,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.29,158.0,1.37391304347826,0.0,,0.0,0.0730705549812364,-0.0954862634358257,-0.1685568184170622,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.291,159.0,1.38260869565217,0.0,,0.0,0.0830139317044065,-0.1006374129292471,-0.1836513446336536,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.292,159.0,1.38260869565217,0.0,,0.0,0.0974533246736095,-0.1075174756901682,-0.2049708003637778,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.293,158.0,1.37391304347826,0.0,,0.0,0.1061846522561966,-0.1050349859001871,-0.2112196381563837,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.294,158.0,1.37391304347826,0.0,,0.0,0.0981165213731751,-0.1042812643855874,-0.2023977857587626,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.295,158.0,1.37391304347826,0.0,,0.0,0.0945444067361858,-0.1052562393764997,-0.1998006461126855,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.296,158.0,1.37391304347826,0.0,,0.0,0.0788883908560573,-0.1023569709132035,-0.1812453617692608,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.297,158.0,1.37391304347826,0.0,,0.0,0.0669554240341894,-0.1010719125900088,-0.1680273366241982,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.298,158.0,1.37391304347826,0.0,,0.0,0.0587455062705835,-0.1014009940622313,-0.1601465003328148,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.299,158.0,1.37391304347826,0.0,,0.0,0.0542586375652376,-0.1033441454526216,-0.1576027830178592,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.3,158.0,1.37391304347826,0.0,,0.0,0.0534948179181529,-0.1069012973476075,-0.1603961152657604,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.301,158.0,1.37391304347826,0.0,,0.0,0.0564540473293291,-0.1120723807935752,-0.1685264281229044,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.302,157.0,1.36521739130435,0.0,,0.0,0.0473293754973602,-0.1133688028829758,-0.160698178380336,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.303,158.0,1.37391304347826,0.0,,0.0,0.0585076702128297,-0.1218818886500641,-0.1803895588628938,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.304,156.0,1.35652173913043,0.0,,0.0,0.0473979820524859,-0.1154287843411945,-0.1628267663936804,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.305,156.0,1.35652173913043,0.0,,0.0,0.0416716215844925,-0.1107036845538216,-0.1523753061383141,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.306,156.0,1.35652173913043,0.0,,0.0,0.0413285888088501,-0.1077065225795466,-0.1490351113883967,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.307,156.0,1.35652173913043,0.0,,0.0,0.0241860975676238,-0.1064372321483384,-0.1306233297159622,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.308,156.0,1.35652173913043,0.0,,0.0,0.0115396225724309,-0.1068957474250453,-0.1184353699974762,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.309,156.0,1.35652173913043,0.0,,0.0,0.0089920324920274,-0.1034791343371932,-0.1124711668292206,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.31,156.0,1.35652173913043,0.0,,0.0,0.0110548029162029,-0.1016758523192886,-0.1127306552354916,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.311,156.0,1.35652173913043,0.0,,0.0,0.0177279338449578,-0.1014858368202564,-0.1192137706652143,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.312,156.0,1.35652173913043,0.0,,0.0,0.0290114252782913,-0.1029090237102954,-0.1319204489885868,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.313,156.0,1.35652173913043,0.0,,0.0,0.0227224910582455,-0.1059453492775537,-0.1286678403357992,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.314,156.0,1.35652173913043,0.0,,0.0,0.0201566058964604,-0.1105947502248378,-0.1307513561212983,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.315,155.0,1.34782608695652,0.0,,0.0,0.0111096881602925,-0.1057657705873766,-0.1168754587476692,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.316,156.0,1.35652173913043,0.0,,0.0,0.0224800812301093,-0.1080382653767169,-0.1305183466068262,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.317,155.0,1.34782608695652,0.0,,0.0,0.0218809173153269,-0.1063207794412157,-0.1282016967565427,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.318,156.0,1.35652173913043,0.0,,0.0,0.0416990642065286,-0.1117046441889524,-0.1534037083954811,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.319,155.0,1.34782608695652,0.0,,0.0,0.0495476541131314,-0.113098405268714,-0.1626460593818455,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.32,154.0,1.33913043478261,0.0,,0.0,0.0461996542229068,-0.1106163460623297,-0.1568160002852365,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.321,154.0,1.33913043478261,0.0,,0.0,0.0538378506937879,-0.1042584060855231,-0.1580962567793111,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.322,154.0,1.33913043478261,0.0,,0.0,0.0447909329576308,-0.0995130496536118,-0.1443039826112426,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.323,154.0,1.33913043478261,0.0,,0.0,0.040354375726052,-0.0963802170580563,-0.1367345927841083,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.324,154.0,1.33913043478261,0.0,,0.0,0.040528178999051,-0.0948598489736667,-0.1353880279727177,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.325,154.0,1.33913043478261,0.0,,0.0,0.0453123427766288,-0.0949518864556271,-0.140264229232256,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.326,154.0,1.33913043478261,0.0,,0.0,0.0325240809008515,-0.0966562709365495,-0.129180351837401,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.327,154.0,1.33913043478261,0.0,,0.0,0.0290617367520908,-0.0943700755547936,-0.1234318123068844,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.328,154.0,1.33913043478261,0.0,,0.0,0.0294367859201376,-0.0935817668992951,-0.1230185528194327,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.329,154.0,1.33913043478261,0.0,,0.0,0.0336492284049914,-0.094291287517521,-0.1279405159225124,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.33,154.0,1.33913043478261,0.0,,0.0,0.0416990642066514,-0.0964985803228373,-0.1381976445294888,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.331,153.0,1.3304347826087,0.0,,0.0,0.0377793430237132,-0.0947150641814782,-0.1324944072051914,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.332,154.0,1.33913043478261,0.0,,0.0,0.0598798013155152,-0.094429207140392,-0.1543090084559073,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.333,153.0,1.3304347826087,0.0,,0.0,0.0701250468812644,-0.0900380845250796,-0.160163131406344,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.334,152.0,1.32173913043478,0.0,,0.0,0.0692880469087138,-0.0816559849431222,-0.150944031851836,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.335,152.0,1.32173913043478,0.0,,0.0,0.0517659327291002,-0.074885721764387,-0.1266516544934872,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.336,152.0,1.32173913043478,0.0,,0.0,0.0388541790540652,-0.0697272400393496,-0.1085814190934149,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.337,152.0,1.32173913043478,0.0,,0.0,0.0305527858836081,-0.0661804851651906,-0.0967332710487987,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.338,152.0,1.32173913043478,0.0,,0.0,0.0046789670597957,-0.0642454028831482,-0.068924369942944,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.339,152.0,1.32173913043478,0.0,,0.0,0.0174718027057561,-0.0639219392758996,-0.0464501365701435,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.34,152.0,1.32173913043478,0.0,,0.0,0.0137167372551139,-0.0652100407649614,-0.0514933035098474,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.341,152.0,1.32173913043478,0.0,,0.0,0.0053513112998935,-0.0681096541081165,-0.062758342808223,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.342,152.0,1.32173913043478,0.0,,0.0,0.0089554423292652,-0.0670178577281006,-0.0580624153988353,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.343,152.0,1.32173913043478,0.0,,0.0,0.00872218004183,-0.0674231234578142,-0.0587009434159842,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.344,151.0,1.31304347826087,0.0,,0.0,0.014855606070238,-0.0582340059696544,-0.0433783998994163,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.345,150.0,1.30434782608696,0.0,,0.0,0.0320712776369271,-0.0450533220099373,-0.0129820443730102,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.346,151.0,1.31304347826087,0.0,,0.0,0.027982326951315,-0.0389724130589232,-0.0109900861076082,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.347,150.0,1.30434782608696,0.0,,0.0,0.034975621803984,-0.0288998347602329,0.0060757870437511,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.348,150.0,1.30434782608696,0.0,,0.0,0.0364712447057575,-0.0204384048240846,0.0160328398816729,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.349,150.0,1.30434782608696,0.0,,0.0,0.032469195656636,-0.0135880726084185,0.0188811230482175,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.35,150.0,1.30434782608696,0.0,,0.0,0.0229694746566182,-0.0083487877852763,0.0146206868713418,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.351,150.0,1.30434782608696,0.0,,0.0,0.0301548678636391,-0.0047205003384456,0.0254343675251935,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.352,150.0,1.30434782608696,0.0,,0.0,0.0105471144081479,-0.0027031605611256,0.0078439538470223,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.353,150.0,1.30434782608696,0.0,,0.0,0.0298072613176534,-0.0022967190536147,0.0275105422640387,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.354,150.0,1.30434782608696,0.0,,0.0,0.0453443591688995,-0.0035011267210132,0.0418432324478863,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.355,150.0,1.30434782608696,0.0,,0.0,0.0515555392931295,-0.0007134661021976,0.0508420731909318,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.356,150.0,1.30434782608696,0.0212004214888854,0.0009449362797592,0.0005777868847149,0.0539293261005531,0.0005777868847149,0.0545071129852681,S4,1.821,0.382,1.539,diagnostic,0.0110726788843223,0.401
250820b,0.357,150.0,1.30434782608696,0.0141064238734574,0.0006109821327538,0.0003726804337735,0.0524657195911708,0.0003726804337735,0.0528384000249444,S4,1.821,0.382,1.539,diagnostic,0.0073587030031056,0.401
250820b,0.358,150.0,1.30434782608696,0.0,,0.0,0.0471647197649827,-0.0013287375568014,0.0458359822081813,S4,1.821,0.382,1.539,diagnostic,,0.401
250820b,0.359,148.0,1.28695652173913,0.1695507089654611,0.0105703780940864,0.0064506293380082,0.0696402272248182,0.0064506293380082,0.0760908565628264,S4,1.821,0.382,1.539,diagnostic,0.09006054352977375,0.401
250820b,0.36,148.0,1.28695652173913,0.2520235059324489,0.0204360505022475,0.0125050910938142,0.0867324069923052,0.0125050910938142,0.0992374980861194,S4,1.821,0.382,1.539,diagnostic,0.1362297782173482,0.401
250820b,0.361,148.0,1.28695652173913,0.3892843678704046,0.0364533084700134,0.0224375634032141,0.0928383903986798,0.0224375634032141,0.1152759538018939,S4,1.821,0.382,1.539,diagnostic,0.212868838170209,0.401
250820b,0.362,148.0,1.28695652173913,0.49529815977905,0.0497472810575189,0.0307595685926653,0.0934467018541582,0.0307595685926653,0.1242062704468236,S4,1.821,0.382,1.539,diagnostic,0.27252272041828446,0.401
250820b,0.363,148.0,1.28695652173913,0.5946457310408327,0.060406399811946,0.0374711531137998,0.0885573413587412,0.0374711531137998,0.1260284944725411,S4,1.821,0.382,1.539,diagnostic,0.32752606542638935,0.401
250820b,0.364,148.0,1.28695652173913,0.5957282022360204,0.0684973697446702,0.0425723631353134,0.1003530950703626,0.0425723631353134,0.142925458205676,S4,1.821,0.382,1.539,diagnostic,0.3321127859903453,0.401
250820b,0.365,148.0,1.28695652173913,0.7010137535592035,0.074066377354953,0.0460632445450448,0.0853557021194719,0.0460632445450448,0.1314189466645168,S4,1.821,0.382,1.539,diagnostic,0.38754006545707825,0.401
250820b,0.366,148.0,1.28695652173913,0.7103461571799897,0.0771398836195324,0.047943842952044,0.0870434233756201,0.047943842952044,0.1349872663276641,S4,1.821,0.382,1.539,diagnostic,0.39374302039976106,0.401
250820b,0.367,148.0,1.28695652173913,0.8754106220839756,0.0777250290586008,0.0482142036886201,0.0619379979692553,0.0482142036886201,0.1101522016578755,S4,1.821,0.382,1.539,diagnostic,0.4765678255712882,0.401
250820b,0.368,148.0,1.28695652173913,0.9338262901331535,0.0758096636472518,0.0468743718123687,0.0535176867699291,0.0468743718123687,0.1003920585822979,S4,1.821,0.382,1.539,diagnostic,0.5048179768902027,0.401
250820b,0.369,148.0,1.28695652173913,0.8241423052252064,0.0713620006817775,0.0439243921081882,0.0626698012239581,0.0439243921081882,0.1065941933321463,S4,1.821,0.382,1.539,diagnostic,0.4477521529534919,0.401
250820b,0.37,148.0,1.28695652173913,0.8368853323370526,0.0731512932357039,0.0449671777590283,0.0624959979509696,0.0449671777590283,0.1074631757099979,S4,1.821,0.382,1.539,diagnostic,0.4550183127863783,0.401
250820b,0.371,147.0,1.27826086956522,0.8045852887234123,0.0811844892634457,0.0500027730103576,0.0742917516625805,0.0500027730103576,0.1242945246729381,S4,1.821,0.382,1.539,diagnostic,0.442884888993429,0.401
250820b,0.372,146.0,1.2695652173913,0.7543727358902333,0.0951715425256596,0.0589168775823407,0.0972840951710372,0.0589168775823407,0.1562009727533779,S4,1.821,0.382,1.539,diagnostic,0.4247721392079465,0.401
250820b,0.373,146.0,1.2695652173913,0.7304613014505368,0.1063925605787381,0.0661066665200988,0.1148931109871433,0.0661066665200988,0.1809997775072422,S4,1.821,0.382,1.539,diagnostic,0.41842693101463746,0.401
250820b,0.374,146.0,1.2695652173913,0.7768349727481568,0.1233661049665314,0.0771750519433818,0.1215159304421429,0.0771750519433818,0.1986909823855247,S4,1.821,0.382,1.539,diagnostic,0.45010053885734413,0.401
250820b,0.375,146.0,1.2695652173913,0.8279412788126129,0.1377304975848292,0.0866335526319916,0.1226410779462461,0.0866335526319916,0.2092746305782378,S4,1.821,0.382,1.539,diagnostic,0.48283588819872103,0.401
250820b,0.376,146.0,1.2695652173913,0.8881962093965966,0.1495829236902427,0.0944822115168555,0.1182685534994527,0.0944822115168555,0.2127507650163083,S4,1.821,0.382,1.539,diagnostic,0.5188895665434197,0.401
250820b,0.377,146.0,1.2695652173913,0.9632875534818448,0.1589996648426071,0.1007210712716948,0.1083983571017626,0.1007210712716948,0.2091194283734574,S4,1.821,0.382,1.539,diagnostic,0.5611436091622259,0.401
250820b,0.378,146.0,1.2695652173913,1.0621012419818552,0.166037494408784,0.105350174314887,0.0930304887531763,0.105350174314887,0.1983806630680633,S4,1.821,0.382,1.539,diagnostic,0.6140693681953195,0.401
250820b,0.379,146.0,1.2695652173913,1.2005412378161666,0.1707346746455809,0.1083695628113146,0.0721649484536932,0.1083695628113146,0.1805345112650078,S4,1.821,0.382,1.539,diagnostic,0.6856379562308738,0.401
250820b,0.38,146.0,1.2695652173913,1.2351139887282998,0.173111589836055,0.1097792786741953,0.0679845223612483,0.1097792786741953,0.1777638010354436,S4,1.821,0.382,1.539,diagnostic,0.7041127892821775,0.401
250820b,0.381,146.0,1.2695652173913,1.4950423557310586,0.1731710364404753,0.109579363566898,0.0370109496062895,0.109579363566898,0.1465903131731876,S4,1.821,0.382,1.539,diagnostic,0.8341066960857669,0.401
250820b,0.382,146.0,1.2695652173913,1.6517421739314049,0.1708981788664806,0.1077698589047453,0.0227224910583681,0.1077698589047453,0.1304923499631134,S4,1.821,0.382,1.539,diagnostic,0.9113201763989427,0.401
250820b,0.383,145.0,1.26086956521739,1.5224545220986203,0.1823209137041536,0.1154421989357681,0.0362105397964698,0.1154421989357681,0.1516527387322379,S4,1.821,0.382,1.539,diagnostic,0.852387717901387,0.401
250820b,0.384,146.0,1.2695652173913,1.596948050322058,0.1835096189424033,0.1160165070953516,0.0292812777285873,0.1160165070953516,0.1452977848239389,S4,1.821,0.382,1.539,diagnostic,0.8902288346322307,0.401
250820b,0.385,144.0,1.25217391304348,1.4310083632076978,0.1982329526644643,0.1260727415545035,0.0501285229467092,0.1260727415545035,0.1762012645012127,S4,1.821,0.382,1.539,diagnostic,0.8146206579360811,0.401
250820b,0.386,145.0,1.26086956521739,1.5055166793865495,0.2105303171214237,0.1345195496750915,0.0441826215023197,0.1345195496750915,0.1787021711774112,S4,1.821,0.382,1.539,diagnostic,0.8580234982539866,0.401
250820b,0.387,144.0,1.25217391304348,1.4974601015720863,0.2282234258688503,0.1469598403274383,0.0493189655962116,0.1469598403274383,0.19627880592365,S4,1.821,0.382,1.539,diagnostic,0.8628417637204683,0.401
250820b,0.388,144.0,1.25217391304348,1.472203891704906,0.2358398979965521,0.1521879161380375,0.0545605064079648,0.1521879161380375,0.2067484225460023,S4,1.821,0.382,1.539,diagnostic,0.8540218948507291,0.401
250820b,0.389,144.0,1.25217391304348,1.482000430369912,0.2410783435210944,0.1556923412452466,0.0544187195273677,0.1556923412452466,0.2101110607726144,S4,1.821,0.382,1.539,diagnostic,0.8615393869455031,0.401
250820b,0.39,144.0,1.25217391304348,1.580448554164232,0.2515538632624567,0.1630760238117898,0.0432907362856651,0.1630760238117898,0.206366760097455,S4,1.821,0.382,1.539,diagnostic,0.9160012087133443,0.401
250820b,0.391,144.0,1.25217391304348,1.727233156043431,0.2597968399689487,0.168850478688916,0.0266650810930666,0.168850478688916,0.1955155597819826,S4,1.821,0.382,1.539,diagnostic,0.9935149980061899,0.401
250820b,0.392,144.0,1.25217391304348,1.948841879629812,0.2658548111044709,0.17301574490723,0.0045417539495729,0.17301574490723,0.1775574988568029,S4,1.821,0.382,1.539,diagnostic,1.1073483453671413,0.401
250820b,0.393,144.0,1.25217391304348,1.9898400009068224,0.2697588236397787,0.1755718612681236,0.0008964589868827,0.1755718612681236,0.1746754022812409,S4,1.821,0.382,1.539,diagnostic,1.1297994122733006,0.401
250820b,0.394,144.0,1.25217391304348,1.880294460717253,0.2715239250727415,0.1765188663454031,0.011237753730017,0.1765188663454031,0.1877566200754201,S4,1.821,0.382,1.539,diagnostic,1.075909192894997,0.401
250820b,0.395,144.0,1.25217391304348,1.971591913318661,0.2711493561888592,0.1758567984869037,0.0025338687692777,0.1758567984869037,0.1733229297176259,S4,1.821,0.382,1.539,diagnostic,1.1213706347537602,0.401
250820b,0.396,144.0,1.25217391304348,1.9855085464447728,0.268618450760602,0.1735856958160884,0.0012669343847826,0.1735856958160884,0.174852630200871,S4,1.821,0.382,1.539,diagnostic,1.1270634986026873,0.401
250820b,0.397,142.0,1.23478260869565,1.6914585406092186,0.278590212618696,0.1806826450540641,0.0329585890834123,0.1806826450540641,0.2136412341374765,S4,1.821,0.382,1.539,diagnostic,0.9850243766139573,0.401
250820b,0.398,142.0,1.23478260869565,1.5158936563664251,0.2860689616199934,0.1859419465427818,0.0593812603482371,0.1859419465427818,0.2453232068910189,S4,1.821,0.382,1.539,diagnostic,0.9009813089932093,0.401
250820b,0.399,142.0,1.23478260869565,1.4447389988745951,0.2984306434140131,0.1949665064108181,0.0749320795105015,0.1949665064108181,0.2698985859213196,S4,1.821,0.382,1.539,diagnostic,0.8715848211443041,0.401
250820b,0.4,142.0,1.23478260869565,1.3687353751626985,0.301188585609458,0.1966649688209261,0.090702439649172,0.1966649688209261,0.2873674084700981,S4,1.821,0.382,1.539,diagnostic,0.8349619803860783,0.401
250820b,0.401,142.0,1.23478260869565,1.3954377039214447,0.3160339474756249,0.2077316325459903,0.089998079016518,0.2077316325459903,0.2977297115625084,S4,1.821,0.382,1.539,diagnostic,0.8557358256985348,0.401
250820b,0.402,142.0,1.23478260869565,1.4431888744037278,0.3286504005349889,0.217189485575695,0.0837960464329683,0.217189485575695,0.3009855320086634,S4,1.821,0.382,1.539,diagnostic,0.8859196374693583,0.401
250820b,0.403,142.0,1.23478260869565,1.5147231756055015,0.3391193704943456,0.2250385645066186,0.0720963418985214,0.2250385645066186,0.29713490640514,S4,1.821,0.382,1.539,diagnostic,0.9269212730499236,0.401
250820b,0.404,142.0,1.23478260869565,1.6163297658539384,0.3475052479308109,0.2312789057233051,0.0548989654131779,0.2312789057233051,0.2861778711364831,S4,1.821,0.382,1.539,diagnostic,0.9819175068923747,0.401
250820b,0.405,142.0,1.23478260869565,1.7597748611434982,0.3538565119637096,0.2359105453997485,0.0322039169769379,0.2359105453997485,0.2681144623766864,S4,1.821,0.382,1.539,diagnostic,1.056815686553604,0.401
250820b,0.406,142.0,1.23478260869565,1.9669785237205608,0.3582065438356382,0.2389335195008646,0.0040111965898015,0.2389335195008646,0.2429447160906661,S4,1.821,0.382,1.539,diagnostic,1.1625925337780996,0.401
250820b,0.407,142.0,1.23478260869565,1.7801761364238846,0.3605741572484497,0.2403478637839544,0.0296791957482314,0.2403478637839544,0.210668668035723,S4,1.821,0.382,1.539,diagnostic,1.070375146836167,0.401
250820b,0.408,142.0,1.23478260869565,1.814840756407179,0.3609638622602905,0.2401536138001534,0.0245016877212682,0.2401536138001534,0.2156519260788851,S4,1.821,0.382,1.539,diagnostic,1.0879023093337348,0.401
250820b,0.409,142.0,1.23478260869565,1.8236618047130104,0.3593658703961518,0.2383508048958669,0.0230472287525662,0.2383508048958669,0.2153035761433006,S4,1.821,0.382,1.539,diagnostic,1.0915138375545812,0.401
250820b,0.41,141.0,1.22608695652174,1.923909835914464,0.362560195368332,0.2404279966244051,0.0095088685407194,0.2404279966244051,0.2309191280836857,S4,1.821,0.382,1.539,diagnostic,1.143235015641398,0.401
250820b,0.411,141.0,1.22608695652174,1.9961324207994036,0.3636275088167615,0.2407823552582231,0.0004665245749049,0.2407823552582231,0.2403158306833182,S4,1.821,0.382,1.539,diagnostic,1.1798799648080824,0.401
250820b,0.412,140.0,1.21739130434783,1.8921112708988543,0.3761997401247038,0.2505053086170108,0.014283884777527,0.2505053086170108,0.2647891933945379,S4,1.821,0.382,1.539,diagnostic,1.1341555055117791,0.401
250820b,0.413,140.0,1.21739130434783,1.792641042992011,0.3797673427709823,0.2529026294946703,0.0292538351063662,0.2529026294946703,0.2821564646010366,S4,1.821,0.382,1.539,diagnostic,1.0862041928814967,0.401
250820b,0.414,140.0,1.21739130434783,1.7718883927470173,0.3878898573804396,0.2590657453140779,0.033351933332645,0.2590657453140779,0.2924176786467229,S4,1.821,0.382,1.539,diagnostic,1.0798891250637284,0.401
