Name,fluid,D0_mm,tbrk_s,target_t_s,coverage,excluded,reason,parent_window_frames,child_window_frames,child_cross_t_s,child_issue_t_s,parent_cross_t_s,parent_issue_t_s,capillary_forecast_t_s,child_issue_lead_s,parent_issue_lead_s,first_parent_rate_t_s,child_prediction_t_s,parent_prediction_t_s,child_error_s,child_abs_error_s,child_abs_error_u,parent_error_s,parent_abs_error_s,parent_abs_error_u,capillary_error_s,capillary_abs_error_s,capillary_abs_error_u,partition,t411e_eligible,t411e_reason,pair_down_cross_t_s,pair_down_issue_t_s,pair_up_cross_t_s,pair_up_issue_t_s,pair_prediction_t_s,pair_issue_lead_s,pair_abs_error_s,pair_abs_error_u,up_abs_error_u
241111b,S2,2.0,0.426,,0.8826291079812206,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111c,S2,2.0,0.513,,0.8752436647173489,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111d,S2,2.0,0.56,0.392,0.9160714285714284,False,,45.0,23.0,0.2531677794956697,0.258,0.3598670283038179,0.364,0.3576817048421033,0.134,0.028,,0.316,0.364,-0.076,0.076,0.1357142857142857,-0.028,0.028,0.05,-0.0343182951578966,0.0343182951578966,0.0612826699248155,diagnostic,True,,0.2589508347413057,0.263,0.2683743771293127,0.273,0.263,0.129,0.129,0.23035714285714284,0.21249999999999997
241111e,S2,2.0,0.685,0.423,0.910948905109489,False,,45.0,23.0,0.0941520313363278,0.099,0.3983889862953145,0.403,0.4117317246432549,0.3239999999999999,0.0199999999999999,,0.157,0.403,-0.266,0.266,0.3883211678832117,-0.0199999999999999,0.0199999999999999,0.0291970802919707,-0.011268275356745,0.011268275356745,0.016450037017146,diagnostic,True,,0.10584807289019985,0.11,0.09929271759083146,0.104,0.11,0.313,0.313,0.45693430656934303,0.4656934306569343
241111f,S2,2.0,0.689,0.408,0.9216255442670538,False,,45.0,23.0,0.0886540760358559,0.093,0.3825928275172202,0.387,0.4117317246432549,0.3149999999999999,0.0209999999999999,,0.151,0.387,-0.257,0.257,0.3730043541364296,-0.0209999999999999,0.0209999999999999,0.0304789550072568,0.0037317246432549,0.0037317246432549,0.0054161460714876,diagnostic,True,,0.10149769114753977,0.106,0.0954716367573874,0.1,0.106,0.302,0.302,0.43831640058055155,0.4470246734397677
241111g,S2,2.0,0.814,0.36,0.9410319410319412,False,,45.0,23.0,0.0670492533759365,0.072,0.3630269296598588,0.368,0.5025617502107907,0.288,-0.008,,0.13,0.368,-0.2299999999999999,0.2299999999999999,0.2825552825552825,0.008,0.008,0.0098280098280098,0.1425617502107907,0.1425617502107907,0.1751372852712417,diagnostic,True,,0.23662432672438757,0.241,0.11358506944715903,0.118,0.241,0.119,0.119,0.1461916461916462,0.2972972972972973
241111h,S2,2.0,0.775,0.434,0.935483870967742,False,,45.0,23.0,0.1620663042161661,0.167,0.3378427001136921,0.342,0.4861540679503036,0.267,0.0919999999999999,,0.225,0.342,-0.209,0.209,0.2696774193548387,-0.0919999999999999,0.0919999999999999,0.1187096774193548,0.0521540679503036,0.0521540679503036,0.0672955715487788,diagnostic,True,,0.17362741230330367,0.178,0.19671856675567334,0.201,0.178,0.256,0.256,0.3303225806451613,0.30064516129032254
241111i,S2,2.0,0.646,0.335,0.9226006191950464,False,,45.0,23.0,0.3228754757379092,0.327,0.3523461662734941,0.357,0.4107890485380575,0.008,-0.0219999999999999,,0.385,0.357,0.0499999999999999,0.0499999999999999,0.0773993808049535,0.0219999999999999,0.0219999999999999,0.0340557275541795,0.0757890485380575,0.0757890485380575,0.1173205085728444,diagnostic,True,,0.3927194770888125,0.397,0.3311122353352897,0.336,0.397,-0.062,0.062,0.09597523219814241,0.0015479876160990726
241111j,S2,2.0,0.615,0.398,0.9154471544715448,False,,45.0,23.0,0.3681327345527309,0.373,0.3138981795409304,0.318,0.3944368461210333,0.025,0.08,,0.431,0.318,0.0329999999999999,0.0329999999999999,0.0536585365853658,-0.08,0.08,0.1300813008130081,-0.0035631538789667,0.0035631538789667,0.0057937461446613,diagnostic,True,,0.390337470132976,0.395,0.37399942631166483,0.378,0.395,0.0030000000000000027,0.0030000000000000027,0.004878048780487809,0.032520325203252064
241111k,S2,2.0,0.566,0.35,0.9045936395759718,False,,45.0,23.0,0.3243521126252935,0.329,0.0466747614872685,0.051,0.3669757951155599,0.0209999999999999,0.299,,0.387,0.051,0.037,0.037,0.0653710247349824,-0.299,0.299,0.5282685512367491,0.0169757951155599,0.0169757951155599,0.0299925708755475,diagnostic,True,,0.3412306399034216,0.346,0.34778417210400325,0.352,0.346,0.0040000000000000036,0.0040000000000000036,0.007067137809187286,0.003533568904593643
241111l,S2,2.0,0.531,0.311,0.9001883239171374,False,,43.0,21.0,0.2591626206683884,0.264,0.3229922492982436,0.327,0.3322714546634257,0.0469999999999999,-0.016,,0.322,0.327,0.011,0.011,0.0207156308851224,0.016,0.016,0.0301318267419962,0.0212714546634257,0.0212714546634257,0.0400592366542857,diagnostic,True,,0.34478976865839595,0.349,0.3041224060511517,0.309,0.349,-0.03799999999999998,0.03799999999999998,0.07156308851224101,0.0037664783427495325
241111m,S2,2.0,0.535,0.334,0.9046728971962616,False,,45.0,23.0,0.3802699736864647,0.385,0.3530732801200593,0.358,0.3345447976791044,-0.0509999999999999,-0.0239999999999999,,0.443,0.358,0.1089999999999999,0.1089999999999999,0.2037383177570093,0.0239999999999999,0.0239999999999999,0.044859813084112,0.0005447976791044,0.0005447976791044,0.0010183134188867,diagnostic,True,,0.38567593421941415,0.39,0.3966813082882105,0.401,0.39,-0.055999999999999994,0.055999999999999994,0.10467289719626166,0.1252336448598131
241111n,S2,2.0,0.401,,0.8653366583541146,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111o,S2,2.0,0.288,,0.8229166666666667,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111p,S2,2.0,0.296,,0.8614864864864865,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111q,S2,2.0,0.345,,0.855072463768116,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111r,S2,2.0,0.294,,0.8333333333333334,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111s,S2,2.0,0.29,,0.8310344827586207,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
241111t,S2,2.0,0.207,,0.8019323671497586,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250722a,S2,2.0,1.0,0.477,0.976,False,,35.0,17.0,0.0662280311259032,0.071,0.4927404466600412,0.497,0.5890192271694095,0.4059999999999999,-0.02,,0.129,0.497,-0.348,0.348,0.348,0.02,0.02,0.02,0.1120192271694094,0.1120192271694094,0.1120192271694094,diagnostic,True,,0.08747179129192871,0.092,0.09216298320661288,0.097,0.092,0.385,0.385,0.385,0.38
250722b,S2,2.0,1.092,0.599,0.9734432234432232,False,,35.0,17.0,0.0475182078806127,0.052,0.4656235788044898,0.47,0.6366236813119742,0.5469999999999999,0.129,,0.1099999999999999,0.47,-0.489,0.489,0.4478021978021977,-0.129,0.129,0.1181318681318681,0.0376236813119742,0.0376236813119742,0.034453920615361,diagnostic,True,,0.11600332222345201,0.121,0.05324060963471234,0.058,0.121,0.478,0.478,0.4377289377289377,0.4954212454212453
250722c,S2,2.0,1.044,0.48,0.9827586206896552,False,,33.0,17.0,0.063399375824423,0.068,0.4933115468577855,0.498,0.5997415055175161,0.412,-0.018,,0.126,0.498,-0.354,0.354,0.3390804597701149,0.018,0.018,0.0172413793103448,0.1197415055175161,0.1197415055175161,0.1146949286566246,diagnostic,True,,0.16707861279770841,0.172,0.08378035644864841,0.088,0.172,0.308,0.308,0.2950191570881226,0.37547892720306514
250722d,S2,2.0,1.041,0.445,0.9807877041306436,False,,33.0,17.0,0.0469158739175084,0.051,0.4498615564324937,0.454,0.5941331827687044,0.394,-0.009,,0.1089999999999999,0.454,-0.336,0.336,0.3227665706051874,0.009,0.009,0.0086455331412103,0.1491331827687044,0.1491331827687044,0.1432595415645575,diagnostic,True,,0.05274416972101723,0.057,0.057552215871629675,0.062,0.057,0.388,0.388,0.37271853986551395,0.36791546589817486
250722e,S2,2.0,0.832,0.483,0.9651442307692308,False,,33.0,17.0,0.0953959997066908,0.1,0.3573079290763183,0.362,0.5043199690817792,0.383,0.121,,0.158,0.362,-0.3249999999999999,0.3249999999999999,0.3906249999999999,-0.121,0.121,0.1454326923076923,0.0213199690817792,0.0213199690817792,0.0256249628386769,diagnostic,True,,0.20622791393789233,0.211,0.12095640086553913,0.125,0.211,0.272,0.272,0.326923076923077,0.43028846153846156
250722f,S2,2.0,0.394,0.298,0.9568527918781724,False,,33.0,17.0,0.2213213387263817,0.226,0.200228659713733,0.205,0.2525457444147679,0.0719999999999999,0.093,,0.284,0.205,-0.0139999999999999,0.0139999999999999,0.0355329949238577,-0.093,0.093,0.2360406091370558,-0.045454255585232,0.045454255585232,0.1153661309269849,diagnostic,True,,0.2289821907735414,0.233,0.233261929734408,0.238,0.233,0.06499999999999997,0.06499999999999997,0.16497461928934004,0.15228426395939085
250722g,S2,2.0,0.385,0.277,0.9558441558441558,False,,31.0,15.0,0.1241842464150926,0.129,0.1736260027465391,0.178,0.2422757890795404,0.148,0.099,,0.187,0.178,-0.09,0.09,0.2337662337662338,-0.099,0.099,0.2571428571428572,-0.0347242109204596,0.0347242109204596,0.0901927556375574,diagnostic,True,,0.13721075299171118,0.142,0.14223884707215279,0.147,0.142,0.13500000000000004,0.13500000000000004,0.3506493506493507,0.3376623376623377
250722h,S2,2.0,0.318,0.223,0.9433962264150942,False,,29.0,15.0,0.1303157511619316,0.135,0.2369147095066734,0.241,0.2069511558020026,0.088,-0.0179999999999999,,0.193,0.241,-0.03,0.03,0.0943396226415094,0.0179999999999999,0.0179999999999999,0.0566037735849056,-0.0160488441979973,0.0160488441979973,0.050468063515715,diagnostic,True,,0.21588620911023038,0.22,0.13867686378894037,0.146,0.22,0.0030000000000000027,0.0030000000000000027,0.009433962264150952,0.24213836477987424
250722i,S2,2.0,0.324,0.251,0.9598765432098764,False,,29.0,15.0,0.1753964120649025,0.18,0.2533174162817539,0.258,0.2137453060214409,0.071,-0.007,,0.238,0.258,-0.013,0.013,0.0401234567901234,0.007,0.007,0.0216049382716049,-0.037254693978559,0.037254693978559,0.1149836233906144,diagnostic,True,,0.2262295538270131,0.231,0.21285742908670807,0.217,0.231,0.01999999999999999,0.01999999999999999,0.061728395061728364,0.10493827160493828
250722j,S2,2.0,0.31,0.265,0.9419354838709676,False,,29.0,15.0,0.1483084168081066,0.153,0.2197863461132517,0.224,0.2032008549768177,0.112,0.041,,0.211,0.224,-0.054,0.054,0.1741935483870968,-0.041,0.041,0.132258064516129,-0.0617991450231822,0.0617991450231822,0.1993520807199428,diagnostic,True,,0.20063310226247863,0.205,0.15923497029273298,0.164,0.205,0.060000000000000026,0.060000000000000026,0.19354838709677427,0.3258064516129032
250722l,S2,2.0,0.26,0.184,0.9538461538461538,False,,33.0,17.0,0.1824874906987136,0.187,0.1508453877064358,0.155,0.1808916701996742,-0.003,0.0289999999999999,,0.245,0.155,0.061,0.061,0.2346153846153846,-0.0289999999999999,0.0289999999999999,0.1115384615384615,-0.0031083298003257,0.0031083298003257,0.0119551146166375,diagnostic,True,,,,0.19706296682273058,0.202,,,,,0.06923076923076929
250722m,S2,2.0,0.285,0.108,0.9333333333333336,False,,31.0,15.0,0.1085759165595848,0.116,0.1176457220197589,0.125,0.1875313221742456,-0.008,-0.017,,0.174,0.125,0.0659999999999999,0.0659999999999999,0.231578947368421,0.017,0.017,0.0596491228070175,0.0795313221742456,0.0795313221742456,0.2790572707868267,diagnostic,True,,0.1916212481047042,0.196,0.16717017992002645,0.172,0.196,-0.08800000000000001,0.08800000000000001,0.3087719298245615,0.2245614035087719
250722n,S2,2.0,0.293,0.236,0.9351535836177476,False,,31.0,15.0,0.1370555460097225,0.142,0.2280835785952683,0.233,0.1892998470909534,0.094,0.0029999999999999,,0.1999999999999999,0.233,-0.036,0.036,0.1228668941979522,-0.0029999999999999,0.0029999999999999,0.0102389078498292,-0.0467001529090465,0.0467001529090465,0.1593861874028892,diagnostic,True,,,,0.15320426769198459,0.158,,,,,0.2662116040955631
250722o,S2,2.0,0.268,0.206,0.9365671641791044,False,,31.0,15.0,0.1823266239473919,0.187,0.2188964206622274,0.223,0.1800425505339097,0.0189999999999999,-0.017,,0.245,0.223,0.039,0.039,0.1455223880597015,0.017,0.017,0.0634328358208955,-0.0259574494660902,0.0259574494660902,0.0968561547242173,diagnostic,True,,0.19686307576384263,0.201,0.202545948635586,0.207,0.201,0.004999999999999977,0.004999999999999977,0.01865671641791036,0.0037313432835820925
250722p,S2,2.0,0.212,0.16,0.94811320754717,False,,31.0,15.0,0.1210366996207965,0.126,0.147167379015712,0.152,0.1459486272520286,0.034,0.008,,0.184,0.152,0.0239999999999999,0.0239999999999999,0.1132075471698113,-0.008,0.008,0.0377358490566038,-0.0140513727479714,0.0140513727479714,0.0662800601319406,diagnostic,True,,,,0.14087676629275395,0.148,,,,,0.05660377358490571
250722q,S2,2.0,0.215,0.145,0.9488372093023256,False,,31.0,15.0,0.1374158694538025,0.142,0.0706048350393816,0.078,0.1523052544386572,0.003,0.0669999999999999,,0.1999999999999999,0.078,0.0549999999999999,0.0549999999999999,0.255813953488372,-0.0669999999999999,0.0669999999999999,0.3116279069767441,0.0073052544386572,0.0073052544386572,0.0339779276216615,diagnostic,True,,,,0.14632539786752163,0.153,,,,,0.03720930232558143
250722r,S2,2.0,0.223,0.18,0.937219730941704,False,,29.0,15.0,0.1541073570937162,0.159,0.1000458165847082,0.105,0.1525639150332096,0.0209999999999999,0.075,,0.217,0.105,0.037,0.037,0.1659192825112107,-0.075,0.075,0.3363228699551569,-0.0274360849667903,0.0274360849667903,0.1230317711515263,diagnostic,True,,,,0.18621327500815893,0.191,,,,,0.04932735426008973
250722s,S2,2.0,0.217,,0.9723502304147466,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250722t,S2,2.0,0.231,0.179,0.9567099567099566,False,,29.0,15.0,0.1321193600583202,0.137,0.1494124941453694,0.154,0.1557717751848996,0.0419999999999999,0.0249999999999999,,0.195,0.154,0.016,0.016,0.0692640692640693,-0.0249999999999999,0.0249999999999999,0.1082251082251082,-0.0232282248151003,0.0232282248151003,0.1005550857796551,diagnostic,True,,0.1676353585434212,0.175,0.13808053573954926,0.143,0.175,0.0040000000000000036,0.0040000000000000036,0.01731601731601733,0.15584415584415587
250722u,S2,2.0,0.202,,0.9504950495049505,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250722v,S2,2.0,0.247,0.185,0.931174089068826,False,,29.0,15.0,,,0.1163541237187801,0.121,0.1555497374486304,,0.064,,,0.121,,,,-0.064,0.064,0.2591093117408907,-0.0294502625513695,0.0294502625513695,0.1192318321917797,diagnostic,False,missing_child_or_target,,,,,,,,,
250722w,S2,2.0,0.25,0.186,0.94,False,,27.0,13.0,0.1845981716472999,0.189,0.1264261079825639,0.131,0.1542198352292368,-0.003,0.0549999999999999,,0.247,0.131,0.061,0.061,0.244,-0.0549999999999999,0.0549999999999999,0.2199999999999999,-0.0317801647707631,0.0317801647707631,0.1271206590830526,diagnostic,True,,,,0.19426031404499372,0.199,,,,,0.052000000000000046
250722x,S2,2.0,0.215,0.173,0.958139534883721,False,,29.0,15.0,,,0.1572292663173282,0.162,0.1434516197915149,,0.0109999999999999,,,0.162,,,,-0.0109999999999999,0.0109999999999999,0.0511627906976743,-0.029548380208485,0.029548380208485,0.1374343265510931,diagnostic,False,missing_child_or_target,,,,,,,,,
250722y,S2,2.0,0.218,0.173,1.0,False,,29.0,15.0,0.164,0.169,0.1324320718149492,0.137,0.1431344488072332,0.0039999999999999,0.0359999999999999,,0.227,0.137,0.054,0.054,0.2477064220183487,-0.0359999999999999,0.0359999999999999,0.1651376146788989,-0.0298655511927667,0.0298655511927667,0.1369979412512238,diagnostic,True,,,,0.17246187402917615,0.177,,,,,0.018348623853211024
250722z,S2,2.0,0.202,0.158,0.9158415841584158,False,,27.0,13.0,0.0967861824218988,0.101,0.1654901905042179,0.17,0.1350417298206161,0.0569999999999999,-0.012,,0.159,0.17,0.001,0.001,0.0049504950495049,0.012,0.012,0.0594059405940594,-0.0229582701793839,0.0229582701793839,0.1136548028682371,diagnostic,True,,,,0.12578542887737082,0.13,,,,,0.1386138613861386
250723a,S2,1.0,0.713,0.42,0.9677419354838708,False,,29.0,15.0,0.0580074190800324,0.063,0.4335175999945256,0.438,0.3418083445062499,0.357,-0.018,,0.121,0.438,-0.299,0.299,0.4193548387096774,0.018,0.018,0.0252454417952314,-0.07819165549375,0.07819165549375,0.1096657159800141,diagnostic,True,,0.06512988572860821,0.07,0.07926798345519209,0.084,0.07,0.35,0.35,0.4908835904628331,0.47124824684431976
250723b,S2,1.0,0.821,0.382,0.9792935444579782,False,,19.0,9.0,0.0429928938274982,0.047,0.3903850330000672,0.395,0.3524755921603081,0.335,-0.013,,0.105,0.395,-0.277,0.277,0.3373934226552985,0.013,0.013,0.0158343483556638,-0.0295244078396918,0.0295244078396918,0.0359615199021825,diagnostic,True,,0.06432292412969182,0.069,0.34246188838350566,0.347,0.069,0.313,0.313,0.38124238733252136,0.042630937880633414
250723c,S2,1.0,0.679,0.4,0.979381443298969,False,,19.0,9.0,0.0633082627484078,0.068,0.3761224080378782,0.381,0.331296861631201,0.332,0.019,,0.126,0.381,-0.274,0.274,0.4035346097201767,-0.019,0.019,0.0279823269513991,-0.068703138368799,0.068703138368799,0.1011828252854183,diagnostic,True,,0.07127101305285344,0.076,0.0764496908340258,0.081,0.076,0.324,0.324,0.4771723122238586,0.4698085419734904
250723d,S2,1.0,0.529,0.254,0.9735349716446124,False,,19.0,9.0,0.0254748232182487,0.03,0.2575134973109331,0.262,0.2962074243920041,0.224,-0.008,,0.088,0.262,-0.166,0.166,0.3137996219281663,0.008,0.008,0.0151228733459357,0.042207424392004,0.042207424392004,0.0797871916673045,diagnostic,True,,0.08844165295759115,0.093,0.031044447446553238,0.036,0.093,0.161,0.161,0.30434782608695654,0.4120982986767486
250723e,S2,1.0,0.565,0.243,0.976991150442478,False,,19.0,9.0,0.0271493554195599,0.032,0.2314413958713175,0.236,0.3036594599988879,0.211,0.007,,0.09,0.236,-0.153,0.153,0.2707964601769911,-0.007,0.007,0.0123893805309734,0.0606594599988879,0.0606594599988879,0.1073618761042264,diagnostic,True,,0.0903121403863904,0.095,0.06326243377127523,0.068,0.095,0.148,0.148,0.26194690265486725,0.30973451327433627
250723f,S2,1.0,0.441,0.232,0.9727891156462584,False,,19.0,9.0,0.0429192417898395,0.047,0.079145701126265,0.084,0.2598384748648243,0.185,0.148,,0.105,0.084,-0.127,0.127,0.2879818594104308,-0.148,0.148,0.3356009070294785,0.0278384748648242,0.0278384748648242,0.0631257933442727,diagnostic,True,,0.18979927929625207,0.194,0.14664901847584585,0.151,0.194,0.038000000000000006,0.038000000000000006,0.08616780045351476,0.18367346938775514
250723g,S2,1.0,0.383,0.045,0.9556135770234988,False,,19.0,9.0,0.0379269108702029,0.042,0.0455653119215111,0.05,0.2254248757731045,0.0029999999999999,-0.005,,0.1,0.05,0.055,0.055,0.1436031331592689,0.005,0.005,0.0130548302872062,0.1804248757731045,0.1804248757731045,0.4710832265616305,diagnostic,True,,,,0.12413586164134675,0.129,,,,,0.2193211488250653
250723h,S2,1.0,0.283,0.138,0.9505300353356892,False,,19.0,9.0,0.0212359568009122,0.026,0.027908326664927,0.032,0.1889320263536927,0.112,0.106,,0.0839999999999999,0.032,-0.054,0.054,0.1908127208480566,-0.106,0.106,0.3745583038869258,0.0509320263536927,0.0509320263536927,0.1799718245713524,diagnostic,True,,0.09284412838213732,0.097,0.07811713280082026,0.083,0.097,0.04100000000000001,0.04100000000000001,0.14487632508833925,0.19434628975265023
250723i,S2,1.0,0.402,0.205,0.9626865671641792,False,,19.0,9.0,0.0937487419209229,0.098,0.1316661562875757,0.136,0.2418817651268741,0.1069999999999999,0.0689999999999999,,0.156,0.136,-0.0489999999999999,0.0489999999999999,0.1218905472636815,-0.0689999999999999,0.0689999999999999,0.171641791044776,0.0368817651268741,0.0368817651268741,0.0917456843952093,diagnostic,True,,0.14764986299365346,0.152,0.10065203416327276,0.105,0.152,0.05299999999999999,0.05299999999999999,0.13184079601990048,0.24875621890547261
250723j,S2,1.0,0.356,0.222,0.955056179775281,False,,19.0,9.0,0.0200770365851159,0.025,0.207843492149371,0.212,0.225620032300764,0.197,0.01,,0.0829999999999999,0.212,-0.139,0.139,0.3904494382022472,-0.01,0.01,0.0280898876404494,0.003620032300764,0.003620032300764,0.010168630058326,diagnostic,True,,0.05236221747545481,0.057,0.10373723552306456,0.108,0.057,0.165,0.165,0.46348314606741575,0.3202247191011236
250723k,S2,1.0,0.282,0.226,0.9290780141843972,False,,27.0,13.0,0.0580103251233078,0.063,0.1044539196946665,0.109,0.1834852812527884,0.163,0.117,,0.121,0.109,-0.105,0.105,0.372340425531915,-0.117,0.117,0.4148936170212766,-0.0425147187472115,0.0425147187472115,0.1507614139972042,diagnostic,True,,,,0.0710458010929253,0.076,,,,,0.5319148936170214
250723l,S2,1.0,0.314,0.183,0.9458598726114648,False,,27.0,13.0,0.0404899705033582,0.045,0.1636999053218599,0.168,0.1938248788613633,0.138,0.0149999999999999,,0.103,0.168,-0.08,0.08,0.2547770700636942,-0.0149999999999999,0.0149999999999999,0.0477707006369426,0.0108248788613633,0.0108248788613633,0.034474136501157,diagnostic,True,,0.07371522584965597,0.078,0.04756389151531241,0.052,0.078,0.105,0.105,0.3343949044585987,0.4171974522292994
250723m,S2,1.0,0.316,0.204,0.9493670886075948,False,,27.0,13.0,0.0390455689793435,0.044,0.1603299732261313,0.165,0.1974070479474794,0.1599999999999999,0.0389999999999999,,0.102,0.165,-0.102,0.102,0.3227848101265823,-0.0389999999999999,0.0389999999999999,0.1234177215189872,-0.0065929520525205,0.0065929520525205,0.020863772318103,diagnostic,True,,0.07772543119529164,0.082,0.045203242526319874,0.05,0.082,0.12199999999999998,0.12199999999999998,0.38607594936708856,0.4873417721518986
250723n,S2,1.0,0.335,0.225,0.9492537313432836,False,,27.0,13.0,0.0375108161622003,0.042,0.1944962808829458,0.199,0.2055478320751701,0.183,0.0259999999999999,,0.1,0.199,-0.125,0.125,0.3731343283582089,-0.0259999999999999,0.0259999999999999,0.0776119402985074,-0.0194521679248298,0.0194521679248298,0.0580661729099398,diagnostic,True,,0.06970468749698096,0.074,0.04336277349733423,0.048,0.074,0.15100000000000002,0.15100000000000002,0.45074626865671646,0.5283582089552238
250723o,S2,1.0,0.235,0.144,0.9319148936170212,False,,27.0,13.0,0.1271269644149692,0.132,0.1453731114894138,0.152,0.1529973771003644,0.0119999999999999,-0.008,,0.19,0.152,0.046,0.046,0.1957446808510639,0.008,0.008,0.0340425531914894,0.0089973771003644,0.0089973771003644,0.0382867110653804,diagnostic,True,,,,0.14011493793883265,0.148,,,,,0.0170212765957447
250723p,S2,1.0,0.187,,0.893048128342246,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250723q,S2,1.0,0.279,0.155,0.953405017921147,False,,27.0,13.0,0.0594921660455612,0.064,0.1656965575474005,0.17,0.1740819683685111,0.091,-0.015,,0.122,0.17,-0.033,0.033,0.1182795698924731,0.015,0.015,0.053763440860215,0.0190819683685111,0.0190819683685111,0.0683941518584628,diagnostic,True,,0.08165940899354053,0.086,0.06706798610315737,0.072,0.086,0.069,0.069,0.24731182795698925,0.2974910394265233
250723r,S2,1.0,0.219,0.158,0.9360730593607304,False,,27.0,13.0,0.0704537533016911,0.075,0.1287854365446576,0.133,0.1412898831881008,0.083,0.0249999999999999,,0.133,0.133,-0.0249999999999999,0.0249999999999999,0.1141552511415524,-0.0249999999999999,0.0249999999999999,0.1141552511415524,-0.0167101168118991,0.0167101168118991,0.0763019032506812,diagnostic,True,,0.12069387311240866,0.125,0.12682666573877183,0.131,0.125,0.033,0.033,0.15068493150684933,0.12328767123287669
250723s,S2,1.0,0.214,0.138,0.9252336448598132,False,,27.0,13.0,0.1353442205113524,0.14,0.1491082074476344,0.154,0.1394803966675096,-0.002,-0.0159999999999999,,0.198,0.154,0.06,0.06,0.2803738317757009,0.0159999999999999,0.0159999999999999,0.0747663551401868,0.0014803966675096,0.0014803966675096,0.0069177414369609,diagnostic,True,,,,0.14842590194878436,0.153,,,,,0.07009345794392517
250723t,S2,1.0,0.152,,0.8750000000000001,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250723u,S2,1.0,0.185,0.141,0.9405405405405404,False,,27.0,13.0,0.1214983417486481,0.126,0.1267546042046237,0.131,0.1248728289142829,0.0149999999999999,0.0099999999999999,,0.184,0.131,0.043,0.043,0.2324324324324325,-0.0099999999999999,0.0099999999999999,0.0540540540540539,-0.016127171085717,0.016127171085717,0.0871738977606324,diagnostic,True,,0.13595402326014205,0.14,0.14012726316665403,0.145,0.14,0.0009999999999999731,0.0009999999999999731,0.00540540540540526,0.02162162162162164
250723v,S2,1.0,0.151,,0.8940397350993379,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250723w,S2,1.0,0.121,,0.8842975206611571,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250723x,S2,1.0,0.15,0.105,0.9000000000000001,False,,27.0,13.0,,,0.0633854263012954,0.068,0.0969152666862401,,0.0369999999999999,,,0.068,,,,-0.0369999999999999,0.0369999999999999,0.2466666666666666,-0.0080847333137598,0.0080847333137598,0.053898222091732,diagnostic,False,missing_child_or_target,,,,,,,,,
250723y,S2,1.0,0.122,,0.8442622950819672,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250820a,S4,2.0,2.569,1.322,0.9657454262358894,False,,97.0,49.0,0.1322275673469209,0.137,1.3361055960424526,1.341,1.7031209604118127,1.185,-0.0189999999999999,,0.195,1.341,-1.127,1.127,0.438692098092643,0.0189999999999999,0.0189999999999999,0.0073958738808874,0.3811209604118126,0.3811209604118126,0.1483538187667624,diagnostic,True,,0.3512028188533246,0.356,0.14948213553605724,0.154,0.356,0.9660000000000001,0.9660000000000001,0.3760217983651227,0.4546516154145583
250820b,S4,2.0,3.023,1.821,0.969897452861396,False,,97.0,49.0,0.3773715319919279,0.382,1.5349066802756404,1.539,1.8824429884740048,1.439,0.282,,0.44,1.539,-1.381,1.381,0.4568309626199139,-0.282,0.282,0.0932848164075421,0.0614429884740046,0.0614429884740046,0.0203251698557739,diagnostic,True,,0.3968945669110287,0.401,0.3910569692637892,0.396,0.401,1.42,1.42,0.46973205425074427,0.4713860403572609
