metric,step,frequency_hz,events,median,mean,closest_target
angle,1_to_2,559.86328125,720,0.602400757487076,10.29617075335513,direct
angle,1_to_2,581.396484375,606,0.9908242897316071,12.039279589452676,direct
angle,1_to_2,602.9296875,463,0.9650720053750415,15.285029491066974,direct
angle,1_to_2,624.462890625,630,1.2081359085541452,11.425239010444484,direct
angle,1_to_2,645.99609375,720,0.8243850767551064,9.7408888764586,direct
angle,1_to_2,667.529296875,689,1.1164901524379973,10.096526609974797,direct
angle,1_to_2,689.0625,669,1.0616901071229765,10.107161784566543,direct
angle,1_to_2,710.595703125,601,1.0358969505824427,10.955005778104331,direct
angle,1_to_2,732.12890625,658,1.0102403871278605,9.880376740072032,direct
angle,1_to_2,753.662109375,720,1.1149869516369202,9.029097838526635,direct
angle,1_to_2,775.1953125,720,1.075215657993442,8.9071870751852,direct
angle,1_to_2,796.728515625,720,1.1192799046394462,8.758578564695167,direct
angle,1_to_2,818.26171875,719,0.9225111711377774,8.453453937995071,direct
angle,1_to_2,839.794921875,680,0.8388540147613704,8.742570712219084,direct
angle,1_to_2,861.328125,705,0.9260427576072632,8.330702488877968,direct
angle,1_to_2,882.861328125,709,0.9827305861173821,8.227962125814988,direct
angle,1_to_2,904.39453125,648,0.9549388664159302,8.79900309575609,direct
angle,1_to_2,925.927734375,720,0.929684854272057,7.866218042041411,direct
angle,1_to_2,947.4609375,706,1.023006471722153,7.961218819131226,direct
angle,1_to_2,968.994140625,720,0.9415205745759321,7.701243596540513,direct
angle,1_to_2,990.52734375,720,0.8025866462723865,7.519782121620196,direct
angle,1_to_2,1012.060546875,633,0.7046544260049835,8.304592448934635,direct
angle,1_to_2,1033.59375,591,0.6756752633889843,8.684191732544267,direct
angle,1_to_2,1055.126953125,592,0.6922047554179123,8.542933201944729,direct
angle,1_to_2,1076.66015625,713,0.6901495395855939,7.184293064052589,direct
angle,1_to_2,1098.193359375,720,0.7928649969859027,7.092921258897159,direct
angle,1_to_2,1119.7265625,720,0.8093744535279588,6.99369877835845,direct
angle,1_to_2,1141.259765625,720,0.7735217332929756,6.812038580326746,direct
angle,1_to_2,1162.79296875,690,0.6801713299348636,6.944400581366387,direct
angle,1_to_2,1184.326171875,686,0.7187166124069571,6.924532039384898,direct
angle,1_to_2,1205.859375,709,0.7184325193452569,6.682317945749296,direct
angle,1_to_2,1227.392578125,687,0.9979324280125744,6.905082287549123,direct
angle,1_to_2,1248.92578125,694,0.9541336318787403,6.768621377487582,direct
angle,1_to_2,1270.458984375,698,0.7842485258585554,6.577550276817252,direct
angle,1_to_2,1291.9921875,698,0.6784168963390179,6.412737973912795,direct
angle,1_to_2,1313.525390625,720,0.7320912608568458,6.265938248016884,direct
angle,1_to_2,1335.05859375,720,0.82141235095776,6.269966253232541,direct
angle,1_to_2,1356.591796875,714,0.8789392774770851,6.243413334724494,direct
angle,1_to_2,1378.125,691,0.7787978815490108,6.293872460627978,direct
angle,1_to_2,1399.658203125,686,0.8140474758473147,6.248465662390642,direct
angle,1_to_2,1421.19140625,684,0.8684877033403833,6.234667772791135,direct
angle,1_to_2,1442.724609375,690,0.7924488381608622,6.109745467209082,direct
angle,1_to_2,1464.2578125,705,0.7505056728418219,5.9027545705555555,direct
angle,1_to_2,1485.791015625,720,0.7614117377046461,5.766899740320238,direct
angle,1_to_2,1507.32421875,720,0.8300450561363937,5.719233251474553,direct
angle,1_to_2,1528.857421875,697,0.8617117485872983,5.801836339052111,direct
angle,1_to_2,1550.390625,700,0.7814821097331949,5.7377398658503385,direct
angle,1_to_2,1571.923828125,697,0.8319149377897885,5.721277075954606,direct
angle,1_to_2,1593.45703125,678,0.8596125819219353,5.857994323743661,direct
angle,1_to_2,1614.990234375,708,0.7840333589944476,5.53742580050928,direct
angle,1_to_2,1636.5234375,720,0.7875706542670766,5.4131988294583655,direct
angle,1_to_2,1658.056640625,720,0.7528045064985035,5.321769072554991,direct
angle,1_to_2,1679.58984375,713,0.7469643614217927,5.344355058848878,direct
angle,1_to_2,1701.123046875,710,0.8435212230875737,5.35214516425553,direct
angle,1_to_2,1722.65625,718,0.9006497672930533,5.299532999283276,direct
angle,1_to_2,1744.189453125,707,0.9723988883432133,5.325637772851504,direct
angle,1_to_2,1765.72265625,699,0.8652290026034725,5.297566743253625,direct
angle,1_to_2,1787.255859375,717,0.8536659576667562,5.125280562866996,direct
angle,1_to_2,1808.7890625,720,0.836287675697671,5.049476599325311,direct
angle,1_to_2,1830.322265625,720,0.8469349114816453,5.0386791901048165,direct
angle,1_to_2,1851.85546875,718,0.8494903486868466,5.015639946024276,direct
angle,1_to_2,1873.388671875,718,0.8699098278349735,4.952464852176904,direct
angle,1_to_2,1894.921875,717,0.7426065902822606,4.865331857904597,direct
angle,1_to_2,1916.455078125,715,0.7091845361894966,4.801529915633853,direct
angle,1_to_2,1937.98828125,716,0.653331606388371,4.7095714199094125,direct
angle,1_to_2,1959.521484375,709,0.7003668598763897,4.75304301172008,direct
angle,1_to_2,1981.0546875,720,0.7744698541468928,4.701893693789046,direct
angle,1_to_2,2002.587890625,717,0.9005879869292929,4.772811432735065,direct
angle,1_to_2,2024.12109375,717,0.9113509657587683,4.7757477729902025,direct
angle,1_to_2,2045.654296875,715,0.8438794896699688,4.70034104163338,direct
angle,1_to_2,2067.1875,716,0.7571654601099405,4.60983453883495,direct
angle,1_to_2,2088.720703125,716,0.6913723332331927,4.531154129577476,direct
angle,1_to_2,2110.25390625,711,0.7230764422979687,4.534737858359277,direct
angle,1_to_2,2131.787109375,718,0.7961773626796826,4.520083365720716,direct
angle,1_to_2,2153.3203125,715,0.7945141729505987,4.538965988060029,direct
angle,1_to_2,2174.853515625,718,0.8542976796187143,4.5120293018225714,direct
angle,1_to_2,2196.38671875,718,0.8091255920735544,4.479627513011629,direct
angle,1_to_2,2217.919921875,716,0.7746209562125176,4.38843957390506,direct
angle,1_to_2,2239.453125,715,0.7449179774287483,4.340193021289365,direct
angle,1_to_2,2260.986328125,716,0.7402332576493554,4.29820847734419,direct
angle,1_to_2,2282.51953125,703,0.7764990687813869,4.382418515744938,direct
angle,1_to_2,2304.052734375,715,0.7765122158448905,4.312267529981198,direct
angle,1_to_2,2325.5859375,712,0.7546603617807759,4.296621752451789,direct
angle,1_to_2,2347.119140625,714,0.7145795006430216,4.2383431852821305,direct
angle,1_to_2,2368.65234375,712,0.7375943094771835,4.224309869070345,direct
angle,1_to_2,2390.185546875,713,0.7039051673245238,4.184132686563155,direct
angle,1_to_2,2411.71875,714,0.6885274213413418,4.144005058623858,direct
angle,1_to_2,2433.251953125,703,0.7128803873673484,4.178363957480646,direct
angle,1_to_2,2454.78515625,710,0.7330777592773108,4.124796250998822,direct
angle,1_to_2,2476.318359375,684,0.6941576607665642,4.217881856069473,direct
angle,1_to_2,2497.8515625,686,0.6604020476044622,4.155583666890955,direct
angle,1_to_2,2519.384765625,694,0.652077634693893,4.072463190932557,direct
angle,1_to_2,2540.91796875,688,0.6529958510364016,4.078866837819379,direct
angle,1_to_2,2562.451171875,687,0.6602655075471144,4.065283229011984,direct
angle,1_to_2,2583.984375,689,0.6546460555679935,4.043024808019237,direct
angle,1_to_2,2605.517578125,684,0.6762411588340038,4.065709364863334,direct
angle,1_to_2,2627.05078125,679,0.6883007370169776,4.0724245284330385,direct
angle,1_to_2,2648.583984375,672,0.6736465296118948,4.081918668929187,direct
angle,1_to_2,2670.1171875,679,0.6607765941724844,4.007130383278056,direct
angle,1_to_2,2691.650390625,689,0.6315706894351769,3.8965398478795796,direct
angle,1_to_2,2713.18359375,692,0.614191479627157,3.8744783020484492,direct
angle,1_to_2,2734.716796875,684,0.6138755409702934,3.875356275085076,direct
angle,1_to_2,2756.25,680,0.6150173037530617,3.886210139758298,direct
angle,1_to_2,2777.783203125,685,0.6256796854659924,3.8180427520835596,direct
angle,1_to_2,2799.31640625,676,0.5861257231243215,3.846945310863846,direct
angle,1_to_2,2820.849609375,671,0.5681777602547461,3.8449544809331426,direct
angle,1_to_2,2842.3828125,658,0.5857336797204805,3.9085695911779506,direct
angle,1_to_2,2863.916015625,657,0.5911489082945312,3.8787316987295117,direct
angle,1_to_2,2885.44921875,671,0.5495092554212497,3.776719379972287,direct
angle,1_to_2,2906.982421875,679,0.5344336293315198,3.700774199166915,direct
angle,1_to_2,2928.515625,707,0.49969769989470364,3.528938352932211,direct
angle,1_to_2,2950.048828125,707,0.5068278786738988,3.5182530856508194,direct
angle,1_to_2,2971.58203125,720,0.49132186146788814,3.4350208306810233,direct
angle,1_to_2,2993.115234375,720,0.5091882795684555,3.4310315474851953,direct
angle,1_to_2,3014.6484375,718,0.5219152116001123,3.422737554719693,direct
angle,1_to_2,3036.181640625,717,0.550312873660927,3.4110734404228213,direct
angle,1_to_2,3057.71484375,719,0.5269786813015186,3.377718335062188,direct
angle,1_to_2,3079.248046875,713,0.5047125138899805,3.3739524549656923,direct
angle,1_to_2,3100.78125,712,0.49968328324347444,3.3623410167137346,direct
angle,1_to_2,3122.314453125,702,0.49252031533134943,3.3828723591213574,direct
angle,1_to_2,3143.84765625,697,0.5147347581716863,3.3868575371954344,direct
angle,1_to_2,3165.380859375,697,0.504490218504408,3.356009884651604,direct
angle,1_to_2,3186.9140625,700,0.49530811360798344,3.3244215806804798,direct
angle,1_to_2,3208.447265625,719,0.4807247283515447,3.22438582958252,direct
angle,1_to_2,3229.98046875,704,0.494272754648612,3.2756696648854127,direct
angle,1_to_2,3251.513671875,696,0.4997077989405996,3.3017862392795903,direct
angle,1_to_2,3273.046875,718,0.5165057788711465,3.1870341379161253,direct
angle,1_to_2,3294.580078125,719,0.49940746342552955,3.158083612299855,direct
angle,1_to_2,3316.11328125,711,0.48841842546540715,3.1617484223027605,direct
angle,1_to_2,3337.646484375,693,0.4715036107982498,3.219967780398934,direct
angle,1_to_2,3359.1796875,714,0.4526077837025819,3.104880630297021,direct
angle,1_to_2,3380.712890625,720,0.432312558086288,3.0707271480561156,direct
angle,1_to_2,3402.24609375,719,0.4616507773595132,3.0673132324459695,direct
angle,1_to_2,3423.779296875,716,0.4677042255743661,3.0550581664180028,direct
angle,1_to_2,3445.3125,717,0.46060684538186525,3.033735158840892,direct
angle,1_to_2,3466.845703125,717,0.4794459836401784,3.0304264215088703,direct
angle,1_to_2,3488.37890625,715,0.4732014557062054,3.0237349280415597,direct
angle,1_to_2,3509.912109375,720,0.44146825227891173,2.9843325884403686,direct
angle,1_to_2,3531.4453125,720,0.4173861595653471,2.9503671939856293,direct
angle,1_to_2,3552.978515625,720,0.39662337403269743,2.9152645720272554,direct
angle,1_to_2,3574.51171875,720,0.3868120085308986,2.8998664929300895,direct
angle,1_to_2,3596.044921875,720,0.43140284230815806,2.890768496533987,direct
angle,1_to_2,3617.578125,714,0.42415637317819765,2.905792512857514,direct
angle,1_to_2,3639.111328125,715,0.4370700276835776,2.8888385418354794,direct
angle,1_to_2,3660.64453125,720,0.44001509896033664,2.857779744156611,direct
angle,1_to_2,3682.177734375,720,0.42931046203541356,2.8335680320024665,direct
angle,1_to_2,3703.7109375,720,0.4092994515410252,2.800657554142063,direct
angle,1_to_2,3725.244140625,711,0.4019169628524587,2.807462770109263,direct
angle,1_to_2,3746.77734375,717,0.3710112905495262,2.769879474290093,direct
angle,1_to_2,3768.310546875,710,0.40050481498614665,2.7962829864603456,direct
angle,1_to_2,3789.84375,708,0.380215357661161,2.788306060020917,direct
angle,1_to_2,3811.376953125,712,0.4071659690356877,2.760961840612811,direct
angle,1_to_2,3832.91015625,711,0.40337069508318035,2.740319614280771,direct
angle,1_to_2,3854.443359375,709,0.41899193441830807,2.7343532212024257,direct
angle,1_to_2,3875.9765625,711,0.39565020449264754,2.703044842217302,direct
angle,1_to_2,3897.509765625,691,0.36558729843348137,2.7619041571559717,direct
angle,1_to_2,3919.04296875,704,0.3619465117687569,2.694265542858975,direct
angle,1_to_2,3940.576171875,716,0.3492902403295741,2.6303368631655193,direct
angle,1_to_2,3962.109375,714,0.3588892454280338,2.6278335804155297,direct
angle,1_to_2,3983.642578125,693,0.34474192805199133,2.677163915186745,direct
angle,1_to_2,4005.17578125,695,0.354755704180616,2.659011957051126,direct
angle,1_to_2,4026.708984375,698,0.37123592520278403,2.639843175138582,direct
angle,1_to_2,4048.2421875,709,0.3643178819276763,2.5932328080186466,direct
angle,1_to_2,4069.775390625,699,0.36925432680016623,2.6238167165433386,direct
angle,1_to_2,4091.30859375,689,0.36085550741617056,2.6499550151149225,direct
angle,1_to_2,4112.841796875,687,0.35894980587418274,2.6388592951837246,direct
angle,1_to_2,4134.375,688,0.3449082226447069,2.61236484346512,direct
angle,1_to_2,4155.908203125,690,0.34916230358443434,2.595783997982805,direct
angle,1_to_2,4177.44140625,691,0.34511296149765514,2.5764689433568058,direct
angle,1_to_2,4198.974609375,695,0.3369227868512551,2.541690547439032,direct
angle,1_to_2,4220.5078125,713,0.34541907587652565,2.4845738062109284,direct
angle,1_to_2,4242.041015625,685,0.35503129709858877,2.5689775156510746,direct
angle,1_to_2,4263.57421875,671,0.37283539254115183,2.617099069118864,direct
angle,1_to_2,4285.107421875,670,0.38261572792372944,2.6107898219727974,direct
angle,1_to_2,4306.640625,678,0.3697193086814389,2.569563957893215,direct
angle,1_to_2,4328.173828125,661,0.3581638141449437,2.6064045806531198,direct
angle,1_to_2,4349.70703125,676,0.3431223787322453,2.5379593136978476,direct
angle,1_to_2,4371.240234375,674,0.34151307799605035,2.5306527165723427,direct
angle,1_to_2,4392.7734375,671,0.3255942495369196,2.5230559115177686,direct
angle,1_to_2,4414.306640625,674,0.34678200733645437,2.5108459597675297,direct
angle,1_to_2,4435.83984375,663,0.3558956338514702,2.547895382575038,direct
angle,1_to_2,4457.373046875,666,0.37287400015545613,2.5253317038439858,direct
angle,1_to_2,4478.90625,677,0.359076178947657,2.47207470000154,direct
angle,1_to_2,4500.439453125,687,0.3602769800708914,2.431568763860524,direct
angle,1_to_2,4521.97265625,677,0.3431139912499244,2.453833356099028,direct
angle,1_to_2,4543.505859375,679,0.32692311534438995,2.4292627681068715,direct
angle,1_to_2,4565.0390625,686,0.313986507111222,2.389907760709778,direct
angle,1_to_2,4586.572265625,677,0.3221501460438516,2.4053074749893213,direct
angle,1_to_2,4608.10546875,668,0.32503732106995387,2.4232803616940872,direct
angle,1_to_2,4629.638671875,654,0.3464462399260468,2.47366272447082,direct
angle,1_to_2,4651.171875,657,0.33124139780820183,2.4507031334669005,direct
angle,1_to_2,4672.705078125,669,0.3364120428453859,2.3998923729816135,direct
angle,1_to_2,4694.23828125,686,0.3353757291162326,2.3397600474850764,direct
angle,1_to_2,4715.771484375,672,0.32096003478893115,2.3686669170960974,direct
angle,1_to_2,4737.3046875,674,0.3178761625966361,2.3514906178966304,direct
angle,1_to_2,4758.837890625,676,0.3036555273991334,2.325056590584472,direct
angle,1_to_2,4780.37109375,682,0.29234885833565033,2.2884224407767513,direct
angle,1_to_2,4801.904296875,677,0.28574692760257586,2.2991939192213477,direct
angle,1_to_2,4823.4375,674,0.2844205492774021,2.2982719948353245,direct
angle,1_to_2,4844.970703125,678,0.2838065931658,2.2836161033863673,direct
angle,1_to_2,4866.50390625,681,0.2731179642435006,2.2533737425283213,direct
angle,1_to_2,4888.037109375,680,0.2819433489928975,2.2556650272337095,direct
angle,1_to_2,4909.5703125,669,0.28825583015543227,2.2827310495301836,direct
angle,1_to_2,4931.103515625,681,0.2898685781159042,2.240539166424596,direct
angle,1_to_2,4952.63671875,675,0.2763021832291849,2.239996519175519,direct
angle,1_to_2,4974.169921875,654,0.2827918544678574,2.290280035889158,direct
angle,1_to_2,4995.703125,663,0.28231267848273506,2.254925266624337,direct
angle,1_to_2,5017.236328125,665,0.28768139159835604,2.2440593952493937,direct
angle,1_to_2,5038.76953125,675,0.27609333524114493,2.2043525126807744,direct
angle,1_to_2,5060.302734375,662,0.2729642991801423,2.2343220382338274,direct
angle,1_to_2,5081.8359375,672,0.27606885008183024,2.2031643191724117,direct
angle,1_to_2,5103.369140625,671,0.29579597505740823,2.2007781682459213,direct
angle,1_to_2,5124.90234375,664,0.28368743277687664,2.2130872951837732,direct
angle,1_to_2,5146.435546875,651,0.2843624843092508,2.239664903455766,direct
angle,1_to_2,5167.96875,639,0.283321576486346,2.2725536533100144,direct
angle,1_to_2,5189.501953125,638,0.2806081346831837,2.25774433242958,direct
angle,1_to_2,5211.03515625,639,0.289502084196859,2.2588012714131933,direct
angle,1_to_2,5232.568359375,637,0.2855116631427992,2.252002216917932,direct
angle,1_to_2,5254.1015625,629,0.2815134329936543,2.2707325070611435,direct
angle,1_to_2,5275.634765625,645,0.2938147780387521,2.2213405613995563,direct
angle,1_to_2,5297.16796875,632,0.30664496248302486,2.2589099696992156,direct
angle,1_to_2,5318.701171875,639,0.3019714098218201,2.227199388963085,direct
angle,1_to_2,5340.234375,642,0.288870567129526,2.214159443371706,direct
angle,1_to_2,5361.767578125,624,0.31312400853116107,2.2631510427564914,direct
angle,1_to_2,5383.30078125,631,0.28360880066802996,2.2322092053593874,direct
angle,1_to_2,5404.833984375,625,0.3004047095265837,2.246905997100405,direct
angle,1_to_2,5426.3671875,618,0.31297161485297287,2.257830443982259,direct
angle,1_to_2,5447.900390625,627,0.2855480636451739,2.2179778937346124,direct
angle,1_to_2,5469.43359375,653,0.29583000676605237,2.132236682241848,direct
angle,1_to_2,5490.966796875,654,0.284165789743671,2.1320847318951195,direct
angle,1_to_2,5512.5,662,0.29116655798197544,2.0953164784118234,direct
angle,1_to_2,5534.033203125,656,0.26856030388455,2.1131028092708886,direct
angle,1_to_2,5555.56640625,658,0.2863556517773572,2.1066151595263705,direct
angle,1_to_2,5577.099609375,653,0.27544425658092764,2.108703895206327,direct
angle,1_to_2,5598.6328125,669,0.27849529934382233,2.063946440327652,direct
angle,1_to_2,5620.166015625,652,0.29965885825044813,2.110047733961046,direct
angle,1_to_2,5641.69921875,667,0.28543383927173777,2.06545247459972,direct
angle,1_to_2,5663.232421875,659,0.2984270558947677,2.0917463401247045,direct
angle,1_to_2,5684.765625,667,0.29258938745705193,2.052491717921708,direct
angle,1_to_2,5706.298828125,669,0.3093681141356136,2.0573469720133386,direct
angle,1_to_2,5727.83203125,668,0.30725676379446,2.052059783075761,direct
angle,1_to_2,5749.365234375,680,0.31218767244109913,2.0204211811222295,direct
angle,1_to_2,5770.8984375,678,0.3107669683505788,2.017278555012561,direct
angle,1_to_2,5792.431640625,668,0.2991558230912268,2.027765156274387,direct
angle,1_to_2,5813.96484375,672,0.30301873383509703,2.0253794463381314,direct
angle,1_to_2,5835.498046875,664,0.3102673530541165,2.0385232142361627,direct
angle,1_to_2,5857.03125,670,0.3201596648283276,2.022069487695208,direct
angle,1_to_2,5878.564453125,664,0.3109771644129291,2.028894466857436,direct
angle,1_to_2,5900.09765625,669,0.3202720617378136,2.014240115523062,direct
angle,1_to_2,5921.630859375,673,0.3337425511480701,2.007849127451773,direct
angle,1_to_2,5943.1640625,679,0.32072217697220007,1.977375603281554,direct
angle,1_to_2,5964.697265625,682,0.3277814492294108,1.9736353082275349,direct
angle,1_to_2,5986.23046875,668,0.33417131640540015,1.999160451913899,direct
angle,1_to_2,6007.763671875,666,0.3267267541367331,2.0005964884890366,direct
angle,1_to_2,6029.296875,666,0.3221020530896064,1.993042094422959,direct
angle,1_to_2,6050.830078125,671,0.3397046551396385,1.9793621686030638,direct
angle,1_to_2,6072.36328125,663,0.31753745820807733,1.9908746386313498,direct
angle,1_to_2,6093.896484375,660,0.355120447719263,2.000316362736619,direct
angle,1_to_2,6115.4296875,674,0.3250502262695917,1.950165368946185,direct
angle,1_to_2,6136.962890625,668,0.3361361156067786,1.9747454818774417,direct
angle,1_to_2,6158.49609375,680,0.36148759449842904,1.9334405793975986,direct
angle,1_to_2,6180.029296875,667,0.3453780275940441,1.966676609576566,direct
angle,1_to_2,6201.5625,660,0.3383830388246168,1.9762386480867387,direct
angle,1_to_2,6223.095703125,660,0.338815538108898,1.9685246879034728,direct
angle,1_to_2,6244.62890625,657,0.3433984480234667,1.9787007710350184,direct
angle,1_to_2,6266.162109375,668,0.338608465756041,1.9332250226531316,direct
angle,1_to_2,6287.6953125,665,0.358261951839892,1.9507617159976354,direct
angle,1_to_2,6309.228515625,675,0.35797337741005214,1.9112933815868924,direct
angle,1_to_2,6330.76171875,680,0.3597677455203059,1.8998859358615539,direct
angle,1_to_2,6352.294921875,673,0.38382922980672635,1.913452522365303,direct
angle,1_to_2,6373.828125,671,0.3515369705817799,1.8899990447987216,direct
angle,1_to_2,6395.361328125,678,0.3844300541897674,1.8961241513048082,direct
angle,1_to_2,6416.89453125,663,0.37035340406037065,1.9354487334031878,direct
angle,1_to_2,6438.427734375,659,0.36989107524299353,1.926278571508986,direct
angle,1_to_2,6459.9609375,659,0.37154914477533335,1.942878168990775,direct
angle,1_to_2,6481.494140625,662,0.3495595895345297,1.9132549218821793,direct
angle,1_to_2,6503.02734375,670,0.36721168690276296,1.9092052056758912,direct
angle,1_to_2,6524.560546875,676,0.3379102556646593,1.8922000056386696,direct
angle,1_to_2,6546.09375,669,0.384138573792999,1.9189540279478863,direct
angle,1_to_2,6567.626953125,679,0.3513418938451561,1.8775822547181324,direct
angle,1_to_2,6589.16015625,679,0.36733962530055964,1.8907230017526604,direct
angle,1_to_2,6610.693359375,680,0.3341083097988297,1.8685043135830273,direct
angle,1_to_2,6632.2265625,666,0.37524585888899686,1.9081906497438579,direct
angle,1_to_2,6653.759765625,662,0.3575896438244789,1.8861422797263272,direct
angle,1_to_2,6675.29296875,662,0.3773559633368568,1.916608830606025,direct
angle,1_to_2,6696.826171875,673,0.3558690683502887,1.8811553581362077,direct
angle,1_to_2,6718.359375,682,0.3434537014694693,1.8537802089844753,direct
angle,1_to_2,6739.892578125,684,0.34582493638976275,1.825581241776411,direct
angle,1_to_2,6761.42578125,676,0.3578670457293953,1.8396368526509455,direct
angle,1_to_2,6782.958984375,685,0.36020997811075317,1.7981695214566484,direct
angle,1_to_2,6804.4921875,679,0.3688130468164783,1.8087667145011135,direct
angle,1_to_2,6826.025390625,673,0.36932951696415156,1.845821946154855,direct
angle,1_to_2,6847.55859375,664,0.37194357654917,1.8642110836195362,direct
angle,1_to_2,6869.091796875,667,0.3659460177805636,1.8377657310618971,direct
angle,1_to_2,6890.625,671,0.35748144353718697,1.8224238137646835,direct
angle,1_to_2,6912.158203125,674,0.35103114383658696,1.8039723830670185,direct
angle,1_to_2,6933.69140625,671,0.3555389549869648,1.8075583257448313,direct
angle,1_to_2,6955.224609375,674,0.3601981710484208,1.8020468818208326,direct
angle,1_to_2,6976.7578125,673,0.3659324338402308,1.795627806967837,direct
angle,1_to_2,6998.291015625,668,0.3670033352408483,1.8003482519279557,direct
angle,1_to_2,7019.82421875,673,0.37676393088839816,1.79557409023708,direct
angle,1_to_2,7041.357421875,674,0.34308448149985193,1.7644422324678175,direct
angle,1_to_2,7062.890625,673,0.35775409695512506,1.7774697531564376,direct
angle,1_to_2,7084.423828125,668,0.34504335368195993,1.7691754491998668,direct
angle,1_to_2,7105.95703125,648,0.3794763492661,1.829890478799598,direct
angle,1_to_2,7127.490234375,648,0.3706207341117842,1.8299373737917173,direct
angle,1_to_2,7149.0234375,655,0.3683295564529149,1.8272515176192063,direct
angle,1_to_2,7170.556640625,665,0.3687303759846795,1.7979481074564265,direct
angle,1_to_2,7192.08984375,654,0.36128594609157394,1.8310634063279727,direct
angle,1_to_2,7213.623046875,656,0.36909017651791043,1.788862856011213,direct
angle,1_to_2,7235.15625,638,0.3554098386502767,1.8498808341266788,direct
angle,1_to_2,7256.689453125,651,0.3683831387021041,1.7962815586663792,direct
angle,1_to_2,7278.22265625,662,0.3665013658041105,1.7571477416901364,direct
angle,1_to_2,7299.755859375,649,0.36387768669724285,1.7749746477611854,direct
angle,1_to_2,7321.2890625,667,0.3514813904137974,1.7352087590187866,direct
angle,1_to_2,7342.822265625,656,0.33129800811144616,1.7520394937270694,direct
angle,1_to_2,7364.35546875,668,0.34531172831474205,1.7494337036835876,direct
angle,1_to_2,7385.888671875,659,0.342921476712284,1.7631436090333485,direct
angle,1_to_2,7407.421875,670,0.33190635719630623,1.727632201250303,direct
angle,1_to_2,7428.955078125,666,0.34683747487876754,1.7260203494696067,direct
angle,1_to_2,7450.48828125,665,0.3496667239977657,1.7215584827594559,direct
angle,1_to_2,7472.021484375,661,0.35771315404711423,1.733479932039552,direct
angle,1_to_2,7493.5546875,652,0.3517026285642416,1.745679904235334,direct
angle,1_to_2,7515.087890625,655,0.3494115347019879,1.7573227964010794,direct
angle,1_to_2,7536.62109375,660,0.3405425211583839,1.7364608766801979,direct
angle,1_to_2,7558.154296875,658,0.344556008299187,1.7242347524218546,direct
angle,1_to_2,7579.6875,664,0.3474277473187367,1.7111941255813607,direct
angle,1_to_2,7601.220703125,676,0.3376304871821316,1.6535679445545952,direct
angle,1_to_2,7622.75390625,679,0.29627008925213105,1.649940663665606,direct
angle,1_to_2,7644.287109375,663,0.3327428839338056,1.682502770303865,direct
angle,1_to_2,7665.8203125,664,0.31921818672577834,1.6837563931477941,direct
angle,1_to_2,7687.353515625,666,0.3137280445816507,1.6640215820637538,direct
angle,1_to_2,7708.88671875,666,0.33310444711255,1.6579251660189591,direct
angle,1_to_2,7730.419921875,652,0.32317733657660735,1.6881076638616381,direct
angle,1_to_2,7751.953125,660,0.339209014601129,1.7001585180190046,direct
angle,1_to_2,7773.486328125,672,0.3177454548105477,1.658314400044421,direct
angle,1_to_2,7795.01953125,688,0.30703222869552205,1.6110894307471888,direct
angle,1_to_2,7816.552734375,683,0.308140860456684,1.6252790877822114,direct
angle,1_to_2,7838.0859375,686,0.3226512495436219,1.6078389406841855,direct
angle,1_to_2,7859.619140625,665,0.316913391285154,1.665540274706474,direct
angle,1_to_2,7881.15234375,659,0.33131311358628457,1.6558830572639915,direct
angle,1_to_2,7902.685546875,668,0.3207705000034674,1.6655377005769074,direct
angle,1_to_2,7924.21875,669,0.3259528231388844,1.6535936178511572,direct
angle,1_to_2,7945.751953125,653,0.31655165677237634,1.6711611840587695,direct
angle,1_to_2,7967.28515625,656,0.334661072387085,1.668547088301118,direct
angle,1_to_2,7988.818359375,672,0.3175197151542555,1.6336919188890089,direct
angle,2_to_3,516.796875,720,5.036377657555626,19.594841728385934,ordinary_non_octave
angle,2_to_3,538.330078125,720,5.118243099327861,18.939507135799474,ordinary_non_octave
angle,2_to_3,559.86328125,720,6.163494687069238,18.798733619592934,ordinary_non_octave
angle,2_to_3,581.396484375,720,7.143897707464962,18.49779840146539,ordinary_non_octave
angle,2_to_3,602.9296875,720,7.751489441709988,18.417623232503846,ordinary_non_octave
angle,2_to_3,624.462890625,720,8.704743408812757,18.238061348699407,ordinary_non_octave
angle,2_to_3,645.99609375,720,7.504297058723566,17.855372064033794,ordinary_non_octave
angle,2_to_3,667.529296875,720,6.668890133074019,17.367144166002056,ordinary_non_octave
angle,2_to_3,689.0625,720,6.3531013949606,16.982849981660717,ordinary_non_octave
angle,2_to_3,710.595703125,720,6.48347192544983,16.66830680017168,ordinary_non_octave
angle,2_to_3,732.12890625,720,7.1008659124824804,16.47769980907316,ordinary_non_octave
angle,2_to_3,753.662109375,720,6.357339746430515,16.39611162573096,ordinary_non_octave
angle,2_to_3,775.1953125,720,7.270003329461199,16.177235525194014,ordinary_non_octave
angle,2_to_3,796.728515625,720,5.724872678458004,15.797799272993386,ordinary_non_octave
angle,2_to_3,818.26171875,720,5.3990867926773145,15.32114298818092,ordinary_non_octave
angle,2_to_3,839.794921875,720,6.255464075583586,15.0851215232162,ordinary_non_octave
angle,2_to_3,861.328125,720,6.226760073751333,14.906884843649525,ordinary_non_octave
