stage,run,period,field_G,time_us,series,coordinate
Holdout,EMU00070299,RF on,2448.0,3.178999900817871,Child closure R,0.4586469798506423
Holdout,EMU00070299,RF on,2448.0,3.178999900817871,Candidate parent H,0.9161368673920186
Holdout,EMU00070299,RF on,2448.0,3.178999900817871,Candidate parent Q,1.0143863506111344
Holdout,EMU00070299,RF on,2448.0,3.178999900817871,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.243000030517578,Child openness U,0.9045181175215194
Holdout,EMU00070299,RF on,2448.0,3.243000030517578,Child closure R,0.46953394323349545
Holdout,EMU00070299,RF on,2448.0,3.243000030517578,Candidate parent H,0.8607904894408923
Holdout,EMU00070299,RF on,2448.0,3.243000030517578,Candidate parent Q,1.0148482312006077
Holdout,EMU00070299,RF on,2448.0,3.243000030517578,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.306999921798706,Child openness U,0.9498268663273884
Holdout,EMU00070299,RF on,2448.0,3.306999921798706,Child closure R,0.4220906343174018
Holdout,EMU00070299,RF on,2448.0,3.306999921798706,Candidate parent H,0.8226432554626704
Holdout,EMU00070299,RF on,2448.0,3.306999921798706,Candidate parent Q,1.0096159235067046
Holdout,EMU00070299,RF on,2448.0,3.306999921798706,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.371000051498413,Child openness U,1.0181640097138296
Holdout,EMU00070299,RF on,2448.0,3.371000051498413,Child closure R,0.4044645535651611
Holdout,EMU00070299,RF on,2448.0,3.371000051498413,Candidate parent H,0.8014638961720316
Holdout,EMU00070299,RF on,2448.0,3.371000051498413,Candidate parent Q,1.0096211174611556
Holdout,EMU00070299,RF on,2448.0,3.371000051498413,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.434999942779541,Child openness U,1.0202300234043367
Holdout,EMU00070299,RF on,2448.0,3.434999942779541,Child closure R,0.39098780304503306
Holdout,EMU00070299,RF on,2448.0,3.434999942779541,Candidate parent H,0.8086625374422423
Holdout,EMU00070299,RF on,2448.0,3.434999942779541,Candidate parent Q,0.9808292190573814
Holdout,EMU00070299,RF on,2448.0,3.434999942779541,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.499000072479248,Child openness U,0.9655185338281678
Holdout,EMU00070299,RF on,2448.0,3.499000072479248,Child closure R,0.33676011979003395
Holdout,EMU00070299,RF on,2448.0,3.499000072479248,Candidate parent H,0.8077195455689254
Holdout,EMU00070299,RF on,2448.0,3.499000072479248,Candidate parent Q,0.9666762059867837
Holdout,EMU00070299,RF on,2448.0,3.499000072479248,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.562999963760376,Child openness U,1.0239639142199135
Holdout,EMU00070299,RF on,2448.0,3.562999963760376,Child closure R,0.29948532375273484
Holdout,EMU00070299,RF on,2448.0,3.562999963760376,Candidate parent H,0.7287031553761969
Holdout,EMU00070299,RF on,2448.0,3.562999963760376,Candidate parent Q,0.984226704356627
Holdout,EMU00070299,RF on,2448.0,3.562999963760376,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.626999855041504,Child openness U,0.9857082486387383
Holdout,EMU00070299,RF on,2448.0,3.626999855041504,Child closure R,0.25692267983802397
Holdout,EMU00070299,RF on,2448.0,3.626999855041504,Candidate parent H,0.6679312914775651
Holdout,EMU00070299,RF on,2448.0,3.626999855041504,Candidate parent Q,1.0336708535999966
Holdout,EMU00070299,RF on,2448.0,3.626999855041504,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.690999984741211,Child openness U,0.9889454240136554
Holdout,EMU00070299,RF on,2448.0,3.690999984741211,Child closure R,0.2391230299963168
Holdout,EMU00070299,RF on,2448.0,3.690999984741211,Candidate parent H,0.6023766208392157
Holdout,EMU00070299,RF on,2448.0,3.690999984741211,Candidate parent Q,1.0034172397613375
Holdout,EMU00070299,RF on,2448.0,3.690999984741211,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.754999876022339,Child openness U,0.9971827212784016
Holdout,EMU00070299,RF on,2448.0,3.754999876022339,Child closure R,0.24449458534672036
Holdout,EMU00070299,RF on,2448.0,3.754999876022339,Candidate parent H,0.6595908354966326
Holdout,EMU00070299,RF on,2448.0,3.754999876022339,Candidate parent Q,0.9944071006666791
Holdout,EMU00070299,RF on,2448.0,3.754999876022339,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.819000005722046,Child openness U,0.9830085058173166
Holdout,EMU00070299,RF on,2448.0,3.819000005722046,Child closure R,0.25432510074338993
Holdout,EMU00070299,RF on,2448.0,3.819000005722046,Candidate parent H,0.739676355687285
Holdout,EMU00070299,RF on,2448.0,3.819000005722046,Candidate parent Q,1.0393623320950611
Holdout,EMU00070299,RF on,2448.0,3.819000005722046,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.883000135421753,Child openness U,1.0739889700951248
Holdout,EMU00070299,RF on,2448.0,3.883000135421753,Child closure R,0.2756968312837971
Holdout,EMU00070299,RF on,2448.0,3.883000135421753,Candidate parent H,0.7006547049775017
Holdout,EMU00070299,RF on,2448.0,3.883000135421753,Candidate parent Q,1.0005130876325565
Holdout,EMU00070299,RF on,2448.0,3.883000135421753,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.9469997882843018,Child openness U,1.0049118166902906
Holdout,EMU00070299,RF on,2448.0,3.9469997882843018,Child closure R,0.2815460705952301
Holdout,EMU00070299,RF on,2448.0,3.9469997882843018,Candidate parent H,0.6826065544168234
Holdout,EMU00070299,RF on,2448.0,3.9469997882843018,Candidate parent Q,0.9247831638121191
Holdout,EMU00070299,RF on,2448.0,3.9469997882843018,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.011000156402588,Child openness U,0.9857628915081567
Holdout,EMU00070299,RF on,2448.0,4.011000156402588,Child closure R,0.25603293783300773
Holdout,EMU00070299,RF on,2448.0,4.011000156402588,Candidate parent H,0.63648919196276
Holdout,EMU00070299,RF on,2448.0,4.011000156402588,Candidate parent Q,0.9133786603465229
Holdout,EMU00070299,RF on,2448.0,4.011000156402588,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.075000286102295,Child openness U,1.0103714299942583
Holdout,EMU00070299,RF on,2448.0,4.075000286102295,Child closure R,0.22459713555747557
Holdout,EMU00070299,RF on,2448.0,4.075000286102295,Candidate parent H,0.5709522661045547
Holdout,EMU00070299,RF on,2448.0,4.075000286102295,Candidate parent Q,0.8962804389871917
Holdout,EMU00070299,RF on,2448.0,4.075000286102295,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.139000415802002,Child openness U,1.0433774189323448
Holdout,EMU00070299,RF on,2448.0,4.139000415802002,Child closure R,0.21582765883887356
Holdout,EMU00070299,RF on,2448.0,4.139000415802002,Candidate parent H,0.5340702716942365
Holdout,EMU00070299,RF on,2448.0,4.139000415802002,Candidate parent Q,0.848623180051189
Holdout,EMU00070299,RF on,2448.0,4.139000415802002,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.203000068664551,Child openness U,0.9778911862878019
Holdout,EMU00070299,RF on,2448.0,4.203000068664551,Child closure R,0.1754194471119097
Holdout,EMU00070299,RF on,2448.0,4.203000068664551,Candidate parent H,0.47310928109131384
Holdout,EMU00070299,RF on,2448.0,4.203000068664551,Candidate parent Q,0.929099753534251
Holdout,EMU00070299,RF on,2448.0,4.203000068664551,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.267000198364258,Child openness U,1.017662702935708
Holdout,EMU00070299,RF on,2448.0,4.267000198364258,Child closure R,0.1808178228521812
Holdout,EMU00070299,RF on,2448.0,4.267000198364258,Candidate parent H,0.49029966811923886
Holdout,EMU00070299,RF on,2448.0,4.267000198364258,Candidate parent Q,0.9460352203592524
Holdout,EMU00070299,RF on,2448.0,4.267000198364258,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.331000328063965,Child openness U,1.0536966746063237
Holdout,EMU00070299,RF on,2448.0,4.331000328063965,Child closure R,0.19029445743180098
Holdout,EMU00070299,RF on,2448.0,4.331000328063965,Candidate parent H,0.5307538184404272
Holdout,EMU00070299,RF on,2448.0,4.331000328063965,Candidate parent Q,0.9314420107355891
Holdout,EMU00070299,RF on,2448.0,4.331000328063965,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.394999980926514,Child openness U,1.0664682227551232
Holdout,EMU00070299,RF on,2448.0,4.394999980926514,Child closure R,0.1799801658261219
Holdout,EMU00070299,RF on,2448.0,4.394999980926514,Candidate parent H,0.5207927153666805
Holdout,EMU00070299,RF on,2448.0,4.394999980926514,Candidate parent Q,1.0222620874549766
Holdout,EMU00070299,RF on,2448.0,4.394999980926514,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.459000110626221,Child openness U,0.9912927199006787
Holdout,EMU00070299,RF on,2448.0,4.459000110626221,Child closure R,0.18540305892598324
Holdout,EMU00070299,RF on,2448.0,4.459000110626221,Candidate parent H,0.7121194211528749
Holdout,EMU00070299,RF on,2448.0,4.459000110626221,Candidate parent Q,0.976324699592095
Holdout,EMU00070299,RF on,2448.0,4.459000110626221,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.523000240325928,Child openness U,1.0679695929257405
Holdout,EMU00070299,RF on,2448.0,4.523000240325928,Child closure R,0.18361740858285333
Holdout,EMU00070299,RF on,2448.0,4.523000240325928,Candidate parent H,0.6716566966035041
Holdout,EMU00070299,RF on,2448.0,4.523000240325928,Candidate parent Q,1.0140708772988343
Holdout,EMU00070299,RF on,2448.0,4.523000240325928,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.587000370025635,Child openness U,1.0711645775086922
Holdout,EMU00070299,RF on,2448.0,4.587000370025635,Child closure R,0.19198612769003676
Holdout,EMU00070299,RF on,2448.0,4.587000370025635,Candidate parent H,0.6345141717765853
Holdout,EMU00070299,RF on,2448.0,4.587000370025635,Candidate parent Q,0.9869639649334756
Holdout,EMU00070299,RF on,2448.0,4.587000370025635,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.651000022888184,Child openness U,1.1030575375460512
Holdout,EMU00070299,RF on,2448.0,4.651000022888184,Child closure R,0.1996896061667152
Holdout,EMU00070299,RF on,2448.0,4.651000022888184,Candidate parent H,0.6481124543365093
Holdout,EMU00070299,RF on,2448.0,4.651000022888184,Candidate parent Q,0.9561367480577472
Holdout,EMU00070299,RF on,2448.0,4.651000022888184,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.715000152587891,Child openness U,1.0234925214986488
Holdout,EMU00070299,RF on,2448.0,4.715000152587891,Child closure R,0.19155413710015257
Holdout,EMU00070299,RF on,2448.0,4.715000152587891,Candidate parent H,0.7244424917467858
Holdout,EMU00070299,RF on,2448.0,4.715000152587891,Candidate parent Q,0.9844153366827877
Holdout,EMU00070299,RF on,2448.0,4.715000152587891,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.779000282287598,Child openness U,1.029715278851075
Holdout,EMU00070299,RF on,2448.0,4.779000282287598,Child closure R,0.20859612356404433
Holdout,EMU00070299,RF on,2448.0,4.779000282287598,Candidate parent H,0.6471060625408206
Holdout,EMU00070299,RF on,2448.0,4.779000282287598,Candidate parent Q,0.9201283322423753
Holdout,EMU00070299,RF on,2448.0,4.779000282287598,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.843000411987305,Child openness U,1.0340817992442424
Holdout,EMU00070299,RF on,2448.0,4.843000411987305,Child closure R,0.1909325415969099
Holdout,EMU00070299,RF on,2448.0,4.843000411987305,Candidate parent H,0.6092335779426923
Holdout,EMU00070299,RF on,2448.0,4.843000411987305,Candidate parent Q,0.9074917632536421
Holdout,EMU00070299,RF on,2448.0,4.843000411987305,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.9070000648498535,Child openness U,1.0684360261564558
Holdout,EMU00070299,RF on,2448.0,4.9070000648498535,Child closure R,0.1910486729666631
Holdout,EMU00070299,RF on,2448.0,4.9070000648498535,Candidate parent H,0.5906187690222231
Holdout,EMU00070299,RF on,2448.0,4.9070000648498535,Candidate parent Q,0.8770955134130003
Holdout,EMU00070299,RF on,2448.0,4.9070000648498535,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,4.9710001945495605,Child openness U,1.1169510870531212
Holdout,EMU00070299,RF on,2448.0,4.9710001945495605,Child closure R,0.18557829019627087
Holdout,EMU00070299,RF on,2448.0,4.9710001945495605,Candidate parent H,0.6378140333871823
Holdout,EMU00070299,RF on,2448.0,4.9710001945495605,Candidate parent Q,0.863974672450644
Holdout,EMU00070299,RF on,2448.0,4.9710001945495605,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.035000324249268,Child openness U,1.1472069165022758
Holdout,EMU00070299,RF on,2448.0,5.035000324249268,Child closure R,0.1955025022139003
Holdout,EMU00070299,RF on,2448.0,5.035000324249268,Candidate parent H,0.5772715416858396
Holdout,EMU00070299,RF on,2448.0,5.035000324249268,Candidate parent Q,0.8387461632363725
Holdout,EMU00070299,RF on,2448.0,5.035000324249268,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.098999977111816,Child openness U,1.1374580732432167
Holdout,EMU00070299,RF on,2448.0,5.098999977111816,Child closure R,0.1809969090608542
Holdout,EMU00070299,RF on,2448.0,5.098999977111816,Candidate parent H,0.5052461464907317
Holdout,EMU00070299,RF on,2448.0,5.098999977111816,Candidate parent Q,0.8719919260102642
Holdout,EMU00070299,RF on,2448.0,5.098999977111816,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.163000106811523,Child openness U,1.0998223714475392
Holdout,EMU00070299,RF on,2448.0,5.163000106811523,Child closure R,0.1762596910788734
Holdout,EMU00070299,RF on,2448.0,5.163000106811523,Candidate parent H,0.42590509918470276
Holdout,EMU00070299,RF on,2448.0,5.163000106811523,Candidate parent Q,0.8936196472366053
Holdout,EMU00070299,RF on,2448.0,5.163000106811523,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.2270002365112305,Child openness U,1.0949159703139233
Holdout,EMU00070299,RF on,2448.0,5.2270002365112305,Child closure R,0.16746228022054233
Holdout,EMU00070299,RF on,2448.0,5.2270002365112305,Candidate parent H,0.436121536015699
Holdout,EMU00070299,RF on,2448.0,5.2270002365112305,Candidate parent Q,0.9617238021836545
Holdout,EMU00070299,RF on,2448.0,5.2270002365112305,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.2910003662109375,Child openness U,1.0863554421252672
Holdout,EMU00070299,RF on,2448.0,5.2910003662109375,Child closure R,0.1674050189205841
Holdout,EMU00070299,RF on,2448.0,5.2910003662109375,Candidate parent H,0.4725165018166665
Holdout,EMU00070299,RF on,2448.0,5.2910003662109375,Candidate parent Q,0.9785577366896542
Holdout,EMU00070299,RF on,2448.0,5.2910003662109375,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.355000019073486,Child openness U,1.1472922431237762
Holdout,EMU00070299,RF on,2448.0,5.355000019073486,Child closure R,0.181554115143629
Holdout,EMU00070299,RF on,2448.0,5.355000019073486,Candidate parent H,0.4704553748844626
Holdout,EMU00070299,RF on,2448.0,5.355000019073486,Candidate parent Q,1.08903542374979
Holdout,EMU00070299,RF on,2448.0,5.355000019073486,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.419000148773193,Child openness U,1.1553186209024526
Holdout,EMU00070299,RF on,2448.0,5.419000148773193,Child closure R,0.17168103021658754
Holdout,EMU00070299,RF on,2448.0,5.419000148773193,Candidate parent H,0.40920747143906117
Holdout,EMU00070299,RF on,2448.0,5.419000148773193,Candidate parent Q,1.0737479952852296
Holdout,EMU00070299,RF on,2448.0,5.419000148773193,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.4830002784729,Child openness U,1.120753011299181
Holdout,EMU00070299,RF on,2448.0,5.4830002784729,Child closure R,0.17470612347190567
Holdout,EMU00070299,RF on,2448.0,5.4830002784729,Candidate parent H,0.41258384437782314
Holdout,EMU00070299,RF on,2448.0,5.4830002784729,Candidate parent Q,1.0556488709565646
Holdout,EMU00070299,RF on,2448.0,5.4830002784729,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.547000408172607,Child openness U,1.0841734917055497
Holdout,EMU00070299,RF on,2448.0,5.547000408172607,Child closure R,0.19355621427977404
Holdout,EMU00070299,RF on,2448.0,5.547000408172607,Candidate parent H,0.45346885872796566
Holdout,EMU00070299,RF on,2448.0,5.547000408172607,Candidate parent Q,1.1216781862612848
Holdout,EMU00070299,RF on,2448.0,5.547000408172607,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.611000061035156,Child openness U,1.0418927271401448
Holdout,EMU00070299,RF on,2448.0,5.611000061035156,Child closure R,0.17111443928922043
Holdout,EMU00070299,RF on,2448.0,5.611000061035156,Candidate parent H,0.4732056582719445
Holdout,EMU00070299,RF on,2448.0,5.611000061035156,Candidate parent Q,1.1539789821752242
Holdout,EMU00070299,RF on,2448.0,5.611000061035156,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.675000190734863,Child openness U,1.0692585131301606
Holdout,EMU00070299,RF on,2448.0,5.675000190734863,Child closure R,0.19225848228431197
Holdout,EMU00070299,RF on,2448.0,5.675000190734863,Candidate parent H,0.4954438029359334
Holdout,EMU00070299,RF on,2448.0,5.675000190734863,Candidate parent Q,1.1775969475742325
Holdout,EMU00070299,RF on,2448.0,5.675000190734863,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.73900032043457,Child openness U,1.0135186573125996
Holdout,EMU00070299,RF on,2448.0,5.73900032043457,Child closure R,0.17413524400126323
Holdout,EMU00070299,RF on,2448.0,5.73900032043457,Candidate parent H,0.4452407965605716
Holdout,EMU00070299,RF on,2448.0,5.73900032043457,Candidate parent Q,1.0681297803934227
Holdout,EMU00070299,RF on,2448.0,5.73900032043457,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.802999973297119,Child openness U,1.0593255670734287
Holdout,EMU00070299,RF on,2448.0,5.802999973297119,Child closure R,0.16005751901478876
Holdout,EMU00070299,RF on,2448.0,5.802999973297119,Candidate parent H,0.5298774873587659
Holdout,EMU00070299,RF on,2448.0,5.802999973297119,Candidate parent Q,1.0679165977048561
Holdout,EMU00070299,RF on,2448.0,5.802999973297119,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.867000102996826,Child openness U,1.0387903783313872
Holdout,EMU00070299,RF on,2448.0,5.867000102996826,Child closure R,0.17400727479894784
Holdout,EMU00070299,RF on,2448.0,5.867000102996826,Candidate parent H,0.426540328784323
Holdout,EMU00070299,RF on,2448.0,5.867000102996826,Candidate parent Q,1.0914164656903282
Holdout,EMU00070299,RF on,2448.0,5.867000102996826,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.931000232696533,Child openness U,1.0731504654164223
Holdout,EMU00070299,RF on,2448.0,5.931000232696533,Child closure R,0.1803710332561521
Holdout,EMU00070299,RF on,2448.0,5.931000232696533,Candidate parent H,0.34898089295356627
Holdout,EMU00070299,RF on,2448.0,5.931000232696533,Candidate parent Q,1.1051388262537176
Holdout,EMU00070299,RF on,2448.0,5.931000232696533,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,5.99500036239624,Child openness U,1.1568419611828595
Holdout,EMU00070299,RF on,2448.0,5.99500036239624,Child closure R,0.18627446287207575
Holdout,EMU00070299,RF on,2448.0,5.99500036239624,Candidate parent H,0.37643608838853326
Holdout,EMU00070299,RF on,2448.0,5.99500036239624,Candidate parent Q,1.1565663434239228
Holdout,EMU00070299,RF on,2448.0,5.99500036239624,ARA ridge,1.0
