species,particle_index,x_force,channel_cosine,electric_force_N,magnetic_force_N,resultant_force_N,reconstructed_force_N,magnetic_power_W
e,220555,0.2477967230745742,0.47922692866042965,3.7758788125538015e-12,5.339850739917136e-13,4.058927918329635e-12,4.058927918329636e-12,0.0
e,220577,0.19763303975530436,0.8005798953562038,3.355879075998355e-12,3.6797866220912873e-13,3.657128916703293e-12,3.657128916703293e-12,-1.1787323728880644e-23
e,220600,0.11596604849520327,-0.048344907621947965,6.050479680943664e-12,3.7241909549408066e-13,6.043933141705743e-12,6.0439331417057436e-12,6.617444900424222e-24
e,220622,0.1125706747826321,-0.5973203002471151,5.577375200308171e-12,3.3264762893429227e-13,5.385290252538748e-12,5.385290252538748e-12,-3.308722450212111e-24
e,220645,0.2926451407314147,0.48626394657184,3.4532445859242708e-12,5.918952597005668e-13,3.776644728702187e-12,3.776644728702187e-12,-3.970466940254533e-23
e,220668,0.11026840418614461,-0.23386761668840295,7.058991667131258e-12,4.119017473286347e-13,6.9741690756289326e-12,6.974169075628931e-12,1.6543612251060553e-23
e,220690,0.14136162253584533,0.20828535916235827,1.4394336942990868e-11,1.0947836062467682e-12,1.4661517436185495e-11,1.46615174361855e-11,-5.293955920339377e-23
e,220713,0.16160144652636096,-0.7317786294246335,1.0339245642201038e-11,9.088546379750075e-13,9.693975341445103e-12,9.693975341445104e-12,0.0
e,220735,0.11148919477163492,-0.6556493104094654,4.014183249246785e-12,2.369793473700519e-13,3.8629543292185624e-12,3.8629543292185624e-12,1.9852334701272664e-23
e,220758,0.11106162502171359,-0.23112161055159916,7.264701054778626e-12,4.2713384148910926e-13,7.178020909126678e-12,7.178020909126678e-12,0.0
e,220780,0.1379042429301801,0.33692492062635376,6.6303053560061e-12,4.910312678842841e-13,6.811453967650205e-12,6.811453967650205e-12,3.3087224502121107e-23
e,220803,0.07009781009171742,0.20982891413058286,1.2299774449855548e-11,4.4675178776697866e-13,1.2401211064900937e-11,1.2401211064900937e-11,-1.5716431638507526e-23
e,220825,0.3814865512071942,0.5057720807035443,7.097168806676154e-12,1.6728155415783399e-12,8.073253768295777e-12,8.073253768295775e-12,2.3822801641527197e-22
e,220848,0.24775300291807406,0.48510831632481294,1.2417698154499371e-11,1.7557581849082224e-12,1.3357957864336969e-11,1.3357957864336969e-11,1.3234889800848443e-23
e,220870,0.3287801286764586,0.8167322966887656,1.950704511623337e-12,3.8376331645299463e-13,2.2749392074057193e-12,2.2749392074057193e-12,0.0
e,220893,0.2061080464816056,0.2563891311305563,6.06154477150716e-12,6.964372347318858e-13,6.276307499391921e-12,6.276307499391921e-12,6.617444900424222e-24
e,220916,0.310278557570073,0.02512582204617375,1.157269875356811e-11,2.12506049002157e-12,1.1818589652541465e-11,1.1818589652541463e-11,7.940933880509066e-23
e,220938,0.41899650582857834,0.34295052925717434,1.190144526428467e-11,3.1541131935693715e-12,1.3316926450766112e-11,1.3316926450766112e-11,-2.6469779601696886e-23
e,220961,0.3975538254781879,0.3783975583313948,8.15497787995156e-12,2.023183495590551e-12,9.115004712699273e-12,9.115004712699274e-12,1.3234889800848443e-22
e,220983,0.3993814007816376,-0.821242818746124,6.163721864986283e-12,1.5379528100377886e-12,4.978634504200303e-12,4.978634504200302e-12,1.0587911840678754e-22
e,221006,0.15794117619418943,0.6990949902023611,6.3596698350388e-12,5.452886308361584e-13,6.752144928436789e-12,6.752144928436788e-12,6.617444900424222e-24
e,221028,0.24051940902281782,-0.16236986488591765,8.261501066902633e-12,1.1293397406272209e-12,8.154628929742152e-12,8.154628929742153e-12,-5.293955920339377e-23
e,221051,0.5432019120577526,0.29603578131121666,5.61213291417574e-12,2.0926176077074608e-12,6.544341161638889e-12,6.5443411616388895e-12,-4.632211430296955e-23
e,221073,0.6257642319752472,0.2507809941913889,6.648388455612045e-12,3.0273725896241087e-12,7.966245459050833e-12,7.966245459050831e-12,-2.117582368135751e-22
e,221096,0.29334002329473613,-0.6986402453946591,4.454751596282826e-12,7.65680894180564e-13,3.957912275415963e-12,3.957912275415962e-12,1.0587911840678754e-22
e,221118,0.08408107068943063,-0.7953343491048376,9.199092430644222e-12,4.037068213621809e-13,8.881382581365934e-12,8.881382581365935e-12,0.0
e,221141,0.12565330483759,-0.4411644331023408,3.4565917966281648e-12,2.3172457040195396e-13,3.3608031446316113e-12,3.3608031446316113e-12,-2.812414082680294e-23
e,221164,0.17348366177365782,-0.9159755978606062,7.513602410576156e-12,7.136466463606335e-13,6.865892927354959e-12,6.865892927354959e-12,-2.6469779601696886e-23
e,221186,0.03527741805806054,0.4991090633166757,6.587810456274549e-12,1.182868999874546e-13,6.647638794886359e-12,6.647638794886359e-12,6.617444900424222e-24
e,221209,0.2153311943225623,-0.8457495968251044,5.769787399142095e-12,6.96160098552814e-13,5.194309180966114e-12,5.194309180966113e-12,2.6469779601696886e-23
e,221231,0.053614713726119645,0.8277877875574395,3.530974608573253e-12,9.726347303789358e-14,3.6119003619844506e-12,3.61190036198445e-12,0.0
e,221254,0.09484677652800191,-0.5615688597580585,6.631434695774943e-12,3.3014153239808905e-13,6.4518230489340906e-12,6.451823048934091e-12,6.617444900424222e-24
e,221276,0.1885839479254448,-0.4534490244737194,3.477598267262742e-12,3.620478077292105e-13,3.329103804625904e-12,3.3291038046259044e-12,-1.3234889800848443e-23
e,221299,0.23978802317627343,-0.581337178639668,6.8121302585086194e-12,9.279946221333087e-13,6.3179353369659295e-12,6.317935336965929e-12,0.0
e,221321,0.07583650384929384,-0.23951493407835253,1.0094848605717243e-11,3.978653719795719e-13,1.0007012247479112e-11,1.0007012247479112e-11,-6.617444900424222e-24
e,221344,0.1975946696471056,-0.8262884353961907,5.698412955285027e-12,6.247074431320483e-13,5.194156208597157e-12,5.194156208597157e-12,-1.3234889800848443e-23
e,221366,0.1498615721691143,-0.9044276550328173,8.622966477394191e-12,6.984619602647283e-13,7.996811912867233e-12,7.996811912867232e-12,6.617444900424222e-24
e,221389,0.18240622304219867,0.18468188020751963,3.1352858300714452e-12,3.1464436865440183e-13,3.2083322265481897e-12,3.2083322265481897e-12,1.3234889800848443e-23
e,221412,0.0356224369402455,-0.3424072386041186,6.809749237176129e-12,1.2348942858130808e-13,6.768460081541955e-12,6.768460081541955e-12,9.926167350636332e-24
e,221434,0.03376914919010339,0.9992215604663781,2.778120507782346e-12,4.771299659790468e-14,2.8257969895830276e-12,2.8257969895830276e-12,1.6543612251060553e-24
e,221457,0.22339317886039473,-0.45440510064782674,4.4213790610899836e-12,5.559507661746533e-13,4.198065721732642e-12,4.198065721732642e-12,-2.6469779601696886e-23
e,221479,0.09831683858566911,0.23234276846409704,6.541596544388631e-12,3.381999192067838e-13,6.628342151598165e-12,6.628342151598163e-12,0.0
e,221502,0.3446595327079388,-0.03559218041244987,2.4940170316907504e-12,5.192809344619936e-13,2.5293444008786358e-12,2.529344400878636e-12,0.0
e,221524,0.11456725151628015,-0.9623640239442479,2.1149467027055726e-12,1.285135367608626e-13,1.9915761560169765e-12,1.9915761560169765e-12,-8.271806125530277e-25
e,221547,0.08221677303086079,0.981348190016994,3.845742173285019e-12,1.648697866108054e-13,4.007662168401939e-12,4.00766216840194e-12,0.0
e,221569,0.08015826864683694,-0.6201569686644408,4.331447933859927e-12,1.8084895303708847e-13,4.22167771470575e-12,4.22167771470575e-12,0.0
e,221592,0.11415612346596933,0.33997554804003116,5.0306469733624866e-12,3.045210497808194e-13,5.142157610656047e-12,5.142157610656047e-12,8.271806125530277e-25
e,221615,0.08966183734966506,-0.8488215818566909,6.1608725775867e-12,2.8916092751726063e-13,5.9174015797034474e-12,5.9174015797034474e-12,-1.6543612251060553e-24
e,221637,0.08978912858957643,0.5596758283167135,6.604173126111281e-12,3.10428005056005e-13,6.78279247561776e-12,6.782792475617761e-12,6.617444900424222e-24
e,221660,0.19522533727356597,-0.7208031030014358,2.121200687166508e-12,2.294536421247244e-13,1.9622657208882946e-12,1.9622657208882946e-12,0.0
e,221682,0.10902935025650058,0.9543280146222908,6.9685657524728755e-12,4.0179269642015844e-13,7.352987689504455e-12,7.352987689504453e-12,6.617444900424222e-24
e,221705,0.41212002341032367,-0.48842099210328377,1.2141090267135755e-12,3.151111216771654e-13,1.0952790817812077e-12,1.0952790817812075e-12,0.0
e,221727,0.38696133633787344,0.24817550034804017,1.7987964206876616e-12,4.3152385769153616e-13,1.9511946978441567e-12,1.9511946978441567e-12,0.0
e,221750,0.03674628455053852,-0.9990278212155128,7.846767991589269e-12,1.4686821532640538e-13,7.700045280484171e-12,7.700045280484171e-12,1.6543612251060553e-24
e,221772,0.06010417584197697,0.3259349618503432,4.552190689967296e-12,1.4104142412634888e-13,4.600093932571142e-12,4.600093932571143e-12,0.0
e,221795,0.3693351808017651,-0.33720266544255867,6.057466744327031e-12,1.3719775817060352e-12,5.741989174216578e-12,5.741989174216579e-12,3.308722450212111e-24
e,221817,0.2861443259156856,-0.02752357519539546,7.475407584192262e-12,1.2480896124853434e-12,7.544922630347989e-12,7.544922630347989e-12,1.6543612251060553e-23
e,221840,0.08308406238635031,0.2068021658398671,1.3839372737537415e-11,5.998339756854065e-13,1.3975746954879358e-11,1.3975746954879358e-11,0.0
e,221863,0.17333135952916165,0.6448913014552234,1.2889541366651342e-11,1.2230799167894909e-12,1.3710198591507899e-11,1.3710198591507898e-11,2.6469779601696886e-23
e,221885,0.6911534712123174,-0.3267636371326948,1.632902687818675e-12,8.622755502764346e-13,1.577883400754319e-12,1.5778834007543191e-12,1.0587911840678754e-22
e,221908,0.6288450676478885,-0.2278905722112056,4.784801668138009e-12,2.1944266528075274e-12,4.787920277318107e-12,4.787920277318108e-12,-4.632211430296955e-23
e,221930,0.20144262010895955,-0.7499443815043215,7.620267276477754e-12,8.534877025704011e-13,7.002994464575243e-12,7.002994464575243e-12,-2.6469779601696886e-23
e,221953,0.68212300254911,-0.8563376788245091,3.91641159792311e-12,2.0271045352189783e-12,2.418789890471747e-12,2.418789890471746e-12,2.6469779601696886e-22
e,221975,0.29170779512624617,-0.02461252903371677,4.277566779944502e-12,7.304368481708914e-13,4.321725607485688e-12,4.321725607485688e-12,9.926167350636332e-24
e,221998,0.4004508787927889,-0.061804714143199456,1.0272350154161578e-11,2.5717069841510406e-12,1.0434050295336858e-11,1.0434050295336858e-11,1.3234889800848443e-23
e,222020,0.5063981776231778,-0.9579854888233108,3.2372674339094054e-12,1.0975792238937106e-12,2.208355493391952e-12,2.2083554933919525e-12,0.0
e,222043,0.4294926398488426,-0.3687324470471258,1.0911698350586255e-12,2.984063780112746e-13,1.0195933150317268e-12,1.0195933150317268e-12,0.0
e,222065,0.18233376915978075,0.09660465895762052,5.381852411919567e-12,5.39864480440585e-13,5.460508502199202e-12,5.460508502199201e-12,-4.963083675318166e-23
e,222088,0.15889938782824523,-0.9477590067937296,6.515931848523341e-12,5.623688216797658e-13,5.98563046003394e-12,5.9856304600339404e-12,6.617444900424222e-24
e,222111,0.10464829024489174,-0.8740735000837523,6.719897836095312e-12,3.7102655699642334e-13,6.398132670501268e-12,6.398132670501269e-12,-8.271806125530277e-25
e,222133,0.13150562142170516,-0.5484365901292858,1.4706876840970453e-11,1.0350777611736135e-12,1.4165668849277728e-11,1.4165668849277726e-11,-6.617444900424222e-24
e,222156,0.06648782014798578,0.09464719450979166,7.242884642382676e-12,2.4906158671946155e-13,7.2706865131771326e-12,7.2706865131771326e-12,-1.3234889800848443e-23
e,222178,0.21469656562753947,0.26008023721103574,5.725228498052171e-12,6.885030702899981e-13,5.941604652303682e-12,5.941604652303681e-12,-2.3988237764037803e-23
e,222201,0.1380746107088882,-0.035676579599302656,7.450801925629088e-12,5.525283565427676e-13,7.451576457898219e-12,7.451576457898219e-12,6.617444900424222e-24
e,222223,0.17306471623230682,-0.34331862797333623,5.103423736630143e-12,4.834449192812361e-13,4.958282436350061e-12,4.9582824363500606e-12,-1.3234889800848443e-23
e,222246,0.1972709032568228,-0.1542238368944591,3.9965276194941546e-12,4.3733615594976417e-13,3.9527690363457795e-12,3.9527690363457795e-12,3.3087224502121107e-23
e,222268,0.027924475331231935,-0.8214122750773967,1.0665016580847178e-11,1.5101601774053148e-13,1.0541322044858726e-11,1.0541322044858727e-11,6.617444900424222e-24
e,222291,0.082774262211077,-0.6056518674737341,5.009935819388829e-12,2.1629885985831346e-13,4.881968947719669e-12,4.88196894771967e-12,-3.308722450212111e-24
e,222313,0.09706953542923315,-0.13175098811296768,7.87689364270241e-12,4.0180470109561824e-13,7.834087302523387e-12,7.834087302523387e-12,-6.617444900424222e-24
e,222336,0.2252663504576406,0.20524869045461824,3.2958733364785076e-12,4.183441037874117e-13,3.406433676923078e-12,3.4064336769230788e-12,0.0
e,222359,0.11349989223069043,-0.24715910460247908,8.442559892917141e-12,5.079404098896674e-13,8.331568139382582e-12,8.331568139382582e-12,3.308722450212111e-24
e,222381,0.1469156094672082,-0.9543981628262064,7.516198128000761e-12,5.958966761001275e-13,6.949752676781605e-12,6.949752676781604e-12,0.0
e,222404,0.23779530077678973,-0.9125962407939301,7.426981837267281e-12,1.0022112531167549e-12,6.525246368992241e-12,6.525246368992243e-12,0.0
e,222426,0.10268811838334682,0.019355888719429278,8.534914810856565e-12,4.619347778195701e-13,8.55632973966446e-12,8.556329739664459e-12,-6.617444900424222e-24
e,222449,0.06030881685968006,-0.5819937425122391,1.323836613489502e-11,4.1160686076749445e-13,1.3003122225661042e-11,1.300312222566104e-11,1.3234889800848443e-23
e,222471,0.45738876004109486,0.28476707397838946,1.6596610757148228e-12,4.920943798710393e-13,1.8605848368317056e-12,1.8605848368317056e-12,3.308722450212111e-24
e,222494,0.0984052060278199,-0.8968913195646189,1.103049486027549e-11,5.708146250478734e-13,1.0521565043826651e-11,1.0521565043826651e-11,-1.3234889800848443e-23
e,222516,0.16882781046064604,-0.3565469729695561,2.3440761257125374e-12,2.161157984584042e-13,2.2759945773778527e-12,2.2759945773778523e-12,0.0
e,222539,0.14448689062699568,0.528732606333398,4.874327285904858e-12,3.795588346323771e-13,5.085227765555611e-12,5.085227765555612e-12,0.0
e,222561,0.5286233287301364,0.30295773539714804,7.082447426574325e-12,2.5445197054542904e-12,8.21919117254351e-12,8.219191172543509e-12,-1.9852334701272664e-23
e,222584,0.20409085201282565,-0.2244803107231989,1.0975214477372163e-11,1.2472462074269585e-12,1.0764071078414352e-11,1.0764071078414352e-11,0.0
e,222607,0.2508045073719217,0.04252213478473683,7.1937622409278146e-12,1.0314616076879265e-12,7.31061996854189e-12,7.31061996854189e-12,5.293955920339377e-23
e,222629,0.4548579901642207,-0.42691405893480083,4.9327599350029906e-12,1.4521029495771184e-12,4.508310022424911e-12,4.50831002242491e-12,2.6469779601696886e-23
e,222652,0.3804846191947525,0.10846496253321836,8.37601412271093e-12,1.9678383926585125e-12,8.809402865909872e-12,8.809402865909872e-12,-1.9852334701272664e-23
e,222674,0.19111493356358722,-0.7205785539334804,1.2423628041482712e-11,1.3125990654808428e-12,1.1513824364601698e-11,1.1513824364601698e-11,5.293955920339377e-23
e,222697,0.2855107648439662,0.5181554164401156,1.0317138807604926e-11,1.7180943056154954e-12,1.1303302961901707e-11,1.1303302961901707e-11,7.940933880509066e-23
e,222719,0.31558337626814126,-0.39893381423963026,9.936597553436534e-12,1.861668283458145e-12,9.351059133556738e-12,9.351059133556735e-12,-8.271806125530277e-24
e,222742,0.40945501077681457,-0.972960509683486,3.7597832797005e-12,9.67883407095653e-13,2.8269241290893925e-12,2.826924129089393e-12,-1.3234889800848443e-23
e,222764,0.2535574465932614,0.2769827459476966,8.977592382166697e-12,1.303412698308866e-12,9.422222732899718e-12,9.42222273289972e-12,1.0587911840678754e-22
e,222787,0.30240641644481164,-0.17687838619862378,4.080018558747439e-12,7.268075252706837e-13,4.015691031802394e-12,4.015691031802393e-12,-1.6543612251060553e-23
e,222809,0.12586474379132961,0.911143973979159,5.176157712501283e-12,3.4762473100551375e-13,5.494761546089198e-12,5.4947615460891975e-12,1.6543612251060553e-24
e,222832,0.33259181513624214,-0.4097930666501746,5.087454027518987e-12,1.0147758568025624e-12,4.762430286553721e-12,4.76243028655372e-12,-2.6469779601696886e-23
e,222855,0.06095117461341703,-0.5008498561638558,6.93809102747325e-12,2.180887825839015e-13,6.8314696902302716e-12,6.831469690230272e-12,6.617444900424222e-24
e,222877,0.074879209943425,0.4857313793054325,1.1590458424769642e-11,4.5082073509961937e-13,1.1816009118274954e-11,1.1816009118274954e-11,0.0
e,222900,0.03780406863867871,-0.8739149244173996,1.536348302583776e-11,2.959960101614319e-13,1.5105492915289506e-11,1.510549291528951e-11,3.7223127564886245e-24
e,222922,0.06923489481253653,-0.14368388823151568,6.023154650968538e-12,2.1598302019186222e-13,5.9959322980965625e-12,5.995932298096562e-12,6.203854594147708e-25
e,222945,0.21470519301388857,0.2535847911956358,3.415153795556305e-12,4.1071718350253113e-13,3.541659459839192e-12,3.541659459839192e-12,-2.6469779601696886e-23
e,222967,0.10357388900490655,0.38467611202460233,5.581101354258813e-12,3.0481354841070924e-13,5.705297715231562e-12,5.705297715231562e-12,0.0
e,222990,0.17725671347091623,-0.5167972065261178,5.204594725198821e-12,5.061323570657897e-13,4.961982220269845e-12,4.9619822202698455e-12,3.970466940254533e-23
e,223012,0.035320279093186184,-0.3219659014973097,7.401723857248666e-12,1.3306543027178592e-13,7.35995959886268e-12,7.359959598862679e-12,3.308722450212111e-24
e,223035,0.04557367130052519,0.2882662851111188,8.782459420755749e-12,2.0479099824553596e-13,8.843668143152615e-12,8.843668143152613e-12,0.0
e,223058,0.05719549274721381,-0.8727542798949459,8.875603365411072e-12,2.6129469332524243e-13,8.64849797523714e-12,8.64849797523714e-12,1.3234889800848443e-23
e,223080,0.11911646913945449,-0.7672383930721256,6.002478853481178e-12,3.8013735320644414e-13,5.716024771176099e-12,5.7160247711761e-12,-4.1359030627651384e-24
e,223103,0.35271368035630496,0.5900575894779868,4.941597204435095e-12,1.0580849947152668e-12,5.6311022225083694e-12,5.63110222250837e-12,1.6543612251060553e-23
e,223125,0.11666166531927762,-0.8376913280732564,7.321048419434183e-12,4.5349562782570767e-13,6.945576399685675e-12,6.945576399685675e-12,-8.271806125530277e-25
e,223148,0.1388722752345894,-0.37728195144623466,5.2217770591249136e-12,3.8963476354631385e-13,5.087587429178828e-12,5.087587429178829e-12,0.0
e,223170,0.3071727245265853,-0.18480001016055703,4.303467015826532e-12,7.808875171816011e-13,4.2293692263586835e-12,4.2293692263586835e-12,1.6543612251060553e-23
e,223193,0.29927680679464114,-0.912349740245984,5.318666256481466e-12,9.359274101779006e-13,4.481185748799134e-12,4.481185748799133e-12,0.0
e,223215,0.21287259755090238,-0.01992985897093691,1.2303610354897697e-11,1.4655370914865998e-12,1.2361549268591934e-11,1.236154926859193e-11,6.617444900424222e-24
e,223238,0.20826127349053772,0.2867893003897599,6.098875159789993e-12,7.08897725346432e-13,6.338664613227348e-12,6.338664613227348e-12,0.0
e,223260,0.21896091924325267,-0.8470732247334157,3.991034657395022e-12,4.906577439859378e-13,3.5849087526188397e-12,3.5849087526188393e-12,6.617444900424221e-23
e,223283,0.2486695054423864,0.003707267941171615,3.006667329086522e-12,4.2691341244679634e-13,3.0383911348767908e-12,3.0383911348767908e-12,3.226004388956808e-23
e,223306,0.14451785241557977,0.34744041204717846,5.498484237572066e-12,4.282601881076183e-13,5.661539409253879e-12,5.66153940925388e-12,1.3234889800848443e-23
e,223328,0.06571454359910509,-0.12262515211129228,5.3897277601549505e-12,1.8310818535596863e-13,5.370349672878948e-12,5.370349672878947e-12,6.617444900424222e-24
e,223351,0.1657981143306348,-0.6607274113990043,7.267846899010062e-12,6.569589315735951e-13,6.851545352984078e-12,6.851545352984076e-12,-1.3234889800848443e-23
e,223373,0.13261559315237495,-0.07276460986701536,5.0918435720185316e-12,3.616062408287234e-13,5.078353617424908e-12,5.0783536174249075e-12,3.308722450212111e-24
e,223396,0.08284943896523175,-0.36423684982353405,6.595964781899757e-12,2.8504385243476536e-13,6.4975664239996116e-12,6.497566423999613e-12,1.3234889800848443e-23
e,223418,0.0902046232725409,-0.20841111145084273,1.0743793791466786e-11,5.074574393083937e-13,1.06496054287666e-11,1.06496054287666e-11,0.0
e,223441,0.22499837511518603,-0.44304692316301375,3.1688436817102735e-12,4.016811417990129e-13,3.0124807714175843e-12,3.0124807714175835e-12,0.0
e,223463,0.0323039726032953,-0.08749690057265837,7.342746534120531e-12,1.2054701517337039e-13,7.333182334632953e-12,7.333182334632954e-12,3.308722450212111e-24
e,223486,0.11176659738904678,-0.8401463133131528,1.2716538505628369e-11,7.527058028819938e-13,1.2091049247951888e-11,1.209104924795189e-11,1.3234889800848443e-23
e,223508,0.07903285878748666,0.07077386236978059,8.078217452672814e-12,3.3235582509168525e-13,8.108519653564436e-12,8.108519653564436e-12,-1.6543612251060553e-24
e,223531,0.35095753426236614,-0.6024204195848731,2.8722701639611874e-12,6.112910221679898e-13,2.551109864322565e-12,2.5511098643225648e-12,0.0
e,223554,0.09263289464619068,-0.4217244416580143,3.1722059412490882e-12,1.540608611351923e-13,3.1103731343544615e-12,3.1103731343544615e-12,6.617444900424222e-24
e,223576,0.11449699621638286,-0.9130992097307893,2.665338941420219e-12,1.6185246169259927e-13,2.5184163889371734e-12,2.5184163889371734e-12,4.963083675318166e-24
e,223599,0.1230482317776767,0.4796016675494323,8.218241735093037e-12,5.387672346969565e-13,8.48980862798041e-12,8.48980862798041e-12,-6.617444900424222e-24
e,223621,0.2908209052420237,0.3584964396410701,2.570197328252374e-12,4.373252141600932e-13,2.7573676430393113e-12,2.7573676430393113e-12,-9.926167350636332e-24
e,223644,0.22048820013021905,-0.785685432793765,5.488189929715259e-12,6.800073591331402e-13,4.971746941571416e-12,4.971746941571417e-12,2.481541837659083e-24
e,223666,0.323929804214737,-0.7533944650493255,3.2552145548759914e-12,6.29126999626595e-13,2.811832887371264e-12,2.811832887371264e-12,-6.617444900424222e-24
e,223689,0.1348390531875024,-0.9934597396061308,5.441526017440827e-12,3.933870786544207e-13,5.050911526495955e-12,5.050911526495956e-12,1.3234889800848443e-23
e,223711,0.12124045744581849,-0.9969024036923364,7.711911093409104e-12,4.976664695873062e-13,7.2158923489138206e-12,7.21589234891382e-12,6.617444900424222e-24
e,223734,0.14119449457625616,-0.2071170342830967,7.650382475903857e-12,5.811215233914674e-13,7.551453610772572e-12,7.551453610772572e-12,-6.617444900424222e-24
e,223756,0.13724224457671644,-0.6650834786764563,5.345812300908664e-12,3.938629578250288e-13,5.092361677343064e-12,5.092361677343064e-12,2.6469779601696886e-23
e,223779,0.5208439382340176,-0.9112261212072025,5.470250231763227e-12,1.9261974767121437e-12,3.798827711438398e-12,3.798827711438398e-12,0.0
e,223802,0.2528475227239677,-0.8753101315409435,4.308347363206323e-12,6.235030840121403e-13,3.7746494057213085e-12,3.774649405721308e-12,-1.3234889800848443e-23
e,223824,0.3608245324484668,-0.13316716161231468,6.221738588646261e-12,1.3695641264191217e-12,6.1900148268716995e-12,6.1900148268717e-12,0.0
e,223847,0.20271355206342087,0.45388888251338144,9.069947931089525e-12,1.0229873842604703e-12,9.577746200625263e-12,9.577746200625265e-12,-2.6469779601696886e-23
e,223869,0.7755688099310855,0.6506228008067307,4.5827450434533146e-12,2.9027634614311203e-12,6.836488129299939e-12,6.836488129299938e-12,2.6469779601696886e-23
e,223892,0.7368355587448242,0.16066311838736297,4.429785116084762e-12,2.5840049676243584e-12,5.475232094645053e-12,5.475232094645052e-12,-5.293955920339377e-23
e,223914,0.2390970520702301,-0.04226525818950263,1.9753495189769147e-11,2.682148084032648e-12,1.9822106641459876e-11,1.9822106641459882e-11,3.308722450212111e-24
e,223937,0.613909236686973,0.9069771310876013,2.1210189948144488e-12,9.394140604420484e-13,2.9992585000445775e-12,2.999258500044578e-12,3.639594695233322e-23
e,223959,0.13765960483059295,0.46554104520763273,7.462773491575153e-12,5.516297946686648e-13,7.735002151258629e-12,7.735002151258629e-12,-2.6469779601696886e-23
e,223982,0.47702069490469184,0.6909301188011947,7.845889766716657e-12,2.4574541335810042e-12,9.707759565491747e-12,9.707759565491747e-12,6.617444900424221e-23
e,224004,0.32929628254290655,-0.6583130470727,1.0197631782268578e-11,2.00995676346107e-12,9.002499640913917e-12,9.002499640913917e-12,5.293955920339377e-23
e,224027,0.500275975113211,-0.5043111010449314,3.5631779858378967e-12,1.188600243635854e-12,3.136446552290275e-12,3.1364465522902754e-12,0.0
e,224050,0.0405738638985485,0.7175573980696058,7.856579746369219e-12,1.6268630466036235e-13,7.974121612847666e-12,7.974121612847666e-12,3.308722450212111e-24
e,224072,0.07635000088334133,-0.5572980810362771,6.6447853878493475e-12,2.637326803030059e-13,6.501496520763959e-12,6.501496520763959e-12,3.308722450212111e-24
e,224095,0.5290724141822272,-0.059853998066713245,3.063026416955393e-12,1.1017284581154711e-12,3.1924860257922027e-12,3.1924860257922027e-12,0.0
e,224117,0.23703117261831716,-0.7797905981883335,6.8273901242858585e-12,9.179426555633772e-13,6.138545531733729e-12,6.138545531733728e-12,1.0587911840678754e-22
e,224140,0.26419082454642845,-0.8119713258539655,4.801455121543284e-12,7.307833173837956e-13,4.229643923990665e-12,4.229643923990665e-12,-1.3234889800848443e-23
e,224162,0.3899110006546805,-0.3579853667738119,2.6931731965469884e-12,6.521986402173931e-13,2.533960115894844e-12,2.5339601158948436e-12,5.293955920339377e-23
e,224185,0.09957495060010187,0.2772783191895194,4.94681521394306e-12,2.5919405804072905e-13,5.0248588621796806e-12,5.024858862179681e-12,0.0
e,224207,0.3811167219504547,0.06696014954385164,3.2399697749252535e-12,7.62752124616284e-13,3.377891554626693e-12,3.377891554626693e-12,1.3234889800848443e-23
e,224230,0.1717085136343916,-0.022604711518920198,1.469857732003667e-11,1.3804532171075102e-12,1.4732158550339972e-11,1.4732158550339972e-11,-5.293955920339377e-23
e,224253,0.18452952317545798,-0.6900278908834779,6.924783780380835e-12,7.038544913833473e-13,6.4592255138565556e-12,6.459225513856557e-12,-2.6469779601696886e-23
e,224275,0.2977878523688553,-0.6767384366375806,7.485281555131139e-12,1.309487728530603e-12,6.669150943009324e-12,6.669150943009324e-12,0.0
e,224298,0.16111864748021382,-0.017860171273998148,4.3493021860577675e-12,3.810760736358191e-13,4.359179400758376e-12,4.359179400758374e-12,-1.6543612251060553e-24
e,224320,0.07917657608326953,0.22039649647811188,5.241052067698768e-12,2.1603680620906353e-13,5.292862270854747e-12,5.292862270854747e-12,0.0
e,224343,0.34357104778628095,0.4787245423300164,1.8361325427904804e-12,3.8084457577122807e-13,2.0459597682262517e-12,2.0459597682262517e-12,0.0
e,224365,0.32093935889061703,-0.79098663216826,3.087962794029911e-12,5.902400277450586e-13,2.6458516495054597e-12,2.645851649505459e-12,2.6469779601696886e-23
e,224388,0.03318926868862633,0.1180516347990076,8.80695259098168e-12,1.4861435887895313e-13,8.825730648477176e-12,8.825730648477174e-12,6.617444900424222e-24
e,224410,0.13538117953137874,0.06709895818478041,5.3693140830705304e-12,3.898405753825032e-13,5.409474033640824e-12,5.409474033640824e-12,-1.3234889800848443e-23
e,224433,0.09836732187866594,0.3829989596600752,3.881537572044804e-12,2.007834952177367e-13,3.962780261743182e-12,3.962780261743182e-12,-1.6543612251060553e-24
e,224455,0.10315991942245364,0.13439116777274024,6.712941854320169e-12,3.65084304085578e-13,6.771676592209751e-12,6.771676592209751e-12,-6.617444900424222e-24
e,224478,0.18986057364067974,-0.2537776210869724,6.020885017536766e-12,6.315141621732671e-13,5.892368144528788e-12,5.892368144528788e-12,0.0
e,224501,0.16121260465260873,-0.31685189284731585,4.360959082753135e-12,3.8233978234403925e-13,4.255294387468303e-12,4.255294387468302e-12,1.3234889800848443e-23
