z,y,x,component,target_N_per_m3,flat_N_per_m3,first_moment_N_per_m3,marginal_N_per_m3,joint_N_per_m3,pyramid_N_per_m3,reassembled_N_per_m3,absolute_charge_density_C_per_m3,mean_abs_E_V_per_m,charge_sign_mean,field_sign_mean,joint_sign_mean,phase_coupling_covariance,amplitude_relation_covariance_V_per_m,phase_correction_N_per_m3,amplitude_correction_N_per_m3,mutual_information_bits,p_AA,p_AB,p_BA,p_BB,mean_abs_E_AA_V_per_m,mean_abs_E_AB_V_per_m,mean_abs_E_BA_V_per_m,mean_abs_E_BB_V_per_m
1,1,26,y,-778261171253.236,-47008314994.67676,140763401544.85736,17505733626.628967,-271863490625.90857,-778261171253.2379,-778261171253.2358,3211941.4308626503,11680740.660039285,-0.0023627879620885515,-0.19747747572575222,-0.007246242930842837,-0.007712840333271278,-157660.93234499643,-289369224252.53754,-506397680627.32733,4.465380205354551e-05,0.19822837334532908,0.3005902326736266,0.20303288879179476,0.2981485051892494,9405414.463045837,13514645.956980988,9353908.014609799,12929124.39569234
1,1,26,z,-1452894617526.7559,-114767329698.45006,265548467765.27942,-2978925161.34278,-945409407070.6604,-1452894617526.7566,-1452894617526.7559,3211941.4308626503,12400269.861212356,-0.0023627879620885515,0.0316545460021197,-0.023736745057772415,-0.02366195207753323,-157999.52190280042,-942430481909.3177,-507485210456.09546,0.0004043181206799997,0.25138875324556464,0.24742985277339097,0.26443851975549515,0.23674287422554907,10786430.255306687,14516604.95614873,10718802.575663364,13780253.806174882
1,1,27,x,-1990727754656.2878,-2563001479681.1914,-2398211830573.61,-2196630207274.5474,-2137104689210.9785,-1990727754656.3047,-1990727754656.2876,3155833.837511938,45385100.750234,0.015362886764170294,-0.9982899287319412,-0.014921014929433596,0.00041560020348684924,46382.966306646354,59525518063.56901,146376934554.6907,3.6931148357741324e-05,0.0005379857756988888,0.5071434576063862,0.00031704985833049367,0.4920015067595843,3030693.8642746997,45366280.85204738,2341098.1854169266,45478550.772163704
1,1,27,y,-358067785500.25024,46207103317.48073,-188772856456.80933,88912853756.38968,178302366162.27667,-358067785500.25195,-358067785500.2502,3155833.837511938,10296445.740146259,0.015362886764170294,0.17811080088246747,0.005487261316839414,0.002750965251406384,-169961.46796036686,89389512405.88698,-536370151662.52686,5.639154497313155e-06,0.2997402372408693,0.2079412061412159,0.2893151632003644,0.2030033934175504,10905135.169878937,9370591.48076896,11255621.133224076,8979081.318044214
1,1,27,z,-2555809912465.3794,-2342934593176.0186,-1925343382611.5002,-1215534239894.4885,-882966557156.2135,-2555809912465.388,-2555809912465.38,3155833.837511938,28006267.130619824,0.015362886764170294,-0.8952101795453982,-0.009990216485655594,0.003762796132832917,-530079.6687787711,332567682738.2751,-1672843355309.1663,5.146731798604345e-05,0.02754062268327918,0.480140820698806,0.024854287544021737,0.4674642690738931,6923605.514863605,29652281.74611911,6871926.705520218,28681377.11272526
1,1,28,x,-1570780467721.3005,-192948083199.5824,-216080503507.4466,-468261738953.67944,-411302665817.6922,-1570780467721.3225,-1570780467721.3003,3194285.190925334,46739036.9874614,0.0031411397846473964,-0.9984997538699972,-0.0027549141923775334,0.0003815131094641478,-362985.06006839225,56959073135.98719,-1159477801903.6082,3.5425465268549484e-05,0.00047161793056818964,0.5010989519617556,0.00027850513443321696,0.4981509249732431,3030693.8642746997,47125901.86353006,2341098.1854169266,46416084.87869935
1,1,28,y,-911383135745.8943,75945388122.86487,-126159307981.9678,-32926054045.21988,-885189879734.0892,-911383135745.8928,-911383135745.8944,3194285.190925334,12784495.470771251,0.0031411397846473964,-0.25668183865161615,-0.0216760007998551,-0.020869727264470065,-8200.036767605401,-852263825688.8694,-26193256011.80518,0.00033636836114781226,0.18119582508329413,0.32037474480902967,0.1904632555908979,0.30796617451677843,11904449.953897286,13058112.98968916,12345775.024900654,13288968.26035861
1,1,28,z,-1179064436586.439,25484953862.64013,211158314380.23996,-58923606205.20615,-1916007514321.0002,-1179064436586.442,-1179064436586.439,3194285.190925334,18638797.72874836,0.0031411397846473964,-0.315072480122086,-0.03218145121565716,-0.031191764513298147,230706.72582027048,-1857083908115.7942,736943077734.5614,0.0007793405329023315,0.16397180211172607,0.33759876778059766,0.17849195782723093,0.3199374722804454,13966903.915390506,22607931.74801488,10485331.686433846,21393749.20248018
1,1,29,x,2890468131259.054,2646803624515.856,2992203235842.6494,3073298657355.7383,3073298657355.7383,2890468131259.049,2890468131259.054,3242484.584385638,80683969.46455349,-0.011747341386635517,-1.0,0.011747341386635517,0.0,-56385.935334007256,0.0,-182830526096.684,0.0,0.0,0.4941263293066822,0.0,0.5058736706933177,nan,80741025.65847574,nan,80628238.2231383
1,1,29,y,1881116210945.8982,849174716051.683,944838134967.9025,462395810255.0274,905815578416.1959,1881116210945.901,1881116210945.8982,3242484.584385638,19997214.539948475,-0.011747341386635517,-0.6070533701135991,0.013969869833872437,0.006838606655240387,300788.0553160733,443419768161.1685,975300632529.7023,5.3425551501157416e-05,0.09879228958340946,0.3953340397232727,0.097681025359791,0.4081926453335268,8849633.795386527,22458793.570981763,8495082.923739877,23063631.995134387
1,1,29,z,438319553198.01135,842708618139.8213,919048724222.6316,103954854827.55663,5627071922727.717,438319553198.0038,438319553198.0117,3242484.584385638,32700217.999727804,-0.011747341386635517,-0.08345966140343046,0.05307058784535234,0.05209015871083324,-1600239.6416983525,5523117067900.16,-5188752369529.705,0.0019720834850169185,0.2394658962638216,0.2546604330428606,0.2188042730344632,0.28706939765885453,19961884.066124693,48754935.90716931,17671345.17089184,40539008.026880436
1,1,30,x,82003340928.99438,-3541715833071.0205,-3344354549334.091,-2303323995672.395,-2303323995672.395,82003340929.00302,82003340928.99463,3176613.5401061033,82832078.18060172,0.008753708728388423,-1.0,-0.008753708728388423,0.0,750902.590600214,0.0,2385327336601.3896,0.0,0.0,0.5043768543641942,0.0,0.4956231456358058,nan,82087691.73215258,nan,83589612.00162305
1,1,30,y,-514006989741.7085,-837537571953.2509,-939483647830.3699,-408375458144.5246,-1598440503048.756,-514006989741.70245,-514006989741.7084,3176613.5401061033,20696952.079940785,0.008753708728388423,-0.7095724842044916,-0.02431228056031562,-0.018100889711910505,341380.37240464136,-1190065044904.2314,1084433513307.0477,0.0004761709571661152,0.06871723599089531,0.4356596183732988,0.07649652190685885,0.4191266237289469,5883666.537378563,22936472.589835618,5711187.913067067,23532892.7177748
1,1,30,z,-1520161399159.9353,-523702754641.3936,-176618385264.66302,-271387298646.10715,2627930373424.5645,-1520161399159.9287,-1520161399159.935,3176613.5401061033,18326429.704188228,0.008753708728388423,-0.5325436104232792,0.04514104476898403,0.04980277641979377,-1305821.9768357305,2899317672070.672,-4148091772584.5,0.0025024754653726576,0.13033778576852326,0.37403906859567093,0.10339040901983701,0.3922327366159687,9194106.249725908,22521484.981786855,9464838.101946965,19696472.995819055
1,2,23,x,1134705850789.3953,1474162370696.0583,1112655054878.787,1519755319944.7427,1519755319944.7427,1134705850789.3945,1134705850789.395,1118564.815499423,91346701.0551584,-0.014873721666820387,-1.0,0.014873721666820387,0.0,-344235.27704420825,0.0,-385049469155.3476,0.0,0.0,0.4925631391665897,0.0,0.5074368608334101,nan,91696133.69604446,nan,91007510.79956795
1,2,23,y,2458956072905.373,1666870063935.6248,1968690792816.0552,811228493901.7589,727192566767.5225,2458956072905.3765,2458956072905.373,1118564.815499423,50357312.84398319,-0.014873721666820387,-0.9682775097047593,0.012909984747601777,-0.0014919054279887902,1548201.3041547735,-84035927134.2365,1731763506137.8503,2.574108895607788e-05,0.0074396883440054256,0.48512345082258423,0.008421556803614784,0.4990153040297953,9715197.999299409,49508070.90998839,7358912.082837497,52514491.81518934
1,2,23,z,322915453392.97095,-285020956496.853,139012000219.15527,-242641953794.80316,71082956016.69466,322915453392.9692,322915453392.9708,1118564.815499423,18796398.92874465,-0.014873721666820387,0.7759083683499444,0.0033808793405838726,0.014921524450377692,225138.94044113724,313724909811.49774,251832497376.27628,0.00040416449896468754,0.44110388150592683,0.05145925766066282,0.4468503026690452,0.060586558164364965,19628402.876589634,17077811.49080048,18742393.73663697,14596941.024041422
1,2,24,x,308405349185.7804,1590474908249.2178,30813532792.29785,1140184816689.6663,1237297695143.349,308405349185.7722,308405349185.7803,3175024.46423334,73366886.36712588,-0.004920399635637613,-0.99478152598366,0.005311620514890726,0.00041689785690169744,-292562.2641404952,97112878453.68298,-928892345957.5688,1.2053784461928238e-05,0.001402423723898276,0.49613737645828293,0.0012068132842717315,0.5012533865335471,6992549.546881673,73833863.74927062,2598854.3231887487,73260760.02686632
1,2,24,y,-126960703022.46272,200695564305.6728,249048701298.89767,256949511327.7446,-3042443372460.911,-126960703022.46602,-126960703022.4624,3175024.46423334,25092607.199357506,-0.004920399635637613,-0.6554726183611963,-0.03818823966594783,-0.04141342689850269,918255.1826864231,-3299392883788.6553,2915482669438.448,0.0021742323453389084,0.07535468558430451,0.4221851145978766,0.09690900523509728,0.4055511945827216,10327332.263785945,27883754.857968446,8195224.118384389,28968222.072829213
1,2,24,z,188807617643.08212,-378470359375.9709,-574219271414.5879,-169654583712.45697,-4685345421187.878,188807617643.08853,188807617643.08105,3175024.46423334,23792977.80987674,-0.004920399635637613,0.4564249163856911,-0.06202199600542064,-0.05977620301314056,1535154.482662514,-4515690837475.421,4874153038830.959,0.003260156480312658,0.34737063018615816,0.15016916999602292,0.3808418280066874,0.12161837181113144,28928205.152200826,15040569.086176796,25228651.81405443,15436921.881918384
1,2,25,x,-7628736495202.524,-4277072154370.4478,-4696033620221.052,-4319456262369.1377,-4463233841343.124,-7628736495202.51,-7628736495202.525,3133005.352956454,61010192.42343868,0.02276113475623203,-0.9928225646705118,-0.023349958320928905,-0.0007521901374354968,-1010372.564755525,-143777578973.98633,-3165502653859.401,2.85556170314029e-05,0.001647152941197801,0.5097334144369182,0.0019415647235462698,0.4866778678983377,5607706.98861461,62225185.09987723,2224573.940094839,60159671.07688222
1,2,25,y,-1132914517012.2424,556705667862.9634,-47933748040.989136,-287148738460.76666,-2163389056545.817,-1132914517012.2444,-1132914517012.2424,3133005.352956454,15889376.845237793,0.02276113475623203,-0.2534224005510951,-0.043457688874786564,-0.03768950746559528,328909.2814862795,-1876240318085.0505,1030474539533.5747,0.001095579169644553,0.18147026133258756,0.32991030604552835,0.19181853839186488,0.2968008942300191,14962389.376613522,16665129.973411907,13697807.68722431,17010247.11683677
1,2,25,z,-1090181208685.8864,-811892475572.3428,-1594979613701.2583,-122489570591.7767,-1692713528178.0073,-1090181208685.8822,-1090181208685.8865,3133005.352956454,21249003.431170333,0.02276113475623203,-0.08083612719641058,-0.02542633481815718,-0.023586412833867764,192317.6795480232,-1570223957586.2305,602532319492.1206,0.00040416339771869557,0.22912466818541607,0.2822558991926999,0.23045726821637863,0.25816216440550527,22728433.393836893,22233134.77529364,19626421.856168047,20308450.968400747
1,2,26,x,2446653824388.991,2483131775935.6216,2151601696505.9285,3824259264891.4,3824259264891.4,2446653824389.006,2446653824388.991,3274634.582159009,54392748.76145168,-0.021470565190853618,-1.0,0.021470565190853618,0.0,-420689.8223111464,0.0,-1377605440502.4087,0.0,0.0,0.48926471740457317,0.0,0.5107352825954268,nan,54822669.21897291,nan,53980901.53193063
1,2,26,y,-2836011492403.5703,-788255009770.1951,-820560812875.012,-376131739578.5361,-3959320107172.881,-2836011492403.5713,-2836011492403.5703,3274634.582159009,14464575.220296513,-0.021470565190853618,0.36985200500385096,-0.08358956924784222,-0.07564863766343913,343033.27183111187,-3583188367594.345,1123308614769.3108,0.004788652358362129,0.31619796764128877,0.17306674976328432,0.36872803486063666,0.14200724773479007,14388834.305366592,15018666.114799535,13739348.709647026,15841024.397374697
1,2,26,z,1390828662959.3218,1131075216447.4546,1685627185706.4731,670621918073.4569,240307251054.53247,1390828662959.3171,1390828662959.3218,3274634.582159009,21831833.357588258,-0.021470565190853618,-0.4368991651913372,0.0033613506822579103,-0.006019121325812218,351343.4500976398,-430314667018.92444,1150521411904.7893,3.231805870890399e-05,0.13624790507501675,0.35301681232955634,0.14530251232931457,0.36543277026611215,14409618.233836554,25479095.211224575,11761694.480467841,25079853.467584845
1,2,27,x,-822954777842.1768,-432210110630.8427,-462219876861.82965,-635152538505.9186,-635152538505.9186,-822954777842.1732,-822954777842.1768,3185800.3988758167,34276175.98395598,0.005816572047647989,-1.0,-0.005816572047647989,0.0,-58949.78210264791,0.0,-187802239336.25818,0.0,0.0,0.502908286023824,0.0,0.49709171397617596,nan,34334784.863289356,nan,34216881.310110874
1,2,27,y,90896084989.32243,347786578207.44006,243710457748.63556,184376799608.62924,518283342259.3971,90896084989.32307,90896084989.32239,3185800.3988758167,12414343.170585949,0.005816572047647989,0.8014876810970659,0.013104635387125311,0.008442724544721912,-134153.80870091176,333906542650.7678,-427387257270.0747,0.0001438004033863017,0.45510222213295976,0.047806063890864184,0.44564161841557315,0.05145009556060278,12909960.221103156,7326532.673765602,13110654.029363709,6726631.181341369
1,2,27,z,-2472928033519.328,-1010634002396.0513,-1252119405647.4915,-647436196511.6284,-1660601090828.2817,-2472928033519.3315,-2472928033519.328,3185800.3988758167,37474189.29590485,0.005816572047647989,-0.9323501726872586,-0.013909595811054701,-0.008486513857982218,-254983.62765529653,-1013164894316.6533,-812326942691.0464,0.00039825972547837983,0.014889200887333653,0.4880190851364903,0.018935712769036953,0.478156001207139,10836995.21359331,38921037.50161186,6918290.454908755,38037007.11950088
1,2,28,x,2003127867889.1228,2241518512922.624,2953081378805.7812,2550646172286.7085,2550646172286.7085,2003127867889.115,2003127867889.123,3254108.2350637256,51269465.156317145,-0.015288308450292805,-1.0,0.015288308450292805,0.0,-168254.48474576115,0.0,-547518304397.5853,0.0,0.0,0.4923558457748536,0.0,0.5076441542251464,nan,51440331.90461478,nan,51103744.26369445
1,2,28,y,-261829304745.5853,-392697117899.31683,-348070441206.042,29396601939.059116,464236284533.6739,-261829304745.58517,-261829304745.58527,3254108.2350637256,10740212.082153033,-0.015288308450292805,-0.05501648553963826,0.01328294060041042,0.012441831599629355,-223122.7534031426,434839682594.61475,-726065589279.2592,0.00011203056646960641,0.23574453665261982,0.2566113091222338,0.23674722057756106,0.27089693364758544,10753491.678589849,10240844.505989386,11752704.40864939,10316833.465547105
1,2,28,z,-2896029009055.5635,1084258599060.8037,206427808847.51,420693745977.76154,-2083118992366.4888,-2896029009055.574,-2896029009055.563,3254108.2350637256,31093766.659096535,-0.015288308450292805,-0.2719576567531182,-0.02058774353243511,-0.024745516074295634,-249810.38059207494,-2503812738344.25,-812910016689.0746,0.00047724067009176883,0.17304157281603844,0.31931427295881515,0.19097959880740245,0.316664555417744,19267033.15593498,40904041.31306006,15345196.931532325,37162053.5686693
1,2,29,x,-543347096072.7849,-2078958671728.9048,-1956899739052.1206,-1482795636823.2761,-1482795636823.2761,-543347096072.774,-543347096072.7848,3185923.1776514202,80325866.46565047,0.005794161299883438,-1.0,-0.005794161299883438,0.0,294874.82540085237,0.0,939448540750.4913,0.0,0.0,0.5028970806499418,0.0,0.4971029193500583,nan,80032690.34995323,nan,80622459.80067493
1,2,29,y,492619437237.2946,-724283971421.7473,-401050897002.19415,-207735349341.65552,-1705291620345.098,492619437237.30054,492619437237.29443,3185923.1776514202,20946470.204446074,0.005794161299883438,-0.5372466001716569,-0.025553624589356214,-0.022440731130147648,689882.0012360233,-1497556271003.4424,2197911057582.3923,0.0005107608002405308,0.11074848413471754,0.39214859651522405,0.12062821577945397,0.37647470357060436,12993746.785255771,22849828.00673758,11899332.39841043,24202181.81643793
1,2,29,z,-1024515504630.9369,83152616656.85774,491462368883.0758,104283417364.37964,394801297292.49805,-1024515504630.9336,-1024515504630.9368,3185923.1776514202,20989728.094908692,0.005794161299883438,0.2691426730356029,0.005903865554253253,0.004344409494003181,-445496.24167953676,290517879928.1184,-1419316801923.4348,1.4678283904763154e-05,0.32021017497243487,0.18268690567750678,0.31436116154536653,0.18274175780469173,18054364.449287098,29561751.64553705,16716781.874656895,24914311.03833727
1,2,30,x,-124869061465.80385,-2564526062182.3535,-2120094568057.2236,-2232877398100.8237,-2232877398100.8237,-124869061465.81651,-124869061465.80371,3166622.63721873,59156545.732472755,0.011919711906022501,-1.0,-0.011919711906022501,0.0,665696.0990105536,0.0,2108008336635.02,0.0,0.0,0.5059598559530113,0.0,0.49404014404698876,nan,58498691.071497075,nan,59830272.45997857
1,2,30,y,-875614588837.1823,-168724694585.9112,-466083271087.1575,-246324307690.73798,3201229931646.8525,-875614588837.1803,-875614588837.1821,3166622.63721873,20580572.780422192,0.011919711906022501,-0.317093794091147,0.04912053624711527,0.05290020291986936,-1287442.4860629304,3447554239337.5903,-4076844520484.0347,0.002246979477879836,0.18598661351549767,0.3199732424375135,0.1554664894389288,0.33857365460805994,16345829.337911764,23252146.635495283,19222653.742374532,21005544.856629882
1,2,30,z,314049410415.22217,477220767230.3214,822526533463.4158,27844257238.943542,906603725879.458,314049410415.22595,314049410415.22205,3166622.63721873,11606215.378872735,0.011919711906022501,0.06355986130079364,0.024667808136739508,0.0239101929012473,-187125.01720277005,878759468640.5145,-592554315464.236,0.0004141542985674068,0.27503684533588885,0.23092301061712234,0.25674308531450785,0.23729705873248086,13538695.695334459,10967587.054218438,12545039.042616814,8972108.56839014
1,3,23,x,-2153212788735.2114,-3154134401707.3447,-2452554031915.298,-1929697321609.578,-1929697321609.578,-2153212788735.2107,-2153212788735.2114,1066798.3856044903,54988658.70254845,0.03289528988193926,-1.0,-0.03289528988193926,0.0,-209519.87755303993,0.0,-223515467125.63348,0.0,0.0,0.5164476449409696,0.0,0.4835523550590303,nan,55191505.86392625,nan,54772012.17465857
1,3,23,y,554455856122.3822,-1647282679969.0781,-1124471271839.7705,-460906799308.8836,1014177922128.778,554455856122.3835,554455856122.3821,1066798.3856044903,32765115.56171145,0.03289528988193926,-0.4008531891852154,0.029014834534798972,0.04220101639314647,-430936.22207339486,1475084721437.6614,-459722066006.39575,0.001534592523693987,0.16526423380788072,0.35118341113308893,0.1343091715995116,0.3492431834595188,17012696.311275747,39515830.30109119,16718028.88060398,39602309.52883106
1,3,23,z,738844961833.7998,-942693091073.3165,-311395323202.9818,61164747584.13903,1412845104084.2207,738844961833.7998,738844961833.7997,1066798.3856044903,37122450.88597866,0.03289528988193926,0.04695139267018979,0.03567595109077403,0.03413147141852738,-631797.1149426757,1351680356500.0818,-674000142250.421,0.0008432149279721558,0.2788806584107258,0.23756698653024388,0.24459503792436912,0.23895731713466123,39237541.00622975,39715278.032531634,35895641.14823634,33331998.70955688
1,3,24,x,-1700356342469.4104,-127431895144.62439,-1686686036269.3838,244386295823.5853,-1573706889361.3386,-1700356342469.4187,-1700356342469.4106,3169643.5044198176,30761069.73212503,-0.003255755338748991,-0.7698626214015735,-0.016140314497663576,-0.01864679883739504,-39957.00239836733,-1818093185184.9238,-126649453108.07208,0.0006164814354638146,0.05268532719050343,0.44568679514012205,0.062383362108709775,0.4392445155606647,6925915.434255317,34038514.90637072,7666201.388107289,33574501.33534682
1,3,24,y,-478336056299.8465,250899037030.23325,-253740401436.20847,102346410191.99792,-175622709236.68668,-478336056299.8505,-478336056299.8465,3169643.5044198176,20941931.90314138,-0.003255755338748991,-0.473580368191041,-0.002645778666739797,-0.004187640478804492,-95503.90971131294,-277969119428.68463,-302713347063.1598,1.630761200348686e-05,0.13012952445086756,0.36824259787975794,0.13308029145361197,0.3685475862157625,12934794.290633155,24495283.765193775,11468376.11034503,23639583.691018347
1,3,24,z,-1877189039705.5774,-296949096542.5929,-1854866198952.4854,-86347879208.98253,-4545746572506.823,-1877189039705.5845,-1877189039705.5776,3169643.5044198176,32424637.349923864,-0.003255755338748991,0.25805624136566135,-0.04423027844472236,-0.04339011045919861,841910.9370123652,-4459398693297.841,2668557532801.2456,0.0014555422132698538,0.30264255189554745,0.195729570435078,0.3263855687872832,0.1752423088820913,40769232.50551226,22382196.146966804,37157221.69796173,20415698.88442882
1,3,25,x,507067125835.1855,213963375708.48343,-471355528613.84045,2366486691302.592,1522683744805.7927,507067125835.2025,507067125835.1859,3281440.476647234,38480567.530230254,-0.023496508624364594,-0.7976176070906321,0.01205878944361876,-0.006682439540331327,-309503.2886314303,-843802946496.799,-1015616618970.607,8.864518813319266e-05,0.04773616843215544,0.4405155772556622,0.053455028022528404,0.4582932262896539,6856762.084133649,42520214.169696,8085379.517370472,41436857.47999392
1,3,25,y,2053603709351.1912,-1003308900923.4962,-373016839401.6653,236624663523.3616,1645177407747.7346,2053603709351.182,2053603709351.191,3281440.476647234,14281304.778310174,-0.023496508624364594,-0.21489398341644897,0.035105916747595035,0.03005665841292638,124465.5524029985,1408552744224.3728,408426301603.45667,0.000683579267237765,0.19917885617669537,0.2890728895111223,0.19337415211508013,0.3183741021971021,13976633.276465978,13551417.719032474,15050579.179328132,14667381.712960985
1,3,25,z,2772135012062.631,-1112173645975.382,71208876106.17896,-296266326480.20374,-262649010733.3344,2772135012062.6294,2772135012062.6304,3281440.476647234,24770926.49877265,-0.023496508624364594,0.15512156454118903,-0.0032312382998806615,0.00041357687918631546,924832.872756148,33617315746.869354,3034784022795.965,1.2649573184362814e-07,0.2820984544042359,0.2061532912835817,0.29546232786635857,0.21628592644582376,29777645.98821201,23303693.970881097,24229599.88420931,20378724.893984973
1,3,26,x,1291282424472.699,1521898375634.105,1618219980514.239,1170387849657.2275,1170387849657.2275,1291282424472.6904,1291282424472.699,3227307.176087315,51055894.92926385,-0.00710302932683894,-1.0,0.00710302932683894,0.0,37459.8909305064,0.0,120894574815.47144,0.0,0.0,0.4964484853365806,0.0,0.5035515146634195,nan,51018167.05614413,nan,51093090.618125536
1,3,26,y,897830123557.9214,-104680670875.73497,359012609464.23395,-122006012314.63474,2089939887125.7961,897830123557.9231,897830123557.9214,3227307.176087315,13723014.47493793,-0.00710302932683894,0.38783571498774067,0.047189347210079134,0.049944155667632606,-369382.18103339983,2211945899440.431,-1192109763567.875,0.0021202534066580223,0.35698050821774524,0.13946797711883538,0.3369373492761251,0.16661416538729434,14414159.71746214,10197300.650601212,15730554.651027227,11133699.998329995
1,3,26,z,740449605623.8722,-129234509182.9294,-97323533089.7455,117835329193.84428,962589011201.1575,740449605623.8707,740449605623.8722,3227307.176087315,26246821.263543498,-0.00710302932683894,-0.1958460849385645,0.01136380786109612,0.009972707376230907,-68831.19376526162,844753682007.3132,-222139405577.28528,7.460680950182328e-05,0.20210367339892324,0.2943448119376574,0.1999732841317946,0.3035782305316249,26715141.342062324,29091849.74266666,22231265.989505358,25821676.13751868
1,3,27,x,184610205325.81046,-266736560374.33817,-343612531211.88135,-216452876910.23187,-216452876910.23187,184610205325.80908,184610205325.8105,3197732.1006853967,32672295.51768022,0.0020717704637222487,-1.0,-0.0020717704637222487,0.0,125421.10145814877,0.0,401063082236.04236,0.0,0.0,0.5010358852318612,0.0,0.4989641147681389,nan,32547133.722732026,nan,32797977.00232609
