run,field_g,channel,phase_turn,n_bins,observed_fractional_residual,predicted_fractional_residual
EMU00066578,63.0,W,0.71875,6,-0.0017348671257328599,-6.300087786418807e-05
EMU00066578,63.0,W,0.7395833333333334,6,0.0013851171511778482,-4.373454018844848e-05
EMU00066578,63.0,W,0.7604166666666666,6,-0.0020275313868432904,-2.420060228201298e-05
EMU00066578,63.0,W,0.78125,6,-0.0018724137292271713,-3.767716582686319e-06
EMU00066578,63.0,W,0.8020833333333334,6,0.0026049865685112247,1.625883783187813e-05
EMU00066578,63.0,W,0.8229166666666666,6,0.00013790132955880175,3.645752176753594e-05
EMU00066578,63.0,W,0.84375,6,-0.004876373616869619,5.56036026296623e-05
EMU00066578,63.0,W,0.8645833333333334,6,-0.0004397027232972502,7.418335865142597e-05
EMU00066578,63.0,W,0.8854166666666666,6,0.0007001252280825198,9.113641836521438e-05
EMU00066578,63.0,W,0.90625,6,-0.001016983571502707,0.00010682352085339299
EMU00066578,63.0,W,0.9270833333333334,6,-0.00039184398015184934,0.00012042141253505691
EMU00066578,63.0,W,0.9479166666666666,6,-0.0005975181107280832,0.00013214035015223722
EMU00066578,63.0,W,0.96875,5,0.004654041114642873,0.00014140776745572332
EMU00066578,63.0,W,0.9895833333333334,5,0.002529165879381774,0.00014840802001928058
EMU00066579,160.0,W,0.010416666666666666,6,0.0021578225766437395,0.0006262816050183453
EMU00066579,160.0,W,0.03125,5,0.001932023130492506,0.0005426399659702708
EMU00066579,160.0,W,0.052083333333333336,4,0.0013289070045012534,0.00046568025339883013
EMU00066579,160.0,W,0.07291666666666667,4,-0.0010073317161523427,0.0003908662963455943
EMU00066579,160.0,W,0.09375,4,0.0038213541512511252,0.00032007636254681904
EMU00066579,160.0,W,0.11458333333333333,6,0.0008302269353802741,0.00023012419463509462
EMU00066579,160.0,W,0.13541666666666666,5,0.002139739188484086,0.00012247671550769768
EMU00066579,160.0,W,0.15625,5,-0.00019254177469938443,2.395389224527261e-05
EMU00066579,160.0,W,0.17708333333333334,4,7.345603858225613e-05,-0.0001005031286441399
EMU00066579,160.0,W,0.19791666666666666,4,2.278959195532748e-05,-0.00017909809171226315
EMU00066579,160.0,W,0.21875,5,0.002621507438042303,-0.00026712632004711876
EMU00066579,160.0,W,0.23958333333333334,5,-0.0028532765440086065,-0.00035287628619803127
EMU00066579,160.0,W,0.2604166666666667,6,0.0011205650923103894,-0.00044750609952266677
EMU00066579,160.0,W,0.28125,4,4.639842739061912e-05,-0.0005488073681991058
EMU00066579,160.0,W,0.3020833333333333,4,0.001317877997955347,-0.0006015299162556944
EMU00066579,160.0,W,0.3229166666666667,4,-0.001782236983763336,-0.0006531854169731902
EMU00066579,160.0,W,0.34375,5,7.86329072193524e-05,-0.0006931526842449343
EMU00066579,160.0,W,0.3645833333333333,6,-0.0009882250091100414,-0.0007301851615677029
EMU00066579,160.0,W,0.3854166666666667,5,0.000704487611462392,-0.0007582369598503469
EMU00066579,160.0,W,0.40625,4,-0.0014660739612716285,-0.0007662115158382448
EMU00066579,160.0,W,0.4270833333333333,4,-0.0012085395054073451,-0.0007609908099535316
EMU00066579,160.0,W,0.4479166666666667,4,0.001493646523105478,-0.0007475452133120456
EMU00066579,160.0,W,0.46875,6,0.0012998666131207037,-0.0007203349620172005
EMU00066579,160.0,W,0.4895833333333333,5,-0.0010442159083918939,-0.0006747155926897818
EMU00066579,160.0,W,0.5104166666666666,5,0.00010795265227873188,-0.0006225341106270831
EMU00066579,160.0,W,0.53125,4,-0.0012611519170676784,-0.0005427187478514121
EMU00066579,160.0,W,0.5520833333333334,5,-0.005454773365486212,-0.0004758993519888724
EMU00066579,160.0,W,0.5729166666666666,5,-0.0032581095526684396,-0.0004085979313001101
EMU00066579,160.0,W,0.59375,6,0.0005601456347567592,-0.00032558270040339353
EMU00066579,160.0,W,0.6145833333333334,6,0.0025949576824192007,-0.0002218204571456282
EMU00066579,160.0,W,0.6354166666666666,5,-0.00037284399822625413,-0.0001258459561048312
EMU00066579,160.0,W,0.65625,5,0.00047377595564090263,-2.519502445744786e-06
EMU00066579,160.0,W,0.6770833333333334,4,-4.5371065156596234e-05,7.807114551703038e-05
EMU00066579,160.0,W,0.6979166666666666,6,-0.0006291512771556436,0.00016815026010432577
EMU00066579,160.0,W,0.71875,6,0.0010937583424495967,0.00026000999321169915
EMU00066579,160.0,W,0.7395833333333334,6,0.0010823654756512084,0.00036063923486011275
EMU00066579,160.0,W,0.7604166666666666,5,0.0022490567168066545,0.000471940170443673
EMU00066579,160.0,W,0.78125,4,0.002949777235203196,0.0005328094236609669
EMU00066579,160.0,W,0.8020833333333334,5,0.0027746314698434108,0.0005934012822638633
EMU00066579,160.0,W,0.8229166666666666,6,0.0019777373716744952,0.000644209500214667
EMU00066579,160.0,W,0.84375,6,-0.0011660969185776763,0.0006928948247363943
EMU00066579,160.0,W,0.8645833333333334,6,-0.000725441709515612,0.0007375692565074615
EMU00066579,160.0,W,0.8854166666666666,4,-0.0006136052478363951,0.0007592443084994026
EMU00066579,160.0,W,0.90625,5,0.0008317059099171192,0.0007660720942022544
EMU00066579,160.0,W,0.9270833333333334,5,0.00025346751602947745,0.0007630762227414697
EMU00066579,160.0,W,0.9479166666666666,6,-0.0024699558120170073,0.000748660472826125
EMU00066579,160.0,W,0.96875,6,0.0006806699021569161,0.0007167496098644272
EMU00066579,160.0,W,0.9895833333333334,5,0.003458084949928397,0.0006763908181530368
EMU00066580,400.0,W,0.010416666666666666,6,0.00020189899226649154,0.0008205949390103578
EMU00066580,400.0,W,0.03125,6,0.0006423787274961456,0.0007252997204000973
EMU00066580,400.0,W,0.052083333333333336,4,0.001495352155620817,0.0006381092176974065
EMU00066580,400.0,W,0.07291666666666667,5,0.0015003701172339981,0.0005419437181389356
EMU00066580,400.0,W,0.09375,5,0.0034170272325571025,0.00043744471248747944
EMU00066580,400.0,W,0.11458333333333333,6,0.0029834395225911223,0.00032245056641796256
EMU00066580,400.0,W,0.13541666666666666,5,4.8343820499656907e-05,0.00019446018135487765
EMU00066580,400.0,W,0.15625,5,0.0011176573377648324,4.13307684838856e-05
EMU00066580,400.0,W,0.17708333333333334,6,0.0017305941819377806,-8.2375379082138e-05
EMU00066580,400.0,W,0.19791666666666666,5,0.0021267707980838985,-0.00018859243516785478
EMU00066580,400.0,W,0.21875,5,0.0029722614188700527,-0.00030564295729430444
EMU00066580,400.0,W,0.23958333333333334,4,-0.0005778259478140896,-0.0004191808016348823
EMU00066580,400.0,W,0.2604166666666667,6,-0.000897543637018727,-0.0005260200814398351
EMU00066580,400.0,W,0.28125,5,-0.00020658163131028953,-0.0006243582601752088
EMU00066580,400.0,W,0.3020833333333333,5,-7.082312099568528e-05,-0.0007364921835871977
EMU00066580,400.0,W,0.3229166666666667,4,0.002592267001050644,-0.0007998419991301107
EMU00066580,400.0,W,0.34375,5,0.0017973264588566512,-0.0008620899493480968
EMU00066580,400.0,W,0.3645833333333333,6,-0.001457566294560774,-0.0009177294579055269
EMU00066580,400.0,W,0.3854166666666667,5,-0.0007675873200349148,-0.0009589826077919579
EMU00066580,400.0,W,0.40625,4,0.0023095469592672962,-0.0009697558377196632
EMU00066580,400.0,W,0.4270833333333333,5,0.002437838049330677,-0.0009699878203473057
EMU00066580,400.0,W,0.4479166666666667,6,0.0002915414594600196,-0.0009532231162036444
EMU00066580,400.0,W,0.46875,4,0.00014229842483685394,-0.0009197621060511028
EMU00066580,400.0,W,0.4895833333333333,5,0.0010959957244435004,-0.000874326661728075
EMU00066580,400.0,W,0.5104166666666666,5,0.0023816231606227285,-0.0007966399251832245
EMU00066580,400.0,W,0.53125,6,-0.001540541942817864,-0.000719457918661495
EMU00066580,400.0,W,0.5520833333333334,4,-0.0014899554338109497,-0.0006428859988975769
EMU00066580,400.0,W,0.5729166666666666,5,0.0002939292718815259,-0.0005475883836851455
EMU00066580,400.0,W,0.59375,4,-0.0008091557294510435,-0.00044195243913888353
EMU00066580,400.0,W,0.6145833333333334,6,0.00021155324631755127,-0.0003296232089647257
EMU00066580,400.0,W,0.6354166666666666,5,0.0005922157282888882,-0.000212324937800592
EMU00066580,400.0,W,0.65625,5,0.0006180584012938196,-5.689357523749945e-05
EMU00066580,400.0,W,0.6770833333333334,4,-0.001818227458251824,4.691069279075075e-05
EMU00066580,400.0,W,0.6979166666666666,5,0.0006777036843758329,0.0001668902477860704
EMU00066580,400.0,W,0.71875,6,0.00047325992125346595,0.00030471493881669185
EMU00066580,400.0,W,0.7395833333333334,5,0.001150023578254257,0.00045769005494928326
EMU00066580,400.0,W,0.7604166666666666,4,0.0007490857922691908,0.0005389640437199363
EMU00066580,400.0,W,0.78125,5,-0.0002981259930620044,0.0006354136107540997
EMU00066580,400.0,W,0.8020833333333334,6,0.0011515542603916238,0.0007276873051084451
EMU00066580,400.0,W,0.8229166666666666,4,0.0004504216398160726,0.0008062316476773185
EMU00066580,400.0,W,0.84375,5,0.0018074821029302253,0.0008667846062597607
EMU00066580,400.0,W,0.8645833333333334,5,0.0013930052573779587,0.0009256154502282244
EMU00066580,400.0,W,0.8854166666666666,6,-0.001098395687108124,0.000955641278020229
EMU00066580,400.0,W,0.90625,4,-0.0004857582607574541,0.0009692427081653674
EMU00066580,400.0,W,0.9270833333333334,5,0.0009897510342173246,0.0009702996494974344
EMU00066580,400.0,W,0.9479166666666666,5,-0.00037368654297513786,0.0009550751817852764
EMU00066580,400.0,W,0.96875,5,-0.0009261049678438027,0.0009257585643684672
EMU00066580,400.0,W,0.9895833333333334,5,0.0033840155903693985,0.000882076211138002
