replicate,delta_logloss
129,0.007009292024802578
130,0.0067090037997881834
131,0.008204212313267832
132,0.007992912132605546
133,0.007855088132827717
134,0.007835534369854494
135,0.009048415561681884
136,0.008094432969043918
137,0.008357403089881095
138,0.006641514631521727
139,0.007220933205526435
140,0.008741355387866825
141,0.007310541387615292
142,0.00814869556566984
143,0.008253358555976285
144,0.007687149145327215
145,0.007406770555870353
146,0.009006422156646971
147,0.007647335911459506
148,0.007942409003151874
149,0.009438273129534644
150,0.011192560267041414
151,0.009097715424115775
152,0.006769124087641552
153,0.006225241596865351
154,0.008256635292110341
155,0.0067968648693800095
156,0.008089922941832165
157,0.007239501599564239
158,0.00993997132751746
159,0.009070043958416018
160,0.009263366183783017
161,0.007841532666249934
162,0.009965284109656048
163,0.009132076487095783
164,0.008376664746618113
165,0.008634263832476499
166,0.0062504004761031315
167,0.009340492906414543
168,0.008122166181950302
169,0.009236399913889597
170,0.008816528662936956
171,0.009053101368774458
172,0.009247550458666806
173,0.006534794220860569
174,0.009706040153940084
175,0.007885759340872834
176,0.009082013479198976
177,0.009561044544009852
178,0.006187128666196804
179,0.005550526574613933
180,0.01059942764478978
181,0.006261340711793324
182,0.009188013291527247
183,0.006347347107938792
184,0.008575440948482938
185,0.009309101114817489
186,0.007883807931544912
187,0.008723079834297686
188,0.00724984209260866
189,0.009581576821320461
190,0.008101064991072831
191,0.008411056979967474
192,0.007584940978853092
193,0.008331783768478901
194,0.008965607240839106
195,0.009024192714167866
196,0.007515177784191488
197,0.007021732406501627
198,0.009504734196981833
199,0.00943043834423471
200,0.006854330007712609
201,0.009591569062331886
202,0.006611314913908596
203,0.006975797376221529
204,0.009057257690597289
205,0.008214569061379087
206,0.008661932169658852
207,0.008332491224482864
208,0.007075288555493994
209,0.00878049831994611
210,0.00836439494761908
211,0.007299709254240058
212,0.008478956874295736
213,0.008613438056140678
214,0.00834612408125031
215,0.008198841804506939
216,0.01060362747574139
217,0.00591452523886517
218,0.009543448552581177
219,0.009636560942402091
220,0.008457244760445692
221,0.009439727178214816
222,0.009541513982897536
223,0.009319680440072317
224,0.010314534436697812
225,0.009559114159318658
226,0.005771476248091247
227,0.008407363979970158
228,0.005640107497931742
229,0.009756953055411853
230,0.010083376659631434
231,0.009458114498084163
232,0.008239061003446709
233,0.007430950026574267
234,0.010448830490192785
235,0.007700710940892689
236,0.0078537650143583
237,0.008401483205805188
238,0.008902155809363644
239,0.005525297473348511
240,0.009308001240643982
241,0.006322380791680214
242,0.007877346742822115
243,0.008374273145121238
244,0.007795178620930478
245,0.010480065298262507
246,0.007358980454174727
247,0.008129641220837244
248,0.00918174264694522
249,0.008299803264143922
250,0.00836093431450467
251,0.009930738380308935
252,0.0068817283261981554
253,0.010411412054461456
254,0.00983887274456706
255,0.007141970162829402
256,0.01193715061424837
257,0.005809330899873725
258,0.0077086160142402615
259,0.007856413346505855
260,0.009488959717703183
261,0.008617723056792091
262,0.008609831903889167
263,0.011058335456999684
264,0.009477463018668225
265,0.007909287367528703
266,0.008565720683030648
267,0.0080168915842491
268,0.010151335242447327
269,0.006946379459736787
270,0.010127122045825812
271,0.00857611604146028
272,0.00979713948985943
273,0.009220890396315587
274,0.008607779161596866
275,0.007456071393934499
276,0.007527666726035503
277,0.00952383259864439
278,0.012007129594052845
279,0.009089671836756708
280,0.009690124284202763
281,0.008596750561415376
282,0.00774835888617984
283,0.009015901582815166
284,0.008794454896948321
285,0.006281777754489927
286,0.008175028773842847
287,0.00564659620120542
288,0.008340493243744028
289,0.008440406492281085
290,0.009473895901305252
291,0.00866724375068513
292,0.008501702537701954
293,0.0095929737931739
294,0.007519669508932954
295,0.007302448437915942
296,0.008826149531396293
297,0.009987026270591767
298,0.00732167542868749
299,0.009970776365537582
300,0.007714157155237027
301,0.008764094218833953
302,0.01075749813126517
303,0.006283056673025915
304,0.008323508848978657
305,0.010330862680852062
306,0.00730948273147088
307,0.01044159881164347
308,0.008199936009712184
309,0.011195499714888197
310,0.009511502459699048
311,0.009228969244588275
312,0.009523846546686594
313,0.008110008317342017
314,0.010817923416898715
315,0.007650303465673796
316,0.008143975610280702
317,0.00819978737065624
318,0.008428495149482514
319,0.008608300557983816
320,0.00666987361743151
321,0.009655995436381308
322,0.006670550457175814
323,0.007228166234209118
324,0.011260334259276375
325,0.009004464810895462
326,0.009955570959309157
327,0.009757833624181297
328,0.008570511143211765
329,0.007986949140513979
330,0.008333980751538544
331,0.007835280342382673
332,0.008051835348607449
333,0.00723190547871038
334,0.00964521035803836
335,0.008844723884546006
336,0.008139747002352624
337,0.011101351788835388
338,0.00834603684498047
339,0.007656300727768028
340,0.010090049907846116
341,0.009658529768550157
342,0.007975753730002142
343,0.008570255332753142
344,0.009476712860368035
345,0.008055019689598441
346,0.011363767365402871
347,0.008456695651676406
348,0.007337458115959046
349,0.007364740643202904
350,0.007533966380984299
351,0.010507750001241304
352,0.008242185510356735
353,0.008476468776989203
354,0.0065479482911129224
355,0.008551247464420994
356,0.007861544300810095
357,0.010004546285168841
358,0.008116307503775008
359,0.00909442835401129
360,0.00888175772625822
361,0.00947545896627762
362,0.006937953286597075
363,0.009237515930471856
364,0.008925840250903077
365,0.007710122027408212
366,0.009548065195141673
367,0.007952940295366468
368,0.00705171341928606
369,0.009742452210578066
370,0.007891440248175714
371,0.00894418270676275
372,0.010061200467108542
373,0.007725663277417553
374,0.007733563688180065
375,0.008912290310016464
376,0.008871656697688508
377,0.007260714024831579
378,0.007700377604698951
379,0.0055372946815990315
380,0.007978706897789319
381,0.007399612283616008
382,0.009662844401226337
383,0.009232215892848495
384,0.007455250483182222
385,0.011301552996676739
386,0.0067231978662898526
387,0.010809120994856864
388,0.007609892749855883
389,0.008743237979839887
390,0.008090618182374809
391,0.007837032391097063
392,0.007643744392488043
393,0.008304071445362167
394,0.0095230433615666
395,0.009493540919564733
396,0.009440298688443934
397,0.007350671281688314
398,0.007732100051120879
399,0.0073998195964467646
400,0.00775835206101224
401,0.008826296340639143
402,0.009235112093962517
403,0.010035332526119696
404,0.008355204360855389
405,0.008737835860221812
406,0.007611929958195526
407,0.009288233529040707
408,0.010581074641390468
409,0.009013431567662947
410,0.006198783542853262
411,0.009735058686645521
412,0.009292081601991204
413,0.009764194237121422
414,0.005458681491031182
415,0.009657118148745205
416,0.008020249880623713
417,0.007725659121890645
418,0.009818702223045546
419,0.00800845416346867
420,0.008115849307969547
421,0.008432245616697453
422,0.010862690972923682
423,0.00893108922880734
424,0.009391543872986954
425,0.0080952110419016
426,0.006794815867915043
427,0.009290431465806853
428,0.007854292128954117
429,0.007979307472202718
430,0.009606085019034774
431,0.011137064554711371
432,0.008248787422395968
433,0.00804541565202139
434,0.010102764157404862
435,0.009755991301831612
436,0.008573628982642361
437,0.008462373684295787
438,0.008358509972456539
439,0.007845988797206988
440,0.007685464662601498
441,0.00877101870527468
442,0.009323766099117366
443,0.006958301072129652
444,0.00724965256616431
445,0.007897936482497637
446,0.009950295967494686
447,0.007410457617653782
448,0.009757055674230219
449,0.006423832764853005
450,0.007931534207793947
451,0.01177338756249381
452,0.00739664391512975
453,0.009370662794241879
454,0.009340537835865357
455,0.0071666649932764425
456,0.008190510833281232
457,0.010832120351133701
458,0.007699529589798165
459,0.009595360118371858
460,0.0085508493204936
461,0.008994078466953877
462,0.009071203551117773
463,0.008047617363884806
464,0.007579949959413044
465,0.00958752774150505
466,0.007976961286043544
467,0.008946484749154807
468,0.009288229596547569
469,0.009023509388203042
470,0.006803589292616774
471,0.008666274680599932
472,0.008980243038523607
473,0.009290368925167722
474,0.007755724329911503
475,0.008433964187197477
476,0.008006775907922523
477,0.0069662891899519705
478,0.007986448358077507
479,0.007256080900700777
480,0.009775037364256237
481,0.00886285261026352
482,0.007816424439348454
483,0.008822380952833008
484,0.007228832652870386
485,0.012464151031799391
486,0.008628301406553806
487,0.010547611219170926
488,0.011389707357226258
489,0.007968991156076447
490,0.007597066570083213
491,0.006569264929967001
492,0.011147388039310362
493,0.010400379251985102
494,0.00994827210622654
495,0.008259006534163935
496,0.006780119678701117
497,0.006181674278487454
498,0.008684485184292054
499,0.010739586706440388
