run,split,field_g,cycle,method,rmse,mae,direction_agreement,fallbacks
EMU00066579,holdout,160.0,16,state_only,0.8244102393861383,0.6610067492677278,0.13333333333333333,0
EMU00066579,holdout,160.0,16,direction_only,0.9040337894117362,0.7727662343999502,0.13333333333333333,0
EMU00066579,holdout,160.0,16,wrong_relation,0.9747873053512224,0.8606979322996229,0.13333333333333333,0
EMU00066579,holdout,160.0,16,full_irrationality,0.9159144487427049,0.7924954918194833,0.13333333333333333,0
EMU00066580,holdout,400.0,38,open_loop_t382,1.0049516827519458,0.8934839297120735,0.4666666666666667,0
EMU00066580,holdout,400.0,38,linear_persistence,0.4091566265103341,0.2957155066794505,0.6666666666666666,0
EMU00066580,holdout,400.0,38,state_only,0.5510362083813787,0.47663286174592606,0.6666666666666666,0
EMU00066580,holdout,400.0,38,direction_only,0.39970407994329094,0.33574302681879636,0.6666666666666666,0
EMU00066580,holdout,400.0,38,wrong_relation,0.40359479308188495,0.32583903905532663,0.6666666666666666,0
EMU00066580,holdout,400.0,38,full_irrationality,0.40029922051164163,0.3389633478399424,0.6666666666666666,0
