# tToFail   Slip
   -19.170     0.020
   -19.170     0.020
   -19.170     0.020
   -19.070     0.020
   -19.070     0.020
   -19.070     0.020
   -19.070     0.020
   -19.070     0.020
   -18.970     0.025
   -18.970     0.025
   -18.970     0.025
   -18.970     0.025
   -18.970     0.025
   -18.869     0.035
   -18.869     0.035
   -18.869     0.035
   -18.869     0.035
   -18.869     0.035
   -18.770     0.037
   -18.770     0.037
   -18.770     0.037
   -18.770     0.037
   -18.770     0.037
   -18.670     0.038
   -18.670     0.038
   -18.670     0.038
   -18.670     0.038
   -18.670     0.038
   -18.570     0.036
   -18.570     0.036
   -18.570     0.036
   -18.570     0.036
   -18.570     0.036
   -18.470     0.029
   -18.470     0.029
   -18.470     0.029
   -18.470     0.029
   -18.470     0.029
   -18.369     0.020
   -18.369     0.020
   -18.369     0.020
   -18.369     0.020
   -18.369     0.020
   -18.270     0.021
   -18.270     0.021
   -18.270     0.021
   -18.270     0.021
   -18.270     0.021
   -18.170     0.020
   -18.170     0.020
   -18.170     0.020
   -18.170     0.020
   -18.170     0.020
   -18.070     0.021
   -18.070     0.021
   -18.070     0.021
   -18.070     0.021
   -18.070     0.021
   -17.970     0.023
   -17.970     0.023
   -17.970     0.023
   -17.970     0.023
   -17.970     0.023
   -17.870     0.024
   -17.870     0.024
   -17.870     0.024
   -17.870     0.024
   -17.870     0.024
   -17.770     0.028
   -17.770     0.028
   -17.770     0.028
   -17.770     0.028
   -17.770     0.028
   -17.670     0.036
   -17.670     0.036
   -17.670     0.036
   -17.670     0.036
   -17.670     0.036
   -17.570     0.039
   -17.570     0.039
   -17.570     0.039
   -17.570     0.039
   -17.570     0.039
   -17.470     0.040
   -17.470     0.040
   -17.470     0.040
   -17.470     0.040
   -17.470     0.040
   -17.370     0.038
   -17.370     0.038
   -17.370     0.038
   -17.370     0.038
   -17.370     0.038
   -17.270     0.033
   -17.270     0.033
   -17.270     0.033
   -17.270     0.033
   -17.270     0.033
   -17.170     0.024
   -17.170     0.024
   -17.170     0.024
   -17.170     0.024
   -17.170     0.024
   -17.069     0.020
   -17.069     0.020
   -17.069     0.020
   -17.069     0.019
   -17.069     0.019
   -16.970     0.021
   -16.970     0.021
   -16.970     0.021
   -16.970     0.021
   -16.970     0.021
   -16.870     0.026
   -16.870     0.026
   -16.870     0.026
   -16.870     0.027
   -16.870     0.027
   -16.770     0.037
   -16.770     0.037
   -16.770     0.037
   -16.770     0.037
   -16.770     0.037
   -16.670     0.039
   -16.670     0.039
   -16.670     0.039
   -16.670     0.039
   -16.670     0.039
   -16.569     0.039
   -16.569     0.039
   -16.569     0.039
   -16.569     0.039
   -16.569     0.039
   -16.470     0.037
   -16.470     0.037
   -16.470     0.037
   -16.470     0.037
   -16.470     0.037
   -16.370     0.031
   -16.370     0.031
   -16.370     0.031
   -16.370     0.031
   -16.370     0.031
   -16.270     0.022
   -16.270     0.022
   -16.270     0.022
   -16.270     0.022
   -16.270     0.022
   -16.170     0.020
   -16.170     0.020
   -16.170     0.020
   -16.170     0.020
   -16.170     0.020
   -16.069     0.023
   -16.069     0.023
   -16.069     0.023
   -16.069     0.023
   -16.069     0.023
   -15.970     0.029
   -15.970     0.029
   -15.970     0.029
   -15.970     0.029
   -15.970     0.029
   -15.870     0.037
   -15.870     0.037
   -15.870     0.037
   -15.870     0.037
   -15.870     0.037
   -15.770     0.040
   -15.770     0.040
   -15.770     0.040
   -15.770     0.040
   -15.770     0.040
   -15.670     0.041
   -15.670     0.041
   -15.670     0.041
   -15.670     0.041
   -15.670     0.041
   -15.570     0.037
   -15.570     0.037
   -15.570     0.037
   -15.570     0.037
   -15.570     0.037
   -15.470     0.031
   -15.470     0.031
   -15.470     0.031
   -15.470     0.031
   -15.470     0.031
   -15.370     0.023
   -15.370     0.023
   -15.370     0.023
   -15.370     0.023
   -15.370     0.023
   -15.270     0.021
   -15.270     0.021
   -15.270     0.021
   -15.270     0.021
   -15.270     0.021
   -15.170     0.023
   -15.170     0.023
   -15.170     0.023
   -15.170     0.023
   -15.170     0.023
   -15.070     0.029
   -15.070     0.029
   -15.070     0.029
   -15.070     0.029
   -15.070     0.029
   -14.970     0.038
   -14.970     0.038
   -14.970     0.038
   -14.970     0.038
   -14.970     0.038
   -14.870     0.041
   -14.870     0.041
   -14.870     0.041
   -14.870     0.041
   -14.870     0.041
   -14.770     0.038
   -14.770     0.038
   -14.770     0.038
   -14.770     0.038
   -14.770     0.038
   -14.670     0.032
   -14.670     0.032
   -14.670     0.032
   -14.670     0.032
   -14.670     0.032
   -14.570     0.023
   -14.570     0.023
   -14.570     0.023
   -14.570     0.023
   -14.570     0.023
   -14.470     0.021
   -14.470     0.021
   -14.470     0.021
   -14.470     0.021
   -14.470     0.021
   -14.370     0.022
   -14.370     0.022
   -14.370     0.022
   -14.370     0.022
   -14.370     0.022
   -14.270     0.023
   -14.270     0.023
   -14.270     0.023
   -14.270     0.023
   -14.270     0.023
   -14.170     0.026
   -14.170     0.026
   -14.170     0.026
   -14.170     0.026
   -14.170     0.026
   -14.070     0.031
   -14.070     0.031
   -14.070     0.031
   -14.070     0.031
   -14.070     0.031
   -13.970     0.039
   -13.970     0.039
   -13.970     0.039
   -13.970     0.039
   -13.970     0.039
   -13.870     0.039
   -13.870     0.039
   -13.870     0.040
   -13.870     0.040
   -13.870     0.040
   -13.770     0.038
   -13.770     0.038
   -13.770     0.038
   -13.770     0.038
   -13.770     0.038
   -13.670     0.034
   -13.670     0.034
   -13.670     0.034
   -13.670     0.034
   -13.670     0.034
   -13.570     0.025
   -13.570     0.025
   -13.570     0.025
   -13.570     0.025
   -13.570     0.025
   -13.470     0.023
   -13.470     0.023
   -13.470     0.023
   -13.470     0.023
   -13.470     0.023
   -13.370     0.024
   -13.370     0.024
   -13.370     0.024
   -13.370     0.024
   -13.370     0.024
   -13.270     0.024
   -13.270     0.024
   -13.270     0.024
   -13.270     0.024
   -13.270     0.024
   -13.170     0.024
   -13.170     0.024
   -13.170     0.024
   -13.170     0.024
   -13.170     0.024
   -13.070     0.026
   -13.070     0.026
   -13.070     0.026
   -13.070     0.026
   -13.070     0.026
   -12.970     0.032
   -12.970     0.032
   -12.970     0.032
   -12.970     0.032
   -12.970     0.032
   -12.870     0.042
   -12.870     0.042
   -12.870     0.042
   -12.870     0.042
   -12.870     0.042
   -12.770     0.044
   -12.770     0.044
   -12.770     0.044
   -12.770     0.044
   -12.770     0.044
   -12.670     0.044
   -12.670     0.044
   -12.670     0.044
   -12.670     0.044
   -12.670     0.044
   -12.570     0.039
   -12.570     0.039
   -12.570     0.039
   -12.570     0.039
   -12.570     0.039
   -12.470     0.030
   -12.470     0.030
   -12.470     0.030
   -12.470     0.030
   -12.470     0.030
   -12.370     0.025
   -12.370     0.025
   -12.370     0.025
   -12.370     0.025
   -12.370     0.025
   -12.270     0.025
   -12.270     0.025
   -12.270     0.025
   -12.270     0.025
   -12.270     0.025
   -12.170     0.025
   -12.170     0.025
   -12.170     0.025
   -12.170     0.025
   -12.170     0.025
   -12.070     0.025
   -12.070     0.025
   -12.070     0.025
   -12.070     0.025
   -12.070     0.025
   -11.970     0.025
   -11.970     0.025
   -11.970     0.025
   -11.970     0.025
   -11.970     0.025
   -11.870     0.029
   -11.870     0.029
   -11.870     0.029
   -11.870     0.029
   -11.870     0.029
   -11.770     0.036
   -11.770     0.036
   -11.770     0.036
   -11.770     0.036
   -11.770     0.037
   -11.670     0.043
   -11.670     0.043
   -11.670     0.043
   -11.670     0.043
   -11.670     0.043
   -11.570     0.043
   -11.570     0.043
   -11.570     0.043
   -11.570     0.043
   -11.570     0.043
   -11.470     0.044
   -11.470     0.044
   -11.470     0.044
   -11.470     0.044
   -11.470     0.044
   -11.370     0.044
   -11.370     0.044
   -11.370     0.044
   -11.370     0.044
   -11.370     0.044
   -11.270     0.045
   -11.270     0.045
   -11.270     0.045
   -11.270     0.045
   -11.270     0.045
   -11.170     0.043
   -11.170     0.043
   -11.170     0.043
   -11.170     0.043
   -11.170     0.043
   -11.070     0.035
   -11.070     0.035
   -11.070     0.035
   -11.070     0.035
   -11.070     0.035
   -10.970     0.026
   -10.970     0.026
   -10.970     0.026
   -10.970     0.026
   -10.970     0.026
   -10.870     0.025
   -10.870     0.025
   -10.870     0.025
   -10.870     0.025
   -10.870     0.025
   -10.770     0.027
   -10.770     0.027
   -10.770     0.027
   -10.770     0.027
   -10.770     0.027
   -10.670     0.031
   -10.670     0.031
   -10.670     0.031
   -10.670     0.031
   -10.670     0.031
   -10.570     0.040
   -10.570     0.040
   -10.570     0.040
   -10.570     0.040
   -10.570     0.040
   -10.470     0.044
   -10.470     0.044
   -10.470     0.044
   -10.470     0.044
   -10.470     0.044
   -10.370     0.042
   -10.370     0.042
   -10.370     0.042
   -10.370     0.042
   -10.370     0.042
   -10.270     0.036
   -10.270     0.036
   -10.270     0.036
   -10.270     0.036
   -10.270     0.036
   -10.170     0.029
   -10.170     0.029
   -10.170     0.029
   -10.170     0.029
   -10.170     0.029
   -10.070     0.027
   -10.070     0.027
   -10.070     0.026
   -10.070     0.026
   -10.070     0.026
    -9.970     0.027
    -9.970     0.027
    -9.970     0.027
    -9.970     0.027
    -9.970     0.027
    -9.870     0.028
    -9.870     0.028
    -9.870     0.028
    -9.870     0.028
    -9.870     0.028
    -9.770     0.032
    -9.770     0.032
    -9.770     0.032
    -9.770     0.032
    -9.770     0.032
    -9.670     0.040
    -9.670     0.040
    -9.670     0.040
    -9.670     0.040
    -9.670     0.040
    -9.570     0.046
    -9.570     0.046
    -9.570     0.046
    -9.570     0.046
    -9.570     0.046
    -9.470     0.045
    -9.470     0.045
    -9.470     0.045
    -9.470     0.045
    -9.470     0.045
    -9.370     0.042
    -9.370     0.042
    -9.370     0.042
    -9.370     0.042
    -9.370     0.042
    -9.270     0.035
    -9.270     0.035
    -9.270     0.035
    -9.270     0.035
    -9.270     0.035
    -9.170     0.029
    -9.170     0.029
    -9.170     0.029
    -9.170     0.029
    -9.170     0.029
    -9.070     0.028
    -9.070     0.028
    -9.070     0.028
    -9.070     0.028
    -9.070     0.028
    -8.970     0.029
    -8.970     0.029
    -8.970     0.029
    -8.970     0.029
    -8.970     0.029
    -8.870     0.031
    -8.870     0.031
    -8.870     0.031
    -8.870     0.031
    -8.870     0.031
    -8.770     0.034
    -8.770     0.034
    -8.770     0.034
    -8.770     0.034
    -8.770     0.034
    -8.670     0.042
    -8.670     0.042
    -8.670     0.042
    -8.670     0.042
    -8.670     0.042
    -8.570     0.046
    -8.570     0.046
    -8.570     0.046
    -8.570     0.046
    -8.570     0.046
    -8.470     0.046
    -8.470     0.046
    -8.470     0.046
    -8.470     0.046
    -8.470     0.046
    -8.370     0.041
    -8.370     0.041
    -8.370     0.041
    -8.370     0.041
    -8.370     0.041
    -8.270     0.032
    -8.270     0.032
    -8.270     0.032
    -8.270     0.032
    -8.270     0.032
    -8.170     0.028
    -8.170     0.028
    -8.170     0.028
    -8.170     0.028
    -8.170     0.028
    -8.070     0.031
    -8.070     0.031
    -8.070     0.031
    -8.070     0.031
    -8.070     0.031
    -7.970     0.039
    -7.970     0.039
    -7.970     0.039
    -7.970     0.039
    -7.970     0.039
    -7.870     0.046
    -7.870     0.046
    -7.870     0.046
    -7.870     0.046
    -7.870     0.046
    -7.770     0.048
    -7.770     0.048
    -7.770     0.048
    -7.770     0.048
    -7.770     0.048
    -7.670     0.043
    -7.670     0.043
    -7.670     0.043
    -7.670     0.043
    -7.670     0.043
    -7.570     0.034
    -7.570     0.034
    -7.570     0.034
    -7.570     0.034
    -7.570     0.034
    -7.470     0.030
    -7.470     0.030
    -7.470     0.030
    -7.470     0.030
    -7.470     0.030
    -7.370     0.031
    -7.370     0.031
    -7.370     0.031
    -7.370     0.031
    -7.370     0.031
    -7.270     0.033
    -7.270     0.033
    -7.270     0.033
    -7.270     0.033
    -7.270     0.033
    -7.170     0.034
    -7.170     0.034
    -7.170     0.034
    -7.170     0.034
    -7.170     0.034
    -7.070     0.036
    -7.070     0.036
    -7.070     0.036
    -7.070     0.036
    -7.070     0.036
    -6.970     0.042
    -6.970     0.042
    -6.970     0.042
    -6.970     0.042
    -6.970     0.042
    -6.870     0.047
    -6.870     0.047
    -6.870     0.047
    -6.870     0.047
    -6.870     0.047
    -6.770     0.049
    -6.770     0.049
    -6.770     0.049
    -6.770     0.049
    -6.770     0.049
    -6.670     0.048
    -6.670     0.048
    -6.670     0.048
    -6.670     0.048
    -6.670     0.048
    -6.570     0.045
    -6.570     0.045
    -6.570     0.045
    -6.570     0.045
    -6.570     0.045
    -6.470     0.037
    -6.470     0.036
    -6.470     0.036
    -6.470     0.036
    -6.470     0.036
    -6.370     0.031
    -6.370     0.031
    -6.370     0.031
    -6.370     0.031
    -6.370     0.031
    -6.270     0.031
    -6.270     0.031
    -6.270     0.031
    -6.270     0.031
    -6.270     0.031
    -6.170     0.032
    -6.170     0.032
    -6.170     0.032
    -6.170     0.032
    -6.170     0.032
    -6.070     0.035
    -6.070     0.035
    -6.070     0.035
    -6.070     0.035
    -6.070     0.035
    -5.970     0.042
    -5.970     0.042
    -5.970     0.042
    -5.970     0.042
    -5.970     0.042
    -5.870     0.048
    -5.870     0.048
    -5.870     0.048
    -5.870     0.048
    -5.870     0.048
    -5.770     0.049
    -5.770     0.049
    -5.770     0.049
    -5.770     0.049
    -5.770     0.049
    -5.670     0.046
    -5.670     0.046
    -5.670     0.046
    -5.670     0.046
    -5.670     0.046
    -5.570     0.039
    -5.570     0.039
    -5.570     0.039
    -5.570     0.039
    -5.570     0.039
    -5.470     0.033
    -5.470     0.033
    -5.470     0.033
    -5.470     0.032
    -5.470     0.032
    -5.370     0.031
    -5.370     0.031
    -5.370     0.031
    -5.370     0.031
    -5.370     0.031
    -5.270     0.032
    -5.270     0.032
    -5.270     0.032
    -5.270     0.032
    -5.270     0.032
    -5.170     0.034
    -5.170     0.034
    -5.170     0.034
    -5.170     0.034
    -5.170     0.034
    -5.070     0.041
    -5.070     0.041
    -5.070     0.041
    -5.070     0.041
    -5.070     0.041
    -4.970     0.049
    -4.970     0.049
    -4.970     0.049
    -4.970     0.049
    -4.970     0.049
    -4.870     0.051
    -4.870     0.051
    -4.870     0.051
    -4.870     0.051
    -4.870     0.051
    -4.770     0.052
    -4.770     0.052
    -4.770     0.052
    -4.770     0.052
    -4.770     0.052
    -4.670     0.051
    -4.670     0.051
    -4.670     0.051
    -4.670     0.051
    -4.670     0.051
    -4.570     0.050
    -4.570     0.050
    -4.570     0.050
    -4.570     0.050
    -4.570     0.050
    -4.470     0.043
    -4.470     0.043
    -4.470     0.043
    -4.470     0.043
    -4.470     0.043
    -4.370     0.036
    -4.370     0.036
    -4.370     0.036
    -4.370     0.036
    -4.370     0.036
    -4.270     0.034
    -4.270     0.034
    -4.270     0.034
    -4.270     0.034
    -4.270     0.034
    -4.170     0.035
    -4.170     0.035
    -4.170     0.035
    -4.170     0.035
    -4.170     0.035
    -4.070     0.035
    -4.070     0.035
    -4.070     0.035
    -4.070     0.035
    -4.070     0.035
    -3.970     0.039
    -3.970     0.039
    -3.970     0.039
    -3.970     0.039
    -3.970     0.039
    -3.870     0.046
    -3.870     0.046
    -3.870     0.046
    -3.870     0.046
    -3.870     0.046
    -3.770     0.052
    -3.770     0.052
    -3.770     0.052
    -3.770     0.052
    -3.770     0.052
    -3.670     0.053
    -3.670     0.053
    -3.670     0.053
    -3.670     0.053
    -3.670     0.053
    -3.570     0.052
    -3.570     0.052
    -3.570     0.052
    -3.570     0.052
    -3.570     0.052
    -3.470     0.048
    -3.470     0.048
    -3.470     0.048
    -3.470     0.048
    -3.470     0.048
    -3.370     0.039
    -3.370     0.039
    -3.370     0.039
    -3.370     0.039
    -3.370     0.039
    -3.270     0.036
    -3.270     0.036
    -3.270     0.036
    -3.270     0.036
    -3.270     0.035
    -3.170     0.039
    -3.170     0.039
    -3.170     0.039
    -3.170     0.039
    -3.170     0.039
    -3.070     0.049
    -3.070     0.049
    -3.070     0.049
    -3.070     0.049
    -3.070     0.049
    -2.970     0.055
    -2.970     0.055
    -2.970     0.055
    -2.970     0.055
    -2.970     0.055
    -2.870     0.056
    -2.870     0.056
    -2.870     0.056
    -2.870     0.056
    -2.870     0.056
    -2.770     0.056
    -2.770     0.056
    -2.770     0.056
    -2.770     0.056
    -2.770     0.056
    -2.670     0.055
    -2.670     0.055
    -2.670     0.055
    -2.670     0.055
    -2.670     0.055
    -2.570     0.052
    -2.570     0.052
    -2.570     0.052
    -2.570     0.052
    -2.570     0.052
    -2.470     0.042
    -2.470     0.042
    -2.470     0.042
    -2.470     0.042
    -2.470     0.042
    -2.370     0.038
    -2.370     0.038
    -2.370     0.038
    -2.370     0.038
    -2.370     0.038
    -2.270     0.039
    -2.270     0.039
    -2.270     0.039
    -2.270     0.039
    -2.270     0.039
    -2.170     0.041
    -2.170     0.041
    -2.170     0.041
    -2.170     0.041
    -2.170     0.041
    -2.070     0.043
    -2.070     0.043
    -2.070     0.043
    -2.070     0.043
    -2.070     0.043
    -1.970     0.046
    -1.970     0.046
    -1.970     0.046
    -1.970     0.046
    -1.970     0.046
    -1.870     0.053
    -1.870     0.053
    -1.870     0.053
    -1.870     0.053
    -1.870     0.053
    -1.770     0.058
    -1.770     0.058
    -1.770     0.058
    -1.770     0.058
    -1.770     0.058
    -1.670     0.059
    -1.670     0.059
    -1.670     0.059
    -1.670     0.059
    -1.670     0.059
    -1.570     0.060
    -1.570     0.060
    -1.570     0.060
    -1.570     0.060
    -1.570     0.060
    -1.470     0.060
    -1.470     0.060
    -1.470     0.060
    -1.470     0.060
    -1.470     0.060
    -1.370     0.060
    -1.370     0.060
    -1.370     0.060
    -1.370     0.060
    -1.370     0.060
    -1.270     0.057
    -1.270     0.057
    -1.270     0.057
    -1.270     0.057
    -1.270     0.057
    -1.170     0.048
    -1.170     0.048
    -1.170     0.048
    -1.170     0.048
    -1.170     0.048
    -1.070     0.044
    -1.070     0.044
    -1.070     0.044
    -1.070     0.044
    -1.070     0.044
    -0.970     0.044
    -0.970     0.044
    -0.970     0.044
    -0.970     0.044
    -0.970     0.044
    -0.870     0.047
    -0.870     0.047
    -0.870     0.047
    -0.870     0.047
    -0.870     0.047
    -0.770     0.049
    -0.770     0.049
    -0.770     0.049
    -0.770     0.049
    -0.770     0.049
    -0.670     0.054
    -0.670     0.054
    -0.670     0.054
    -0.670     0.054
    -0.670     0.054
    -0.570     0.061
    -0.570     0.061
    -0.570     0.061
    -0.570     0.061
    -0.570     0.062
    -0.470     0.065
    -0.470     0.065
    -0.470     0.065
    -0.470     0.065
    -0.470     0.065
    -0.370     0.065
    -0.370     0.065
    -0.370     0.065
    -0.370     0.065
    -0.370     0.065
    -0.270     0.063
    -0.270     0.063
    -0.270     0.063
    -0.270     0.064
    -0.270     0.064
    -0.170     0.058
    -0.170     0.058
    -0.170     0.058
    -0.170     0.058
    -0.170     0.058
    -0.070     0.052
    -0.070     0.052
    -0.070     0.052
    -0.070     0.052
    -0.070     0.052
