Time2	v(16-15)	v(1-3)	v(4-2)	v(9-10)	v(8-6)	v(5-7)	v(12-14)
1787.8	6.3814	5.8482	5.4538	5.3157	5.6008	6.0031	5.4186
1817.8	6.3838	5.8464	5.4541	5.3158	5.6005	6.0032	5.4195
1847.8	6.3913	5.8487	5.4545	5.3160	5.6001	6.0032	5.4188
1877.8	6.3971	5.8471	5.4549	5.3162	5.5998	6.0033	5.4199
1907.8	6.3883	5.8465	5.4572	5.3163	5.5995	6.0033	5.4203
1937.8	6.3906	5.8483	5.4562	5.3165	5.5991	6.0033	5.4180
1967.8	6.3835	5.8473	5.4556	5.3166	5.5988	6.0034	5.4200
1997.8	6.4095	5.8460	5.4583	5.3168	5.5984	6.0034	5.4208
2027.8	6.3917	5.8456	5.4570	5.3170	5.5981	6.0034	5.4203
2057.8	6.3971	5.8480	5.4573	5.3171	5.5977	6.0035	5.4193
2087.8	6.3969	5.8470	5.4563	5.3173	5.5974	6.0035	5.4208
2117.8	6.4013	5.8459	5.4589	5.3174	5.5970	6.0035	5.4213
2177.8	6.3946	5.8452	5.4601	5.3175	5.5963	6.0036	5.4208
2207.8	6.4041	5.8448	5.4578	5.3175	5.5960	6.0036	5.4209
2237.8	6.4011	5.8445	5.4579	5.3174	5.5957	6.0037	5.4215
2267.8	6.4104	5.8448	5.4605	5.3174	5.5953	6.0037	5.4209
2297.8	6.4021	5.8437	5.4590	5.3173	5.5950	6.0038	5.4224
2327.8	6.4000	5.8436	5.4599	5.3172	5.5946	6.0038	5.4196
2357.8	6.4045	5.8448	5.4588	5.3172	5.5943	6.0038	5.4204
2387.8	6.4051	5.8439	5.4606	5.3171	5.5939	6.0039	5.4207
2417.8	6.4007	5.8429	5.4616	5.3171	5.5936	6.0039	5.4209
2447.8	6.4057	5.8431	5.4593	5.3170	5.5932	6.0039	5.4209
2477.8	6.4175	5.8431	5.4599	5.3169	5.5929	6.0040	5.4207
2507.8	6.4093	5.8417	5.4600	5.3169	5.5925	6.0040	5.4215
2537.8	6.4207	5.8423	5.4595	5.3168	5.5922	6.0040	5.4203
2567.8	6.4241	5.8411	5.4598	5.3168	5.5919	6.0039	5.4206
2597.8	6.4292	5.8406	5.4597	5.3167	5.5915	6.0039	5.4197
2627.8	6.4270	5.8395	5.4613	5.3166	5.5912	6.0039	5.4216
2657.8	6.4219	5.8392	5.4613	5.3166	5.5908	6.0039	5.4224
2687.8	6.4306	5.8393	5.4632	5.3165	5.5905	6.0038	5.4203
2717.8	6.4401	5.8381	5.4610	5.3165	5.5901	6.0038	5.4207
2747.8	6.4224	5.8388	5.4626	5.3164	5.5898	6.0038	5.4217
2777.8	6.4253	5.8386	5.4611	5.3163	5.5894	6.0038	5.4212
2807.8	6.4274	5.8368	5.4615	5.3163	5.5891	6.0037	5.4224
2837.8	6.4350	5.8363	5.4615	5.3162	5.5888	6.0037	5.4223
2867.8	6.4400	5.8365	5.4616	5.3162	5.5884	6.0037	5.4208
2897.8	6.4392	5.8354	5.4621	5.3161	5.5881	6.0036	5.4226
2927.8	6.4339	5.8350	5.4634	5.3160	5.5877	6.0036	5.4213
2957.8	6.4445	5.8344	5.4620	5.3160	5.5874	6.0036	5.4208
2987.8	6.4337	5.8334	5.4626	5.3159	5.5870	6.0036	5.4195
3017.8	6.4392	5.8325	5.4641	5.3159	5.5867	6.0035	5.4192
3047.8	6.4492	5.8315	5.4636	5.3158	5.5863	6.0035	5.4210
3077.8	6.4418	5.8312	5.4625	5.3157	5.5860	6.0035	5.4212
3107.8	6.4474	5.8303	5.4629	5.3157	5.5856	6.0035	5.4222
3137.8	6.4542	5.8294	5.4647	5.3156	5.5853	6.0034	5.4209
3167.8	6.4431	5.8288	5.4633	5.3156	5.5850	6.0034	5.4208
3197.8	6.4528	5.8279	5.4638	5.3155	5.5846	6.0034	5.4183
3227.8	6.4529	5.8284	5.4630	5.3154	5.5843	6.0033	5.4572
3257.9	6.4593	5.8265	5.4646	5.3154	5.5839	6.0033	5.4572
3287.9	6.4547	5.8268	5.4633	5.3153	5.5836	6.0033	5.4607
3317.9	6.4410	5.8249	5.4637	5.3153	5.5832	6.0033	5.4575
3347.9	6.4618	5.8236	5.4642	5.3152	5.5829	6.0032	5.4584
3377.9	6.4708	5.8245	5.4629	5.3151	5.5825	6.0032	5.4594
3407.9	6.4690	5.8221	5.4640	5.3151	5.5822	6.0032	5.4588
3437.9	6.4671	5.8208	5.4642	5.3150	5.5819	6.0032	5.4620
3467.9	6.4653	5.8210	5.4626	5.3150	5.5815	6.0031	5.4582
3497.9	6.4672	5.8191	5.4635	5.3149	5.5812	6.0031	5.4580
3527.9	6.4690	5.8172	5.4650	5.3148	5.5808	6.0031	5.4552
3557.9	6.4709	5.8171	5.4637	5.3148	5.5805	6.0030	5.4590
3587.9	6.4727	5.8176	5.4630	5.3147	5.5801	6.0030	5.4580
3617.9	6.4746	5.8140	5.4650	5.3147	5.5798	6.0030	5.4582
3647.9	6.4665	5.8140	5.4634	5.3146	5.5794	6.0030	5.4614
3677.9	6.4648	5.8114	5.4647	5.3145	5.5791	6.0029	5.4556
3707.9	6.4715	5.8128	5.4632	5.3145	5.5788	6.0029	5.4569
3737.9	6.4676	5.8116	5.4626	5.3144	5.5784	6.0029	5.4578
3767.9	6.4716	5.8104	5.4628	5.3144	5.5781	6.0029	5.4599
3827.9	6.4816	5.8057	5.4650	5.3136	5.5774	6.0028	5.4581
3857.9	6.4703	5.8053	5.4640	5.3130	5.5770	6.0028	5.4577
3887.9	6.4776	5.8060	5.4616	5.3123	5.5767	6.0028	5.4578
3917.9	6.4774	5.8049	5.4624	5.3117	5.5763	6.0027	5.4551
3947.9	6.4701	5.8011	5.4640	5.3110	5.5760	6.0027	5.4582
3977.9	6.4767	5.8015	5.4624	5.3103	5.5756	6.0027	5.4578
4007.9	6.4873	5.8012	5.4614	5.3097	5.5753	6.0026	5.4601
4037.9	6.4775	5.7986	5.4614	5.3090	5.5750	6.0026	5.4479
4067.9	6.4854	5.7967	5.4611	5.3084	5.5746	6.0026	5.4215
4097.9	6.4808	5.7947	5.4627	5.3077	5.5743	6.0026	5.4196
4127.9	6.4919	5.7933	5.4605	5.3071	5.5739	6.0025	5.4211
4157.9	6.4994	5.7921	5.4625	5.3064	5.5736	6.0025	5.4199
4187.9	6.5013	5.7935	5.4587	5.3057	5.5732	6.0025	5.4183
4217.9	6.4789	5.7923	5.4587	5.3051	5.5729	6.0025	5.4191
4247.9	6.4906	5.7882	5.4610	5.3044	5.5725	6.0024	5.4188
4277.9	6.4868	5.7883	5.4588	5.3038	5.5722	6.0024	5.4192
4307.9	6.5009	5.7850	5.4607	5.3031	5.5718	6.0024	5.4197
4337.9	6.5004	5.7833	5.4594	5.3024	5.5715	6.0023	5.4198
4367.9	6.4944	5.7847	5.4571	5.3018	5.5712	6.0023	5.4174
4397.9	6.5046	5.7817	5.4578	5.3011	5.5708	6.0023	5.4181
4427.9	6.4917	5.7806	5.4564	5.3005	5.5705	6.0023	5.4177
4457.9	6.5061	5.7778	5.4569	5.2998	5.5701	6.0022	5.4201
4487.9	6.5039	5.7764	5.4557	5.2992	5.5698	6.0022	5.4179
4517.9	6.5012	5.7758	5.4556	5.2985	5.5694	6.0022	5.4159
4577.9	6.4998	5.7711	5.4549	5.2972	5.5687	6.0021	5.4554
4637.9	6.5093	5.7687	5.4538	5.2959	5.5672	6.0033	5.4523
4667.9	6.5087	5.7662	5.4553	5.2952	5.5660	6.0045	5.4528
4697.9	6.5057	5.7648	5.4528	5.2941	5.5655	6.0044	5.4532
4727.9	6.5022	5.7631	5.4513	5.2931	5.5650	6.0044	5.4541
4757.9	6.5074	5.7616	5.4531	5.2920	5.5646	6.0043	5.4554
4787.9	6.4929	5.7598	5.4508	5.2910	5.5641	6.0042	5.4525
4817.9	6.5055	5.7582	5.4508	5.2899	5.5636	6.0042	5.4486
4847.9	6.5181	5.7575	5.4487	5.2888	5.5631	6.0041	5.4465
4877.9	6.5192	5.7549	5.4485	5.2878	5.5627	6.0040	5.4519
4907.9	6.5159	5.7529	5.4483	5.2867	5.5622	6.0040	5.4499
4937.9	6.5156	5.7510	5.4484	5.2857	5.5617	6.0039	5.4495
4967.9	6.5153	5.7495	5.4467	5.2846	5.5612	6.0039	5.4483
4997.9	6.5150	5.7472	5.4450	5.2828	5.5608	6.0038	5.4471
5027.9	6.5147	5.7443	5.4449	5.2811	5.5603	6.0037	5.4475
5057.9	6.5129	5.7438	5.4430	5.2793	5.5598	6.0037	5.4468
5087.9	6.5111	5.7407	5.4439	5.2775	5.5593	6.0036	5.4439
5117.9	6.5093	5.7425	5.4407	5.2758	5.5589	6.0035	5.4443
5147.9	6.5075	5.7381	5.4405	5.2740	5.5584	6.0035	5.4459
5177.9	6.5170	5.7353	5.4398	5.2722	5.5579	6.0034	5.4447
5207.9	6.5212	5.7342	5.4382	5.2705	5.5574	6.0031	5.4435
5237.9	6.5166	5.7341	5.4370	5.2687	5.5569	6.0027	5.4394
5267.9	6.5210	5.7318	5.4356	5.2669	5.5564	6.0024	5.4392
5297.9	6.5255	5.7303	5.4345	5.2652	5.5559	6.0021	5.4402
5327.9	6.5299	5.7264	5.4342	5.2634	5.5554	6.0018	5.4393
5357.9	6.5210	5.7244	5.4330	5.2617	5.5549	6.0014	5.4407
5387.9	6.5257	5.7250	5.4315	5.2599	5.5544	6.0011	5.4327
5447.9	6.5237	5.7198	5.4296	5.2564	5.5518	6.0029	5.4168
5477.9	6.5305	5.7187	5.4280	5.2546	5.5531	6.0020	5.4089
5507.9	6.5184	5.7192	5.4230	5.2528	5.5516	6.0021	5.4009
5537.9	6.5268	5.7199	5.4217	5.2511	5.5501	6.0022	5.4018
5567.9	6.5279	5.7173	5.4206	5.2493	5.5485	6.0023	5.4026
5597.9	6.5231	5.7172	5.4208	5.2475	5.5470	6.0024	5.4009
5627.9	6.5314	5.7149	5.4205	5.2458	5.5482	6.0029	5.4005
5657.9	6.5183	5.7156	5.4198	5.2440	5.5476	6.0027	5.4001
5687.9	6.5288	5.7143	5.4189	5.2422	5.5470	6.0026	5.3979
5717.9	6.5314	5.7104	5.4183	5.2405	5.5464	6.0024	5.3980
5747.9	6.5340	5.7115	5.4167	5.2387	5.5457	6.0022	5.3973
5777.9	6.5351	5.7090	5.4143	5.2369	5.5451	6.0021	5.3969
5807.9	6.5413	5.7073	5.4128	5.2352	5.5445	6.0019	5.3951
5837.9	6.5441	5.7055	5.4134	5.2334	5.5431	6.0028	5.3950
5867.9	6.5301	5.7042	5.4134	5.2316	5.5417	6.0037	5.3945
5897.9	6.5327	5.7035	5.4092	5.2299	5.5402	6.0045	5.3942
5927.9	6.5321	5.7018	5.4089	5.2281	5.5388	6.0054	5.3932
6017.9	6.5320	5.6993	5.4045	5.2228	5.5368	6.0033	5.3902
6047.9	6.5347	5.6984	5.4022	5.2210	5.5362	6.0027	5.3893
6077.9	6.5418	5.6972	5.4015	5.2193	5.5355	6.0020	5.3865
6107.9	6.5346	5.6976	5.3964	5.2175	5.5349	6.0013	5.3864
6138.0	6.4935	5.7834	5.2634	5.2157	5.5342	6.0006	5.3846
6168.0	6.4937	5.7872	5.2642	5.2140	5.5336	5.9969	5.3850
6198.0	6.5058	5.7856	5.2670	5.2122	5.5329	5.9995	5.3855
6228.0	6.5049	5.7884	5.2685	5.2105	5.5323	5.9974	5.3857
6258.0	6.5040	5.7887	5.2689	5.2087	5.5316	5.9975	5.3860
6288.0	6.5045	5.7873	5.2703	5.2069	5.5309	5.9977	5.3862
6318.0	6.5050	5.7885	5.2709	5.2052	5.5303	5.9979	5.3853
6348.0	6.5056	5.7880	5.2731	5.2034	5.5296	5.9981	5.3843
6378.0	6.5061	5.7887	5.2738	5.2016	5.5290	5.9983	5.3831
6408.0	6.5066	5.7863	5.2735	5.1999	5.5283	5.9986	5.3818
6438.0	6.5033	5.7852	5.2761	5.1981	5.5277	5.9988	5.3738
6468.0	6.5129	5.7853	5.2761	5.1963	5.5270	5.9991	5.3680
6498.0	6.5165	5.7872	5.2770	5.1946	5.5264	5.9994	5.3700
6528.0	6.5226	5.7844	5.2782	5.1928	5.5257	6.0009	5.3719
6558.0	6.5113	5.7862	5.2788	5.1910	5.5251	5.9995	5.3739
6588.0	6.5161	5.7840	5.2785	5.1893	5.5244	6.0012	5.3759
6618.0	6.5210	5.7840	5.2808	5.1875	5.5245	6.0025	5.3779
6648.0	6.5141	5.7848	5.2806	5.1880	5.5247	6.0001	5.3798
6678.0	6.5212	5.7834	5.2815	5.1876	5.5240	6.0007	5.3818
6708.0	6.5258	5.7844	5.2820	5.1875	5.5233	6.0000	5.3838
6738.0	6.5217	5.7822	5.2831	5.1875	5.5225	6.0009	5.3858
6768.0	6.5212	5.7841	5.2840	5.1876	5.5218	5.9997	5.3877
6828.0	6.5195	5.7814	5.2858	5.1875	5.5203	5.9998	5.3917
6858.0	6.5323	5.7816	5.2854	5.1874	5.5196	5.9999	5.3936
6888.0	6.5296	5.7793	5.2864	5.1857	5.5189	5.9999	5.3956
6918.0	6.5269	5.7801	5.2880	5.1854	5.5182	6.0000	5.3976
6948.0	6.5242	5.7779	5.2878	5.1839	5.5174	6.0000	5.3996
6978.0	6.5324	5.7786	5.2892	5.1847	5.5167	6.0001	5.4015
7008.0	6.5406	5.7783	5.2888	5.1838	5.5160	6.0002	5.4035
7038.0	6.5329	5.7759	5.2916	5.1828	5.5153	6.0002	5.4055
7068.0	6.5388	5.7758	5.2902	5.1819	5.5145	6.0003	5.4075
7098.0	6.5354	5.7754	5.2918	5.1810	5.5138	6.0003	5.4094
7128.0	6.5447	5.7737	5.2924	5.1800	5.5131	6.0004	5.4114
7158.0	6.5470	5.7732	5.2950	5.1791	5.5124	6.0005	5.4074
7188.0	6.5501	5.7722	5.2956	5.1782	5.5116	6.0005	5.4111
7218.0	6.5454	5.7729	5.2937	5.1772	5.5109	6.0006	5.4067
7248.0	6.5452	5.7715	5.2953	5.1763	5.5102	6.0006	5.4062
7278.0	6.5403	5.7701	5.2944	5.1754	5.5095	6.0007	5.4055
7308.0	6.5561	5.7695	5.2969	5.1744	5.5087	6.0007	5.4047
7338.0	6.5561	5.7690	5.2960	5.1735	5.5080	6.0008	5.4062
7368.0	6.5519	5.7676	5.2971	5.1726	5.5073	6.0009	5.4078
7398.0	6.5506	5.7663	5.2979	5.1716	5.5066	6.0009	5.4042
7428.0	6.5538	5.7651	5.2981	5.1707	5.5058	6.0010	5.3755
7458.0	6.5565	5.7644	5.2987	5.1698	5.5051	6.0010	5.3752
7488.0	6.5445	5.7638	5.2980	5.1688	5.5044	6.0011	5.3752
7518.0	6.5575	5.7619	5.3004	5.1679	5.5037	6.0012	5.3738
7578.0	6.5565	5.7598	5.3007	5.1660	5.5022	6.0013	5.3729
7608.0	6.5554	5.7597	5.2990	5.1651	5.5015	6.0013	5.3706
7638.0	6.5536	5.7576	5.2990	5.1642	5.5008	6.0014	5.3713
7668.0	6.5653	5.7558	5.3010	5.1632	5.5000	6.0014	5.3693
7698.0	6.5571	5.7561	5.2995	5.1623	5.4993	6.0015	5.3677
7728.0	6.5636	5.7527	5.3004	5.1614	5.4986	6.0014	5.3672
7758.0	6.5678	5.7512	5.3002	5.1604	5.4979	6.0013	5.3660
7788.0	6.5601	5.7504	5.3003	5.1595	5.4971	6.0012	5.3657
7818.0	6.5648	5.7490	5.3005	5.1586	5.4964	6.0011	5.3641
7848.0	6.5662	5.7484	5.2994	5.1576	5.4957	6.0010	5.3636
7878.0	6.5604	5.7458	5.3010	5.1567	5.4950	6.0009	5.3634
7908.0	6.5653	5.7446	5.3050	5.1558	5.4942	6.0008	5.3545
7938.0	6.5639	5.7405	5.3051	5.1548	5.4935	6.0007	5.3558
7968.0	6.5703	5.7412	5.3049	5.1539	5.4928	6.0006	5.3547
7998.0	6.5733	5.7378	5.3046	5.1530	5.4921	6.0005	5.3549
8028.0	6.5763	5.7382	5.3035	5.1520	5.4913	6.0004	5.3535
8058.0	6.5757	5.7340	5.3051	5.1511	5.4906	6.0003	5.3522
8088.0	6.5700	5.7332	5.3054	5.1502	5.4899	6.0002	5.3505
8118.0	6.5775	5.7300	5.3049	5.1492	5.4892	6.0001	5.3514
8148.0	6.5757	5.7286	5.3042	5.1483	5.4884	6.0000	5.3502
8178.0	6.5738	5.7270	5.3031	5.1474	5.4877	5.9999	5.3489
8208.0	6.5816	5.7244	5.3034	5.1464	5.4870	5.9998	5.3482
8238.0	6.5808	5.7234	5.3018	5.1455	5.4863	5.9997	5.3472
8268.0	6.5889	5.7227	5.3013	5.1447	5.4855	5.9996	5.3462
8298.0	6.5858	5.7190	5.2970	5.1439	5.4848	5.9995	5.3492
8328.0	6.5737	5.7191	5.2973	5.1432	5.4841	5.9994	5.3472
8358.0	6.5856	5.7163	5.2980	5.1424	5.4834	5.9993	5.3457
8388.0	6.5876	5.7124	5.2987	5.1416	5.4826	5.9992	5.3450
8418.0	6.5897	5.7130	5.2990	5.1408	5.4819	5.9991	5.3442
8448.0	6.5917	5.7086	5.2993	5.1353	5.4815	5.9990	5.3430
8478.0	6.5918	5.7063	5.2989	5.1298	5.4810	5.9989	5.3423
8508.0	6.5606	5.7245	5.2609	5.1242	5.4806	5.9988	5.3252
8538.0	6.5640	5.7270	5.2600	5.1187	5.4802	5.9989	5.3080
8568.0	6.5581	5.7257	5.2583	5.1192	5.4797	5.9988	5.3086
8598.0	6.5586	5.7253	5.2632	5.1197	5.4793	5.9990	5.3092
8628.0	6.5591	5.7262	5.2608	5.1202	5.4789	5.9998	5.3102
8658.0	6.5596	5.7251	5.2612	5.1207	5.4784	6.0011	5.3113
8688.0	6.5601	5.7252	5.2629	5.1212	5.4780	6.0019	5.3099
8718.0	6.5612	5.7254	5.2640	5.1217	5.4776	6.0013	5.3098
8748.0	6.5622	5.7256	5.2629	5.1222	5.4772	6.0006	5.3103
8778.0	6.5633	5.7257	5.2648	5.1227	5.4767	6.0000	5.3109
8808.0	6.5644	5.7288	5.2634	5.1232	5.4763	5.9994	5.3106
8838.0	6.5559	5.7266	5.2673	5.1232	5.4759	6.0013	5.3102
8868.0	6.5722	5.7266	5.2652	5.1232	5.4754	6.0013	5.3116
8898.0	6.5582	5.7287	5.2620	5.1232	5.4750	6.0013	5.3114
8928.0	6.5646	5.7283	5.2647	5.1231	5.4746	6.0013	5.3113
8958.0	6.5711	5.7266	5.2639	5.1231	5.4741	6.0013	5.3118
8988.0	6.5729	5.7270	5.2652	5.1231	5.4737	6.0013	5.3123
9018.1	6.5748	5.7270	5.2644	5.1231	5.4733	6.0013	5.3115
9078.1	6.5642	5.7293	5.2628	5.1231	5.4724	6.0013	5.3115
9108.1	6.5638	5.7272	5.2664	5.1231	5.4720	6.0013	5.3117
9138.1	6.5634	5.7289	5.2651	5.1231	5.4715	6.0013	5.3125
9168.1	6.5631	5.7303	5.2646	5.1230	5.4711	5.9999	5.3120
9198.1	6.5627	5.7291	5.2656	5.1230	5.4707	6.0003	5.3110
9228.1	6.5531	5.7283	5.2647	5.1230	5.4702	6.0008	5.3128
9258.1	6.5589	5.7308	5.2632	5.1230	5.4698	6.0012	5.3108
9288.1	6.5612	5.7292	5.2671	5.1230	5.4694	6.0017	5.3103
9318.1	6.5635	5.7297	5.2657	5.1230	5.4689	6.0021	5.3112
9348.1	6.5658	5.7293	5.2639	5.1230	5.4685	6.0026	5.3132
9378.1	6.5682	5.7283	5.2644	5.1230	5.4681	6.0030	5.3116
9408.1	6.5705	5.7316	5.2667	5.1229	5.4677	6.0026	5.3116
9438.1	6.5728	5.7285	5.2659	5.1229	5.4672	6.0021	5.3126
9468.1	6.5718	5.7304	5.2659	5.1229	5.4668	6.0016	5.3106
9498.1	6.5708	5.7298	5.2654	5.1229	5.4664	6.0012	5.3112
9528.1	6.5697	5.7316	5.2667	5.1229	5.4659	6.0002	5.3119
9558.1	6.5687	5.7316	5.2661	5.1229	5.4655	6.0005	5.3123
9588.1	6.5677	5.7305	5.2666	5.1229	5.4651	6.0007	5.3127
9618.1	6.5582	5.7274	5.2692	5.1229	5.4646	6.0006	5.3129
9648.1	6.5671	5.7286	5.2686	5.1228	5.4642	6.0006	5.3131
9678.1	6.5733	5.7268	5.2680	5.1228	5.4628	6.0033	5.3133
9708.1	6.5627	5.7278	5.2648	5.1228	5.4626	6.0024	5.3130
9738.1	6.5676	5.7270	5.2658	5.1228	5.4617	6.0020	5.3128
9768.1	6.5781	5.7257	5.2681	5.1217	5.4607	6.0023	5.3125
9798.1	6.5877	5.7253	5.2678	5.1213	5.4598	6.0026	5.3121
9828.1	6.5852	5.7251	5.2685	5.1209	5.4589	6.0024	5.3125
9858.1	6.5723	5.7250	5.2687	5.1204	5.4579	6.0009	5.3110
9888.1	6.5736	5.7231	5.2657	5.1200	5.4570	6.0027	5.3117
9918.1	6.5762	5.7226	5.2667	5.1196	5.4561	6.0049	5.3116
9948.1	6.5872	5.7223	5.2681	5.1187	5.4551	6.0031	5.3106
9978.1	6.5824	5.7226	5.2662	5.1182	5.4542	6.0013	5.3099
10008	6.5845	5.7223	5.2676	5.1178	5.4533	6.0023	5.3096
10068	6.5981	5.7201	5.2686	5.1168	5.4514	6.0024	5.3090
10098	6.5748	5.7195	5.2671	5.1169	5.4505	6.0022	5.3091
10128	6.5864	5.7179	5.2688	5.1167	5.4495	6.0020	5.3095
10158	6.6039	5.7184	5.2687	5.1164	5.4486	6.0019	5.3086
10188	6.5974	5.7180	5.2678	5.1149	5.4477	6.0018	5.3076
10218	6.5893	5.7164	5.2687	5.1140	5.4467	6.0017	5.3065
10248	6.5889	5.7168	5.2693	5.1131	5.4458	6.0018	5.3065
10308	6.6067	5.7139	5.2691	5.1113	5.4439	6.0019	5.3057
10338	6.6030	5.7118	5.2693	5.1108	5.4430	6.0030	5.3053
10368	6.5879	5.7118	5.2694	5.1099	5.4425	6.0042	5.3042
10398	6.5941	5.7099	5.2697	5.1090	5.4420	6.0053	5.3052
10458	6.6034	5.7097	5.2687	5.1072	5.4411	6.0047	5.3041
10488	6.6081	5.7067	5.2696	5.1062	5.4406	6.0044	5.3036
10518	6.6069	5.7063	5.2690	5.1053	5.4401	6.0041	5.3044
10548	6.6013	5.7059	5.2686	5.1044	5.4396	6.0038	5.3026
10578	6.5957	5.7034	5.2683	5.1035	5.4368	6.0035	5.3007
10608	6.6078	5.7027	5.2679	5.1038	5.4361	6.0032	5.3010
10638	6.6080	5.7020	5.2667	5.1029	5.4354	6.0029	5.3005
10698	6.6083	5.6983	5.2688	5.1002	5.4341	6.0031	5.2996
10728	6.6164	5.6964	5.2700	5.0988	5.4334	6.0033	5.2991
10758	6.6155	5.6949	5.2680	5.0975	5.4327	6.0034	5.2969
10788	6.6196	5.6937	5.2686	5.0971	5.4320	6.0035	5.2962
10818	6.6251	5.6924	5.2677	5.0966	5.4313	6.0036	5.2949
10848	6.6191	5.6918	5.2670	5.0962	5.4307	6.0038	5.2964
10908	6.6193	5.6875	5.2657	5.0925	5.4293	6.0040	5.2963
10938	6.6194	5.6870	5.2651	5.0925	5.4288	6.0034	5.2946
10968	6.6195	5.6850	5.2614	5.0924	5.4282	6.0028	5.2939
10998	6.6196	5.6812	5.2576	5.0884	5.4250	6.0049	5.2931
11028	6.6198	5.6809	5.2539	5.0895	5.4261	6.0018	5.2924
