run_id,row_index,row_v,approach_u,approach_v,slope_in,slope_out,delta_tau_u,delta_tau_v,nearest_real_magnet_id,A_real,A_mirror,A_half_column_shift,A_cyclic_row_shift,A_stagger_inversion,x_P_approach,x_P_exit,delta_x_P,joint_positive,A_wrong_mean
3,1,0.25,0.28701502407124974,0.23,-0.41469114751923736,-0.016052321932084484,0.3670096971298652,0.07614770301609253,8,0.26372089403675186,0.26372089403675136,-0.34062584972644633,-0.34062584972644633,-0.34062584972644633,0.9018811039588497,1.5566012599933796,0.6547201560345299,True,-0.1895391637856469
3,2,0.5,0.27254199239016047,0.48,-0.15311919871921517,-0.20679475028471614,-0.05115482292682175,-0.009199248962373119,13,0.046869858924034155,0.046869858924034155,-0.04676500973496686,-0.046765009734966834,-0.04676500973496686,0.8335307467089019,0.32171543820690257,-0.5118153085019994,False,-0.0233562925702166
3,3,0.75,0.2431138407465185,0.73,0.022408601342398773,0.11281298980936759,0.08969892029015103,-0.006052305219052756,19,0.08261390643557037,0.08261390643557036,-0.08391697505690951,-0.08391697505690951,-0.08391697505690951,0.319180590535723,0.7813386798229784,0.46215808928725544,True,-0.042284254683789546
3,4,1.0,0.26041763388927536,0.98,0.07594880898146798,-0.0704465632951223,-0.14600311531036492,0.000399531869514802,24,0.13873178584007564,0.13873178584007564,-0.13013283197422454,-0.1301328319742245,-0.13013283197422454,0.9454518523410244,0.853014804812378,-0.09243704752864634,False,-0.06291667752064949
4,0,0.0,0.42239943169023425,-0.02,-0.2543704892695219,-0.11111424333357442,0.1360854288563918,0.024745696482614377,3,-0.08502884740839065,-0.08502884740839092,0.13795498337747364,-0.08502884740839065,0.13795498337747364,1.007690261376282,0.30931836229331006,-0.6983718990829719,False,0.026463067984541427
4,1,0.25,0.368222229926718,0.23,-0.10319037769218646,-0.44659515782298925,-0.3051323383071758,-0.08163676551694199,8,0.26984320741794565,0.26984320741794576,-0.30172748457220233,-0.30172748457220233,-0.30172748457220233,1.6642008139803752,1.1472188230538762,-0.516981990926499,False,-0.1588348115746653
4,2,0.5,0.26151388203055365,0.48,-0.3880289719576886,-0.29079991903642105,0.08251690583112764,0.027948188195786594,13,-0.06983187508250152,-0.06983187508250153,0.08610782572698172,0.08610782572698172,0.08610782572698172,0.9406518174230712,0.2677299403576164,-0.6729218770654548,False,0.047122900524610906
4,3,0.75,0.18234513383454568,0.73,-0.20087789075678777,-0.20418880514472232,-0.0031171595667853214,-0.0006313271011562094,18,0.0028800905103795707,0.0028800905103795707,-0.0025361943731231165,-0.0025361943731231165,-0.002536194373123115,0.22264871970931222,0.42623054332665444,0.20358182361734223,True,-0.0011821231522474445
4,4,1.0,0.14507873172019986,0.98,0.003515346032810651,0.1805397927468731,0.17415218384349607,-0.015903247883796157,24,0.15819795904696288,0.15819795904696288,-0.16563760028555258,-0.1656376002855526,-0.16563760028555258,0.16942596328152648,0.8911571567797418,0.7217311934982154,True,-0.08467871045242373
5,0,0.0,0.525322620047534,-0.02,0.17912683397024756,0.3761984394132391,0.17578622609044406,-0.04837293817433319,4,0.15728784392651163,0.1572878439265116,-0.16793099265778355,0.15728784392651163,-0.16793099265778355,1.9230979425797565,1.6618253817087438,-0.2612725608710127,False,-0.0053215743656359685
5,1,0.25,0.5640565237046318,0.23,-0.027974071954651576,-0.05666117398342234,-0.028607304541387796,-0.0012103445595724738,9,0.026946517060080857,0.026946517060080857,-0.02558650757522034,-0.025586507575220362,-0.025586507575220362,1.6675881418485852,1.205935366473129,-0.46165277537545624,False,-0.012453251416395052
5,2,0.5,0.5588957482360919,0.48,-0.008170104330415692,0.3396615337642536,0.32978527538825747,-0.05309625173504762,15,0.27331409604774237,0.2733140960477422,-0.3293444048580103,-0.3293444048580103,-0.3293444048580103,0.9580596558897314,1.6095252822438322,0.6514656263541008,True,-0.17867977963157217
5,3,0.75,0.6082529455013057,0.73,0.09833645636540893,0.2040384412712203,0.10205496702332172,-0.015387407496957106,21,0.09643593455865714,0.09643593455865712,-0.05315256273971351,-0.0531525627397131,-0.0531525627397131,1.7766787775221298,1.553673261520387,-0.2230055160017428,False,-0.015755438415120646
5,4,1.0,0.6446878840951649,0.98,-0.033797770635413234,-0.12377300039111194,-0.08905718669475399,-0.0070023201421438586,26,0.0784270955059503,0.07842709550595033,-0.08613146984461312,-0.08613146984461312,-0.08613146984461312,1.3159132066806056,1.12634063084935,-0.18957257583125564,False,-0.04499182850697225
