identity,family,delta_r_ohm,pair,condition,window,x_p,x_r,local_loss,null_loss,occupied_b4,occupied_b8,occupied_b16,occupied_b32,cycle_rho,cycle_miss_signed,cycle_miss_abs,cycle_closure,coherent_nonclosure,best_rho,best_lag,best_miss_abs,orientation
coupled_0,coupled,0.0,1,reversed,7,1.2217668361837322,2.0,0.14803155994379788,0.09772431101790625,3,5,7,11,0.6086068018932006,-0.045869707836977296,0.045869707836977296,False,False,0.8128669221758492,1,0.0040344487311919485,0.0040344487311919485
coupled_0,coupled,0.0,1,wrong_record,7,1.4692863304519608,2.0,0.6486820951592194,0.6099878659973489,3,5,10,13,0.459770398493418,-0.003267131144617081,0.003267131144617081,False,False,0.7791184812159279,1,0.021960782742045794,0.021960782742045794
coupled_0,coupled,0.0,1,chronological,8,1.1591718566439546,1.034779200015283,0.214337143485769,0.41426643187764767,3,4,6,10,0.3318824961398119,0.021078087496382444,0.021078087496382444,False,False,0.8671557578692636,1,0.010224170961615165,-0.010224170961615165
coupled_0,coupled,0.0,1,shuffled,8,1.1591718566439546,1.9336488886362706,0.5936651740111141,0.6140361649935357,3,4,6,10,0.39740842153598765,0.04345463659899112,0.04345463659899112,False,False,0.5587448959014344,2,0.00016276890095736558,0.014976074870755023
coupled_0,coupled,0.0,1,reversed,8,1.1591718566439546,1.871773465196234,0.4536713400020566,0.4847502632531382,3,4,6,10,0.33188249613981186,-0.02107808749638244,0.02107808749638244,False,False,0.8671557578692636,1,0.010224170961615164,0.010224170961615164
coupled_0,coupled,0.0,1,wrong_record,8,1.6679700005769238,1.609551718768523,0.4372285840133397,0.5432923700617284,3,6,9,18,0.2109825437859191,-0.14545466063666554,0.14545466063666554,False,False,0.8072859828139219,1,0.011310203517215062,0.011310203517215062
coupled_0,coupled,0.0,1,chronological,9,0.6643856189774717,0.5782876543037477,0.015189279450974043,0.05253191673013243,3,4,5,6,0.6494496680073042,0.01616355884849794,0.01616355884849794,False,False,0.8642324747304745,1,0.008696210004227703,0.008696210004227703
coupled_0,coupled,0.0,1,shuffled,9,0.6643856189774717,2.0,0.2915581913733014,0.2901761499284704,3,4,5,6,0.5873942835162975,0.001424314349372598,0.001424314349372598,False,False,0.7496278231622127,9,0.003143648559582195,0.016361256219417784
coupled_0,coupled,0.0,1,reversed,9,0.6643856189774717,1.9825252790378216,0.4530273500057928,0.4570205028867631,3,4,5,6,0.6494496680073042,-0.01616355884849794,0.01616355884849794,False,False,0.8642324747304745,1,0.008696210004227703,-0.008696210004227703
coupled_0,coupled,0.0,1,wrong_record,9,1.386278830596192,1.9965669199020855,0.17225887169768417,0.172555069384934,3,6,9,13,0.4209139202546135,-0.0038520740719135845,0.0038520740719135845,False,False,0.8467015751550302,1,0.014307335627277543,0.014307335627277543
coupled_0,coupled,0.0,1,chronological,10,1.5627562382434066,0.637021011618462,0.21305353633055416,0.6689058365257209,3,5,9,15,0.5212376603887637,-0.03608480492692527,0.03608480492692527,False,False,0.8426158976886491,1,0.0032752635743380394,0.0032752635743380394
coupled_0,coupled,0.0,1,shuffled,10,1.5627562382434066,1.7974845171461462,0.43276309189977646,0.4815208006207157,3,5,9,15,0.39183939339235946,-0.006901724989124328,0.006901724989124328,False,False,0.6168683621534665,6,0.03394520016241621,-0.015762347852730882
coupled_0,coupled,0.0,1,reversed,10,1.5627562382434066,0.7513832962035573,0.15290733051671487,0.4070022085646438,3,5,9,15,0.5212376603887637,0.036084804926925285,0.036084804926925285,False,False,0.842615897688649,1,0.0032752635743380377,-0.0032752635743380377
coupled_0,coupled,0.0,1,wrong_record,10,1.4307573148634818,0.7245474943014527,0.3922522725263053,1.0827510290529172,3,4,7,13,0.4446134014265549,-0.08431010647309348,0.08431010647309348,False,False,0.8083032454225437,1,0.0004938723205186637,0.0004938723205186637
coupled_0,coupled,0.0,1,chronological,11,1.2602958517722112,1.0702087866544692,0.05052503874707786,0.094420900626357,3,5,8,11,0.4240425240561714,-0.026873182700518902,0.026873182700518902,False,False,0.7767812985643494,1,0.006816234289446834,0.006816234289446834
coupled_0,coupled,0.0,1,shuffled,11,1.2602958517722112,1.9473752757474974,0.2703467072032685,0.2776523976350642,3,5,8,11,0.4129105851389238,0.05060929847837981,0.05060929847837981,False,False,0.5944837619163194,4,0.02650309593512504,0.020872187480117713
coupled_0,coupled,0.0,1,reversed,11,1.2602958517722112,1.6707518210585393,0.3649306188612461,0.43684599263825646,3,5,8,11,0.4240425240561714,0.026873182700518895,0.026873182700518895,False,False,0.7767812985643495,1,0.006816234289446835,-0.006816234289446835
coupled_0,coupled,0.0,1,wrong_record,11,0.35097750043269366,1.6125333885879578,1.068164432409764,1.3248276779498134,4,4,4,6,0.3105245627942243,0.03334822223650919,0.03334822223650919,False,False,0.816781929897028,1,0.013992396359162673,0.013992396359162673
coupled_0,coupled,0.0,1,chronological,12,1.0112733522049056,0.6376860408814503,0.028264559270106397,0.08864725729619961,4,5,8,11,0.6746197020520504,0.014923023180680431,0.014923023180680431,False,False,0.8917675239616981,1,0.02259346346315435,0.02259346346315435
coupled_0,coupled,0.0,1,shuffled,12,1.0112733522049056,2.0,0.11966079846865973,0.057559622754768565,4,5,8,11,0.4728450612172278,-0.05237857014037241,0.05237857014037241,False,False,0.65946646762952,3,0.015405407348657724,-0.03141829776612858
coupled_0,coupled,0.0,1,reversed,12,1.0112733522049056,1.7416557976228677,0.39805904749415505,0.4571041511617319,4,5,8,11,0.6746197020520504,-0.014923023180680431,0.014923023180680431,False,False,0.8917675239616981,1,0.022593463463154353,-0.022593463463154353
coupled_0,coupled,0.0,1,wrong_record,12,0.733435452801868,0.7434471046344595,0.01027938158061242,0.027653296425618926,3,4,4,7,0.6447167627604996,-0.0019369906088942698,0.0019369906088942698,False,False,0.8726496410371217,1,0.014448411628832133,0.014448411628832133
coupled_0,coupled,0.0,1,chronological,13,0.9586664710381466,1.222031154416827,0.5377885517965573,0.8801552232982123,4,6,8,11,0.16865270414974246,0.09579787339703688,0.09579787339703688,False,False,0.8161870584715222,16,0.13863103966906573,0.006543058724942824
coupled_0,coupled,0.0,1,shuffled,13,0.9586664710381466,2.0,0.8110021709163404,0.8096202466442004,4,6,8,11,0.24124341672529043,-0.15568998284957333,0.15568998284957333,False,False,0.4197686730901705,7,0.058153444981173946,0.010008731566063257
coupled_0,coupled,0.0,1,reversed,13,0.9586664710381466,0.9054992469203905,0.31794228654754264,0.702247489722088,4,6,8,11,0.16865270414974243,-0.0957978733970369,0.0957978733970369,False,False,0.8161870584715222,16,0.13863103966906573,-0.006543058724942827
coupled_0,coupled,0.0,1,wrong_record,13,1.4079992204829133,1.0672629807837473,0.4329757765168493,0.8113759856992182,4,7,12,17,0.1520430004324151,0.019082810673277,0.019082810673277,False,False,0.868839899039572,16,0.17773277522323092,0.02947678749543246
coupled_0,coupled,0.0,1,chronological,14,0.6643856189774717,1.9791544441324904,0.4652314480434538,0.4701315245232169,3,4,5,6,0.4690731015849461,-0.005274601086743099,0.005274601086743099,False,False,0.8760092567444344,1,0.01086447144416598,0.01086447144416598
coupled_0,coupled,0.0,1,shuffled,14,0.6643856189774717,2.0,0.3017660965397905,0.2744238766977099,3,4,5,6,0.6186630195249285,0.0012326013218539077,0.0012326013218539077,False,False,0.8041584879802125,16,0.018818373599970864,-0.00882806915835604
coupled_0,coupled,0.0,1,reversed,14,0.6643856189774717,2.0,0.002014484197195987,0.0010974249258527858,3,4,5,6,0.46907310158494625,0.005274601086743099,0.005274601086743099,False,False,0.8760092567444344,1,0.01086447144416598,-0.01086447144416598
coupled_0,coupled,0.0,1,wrong_record,14,1.404900711474488,1.951657366348619,0.5170089593638991,0.5298152926619265,3,5,8,13,0.40307222084090416,0.05550141065654359,0.05550141065654359,False,False,0.689902797140534,1,0.002122953854758154,-0.002122953854758154
coupled_0,coupled,0.0,1,chronological,15,0.9926514713266094,1.9537271110428658,0.5287562082551583,0.5412794911495264,4,6,9,11,0.5430032218849736,-0.01526058283329574,0.01526058283329574,False,False,0.8775886559074834,1,0.01791928971925022,0.01791928971925022
coupled_0,coupled,0.0,1,shuffled,15,0.9926514713266094,2.0,0.5444744019956019,0.18177117695284054,4,6,9,11,0.5229821081386065,0.03544188082594015,0.03544188082594015,False,False,0.7034047380380924,2,0.008404103557501827,-0.0007601697711022052
coupled_0,coupled,0.0,1,reversed,15,0.9926514713266094,0.2408057998048224,0.004946158890892649,0.041080064474373984,4,6,9,11,0.5430032218849735,0.015260582833295748,0.015260582833295748,False,False,0.8775886559074837,1,0.017919289719250213,-0.017919289719250213
coupled_0,coupled,0.0,1,wrong_record,15,1.2970853654340473,1.8076390807573566,0.3340794732951617,0.3696307264558482,3,5,7,12,0.4565536909911026,-0.1065545083206789,0.1065545083206789,False,False,0.8250239414759556,1,0.006472306645757847,-0.006472306645757847
coupled_0,coupled,0.0,1,chronological,16,1.3999999999999992,1.5885092759932353,0.2447016632518905,0.308089687545435,3,4,8,12,0.1234538265657161,0.04778633901460942,0.04778633901460942,False,False,0.8507978055014773,1,0.011996062027168838,-0.011996062027168838
coupled_0,coupled,0.0,1,shuffled,16,1.3999999999999992,2.0,0.5178093093416054,0.4264641971211022,3,4,8,12,0.5732234203674913,0.003227489402805787,0.003227489402805787,False,False,0.5732234203674913,8,0.003227489402805787,0.04512877610659923
coupled_0,coupled,0.0,1,reversed,16,1.3999999999999992,1.56203213356971,0.33966162952225704,0.4348971089935631,3,4,8,12,0.1234538265657161,-0.04778633901460942,0.04778633901460942,False,False,0.8507978055014773,1,0.011996062027168838,0.011996062027168838
coupled_0,coupled,0.0,1,wrong_record,16,1.241673970893915,2.0,0.12816909424699696,0.10101924553826595,3,4,6,11,0.3981913848007091,0.030540546890459454,0.030540546890459454,False,False,0.8521440067945973,1,0.016005592875607353,-0.016005592875607353
coupled_0,coupled,0.0,1,chronological,17,0.9660149997115371,1.9180633720377358,0.5261731735541988,0.5486504577741834,3,4,6,8,0.46491002867587744,0.05216298600725358,0.05216298600725358,False,False,0.8669114224335556,1,0.011685151160024608,-0.011685151160024608
coupled_0,coupled,0.0,1,shuffled,17,0.9660149997115371,1.9628942790173627,0.2804397286114037,0.28574104230595,3,4,6,8,0.5350347662643999,-0.008260735305059793,0.008260735305059793,False,False,0.7287530394671035,14,0.004247121361232518,-0.009547776399642391
coupled_0,coupled,0.0,1,reversed,17,0.9660149997115371,1.1102490549037456,0.14595401715195644,0.2629212184550972,3,4,6,8,0.46491002867587744,-0.05216298600725358,0.05216298600725358,False,False,0.8669114224335557,1,0.011685151160024604,0.011685151160024604
coupled_0,coupled,0.0,1,wrong_record,17,1.0153631194101655,1.8260100311777137,0.45914416726120366,0.5028933679680516,3,4,5,9,0.39778840757408557,0.058391515413028186,0.058391515413028186,False,False,0.882065635490723,1,0.0017001552370370424,0.0017001552370370424
coupled_0,coupled,0.0,1,chronological,18,1.3522938303077292,1.2741199102899041,0.34497729479130257,0.5415146439597022,3,6,8,13,0.22927632756065683,-0.18369154970900697,0.18369154970900697,False,False,0.83019258337119,16,0.035478785800072604,0.012611843076938968
coupled_0,coupled,0.0,1,shuffled,18,1.3522938303077292,2.0,0.5837751863065843,0.41659395987432996,3,6,8,13,0.26594001920349725,-0.1041849622308327,0.1041849622308327,False,False,0.5284039426087538,1,0.0059775695298224674,0.0059775695298224674
coupled_0,coupled,0.0,1,reversed,18,1.3522938303077292,0.9338280679960561,0.21636657932054948,0.4633970357838147,3,6,8,13,0.22927632756065683,0.18369154970900697,0.18369154970900697,False,False,0.8301925833711901,16,0.0354787858000726,-0.012611843076938967
coupled_0,coupled,0.0,1,wrong_record,18,1.4690498338243954,1.5903298326907338,0.39697380587532727,0.4992345584106583,3,5,8,14,0.35069115156319675,0.14448668093519804,0.14448668093519804,False,False,0.7794515297393352,16,0.05266809138304841,0.02699670980132947
coupled_0,coupled,0.0,1,chronological,19,1.404900711474488,1.1722430977716867,0.5373053430378886,0.9167131699205577,3,5,8,13,0.2638811980459791,0.05881723519291992,0.05881723519291992,False,False,0.8925881924955953,16,0.17239416825758694,-0.002658714879720515
coupled_0,coupled,0.0,1,shuffled,19,1.404900711474488,2.0,0.821255385290526,0.5672011936340408,3,5,8,13,0.30176014255209926,-0.04266706066018649,0.04266706066018649,False,False,0.5156794192121462,12,0.06112436881954169,-0.02242979356753335
coupled_0,coupled,0.0,1,reversed,19,1.404900711474488,0.8647291410606355,0.3330499396986969,0.7702988690544041,3,5,8,13,0.26388119804597915,-0.05881723519291988,0.05881723519291988,False,False,0.8925881924955953,16,0.17239416825758694,0.002658714879720514
coupled_0,coupled,0.0,1,wrong_record,19,1.2745496966810486,1.5469556623879421,0.5710002720428625,0.7382244829970678,4,7,11,15,0.2678032151945966,-0.06687055519294768,0.06687055519294768,False,False,0.7979084153814405,1,0.010286349003825374,-0.010286349003825374
coupled_0,coupled,0.0,1,chronological,20,0.644478484267289,1.832293081207094,0.26322511034228974,0.28731769283206593,4,6,7,8,0.546044404002066,0.01570739235899691,0.01570739235899691,False,False,0.8403841437792167,1,0.011688481521050054,-0.011688481521050054
coupled_0,coupled,0.0,1,shuffled,20,0.644478484267289,2.0,0.4224063271025856,0.410483996714824,4,6,7,8,0.6821899557525161,-0.009921196994727538,0.009921196994727538,False,False,0.7675327293274115,1,0.0040782430251120804,-0.0040782430251120804
coupled_0,coupled,0.0,1,reversed,20,0.644478484267289,2.0,0.14768987421766988,0.13909079104251199,4,6,7,8,0.5460444040020659,-0.01570739235899691,0.01570739235899691,False,False,0.8403841437792166,1,0.011688481521050056,0.011688481521050056
coupled_0,coupled,0.0,1,wrong_record,20,1.0679700005769244,1.4258740125168303,0.052769865415620426,0.07401757091073649,3,4,6,9,0.8591319274043796,0.007177554280951782,0.007177554280951782,True,False,0.9018800121589203,1,0.005049117364374112,0.005049117364374112
coupled_0,coupled,0.0,1,chronological,21,0.9586664710381466,1.903902154344907,0.4385467543979857,0.46068202969062816,4,6,8,11,0.3131059934686634,0.018393923091049764,0.018393923091049764,False,False,0.6784540692818015,1,0.03406845897223958,0.03406845897223958
coupled_0,coupled,0.0,1,shuffled,21,0.9586664710381466,2.0,0.6655925088434741,0.4015545360200686,4,6,8,11,0.22256303173923808,0.08579131941490135,0.08579131941490135,False,False,0.4387787732711408,15,0.03486387258834448,-0.0041236770418689546
coupled_0,coupled,0.0,1,reversed,21,0.9586664710381466,1.8940861004024343,0.619178922266754,0.6538022977257452,4,6,8,11,0.3131059934686634,-0.018393923091049764,0.018393923091049764,False,False,0.6784540692818016,1,0.034068458972239576,-0.034068458972239576
coupled_0,coupled,0.0,1,wrong_record,21,1.0480628658667412,1.7807397271063539,0.21502763187784552,0.24150371736498366,3,5,7,9,0.44933428695505423,0.021346450912428736,0.021346450912428736,False,False,0.8692017075607973,15,0.023771930298362474,-0.003333269107256438
coupled_0,coupled,0.0,1,chronological,22,1.34739311883324,0.8455763945609829,0.188772149942754,0.4464934242653808,4,6,10,16,0.20357726485469796,-0.02373067869550132,0.02373067869550132,False,False,0.9193324721549795,16,0.04067866149228388,0.049338835575544374
coupled_0,coupled,0.0,1,shuffled,22,1.34739311883324,2.0,0.5594135759507579,0.3439796825799827,4,6,10,16,0.22267126863412248,-0.09712652028071597,0.09712652028071597,False,False,0.5226506346669842,16,0.06309709387584272,0.007210160245125825
coupled_0,coupled,0.0,1,reversed,22,1.34739311883324,1.26021560323204,0.3011602603759718,0.47795037548113906,4,6,10,16,0.20357726485469796,0.02373067869550132,0.02373067869550132,False,False,0.9193324721549794,16,0.04067866149228389,-0.049338835575544374
coupled_0,coupled,0.0,1,wrong_record,22,0.9141879867708571,0.9484420453922585,0.27593976185189206,0.5818800699367316,4,7,8,11,0.10234512281887108,0.2062370047177322,0.2062370047177322,False,False,0.7448600334038786,16,0.13394673306622135,0.019632593619777854
coupled_0,coupled,0.0,1,chronological,23,0.7464334851326767,1.4612670255595044,0.9924790415363564,1.3583814924672595,4,6,7,9,0.15931577368525093,0.11258062705630263,0.11258062705630263,False,False,0.856516442681053,16,0.24106297858085154,0.00521621957369069
coupled_0,coupled,0.0,1,shuffled,23,0.7464334851326767,2.0,0.7566644103698598,0.7064281958571553,4,6,7,9,0.1682435910081034,0.2519418606158321,0.2519418606158321,False,False,0.36406490420351484,15,0.044607557209572685,-0.18366974565793745
coupled_0,coupled,0.0,1,reversed,23,0.7464334851326767,1.3036989479646883,0.8134965550733477,1.2479822221892012,4,6,7,9,0.1593157736852509,-0.11258062705630262,0.11258062705630262,False,False,0.856516442681053,16,0.24106297858085154,-0.005216219573690692
coupled_0,coupled,0.0,1,wrong_record,23,1.0846494498621269,2.0,0.8972164023132851,0.6916115056381996,4,8,10,13,0.29264718900372394,-0.01973500420192993,0.01973500420192993,False,False,0.7118031606800669,1,0.006952665800679435,0.006952665800679435
coupled_0,coupled,0.0,1,chronological,24,1.0983706192659342,1.9496677749123448,0.2634427662975639,0.27024375094819225,2,3,5,6,0.7574182169457525,-0.0044261431065844336,0.0044261431065844336,False,False,0.8634841939860451,1,0.006298065275013568,0.006298065275013568
coupled_0,coupled,0.0,1,shuffled,24,1.0983706192659342,1.7557426566292005,0.2142026740596245,0.2440023579205691,2,3,5,6,0.6770946473007958,-0.009505885339083099,0.009505885339083099,False,False,0.8610239837097882,15,0.021848798396048787,0.0026164994462793923
coupled_0,coupled,0.0,1,reversed,24,1.0983706192659342,2.0,0.10201143561517306,0.09400138663169395,2,3,5,6,0.7574182169457525,0.004426143106584435,0.004426143106584435,False,False,0.8634841939860453,1,0.006298065275013565,-0.006298065275013565
coupled_0,coupled,0.0,1,wrong_record,24,1.0679700005769244,1.903252109678883,0.3964501318303106,0.416602855516813,4,6,9,12,0.5974807521662803,0.05195448736270168,0.05195448736270168,False,False,0.8527867290997387,1,0.001178270168049392,0.001178270168049392
coupled_0,coupled,0.0,1,chronological,25,1.0112733522049056,1.783664218245697,0.550815840047647,0.617622795157483,4,5,8,11,0.44586718985606033,0.004578411401741541,0.004578411401741541,False,False,0.8263704644968364,1,0.013184176321710019,0.013184176321710019
coupled_0,coupled,0.0,1,shuffled,25,1.0112733522049056,2.0,0.5630742753295713,0.553725790019601,4,5,8,11,0.5108443650920521,0.0366017831720335,0.0366017831720335,False,False,0.6636017168611845,5,0.0073733131095001314,0.05051062332310356
coupled_0,coupled,0.0,1,reversed,25,1.0112733522049056,0.4340070835902578,0.03636525371966544,0.16757907921151605,4,5,8,11,0.44586718985606033,-0.004578411401741544,0.004578411401741544,False,False,0.8263704644968364,1,0.013184176321710017,-0.013184176321710017
coupled_0,coupled,0.0,1,wrong_record,25,1.1392647219337717,2.0,0.4268220124281392,0.4216154321117897,3,5,7,10,0.4898611457887663,-0.02176508367662838,0.02176508367662838,False,False,0.8131151828057814,1,0.0037117874859806848,-0.0037117874859806848
coupled_0,coupled,0.0,1,chronological,26,1.2217668361837322,1.8141472098491105,0.39062965340595773,0.43064824208885216,3,5,7,11,0.4154058212664464,-0.0019892865076580227,0.0019892865076580227,False,False,0.7683442102338732,1,0.00801050869849596,0.00801050869849596
coupled_0,coupled,0.0,1,shuffled,26,1.2217668361837322,2.0,0.36853850920918274,0.3586190356405462,3,5,7,11,0.5094441990638177,-0.005629497696392054,0.005629497696392054,False,False,0.6066238264059057,5,0.004868843004645363,-0.02066741046592106
coupled_0,coupled,0.0,1,reversed,26,1.2217668361837322,2.0,0.23957532538617665,0.2230599891398093,3,5,7,11,0.4154058212664464,0.0019892865076580153,0.0019892865076580153,False,False,0.768344210233873,1,0.008010508698495967,-0.008010508698495967
coupled_0,coupled,0.0,1,wrong_record,26,1.2217668361837322,1.6371937380183745,0.34270962806179683,0.4186549460867173,3,5,7,11,0.43513877853501526,0.043740417527400266,0.043740417527400266,False,False,0.8462947216108079,1,0.0009972357489687193,0.0009972357489687193
