identity,family,stratum,condition,window,window_id,x_p,x_r,local_loss,null_loss,occupied_b4,occupied_b8,occupied_b16,occupied_b32,cycle_rho,cycle_miss_signed,cycle_miss_abs,cycle_closure,best_rho,best_lag,best_miss_abs,any_coherent_return,median_rho,orientation
single:driven1,single,driven1,shuffled,5,single:driven1:w005,0.5999999999999995,1.8844527272413694,1.0678565454367759,1.1333333333333333,4,8,8,8,0.1912634699861825,-0.3996147020014543,0.3996147020014543,False,0.30028923665332397,1,0.3174559907980725,False,0.16591380814099793,-0.3174559907980725
single:driven1,single,driven1,reversed,5,single:driven1:w005,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven1,single,driven1,chronological,6,single:driven1:w006,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven1,single,driven1,shuffled,6,single:driven1:w006,0.5999999999999995,1.6979452113371545,0.7923744319573386,0.9333333333333331,4,8,8,8,0.14494075096605769,-0.05223643082780975,0.05223643082780975,False,0.45815811159807823,4,0.5,False,0.14901692994500315,0.12499999999999999
single:driven1,single,driven1,reversed,6,single:driven1:w006,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven2,single,driven2,chronological,0,single:driven2:w000,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven2,single,driven2,shuffled,0,single:driven2:w000,0.5999999999999995,1.4209897544661738,0.791354252094614,1.1138071187457699,4,8,8,8,0.08683423054666449,0.4546529168419577,0.4546529168419577,False,0.4447059114159811,16,0.2046529168419577,False,0.19111307322937104,0.4245404230714755
single:driven2,single,driven2,reversed,0,single:driven2:w000,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven2,single,driven2,chronological,1,single:driven2:w001,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven2,single,driven2,shuffled,1,single:driven2:w001,0.5999999999999995,2.0,1.053549438575351,0.9860423984300825,4,8,8,8,0.3556831691469113,-0.24773799360871973,0.24773799360871973,False,0.3556831691469113,8,0.24773799360871973,False,0.17623321609517367,0.24131814032102442
single:driven2,single,driven2,reversed,1,single:driven2:w001,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven2,single,driven2,chronological,2,single:driven2:w002,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven2,single,driven2,shuffled,2,single:driven2:w002,0.5999999999999995,2.0,1.0151579467481198,1.0080880229039761,4,8,8,8,0.3367370710702337,-0.366839202536043,0.366839202536043,False,0.4262315660558596,6,0.22538529799854573,False,0.18882786157813558,-0.1967881108023211
single:driven2,single,driven2,reversed,2,single:driven2:w002,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven2,single,driven2,chronological,3,single:driven2:w003,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven2,single,driven2,shuffled,3,single:driven2:w003,0.5999999999999995,1.9063722069590752,1.243719338615804,1.3048022144633622,4,8,8,8,0.09997707474091869,-0.1726090895493226,0.1726090895493226,False,0.22523285296552886,2,0.31250000000000006,False,0.10746981266505684,-0.03971283575866311
single:driven2,single,driven2,reversed,3,single:driven2:w003,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven2,single,driven2,chronological,4,single:driven2:w004,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven2,single,driven2,shuffled,4,single:driven2:w004,0.5999999999999995,1.87088763753371,1.0860012290405232,1.160947570824873,4,8,8,8,0.24639963991337216,0.2770433619923482,0.2770433619923482,False,0.45597472810226425,5,0.22785998566336854,False,0.14449998301910263,-0.12500000000000017
single:driven2,single,driven2,reversed,4,single:driven2:w004,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
single:driven2,single,driven2,chronological,5,single:driven2:w005,0.5999999999999995,0.06492355752920331,0.03029766018029488,0.9333333333333333,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,0.125
single:driven2,single,driven2,shuffled,5,single:driven2:w005,0.5999999999999995,1.9725039229261603,1.071259859664219,1.0861928812542303,4,8,8,8,0.22238168426590793,0.3450025541893161,0.3450025541893161,False,0.4740027390696648,11,0.16398956518868468,False,0.1135991927596561,0.4719349986870958
single:driven2,single,driven2,reversed,5,single:driven2:w005,0.5999999999999995,0.06492355752920335,0.030297660180294894,0.9333333333333332,4,8,8,8,1.0,0.0,0.0,True,1.0,2,0.25,True,1.0,-0.125
double:free,double,free,chronological,0,double:free:w000,1.1032713307404232,0.4368135376166863,0.12960680453310386,0.5934193580183257,4,6,8,13,0.9921690943249166,0.002520131756636713,0.002520131756636713,True,0.9921690943249166,8,0.002520131756636713,True,0.6431131094467318,0.11768190585949427
double:free,double,free,shuffled,0,double:free:w000,1.1032713307404232,1.74281926896943,0.7243501048849615,0.8312394954334958,4,6,8,13,0.21003784987035404,0.23559623801404966,0.23559623801404966,False,0.37163953936190813,14,0.015244843247373107,False,0.1860100041091087,0.47803376603970826
double:free,double,free,reversed,0,double:free:w000,1.1032713307404232,0.7225079723444017,0.22702124931574622,0.6284255897664498,4,6,8,13,0.9921690943249166,-0.002520131756636713,0.002520131756636713,True,0.9921690943249166,8,0.002520131756636713,True,0.6431131094467318,-0.11768190585949426
double:free,double,free,broken_lineage,0,double:free:w000,1.596861438078776,0.10702704313064389,0.046432876371841354,0.8676849329596538,4,8,14,21,0.9930964129856136,0.4719239983941077,0.4719239983941077,False,0.9930964129856136,8,0.4719239983941077,True,0.9045622874511087,0.05507390221516113
double:free,double,free,chronological,1,double:free:w001,1.0679700005769244,0.1772254654910593,0.06793949439181653,0.7667012661365412,4,6,9,12,0.9985626551979407,-0.00047842876584848633,0.00047842876584848633,True,0.9985626551979407,8,0.00047842876584848633,True,0.7486336203700933,0.11777621608684459
double:free,double,free,shuffled,1,double:free:w001,1.0679700005769244,2.0,1.0633731043579306,0.8692561668667937,4,6,9,12,0.11510579330078946,0.23907159824209998,0.23907159824209998,False,0.3342602217348253,15,0.038683758737449316,False,0.23591648477195865,-0.40533998808280586
double:free,double,free,reversed,1,double:free:w001,1.0679700005769244,0.18361316577468006,0.061273313587415716,0.6674174297785045,4,6,9,12,0.9985626551979407,0.00047842876584848617,0.00047842876584848617,True,0.9985626551979407,8,0.00047842876584848617,True,0.7486336203700933,-0.11777621608684459
double:free,double,free,broken_lineage,1,double:free:w001,1.5332448005606345,0.16127412718055917,0.07476348317203328,0.9271602888705097,4,8,13,20,0.9680279740362399,-0.4804375452763908,0.4804375452763908,False,0.9830109327139172,16,0.061553658349437254,True,0.8686773056607517,0.06659294492227447
double:free,double,free,chronological,2,double:free:w002,1.3304153393159381,0.3138579917575277,0.12080447192268907,0.7698033830281885,4,7,11,16,0.3105688476068074,-0.0024365440852650534,0.0024365440852650534,False,0.7988625914937226,1,0.10397358262601285,False,0.2614599211327548,0.10397358262601285
double:free,double,free,shuffled,2,double:free:w002,1.3304153393159381,2.0,1.051227789438464,0.833888411814101,4,7,11,16,0.2769681208089518,-0.27711186092261475,0.27711186092261475,False,0.43507864113936723,11,0.0889521808990956,False,0.22595835959577537,0.1917779708373761
double:free,double,free,reversed,2,double:free:w002,1.3304153393159381,0.8160791564970171,0.3049779875308873,0.7474225633699346,4,7,11,16,0.3105688476068074,0.002436544085265044,0.002436544085265044,False,0.7988625914937227,1,0.10397358262601285,False,0.26145992113275474,-0.10397358262601285
double:free,double,free,broken_lineage,2,double:free:w002,1.6570370903040814,0.21704319142695075,0.14182492661368015,1.3068820604899143,4,8,15,22,0.6174288368103139,-0.478626821498228,0.478626821498228,False,0.9606128163783468,1,0.0632810552839056,True,0.6076559622156119,0.0632810552839056
double:free,double,free,chronological,3,double:free:w003,1.3400879436282174,0.1831332290702949,0.07795272375022416,0.8513225496646745,4,8,13,16,0.8050116822954906,0.49031296609654007,0.49031296609654007,False,0.9915880270626778,16,0.008896340121850735,True,0.8064148612982648,0.05919803504706916
double:free,double,free,shuffled,3,double:free:w003,1.3400879436282174,2.0,1.1350971378675774,0.7887870863393798,4,8,13,16,0.10333167548821383,0.42816650998514794,0.42816650998514794,False,0.28510167082912025,11,0.29647893477571846,False,0.10508518862572588,-0.20043669345541032
double:free,double,free,reversed,3,double:free:w003,1.3400879436282174,0.22970534673611812,0.08645920494970391,0.7527835653649533,4,8,13,16,0.8050116822954906,-0.49031296609654007,0.49031296609654007,False,0.9915880270626778,16,0.008896340121850735,True,0.8064148612982647,-0.05919803504706916
double:free,double,free,broken_lineage,3,double:free:w003,1.4888444516943686,0.819196395613708,0.7316005306753751,1.7861419669145158,4,8,13,19,0.733750201993784,0.21370068919872034,0.21370068919872034,False,0.9856098799168523,1,0.027669655791953605,True,0.8328070651165502,0.027669655791953605
double:free,double,free,chronological,4,double:free:w004,1.2611268575093417,0.10124542970730667,0.04424817791264334,0.8740775369428857,4,8,12,15,0.8531576747790266,0.49332160059908126,0.49332160059908126,False,0.9998186918236334,16,0.00014473484173472493,True,0.8555142759775277,0.059132812765372515
double:free,double,free,shuffled,4,double:free:w004,1.2611268575093417,1.773080642605822,0.9052362153168795,1.0210885997677939,4,8,12,15,0.0617730870321172,0.27202601323037245,0.27202601323037245,False,0.27874816650950734,15,0.09476067908753044,False,0.128079026756547,-0.10864593214027649
double:free,double,free,reversed,4,double:free:w004,1.2611268575093417,0.0652921136523267,0.02678006995041077,0.820315607885255,4,8,12,15,0.8531576747790266,-0.49332160059908126,0.49332160059908126,False,0.9998186918236334,16,0.00014473484173472499,True,0.8555142759775276,-0.059132812765372515
double:free,double,free,broken_lineage,4,double:free:w004,1.5486783726651268,1.3008156164822238,1.1946076491718602,1.8367055776935086,4,7,12,20,0.8231568268006364,0.19691578533470153,0.19691578533470153,False,0.9902504279358315,1,0.025392634973620938,True,0.8905211472566835,0.025392634973620938
double:free,double,free,chronological,5,double:free:w005,1.3925656483784215,0.8358953682620672,0.30503554381598735,0.7298414500135227,4,8,13,17,0.22064689124175083,-0.24928929131469071,0.24928929131469071,False,0.8438376002531578,1,0.08323980689077336,True,0.1893456494343635,0.08323980689077336
double:free,double,free,shuffled,5,double:free:w005,1.3925656483784215,1.2572796357790956,0.8350564096153349,1.328354306952371,4,8,13,17,0.14135779472282675,-0.35817068012534575,0.35817068012534575,False,0.3534408588084125,16,0.2744163835597718,False,0.17089955611654417,-0.06760346105895594
double:free,double,free,reversed,5,double:free:w005,1.3925656483784215,0.8092958614576667,0.3201182264949976,0.7911030853868826,4,8,13,17,0.22064689124175083,0.24928929131469066,0.24928929131469066,False,0.8438376002531577,1,0.08323980689077336,True,0.1893456494343635,-0.08323980689077336
double:free,double,free,broken_lineage,5,double:free:w005,1.6157469148105956,1.0523308005593663,0.5596237854135514,1.06358910167047,4,8,13,22,0.7253982882263124,0.3318722194104042,0.3318722194104042,False,0.9736854602786432,1,0.0398685116610094,True,0.7006659777234197,0.0398685116610094
double:free,double,free,chronological,6,double:free:w006,1.3925656483784215,0.2841039915616766,0.18135371922638163,1.276671392256812,4,8,13,17,0.16083747978736007,-0.17120174655672257,0.17120174655672257,False,0.668498324621397,1,0.08236727621029195,False,0.18971164564677,0.08236727621029195
double:free,double,free,shuffled,6,double:free:w006,1.3925656483784215,2.0,0.9041438315269026,0.8436232460445103,4,8,13,17,0.1869756650214694,-0.018043343434797084,0.018043343434797084,False,0.32677220876285756,12,0.15708279376977194,False,0.11921921195558376,0.08431644593584907
double:free,double,free,reversed,6,double:free:w006,1.3925656483784215,0.6369550090095719,0.3625953996938514,1.138527508426902,4,8,13,17,0.16083747978736007,0.1712017465567226,0.1712017465567226,False,0.668498324621397,1,0.08236727621029195,False,0.18971164564677,-0.08236727621029195
double:free,double,free,broken_lineage,6,double:free:w006,1.6167685727889596,0.21625031334190603,0.11883770123803536,1.0990754131314955,4,8,15,21,0.6287497956589047,0.49951335053256574,0.49951335053256574,False,0.9517505703060265,1,0.05342772288606541,True,0.774230653370318,0.05342772288606541
double:free,double,free,chronological,7,double:free:w007,1.3304153393159381,0.308953369655009,0.133088677813795,0.8615454038414126,4,7,11,16,0.7821237186613839,-0.48133918381561713,0.48133918381561713,False,0.9975780859867878,16,0.0017216892443221903,True,0.6842505559348218,0.06306337527404299
double:free,double,free,shuffled,7,double:free:w007,1.3304153393159381,1.9623130776687951,1.075280822610936,1.0959319742070486,4,7,11,16,0.015062857319332568,0.3685629638688243,0.3685629638688243,False,0.42989798985104705,10,0.3558922001880488,False,0.1658905262018574,0.4309344928743999
double:free,double,free,reversed,7,double:free:w007,1.3304153393159381,0.4170463074119644,0.18025434075957752,0.8644332178753458,4,7,11,16,0.7821237186613837,0.48133918381561713,0.48133918381561713,False,0.9975780859867878,16,0.0017216892443221903,True,0.6842505559348218,-0.06306337527404299
double:free,double,free,broken_lineage,7,double:free:w007,1.7323556195543965,0.6794842517103379,0.5269787713236133,1.5511140103605012,4,8,15,24,0.8909396478379439,0.28085203408892395,0.28085203408892395,False,0.9958160412011089,16,0.45059097070429754,True,0.9361413670328808,0.03477099203905361
double:free,double,free,chronological,8,double:free:w008,1.2318060720678028,0.5897773455662201,0.25419698395108187,0.8620099970338405,4,6,10,14,0.7407920927522585,-0.48350981774521606,0.48350981774521606,False,0.9994414532100239,16,0.001999898830075728,True,0.6507591803749816,0.06943487188933817
double:free,double,free,shuffled,8,double:free:w008,1.2318060720678028,2.0,0.9177118656015197,0.9034193141494627,4,6,10,14,0.08836311076538914,-0.4336616917970519,0.4336616917970519,False,0.40377282019364324,14,0.2465043364764961,False,0.16311434721522444,0.35644212313272855
double:free,double,free,reversed,8,double:free:w008,1.2318060720678028,0.5675778176741789,0.25227209097590386,0.8889427427226271,4,6,10,14,0.7407920927522585,0.48350981774521606,0.48350981774521606,False,0.999441453210024,16,0.0019998988300757277,True,0.6507591803749816,-0.06943487188933817
double:free,double,free,broken_lineage,8,double:free:w008,1.7676918329865376,0.7526868573095149,0.6001474458278925,1.5946802843698487,4,8,15,25,0.9100936981894622,0.25613505955202825,0.25613505955202825,False,0.997236975704761,16,0.48097328685684226,True,0.9465662816714042,0.03096359839839501
double:free,double,free,chronological,9,double:free:w009,1.2318060720678028,0.6505876925582571,0.2810441841821841,0.863970183871924,4,6,10,14,0.7373251845345623,-0.4869820307922325,0.4869820307922325,False,0.9995765783716912,16,0.0014050258832782072,True,0.6457230732086127,0.07158796198114993
double:free,double,free,shuffled,9,double:free:w009,1.2318060720678028,2.0,0.938092756945088,0.9208043233915374,4,6,10,14,0.24457923382178962,0.30353652496873,0.30353652496873,False,0.4204198312537432,12,0.13639674896018503,False,0.21441718334624477,-0.08197928359897955
double:free,double,free,reversed,9,double:free:w009,1.2318060720678028,0.6428062453780536,0.287550302094728,0.8946717744648266,4,6,10,14,0.7373251845345623,0.4869820307922325,0.4869820307922325,False,0.9995765783716912,16,0.0014050258832782067,True,0.6457230732086126,-0.07158796198114993
double:free,double,free,broken_lineage,9,double:free:w009,1.6542251172624252,0.8442839678377398,0.6949966286333067,1.6463575173960328,4,8,13,23,0.9595946677832302,0.23837532892631738,0.23837532892631738,False,0.9950868571711806,16,0.44742683804188665,True,0.9622028329412304,0.027905696221129105
double:free,double,free,chronological,10,double:free:w010,1.3828930440661418,0.39340199671851067,0.16811803361486508,0.8546882579000121,4,7,11,17,0.7601657746867216,-0.48460964822823693,0.48460964822823693,False,0.9952362621160831,16,0.004530466861441053,True,0.6380043313422362,0.06382272855921163
double:free,double,free,shuffled,10,double:free:w010,1.3828930440661418,2.0,1.3321187733138222,1.290273174084404,4,7,11,17,0.2277098579672091,-0.014591881532920103,0.014591881532920103,False,0.29187981677924046,2,0.14040674770079983,False,0.18433862697021489,0.04258079363219127
double:free,double,free,reversed,10,double:free:w010,1.3828930440661418,0.7279136989217806,0.3271278348282743,0.8988093926871582,4,7,11,17,0.7601657746867216,0.48460964822823693,0.48460964822823693,False,0.9952362621160831,16,0.004530466861441053,True,0.6380043313422363,-0.06382272855921163
double:free,double,free,broken_lineage,10,double:free:w010,1.5332448005606345,1.4046381144753295,1.2669054734580516,1.8038887887237423,4,8,13,20,0.9438759059349913,0.20494645170831804,0.20494645170831804,False,0.9901776897922931,1,0.025604839943634147,True,0.9540654432458711,0.025604839943634147
double:free,double,free,chronological,11,double:free:w011,1.4692863304519608,1.5803625616777155,0.27749556843015577,0.3511796282184336,3,4,8,13,0.9899379314009442,-0.009437602881915494,0.009437602881915494,True,0.9899379314009442,8,0.009437602881915494,True,0.4233280634832487,0.040675485636441966
double:free,double,free,shuffled,11,double:free:w011,1.4692863304519608,2.0,0.414402322946244,0.39604113980502914,3,4,8,13,0.31938490128310326,0.03835960306966455,0.03835960306966455,False,0.5331133701242057,14,0.027309318687619367,False,0.4112182709762851,0.026380273573752448
double:free,double,free,reversed,11,double:free:w011,1.4692863304519608,1.6390325962033296,0.27570556081654907,0.3364247440291255,3,4,8,13,0.9899379314009442,0.009437602881915494,0.009437602881915494,True,0.9899379314009442,8,0.009437602881915494,True,0.42332806348324875,-0.04067548563644196
double:free,double,free,broken_lineage,11,double:free:w011,1.695515292755911,0.16148138344782081,0.0681690336167111,0.8442958830450996,4,8,15,23,0.9935971483749024,0.43646950954305824,0.43646950954305824,False,0.9935971483749024,8,0.43646950954305824,True,0.9677735187242897,0.05170926846261342
double:free,double,free,chronological,12,double:free:w012,1.404900711474488,1.4496784477330769,0.2981865696060273,0.4113830485268153,3,5,8,13,0.9478103245359624,-0.01705111832968906,0.01705111832968906,True,0.9478103245359624,8,0.01705111832968906,True,0.36048929356830617,0.0194771899881201
double:free,double,free,shuffled,12,double:free:w012,1.404900711474488,1.9146026683409565,0.4158360325409347,0.4343836341785373,3,5,8,13,0.6853615500291035,0.013964214635522554,0.013964214635522554,False,0.6853615500291035,8,0.013964214635522554,False,0.4703889962622301,-0.0035674098279329354
double:free,double,free,reversed,12,double:free:w012,1.404900711474488,1.823943454172936,0.2886731257560457,0.3165373631464294,3,5,8,13,0.9478103245359624,0.01705111832968906,0.01705111832968906,True,0.9478103245359624,8,0.01705111832968906,True,0.3604892935683062,-0.01947718998812009
double:free,double,free,broken_lineage,12,double:free:w012,1.4493481196986275,0.14490019783472927,0.0743862490619907,1.0267239130595862,4,6,10,18,0.9936502243082891,-0.48707545493646226,0.48707545493646226,False,0.9936502243082891,8,0.48707545493646226,True,0.8286482006696876,0.05105854482837321
double:free,double,free,chronological,13,double:free:w013,1.4791718473820892,2.0,0.6110044202458094,0.4522269783790415,4,7,11,19,0.5689593134797724,-0.02926216963163967,0.02926216963163967,False,0.613547842767659,1,0.0617059121941957,False,0.29895476067694415,0.0617059121941957
double:free,double,free,shuffled,13,double:free:w013,1.4791718473820892,2.0,0.738621356643637,0.4907634857815269,4,7,11,19,0.1278000012659205,-0.22059110287629444,0.22059110287629444,False,0.541061168784904,4,0.05612857152704549,False,0.3131832281928664,0.07344614296923903
double:free,double,free,reversed,13,double:free:w013,1.4791718473820892,2.0,0.694132221458159,0.5829552446132349,4,7,11,19,0.5689593134797724,0.02926216963163967,0.02926216963163967,False,0.6135478427676588,1,0.061705912194195724,False,0.2989547606769441,-0.061705912194195724
double:free,double,free,broken_lineage,13,double:free:w013,1.5754783972954738,0.4365136106709567,0.19255680513409226,0.8822488024513916,4,8,13,21,0.8869690081856731,0.4596386325434795,0.4596386325434795,False,0.9402106615010987,1,0.05029198963269996,True,0.835336602220738,0.05029198963269996
double:free,double,free,chronological,14,double:free:w014,1.5332448005606345,0.9805226972259504,0.4577396682472713,0.9336646046894932,4,8,13,20,0.43619055581871097,0.0177806796839454,0.0177806796839454,False,0.6286742503581579,1,0.0921065323022102,False,0.36943333753240404,0.0921065323022102
double:free,double,free,shuffled,14,double:free:w014,1.5332448005606345,1.9185516790289965,1.2035468477593105,1.2546410512834776,4,8,13,20,0.11316458512197407,0.38655315194946455,0.38655315194946455,False,0.3003094635383354,2,0.16746706383978205,False,0.14696445801716818,0.3673967904129674
double:free,double,free,reversed,14,double:free:w014,1.5332448005606345,1.352887467303581,0.6548626876321177,0.9680963176298979,4,8,13,20,0.4361905558187109,-0.017780679683945404,0.017780679683945404,False,0.6286742503581579,1,0.0921065323022102,False,0.36943333753240404,-0.0921065323022102
double:free,double,free,broken_lineage,14,double:free:w014,1.6167685727889596,0.11153684857333047,0.05547805128424973,0.9947932363854695,4,8,15,21,0.8956354326573508,0.4753005105322245,0.4753005105322245,False,0.9253060002747987,1,0.05576811717077593,True,0.868207649744029,0.05576811717077593
double:free,double,free,chronological,15,double:free:w015,1.6371299555938983,0.8660282286768589,0.5958357602952351,1.376019257953217,4,8,14,22,0.6481527030925233,-0.021582092863122834,0.021582092863122834,False,0.8446725529131919,13,0.3661138128604782,True,0.47125373673074994,0.10713111309894516
double:free,double,free,shuffled,15,double:free:w015,1.6371299555938983,1.685553354933705,1.1774698387281177,1.3971314942734983,4,8,14,22,0.24574170715546892,-0.018545615621559357,0.018545615621559357,False,0.3182168428546127,7,0.02460069989388539,False,0.18161626970373396,-0.04171325184179655
double:free,double,free,reversed,15,double:free:w015,1.6371299555938983,0.9470214148782536,0.6659829105148037,1.4064790934013263,4,8,14,22,0.6481527030925233,0.021582092863122834,0.021582092863122834,False,0.8446725529131917,13,0.3661138128604782,True,0.4712537367307499,-0.10713111309894516
double:free,double,free,broken_lineage,15,double:free:w015,1.596861438078776,0.1132105800000507,0.04919565661388623,0.869099983656372,4,8,14,21,0.9426215739551932,0.46082637575478325,0.46082637575478325,False,0.97142912305245,1,0.05591831388889627,True,0.9310320765012524,0.05591831388889627
double:free,double,free,chronological,16,double:free:w016,1.7141371736342068,0.5868077880211047,0.3456669342920142,1.1781266075479633,4,8,16,23,0.7629425897410523,-0.011465551379104258,0.011465551379104258,False,0.9516256827117229,7,0.12712984766848195,True,0.7311347589059118,0.11917164195901415
