path_id,direction,duration,duration_hat,absolute_error,abrupt_intercept,abrupt_slope,abrupt_r2,positive_window_count
q11:d31:t320:r6:irrational_to_rational,irrational_to_rational,320,0.0,320.0,0.0,0.0,1.0,0
q11:d31:t320:r6:rational_to_irrational,rational_to_irrational,320,0.0,320.0,0.0,0.0,1.0,0
q11:d31:t320:r7:irrational_to_rational,irrational_to_rational,320,-64.0,384.0,47.99999999999997,0.35,0.98,1
q11:d31:t320:r7:rational_to_irrational,rational_to_irrational,320,-64.0,384.0,8.910181616578326e-15,0.6,0.96,0
q11:d31:t320:r8:irrational_to_rational,irrational_to_rational,320,80.0,240.0,48.00000000000002,0.42499999999999993,0.9796610169491526,3
q11:d31:t320:r8:rational_to_irrational,rational_to_irrational,320,-16.0,336.0,-15.999999999999893,0.8499999999999998,0.996551724137931,1
q11:d31:t320:r9:irrational_to_rational,irrational_to_rational,320,128.0,192.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t320:r9:rational_to_irrational,rational_to_irrational,320,32.0,288.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q11:d31:t448:r0:irrational_to_rational,irrational_to_rational,448,256.0,192.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t448:r0:rational_to_irrational,rational_to_irrational,448,160.0,288.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t448:r10:irrational_to_rational,irrational_to_rational,448,256.0,192.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t448:r10:rational_to_irrational,rational_to_irrational,448,160.0,288.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t448:r11:irrational_to_rational,irrational_to_rational,448,256.0,192.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t448:r11:rational_to_irrational,rational_to_irrational,448,144.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t448:r1:irrational_to_rational,irrational_to_rational,448,256.0,192.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t448:r1:rational_to_irrational,rational_to_irrational,448,144.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t448:r2:irrational_to_rational,irrational_to_rational,448,160.0,288.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t448:r2:rational_to_irrational,rational_to_irrational,448,80.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t448:r3:irrational_to_rational,irrational_to_rational,448,-32.0,480.0,48.0,0.3999999999999999,0.9846153846153847,2
q11:d31:t448:r3:rational_to_irrational,rational_to_irrational,448,-64.0,512.0,1.236054661406883e-13,0.7499999999999998,1.0,0
q11:d31:t448:r4:irrational_to_rational,irrational_to_rational,448,-80.0,528.0,2.6416278739585927e-14,0.24999999999999992,1.0,0
q11:d31:t448:r4:rational_to_irrational,rational_to_irrational,448,-144.0,592.0,4.579784323690768e-14,0.39999999999999997,0.9142857142857143,0
q11:d31:t448:r5:irrational_to_rational,irrational_to_rational,448,0.0,448.0,0.0,0.0,1.0,0
q11:d31:t448:r5:rational_to_irrational,rational_to_irrational,448,0.0,448.0,0.0,0.0,1.0,0
q11:d31:t448:r6:irrational_to_rational,irrational_to_rational,448,0.0,448.0,0.0,0.0,1.0,0
q11:d31:t448:r6:rational_to_irrational,rational_to_irrational,448,0.0,448.0,0.0,0.0,1.0,0
q11:d31:t448:r7:irrational_to_rational,irrational_to_rational,448,-112.0,560.0,47.99999999999997,0.35,0.98,0
q11:d31:t448:r7:rational_to_irrational,rational_to_irrational,448,-112.0,560.0,8.910181616578326e-15,0.6,0.96,0
q11:d31:t448:r8:irrational_to_rational,irrational_to_rational,448,16.0,432.0,48.00000000000002,0.42499999999999993,0.9796610169491526,2
q11:d31:t448:r8:rational_to_irrational,rational_to_irrational,448,-32.0,480.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q11:d31:t448:r9:irrational_to_rational,irrational_to_rational,448,208.0,240.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t448:r9:rational_to_irrational,rational_to_irrational,448,96.0,352.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t576:r0:irrational_to_rational,irrational_to_rational,576,352.0,224.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t576:r0:rational_to_irrational,rational_to_irrational,576,256.0,320.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t576:r10:irrational_to_rational,irrational_to_rational,576,352.0,224.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t576:r10:rational_to_irrational,rational_to_irrational,576,256.0,320.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t576:r11:irrational_to_rational,irrational_to_rational,576,288.0,288.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t576:r11:rational_to_irrational,rational_to_irrational,576,208.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t576:r1:irrational_to_rational,irrational_to_rational,576,288.0,288.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t576:r1:rational_to_irrational,rational_to_irrational,576,208.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t576:r2:irrational_to_rational,irrational_to_rational,576,64.0,512.0,32.00000000000004,0.49999999999999983,1.0,2
q11:d31:t576:r2:rational_to_irrational,rational_to_irrational,576,0.0,576.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q11:d31:t576:r3:irrational_to_rational,irrational_to_rational,576,-112.0,688.0,48.0,0.3999999999999999,0.9846153846153847,1
q11:d31:t576:r3:rational_to_irrational,rational_to_irrational,576,-128.0,704.0,1.236054661406883e-13,0.7499999999999998,1.0,0
q11:d31:t576:r4:irrational_to_rational,irrational_to_rational,576,-80.0,656.0,2.6416278739585927e-14,0.24999999999999992,1.0,0
q11:d31:t576:r4:rational_to_irrational,rational_to_irrational,576,-144.0,720.0,4.579784323690768e-14,0.39999999999999997,0.9142857142857143,0
q11:d31:t576:r5:irrational_to_rational,irrational_to_rational,576,0.0,576.0,0.0,0.0,1.0,0
q11:d31:t576:r5:rational_to_irrational,rational_to_irrational,576,0.0,576.0,0.0,0.0,1.0,0
q11:d31:t576:r6:irrational_to_rational,irrational_to_rational,576,0.0,576.0,0.0,0.0,1.0,0
q11:d31:t576:r6:rational_to_irrational,rational_to_irrational,576,0.0,576.0,0.0,0.0,1.0,0
q11:d31:t576:r7:irrational_to_rational,irrational_to_rational,576,-160.0,736.0,47.99999999999997,0.35,0.98,0
q11:d31:t576:r7:rational_to_irrational,rational_to_irrational,576,-208.0,784.0,8.910181616578326e-15,0.6,0.96,0
q11:d31:t576:r8:irrational_to_rational,irrational_to_rational,576,16.0,560.0,48.00000000000002,0.42499999999999993,0.9796610169491526,2
q11:d31:t576:r8:rational_to_irrational,rational_to_irrational,576,-32.0,608.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q11:d31:t576:r9:irrational_to_rational,irrational_to_rational,576,80.0,496.0,32.00000000000004,0.49999999999999983,1.0,2
q11:d31:t576:r9:rational_to_irrational,rational_to_irrational,576,16.0,560.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q11:d31:t704:r0:irrational_to_rational,irrational_to_rational,704,416.0,288.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t704:r0:rational_to_irrational,rational_to_irrational,704,336.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t704:r10:irrational_to_rational,irrational_to_rational,704,416.0,288.0,32.00000000000004,0.49999999999999983,1.0,3
q11:d31:t704:r10:rational_to_irrational,rational_to_irrational,704,336.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q11:d31:t704:r11:irrational_to_rational,irrational_to_rational,704,144.0,560.0,32.00000000000004,0.49999999999999983,1.0,2
q11:d31:t704:r11:rational_to_irrational,rational_to_irrational,704,80.0,624.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q11:d31:t704:r1:irrational_to_rational,irrational_to_rational,704,144.0,560.0,32.00000000000004,0.49999999999999983,1.0,2
q11:d31:t704:r1:rational_to_irrational,rational_to_irrational,704,80.0,624.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q11:d31:t704:r2:irrational_to_rational,irrational_to_rational,704,48.0,656.0,32.00000000000004,0.49999999999999983,1.0,2
q11:d31:t704:r2:rational_to_irrational,rational_to_irrational,704,32.0,672.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q11:d31:t704:r3:irrational_to_rational,irrational_to_rational,704,-176.0,880.0,48.0,0.3999999999999999,0.9846153846153847,0
q11:d31:t704:r3:rational_to_irrational,rational_to_irrational,704,-240.0,944.0,1.236054661406883e-13,0.7499999999999998,1.0,0
q11:d31:t704:r4:irrational_to_rational,irrational_to_rational,704,-80.0,784.0,2.6416278739585927e-14,0.24999999999999992,1.0,0
q11:d31:t704:r4:rational_to_irrational,rational_to_irrational,704,-144.0,848.0,4.579784323690768e-14,0.39999999999999997,0.9142857142857143,0
q11:d31:t704:r5:irrational_to_rational,irrational_to_rational,704,0.0,704.0,0.0,0.0,1.0,0
q11:d31:t704:r5:rational_to_irrational,rational_to_irrational,704,0.0,704.0,0.0,0.0,1.0,0
q11:d31:t704:r6:irrational_to_rational,irrational_to_rational,704,0.0,704.0,0.0,0.0,1.0,0
q11:d31:t704:r6:rational_to_irrational,rational_to_irrational,704,0.0,704.0,0.0,0.0,1.0,0
q11:d31:t704:r7:irrational_to_rational,irrational_to_rational,704,-160.0,864.0,47.99999999999997,0.35,0.98,0
q11:d31:t704:r7:rational_to_irrational,rational_to_irrational,704,-208.0,912.0,8.910181616578326e-15,0.6,0.96,0
q11:d31:t704:r8:irrational_to_rational,irrational_to_rational,704,-128.0,832.0,48.00000000000002,0.42499999999999993,0.9796610169491526,1
q11:d31:t704:r8:rational_to_irrational,rational_to_irrational,704,-144.0,848.0,-15.999999999999893,0.8499999999999998,0.996551724137931,1
q11:d31:t704:r9:irrational_to_rational,irrational_to_rational,704,112.0,592.0,32.00000000000004,0.49999999999999983,1.0,2
q11:d31:t704:r9:rational_to_irrational,rational_to_irrational,704,48.0,656.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t320:r0:irrational_to_rational,irrational_to_rational,320,0.0,320.0,0.0,0.0,1.0,0
q18:d37:t320:r0:rational_to_irrational,rational_to_irrational,320,0.0,320.0,0.0,0.0,1.0,0
q18:d37:t320:r10:irrational_to_rational,irrational_to_rational,320,176.0,144.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
q18:d37:t320:r10:rational_to_irrational,rational_to_irrational,320,176.0,144.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,4
q18:d37:t320:r11:irrational_to_rational,irrational_to_rational,320,320.0,0.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t320:r11:rational_to_irrational,rational_to_irrational,320,288.0,32.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,4
q18:d37:t320:r1:irrational_to_rational,irrational_to_rational,320,-16.0,336.0,48.0,0.4749999999999999,0.9626666666666667,2
q18:d37:t320:r1:rational_to_irrational,rational_to_irrational,320,-80.0,400.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t320:r2:irrational_to_rational,irrational_to_rational,320,64.0,256.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t320:r2:rational_to_irrational,rational_to_irrational,320,16.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t320:r3:irrational_to_rational,irrational_to_rational,320,192.0,128.0,32.00000000000008,0.575,0.9887850467289719,4
q18:d37:t320:r3:rational_to_irrational,rational_to_irrational,320,144.0,176.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,4
q18:d37:t320:r4:irrational_to_rational,irrational_to_rational,320,176.0,144.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
q18:d37:t320:r4:rational_to_irrational,rational_to_irrational,320,176.0,144.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,4
q18:d37:t320:r5:irrational_to_rational,irrational_to_rational,320,320.0,0.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t320:r5:rational_to_irrational,rational_to_irrational,320,288.0,32.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,4
q18:d37:t320:r6:irrational_to_rational,irrational_to_rational,320,0.0,320.0,0.0,0.0,1.0,0
q18:d37:t320:r6:rational_to_irrational,rational_to_irrational,320,0.0,320.0,0.0,0.0,1.0,0
q18:d37:t320:r7:irrational_to_rational,irrational_to_rational,320,-16.0,336.0,48.0,0.4749999999999999,0.9626666666666667,2
q18:d37:t320:r7:rational_to_irrational,rational_to_irrational,320,-80.0,400.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t320:r8:irrational_to_rational,irrational_to_rational,320,64.0,256.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t320:r8:rational_to_irrational,rational_to_irrational,320,16.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t320:r9:irrational_to_rational,irrational_to_rational,320,192.0,128.0,32.00000000000008,0.575,0.9887850467289719,4
q18:d37:t320:r9:rational_to_irrational,rational_to_irrational,320,144.0,176.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,4
q18:d37:t448:r0:irrational_to_rational,irrational_to_rational,448,0.0,448.0,0.0,0.0,1.0,0
q18:d37:t448:r0:rational_to_irrational,rational_to_irrational,448,0.0,448.0,0.0,0.0,1.0,0
q18:d37:t448:r10:irrational_to_rational,irrational_to_rational,448,272.0,176.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
q18:d37:t448:r10:rational_to_irrational,rational_to_irrational,448,272.0,176.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,4
q18:d37:t448:r11:irrational_to_rational,irrational_to_rational,448,400.0,48.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t448:r11:rational_to_irrational,rational_to_irrational,448,384.0,64.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,4
q18:d37:t448:r1:irrational_to_rational,irrational_to_rational,448,-48.0,496.0,48.0,0.4749999999999999,0.9626666666666667,1
q18:d37:t448:r1:rational_to_irrational,rational_to_irrational,448,-64.0,512.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t448:r2:irrational_to_rational,irrational_to_rational,448,128.0,320.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t448:r2:rational_to_irrational,rational_to_irrational,448,80.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t448:r3:irrational_to_rational,irrational_to_rational,448,256.0,192.0,32.00000000000008,0.575,0.9887850467289719,3
q18:d37:t448:r3:rational_to_irrational,rational_to_irrational,448,208.0,240.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t448:r4:irrational_to_rational,irrational_to_rational,448,272.0,176.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
q18:d37:t448:r4:rational_to_irrational,rational_to_irrational,448,272.0,176.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,4
q18:d37:t448:r5:irrational_to_rational,irrational_to_rational,448,400.0,48.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t448:r5:rational_to_irrational,rational_to_irrational,448,384.0,64.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,4
q18:d37:t448:r6:irrational_to_rational,irrational_to_rational,448,0.0,448.0,0.0,0.0,1.0,0
q18:d37:t448:r6:rational_to_irrational,rational_to_irrational,448,0.0,448.0,0.0,0.0,1.0,0
q18:d37:t448:r7:irrational_to_rational,irrational_to_rational,448,-48.0,496.0,48.0,0.4749999999999999,0.9626666666666667,1
q18:d37:t448:r7:rational_to_irrational,rational_to_irrational,448,-64.0,512.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t448:r8:irrational_to_rational,irrational_to_rational,448,128.0,320.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t448:r8:rational_to_irrational,rational_to_irrational,448,80.0,368.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t448:r9:irrational_to_rational,irrational_to_rational,448,256.0,192.0,32.00000000000008,0.575,0.9887850467289719,3
q18:d37:t448:r9:rational_to_irrational,rational_to_irrational,448,208.0,240.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t576:r0:irrational_to_rational,irrational_to_rational,576,0.0,576.0,0.0,0.0,1.0,0
q18:d37:t576:r0:rational_to_irrational,rational_to_irrational,576,0.0,576.0,0.0,0.0,1.0,0
q18:d37:t576:r10:irrational_to_rational,irrational_to_rational,576,336.0,240.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t576:r10:rational_to_irrational,rational_to_irrational,576,320.0,256.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t576:r11:irrational_to_rational,irrational_to_rational,576,512.0,64.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t576:r11:rational_to_irrational,rational_to_irrational,576,480.0,96.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,4
q18:d37:t576:r1:irrational_to_rational,irrational_to_rational,576,-144.0,720.0,48.0,0.4749999999999999,0.9626666666666667,0
q18:d37:t576:r1:rational_to_irrational,rational_to_irrational,576,-144.0,720.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t576:r2:irrational_to_rational,irrational_to_rational,576,48.0,528.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q18:d37:t576:r2:rational_to_irrational,rational_to_irrational,576,0.0,576.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t576:r3:irrational_to_rational,irrational_to_rational,576,352.0,224.0,32.00000000000008,0.575,0.9887850467289719,3
q18:d37:t576:r3:rational_to_irrational,rational_to_irrational,576,272.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t576:r4:irrational_to_rational,irrational_to_rational,576,336.0,240.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t576:r4:rational_to_irrational,rational_to_irrational,576,320.0,256.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t576:r5:irrational_to_rational,irrational_to_rational,576,512.0,64.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t576:r5:rational_to_irrational,rational_to_irrational,576,480.0,96.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,4
q18:d37:t576:r6:irrational_to_rational,irrational_to_rational,576,0.0,576.0,0.0,0.0,1.0,0
q18:d37:t576:r6:rational_to_irrational,rational_to_irrational,576,0.0,576.0,0.0,0.0,1.0,0
q18:d37:t576:r7:irrational_to_rational,irrational_to_rational,576,-144.0,720.0,48.0,0.4749999999999999,0.9626666666666667,0
q18:d37:t576:r7:rational_to_irrational,rational_to_irrational,576,-144.0,720.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t576:r8:irrational_to_rational,irrational_to_rational,576,48.0,528.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q18:d37:t576:r8:rational_to_irrational,rational_to_irrational,576,0.0,576.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t576:r9:irrational_to_rational,irrational_to_rational,576,352.0,224.0,32.00000000000008,0.575,0.9887850467289719,3
q18:d37:t576:r9:rational_to_irrational,rational_to_irrational,576,272.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t704:r0:irrational_to_rational,irrational_to_rational,704,0.0,704.0,0.0,0.0,1.0,0
q18:d37:t704:r0:rational_to_irrational,rational_to_irrational,704,0.0,704.0,0.0,0.0,1.0,0
q18:d37:t704:r10:irrational_to_rational,irrational_to_rational,704,448.0,256.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t704:r10:rational_to_irrational,rational_to_irrational,704,400.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t704:r11:irrational_to_rational,irrational_to_rational,704,592.0,112.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t704:r11:rational_to_irrational,rational_to_irrational,704,576.0,128.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,3
q18:d37:t704:r1:irrational_to_rational,irrational_to_rational,704,-208.0,912.0,48.0,0.4749999999999999,0.9626666666666667,0
q18:d37:t704:r1:rational_to_irrational,rational_to_irrational,704,-224.0,928.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t704:r2:irrational_to_rational,irrational_to_rational,704,48.0,656.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q18:d37:t704:r2:rational_to_irrational,rational_to_irrational,704,16.0,688.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t704:r3:irrational_to_rational,irrational_to_rational,704,432.0,272.0,32.00000000000008,0.575,0.9887850467289719,3
q18:d37:t704:r3:rational_to_irrational,rational_to_irrational,704,352.0,352.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t704:r4:irrational_to_rational,irrational_to_rational,704,448.0,256.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q18:d37:t704:r4:rational_to_irrational,rational_to_irrational,704,400.0,304.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q18:d37:t704:r5:irrational_to_rational,irrational_to_rational,704,592.0,112.0,16.000000000000078,0.3999999999999999,0.9846153846153847,4
q18:d37:t704:r5:rational_to_irrational,rational_to_irrational,704,576.0,128.0,-31.999999999999876,0.6749999999999998,0.9918367346938776,3
q18:d37:t704:r6:irrational_to_rational,irrational_to_rational,704,0.0,704.0,0.0,0.0,1.0,0
q18:d37:t704:r6:rational_to_irrational,rational_to_irrational,704,0.0,704.0,0.0,0.0,1.0,0
q18:d37:t704:r7:irrational_to_rational,irrational_to_rational,704,-208.0,912.0,48.0,0.4749999999999999,0.9626666666666667,0
q18:d37:t704:r7:rational_to_irrational,rational_to_irrational,704,-224.0,928.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q18:d37:t704:r8:irrational_to_rational,irrational_to_rational,704,48.0,656.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q18:d37:t704:r8:rational_to_irrational,rational_to_irrational,704,16.0,688.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q18:d37:t704:r9:irrational_to_rational,irrational_to_rational,704,432.0,272.0,32.00000000000008,0.575,0.9887850467289719,3
q18:d37:t704:r9:rational_to_irrational,rational_to_irrational,704,352.0,352.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t320:r0:irrational_to_rational,irrational_to_rational,320,80.0,240.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t320:r0:rational_to_irrational,rational_to_irrational,320,48.0,272.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t320:r10:irrational_to_rational,irrational_to_rational,320,80.0,240.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t320:r10:rational_to_irrational,rational_to_irrational,320,48.0,272.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t320:r11:irrational_to_rational,irrational_to_rational,320,32.0,288.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t320:r11:rational_to_irrational,rational_to_irrational,320,32.0,288.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t320:r1:irrational_to_rational,irrational_to_rational,320,32.0,288.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t320:r1:rational_to_irrational,rational_to_irrational,320,32.0,288.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t320:r2:irrational_to_rational,irrational_to_rational,320,-64.0,384.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t320:r2:rational_to_irrational,rational_to_irrational,320,-80.0,400.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t320:r3:irrational_to_rational,irrational_to_rational,320,-32.0,352.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t320:r3:rational_to_irrational,rational_to_irrational,320,-32.0,352.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t320:r4:irrational_to_rational,irrational_to_rational,320,0.0,320.0,0.0,0.0,1.0,0
q22:d41:t320:r4:rational_to_irrational,rational_to_irrational,320,0.0,320.0,0.0,0.0,1.0,0
q22:d41:t320:r5:irrational_to_rational,irrational_to_rational,320,-64.0,384.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t320:r5:rational_to_irrational,rational_to_irrational,320,-80.0,400.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t320:r6:irrational_to_rational,irrational_to_rational,320,48.0,272.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t320:r6:rational_to_irrational,rational_to_irrational,320,32.0,288.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t320:r7:irrational_to_rational,irrational_to_rational,320,96.0,224.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t320:r7:rational_to_irrational,rational_to_irrational,320,96.0,224.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t320:r8:irrational_to_rational,irrational_to_rational,320,160.0,160.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
