pair_id,q,d,duration,replicate,condition,window,true_center,irrational_to_rational,rational_to_irrational,parent_ridge,forward_error,reverse_error,parent_error,parent_abs_error,better_single_error,wrong_reverse_ridge,wrong_pair_parent,wrong_pair_abs_error
q19:d59:t288:r2,19,59,288,2,clean,256,1414,1641.9722755180032,1184.0,1412.9861377590016,227.97227551800324,-230.0,-1.0138622409983782,1.0138622409983782,227.97227551800324,1791.6679337144099,1716.8201046162067,302.82010461620666
q19:d59:t288:r2,19,59,288,2,clean,384,1414,1693.2117925984621,1146.9932986507001,1420.1025456245811,279.2117925984621,-267.0067013492999,6.102545624581126,6.102545624581126,267.0067013492999,1732.99640785161,1713.104100225036,299.10410022503606
q19:d59:t288:r2,19,59,288,2,clean,512,1414,1744.8903542028643,1095.3147393924426,1420.1025467976533,330.8903542028643,-318.68526060755744,6.102546797653304,6.102546797653304,318.68526060755744,1670.7473995554947,1707.8188768791795,293.81887687917947
q19:d59:t288:r3,19,59,288,3,asymmetric,128,1433,1632.0,1216.0,1424.0,199.0,-217.0,-9.0,9.0,199.0,1824.0,1728.0,295.0
q19:d59:t288:r3,19,59,288,3,asymmetric,256,1433,1696.0,1170.5348186308795,1433.2674093154396,263.0,-262.4651813691205,0.267409315439636,0.267409315439636,262.4651813691205,1762.4216559799177,1729.210827989959,296.21082798995894
q19:d59:t288:r3,19,59,288,3,asymmetric,384,1433,1760.0,1113.3667409627583,1436.6833704813791,327.0,-319.6332590372417,3.683370481379143,3.683370481379143,319.6332590372417,1703.3591422196316,1731.6795711098157,298.6795711098157
q19:d59:t288:r3,19,59,288,3,asymmetric,512,1433,1815.074663632721,1054.972827888612,1435.0237457606665,382.074663632721,-378.0271721113879,2.023745760666543,2.023745760666543,378.0271721113879,1640.9270585418133,1728.0008610872671,295.00086108726714
q19:d59:t288:r3,19,59,288,3,clean,128,1433,1600.0,1248.0,1424.0,167.0,-185.0,-9.0,9.0,167.0,1858.3167895425208,1729.1583947712604,296.1583947712604
q19:d59:t288:r3,19,59,288,3,clean,256,1433,1664.0,1199.5736060977397,1431.7868030488698,231.0,-233.42639390226032,-1.2131969511301577,1.2131969511301577,231.0,1818.1686337954984,1741.0843168977492,308.0843168977492
q19:d59:t288:r3,19,59,288,3,clean,384,1433,1722.5333169770097,1142.6998071460398,1432.6165620615247,289.5333169770097,-290.3001928539602,-0.38343793847525376,0.38343793847525376,289.5333169770097,1759.071719760671,1740.8025183688403,307.8025183688403
q19:d59:t288:r3,19,59,288,3,clean,512,1433,1778.7745271160247,1084.4479861953232,1431.611256655674,345.77452711602473,-348.5520138046768,-1.3887433443260306,1.3887433443260306,345.77452711602473,1696.6949961232792,1737.734761619652,304.7347616196521
q19:d59:t288:r4,19,59,288,4,asymmetric,128,1452,1664.0,1248.0,1456.0,212.0,-204.0,4.0,4.0,204.0,1696.0,1680.0,228.0
q19:d59:t288:r4,19,59,288,4,asymmetric,256,1452,1724.7263880614128,1184.0,1454.3631940307064,272.72638806141276,-268.0,2.3631940307063815,2.3631940307063815,268.0,1649.74447095859,1687.2354295100013,235.23542951000127
q19:d59:t288:r4,19,59,288,4,asymmetric,384,1452,1780.416834983033,1126.6077095955056,1453.5122722892693,328.4168349830329,-325.39229040449436,1.5122722892692764,1.5122722892692764,325.39229040449436,1591.0270988038228,1685.7219668934279,233.72196689342786
q19:d59:t288:r4,19,59,288,4,asymmetric,512,1452,1837.490932437094,1069.957230360428,1453.724081398761,385.490932437094,-382.04276963957204,1.7240813987609727,1.7240813987609727,382.04276963957204,1528.6450210167422,1683.067976726918,231.067976726918
q19:d59:t288:r4,19,59,288,4,clean,128,1452,1632.0,1280.0,1456.0,180.0,-172.0,4.0,4.0,172.0,1776.3222316581391,1704.1611158290696,252.16111582906956
q19:d59:t288:r4,19,59,288,4,clean,256,1452,1686.0157774459503,1216.0,1451.0078887229752,234.01577744595033,-236.0,-0.9921112770248328,0.9921112770248328,234.01577744595033,1731.9295267717384,1708.9726521088444,256.9726521088444
q19:d59:t288:r4,19,59,288,4,clean,384,1452,1741.9245309048351,1161.4679820168542,1451.6962564608448,289.92453090483514,-290.5320179831458,-0.3037435391552208,0.3037435391552208,289.92453090483514,1673.8160660728183,1707.8702984888268,255.87029848882685
q19:d59:t288:r4,19,59,288,4,clean,512,1452,1799.180583969261,1105.7965960787485,1452.4885900240047,347.1805839692611,-346.2034039212515,0.48859002400467944,0.48859002400467944,346.2034039212515,1611.6853575712107,1705.432970770236,253.4329707702359
q19:d59:t288:r5,19,59,288,5,asymmetric,128,1471,1696.0,1261.4883256128553,1478.7441628064275,225.0,-209.5116743871447,7.744162806427539,7.744162806427539,209.5116743871447,1717.527281518305,1706.7636407591526,235.76364075915262
q19:d59:t288:r5,19,59,288,5,asymmetric,256,1471,1746.2324404245549,1206.035833963556,1476.1341371940553,275.23244042455485,-264.9641660364441,5.134137194055256,5.134137194055256,264.9641660364441,1672.8938703370104,1709.5631553807825,238.56315538078252
q19:d59:t288:r5,19,59,288,5,asymmetric,384,1471,1803.2926880871807,1152.0,1477.6463440435905,332.29268808718075,-319.0,6.646344043590489,6.646344043590489,319.0,1614.69231854708,1708.9925033171303,237.99250331713029
q19:d59:t288:r5,19,59,288,5,asymmetric,512,1471,1861.7813539371177,1091.2514365853062,1476.516395261212,390.78135393711773,-379.74856341469376,5.516395261211983,5.516395261211983,379.74856341469376,1552.4682222136619,1707.12478807539,236.12478807538992
q19:d59:t288:r5,19,59,288,5,clean,128,1471,1650.6482936837015,1280.0,1465.3241468418507,179.64829368370147,-191.0,-5.675853158149266,5.675853158149266,179.64829368370147,1792.0,1721.3241468418507,250.32414684185073
q19:d59:t288:r5,19,59,288,5,clean,256,1471,1706.564940165981,1235.8663282193475,1471.2156341926643,235.56494016598094,-235.13367178065255,0.21563419266431083,0.21563419266431083,235.13367178065255,1746.7264923610853,1726.6457162635331,255.64571626353313
q19:d59:t288:r5,19,59,288,5,clean,384,1471,1760.0,1178.4087486385927,1469.2043743192962,289.0,-292.59125136140733,-1.795625680703779,1.795625680703779,289.0,1687.2373473139933,1723.6186736569966,252.61867365699663
q19:d59:t288:r5,19,59,288,5,clean,512,1471,1822.5027388555927,1120.0,1471.2513694277964,351.5027388555927,-351.0,0.2513694277963623,0.2513694277963623,351.0,1624.6697853531662,1723.5862621043793,252.58626210437933
q19:d59:t288:r6,19,59,288,6,asymmetric,128,1490,1696.0,1280.0,1488.0,206.0,-210.0,-2.0,2.0,206.0,1736.1745315839896,1716.087265791995,226.08726579199492
q19:d59:t288:r6,19,59,288,6,asymmetric,256,1490,1760.0,1219.7272649788526,1489.8636324894264,270.0,-270.27273502114735,-0.13636751057356378,0.13636751057356378,270.0,1690.2317868223324,1725.1158934111663,235.11589341116633
q19:d59:t288:r6,19,59,288,6,asymmetric,384,1490,1821.5626395899728,1165.4954349756274,1493.5290372828001,331.56263958997283,-324.5045650243726,3.529037282800118,3.529037282800118,324.5045650243726,1629.9720995473792,1725.767369568676,235.76736956867603
q19:d59:t288:r6,19,59,288,6,asymmetric,512,1490,1876.1094679285313,1109.6370754238785,1492.873271676205,386.10946792853133,-380.3629245761215,2.873271676204922,2.873271676204922,380.3629245761215,1567.1598491606328,1721.6346585445822,231.63465854458218
q19:d59:t288:r6,19,59,288,6,clean,128,1490,1664.0,1312.0,1488.0,174.0,-178.0,-2.0,2.0,174.0,1813.842934619436,1738.921467309718,248.92146730971808
q19:d59:t288:r6,19,59,288,6,clean,256,1490,1728.0,1252.4298229627384,1490.2149114813692,238.0,-237.5701770372616,0.21491148136919946,0.21491148136919946,237.5701770372616,1769.4145968044215,1748.7072984022107,258.70729840221065
q19:d59:t288:r6,19,59,288,6,clean,384,1490,1782.8253486282326,1198.0464611248885,1490.4359048765605,292.82534862823263,-291.95353887511146,0.43590487656047117,0.43590487656047117,291.95353887511146,1709.9738897063326,1746.3996191672827,256.3996191672827
q19:d59:t288:r6,19,59,288,6,clean,512,1490,1839.228202386448,1142.0618017939191,1490.6450020901834,349.22820238644795,-347.93819820608087,0.645002090183425,0.645002090183425,347.93819820608087,1647.3702745127819,1743.299238449615,253.2992384496149
q19:d59:t288:r7,19,59,288,7,asymmetric,128,1509,1728.0,1312.0,1520.0,219.0,-197.0,11.0,11.0,197.0,1760.0,1744.0,235.0
q19:d59:t288:r7,19,59,288,7,asymmetric,256,1509,1786.4136725370008,1248.0,1517.2068362685004,277.4136725370008,-261.0,8.20683626850041,8.20683626850041,261.0,1713.6359489105341,1750.0248107237676,241.0248107237676
q19:d59:t288:r7,19,59,288,7,asymmetric,384,1509,1841.8054408063672,1185.2224307941776,1513.5139358002725,332.8054408063672,-323.7775692058224,4.51393580027252,4.51393580027252,323.7775692058224,1653.8551139881931,1747.83027739728,238.83027739728004
q19:d59:t288:r7,19,59,288,7,asymmetric,512,1509,1898.7417634084784,1129.3938935568917,1514.067828482685,389.7417634084784,-379.6061064431083,5.067828482684945,5.067828482684945,379.6061064431083,1591.1949248696963,1744.9683441390873,235.96834413908732
q19:d59:t288:r7,19,59,288,7,clean,128,1509,1696.0,1344.0,1520.0,187.0,-165.0,11.0,11.0,165.0,1833.7695487176659,1764.884774358833,255.88477435883306
q19:d59:t288:r7,19,59,288,7,clean,256,1509,1746.309225554225,1280.0,1513.1546127771126,237.3092255542249,-229.0,4.154612777112561,4.154612777112561,229.0,1789.5642585119074,1767.9367420330661,258.93674203306614
q19:d59:t288:r7,19,59,288,7,clean,384,1509,1802.854731266723,1216.0,1509.4273656333617,293.8547312667231,-293.0,0.42736563336166,0.42736563336166,293.0,1731.5917676504575,1767.2232494585903,258.2232494585903
q19:d59:t288:r7,19,59,288,7,clean,512,1509,1860.8417423549604,1161.0355409126355,1510.938641633798,351.8417423549604,-347.9644590873645,1.9386416337979426,1.9386416337979426,347.9644590873645,1670.1677756809725,1765.5047590179665,256.50475901796653
q19:d59:t480:r0,19,59,480,0,asymmetric,128,1527,1870.2084882181484,1198.3418360550336,1534.275162136591,343.20848821814843,-328.6581639449664,7.275162136591007,7.275162136591007,328.6581639449664,1778.1861503575365,1824.1973192878424,297.19731928784245
q19:d59:t480:r0,19,59,480,0,asymmetric,256,1527,1920.0,1142.35949251072,1531.17974625536,393.0,-384.64050748928,4.179746255359987,4.179746255359987,384.64050748928,1735.0209098893326,1827.5104549446664,300.51045494466644
q19:d59:t480:r0,19,59,480,0,asymmetric,384,1527,1984.0,1088.0,1536.0,457.0,-439.0,9.0,9.0,439.0,1677.501493703015,1830.7507468515075,303.75074685150753
q19:d59:t480:r0,19,59,480,0,asymmetric,512,1527,2039.7393992811376,1026.751192194892,1533.2452957380146,512.7393992811376,-500.2488078051081,6.245295738014647,6.245295738014647,500.2488078051081,1615.4863165624004,1827.6128579217689,300.61285792176886
q19:d59:t480:r0,19,59,480,0,clean,128,1527,1792.0,1248.0,1520.0,265.0,-279.0,-7.0,7.0,265.0,1856.0,1824.0,297.0
q19:d59:t480:r0,19,59,480,0,clean,256,1527,1856.0,1197.020021864625,1526.5100109323125,329.0,-329.97997813537495,-0.48998906768747474,0.48998906768747474,329.0,1808.541511519484,1832.2707557597419,305.27075575974186
q19:d59:t480:r0,19,59,480,0,clean,384,1527,1917.6699239992963,1141.069492263514,1529.369708131405,390.6699239992963,-385.9305077364861,2.3697081314051047,2.3697081314051047,385.9305077364861,1749.0844647462031,1833.3771943727497,306.3771943727497
q19:d59:t480:r0,19,59,480,0,clean,512,1527,1974.1378864462597,1083.562404376309,1528.8501454112843,447.1378864462597,-443.4375956236911,1.850145411284302,1.850145411284302,443.4375956236911,1686.527095706425,1830.3324910763422,303.3324910763422
q19:d59:t480:r1,19,59,480,1,asymmetric,128,1546,1888.0,1216.0,1552.0,342.0,-330.0,6.0,6.0,330.0,1795.2373078506932,1841.6186539253467,295.61865392534673
q19:d59:t480:r1,19,59,480,1,asymmetric,256,1546,1946.0244446073195,1159.785329827714,1552.9048872175167,400.02444460731954,-386.2146701722861,6.904887217516716,6.904887217516716,386.2146701722861,1751.4859374448192,1848.7551910260695,302.7551910260695
q19:d59:t480:r1,19,59,480,1,asymmetric,384,1546,2001.1979930422551,1102.948578398813,1552.073285720534,455.1979930422551,-443.05142160118703,6.0732857205339315,6.0732857205339315,443.05142160118703,1691.6801633078314,1846.4390781750433,300.4390781750433
q19:d59:t480:r1,19,59,480,1,asymmetric,512,1546,2057.841262446823,1044.7266409432345,1551.2839516950287,511.84126244682284,-501.27335905676546,5.283951695028691,5.283951695028691,501.27335905676546,1629.0120546529938,1843.4266585499083,297.4266585499083
q19:d59:t480:r1,19,59,480,1,clean,128,1546,1824.0,1280.0,1552.0,278.0,-266.0,6.0,6.0,266.0,1874.3662764271196,1849.1831382135597,303.1831382135597
q19:d59:t480:r1,19,59,480,1,clean,256,1546,1876.3035429529577,1216.3329625279848,1546.3182527404713,330.30354295295774,-329.6670374720152,0.31825274047128005,0.31825274047128005,329.6670374720152,1829.0744066900413,1852.6889748214994,306.6889748214994
q19:d59:t480:r1,19,59,480,1,clean,384,1546,1932.5711514001541,1162.089361827316,1547.330256613735,386.5711514001541,-383.910638172684,1.3302566137349459,1.3302566137349459,383.910638172684,1771.2406843116999,1851.9059178559269,305.9059178559269
q19:d59:t480:r1,19,59,480,1,clean,512,1546,1990.2261642817436,1106.2211915549872,1548.2236779183654,444.22616428174365,-439.7788084450128,2.2236779183654107,2.2236779183654107,439.7788084450128,1709.1988077090548,1849.7124859953992,303.7124859953992
q19:d59:t480:r2,19,59,480,2,asymmetric,128,1565,1906.1775812714625,1248.0,1577.0887906357311,341.1775812714625,-317.0,12.08879063573113,12.08879063573113,317.0,1824.0,1865.0887906357311,300.08879063573113
q19:d59:t480:r2,19,59,480,2,asymmetric,256,1565,1961.8529245414895,1184.0,1572.9264622707447,396.85292454148953,-381.0,7.926462270744651,7.926462270744651,381.0,1771.5411222316604,1866.697023386575,301.697023386575
q19:d59:t480:r2,19,59,480,2,asymmetric,384,1565,2016.0,1125.2524504823366,1570.6262252411684,451.0,-439.7475495176634,5.626225241168413,5.626225241168413,439.7475495176634,1712.4933807611292,1864.2466903805646,299.2466903805646
q19:d59:t480:r2,19,59,480,2,asymmetric,512,1565,2076.188008046365,1069.6688367393206,1572.928422392843,511.1880080463652,-495.33116326067943,7.928422392843004,7.928422392843004,495.33116326067943,1650.0659880764797,1863.1269980614225,298.12699806142246
q19:d59:t480:r2,19,59,480,2,clean,128,1565,1856.0,1280.0,1568.0,291.0,-285.0,3.0,3.0,285.0,1898.2389635262614,1877.1194817631308,312.1194817631308
q19:d59:t480:r2,19,59,480,2,clean,256,1565,1888.0,1234.759139998587,1561.3795699992934,323.0,-330.240860001413,-3.6204300007066195,3.6204300007066195,323.0,1852.9726147427725,1870.4863073713864,305.4863073713864
q19:d59:t480:r2,19,59,480,2,clean,384,1565,1952.0,1176.6848842429306,1564.3424421214654,387.0,-388.3151157570694,-0.6575578785345897,0.6575578785345897,387.0,1793.329291377185,1872.6646456885924,307.6646456885924
q19:d59:t480:r2,19,59,480,2,clean,512,1565,2014.9329431576466,1120.0,1567.4664715788233,449.9329431576466,-445.0,2.4664715788233025,2.4664715788233025,445.0,1731.3030753108956,1873.118009234271,308.1180092342711
q19:d59:t480:r3,19,59,480,3,asymmetric,128,1584,1920.0,1248.0,1584.0,336.0,-336.0,0.0,0.0,336.0,1984.0,1952.0,368.0
q19:d59:t480:r3,19,59,480,3,asymmetric,256,1584,1977.499944115071,1216.0,1596.7499720575356,393.499944115071,-368.0,12.749972057535615,12.749972057535615,368.0,1798.976475228704,1888.2382096718875,304.2382096718875
q19:d59:t480:r3,19,59,480,3,asymmetric,384,1584,2033.392673549286,1152.0,1592.696336774643,449.392673549286,-432.0,8.696336774642987,8.696336774642987,432.0,1739.620766536408,1886.506720042847,302.50672004284706
q19:d59:t480:r3,19,59,480,3,asymmetric,512,1584,2090.6353708011657,1088.0,1589.3176854005828,506.63537080116566,-496.0,5.317685400582832,5.317685400582832,496.0,1677.0955777647905,1883.865474282978,299.8654742829781
q19:d59:t480:r3,19,59,480,3,clean,128,1584,1856.0,1312.0,1584.0,272.0,-272.0,0.0,0.0,272.0,1920.0,1888.0,304.0
q19:d59:t480:r3,19,59,480,3,clean,256,1584,1912.7626330928629,1256.3149385840811,1584.538785838472,328.76263309286287,-327.6850614159189,0.5387858384719948,0.5387858384719948,327.6850614159189,1871.3806817484422,1892.0716574206526,308.0716574206526
q19:d59:t480:r3,19,59,480,3,clean,384,1584,1968.287945039264,1201.5801503143462,1584.9340476768052,384.28794503926406,-382.41984968565384,0.9340476768052213,0.9340476768052213,382.41984968565384,1812.8921475195596,1890.5900462794118,306.5900462794118
q19:d59:t480:r3,19,59,480,3,clean,512,1584,2025.224404676405,1145.0537109947295,1585.1390578355672,441.2244046764049,-438.9462890052705,1.1390578355672005,1.1390578355672005,438.9462890052705,1750.6423330840626,1887.9333688802337,303.93336888023373
q19:d59:t480:r4,19,59,480,4,asymmetric,128,1603,1952.0,1280.0,1616.0,349.0,-323.0,13.0,13.0,323.0,2089.00576590999,2020.502882954995,417.5028829549949
q19:d59:t480:r4,19,59,480,4,asymmetric,256,1603,2002.2031054304798,1216.0,1609.10155271524,399.2031054304798,-387.0,6.1015527152399045,6.1015527152399045,387.0,2047.3422343662198,2024.7726698983497,421.7726698983497
q19:d59:t480:r4,19,59,480,4,asymmetric,384,1603,2058.6606795104144,1158.8867706962742,1608.7737251033443,455.6606795104144,-444.1132293037258,5.773725103344304,5.773725103344304,444.1132293037258,1987.219237782788,2022.939958646601,419.9399586466011
q19:d59:t480:r4,19,59,480,4,asymmetric,512,1603,2116.576762657573,1102.9090485900747,1609.7429056238238,513.576762657573,-500.0909514099253,6.7429056238238445,6.7429056238238445,500.0909514099253,1924.7777489360867,2020.6772557968297,417.67725579682974
q19:d59:t480:r4,19,59,480,4,clean,128,1603,1888.0,1344.0,1616.0,285.0,-259.0,13.0,13.0,259.0,2119.240871083887,2003.6204355419436,400.6204355419436
q19:d59:t480:r4,19,59,480,4,clean,256,1603,1934.1568669247044,1280.0,1607.0784334623522,331.15686692470445,-323.0,4.078433462352223,4.078433462352223,323.0,2079.990107788234,2007.0734873564693,404.0734873564693
q19:d59:t480:r4,19,59,480,4,clean,384,1603,1991.5101986599263,1220.442208619778,1605.9762036398522,388.51019865992635,-382.55779138022194,2.9762036398522014,2.9762036398522014,382.55779138022194,2020.5050888149992,2006.0076437374628,403.0076437374628
q19:d59:t480:r4,19,59,480,4,clean,512,1603,2049.970288604257,1164.1293703780839,1607.0498294911704,446.9702886042569,-438.8706296219161,4.049829491170385,4.049829491170385,438.8706296219161,1958.1273421869882,2004.0488153956226,401.04881539562257
q19:d59:t480:r5,19,59,480,5,asymmetric,128,1622,1952.0,1294.6202262867891,1623.3101131433946,330.0,-327.37977371321085,1.3101131433945739,1.3101131433945739,327.37977371321085,2118.875300105285,2035.4376500526425,413.43765005264254
q19:d59:t480:r5,19,59,480,5,asymmetric,256,1622,2016.0,1248.0,1632.0,394.0,-374.0,10.0,10.0,374.0,2076.27656109838,2046.13828054919,424.1382805491901
q19:d59:t480:r5,19,59,480,5,asymmetric,384,1622,2076.7834873157226,1184.0,1630.3917436578613,454.7834873157226,-438.0,8.391743657861298,8.391743657861298,438.0,2014.7301131467916,2045.756800231257,423.7568002312571
q19:d59:t480:r5,19,59,480,5,asymmetric,512,1622,2133.295650913701,1123.0216685149405,1628.158659714321,511.29565091370114,-498.97833148505947,6.158659714320947,6.158659714320947,498.97833148505947,1951.6105177925535,2042.4530843531275,420.45308435312745
q19:d59:t480:r5,19,59,480,5,clean,128,1622,1888.0,1344.0,1616.0,266.0,-278.0,-6.0,6.0,266.0,2144.0,2016.0,394.0
q19:d59:t480:r5,19,59,480,5,clean,256,1622,1952.0,1288.1017352474598,1620.05086762373,330.0,-333.8982647525402,-1.9491323762699722,1.9491323762699722,330.0,2104.366502833276,2028.183251416638,406.1832514166381
q19:d59:t480:r5,19,59,480,5,clean,384,1622,2014.3095972768017,1231.7036958653225,1623.006646571062,392.3095972768017,-390.2963041346775,1.0066465710619923,1.0066465710619923,390.2963041346775,2043.908907423925,2029.1092523503635,407.1092523503635
q19:d59:t480:r5,19,59,480,5,clean,512,1622,2069.9873493196105,1174.039829457678,1622.0135893886443,447.98734931961053,-447.960170542322,0.013589388644277278,0.013589388644277278,447.960170542322,1981.180023502671,2025.5836864111407,403.58368641114066
q19:d59:t480:r6,19,59,480,6,asymmetric,128,1641,1984.0,1312.0,1648.0,343.0,-329.0,7.0,7.0,329.0,2123.8074645518423,2053.9037322759214,412.90373227592136
q19:d59:t480:r6,19,59,480,6,asymmetric,256,1641,2045.5377835542133,1256.289861173457,1650.9138223638352,404.5377835542133,-384.710138826543,9.913822363835152,9.913822363835152,384.710138826543,2085.387095728233,2065.462439641223,424.4624396412232
q19:d59:t480:r6,19,59,480,6,asymmetric,384,1641,2100.4908471628073,1200.5876379779165,1650.539242570362,459.4908471628073,-440.41236202208347,9.539242570361921,9.539242570361921,440.41236202208347,2025.540926344063,2063.015886753435,422.0158867534351
q19:d59:t480:r6,19,59,480,6,asymmetric,512,1641,2157.0671808271654,1143.5037251553563,1650.2854529912609,516.0671808271654,-497.4962748446437,9.285452991260854,9.285452991260854,497.4962748446437,1963.0314395672299,2060.049310197198,419.0493101971979
q19:d59:t480:r6,19,59,480,6,clean,128,1641,1920.0,1376.0,1648.0,279.0,-265.0,7.0,7.0,265.0,2159.556981859935,2039.7784909299676,398.7784909299676
q19:d59:t480:r6,19,59,480,6,clean,256,1641,1974.2229948898562,1312.0,1643.111497444928,333.2229948898562,-329.0,2.1114974449280908,2.1114974449280908,329.0,2119.2957982689877,2046.759396579422,405.75939657942195
q19:d59:t480:r6,19,59,480,6,clean,384,1641,2029.7709226439008,1252.8046427628053,1641.287782703353,388.7709226439008,-388.1953572371947,0.28778270335305933,0.28778270335305933,388.1953572371947,2058.9192485606277,2044.3450856022641,403.34508560226413
q19:d59:t480:r6,19,59,480,6,clean,512,1641,2086.7262322574798,1197.2182548144444,1641.9722435359622,445.72623225747975,-443.78174518555556,0.9722435359622068,0.9722435359622068,443.78174518555556,1996.21944615477,2041.4728392061247,400.4728392061247
q19:d59:t480:r7,19,59,480,7,asymmetric,128,1660,2003.796022263292,1344.0,1673.898011131646,343.7960222632919,-316.0,13.898011131645944,13.898011131645944,316.0,2144.0,2073.898011131646,413.89801113164594
q19:d59:t480:r7,19,59,480,7,asymmetric,256,1660,2058.4912449999847,1280.0,1669.2456224999924,398.4912449999847,-380.0,9.24562249999235,9.24562249999235,380.0,2104.4186214619695,2081.454933230977,421.4549332309771
