split,duration,turns,amplitude,seed,variant,suffix_error,recent_tick_error,final_history_distance,peak_history_distance,retention_ratio,emergence_progress,closure_jump_share
calibration,1025,4,0.3,1,negative detour,0.0,0.0,0.44590154437511376,0.4465932684586724,0.9984511094716093,0.375,0.0015488905283906592
calibration,1025,4,0.3,1,oscillatory detour,0.0,0.0,0.3118890130180863,0.47535750358478424,0.6561146309168508,0.25,0.012463715246766234
calibration,1025,4,0.3,1,positive detour,0.0,0.0,0.44590154435113494,0.4465932685564486,0.9984511091993178,0.375,0.001548890800682158
calibration,1025,4,0.3,1,pseudo-stochastic bridge,0.0,0.0,0.3965609039691624,0.4546072163026783,0.8723154621134114,0.375,0.013543266354043619
calibration,1025,4,0.3,2,back-loaded,0.0,0.0,0.30297359889101394,0.3721892452621117,0.8140310413258902,0.25,0.02030317086901602
calibration,1025,4,0.3,2,early burst,0.0,0.0,0.512839712988713,0.5151693432652915,0.9954779330194365,0.375,0.004522066980563406
calibration,1025,4,0.3,2,front-loaded,0.0,0.0,0.3029735989086187,0.3721892371964072,0.814031059014039,0.25,0.020303171794511767
calibration,1025,4,0.3,2,negative detour,0.0,0.0,0.44590154437511376,0.4465932684586724,0.9984511094716093,0.375,0.0015488905283906592
calibration,1025,4,0.3,2,oscillatory detour,0.0,0.0,0.3118890130180863,0.47535750358478424,0.6561146309168508,0.25,0.012463715246766234
calibration,1025,4,0.3,2,positive detour,0.0,0.0,0.44590154435113494,0.4465932685564486,0.9984511091993178,0.375,0.001548890800682158
calibration,1025,4,0.3,2,pseudo-stochastic bridge,2.220446049250313e-16,0.0,0.5039587413793775,0.5039587413793775,1.0,0.375,0.011123074861094682
calibration,1025,6,0.18,0,back-loaded,0.0,0.0,0.4596140673371656,0.4698552705370312,0.9782034940500717,0.25,0.021796505949928362
calibration,1025,6,0.18,0,early burst,0.0,0.0,0.42935538655821276,0.505290383027327,0.8497200836988669,0.25,0.030021131671674618
calibration,1025,6,0.18,0,front-loaded,0.0,0.0,0.45961406735577515,0.4698552700883096,0.9782034950238835,0.25,0.021796504976116553
calibration,1025,6,0.18,0,negative detour,0.0,0.0,0.4001406699727323,0.4043035873859558,0.9897034863327852,0.375,0.0020645207956660897
calibration,1025,6,0.18,0,oscillatory detour,0.0,0.0,0.2790078268598627,0.4595357515951927,0.6071515130027185,0.25,0.011493570975961997
calibration,1025,6,0.18,0,positive detour,0.0,0.0,0.40014066998536946,0.4043035900331811,0.9897034798838418,0.375,0.002064520923226339
calibration,1025,6,0.18,0,pseudo-stochastic bridge,0.0,0.0,0.25631082030364877,0.4812784954228766,0.5325623786253749,0.125,0.012807668214839888
calibration,1025,6,0.18,1,back-loaded,0.0,0.0,0.4596140673371656,0.4698552705370312,0.9782034940500717,0.25,0.021796505949928362
calibration,1025,6,0.18,1,early burst,0.0,0.0,0.42935538655821276,0.505290383027327,0.8497200836988669,0.25,0.030021131671674618
calibration,1025,6,0.18,1,front-loaded,0.0,0.0,0.45961406735577515,0.4698552700883096,0.9782034950238835,0.25,0.021796504976116553
calibration,1025,6,0.18,1,negative detour,0.0,0.0,0.4001406699727323,0.4043035873859558,0.9897034863327852,0.375,0.0020645207956660897
calibration,1025,6,0.18,1,oscillatory detour,0.0,0.0,0.2790078268598627,0.4595357515951927,0.6071515130027185,0.25,0.011493570975961997
calibration,1025,6,0.18,1,positive detour,0.0,0.0,0.40014066998536946,0.4043035900331811,0.9897034798838418,0.375,0.002064520923226339
calibration,1025,6,0.18,1,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.5458634816205998,0.5710000574729176,0.9559779801712016,0.25,0.008322350923037347
calibration,1025,6,0.18,2,back-loaded,0.0,0.0,0.4596140673371656,0.4698552705370312,0.9782034940500717,0.25,0.021796505949928362
calibration,1025,6,0.18,2,early burst,0.0,0.0,0.42935538655821276,0.505290383027327,0.8497200836988669,0.25,0.030021131671674618
calibration,1025,6,0.18,2,front-loaded,0.0,0.0,0.45961406735577515,0.4698552700883096,0.9782034950238835,0.25,0.021796504976116553
calibration,1025,6,0.18,2,negative detour,0.0,0.0,0.4001406699727323,0.4043035873859558,0.9897034863327852,0.375,0.0020645207956660897
calibration,1025,6,0.18,2,oscillatory detour,0.0,0.0,0.2790078268598627,0.4595357515951927,0.6071515130027185,0.25,0.011493570975961997
calibration,1025,6,0.18,2,positive detour,0.0,0.0,0.40014066998536946,0.4043035900331811,0.9897034798838418,0.375,0.002064520923226339
calibration,1025,6,0.18,2,pseudo-stochastic bridge,0.0,0.0,0.4266686210496918,0.4314121590977537,0.9890046259753492,0.5,0.010995374024650744
calibration,1025,6,0.3,0,back-loaded,0.0,0.0,0.4596140673371656,0.4698552705370312,0.9782034940500717,0.25,0.021796505949928362
calibration,1025,6,0.3,0,early burst,0.0,0.0,0.42935538655821276,0.505290383027327,0.8497200836988669,0.25,0.030021131671674618
calibration,1025,6,0.3,0,front-loaded,0.0,0.0,0.45961406735577515,0.4698552700883096,0.9782034950238835,0.25,0.021796504976116553
calibration,1025,6,0.3,0,negative detour,0.0,0.0,0.4703676536256436,0.5219193883335425,0.9012266341120216,0.375,0.025320813331920003
calibration,1025,6,0.3,0,oscillatory detour,0.0,0.0,0.41897136591602013,0.561640001245725,0.7459785004393136,0.25,0.016035369076335088
calibration,1025,6,0.3,0,positive detour,0.0,0.0,0.47036765369754024,0.5198405842367814,0.9048305729883014,0.375,0.025422069544217694
calibration,1025,6,0.3,0,pseudo-stochastic bridge,0.0,0.0,0.41784960737977095,0.5518727207305514,0.757148508494196,0.25,0.004922120204196229
calibration,1025,6,0.3,1,back-loaded,0.0,0.0,0.4596140673371656,0.4698552705370312,0.9782034940500717,0.25,0.021796505949928362
calibration,1025,6,0.3,1,early burst,0.0,0.0,0.42935538655821276,0.505290383027327,0.8497200836988669,0.25,0.030021131671674618
calibration,1025,6,0.3,1,front-loaded,0.0,0.0,0.45961406735577515,0.4698552700883096,0.9782034950238835,0.25,0.021796504976116553
calibration,1025,6,0.3,1,negative detour,0.0,0.0,0.4703676536256436,0.5219193883335425,0.9012266341120216,0.375,0.025320813331920003
calibration,1025,6,0.3,1,oscillatory detour,0.0,0.0,0.41897136591602013,0.561640001245725,0.7459785004393136,0.25,0.016035369076335088
calibration,1025,6,0.3,1,positive detour,0.0,0.0,0.47036765369754024,0.5198405842367814,0.9048305729883014,0.375,0.025422069544217694
calibration,1025,6,0.3,1,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.4276276487809221,0.4949672744911516,0.8639513576337796,0.375,0.02802214937222825
calibration,1025,6,0.3,2,back-loaded,0.0,0.0,0.4596140673371656,0.4698552705370312,0.9782034940500717,0.25,0.021796505949928362
calibration,1025,6,0.3,2,early burst,0.0,0.0,0.42935538655821276,0.505290383027327,0.8497200836988669,0.25,0.030021131671674618
calibration,1025,6,0.3,2,front-loaded,0.0,0.0,0.45961406735577515,0.4698552700883096,0.9782034950238835,0.25,0.021796504976116553
calibration,1025,6,0.3,2,negative detour,0.0,0.0,0.4703676536256436,0.5219193883335425,0.9012266341120216,0.375,0.025320813331920003
calibration,1025,6,0.3,2,oscillatory detour,0.0,0.0,0.41897136591602013,0.561640001245725,0.7459785004393136,0.25,0.016035369076335088
calibration,1025,6,0.3,2,positive detour,0.0,0.0,0.47036765369754024,0.5198405842367814,0.9048305729883014,0.375,0.025422069544217694
calibration,1025,6,0.3,2,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.4787277465397696,0.5802697610747309,0.8250089504114552,0.25,0.018444785434291816
holdout,769,3,0.24,10,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.24,10,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.24,10,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.24,10,negative detour,0.0,0.0,0.2320718244121599,0.4188259638417587,0.5541008544060596,0.375,0.0055790166756523926
holdout,769,3,0.24,10,oscillatory detour,0.0,0.0,0.16287618404532547,0.3385179261814431,0.4811449304401831,0.25,0.00885236070978973
holdout,769,3,0.24,10,positive detour,0.0,0.0,0.23207182533697934,0.40814575865492336,0.5686003600816296,0.375,0.005720797599274188
holdout,769,3,0.24,10,pseudo-stochastic bridge,0.0,0.0,0.3296156455126724,0.48389596126969786,0.6811704826958913,0.125,0.017199927631756623
holdout,769,3,0.24,11,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.24,11,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.24,11,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.24,11,negative detour,0.0,0.0,0.2320718244121599,0.4188259638417587,0.5541008544060596,0.375,0.0055790166756523926
holdout,769,3,0.24,11,oscillatory detour,0.0,0.0,0.16287618404532547,0.3385179261814431,0.4811449304401831,0.25,0.00885236070978973
holdout,769,3,0.24,11,positive detour,0.0,0.0,0.23207182533697934,0.40814575865492336,0.5686003600816296,0.375,0.005720797599274188
holdout,769,3,0.24,11,pseudo-stochastic bridge,0.0,0.0,0.2703471187299534,0.4457943925294179,0.6064390294279289,0.5,0.01519503083685188
holdout,769,3,0.24,12,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.24,12,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.24,12,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.24,12,negative detour,0.0,0.0,0.2320718244121599,0.4188259638417587,0.5541008544060596,0.375,0.0055790166756523926
holdout,769,3,0.24,12,oscillatory detour,0.0,0.0,0.16287618404532547,0.3385179261814431,0.4811449304401831,0.25,0.00885236070978973
holdout,769,3,0.24,12,positive detour,0.0,0.0,0.23207182533697934,0.40814575865492336,0.5686003600816296,0.375,0.005720797599274188
holdout,769,3,0.24,12,pseudo-stochastic bridge,0.0,0.0,0.3147070638798884,0.4437517736050867,0.7091961826387186,0.25,0.014972742052664136
holdout,769,3,0.24,13,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.24,13,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.24,13,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.24,13,negative detour,0.0,0.0,0.2320718244121599,0.4188259638417587,0.5541008544060596,0.375,0.0055790166756523926
holdout,769,3,0.24,13,oscillatory detour,0.0,0.0,0.16287618404532547,0.3385179261814431,0.4811449304401831,0.25,0.00885236070978973
holdout,769,3,0.24,13,positive detour,0.0,0.0,0.23207182533697934,0.40814575865492336,0.5686003600816296,0.375,0.005720797599274188
holdout,769,3,0.24,13,pseudo-stochastic bridge,0.0,0.0,0.2043320908238918,0.3603865342020492,0.5669803708851504,0.125,0.0015429909988233892
holdout,769,3,0.36,10,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.36,10,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.36,10,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.36,10,negative detour,0.0,0.0,0.40022263108439066,0.44604906645101045,0.8972614476446776,0.375,0.0013526329692067542
holdout,769,3,0.36,10,oscillatory detour,0.0,0.0,0.27889046427398523,0.4657192463260113,0.5988381765926788,0.25,0.009959928708717154
holdout,769,3,0.36,10,positive detour,0.0,0.0,0.4002226316293562,0.404468437900693,0.9895027500949796,0.375,0.0014871691713729794
holdout,769,3,0.36,10,pseudo-stochastic bridge,0.0,0.0,0.424252107101653,0.48652109239504693,0.872011745704886,0.125,0.016582079999911
holdout,769,3,0.36,11,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.36,11,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.36,11,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.36,11,negative detour,0.0,0.0,0.40022263108439066,0.44604906645101045,0.8972614476446776,0.375,0.0013526329692067542
holdout,769,3,0.36,11,oscillatory detour,0.0,0.0,0.27889046427398523,0.4657192463260113,0.5988381765926788,0.25,0.009959928708717154
holdout,769,3,0.36,11,positive detour,0.0,0.0,0.4002226316293562,0.404468437900693,0.9895027500949796,0.375,0.0014871691713729794
holdout,769,3,0.36,11,pseudo-stochastic bridge,0.0,0.0,0.2539530671450851,0.4014299750738563,0.6326210868990588,0.125,0.014780022191739788
holdout,769,3,0.36,12,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.36,12,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.36,12,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.36,12,negative detour,0.0,0.0,0.40022263108439066,0.44604906645101045,0.8972614476446776,0.375,0.0013526329692067542
holdout,769,3,0.36,12,oscillatory detour,0.0,0.0,0.27889046427398523,0.4657192463260113,0.5988381765926788,0.25,0.009959928708717154
holdout,769,3,0.36,12,positive detour,0.0,0.0,0.4002226316293562,0.404468437900693,0.9895027500949796,0.375,0.0014871691713729794
holdout,769,3,0.36,12,pseudo-stochastic bridge,2.220446049250313e-16,0.0,0.529353503917402,0.6234731612653979,0.8490397611390824,0.125,0.022473523565819137
holdout,769,3,0.36,13,back-loaded,0.0,0.0,0.196232114851094,0.23604958801401094,0.8313173367599628,0.25,0.02009107327187519
holdout,769,3,0.36,13,early burst,0.0,0.0,0.44950102052115376,0.44950102052115376,1.0,0.375,0.007507756878377808
holdout,769,3,0.36,13,front-loaded,0.0,0.0,0.19623211287656223,0.236005611436216,0.8314722335727041,0.25,0.020067609319763306
holdout,769,3,0.36,13,negative detour,0.0,0.0,0.40022263108439066,0.44604906645101045,0.8972614476446776,0.375,0.0013526329692067542
holdout,769,3,0.36,13,oscillatory detour,0.0,0.0,0.27889046427398523,0.4657192463260113,0.5988381765926788,0.25,0.009959928708717154
holdout,769,3,0.36,13,positive detour,0.0,0.0,0.4002226316293562,0.404468437900693,0.9895027500949796,0.375,0.0014871691713729794
holdout,769,3,0.36,13,pseudo-stochastic bridge,0.0,0.0,0.3150491127149383,0.4368863407792754,0.7211237415960048,0.5,0.0013543774276290282
holdout,769,5,0.24,10,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.24,10,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.24,10,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.24,10,negative detour,0.0,0.0,0.44597933426676273,0.4463677664882937,0.9991297932989497,0.375,0.0008702067010502679
holdout,769,5,0.24,10,oscillatory detour,0.0,0.0,0.31175565264474125,0.47584529673117515,0.6551617821723791,0.25,0.011079245136845979
holdout,769,5,0.24,10,positive detour,0.0,0.0,0.4459793343910893,0.44636776718977483,0.9991297920073149,0.375,0.0008702079926851275
holdout,769,5,0.24,10,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.46849683450396246,0.5615720458313942,0.8342595362102897,0.25,0.02663088694416613
holdout,769,5,0.24,11,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.24,11,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.24,11,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.24,11,negative detour,0.0,0.0,0.44597933426676273,0.4463677664882937,0.9991297932989497,0.375,0.0008702067010502679
holdout,769,5,0.24,11,oscillatory detour,0.0,0.0,0.31175565264474125,0.47584529673117515,0.6551617821723791,0.25,0.011079245136845979
holdout,769,5,0.24,11,positive detour,0.0,0.0,0.4459793343910893,0.44636776718977483,0.9991297920073149,0.375,0.0008702079926851275
holdout,769,5,0.24,11,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.45431068906139266,0.4852333290327054,0.936272638087421,0.625,0.02770094707452143
holdout,769,5,0.24,12,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.24,12,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.24,12,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.24,12,negative detour,0.0,0.0,0.44597933426676273,0.4463677664882937,0.9991297932989497,0.375,0.0008702067010502679
holdout,769,5,0.24,12,oscillatory detour,0.0,0.0,0.31175565264474125,0.47584529673117515,0.6551617821723791,0.25,0.011079245136845979
holdout,769,5,0.24,12,positive detour,0.0,0.0,0.4459793343910893,0.44636776718977483,0.9991297920073149,0.375,0.0008702079926851275
holdout,769,5,0.24,12,pseudo-stochastic bridge,0.0,0.0,0.29850661536390183,0.45643066910975416,0.654002098382487,0.25,0.004049896406538747
holdout,769,5,0.24,13,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.24,13,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.24,13,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.24,13,negative detour,0.0,0.0,0.44597933426676273,0.4463677664882937,0.9991297932989497,0.375,0.0008702067010502679
holdout,769,5,0.24,13,oscillatory detour,0.0,0.0,0.31175565264474125,0.47584529673117515,0.6551617821723791,0.25,0.011079245136845979
holdout,769,5,0.24,13,positive detour,0.0,0.0,0.4459793343910893,0.44636776718977483,0.9991297920073149,0.375,0.0008702079926851275
holdout,769,5,0.24,13,pseudo-stochastic bridge,0.0,0.0,0.41041152700321065,0.537774883922942,0.7631660370773632,0.25,0.008085387673956092
holdout,769,5,0.36,10,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.36,10,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.36,10,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.36,10,negative detour,0.0,0.0,0.4702374065924774,0.5393184278517281,0.8719105120616373,0.375,0.022800769964303434
holdout,769,5,0.36,10,oscillatory detour,0.0,0.0,0.41878123485943786,0.5617753783028431,0.7454602872140835,0.25,0.01535027603032077
holdout,769,5,0.36,10,positive detour,0.0,0.0,0.4702374079750566,0.5202344037552961,0.9038952529487906,0.375,0.023637199691474892
holdout,769,5,0.36,10,pseudo-stochastic bridge,0.0,0.0,0.4012797833927793,0.5025705930268508,0.7984545633201029,0.25,0.016748029786423237
holdout,769,5,0.36,11,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.36,11,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.36,11,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.36,11,negative detour,0.0,0.0,0.4702374065924774,0.5393184278517281,0.8719105120616373,0.375,0.022800769964303434
holdout,769,5,0.36,11,oscillatory detour,0.0,0.0,0.41878123485943786,0.5617753783028431,0.7454602872140835,0.25,0.01535027603032077
holdout,769,5,0.36,11,positive detour,0.0,0.0,0.4702374079750566,0.5202344037552961,0.9038952529487906,0.375,0.023637199691474892
holdout,769,5,0.36,11,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.5005182424888793,0.5641536107923498,0.8872020543942012,0.125,0.01069699594361972
holdout,769,5,0.36,12,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.36,12,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.36,12,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.36,12,negative detour,0.0,0.0,0.4702374065924774,0.5393184278517281,0.8719105120616373,0.375,0.022800769964303434
holdout,769,5,0.36,12,oscillatory detour,0.0,0.0,0.41878123485943786,0.5617753783028431,0.7454602872140835,0.25,0.01535027603032077
holdout,769,5,0.36,12,positive detour,0.0,0.0,0.4702374079750566,0.5202344037552961,0.9038952529487906,0.375,0.023637199691474892
holdout,769,5,0.36,12,pseudo-stochastic bridge,0.0,0.0,0.40593390598483226,0.54241885103487,0.7483772092550971,0.125,0.004608655976624791
holdout,769,5,0.36,13,back-loaded,0.0,0.0,0.39063204946199037,0.4478385473492953,0.8722608890505215,0.25,0.019657750578597772
holdout,769,5,0.36,13,early burst,0.0,0.0,0.4444112416075982,0.4848759254264325,0.9165463127845604,0.375,0.018790065630564547
holdout,769,5,0.36,13,front-loaded,0.0,0.0,0.3906320465881682,0.447838532022297,0.8722609124860193,0.25,0.019657750265348915
holdout,769,5,0.36,13,negative detour,0.0,0.0,0.4702374065924774,0.5393184278517281,0.8719105120616373,0.375,0.022800769964303434
holdout,769,5,0.36,13,oscillatory detour,0.0,0.0,0.41878123485943786,0.5617753783028431,0.7454602872140835,0.25,0.01535027603032077
holdout,769,5,0.36,13,positive detour,0.0,0.0,0.4702374079750566,0.5202344037552961,0.9038952529487906,0.375,0.023637199691474892
holdout,769,5,0.36,13,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.4434585804626583,0.48661165966552933,0.9113192658956587,0.25,0.007991049825402816
holdout,769,7,0.24,10,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.24,10,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.24,10,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.24,10,negative detour,0.0,0.0,0.4948724274163346,0.5242225564907481,0.9440120828243461,0.375,0.022704095633855906
holdout,769,7,0.24,10,oscillatory detour,0.0,0.0,0.40584492358004,0.5554346533482472,0.7306798759017702,0.25,0.014439071670069473
holdout,769,7,0.24,10,positive detour,0.0,0.0,0.49487242773810447,0.5242233330400785,0.9440106850418845,0.375,0.022704062189562533
holdout,769,7,0.24,10,pseudo-stochastic bridge,0.0,0.0,0.39963457421366283,0.5197201809831773,0.7689418052954125,0.125,0.002546928005751213
holdout,769,7,0.24,11,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.24,11,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.24,11,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.24,11,negative detour,0.0,0.0,0.4948724274163346,0.5242225564907481,0.9440120828243461,0.375,0.022704095633855906
holdout,769,7,0.24,11,oscillatory detour,0.0,0.0,0.40584492358004,0.5554346533482472,0.7306798759017702,0.25,0.014439071670069473
holdout,769,7,0.24,11,positive detour,0.0,0.0,0.49487242773810447,0.5242233330400785,0.9440106850418845,0.375,0.022704062189562533
holdout,769,7,0.24,11,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.4144934237605125,0.5417570910963814,0.7650909061876442,0.25,0.006954088176127384
holdout,769,7,0.24,12,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.24,12,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.24,12,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.24,12,negative detour,0.0,0.0,0.4948724274163346,0.5242225564907481,0.9440120828243461,0.375,0.022704095633855906
holdout,769,7,0.24,12,oscillatory detour,0.0,0.0,0.40584492358004,0.5554346533482472,0.7306798759017702,0.25,0.014439071670069473
holdout,769,7,0.24,12,positive detour,0.0,0.0,0.49487242773810447,0.5242233330400785,0.9440106850418845,0.375,0.022704062189562533
holdout,769,7,0.24,12,pseudo-stochastic bridge,0.0,0.0,0.4933548291366597,0.4933548291366597,1.0,0.375,0.010243476755352487
holdout,769,7,0.24,13,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.24,13,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.24,13,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.24,13,negative detour,0.0,0.0,0.4948724274163346,0.5242225564907481,0.9440120828243461,0.375,0.022704095633855906
holdout,769,7,0.24,13,oscillatory detour,0.0,0.0,0.40584492358004,0.5554346533482472,0.7306798759017702,0.25,0.014439071670069473
holdout,769,7,0.24,13,positive detour,0.0,0.0,0.49487242773810447,0.5242233330400785,0.9440106850418845,0.375,0.022704062189562533
holdout,769,7,0.24,13,pseudo-stochastic bridge,0.0,0.0,0.5881870399918894,0.6695803954833535,0.8784412506093339,0.125,0.0008419386687256939
holdout,769,7,0.36,10,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.36,10,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.36,10,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.36,10,negative detour,0.0,0.0,0.4157592779933874,0.5386443133659002,0.7718623731407757,0.375,0.019115671787182893
holdout,769,7,0.36,10,oscillatory detour,0.0,0.0,0.4262860640313981,0.6084795465734251,0.7005758310726691,0.25,0.023486469680686187
holdout,769,7,0.36,10,positive detour,0.0,0.0,0.4157592753253424,0.5386044212778934,0.7719195366776075,0.375,0.019117133881235742
holdout,769,7,0.36,10,pseudo-stochastic bridge,8.881784197001252e-16,0.0,0.4255951581320942,0.5147850523750336,0.826743426539972,0.25,0.019796702360053323
holdout,769,7,0.36,11,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.36,11,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
