delta_r,pair,x_P,x_R,occupied_8,occupied_16,occupied_32,occupied_64,successor_loss,null_loss,rho_cycle,miss_cycle,abs_miss_cycle,best_rho
100,25,1.9999999999999996,0.15169981717933775,8,16,32,64,0.025180456234424362,0.3319774104230636,0.9820650920908669,0.0033016247840691663,0.0033016247840691663,0.9849538458591351
100,26,1.9999999999999996,0.1276307854967266,8,16,32,64,0.021526530415623423,0.3373250479003833,0.9849395617286472,0.0037184097960333996,0.0037184097960333996,0.9864447058993007
100,27,1.9999999999999996,0.13957350560926063,8,16,32,64,0.023165668278022116,0.3319493649872915,0.984006564815193,0.003306483063665254,0.003306483063665254,0.9857405845391879
100,28,1.779929312274542,0.14577385192742248,7,13,25,44,0.022070181101463932,0.3028002732952708,0.986341688901282,0.0010472353550636333,0.0010472353550636333,0.9881249233955444
100,29,1.9441343573651102,0.10669416464666799,8,16,32,60,0.017566433573294484,0.32928574175482006,0.9900868702344442,0.002264086025526471,0.002264086025526471,0.9900868702344442
100,30,1.9584424025377316,0.10322037243985276,8,16,32,61,0.01682402014720071,0.325982550721839,0.9898752378767885,0.002640216435776339,0.002640216435776339,0.9898752378767885
100,31,1.9999999999999996,0.12819314960537956,8,16,32,64,0.021333346441669267,0.332831301943049,0.9846948418014486,0.0030724134691715505,0.0030724134691715505,0.9851400051145163
100,32,1.8269703526417307,0.13164224426817953,8,15,29,53,0.02060090456499365,0.3129831868108509,0.9883340256781098,0.0020696316362534164,0.0020696316362534164,0.9887001448238124
100,33,1.9999999999999996,0.17617389957666163,8,16,32,64,0.02685836388517338,0.3049074119346042,0.9824845788548009,0.002138360328231737,0.002138360328231737,0.9840037695239925
100,34,1.9999999999999996,0.13386437050039582,8,16,32,64,0.022482046948057794,0.3358929170475772,0.9857653950246011,0.00316464697473599,0.00316464697473599,0.9857653950246011
100,35,1.7664065791546522,0.1348680129931558,8,15,28,50,0.02122470647698046,0.3147478190852795,0.9883956183903674,0.0017545961265123906,0.0017545961265123906,0.9887593435201605
100,36,1.9999999999999996,0.13575119374408004,8,16,32,64,0.0223295034538932,0.3289769001367175,0.9810266086355609,0.003793866773765687,0.003793866773765687,0.9837962239186608
100,37,1.7918600299101701,0.12284500528821675,8,16,29,52,0.018798753216416057,0.30605645174275925,0.9878522279406734,0.002019869783011266,0.002019869783011266,0.9878522279406734
100,38,1.9999999999999996,0.14804174397711878,8,16,32,64,0.02398980462923323,0.32409513674657975,0.98480797397667,0.003179889912039786,0.003179889912039786,0.985403966421408
100,39,1.9999999999999996,0.14344071733639321,8,16,32,64,0.023772252653607016,0.33145752607827506,0.9843667016200297,0.0026120430319099236,0.0026120430319099236,0.9851689224949246
100,40,1.9999999999999996,0.13462798523130995,8,16,32,64,0.02183517988034474,0.3243780235265173,0.9847649216725437,0.0031401337510094923,0.0031401337510094923,0.9848501563612567
150,1,1.8905732705762202,0.09603116981495276,8,16,31,57,0.016891377155313712,0.35178946977033704,0.9738828095453558,0.014349041753508358,0.014349041753508358,0.9986316449328831
150,2,1.6710995856285,0.0713772335136471,6,10,18,34,0.010711869235040224,0.300148064242141,0.9909740538541175,4.396008369886795e-05,4.396008369886795e-05,0.9995802666255995
150,3,1.7375546612609862,0.45026613765846196,6,11,21,36,0.07266481568343043,0.3227638483378401,0.9471366320403007,0.0031787763359093645,0.0031787763359093645,0.9975714249073623
150,4,1.843771763375457,0.08867927287495528,8,16,31,54,0.014335799547978697,0.3233179317605208,0.9594503310081433,-0.012177137535557289,0.012177137535557289,0.9963971604775785
150,5,1.7835480704727145,0.4751766976846765,8,15,28,51,0.08300242568239513,0.3493539396474146,0.9631648741428407,0.011267152908056481,0.011267152908056481,0.9985244495204629
150,6,1.6230520900156191,0.7419932821386395,8,15,25,44,0.11880069270046015,0.32022039972664484,0.950760363270678,0.008378894834333829,0.008378894834333829,0.9910994916439114
150,7,1.8811121276205485,0.02832851190973495,8,16,30,57,0.004747135565191851,0.3351489538397195,0.9708517544749613,-0.013866304893093234,0.013866304893093234,0.9972921475542336
150,8,1.6710995856285,0.0871558255164609,6,10,18,34,0.012526603817870963,0.28745304731248505,0.9905090647464292,3.7128125232008073e-05,3.7128125232008073e-05,0.9994016319424723
150,9,1.6710995856285,0.08035061393017107,6,10,18,34,0.011911329287057069,0.29648384012121287,0.9910921958894425,3.408018416910707e-05,3.408018416910707e-05,0.9996429110502518
150,10,1.6710995856285,0.06861767463244403,6,10,18,34,0.010573254630915584,0.308178750957448,0.9914850813903323,1.3046822473725953e-05,1.3046822473725953e-05,0.9998103403176257
150,11,1.6710995856285,0.054013994291966634,6,10,18,34,0.008369487631914451,0.3099007115331674,0.9917351283365923,3.470925078942601e-05,3.470925078942601e-05,0.9997345758315981
150,12,1.6710995856285,0.05606973952174759,6,10,18,34,0.008803179946825853,0.314008234099657,0.9915366619387436,4.0934518773588904e-05,4.0934518773588904e-05,0.9996510573499908
150,13,1.8275915348152951,0.06966365441043522,8,16,31,53,0.011590968850262362,0.33276947493946285,0.9643709554807098,-0.013145878750232582,0.013145878750232582,0.9975462437214828
150,14,1.6710995856285,0.0678029040852317,6,10,18,34,0.009826053556183508,0.28984167238122016,0.9908919204819063,2.7837745163209177e-05,2.7837745163209177e-05,0.9996627546579451
150,15,1.8501939472364997,0.2580280758849147,8,16,30,55,0.04354981665063973,0.3375587443442685,0.9694775534771114,0.013552571386403714,0.013552571386403714,0.9987083794895278
150,16,1.6710995856285,0.06258940949847541,6,10,18,34,0.009220093827739632,0.2946215310743336,0.9905059622866231,4.9639765634094485e-05,4.9639765634094485e-05,0.999444769363662
150,17,1.6710995856285,0.07386475502398439,6,10,18,34,0.010746981899487218,0.29099079516333876,0.9904269712138977,4.98268664854183e-05,4.98268664854183e-05,0.9995601505846488
150,18,1.9349736194424862,0.03652702088799894,8,16,31,60,0.005896281682830389,0.32284492627580424,0.9717171881944678,-0.013889583658741904,0.013889583658741904,0.9986989259748316
150,19,1.865791072356267,0.09503867783324547,8,16,30,56,0.015557258025423156,0.32738793047436676,0.9615850418859235,-0.012854348815375944,0.012854348815375944,0.9967982837555839
150,20,1.6710995856285,0.0785508318891356,6,10,18,34,0.01131445113912225,0.28807972791659653,0.9902738875731341,4.534866506707097e-05,4.534866506707097e-05,0.9995558812321773
150,21,1.6710995856285,0.08729375357853547,6,10,18,34,0.012562137080578108,0.28781296634876274,0.9908022538929616,3.8692207179858625e-05,3.8692207179858625e-05,0.9996916462154987
150,22,1.8596550901921711,0.03831110370487932,8,16,31,55,0.006469240774504493,0.33772145142770016,0.9665489698565632,-0.013315517723945581,0.013315517723945581,0.9976821924871809
150,23,1.779929312274542,0.7754260248583607,7,13,25,44,0.12368183689311182,0.31900357462390705,0.9474633957296211,0.007628332025049222,0.007628332025049222,0.9979891472081344
150,24,1.8905732705762202,0.443427617609606,8,16,31,57,0.06984356433630837,0.3150167538630789,0.963228305028578,0.01239872465242006,0.01239872465242006,0.9951865903176071
150,25,1.6710995856285,0.07752584233737213,6,10,18,34,0.011291849019383796,0.2913054196881765,0.9898462220271033,8.671367971678437e-05,8.671367971678437e-05,0.9994660206396095
150,26,1.6710995856285,0.0715322532423846,6,10,18,34,0.010603613298658273,0.29647083149270553,0.9911691787297473,2.9965328412567535e-05,2.9965328412567535e-05,0.9995105987026872
150,27,1.6710995856285,0.06393301767891205,6,10,18,34,0.009487181759483878,0.2967850448458707,0.9909528017518644,4.284797094145072e-05,4.284797094145072e-05,0.9997423034391841
150,28,1.8997340084988443,0.2326329177559702,8,16,32,57,0.037551411104028876,0.3228383280084202,0.9679967450967716,0.013169578663883285,0.013169578663883285,0.9968267772369728
150,29,1.8003566961744724,0.027455141419818464,8,15,28,52,0.004703355480967482,0.34262110757676667,0.9716404385897291,-0.013985893254900033,0.013985893254900033,0.9991870488510757
150,30,1.8752522153119373,0.017181214341453338,8,16,31,56,0.0029052501521598063,0.33818915175864744,0.9762645138602861,-0.014435205423131694,0.014435205423131694,0.9990218204257041
150,31,1.6710995856285,0.06242240857311499,6,10,18,34,0.009350162379491798,0.2995771099905576,0.9910584325065251,3.7554932832640905e-05,3.7554932832640905e-05,0.9997675675039978
150,32,1.7664065791546522,0.15038052215029787,8,15,28,50,0.02415392565339837,0.3212374223472601,0.957674287277238,-0.011165428457953134,0.011165428457953134,0.9977391415196856
150,33,1.6710995856285,0.08079699601908726,6,10,18,34,0.011319981818660597,0.28020798733622215,0.9902591432674654,9.848555567143129e-06,9.848555567143129e-06,0.9997008136761788
150,34,1.6710995856285,0.05524456092055072,6,10,18,34,0.008329664508813856,0.3015560037048013,0.9912245637185736,4.562357252428487e-05,4.562357252428487e-05,0.9997905077410411
150,35,1.5315323978599504,0.7322115033714055,7,13,21,35,0.11867595795410034,0.3241575894606053,0.9415632559073711,0.004215426613970787,0.004215426613970787,0.992528369559745
150,36,1.6710995856285,0.07819921464634794,6,10,18,34,0.01131245223283143,0.2893239346198407,0.9905210652047667,3.65880926386524e-05,3.65880926386524e-05,0.9994446479803655
150,37,1.3908532456777378,0.4510618396972188,8,13,21,34,0.07072454610132889,0.3135913521250375,0.9420907489341609,-0.004384595099099287,0.004384595099099287,0.9962269655977751
150,38,1.6710995856285,0.06124138795667861,6,10,18,34,0.00892260993785496,0.2913914996233169,0.9906878763728056,7.565276622787255e-05,7.565276622787255e-05,0.9995824028223748
150,39,1.6710995856285,0.06202870210707136,6,10,18,34,0.009325928326296428,0.30069719370230896,0.9906220065592157,7.315707816535801e-05,7.315707816535801e-05,0.9994810722258042
150,40,1.6710995856285,0.06290004967183314,6,10,18,34,0.00916395598933385,0.29138151836587506,0.9907565071587382,3.645265290511467e-05,3.645265290511467e-05,0.9995878321393011
170,1,1.4166794492852026,0.5840275812455851,6,9,15,26,0.10204699452475084,0.3494595043169368,0.9389282285153152,0.0031550193020135385,0.0031550193020135385,0.9983666631038229
