control,marker_time,handover_time,timing_error_s,parent_step
time_shuffle_026,7774.6783700000005,7756.72037,17.95800000000054,0.1872149525035547
time_shuffle_027,7774.6783700000005,7774.09637,0.5820000000003347,0.19203760522123176
time_shuffle_028,7774.6783700000005,7737.5843700000005,37.09400000000005,0.2104934839788284
time_shuffle_029,7774.6783700000005,7734.99237,39.686000000000604,0.18168098568126645
time_shuffle_030,7774.6783700000005,7759.696370000001,14.981999999999971,0.13357377523076777
time_shuffle_031,7774.6783700000005,7731.536370000001,43.141999999999825,0.14348998938266172
time_shuffle_032,7774.6783700000005,7774.86437,0.1859999999996944,0.16582907386001344
time_shuffle_033,7774.6783700000005,7770.12837,4.550000000000182,0.18529018994586322
time_shuffle_034,7774.6783700000005,7769.7763700000005,4.902000000000044,0.16876743191037424
time_shuffle_035,7774.6783700000005,7760.080370000001,14.597999999999956,0.215779406168507
time_shuffle_036,7774.6783700000005,7764.94437,9.734000000000378,0.1833111728157746
time_shuffle_037,7774.6783700000005,7739.21637,35.462000000000444,0.19390152690891188
time_shuffle_038,7774.6783700000005,7761.55237,13.126000000000204,0.18034901138998083
time_shuffle_039,7774.6783700000005,7759.40837,15.270000000000437,0.13584063210563288
time_shuffle_040,7774.6783700000005,7771.02437,3.654000000000451,0.13767906306883937
time_shuffle_041,7774.6783700000005,7771.79237,2.886000000000422,0.14103947992085075
time_shuffle_042,7774.6783700000005,7762.5443700000005,12.134000000000015,0.14461017605070392
time_shuffle_043,7774.6783700000005,7732.272370000001,42.40599999999995,0.1912325602300271
time_shuffle_044,7774.6783700000005,7754.1603700000005,20.51800000000003,0.20047406959549452
time_shuffle_045,7774.6783700000005,7734.7363700000005,39.94200000000001,0.1537796717781692
time_shuffle_046,7774.6783700000005,7738.44837,36.23000000000047,0.1624616814369613
time_shuffle_047,7774.6783700000005,7762.09637,12.582000000000335,0.16110014367236722
time_shuffle_048,7774.6783700000005,7747.40837,27.270000000000437,0.18329759737052398
time_shuffle_049,7774.6783700000005,7772.656370000001,2.0219999999999345,0.19044130132855946
time_shuffle_050,7774.6783700000005,7765.16837,9.510000000000218,0.1750642326206422
time_shuffle_051,7774.6783700000005,7753.29637,21.382000000000517,0.18879111098694246
time_shuffle_052,7774.6783700000005,7769.87237,4.806000000000495,0.20897952629677596
time_shuffle_053,7774.6783700000005,7736.17637,38.50200000000041,0.15411176099138335
time_shuffle_054,7774.6783700000005,7771.888370000001,2.7899999999999636,0.17338949089713407
time_shuffle_055,7774.6783700000005,7768.30437,6.374000000000706,0.2057666785601545
time_shuffle_056,7774.6783700000005,7743.152370000001,31.52599999999984,0.12833685597121286
time_shuffle_057,7774.6783700000005,7764.272370000001,10.405999999999949,0.16611313068082204
time_shuffle_058,7774.6783700000005,7744.40037,30.278000000000247,0.1546554315328632
time_shuffle_059,7774.6783700000005,7757.808370000001,16.86999999999989,0.1775460655887866
time_shuffle_060,7774.6783700000005,7753.45637,21.222000000000662,0.19172044672226657
time_shuffle_061,7774.6783700000005,7755.18437,19.494000000000597,0.14832231840220308
time_shuffle_062,7774.6783700000005,7754.22437,20.454000000000633,0.18789267191950398
time_shuffle_063,7774.6783700000005,7761.52037,13.158000000000357,0.1451892282504351
time_shuffle_064,7774.6783700000005,7733.32837,41.350000000000364,0.17047430950368664
time_shuffle_065,7774.6783700000005,7744.68837,29.99000000000069,0.14523188110912674
time_shuffle_066,7774.6783700000005,7732.464370000001,42.21399999999994,0.19772517910814089
time_shuffle_067,7774.6783700000005,7748.04837,26.63000000000011,0.16354983177444055
time_shuffle_068,7774.6783700000005,7760.94437,13.734000000000378,0.1374201716786558
time_shuffle_069,7774.6783700000005,7753.64837,21.030000000000655,0.1812317555355083
time_shuffle_070,7774.6783700000005,7735.28037,39.39800000000014,0.15442672647093017
time_shuffle_071,7774.6783700000005,7751.98437,22.694000000000415,0.1881121943338282
time_shuffle_072,7774.6783700000005,7736.49637,38.1820000000007,0.14688088875453675
time_shuffle_073,7774.6783700000005,7756.20837,18.470000000000255,0.1495726051228034
time_shuffle_074,7774.6783700000005,7749.84037,24.838000000000648,0.16111020698949977
time_shuffle_075,7774.6783700000005,7772.848370000001,1.8299999999999272,0.15054501495769146
time_shuffle_076,7774.6783700000005,7765.808370000001,8.86999999999989,0.15381562247524447
time_shuffle_077,7774.6783700000005,7732.272370000001,42.40599999999995,0.1468350253658462
time_shuffle_078,7774.6783700000005,7772.30437,2.3740000000007058,0.18177816300696636
time_shuffle_079,7774.6783700000005,7745.2003700000005,29.478000000000065,0.18299081627271638
time_shuffle_080,7774.6783700000005,7741.74437,32.9340000000002,0.1753736525818179
time_shuffle_081,7774.6783700000005,7756.91237,17.76600000000053,0.20960419974285305
time_shuffle_082,7774.6783700000005,7750.12837,24.550000000000182,0.19160102143724322
time_shuffle_083,7774.6783700000005,7763.95237,10.726000000000568,0.1891074047829424
time_shuffle_084,7774.6783700000005,7746.3523700000005,28.326000000000022,0.1255037148850558
time_shuffle_085,7774.6783700000005,7752.43237,22.246000000000095,0.16337620443966816
time_shuffle_086,7774.6783700000005,7742.9283700000005,31.75,0.1726213781049204
time_shuffle_087,7774.6783700000005,7745.74437,28.934000000000196,0.19792096572752405
time_shuffle_088,7774.6783700000005,7741.45637,33.22200000000066,0.17908942029950148
time_shuffle_089,7774.6783700000005,7748.8163700000005,25.86200000000008,0.18375292881834232
time_shuffle_090,7774.6783700000005,7763.60037,11.07800000000043,0.19031852656995651
time_shuffle_091,7774.6783700000005,7754.83237,19.84600000000046,0.1749527033255466
time_shuffle_092,7774.6783700000005,7747.44037,27.238000000000284,0.1554709313486773
time_shuffle_093,7774.6783700000005,7735.18437,39.4940000000006,0.1849886678844581
time_shuffle_094,7774.6783700000005,7736.272370000001,38.40599999999995,0.1519379520204922
time_shuffle_095,7774.6783700000005,7747.47237,27.20600000000013,0.1606106301001386
time_shuffle_096,7774.6783700000005,7763.85637,10.822000000000116,0.23987708978190492
time_shuffle_097,7774.6783700000005,7747.344370000001,27.333999999999833,0.14457245285930553
time_shuffle_098,7774.6783700000005,7774.5443700000005,0.13400000000001455,0.17328184334183636
time_shuffle_099,7774.6783700000005,7753.52037,21.158000000000357,0.1616008693277744
reversal,7774.6783700000005,7760.91237,13.766000000000531,1.3024103321630334
storage_only,7774.6783700000005,7746.12837,28.550000000000182,2.0
signless_transfer,7774.6783700000005,7746.12837,28.550000000000182,2.0
wrong_marker_0.25,7741.26237,7774.960370000001,33.69800000000032,1.1826082407624456
wrong_marker_0.50,7752.40037,7774.960370000001,22.5600000000004,1.1826082407624456
wrong_marker_0.75,7763.53837,7774.960370000001,11.42200000000048,1.1826082407624456
