path_id,split,direction,duration,horizon,x_p,x_r,local_loss,null_loss,mean_rho,best_coherent_miss,exact_closure,occupied_16,occupied_32,occupied_64,occupied_128,occupied_256
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,512,0.0,0.0,0.0,1.0000000000000153,1.0,0.39999999999900065,True,5,5,5,5,5
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,768,0.0,0.0,0.0,1.0013054830287136,1.0,0.3999999999995552,True,5,5,5,5,5
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,1024,0.0,0.0,0.0,0.9993952700697575,1.0,1.0393649471183713e-12,True,5,5,5,5,5
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,1280,0.0,0.0,0.0,0.9984350547730599,1.0000000000000002,1.0214285729026654e-12,True,5,5,5,5,5
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,1536,1.390543700035133,0.016834780602708495,0.008410209878780805,0.9991469538281613,0.9685458906790175,0.0028015872691120568,False,16,32,59,87,108
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,1792,1.887780040903632,0.053285182698060526,0.02663550443551203,0.9997340005923075,0.8143234104432931,0.019792922988656703,False,16,32,64,123,215
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,2048,2.0,0.08052075092380835,0.04026506005339638,1.0001163573721918,0.7101436051285489,0.035004330460303934,False,16,32,64,128,256
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,2304,2.0,0.10250306926102674,0.05125113693066648,0.9999922402353459,0.6413438782491417,0.04695350278304233,False,16,32,64,128,256
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,2560,2.0,0.11989628724610138,0.05994519721465881,0.9999508507150713,0.597758378002575,0.056563120041615685,False,16,32,64,128,256
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,2816,2.0,0.13355657351936787,0.06677876532959125,1.0000071665496457,0.5735587269233637,0.0045266146403606135,False,16,32,64,128,256
calibration:q5:d2:w256:r5:rational_to_irrational,calibration,rational_to_irrational,256,3072,2.0,0.005802364771389845,0.002900497310844318,0.9997638635702524,0.5665326935800127,0.005046950847836917,False,16,32,64,128,256
