split,case_id,regime,mode,tooth,tooth_position,geometry_onset_tick,lock_onset_tick,unlock_onset_tick
calibration,0,false-seam,forward,14,0.4027777777777778,346.0,431.0,
calibration,0,false-seam,forward,15,0.4305555555555556,373.0,374.0,
calibration,0,false-seam,forward,16,0.4583333333333333,392.0,95.0,
calibration,0,false-seam,forward,17,0.4861111111111111,392.0,562.0,
calibration,0,false-seam,forward,18,0.5138888888888888,412.0,51.0,
calibration,0,false-seam,forward,19,0.5416666666666666,432.0,204.0,
calibration,0,false-seam,forward,20,0.5694444444444444,461.0,594.0,
calibration,0,false-seam,forward,21,0.5972222222222222,473.0,174.0,
calibration,0,false-seam,forward,22,0.625,497.0,291.0,
calibration,0,false-seam,forward,23,0.6527777777777778,515.0,91.0,
calibration,0,false-seam,forward,24,0.6805555555555556,531.0,,
calibration,0,false-seam,forward,25,0.7083333333333334,549.0,233.0,
calibration,0,false-seam,forward,26,0.7361111111111112,562.0,215.0,
calibration,0,false-seam,forward,27,0.7638888888888888,578.0,98.0,
calibration,0,false-seam,forward,28,0.7916666666666666,609.0,264.0,
calibration,0,false-seam,forward,29,0.8194444444444444,608.0,,
calibration,0,false-seam,forward,30,0.8472222222222222,,22.0,
calibration,0,false-seam,forward,31,0.875,,253.0,
calibration,0,false-seam,forward,32,0.9027777777777778,,125.0,
calibration,0,false-seam,forward,33,0.9305555555555556,,471.0,
calibration,0,false-seam,forward,34,0.9583333333333334,,103.0,
calibration,0,false-seam,forward,35,0.9861111111111112,,23.0,
calibration,0,progressive,pause,0,0.013888888888888888,77.0,96.0,
calibration,0,progressive,pause,1,0.041666666666666664,78.0,97.0,
calibration,0,progressive,pause,2,0.06944444444444445,92.0,101.0,
calibration,0,progressive,pause,3,0.09722222222222222,102.0,64.0,
calibration,0,progressive,pause,4,0.125,111.0,89.0,
calibration,0,progressive,pause,5,0.1527777777777778,131.0,147.0,
calibration,0,progressive,pause,6,0.18055555555555555,150.0,20.0,
calibration,0,progressive,pause,7,0.20833333333333334,161.0,29.0,
calibration,0,progressive,pause,8,0.2361111111111111,159.0,140.0,
calibration,0,progressive,pause,9,0.2638888888888889,188.0,165.0,
calibration,0,progressive,pause,10,0.2916666666666667,196.0,215.0,
calibration,0,progressive,pause,11,0.3194444444444444,209.0,189.0,
calibration,0,progressive,pause,12,0.3472222222222222,222.0,240.0,
calibration,0,progressive,pause,13,0.375,426.0,244.0,
calibration,0,progressive,pause,14,0.4027777777777778,439.0,174.0,
calibration,0,progressive,pause,15,0.4305555555555556,440.0,241.0,
calibration,0,progressive,pause,16,0.4583333333333333,462.0,142.0,
calibration,0,progressive,pause,17,0.4861111111111111,468.0,323.0,
calibration,0,progressive,pause,18,0.5138888888888888,491.0,493.0,
calibration,0,progressive,pause,19,0.5416666666666666,506.0,382.0,
calibration,0,progressive,pause,20,0.5694444444444444,509.0,104.0,
calibration,0,progressive,pause,21,0.5972222222222222,527.0,401.0,
calibration,0,progressive,pause,22,0.625,540.0,70.0,
calibration,0,progressive,pause,23,0.6527777777777778,543.0,123.0,
calibration,0,progressive,pause,24,0.6805555555555556,559.0,188.0,
calibration,0,progressive,pause,25,0.7083333333333334,566.0,206.0,
calibration,0,progressive,pause,26,0.7361111111111112,588.0,77.0,
calibration,0,progressive,pause,27,0.7638888888888888,588.0,186.0,
calibration,0,progressive,pause,28,0.7916666666666666,611.0,314.0,
calibration,0,progressive,pause,29,0.8194444444444444,615.0,229.0,
calibration,0,progressive,pause,30,0.8472222222222222,636.0,304.0,
calibration,0,progressive,pause,31,0.875,,391.0,
calibration,0,progressive,pause,32,0.9027777777777778,,,
calibration,0,progressive,pause,33,0.9305555555555556,,559.0,
calibration,0,progressive,pause,34,0.9583333333333334,,590.0,
calibration,0,progressive,pause,35,0.9861111111111112,,,
calibration,0,progressive,reverse,0,0.013888888888888888,67.0,41.0,635.0
calibration,0,progressive,reverse,1,0.041666666666666664,63.0,71.0,632.0
calibration,0,progressive,reverse,2,0.06944444444444445,76.0,39.0,608.0
calibration,0,progressive,reverse,3,0.09722222222222222,93.0,99.0,614.0
calibration,0,progressive,reverse,4,0.125,103.0,110.0,589.0
calibration,0,progressive,reverse,5,0.1527777777777778,121.0,126.0,596.0
calibration,0,progressive,reverse,6,0.18055555555555555,122.0,121.0,593.0
calibration,0,progressive,reverse,7,0.20833333333333334,130.0,144.0,593.0
calibration,0,progressive,reverse,8,0.2361111111111111,152.0,155.0,596.0
calibration,0,progressive,reverse,9,0.2638888888888889,154.0,157.0,583.0
calibration,0,progressive,reverse,10,0.2916666666666667,166.0,150.0,569.0
calibration,0,progressive,reverse,11,0.3194444444444444,182.0,183.0,558.0
calibration,0,progressive,reverse,12,0.3472222222222222,193.0,189.0,571.0
calibration,0,progressive,reverse,13,0.375,208.0,219.0,538.0
calibration,0,progressive,reverse,14,0.4027777777777778,216.0,234.0,531.0
calibration,0,progressive,reverse,15,0.4305555555555556,235.0,242.0,540.0
calibration,0,progressive,reverse,16,0.4583333333333333,236.0,232.0,529.0
calibration,0,progressive,reverse,17,0.4861111111111111,255.0,265.0,516.0
calibration,0,progressive,reverse,18,0.5138888888888888,253.0,83.0,550.0
calibration,0,progressive,reverse,19,0.5416666666666666,271.0,266.0,500.0
calibration,0,progressive,reverse,20,0.5694444444444444,283.0,300.0,515.0
calibration,0,progressive,reverse,21,0.5972222222222222,296.0,304.0,487.0
calibration,0,progressive,reverse,22,0.625,309.0,313.0,490.0
calibration,0,progressive,reverse,23,0.6527777777777778,304.0,102.0,473.0
calibration,0,progressive,reverse,24,0.6805555555555556,333.0,345.0,480.0
calibration,0,progressive,reverse,25,0.7083333333333334,341.0,208.0,455.0
calibration,0,progressive,reverse,26,0.7361111111111112,353.0,358.0,467.0
calibration,0,progressive,reverse,27,0.7638888888888888,360.0,362.0,446.0
calibration,0,progressive,reverse,28,0.7916666666666666,369.0,288.0,455.0
calibration,0,progressive,reverse,29,0.8194444444444444,370.0,380.0,444.0
calibration,0,progressive,reverse,30,0.8472222222222222,393.0,245.0,426.0
calibration,0,progressive,reverse,31,0.875,,,431.0
calibration,0,progressive,reverse,32,0.9027777777777778,,317.0,417.0
calibration,0,progressive,reverse,33,0.9305555555555556,,260.0,419.0
calibration,0,progressive,reverse,34,0.9583333333333334,,,417.0
calibration,0,progressive,reverse,35,0.9861111111111112,,,417.0
calibration,1,progressive,forward,0,0.013888888888888888,119.0,109.0,
calibration,1,progressive,forward,1,0.041666666666666664,122.0,111.0,
calibration,1,progressive,forward,2,0.06944444444444445,167.0,59.0,
calibration,1,progressive,forward,3,0.09722222222222222,171.0,122.0,
calibration,1,progressive,forward,4,0.125,196.0,173.0,
calibration,1,progressive,forward,5,0.1527777777777778,226.0,209.0,
calibration,1,progressive,forward,6,0.18055555555555555,246.0,238.0,
calibration,1,progressive,forward,7,0.20833333333333334,278.0,244.0,
calibration,1,progressive,forward,8,0.2361111111111111,324.0,300.0,
calibration,1,progressive,forward,9,0.2638888888888889,332.0,307.0,
calibration,1,progressive,forward,10,0.2916666666666667,346.0,335.0,
calibration,1,progressive,forward,11,0.3194444444444444,389.0,365.0,
calibration,1,progressive,forward,12,0.3472222222222222,398.0,311.0,
calibration,1,progressive,forward,13,0.375,439.0,428.0,
calibration,1,progressive,forward,14,0.4027777777777778,454.0,407.0,
calibration,1,progressive,forward,15,0.4305555555555556,485.0,469.0,
calibration,1,progressive,forward,16,0.4583333333333333,514.0,488.0,
calibration,1,progressive,forward,17,0.4861111111111111,522.0,59.0,
calibration,1,progressive,forward,18,0.5138888888888888,574.0,66.0,
calibration,1,progressive,forward,19,0.5416666666666666,587.0,579.0,
calibration,1,progressive,forward,20,0.5694444444444444,615.0,233.0,
calibration,1,progressive,forward,21,0.5972222222222222,640.0,457.0,
calibration,1,progressive,forward,22,0.625,643.0,629.0,
calibration,1,progressive,forward,23,0.6527777777777778,674.0,259.0,
calibration,1,progressive,forward,24,0.6805555555555556,702.0,637.0,
calibration,1,progressive,forward,25,0.7083333333333334,732.0,684.0,
calibration,1,progressive,forward,26,0.7361111111111112,749.0,118.0,
calibration,1,progressive,forward,27,0.7638888888888888,785.0,754.0,
calibration,1,progressive,forward,28,0.7916666666666666,804.0,678.0,
calibration,1,progressive,forward,29,0.8194444444444444,819.0,809.0,
calibration,1,progressive,forward,30,0.8472222222222222,850.0,816.0,
calibration,1,progressive,forward,31,0.875,884.0,263.0,
calibration,1,progressive,forward,32,0.9027777777777778,,216.0,
calibration,1,progressive,forward,33,0.9305555555555556,,180.0,
calibration,1,progressive,forward,34,0.9583333333333334,,,
calibration,1,progressive,forward,35,0.9861111111111112,,,
calibration,1,memory-only,forward,0,0.013888888888888888,119.0,430.0,
calibration,1,memory-only,forward,1,0.041666666666666664,122.0,,
calibration,1,memory-only,forward,2,0.06944444444444445,167.0,59.0,
calibration,1,memory-only,forward,3,0.09722222222222222,171.0,,
calibration,1,memory-only,forward,4,0.125,196.0,836.0,
calibration,1,memory-only,forward,5,0.1527777777777778,226.0,836.0,
calibration,1,memory-only,forward,6,0.18055555555555555,246.0,358.0,
calibration,1,memory-only,forward,7,0.20833333333333334,278.0,,
calibration,1,memory-only,forward,8,0.2361111111111111,324.0,854.0,
calibration,1,memory-only,forward,9,0.2638888888888889,332.0,,
calibration,1,memory-only,forward,10,0.2916666666666667,346.0,,
calibration,1,memory-only,forward,11,0.3194444444444444,389.0,565.0,
calibration,1,memory-only,forward,12,0.3472222222222222,398.0,311.0,
calibration,1,memory-only,forward,13,0.375,439.0,649.0,
calibration,1,memory-only,forward,14,0.4027777777777778,454.0,434.0,
calibration,1,memory-only,forward,15,0.4305555555555556,485.0,,
calibration,1,memory-only,forward,16,0.4583333333333333,514.0,690.0,
calibration,1,memory-only,forward,17,0.4861111111111111,522.0,59.0,
calibration,1,memory-only,forward,18,0.5138888888888888,574.0,66.0,
calibration,1,memory-only,forward,19,0.5416666666666666,587.0,,
calibration,1,memory-only,forward,20,0.5694444444444444,615.0,233.0,
calibration,1,memory-only,forward,21,0.5972222222222222,640.0,457.0,
calibration,1,memory-only,forward,22,0.625,643.0,797.0,
calibration,1,memory-only,forward,23,0.6527777777777778,674.0,259.0,
calibration,1,memory-only,forward,24,0.6805555555555556,702.0,686.0,
calibration,1,memory-only,forward,25,0.7083333333333334,732.0,,
calibration,1,memory-only,forward,26,0.7361111111111112,749.0,118.0,
calibration,1,memory-only,forward,27,0.7638888888888888,785.0,,
calibration,1,memory-only,forward,28,0.7916666666666666,804.0,678.0,
calibration,1,memory-only,forward,29,0.8194444444444444,819.0,820.0,
calibration,1,memory-only,forward,30,0.8472222222222222,850.0,,
calibration,1,memory-only,forward,31,0.875,884.0,263.0,
calibration,1,memory-only,forward,32,0.9027777777777778,,216.0,
calibration,1,memory-only,forward,33,0.9305555555555556,,180.0,
calibration,1,memory-only,forward,34,0.9583333333333334,,,
calibration,1,memory-only,forward,35,0.9861111111111112,,,
calibration,1,late-snap,forward,0,0.013888888888888888,119.0,430.0,
calibration,1,late-snap,forward,1,0.041666666666666664,122.0,884.0,
calibration,1,late-snap,forward,2,0.06944444444444445,167.0,59.0,
calibration,1,late-snap,forward,3,0.09722222222222222,171.0,888.0,
calibration,1,late-snap,forward,4,0.125,196.0,836.0,
calibration,1,late-snap,forward,5,0.1527777777777778,226.0,836.0,
calibration,1,late-snap,forward,6,0.18055555555555555,246.0,358.0,
calibration,1,late-snap,forward,7,0.20833333333333334,278.0,884.0,
calibration,1,late-snap,forward,8,0.2361111111111111,324.0,852.0,
calibration,1,late-snap,forward,9,0.2638888888888889,332.0,874.0,
calibration,1,late-snap,forward,10,0.2916666666666667,346.0,890.0,
calibration,1,late-snap,forward,11,0.3194444444444444,389.0,565.0,
calibration,1,late-snap,forward,12,0.3472222222222222,398.0,311.0,
calibration,1,late-snap,forward,13,0.375,439.0,649.0,
calibration,1,late-snap,forward,14,0.4027777777777778,454.0,434.0,
calibration,1,late-snap,forward,15,0.4305555555555556,485.0,889.0,
calibration,1,late-snap,forward,16,0.4583333333333333,514.0,690.0,
calibration,1,late-snap,forward,17,0.4861111111111111,522.0,59.0,
calibration,1,late-snap,forward,18,0.5138888888888888,574.0,66.0,
calibration,1,late-snap,forward,19,0.5416666666666666,587.0,882.0,
calibration,1,late-snap,forward,20,0.5694444444444444,615.0,233.0,
calibration,1,late-snap,forward,21,0.5972222222222222,640.0,457.0,
calibration,1,late-snap,forward,22,0.625,643.0,797.0,
calibration,1,late-snap,forward,23,0.6527777777777778,674.0,259.0,
calibration,1,late-snap,forward,24,0.6805555555555556,702.0,686.0,
calibration,1,late-snap,forward,25,0.7083333333333334,732.0,878.0,
calibration,1,late-snap,forward,26,0.7361111111111112,749.0,118.0,
calibration,1,late-snap,forward,27,0.7638888888888888,785.0,890.0,
calibration,1,late-snap,forward,28,0.7916666666666666,804.0,678.0,
calibration,1,late-snap,forward,29,0.8194444444444444,819.0,820.0,
calibration,1,late-snap,forward,30,0.8472222222222222,850.0,890.0,
calibration,1,late-snap,forward,31,0.875,884.0,263.0,
calibration,1,late-snap,forward,32,0.9027777777777778,,216.0,
calibration,1,late-snap,forward,33,0.9305555555555556,,180.0,
calibration,1,late-snap,forward,34,0.9583333333333334,,888.0,
calibration,1,late-snap,forward,35,0.9861111111111112,,881.0,
calibration,1,false-seam,forward,0,0.013888888888888888,119.0,,
calibration,1,false-seam,forward,1,0.041666666666666664,122.0,,
calibration,1,false-seam,forward,2,0.06944444444444445,167.0,59.0,
calibration,1,false-seam,forward,3,0.09722222222222222,171.0,122.0,
calibration,1,false-seam,forward,4,0.125,196.0,,
calibration,1,false-seam,forward,5,0.1527777777777778,226.0,,
calibration,1,false-seam,forward,6,0.18055555555555555,246.0,248.0,
calibration,1,false-seam,forward,7,0.20833333333333334,278.0,604.0,
calibration,1,false-seam,forward,8,0.2361111111111111,324.0,436.0,
calibration,1,false-seam,forward,9,0.2638888888888889,332.0,747.0,
calibration,1,false-seam,forward,10,0.2916666666666667,346.0,335.0,
calibration,1,false-seam,forward,11,0.3194444444444444,389.0,,
calibration,1,false-seam,forward,12,0.3472222222222222,398.0,311.0,
calibration,1,false-seam,forward,13,0.375,439.0,,
calibration,1,false-seam,forward,14,0.4027777777777778,454.0,542.0,
calibration,1,false-seam,forward,15,0.4305555555555556,485.0,,
calibration,1,false-seam,forward,16,0.4583333333333333,514.0,,
calibration,1,false-seam,forward,17,0.4861111111111111,522.0,59.0,
calibration,1,false-seam,forward,18,0.5138888888888888,574.0,66.0,
calibration,1,false-seam,forward,19,0.5416666666666666,587.0,,
calibration,1,false-seam,forward,20,0.5694444444444444,615.0,233.0,
calibration,1,false-seam,forward,21,0.5972222222222222,640.0,457.0,
calibration,1,false-seam,forward,22,0.625,643.0,,
calibration,1,false-seam,forward,23,0.6527777777777778,674.0,259.0,
calibration,1,false-seam,forward,24,0.6805555555555556,702.0,642.0,
calibration,1,false-seam,forward,25,0.7083333333333334,732.0,810.0,
calibration,1,false-seam,forward,26,0.7361111111111112,749.0,118.0,
calibration,1,false-seam,forward,27,0.7638888888888888,785.0,,
calibration,1,false-seam,forward,28,0.7916666666666666,804.0,678.0,
calibration,1,false-seam,forward,29,0.8194444444444444,819.0,,
calibration,1,false-seam,forward,30,0.8472222222222222,850.0,,
calibration,1,false-seam,forward,31,0.875,884.0,263.0,
calibration,1,false-seam,forward,32,0.9027777777777778,,216.0,
calibration,1,false-seam,forward,33,0.9305555555555556,,180.0,
calibration,1,false-seam,forward,34,0.9583333333333334,,,
calibration,1,false-seam,forward,35,0.9861111111111112,,,
calibration,1,progressive,pause,0,0.013888888888888888,83.0,78.0,
calibration,1,progressive,pause,1,0.041666666666666664,97.0,96.0,
calibration,1,progressive,pause,2,0.06944444444444445,103.0,99.0,
calibration,1,progressive,pause,3,0.09722222222222222,122.0,114.0,
calibration,1,progressive,pause,4,0.125,152.0,156.0,
calibration,1,progressive,pause,5,0.1527777777777778,154.0,148.0,
calibration,1,progressive,pause,6,0.18055555555555555,173.0,167.0,
calibration,1,progressive,pause,7,0.20833333333333334,205.0,215.0,
calibration,1,progressive,pause,8,0.2361111111111111,207.0,163.0,
calibration,1,progressive,pause,9,0.2638888888888889,235.0,238.0,
calibration,1,progressive,pause,10,0.2916666666666667,259.0,249.0,
calibration,1,progressive,pause,11,0.3194444444444444,265.0,255.0,
calibration,1,progressive,pause,12,0.3472222222222222,295.0,295.0,
calibration,1,progressive,pause,13,0.375,308.0,309.0,
calibration,1,progressive,pause,14,0.4027777777777778,585.0,296.0,
calibration,1,progressive,pause,15,0.4305555555555556,610.0,193.0,
calibration,1,progressive,pause,16,0.4583333333333333,623.0,378.0,
calibration,1,progressive,pause,17,0.4861111111111111,643.0,474.0,
calibration,1,progressive,pause,18,0.5138888888888888,664.0,255.0,
calibration,1,progressive,pause,19,0.5416666666666666,687.0,67.0,
calibration,1,progressive,pause,20,0.5694444444444444,696.0,526.0,
calibration,1,progressive,pause,21,0.5972222222222222,707.0,704.0,
calibration,1,progressive,pause,22,0.625,721.0,715.0,
calibration,1,progressive,pause,23,0.6527777777777778,742.0,130.0,
calibration,1,progressive,pause,24,0.6805555555555556,757.0,100.0,
calibration,1,progressive,pause,25,0.7083333333333334,774.0,303.0,
calibration,1,progressive,pause,26,0.7361111111111112,796.0,796.0,
calibration,1,progressive,pause,27,0.7638888888888888,807.0,803.0,
calibration,1,progressive,pause,28,0.7916666666666666,834.0,812.0,
calibration,1,progressive,pause,29,0.8194444444444444,846.0,296.0,
calibration,1,progressive,pause,30,0.8472222222222222,859.0,205.0,
calibration,1,progressive,pause,31,0.875,,747.0,
calibration,1,progressive,pause,32,0.9027777777777778,,322.0,
calibration,1,progressive,pause,33,0.9305555555555556,,,
calibration,1,progressive,pause,34,0.9583333333333334,,829.0,
calibration,1,progressive,pause,35,0.9861111111111112,,,
calibration,1,progressive,reverse,0,0.013888888888888888,74.0,94.0,876.0
calibration,1,progressive,reverse,1,0.041666666666666664,91.0,101.0,876.0
calibration,1,progressive,reverse,2,0.06944444444444445,105.0,113.0,861.0
calibration,1,progressive,reverse,3,0.09722222222222222,125.0,131.0,862.0
calibration,1,progressive,reverse,4,0.125,128.0,141.0,853.0
calibration,1,progressive,reverse,5,0.1527777777777778,152.0,169.0,863.0
calibration,1,progressive,reverse,6,0.18055555555555555,156.0,159.0,838.0
calibration,1,progressive,reverse,7,0.20833333333333334,166.0,175.0,835.0
calibration,1,progressive,reverse,8,0.2361111111111111,194.0,194.0,828.0
calibration,1,progressive,reverse,9,0.2638888888888889,216.0,207.0,797.0
calibration,1,progressive,reverse,10,0.2916666666666667,216.0,135.0,799.0
calibration,1,progressive,reverse,11,0.3194444444444444,228.0,209.0,804.0
calibration,1,progressive,reverse,12,0.3472222222222222,252.0,251.0,800.0
calibration,1,progressive,reverse,13,0.375,276.0,280.0,798.0
calibration,1,progressive,reverse,14,0.4027777777777778,287.0,278.0,776.0
calibration,1,progressive,reverse,15,0.4305555555555556,299.0,303.0,773.0
calibration,1,progressive,reverse,16,0.4583333333333333,321.0,238.0,730.0
calibration,1,progressive,reverse,17,0.4861111111111111,322.0,337.0,767.0
calibration,1,progressive,reverse,18,0.5138888888888888,339.0,342.0,733.0
calibration,1,progressive,reverse,19,0.5416666666666666,354.0,367.0,704.0
calibration,1,progressive,reverse,20,0.5694444444444444,377.0,394.0,722.0
calibration,1,progressive,reverse,21,0.5972222222222222,395.0,270.0,699.0
calibration,1,progressive,reverse,22,0.625,415.0,421.0,683.0
calibration,1,progressive,reverse,23,0.6527777777777778,416.0,424.0,689.0
calibration,1,progressive,reverse,24,0.6805555555555556,448.0,442.0,676.0
calibration,1,progressive,reverse,25,0.7083333333333334,444.0,459.0,656.0
calibration,1,progressive,reverse,26,0.7361111111111112,476.0,481.0,650.0
