identity,family,stratum,condition,window,window_id,lag,rho,miss_signed,miss_abs
single:driven1,single,driven1,shuffled,1,single:driven1:w001,2,0.2679705974707953,0.21348201446697776,0.21348201446697776
single:driven1,single,driven1,shuffled,1,single:driven1:w001,3,0.15221426077148603,0.25,0.25
single:driven1,single,driven1,shuffled,1,single:driven1:w001,4,0.27594569491687465,0.28545663800765186,0.28545663800765186
single:driven1,single,driven1,shuffled,1,single:driven1:w001,5,0.1896876624825107,-0.4984383554219637,0.4984383554219637
single:driven1,single,driven1,shuffled,1,single:driven1:w001,6,0.16317848796612638,0.07091327601530366,0.07091327601530366
single:driven1,single,driven1,shuffled,1,single:driven1:w001,7,0.06831385076910558,-0.2889895651886847,0.2889895651886847
single:driven1,single,driven1,shuffled,1,single:driven1:w001,8,0.10206207261596575,0.27704336199234825,0.27704336199234825
single:driven1,single,driven1,shuffled,1,single:driven1:w001,9,0.146432986605399,-0.1586652477496934,0.1586652477496934
single:driven1,single,driven1,shuffled,1,single:driven1:w001,10,0.0652217213831182,0.1520433619923482,0.1520433619923482
single:driven1,single,driven1,shuffled,1,single:driven1:w001,11,0.4258393412478113,0.3444304246602341,0.3444304246602341
single:driven1,single,driven1,shuffled,1,single:driven1:w001,12,0.2995809362117843,0.1875,0.1875
single:driven1,single,driven1,shuffled,1,single:driven1:w001,13,0.24037058402141295,-0.35629436301453266,0.35629436301453266
single:driven1,single,driven1,shuffled,1,single:driven1:w001,14,0.2096634626081456,0.4700025541893161,0.4700025541893161
single:driven1,single,driven1,shuffled,1,single:driven1:w001,15,0.3504089621304083,-0.42125818960375655,0.42125818960375655
single:driven1,single,driven1,shuffled,1,single:driven1:w001,16,0.15309310892394862,-0.09795663800765182,0.09795663800765182
single:driven1,single,driven1,reversed,1,single:driven1:w001,1,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,1,single:driven1:w001,2,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,1,single:driven1:w001,3,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,1,single:driven1:w001,4,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,1,single:driven1:w001,5,0.9999999999999998,0.375,0.375
single:driven1,single,driven1,reversed,1,single:driven1:w001,6,1.0,0.25,0.25
single:driven1,single,driven1,reversed,1,single:driven1:w001,7,1.0,0.125,0.125
single:driven1,single,driven1,reversed,1,single:driven1:w001,8,1.0,0.0,0.0
single:driven1,single,driven1,reversed,1,single:driven1:w001,9,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,1,single:driven1:w001,10,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,1,single:driven1:w001,11,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,1,single:driven1:w001,12,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,1,single:driven1:w001,13,0.9999999999999999,0.375,0.375
single:driven1,single,driven1,reversed,1,single:driven1:w001,14,1.0,0.25,0.25
single:driven1,single,driven1,reversed,1,single:driven1:w001,15,1.0,0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,reversed,1,single:driven1:w001,16,1.0,0.0,0.0
single:driven1,single,driven1,chronological,2,single:driven1:w002,1,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,2,single:driven1:w002,2,1.0,0.25,0.25
single:driven1,single,driven1,chronological,2,single:driven1:w002,3,1.0,0.375,0.375
single:driven1,single,driven1,chronological,2,single:driven1:w002,4,1.0,0.5,0.5
single:driven1,single,driven1,chronological,2,single:driven1:w002,5,0.9999999999999998,-0.375,0.375
single:driven1,single,driven1,chronological,2,single:driven1:w002,6,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,2,single:driven1:w002,7,1.0,-0.125,0.125
single:driven1,single,driven1,chronological,2,single:driven1:w002,8,1.0,0.0,0.0
single:driven1,single,driven1,chronological,2,single:driven1:w002,9,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,2,single:driven1:w002,10,1.0,0.25,0.25
single:driven1,single,driven1,chronological,2,single:driven1:w002,11,1.0,0.375,0.375
single:driven1,single,driven1,chronological,2,single:driven1:w002,12,1.0,0.5,0.5
single:driven1,single,driven1,chronological,2,single:driven1:w002,13,0.9999999999999999,-0.375,0.375
single:driven1,single,driven1,chronological,2,single:driven1:w002,14,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,2,single:driven1:w002,15,1.0,-0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,chronological,2,single:driven1:w002,16,1.0,0.0,0.0
single:driven1,single,driven1,shuffled,2,single:driven1:w002,1,0.18158250906216256,0.07596131805486395,0.07596131805486395
single:driven1,single,driven1,shuffled,2,single:driven1:w002,2,0.1961990512511681,0.24207698121380827,0.24207698121380827
single:driven1,single,driven1,shuffled,2,single:driven1:w002,3,0.08801360981235494,0.3566962788343059,0.3566962788343059
single:driven1,single,driven1,shuffled,2,single:driven1:w002,4,0.22955621699032489,-0.13526356917219023,0.13526356917219023
single:driven1,single,driven1,shuffled,2,single:driven1:w002,5,0.08720752315620581,0.41151798553302227,0.41151798553302227
single:driven1,single,driven1,shuffled,2,single:driven1:w002,6,0.10050484345202895,0.18750000000000003,0.18750000000000003
single:driven1,single,driven1,shuffled,2,single:driven1:w002,7,0.03384030147709915,0.1575025541893161,0.1575025541893161
single:driven1,single,driven1,shuffled,2,single:driven1:w002,8,0.1604487366468594,-0.23284708315804234,0.23284708315804234
single:driven1,single,driven1,shuffled,2,single:driven1:w002,9,0.2828216872932021,-0.4203470831580423,0.4203470831580423
single:driven1,single,driven1,shuffled,2,single:driven1:w002,10,0.30033333495589204,-0.2885743790095866,0.2885743790095866
single:driven1,single,driven1,shuffled,2,single:driven1:w002,11,0.0972591842628655,-0.21749744581068392,0.21749744581068392
single:driven1,single,driven1,shuffled,2,single:driven1:w002,12,0.027455199424016412,-0.33954336199234825,0.33954336199234825
single:driven1,single,driven1,shuffled,2,single:driven1:w002,13,0.21700555924303477,0.3360104348113153,0.3360104348113153
single:driven1,single,driven1,shuffled,2,single:driven1:w002,14,0.21811632955191804,-0.42840768070607693,0.42840768070607693
single:driven1,single,driven1,shuffled,2,single:driven1:w002,15,0.37189574546700677,-0.4002800389228514,0.4002800389228514
single:driven1,single,driven1,shuffled,2,single:driven1:w002,16,0.48664755999421017,-0.27906817683815194,0.27906817683815194
single:driven1,single,driven1,reversed,2,single:driven1:w002,1,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,2,single:driven1:w002,2,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,2,single:driven1:w002,3,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,2,single:driven1:w002,4,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,2,single:driven1:w002,5,0.9999999999999998,0.375,0.375
single:driven1,single,driven1,reversed,2,single:driven1:w002,6,1.0,0.25,0.25
single:driven1,single,driven1,reversed,2,single:driven1:w002,7,1.0,0.125,0.125
single:driven1,single,driven1,reversed,2,single:driven1:w002,8,1.0,0.0,0.0
single:driven1,single,driven1,reversed,2,single:driven1:w002,9,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,2,single:driven1:w002,10,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,2,single:driven1:w002,11,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,2,single:driven1:w002,12,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,2,single:driven1:w002,13,0.9999999999999999,0.375,0.375
single:driven1,single,driven1,reversed,2,single:driven1:w002,14,1.0,0.25,0.25
single:driven1,single,driven1,reversed,2,single:driven1:w002,15,1.0,0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,reversed,2,single:driven1:w002,16,1.0,0.0,0.0
single:driven1,single,driven1,chronological,3,single:driven1:w003,1,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,3,single:driven1:w003,2,1.0,0.25,0.25
single:driven1,single,driven1,chronological,3,single:driven1:w003,3,1.0,0.375,0.375
single:driven1,single,driven1,chronological,3,single:driven1:w003,4,1.0,0.5,0.5
single:driven1,single,driven1,chronological,3,single:driven1:w003,5,0.9999999999999998,-0.375,0.375
single:driven1,single,driven1,chronological,3,single:driven1:w003,6,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,3,single:driven1:w003,7,1.0,-0.125,0.125
single:driven1,single,driven1,chronological,3,single:driven1:w003,8,1.0,0.0,0.0
single:driven1,single,driven1,chronological,3,single:driven1:w003,9,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,3,single:driven1:w003,10,1.0,0.25,0.25
single:driven1,single,driven1,chronological,3,single:driven1:w003,11,1.0,0.375,0.375
single:driven1,single,driven1,chronological,3,single:driven1:w003,12,1.0,0.5,0.5
single:driven1,single,driven1,chronological,3,single:driven1:w003,13,0.9999999999999999,-0.375,0.375
single:driven1,single,driven1,chronological,3,single:driven1:w003,14,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,3,single:driven1:w003,15,1.0,-0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,chronological,3,single:driven1:w003,16,1.0,0.0,0.0
single:driven1,single,driven1,shuffled,3,single:driven1:w003,1,0.22692185660586153,-0.3262469584203898,0.3262469584203898
single:driven1,single,driven1,shuffled,3,single:driven1:w003,2,0.09076351177264703,-0.23284708315804234,0.23284708315804234
single:driven1,single,driven1,shuffled,3,single:driven1:w003,3,0.11181519610756155,0.043673296693453954,0.043673296693453954
single:driven1,single,driven1,shuffled,3,single:driven1:w003,4,0.18733740782233976,-0.17388001033907516,0.17388001033907516
single:driven1,single,driven1,shuffled,3,single:driven1:w003,5,0.07869580462113385,-0.3840923192939231,0.3840923192939231
single:driven1,single,driven1,shuffled,3,single:driven1:w003,6,0.07210608787010368,-0.46454336199234825,0.46454336199234825
single:driven1,single,driven1,shuffled,3,single:driven1:w003,7,0.02869755740857202,-0.4020433619923482,0.4020433619923482
single:driven1,single,driven1,shuffled,3,single:driven1:w003,8,0.34846171252933794,-0.22295663800765184,0.22295663800765184
single:driven1,single,driven1,shuffled,3,single:driven1:w003,9,0.3290711888766612,0.4851090895493226,0.4851090895493226
single:driven1,single,driven1,shuffled,3,single:driven1:w003,10,0.30316948787192616,0.4191962788343059,0.4191962788343059
single:driven1,single,driven1,shuffled,3,single:driven1:w003,11,0.3216574740428716,0.04066335165327302,0.04066335165327302
single:driven1,single,driven1,shuffled,3,single:driven1:w003,12,0.1886971163473311,-0.404997445810684,0.404997445810684
single:driven1,single,driven1,shuffled,3,single:driven1:w003,13,0.1118308802510849,0.36590768070607693,0.36590768070607693
single:driven1,single,driven1,shuffled,3,single:driven1:w003,14,0.19325433462141026,0.19776356917219023,0.19776356917219023
single:driven1,single,driven1,shuffled,3,single:driven1:w003,15,0.2717567209834567,-0.18523799360871973,0.18523799360871973
single:driven1,single,driven1,shuffled,3,single:driven1:w003,16,0.15309310892394865,0.4020433619923482,0.4020433619923482
single:driven1,single,driven1,reversed,3,single:driven1:w003,1,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,3,single:driven1:w003,2,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,3,single:driven1:w003,3,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,3,single:driven1:w003,4,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,3,single:driven1:w003,5,0.9999999999999998,0.375,0.375
single:driven1,single,driven1,reversed,3,single:driven1:w003,6,1.0,0.25,0.25
single:driven1,single,driven1,reversed,3,single:driven1:w003,7,1.0,0.125,0.125
single:driven1,single,driven1,reversed,3,single:driven1:w003,8,1.0,0.0,0.0
single:driven1,single,driven1,reversed,3,single:driven1:w003,9,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,3,single:driven1:w003,10,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,3,single:driven1:w003,11,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,3,single:driven1:w003,12,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,3,single:driven1:w003,13,0.9999999999999999,0.375,0.375
single:driven1,single,driven1,reversed,3,single:driven1:w003,14,1.0,0.25,0.25
single:driven1,single,driven1,reversed,3,single:driven1:w003,15,1.0,0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,reversed,3,single:driven1:w003,16,1.0,0.0,0.0
single:driven1,single,driven1,chronological,4,single:driven1:w004,1,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,4,single:driven1:w004,2,1.0,0.25,0.25
single:driven1,single,driven1,chronological,4,single:driven1:w004,3,1.0,0.375,0.375
single:driven1,single,driven1,chronological,4,single:driven1:w004,4,1.0,0.5,0.5
single:driven1,single,driven1,chronological,4,single:driven1:w004,5,0.9999999999999998,-0.375,0.375
single:driven1,single,driven1,chronological,4,single:driven1:w004,6,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,4,single:driven1:w004,7,1.0,-0.125,0.125
single:driven1,single,driven1,chronological,4,single:driven1:w004,8,1.0,0.0,0.0
single:driven1,single,driven1,chronological,4,single:driven1:w004,9,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,4,single:driven1:w004,10,1.0,0.25,0.25
single:driven1,single,driven1,chronological,4,single:driven1:w004,11,1.0,0.375,0.375
single:driven1,single,driven1,chronological,4,single:driven1:w004,12,1.0,0.5,0.5
single:driven1,single,driven1,chronological,4,single:driven1:w004,13,0.9999999999999999,-0.375,0.375
single:driven1,single,driven1,chronological,4,single:driven1:w004,14,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,4,single:driven1:w004,15,1.0,-0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,chronological,4,single:driven1:w004,16,1.0,0.0,0.0
single:driven1,single,driven1,shuffled,4,single:driven1:w004,1,0.2849492666229046,0.09312437002434887,0.09312437002434887
single:driven1,single,driven1,shuffled,4,single:driven1:w004,2,0.13772382918106427,-0.13629180882521663,0.13629180882521663
single:driven1,single,driven1,shuffled,4,single:driven1:w004,3,0.2120855814201177,0.06419905535625228,0.06419905535625228
single:driven1,single,driven1,shuffled,4,single:driven1:w004,4,0.13246755144108627,0.29888001033907524,0.29888001033907524
single:driven1,single,driven1,shuffled,4,single:driven1:w004,5,0.14668860433116293,-0.13678056051958867,0.13678056051958867
single:driven1,single,driven1,shuffled,4,single:driven1:w004,6,0.3293208640632627,0.029647415565256865,0.029647415565256865
single:driven1,single,driven1,shuffled,4,single:driven1:w004,7,0.16589640201897893,0.10713886021850172,0.10713886021850172
single:driven1,single,driven1,shuffled,4,single:driven1:w004,8,0.06646004278475817,0.14215291684195777,0.14215291684195777
single:driven1,single,driven1,shuffled,4,single:driven1:w004,9,0.13043478260869565,0.25,0.25
single:driven1,single,driven1,shuffled,4,single:driven1:w004,10,0.30151134457776374,0.4451094495018859,0.4451094495018859
single:driven1,single,driven1,shuffled,4,single:driven1:w004,11,0.2688992495568304,-0.39843342896075173,0.39843342896075173
single:driven1,single,driven1,shuffled,4,single:driven1:w004,12,0.09182296828722211,0.3601090895493226,0.3601090895493226
single:driven1,single,driven1,shuffled,4,single:driven1:w004,13,0.36322431504714386,0.3518568101381209,0.3518568101381209
single:driven1,single,driven1,shuffled,4,single:driven1:w004,14,0.2198263501649161,0.29066335165327306,0.29066335165327306
single:driven1,single,driven1,shuffled,4,single:driven1:w004,15,0.3718957454670068,0.3497199610771486,0.3497199610771486
single:driven1,single,driven1,shuffled,4,single:driven1:w004,16,0.33838834764831843,-0.5,0.5
single:driven1,single,driven1,reversed,4,single:driven1:w004,1,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,4,single:driven1:w004,2,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,4,single:driven1:w004,3,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,4,single:driven1:w004,4,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,4,single:driven1:w004,5,0.9999999999999998,0.375,0.375
single:driven1,single,driven1,reversed,4,single:driven1:w004,6,1.0,0.25,0.25
single:driven1,single,driven1,reversed,4,single:driven1:w004,7,1.0,0.125,0.125
single:driven1,single,driven1,reversed,4,single:driven1:w004,8,1.0,0.0,0.0
single:driven1,single,driven1,reversed,4,single:driven1:w004,9,0.9999999999999999,-0.125,0.125
single:driven1,single,driven1,reversed,4,single:driven1:w004,10,1.0,-0.25,0.25
single:driven1,single,driven1,reversed,4,single:driven1:w004,11,1.0,-0.375,0.375
single:driven1,single,driven1,reversed,4,single:driven1:w004,12,1.0,-0.5,0.5
single:driven1,single,driven1,reversed,4,single:driven1:w004,13,0.9999999999999999,0.375,0.375
single:driven1,single,driven1,reversed,4,single:driven1:w004,14,1.0,0.25,0.25
single:driven1,single,driven1,reversed,4,single:driven1:w004,15,1.0,0.12500000000000003,0.12500000000000003
single:driven1,single,driven1,reversed,4,single:driven1:w004,16,1.0,0.0,0.0
single:driven1,single,driven1,chronological,5,single:driven1:w005,1,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,5,single:driven1:w005,2,1.0,0.25,0.25
single:driven1,single,driven1,chronological,5,single:driven1:w005,3,1.0,0.375,0.375
single:driven1,single,driven1,chronological,5,single:driven1:w005,4,1.0,0.5,0.5
single:driven1,single,driven1,chronological,5,single:driven1:w005,5,0.9999999999999998,-0.375,0.375
single:driven1,single,driven1,chronological,5,single:driven1:w005,6,1.0,-0.25,0.25
single:driven1,single,driven1,chronological,5,single:driven1:w005,7,1.0,-0.125,0.125
single:driven1,single,driven1,chronological,5,single:driven1:w005,8,1.0,0.0,0.0
single:driven1,single,driven1,chronological,5,single:driven1:w005,9,0.9999999999999999,0.125,0.125
single:driven1,single,driven1,chronological,5,single:driven1:w005,10,1.0,0.25,0.25
