replicate,pseudo_onset_completed_runs,joint_shift_completed_runs,conditional_in_box_completed_runs
4756,0,0,7
4757,0,0,8
4758,1,0,10
4759,1,0,9
4760,1,0,7
4761,0,1,9
4762,1,2,8
4763,0,0,7
4764,0,0,6
4765,0,0,6
4766,0,0,6
4767,2,0,6
4768,0,1,7
4769,1,0,8
4770,0,0,6
4771,0,1,5
4772,0,0,9
4773,0,0,6
4774,0,0,8
4775,0,0,6
4776,1,1,10
4777,0,0,9
4778,0,0,7
4779,0,0,5
4780,0,0,6
4781,0,0,7
4782,0,0,7
4783,1,0,5
4784,0,0,5
4785,2,0,7
4786,0,0,9
4787,0,0,7
4788,0,0,6
4789,0,0,8
4790,0,0,7
4791,0,0,5
4792,0,1,6
4793,0,1,8
4794,0,0,5
4795,1,0,8
4796,0,1,7
4797,1,0,6
4798,1,0,7
4799,0,1,7
4800,0,0,6
4801,0,0,8
4802,0,0,7
4803,0,1,7
4804,0,0,5
4805,0,1,6
4806,0,0,9
4807,0,0,7
4808,0,0,8
4809,1,0,7
4810,0,0,7
4811,0,0,8
4812,0,0,8
4813,0,0,5
4814,0,0,5
4815,0,0,8
4816,1,0,8
4817,2,0,6
4818,0,0,7
4819,0,0,7
4820,0,0,6
4821,0,0,7
4822,2,0,8
4823,0,0,7
4824,0,0,9
4825,1,0,7
4826,0,0,5
4827,0,1,7
4828,0,0,9
4829,1,0,6
4830,1,0,8
4831,0,0,7
4832,0,0,8
4833,0,0,7
4834,0,0,6
4835,0,0,5
4836,1,0,6
4837,0,0,6
4838,0,0,8
4839,1,0,8
4840,0,0,7
4841,0,0,6
4842,0,0,7
4843,0,0,8
4844,0,0,6
4845,0,0,11
4846,0,0,8
4847,0,0,6
4848,0,0,8
4849,0,0,7
4850,0,1,7
4851,0,0,9
4852,0,0,6
4853,0,0,10
4854,1,0,7
4855,0,0,7
4856,0,1,6
4857,0,0,8
4858,0,0,9
4859,0,1,10
4860,0,0,7
4861,0,0,7
4862,0,0,5
4863,0,1,6
4864,0,0,7
4865,0,0,7
4866,0,1,9
4867,0,0,7
4868,0,0,7
4869,1,0,7
4870,0,0,6
4871,2,0,8
4872,0,0,7
4873,0,0,8
4874,1,0,7
4875,0,0,7
4876,1,0,9
4877,0,1,7
4878,0,0,7
4879,0,0,7
4880,0,0,8
4881,0,0,9
4882,0,0,8
4883,0,0,9
4884,1,0,6
4885,1,0,6
4886,1,0,6
4887,1,0,8
4888,0,0,8
4889,0,0,7
4890,0,0,8
4891,1,1,6
4892,0,1,8
4893,0,0,8
4894,0,0,8
4895,1,0,6
4896,0,0,6
4897,0,0,7
4898,1,0,8
4899,1,0,6
4900,0,1,8
4901,0,0,6
4902,0,0,7
4903,0,0,7
4904,0,1,8
4905,0,0,8
4906,0,0,6
4907,2,1,8
4908,1,0,6
4909,0,0,7
4910,1,0,7
4911,1,0,7
4912,0,0,7
4913,0,0,5
4914,1,0,7
4915,1,1,6
4916,0,0,10
4917,0,0,8
4918,0,1,7
4919,1,0,8
4920,0,0,7
4921,0,0,6
4922,0,0,6
4923,0,0,5
4924,0,0,9
4925,1,0,8
4926,0,0,6
4927,0,0,6
4928,1,0,6
4929,0,0,8
4930,0,0,6
4931,0,0,8
4932,0,0,8
4933,0,0,7
4934,1,0,6
4935,0,1,8
4936,0,0,8
4937,0,0,7
4938,0,0,7
4939,0,0,6
4940,0,0,7
4941,0,0,6
4942,0,1,6
4943,0,0,7
4944,0,0,6
4945,0,0,6
4946,1,0,6
4947,0,1,8
4948,0,0,8
4949,0,0,9
4950,0,0,8
4951,1,0,8
4952,0,1,7
4953,0,1,6
4954,0,0,6
4955,0,0,8
4956,0,0,8
4957,0,0,8
4958,0,0,7
4959,0,1,6
4960,0,0,6
4961,0,0,6
4962,0,0,7
4963,0,0,5
4964,0,0,5
4965,0,0,5
4966,0,0,6
4967,1,0,8
4968,0,1,7
4969,0,1,8
4970,0,0,5
4971,0,0,9
4972,0,0,7
4973,1,1,9
4974,0,0,8
4975,1,0,8
4976,0,0,8
4977,0,0,7
4978,0,0,7
4979,0,0,7
4980,1,0,6
4981,0,0,6
4982,0,0,9
4983,0,1,9
4984,0,0,7
4985,1,0,6
4986,0,0,8
4987,0,0,6
4988,0,0,9
4989,0,0,7
4990,0,0,6
4991,0,1,7
4992,0,0,8
4993,0,0,8
4994,0,0,7
4995,1,0,8
4996,0,0,11
4997,0,0,7
4998,0,0,6
4999,1,0,8
5000,0,0,9
5001,0,0,7
5002,0,0,8
5003,0,0,8
5004,0,0,7
5005,0,0,7
5006,0,0,7
5007,0,0,8
5008,0,0,8
5009,1,0,7
5010,0,0,9
5011,0,0,10
5012,0,0,7
5013,1,0,8
5014,0,0,8
5015,0,1,7
5016,1,0,7
5017,0,0,8
5018,0,1,6
5019,1,0,7
5020,0,0,6
5021,0,1,6
5022,0,0,8
5023,0,0,6
5024,0,0,6
5025,1,0,9
5026,1,1,8
5027,0,0,6
5028,0,0,8
5029,0,0,9
5030,0,0,7
5031,0,0,7
5032,0,0,6
5033,0,0,6
5034,0,0,8
5035,0,0,6
5036,0,0,10
5037,0,0,7
5038,0,1,8
5039,0,0,7
5040,0,0,10
5041,0,0,6
5042,1,1,5
5043,0,0,8
5044,0,0,6
5045,0,0,8
5046,1,0,8
5047,1,0,7
5048,0,0,9
5049,1,0,8
5050,2,0,6
5051,0,0,8
5052,1,1,7
5053,0,0,7
5054,0,0,7
5055,1,0,6
5056,0,0,10
5057,0,0,5
5058,0,0,6
5059,0,0,7
5060,0,0,7
5061,0,0,6
5062,0,0,9
5063,0,0,9
5064,1,1,7
5065,0,0,7
5066,0,0,8
5067,0,0,7
5068,2,0,6
5069,0,0,8
5070,0,0,8
5071,0,0,7
5072,1,1,9
5073,0,1,8
5074,1,1,6
5075,1,0,6
5076,1,0,7
5077,0,0,7
5078,1,0,8
5079,0,0,7
5080,0,0,6
5081,0,0,7
5082,1,0,7
5083,0,0,8
5084,0,0,7
5085,0,0,7
5086,0,0,9
5087,0,0,6
5088,0,0,5
5089,0,0,6
5090,0,0,6
5091,1,1,10
5092,0,0,7
5093,0,0,9
5094,0,0,10
5095,0,0,7
5096,0,1,7
5097,0,0,8
5098,1,0,7
5099,0,0,5
5100,0,0,6
5101,0,0,6
5102,0,0,6
5103,1,0,7
5104,1,0,6
5105,0,0,8
5106,0,0,8
5107,0,0,6
5108,0,0,6
5109,0,0,8
5110,0,0,7
5111,0,0,8
5112,0,0,7
5113,0,0,7
5114,1,1,5
5115,0,1,8
5116,0,0,6
5117,1,1,6
5118,0,0,6
5119,0,0,8
5120,0,0,7
5121,0,0,8
5122,0,0,6
5123,0,1,8
5124,0,0,7
5125,0,0,8
5126,0,0,8
5127,0,0,8
5128,0,0,6
5129,1,0,8
5130,1,1,8
5131,0,0,6
5132,0,0,10
5133,1,0,8
5134,0,0,5
5135,0,0,10
5136,1,0,7
5137,1,0,7
5138,0,0,6
5139,1,0,7
5140,0,0,7
5141,2,0,6
5142,0,0,5
5143,0,0,9
5144,0,0,5
5145,0,0,7
5146,0,0,7
5147,1,0,8
5148,0,0,7
5149,0,0,5
5150,0,0,7
5151,0,1,8
5152,0,0,6
5153,2,0,6
5154,0,0,7
5155,0,0,7
5156,0,1,7
5157,0,0,7
5158,0,0,9
5159,0,0,8
5160,0,1,7
5161,0,0,9
5162,0,0,7
5163,0,1,6
5164,0,0,5
5165,0,1,8
5166,1,0,9
5167,3,0,6
5168,0,0,8
5169,0,0,7
5170,0,0,7
5171,0,0,7
5172,0,0,6
5173,0,0,8
5174,0,0,8
5175,0,0,5
5176,0,0,8
5177,0,0,7
5178,0,1,6
5179,0,0,7
5180,0,0,9
5181,0,0,8
5182,0,0,8
5183,0,0,5
5184,0,0,5
5185,2,0,7
5186,0,0,7
5187,0,0,9
5188,1,0,9
5189,1,0,6
5190,0,0,7
5191,1,0,8
5192,0,0,8
5193,0,0,10
5194,0,0,5
5195,0,0,6
5196,0,0,9
5197,1,0,9
5198,1,0,8
5199,0,0,11
5200,1,0,5
5201,0,0,6
5202,0,0,5
5203,1,0,8
5204,0,0,8
5205,2,0,8
5206,0,0,8
5207,1,1,6
5208,0,0,7
5209,0,0,6
5210,0,0,12
5211,1,1,9
5212,1,0,8
5213,0,0,10
5214,0,0,8
5215,0,1,7
5216,0,0,9
5217,2,0,5
5218,0,0,8
5219,0,1,6
5220,1,0,8
5221,1,0,6
5222,0,0,7
5223,0,0,8
5224,1,0,8
5225,0,1,6
5226,1,1,9
5227,0,0,9
5228,0,0,5
5229,1,0,7
5230,0,0,8
5231,1,0,10
5232,0,0,8
5233,0,0,7
5234,0,0,7
5235,0,0,9
5236,0,0,11
5237,0,0,8
5238,0,1,8
5239,0,0,7
5240,1,0,8
5241,0,1,6
5242,1,0,7
5243,0,0,6
5244,1,1,6
5245,0,0,7
5246,0,0,7
5247,1,0,5
5248,0,1,9
5249,0,0,8
5250,0,0,7
5251,0,0,9
5252,0,0,7
5253,1,0,5
5254,1,0,6
5255,0,1,8
5256,0,1,8
5257,0,0,6
5258,0,0,5
5259,0,0,8
5260,0,1,8
5261,0,0,7
5262,1,0,7
5263,0,0,6
5264,0,0,8
5265,0,0,6
5266,0,0,8
5267,0,0,6
5268,0,0,6
5269,0,0,5
5270,1,0,8
5271,1,0,6
5272,0,1,6
5273,1,0,9
5274,0,0,6
5275,0,1,8
5276,0,0,6
5277,0,0,7
5278,0,0,6
5279,0,0,8
5280,0,0,7
5281,0,0,5
5282,1,0,7
5283,0,0,7
5284,0,0,9
5285,1,0,10
5286,0,0,8
5287,1,0,6
5288,0,0,9
5289,0,0,7
5290,2,0,7
5291,0,0,7
5292,0,0,7
5293,1,0,9
5294,0,0,6
5295,0,0,9
5296,0,0,7
5297,0,0,6
5298,0,0,6
5299,1,0,8
5300,0,1,7
5301,0,0,7
5302,0,0,8
5303,0,0,7
5304,0,0,6
5305,1,0,5
5306,1,0,6
5307,1,0,6
5308,0,2,8
5309,1,1,9
5310,0,0,7
5311,0,0,7
5312,0,0,7
5313,2,1,7
5314,0,0,8
5315,0,0,8
5316,0,0,7
5317,0,1,8
5318,0,0,7
5319,0,0,7
5320,0,0,6
5321,0,0,8
5322,1,0,7
5323,0,0,8
5324,0,0,7
5325,0,0,9
5326,1,0,6
5327,1,1,7
5328,1,0,6
5329,0,0,8
5330,0,0,6
5331,1,0,8
5332,1,0,6
5333,2,0,8
5334,0,2,9
5335,0,0,6
5336,0,0,6
5337,1,0,7
5338,0,1,7
5339,0,0,8
5340,0,0,8
5341,0,0,8
5342,0,0,8
5343,0,0,8
5344,0,0,7
5345,0,0,8
5346,0,0,7
5347,1,0,6
5348,0,0,8
5349,0,0,6
5350,0,0,6
5351,0,0,8
5352,0,0,8
5353,0,0,7
5354,0,0,7
5355,0,1,7
5356,0,0,7
5357,0,0,7
5358,0,0,7
5359,0,0,7
5360,1,0,6
5361,0,0,8
5362,0,0,7
5363,0,0,8
5364,0,1,6
5365,0,0,8
5366,1,0,7
5367,1,0,7
5368,0,0,7
5369,0,1,9
5370,0,0,7
5371,0,0,6
5372,0,0,5
5373,0,1,7
5374,1,1,7
5375,0,1,6
5376,0,0,8
5377,0,0,8
5378,0,0,5
5379,1,0,8
5380,0,0,7
5381,1,0,8
5382,0,0,7
5383,0,0,8
5384,0,0,8
5385,0,0,8
5386,1,0,7
5387,0,0,6
5388,0,0,8
5389,0,0,6
5390,0,0,8
5391,1,0,6
5392,0,1,8
5393,1,1,8
5394,1,0,6
5395,0,0,6
5396,0,1,8
5397,0,0,9
5398,1,1,7
5399,1,0,9
5400,0,0,7
5401,0,0,7
5402,0,0,7
5403,0,0,7
5404,0,0,7
5405,0,0,6
5406,0,0,7
5407,1,0,7
5408,2,0,7
5409,0,0,7
5410,0,0,5
5411,0,0,7
5412,1,1,9
5413,0,1,9
5414,0,0,8
5415,0,1,7
5416,0,0,6
5417,0,0,9
5418,0,0,9
5419,0,1,6
5420,1,0,7
5421,1,0,7
5422,0,0,9
5423,0,1,8
5424,0,0,8
5425,0,0,7
5426,0,1,7
5427,0,0,7
5428,0,1,6
5429,0,0,8
5430,0,1,7
5431,0,0,7
5432,0,0,9
5433,0,1,7
5434,0,0,6
5435,0,0,8
5436,0,0,7
5437,0,0,7
5438,0,0,6
5439,1,0,6
5440,0,0,7
5441,0,0,6
5442,0,0,9
5443,0,0,8
5444,0,0,7
5445,1,0,6
5446,0,0,10
5447,0,0,9
5448,0,0,8
5449,2,0,6
5450,0,0,10
5451,0,0,6
5452,0,0,6
5453,0,0,7
5454,0,0,6
5455,0,1,9
5456,0,1,9
5457,0,0,7
5458,0,0,8
5459,0,0,8
5460,1,0,8
5461,1,0,7
5462,1,0,9
5463,1,0,7
5464,0,1,7
5465,0,0,7
5466,0,0,9
5467,0,0,7
5468,0,0,7
5469,0,1,9
5470,0,0,9
5471,0,0,8
5472,0,0,7
5473,0,0,9
5474,0,0,6
5475,0,0,8
5476,0,0,6
5477,0,0,5
5478,0,0,6
5479,0,0,6
5480,0,0,7
5481,0,0,6
5482,0,0,7
5483,0,0,7
5484,0,0,7
5485,0,0,7
5486,0,0,6
5487,0,0,7
5488,0,0,6
5489,0,0,6
5490,1,0,8
5491,1,0,7
5492,0,0,6
5493,0,0,6
5494,0,0,10
5495,0,1,9
5496,0,0,7
5497,1,0,9
5498,0,0,8
5499,0,0,5
5500,0,0,8
5501,1,0,8
5502,0,1,6
5503,0,1,6
5504,0,0,6
5505,0,0,8
5506,0,0,6
5507,0,0,6
5508,0,1,8
5509,1,0,7
5510,0,1,7
5511,0,0,7
5512,0,0,5
5513,0,1,8
5514,1,0,8
5515,0,0,9
5516,0,1,9
5517,0,0,5
5518,0,0,8
5519,0,0,8
5520,1,0,7
5521,0,0,5
5522,1,0,8
5523,0,0,9
5524,0,1,10
5525,0,0,6
5526,0,0,8
5527,1,0,8
5528,0,0,9
5529,0,0,7
5530,1,0,8
5531,0,0,7
5532,1,0,6
5533,0,0,7
5534,0,0,6
5535,1,1,8
5536,0,0,7
5537,1,0,7
5538,0,0,6
5539,0,0,7
5540,0,0,8
5541,0,0,8
5542,0,0,8
5543,0,0,8
5544,0,0,10
5545,0,1,11
5546,0,0,7
5547,0,0,8
5548,1,2,8
5549,0,1,6
5550,0,0,6
5551,1,1,8
5552,0,0,8
5553,0,0,6
5554,0,0,6
5555,0,0,8
5556,0,0,7
5557,0,0,8
5558,1,0,9
5559,0,0,6
5560,1,0,7
5561,0,0,9
5562,0,0,7
5563,0,0,6
5564,0,0,6
5565,0,0,6
5566,1,0,6
5567,0,0,7
5568,0,0,8
5569,0,0,8
5570,0,0,7
5571,0,0,6
5572,1,0,7
5573,0,0,7
5574,0,2,8
5575,0,0,6
5576,0,0,7
5577,0,0,8
5578,0,0,8
5579,0,0,7
5580,0,0,7
5581,0,0,8
5582,0,1,6
5583,0,0,6
5584,0,0,7
5585,1,0,9
5586,0,0,8
5587,0,0,8
5588,0,0,7
5589,0,1,8
5590,0,0,6
5591,1,0,8
5592,1,0,9
5593,1,1,11
5594,1,0,7
5595,1,0,6
5596,0,0,7
5597,0,0,6
5598,0,0,6
5599,0,0,6
5600,1,0,7
5601,0,0,10
5602,0,0,6
5603,0,0,8
5604,2,0,7
5605,0,1,8
5606,0,0,6
5607,1,0,8
5608,1,0,6
5609,0,0,9
5610,1,1,5
5611,0,0,7
5612,1,2,8
5613,0,0,7
5614,0,1,8
5615,1,0,6
5616,0,1,7
5617,0,0,7
5618,1,0,6
5619,0,0,6
5620,0,1,8
5621,3,0,9
5622,0,0,8
5623,1,0,7
5624,0,0,9
5625,0,0,7
5626,0,0,7
5627,0,0,7
5628,1,1,11
5629,0,0,5
5630,1,0,5
5631,0,0,7
5632,0,0,8
5633,0,1,8
5634,0,0,6
5635,0,0,9
5636,0,0,7
5637,1,1,7
5638,1,0,6
5639,0,0,9
5640,2,0,7
5641,0,0,7
5642,0,0,8
5643,0,0,9
5644,0,0,7
5645,0,0,7
5646,0,0,8
5647,0,0,8
5648,0,0,7
5649,0,0,6
5650,0,0,7
5651,0,0,8
5652,0,0,9
5653,0,0,6
5654,0,0,7
5655,0,0,7
5656,1,0,7
5657,1,1,6
5658,0,0,7
5659,0,0,9
5660,0,0,7
5661,0,0,5
5662,0,0,7
5663,0,0,9
5664,0,0,8
5665,0,0,8
5666,0,0,6
5667,0,0,7
5668,2,0,5
5669,0,0,5
5670,0,0,8
5671,0,1,7
5672,0,0,10
5673,1,1,8
5674,0,0,6
5675,0,0,9
5676,0,0,5
5677,1,0,7
5678,0,0,7
5679,0,1,7
5680,0,0,8
5681,0,0,9
5682,0,0,7
5683,0,0,9
5684,1,0,7
5685,0,0,7
5686,1,0,6
5687,0,0,6
5688,0,0,7
5689,0,0,7
5690,0,0,7
5691,1,0,6
5692,0,0,9
5693,0,0,7
5694,0,1,7
5695,0,1,7
5696,0,0,6
5697,1,0,8
5698,0,0,6
5699,0,0,7
5700,0,0,6
5701,0,1,9
5702,0,0,7
5703,0,0,8
5704,1,0,5
5705,1,0,7
5706,0,0,6
5707,2,0,8
5708,0,0,6
5709,0,0,8
5710,0,0,10
5711,0,0,7
5712,0,1,9
5713,0,0,8
5714,0,0,7
5715,0,1,6
5716,0,0,8
5717,0,0,7
5718,2,0,7
5719,0,0,6
5720,0,0,8
5721,0,0,9
5722,0,1,8
5723,0,0,7
5724,0,0,9
5725,0,0,8
5726,1,1,8
5727,0,0,7
5728,0,0,7
5729,0,0,7
5730,0,0,7
5731,2,0,8
5732,0,1,7
5733,0,0,8
5734,1,0,7
5735,1,0,8
5736,0,0,7
5737,1,0,8
5738,0,0,7
5739,1,0,8
5740,0,1,7
5741,0,0,9
5742,1,1,8
5743,0,0,8
5744,0,2,7
5745,0,1,6
5746,0,0,7
5747,0,0,8
5748,0,1,8
5749,1,0,6
5750,0,0,5
5751,0,0,6
5752,0,1,6
5753,0,0,7
5754,0,0,7
5755,0,0,5
5756,0,0,7
5757,0,0,9
5758,0,0,8
5759,0,0,9
5760,0,0,7
5761,0,1,8
5762,0,0,6
5763,0,0,6
5764,0,0,6
5765,0,0,6
5766,0,0,9
5767,0,0,8
5768,0,0,6
5769,2,0,6
5770,0,0,7
5771,1,0,8
5772,0,0,6
5773,0,0,7
5774,0,1,9
5775,1,0,8
5776,0,0,7
5777,0,0,9
5778,0,0,5
5779,0,0,6
5780,0,1,7
5781,0,0,6
5782,0,0,8
5783,0,0,8
5784,0,1,7
5785,0,0,5
5786,1,0,8
5787,1,0,6
5788,0,0,8
5789,0,0,6
5790,0,0,6
5791,0,0,8
5792,0,0,7
5793,0,0,7
5794,0,0,9
5795,0,1,5
5796,0,0,8
5797,0,0,11
5798,0,0,8
5799,0,0,7
5800,0,0,5
5801,0,0,8
5802,0,0,7
5803,1,0,5
5804,0,0,8
5805,0,1,6
5806,0,0,6
5807,2,0,7
5808,0,0,6
5809,1,0,6
5810,0,0,9
5811,0,0,5
5812,0,0,7
5813,0,0,8
5814,0,0,8
5815,0,0,6
5816,0,1,6
5817,0,0,6
5818,0,0,6
5819,0,0,7
5820,1,0,10
5821,0,0,8
5822,0,0,7
5823,0,0,7
5824,0,0,7
5825,1,0,6
5826,1,0,6
5827,0,1,8
5828,0,0,6
5829,0,0,8
5830,0,0,9
5831,0,0,9
5832,1,0,7
5833,2,0,7
5834,0,0,6
5835,0,0,5
5836,0,0,6
5837,1,0,9
5838,0,1,9
5839,0,0,7
5840,1,1,7
5841,0,0,6
5842,0,0,8
5843,0,0,8
5844,0,0,8
5845,0,0,7
5846,1,0,6
5847,0,0,7
5848,1,1,10
5849,0,0,8
5850,0,0,9
5851,0,0,7
5852,0,0,7
5853,0,1,7
5854,0,0,7
5855,0,1,7
5856,0,1,9
5857,1,0,6
5858,0,0,6
5859,0,0,6
5860,0,0,8
5861,0,0,7
5862,0,0,8
5863,2,0,6
5864,0,0,7
5865,0,0,7
5866,0,0,6
5867,0,0,10
5868,0,0,6
5869,0,0,8
5870,0,0,8
5871,0,0,7
5872,0,0,5
5873,0,0,6
5874,0,0,7
5875,0,0,10
5876,1,0,5
5877,1,0,8
5878,1,0,5
5879,0,0,9
5880,0,0,6
5881,0,1,8
5882,0,0,7
5883,0,1,8
5884,0,0,8
5885,1,0,8
5886,0,0,7
5887,0,0,7
5888,0,0,10
5889,0,1,6
5890,0,0,6
5891,0,0,6
5892,2,0,9
5893,0,0,7
5894,0,0,8
5895,0,0,7
5896,0,0,5
5897,0,0,7
5898,0,0,8
5899,0,0,7
5900,0,0,9
5901,2,1,7
5902,0,0,8
5903,0,0,5
5904,0,0,9
5905,0,0,8
5906,1,0,11
5907,0,1,9
5908,1,0,6
5909,0,0,7
5910,0,0,5
5911,0,0,8
5912,1,0,8
5913,0,1,8
5914,0,0,6
5915,1,0,6
5916,0,0,7
5917,0,0,8
5918,0,0,10
5919,0,0,7
5920,0,0,8
5921,0,0,7
5922,0,1,8
5923,0,0,8
5924,0,1,8
5925,1,0,9
5926,0,0,8
5927,1,0,7
5928,0,0,7
5929,0,0,7
5930,0,0,8
5931,0,1,6
5932,0,0,7
5933,0,0,7
5934,1,0,6
5935,0,0,7
5936,0,0,9
5937,0,0,7
5938,0,0,9
5939,0,0,6
5940,0,0,7
5941,0,0,7
5942,0,0,11
5943,0,0,8
5944,1,0,7
5945,1,0,7
5946,1,0,6
5947,0,0,5
5948,0,0,7
5949,1,1,9
5950,0,0,6
5951,1,0,6
5952,1,1,7
5953,0,0,7
5954,0,0,6
5955,1,0,6
5956,0,0,7
5957,0,0,8
5958,2,1,8
5959,0,0,9
5960,1,0,8
5961,1,0,7
5962,0,0,7
5963,0,0,6
5964,0,1,9
5965,0,0,7
5966,2,0,6
5967,0,1,7
5968,0,0,7
5969,0,0,8
5970,0,0,5
5971,0,0,6
5972,1,0,6
5973,1,1,7
5974,0,1,7
5975,2,0,9
5976,1,0,8
5977,0,0,7
5978,1,0,9
5979,0,0,8
5980,0,0,7
5981,0,0,8
5982,1,0,9
5983,0,0,7
5984,0,0,8
5985,0,1,6
5986,0,0,7
5987,0,0,7
5988,0,0,8
5989,0,0,9
5990,1,1,7
5991,1,0,7
5992,0,0,7
5993,0,0,6
5994,0,0,8
5995,0,0,7
5996,0,0,7
5997,0,0,8
5998,0,1,7
5999,1,0,8
6000,1,0,9
6001,0,0,8
6002,0,0,8
6003,1,0,8
6004,0,0,7
6005,0,0,10
6006,1,0,8
6007,0,1,6
6008,0,0,8
6009,0,0,7
6010,0,0,9
6011,0,0,8
6012,1,0,6
6013,0,0,6
6014,0,0,9
6015,0,0,6
6016,0,0,10
6017,0,0,7
6018,0,1,7
6019,0,0,6
6020,0,0,8
6021,0,0,5
6022,0,1,8
6023,1,0,8
6024,0,0,6
6025,0,0,7
6026,0,0,5
6027,0,0,8
6028,0,0,7
6029,0,0,7
6030,0,0,5
6031,0,0,6
6032,1,0,6
6033,0,0,8
6034,0,0,7
6035,1,0,9
6036,0,1,8
6037,1,0,7
6038,0,0,7
6039,0,1,8
6040,0,0,5
6041,0,0,6
6042,0,0,6
6043,0,1,8
6044,0,0,7
6045,0,0,7
6046,1,0,6
6047,0,0,10
6048,1,0,7
6049,0,0,7
6050,0,0,6
6051,0,0,6
6052,0,0,6
6053,0,0,7
6054,0,0,9
6055,0,0,8
6056,0,0,7
6057,0,1,6
6058,0,0,7
6059,0,0,5
6060,0,0,6
6061,0,0,7
6062,0,1,6
6063,0,0,7
6064,0,0,8
6065,1,0,7
6066,0,1,8
6067,3,1,6
6068,0,0,9
6069,0,0,6
6070,0,0,6
6071,0,0,7
6072,0,0,8
6073,0,0,7
6074,0,0,8
6075,0,1,6
6076,2,0,7
6077,0,0,6
6078,0,0,7
6079,1,0,6
6080,0,0,5
6081,0,0,8
6082,0,0,8
6083,0,1,8
6084,0,0,8
6085,0,0,6
6086,0,0,7
6087,1,0,10
6088,0,0,8
6089,0,0,6
6090,1,0,6
6091,0,0,7
6092,0,1,7
6093,0,0,8
6094,1,0,8
6095,0,1,7
6096,0,0,7
6097,1,1,9
6098,0,1,8
6099,0,0,5
6100,0,0,7
6101,1,0,8
6102,0,1,8
6103,0,0,9
6104,0,1,6
6105,0,0,7
6106,0,0,8
6107,0,0,9
6108,0,0,7
6109,0,1,7
6110,0,0,7
6111,0,0,8
6112,1,0,7
6113,0,1,7
6114,0,0,8
6115,1,0,8
6116,0,0,6
6117,0,0,7
6118,0,0,7
6119,1,0,10
6120,0,0,8
6121,0,0,7
6122,0,0,8
6123,0,0,7
6124,0,0,6
6125,0,0,8
6126,1,0,6
6127,0,0,7
6128,0,0,8
6129,0,1,6
6130,0,0,7
6131,0,0,8
6132,0,0,8
6133,0,0,8
6134,0,0,6
6135,1,0,10
6136,2,0,7
6137,0,0,6
6138,0,0,8
6139,0,0,8
6140,0,0,9
6141,0,0,7
6142,0,0,9
6143,0,0,8
6144,0,0,7
6145,0,0,7
6146,0,0,8
6147,0,0,7
6148,1,0,7
6149,0,0,9
6150,0,0,6
6151,0,1,8
6152,0,0,7
6153,0,0,8
6154,0,0,8
6155,0,0,7
6156,0,0,8
6157,0,0,8
6158,0,1,7
6159,0,0,8
6160,1,0,8
6161,1,0,5
6162,0,0,9
6163,0,0,5
6164,0,0,7
6165,0,0,8
6166,0,0,6
6167,0,0,8
6168,1,0,7
6169,0,1,7
6170,0,0,7
6171,0,0,7
6172,1,0,8
6173,0,0,7
6174,1,0,6
6175,0,0,7
6176,0,0,7
6177,0,0,8
6178,1,1,8
6179,0,0,7
6180,0,0,8
6181,0,0,8
6182,0,0,6
6183,0,0,9
6184,0,1,6
6185,0,0,7
6186,0,0,8
6187,0,1,8
6188,0,0,8
6189,1,0,9
6190,0,0,8
6191,1,0,7
6192,1,1,7
6193,1,0,7
6194,0,0,6
6195,0,0,7
6196,1,0,6
6197,0,0,7
6198,1,0,7
6199,0,1,6
6200,0,0,8
6201,0,0,9
6202,0,0,7
6203,0,0,5
6204,0,0,8
6205,0,0,9
6206,0,0,7
6207,0,0,6
6208,0,0,8
6209,1,0,8
6210,0,0,6
6211,0,0,7
6212,0,1,7
6213,1,0,8
6214,1,0,9
6215,0,0,9
6216,1,0,6
6217,0,0,8
6218,1,0,7
6219,0,1,6
6220,0,0,5
6221,0,0,7
6222,1,1,5
6223,0,0,7
6224,0,0,7
6225,0,0,6
6226,0,0,8
6227,0,1,6
6228,0,0,7
6229,1,0,8
6230,0,0,6
6231,0,0,6
6232,0,0,8
6233,0,0,6
6234,0,0,8
6235,0,0,9
6236,0,1,7
6237,0,0,7
6238,0,0,6
6239,0,0,6
6240,0,1,8
6241,0,0,9
6242,0,0,8
6243,0,0,7
6244,0,0,7
6245,0,0,7
6246,0,0,6
6247,0,0,5
6248,0,0,7
6249,0,0,8
6250,0,0,5
6251,0,0,9
6252,1,0,9
6253,1,0,8
6254,0,0,9
6255,0,0,8
6256,0,0,5
6257,0,0,6
6258,0,0,8
6259,0,0,8
6260,0,0,7
6261,0,0,8
6262,0,0,9
6263,0,0,7
6264,0,0,8
6265,0,0,6
6266,1,0,8
6267,0,0,6
6268,0,0,8
6269,0,0,10
6270,1,0,7
6271,0,1,8
6272,1,0,8
6273,0,0,7
6274,0,0,10
6275,0,0,7
6276,0,0,7
6277,0,0,6
6278,0,1,6
6279,0,0,8
6280,2,0,7
6281,0,1,9
6282,0,0,7
6283,0,0,6
6284,0,0,8
6285,0,0,7
6286,0,0,6
6287,1,0,10
6288,0,0,8
6289,1,0,7
6290,0,0,7
6291,0,0,9
6292,0,0,6
6293,0,0,6
6294,0,0,8
6295,0,0,7
6296,0,0,7
6297,0,1,8
6298,0,0,7
6299,0,0,6
6300,2,0,7
6301,0,1,7
6302,0,0,8
6303,0,0,6
6304,0,0,9
6305,0,0,7
