carrier_name,carrier,split,level,count,lower_count,upper_count,boundary_count,u_minus,u_plus,product,implied_alpha,midpoint_log,score,winner,score_plastic,score_sqrt2,score_three_halves,score_phi,score_t333_qutrit,score_two,score_e,score_fitted_calibration
primary_two,2.0,holdout,0,40,22,18,0,0.6911698445984827,1.1239539700622245,0.7768430908237555,1.2751643376784516,-0.12633031204367923,,plastic,0.12625844565967642,0.12625844565967642,0.16235386371747612,0.2381005806689152,0.34972600718370767,0.450035936169257,0.7568887556093118,0.12625844565967642
primary_two,2.0,holdout,1,40,24,16,0,0.8042312001613043,1.2074062002694956,0.9710337375249366,1.2252102468559438,-0.014759793212919259,,fitted_calibration,0.0780281186516304,0.1434021346086412,0.2022936524368329,0.278040369388272,0.38966579590306444,0.4899757248886138,0.7968285443286685,0.01645396995935705
primary_two,2.0,holdout,2,40,17,23,0,0.8039978324974059,1.1942799732235623,0.960198509866804,1.2187808895894772,-0.020307617392634106,,fitted_calibration,0.08334848601004245,0.14872250196705328,0.20761401979524496,0.28336073674668405,0.3949861632614765,0.49529609224702587,0.8021489116870806,0.020307617392634106
primary_two,2.0,holdout,3,40,9,31,0,0.7880209751505017,1.3198353486888386,1.040057938511881,1.294168989373313,0.019638210854554403,,plastic,0.023330792201187875,0.08870480815819869,0.1475963259863904,0.22334304293782947,0.33496846945262193,0.4352783984381713,0.742131217878226,0.07115129640979957
sensitivity_calibration_carrier,2.13110459196325,calibration,pooled,500,250,250,0,0.8390413536617949,1.186537239165058,0.9955538113191791,1.189183869274265,-0.002228112039091873,,fitted_calibration,0.10793234100779499,0.17330635696480579,0.23219787479299747,0.30794459174443656,0.419570018259229,0.5198799472447784,0.8267327666848332,0.013450252396807541
sensitivity_calibration_carrier,2.13110459196325,calibration,0,125,81,44,0,0.7576208115848286,1.2574420467475176,0.9526642639777423,1.288262870083247,-0.024277568536824945,,plastic,0.027873672863491517,0.09324768882050233,0.15213920664869401,0.2278859236001331,0.33951135011492556,0.4398212791004749,0.7466740985405296,0.06660841574749593
sensitivity_calibration_carrier,2.13110459196325,calibration,1,125,79,46,0,0.8387158832668902,1.1677172986195572,0.9793830455177288,1.1799423585268434,-0.010417678632913499,,fitted_calibration,0.11573253258892637,0.18110654854593716,0.23999806637412885,0.31574478332556793,0.4273702098403604,0.5276801388259098,0.8345329582659644,0.021250443977938918
sensitivity_calibration_carrier,2.13110459196325,calibration,2,125,60,65,0,0.8748916303748435,1.1364230473160126,0.9942470126618542,1.1397075562103567,-0.0028860480756709578,,fitted_calibration,0.15042912278485754,0.21580313874186835,0.27469465657006004,0.3504413735214991,0.4620668000362916,0.5623767290218409,0.8692295484618957,0.055947034173870105
sensitivity_calibration_carrier,2.13110459196325,calibration,3,125,30,95,0,0.9115906638137639,1.214717863991971,1.107325463982878,1.154350812705706,0.050973720087770645,,fitted_calibration,0.13766154316171111,0.20303555911872193,0.26192707694691364,0.3376737938983527,0.4492992204131452,0.5496091493986945,0.8564619688387491,0.050973807959983714
sensitivity_calibration_carrier,2.13110459196325,evaluation,pooled,688,350,338,0,0.8520543079126851,1.1623378672324503,0.9903749870254519,1.1679722676509667,-0.004836052483087855,,fitted_calibration,0.1259303782189677,0.1913043941759785,0.2501959120041702,0.3259426289556092,0.4375680554704017,0.537877984455951,0.8447308038960057,0.031448289607980226
sensitivity_calibration_carrier,2.13110459196325,evaluation,0,172,97,75,0,0.8145696411058067,1.2112653291807323,0.9866599644746559,1.219426231868909,-0.006714906558692363,,fitted_calibration,0.08281912795114571,0.14819314390815652,0.2070846617363482,0.2828313786877873,0.39445680520257975,0.4947667341881291,0.8016195536281838,0.011662960659841737
sensitivity_calibration_carrier,2.13110459196325,evaluation,1,172,98,74,0,0.8162661706441872,1.1407254187187237,0.9311355692940195,1.1821567546315963,-0.03567628816448881,,fitted_calibration,0.11385998435613902,0.17923400031314984,0.23812551814134153,0.3138722350927806,0.4254976616075731,0.5258075905931224,0.8326604100331771,0.03567519772450577
sensitivity_calibration_carrier,2.13110459196325,evaluation,2,172,97,75,0,0.8573361855224895,1.1185895240202464,0.9590072756889352,1.142246396585378,-0.02092830869098869,,fitted_calibration,0.14820272753040334,0.21357674348741415,0.27246826131560586,0.34821497826704495,0.4598404047818374,0.5601503337673868,0.8670031532074415,0.05372063891941589
sensitivity_calibration_carrier,2.13110459196325,evaluation,3,172,58,114,0,0.9086790208550051,1.2134620742604685,1.102647529483686,1.155600456868257,0.048856682136705396,,fitted_calibration,0.1365791483000843,0.20195316425709514,0.2608446820852868,0.3365913990367259,0.44821682555151837,0.5485267545370678,0.8553795739771224,0.04885706648863447
sensitivity_calibration_carrier,2.13110459196325,holdout,pooled,160,88,72,0,0.7655212428053648,1.2016999124111718,0.9199268104280983,1.252914311004159,-0.04174483756353822,,fitted_calibration,0.055731843282215046,0.12110585923922586,0.17999737706741753,0.25574409401885667,0.36736952053364913,0.4676794495191985,0.7745322689592531,0.04173058299306544
sensitivity_calibration_carrier,2.13110459196325,holdout,0,40,28,12,0,0.7314267431261506,1.1856299421828815,0.8672014471636713,1.273018310727942,-0.07137063639021932,,plastic,0.07124198976042571,0.10505737040116152,0.16394888822935322,0.23969560518079228,0.3513210316955847,0.45163096068113406,0.7584837801211888,0.07124198976042571
sensitivity_calibration_carrier,2.13110459196325,holdout,1,40,27,13,0,0.7702165389546186,1.1964072436090876,0.9214926463528267,1.2463301376475369,-0.0408802409939238,,fitted_calibration,0.06099623106929104,0.12637024702630184,0.18526176485449353,0.2610084818059326,0.37263390832072507,0.47294383730627443,0.7797966567463291,0.0408802409939238
sensitivity_calibration_carrier,2.13110459196325,holdout,2,40,23,17,0,0.7785533697407455,1.1446305808864903,0.891155995857484,1.2125187914621054,-0.05761789365508177,,fitted_calibration,0.08849973250047863,0.15387374845748944,0.21276526628568113,0.28851198323712024,0.4001374097519127,0.500447338737462,0.8073001581775168,0.05761789365508177
sensitivity_calibration_carrier,2.13110459196325,holdout,3,40,10,30,0,0.7800517921495008,1.2436238447171686,0.9700910088314799,1.2634971483417745,-0.015861849143176857,,fitted_calibration,0.047987307185861444,0.11336132314287226,0.17225284097106394,0.24799955792250303,0.3596249844372955,0.45993491342284487,0.7667877328628996,0.046494781425126
