split,video,file,track_id,segment_index,start_frame,candidate,increment_ara,local_directed,parent_directed,local_reverse_orientation,parent_reverse_orientation,local_reversible,parent_reversible,local_reversible_sign,parent_reversible_sign,return_mae
calibration,V02,V02_Amp0.0_umf1.25.csv,133,0,293,one_over_e,1.2642411176571153,0.6805058402591546,0.5038657997811098,0.6640788127469501,0.4363398582542559,0.6640788127469501,0.4363398582542559,-1.0,-1.0,0.1895067786727338
calibration,V02,V02_Amp0.0_umf1.25.csv,133,0,293,one_third,1.3333333333333335,0.6250910615447178,0.5766322700676552,0.6675399255293923,0.5524664154467609,0.6250910615447178,0.5524664154467609,1.0,-1.0,0.41147164925259405
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,persistence,0.0,0.267436500742275,0.29029552562624206,0.267436500742275,0.29029552562624206,0.267436500742275,0.29029552562624206,1.0,1.0,0.2847592942964155
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,ridge,1.0,0.732563499257725,0.41077784829355757,0.732563499257725,0.41077784829355757,0.732563499257725,0.41077784829355757,1.0,1.0,0.5638740225381718
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,silver_conjugate,1.1715728752538097,0.6910952980401828,0.48335423708944436,0.7431439969186169,0.5738669070214826,0.6910952980401828,0.48335423708944436,1.0,1.0,0.26463036923015043
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,two_fifths,1.2,0.6700821052377057,0.6107778482935569,0.73952484969634,0.5385855327829177,0.6700821052377057,0.5385855327829177,1.0,-1.0,0.21691511906094416
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,phi,1.2360679774997896,0.650389303506796,0.6746820892722107,0.7211156996343542,0.6096570325152766,0.650389303506796,0.6096570325152766,1.0,-1.0,0.18899308287329197
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,fibonacci_8_21,1.2380952380952381,0.6524165641022446,0.6645457862949682,0.7231429602298027,0.6004902946876722,0.6524165641022446,0.6004902946876722,1.0,-1.0,0.1923718505323726
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,three_eighths,1.25,0.6643213260070064,0.6270332674212993,0.7350477221345646,0.6464621893516533,0.6643213260070064,0.6270332674212993,1.0,1.0,0.12887978704030903
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,one_over_e,1.2642411176571153,0.659809994376189,0.5756671925348915,0.7298599178613294,0.6237097193004382,0.659809994376189,0.5756671925348915,1.0,1.0,0.12558146904283105
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,one_third,1.3333333333333335,0.5907177786999709,0.41141446721708874,0.6666666666666705,0.4783113565621733,0.5907177786999709,0.41141446721708874,1.0,1.0,0.35044396870668776
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,persistence,0.0,0.35962605277589543,0.2647583724376785,0.35962605277589543,0.2647583724376785,0.35962605277589543,0.2647583724376785,1.0,1.0,0.2811015881546172
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,ridge,1.0,0.6403739472241046,0.4171402681136671,0.6403739472241046,0.41714026811366534,0.6403739472241046,0.41714026811366534,1.0,-1.0,0.5871081957929528
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,silver_conjugate,1.1715728752538097,0.6338563498402601,0.5688424882694938,0.6511589890269782,0.599997807574054,0.6338563498402601,0.5688424882694938,1.0,1.0,0.23519924153177696
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,two_fifths,1.2,0.6132219164511767,0.4867447553867317,0.6642002512199066,0.4867447553867317,0.6132219164511767,0.4867447553867317,1.0,1.0,0.18748399136257068
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,phi,1.2360679774997896,0.6262923526733666,0.6654694791696476,0.6281322737201169,0.4891047772252284,0.6262923526733666,0.4891047772252284,1.0,-1.0,0.13826156592192682
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,fibonacci_8_21,1.2380952380952381,0.624265092077918,0.6561123874704142,0.6261050131246684,0.519154872147696,0.624265092077918,0.519154872147696,1.0,-1.0,0.14366759417645608
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,three_eighths,1.25,0.6138477487215004,0.7352416275623199,0.6142002512199065,0.577403525423978,0.6138477487215004,0.577403525423978,1.0,-1.0,0.11872336202855266
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,one_over_e,1.2642411176571153,0.6217389447230546,0.5979293531914149,0.5999591335627912,0.5863566983575472,0.5999591335627912,0.5863566983575472,-1.0,-1.0,0.1663427739294417
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,one_third,1.3333333333333335,0.5528306976019632,0.628508539806075,0.5446977674532363,0.6228970066652335,0.5446977674532363,0.6228970066652335,-1.0,-1.0,0.3839793180908893
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,persistence,0.0,0.24255903923603772,0.301514454317779,0.24255903923603772,0.301514454317779,0.24255903923603772,0.301514454317779,1.0,1.0,0.15440116529590184
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,ridge,1.0,0.7574409607639623,0.44680984508282373,0.7574409607639623,0.44680984508282373,0.7574409607639623,0.44680984508282373,1.0,1.0,0.6116682542822701
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,silver_conjugate,1.1715728752538097,0.7661239467384984,0.5346835239172341,0.7503635620402482,0.5099941723851491,0.7503635620402482,0.5099941723851491,-1.0,-1.0,0.3406926261169551
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,two_fifths,1.2,0.7376968219923081,0.5910335730625966,0.721936437294058,0.6302670143219884,0.721936437294058,0.5910335730625966,-1.0,1.0,0.2830522780951502
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,phi,1.2360679774997896,0.7016288444925185,0.5835921350012625,0.7355461584816947,0.5103433663278805,0.7016288444925185,0.5103433663278805,1.0,-1.0,0.13965234973666707
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,fibonacci_8_21,1.2380952380952381,0.69960158389707,0.5714285714285707,0.7375734190771432,0.5165292331916596,0.69960158389707,0.5165292331916596,1.0,-1.0,0.14640988505482855
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,three_eighths,1.25,0.6876968219923081,0.49077620906120667,0.7494781809819051,0.49387941047107553,0.6876968219923081,0.49077620906120667,1.0,1.0,0.14204152815700347
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,one_over_e,1.2642411176571153,0.6734557043351928,0.5033074760569711,0.7637192986390204,0.4267514637198726,0.6734557043351928,0.4267514637198726,1.0,-1.0,0.21324711644257985
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,one_third,1.3333333333333335,0.6255848648338067,0.4266106144902526,0.7077484684995263,0.4227872561955923,0.6255848648338067,0.4227872561955923,1.0,-1.0,0.4032830621979631
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,persistence,0.0,0.1478154529234852,0.725736267923649,0.1478154529234852,0.725736267923649,0.1478154529234852,0.725736267923649,1.0,1.0,0.2273751846725908
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,ridge,1.0,0.8521845470765148,0.3258861036688281,0.8521845470765148,0.3258861036688281,0.8521845470765148,0.3258861036688281,1.0,1.0,0.5555781531123513
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,silver_conjugate,1.1715728752538097,0.7576549615436923,0.5898966930189222,0.7979142105399271,0.5037556230567053,0.7576549615436923,0.5037556230567053,1.0,-1.0,0.2852848122343727
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,two_fifths,1.2,0.7312287827768658,0.47618819403416124,0.7694870857937368,0.5079134721928731,0.7312287827768658,0.47618819403416124,1.0,1.0,0.2375695620651664
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,phi,1.2360679774997896,0.6957025828803964,0.5339734357396724,0.7334191082939472,0.42851090240990763,0.6957025828803964,0.42851090240990763,1.0,-1.0,0.19458257904292023
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,fibonacci_8_21,1.2380952380952381,0.6936753222849479,0.503564526807943,0.7313918476984986,0.46297433253253195,0.6936753222849479,0.46297433253253195,1.0,-1.0,0.19796134670200086
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,three_eighths,1.25,0.681770560380186,0.5549802297434558,0.7194870857937368,0.48593752986509786,0.681770560380186,0.48593752986509786,1.0,-1.0,0.15285786980551372
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,one_over_e,1.2642411176571153,0.6675294427230707,0.6131957819778118,0.7052459681366214,0.5545367945428492,0.6675294427230707,0.5545367945428492,1.0,-1.0,0.16103745983470072
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,one_third,1.3333333333333335,0.6233500493875894,0.5887730164967535,0.6669250350240339,0.45593277534672727,0.6233500493875894,0.45593277534672727,1.0,-1.0,0.37842412671963616
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,persistence,0.0,0.0879199317685222,0.2162641310710658,0.0879199317685222,0.2162641310710658,0.0879199317685222,0.2162641310710658,1.0,1.0,0.13024820963848335
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,ridge,1.0,0.9120800682314778,0.49411476304348767,0.9120800682314778,0.49411476304348767,0.9120800682314778,0.49411476304348767,1.0,1.0,0.6091964916338383
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,silver_conjugate,1.1715728752538097,0.7847542910769703,0.44453623332898196,0.8323529489441466,0.5289018729898913,0.7847542910769703,0.44453623332898196,1.0,1.0,0.3648455817743736
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,two_fifths,1.2,0.7572441570999078,0.4748011029495567,0.8039258241979563,0.5433191747184374,0.7572441570999078,0.4748011029495567,1.0,1.0,0.30980545489305605
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,phi,1.2360679774997896,0.7516890938063825,0.4961455375276942,0.7761749511940383,0.46909715364583837,0.7516890938063825,0.46909715364583837,1.0,-1.0,0.1353175468428874
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,fibonacci_8_21,1.2380952380952381,0.7496618332109339,0.47146550257908504,0.7741476905985898,0.48516548053003516,0.7496618332109339,0.47146550257908504,1.0,1.0,0.13794171645672995
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,three_eighths,1.25,0.7377570713061721,0.5174365007422663,0.7622429286938279,0.5764917118290283,0.7377570713061721,0.5174365007422663,1.0,1.0,0.1527704846577588
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,one_over_e,1.2642411176571153,0.7235159536490567,0.4384383654829658,0.7480018110367126,0.6152241938084897,0.7235159536490567,0.4384383654829658,1.0,1.0,0.22893369239940056
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,one_third,1.3333333333333335,0.6544237379728386,0.47561238286174823,0.6789095953604944,0.49411476304348767,0.6544237379728386,0.47561238286174823,1.0,1.0,0.415294013065769
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,persistence,0.0,0.14426657000138654,0.35261202454139284,0.14426657000138654,0.35261202454139284,0.14426657000138654,0.35261202454139284,1.0,1.0,0.12523379055326542
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,ridge,1.0,0.8557334299986135,0.5,0.8557334299986135,0.5,0.8557334299986135,0.5,1.0,1.0,0.6116814877193063
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,silver_conjugate,1.1715728752538097,0.8445137087626342,0.46440465890417215,0.8118041750995346,0.4438578215240505,0.8118041750995346,0.4438578215240505,-1.0,-1.0,0.3698600008595914
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,two_fifths,1.2,0.8166229496466557,0.47189830132441823,0.7833770503533444,0.46550572647772626,0.7833770503533444,0.46550572647772626,-1.0,-1.0,0.3130133198223832
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,phi,1.2360679774997896,0.7805549721468661,0.5273373885978567,0.7473090728535547,0.46109608167052096,0.7473090728535547,0.46109608167052096,-1.0,-1.0,0.1379295993400423
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,fibonacci_8_21,1.2380952380952381,0.7785277115514175,0.5212556068115108,0.7452818122581062,0.4923976684352045,0.7452818122581062,0.4923976684352045,-1.0,-1.0,0.1446871346582038
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,three_eighths,1.25,0.7666229496466557,0.48554132109722437,0.7333770503533443,0.5265405906506109,0.7333770503533443,0.48554132109722437,-1.0,1.0,0.16438661712345803
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,one_over_e,1.2642411176571153,0.7523818319895403,0.5496567351071544,0.719135932696229,0.5002175612456625,0.719135932696229,0.5002175612456625,-1.0,-1.0,0.2355922054090344
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,one_third,1.3333333333333335,0.6832896163133222,0.4311253455694457,0.6500437170200108,0.4311253455694444,0.6500437170200108,0.4311253455694444,-1.0,-1.0,0.41243134725214253
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,persistence,0.0,0.055804901773174986,0.5317255174305527,0.055804901773174986,0.5317255174305527,0.055804901773174986,0.5317255174305527,1.0,1.0,0.09058184707467336
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,ridge,1.0,0.944195098226825,0.5087586114176861,0.944195098226825,0.5087586114176852,0.944195098226825,0.5087586114176852,1.0,-1.0,0.6268770157759219
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,silver_conjugate,1.1715728752538097,0.8215754407122842,0.4923314470945186,0.805390240521715,0.4653019071061799,0.805390240521715,0.4653019071061799,-1.0,-1.0,0.4045119443381835
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,two_fifths,1.2,0.8155713279183749,0.49894599760652314,0.7769631157755248,0.47594671634118035,0.7769631157755248,0.47594671634118035,-1.0,-1.0,0.33223088123708006
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,phi,1.2360679774997896,0.7795033504185853,0.5094553072479795,0.7408951382757352,0.5076778420475823,0.7408951382757352,0.5076778420475823,-1.0,-1.0,0.15154502474883394
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,fibonacci_8_21,1.2380952380952381,0.7812976225114042,0.4928566459640207,0.7388678776802866,0.5412475245133277,0.7388678776802866,0.4928566459640207,-1.0,1.0,0.15289653181246596
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,three_eighths,1.25,0.7730368842244753,0.5126338264929302,0.7269631157755247,0.5087586114176861,0.7269631157755247,0.5087586114176861,-1.0,-1.0,0.18424435342782164
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,one_over_e,1.2642411176571153,0.7587957665673599,0.4876700485155505,0.7127219981184094,0.48384255413600874,0.7127219981184094,0.48384255413600874,-1.0,-1.0,0.26860005496321054
calibration,V02,V02_Amp0.0_umf1.25.csv,293,0,612,one_third,1.3333333333333335,0.6897035508911418,0.49371838360422915,0.6436297824421913,0.4937183836042327,0.6436297824421913,0.49371838360422915,-1.0,1.0,0.4276557745784528
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,persistence,0.0,0.16273668443864953,0.47528217526116867,0.16273668443864953,0.47528217526116867,0.16273668443864953,0.47528217526116867,1.0,1.0,0.2831310004576498
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,ridge,1.0,0.8372633155613505,0.4850947890723305,0.8372633155613505,0.4850947890723305,0.8372633155613505,0.4850947890723305,1.0,1.0,0.5807596400087578
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,silver_conjugate,1.1715728752538097,0.7375852518129031,0.5291544606417355,0.7672886135269579,0.5157087357122079,0.7375852518129031,0.5157087357122079,1.0,-1.0,0.22520503910434875
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,two_fifths,1.2,0.7173166033284446,0.5221493680275788,0.7432384436204911,0.6390244292799281,0.7173166033284446,0.5221493680275788,1.0,1.0,0.17748978893514247
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,phi,1.2360679774997896,0.7404606550490298,0.4179824094100897,0.7071704661207014,0.5550783837276927,0.7071704661207014,0.4179824094100897,-1.0,1.0,0.1623202570788566
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,fibonacci_8_21,1.2380952380952381,0.7384333944535812,0.42453032040852845,0.7051432055252529,0.5419279516724558,0.7051432055252529,0.42453032040852845,-1.0,1.0,0.16857029883720878
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,three_eighths,1.25,0.7265286325488194,0.3761863419094591,0.693238443620491,0.6271342070884005,0.693238443620491,0.3761863419094591,-1.0,1.0,0.12491950518641502
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,one_over_e,1.2642411176571153,0.712287514891704,0.3885496336299519,0.6789973259633757,0.5804544862215648,0.6789973259633757,0.3885496336299519,-1.0,1.0,0.1287858891696127
calibration,V02,V02_Amp0.0_umf1.25.csv,339,1,712,one_third,1.3333333333333335,0.6560007992916836,0.6302670143219833,0.6642552742658914,0.5246157834743372,0.6560007992916836,0.5246157834743372,1.0,-1.0,0.3669533318894185
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,persistence,0.0,0.10974721154724798,0.3540635080681058,0.10974721154724798,0.3540635080681058,0.10974721154724798,0.3540635080681058,1.0,1.0,0.16245381450778498
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,ridge,1.0,0.890252788452752,0.3978825000848345,0.890252788452752,0.3978825000848345,0.890252788452752,0.3978825000848345,1.0,1.0,0.5841902242200817
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,silver_conjugate,1.1715728752538097,0.8030623733023892,0.5330734474885224,0.7760889268823497,0.6182248436639917,0.7760889268823497,0.5330734474885224,-1.0,1.0,0.3326399769050719
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,two_fifths,1.2,0.7746352485561989,0.5168439075471696,0.773856605573606,0.5152554714674188,0.773856605573606,0.5152554714674188,-1.0,-1.0,0.2825135418697062
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,phi,1.2360679774997896,0.7385672710564093,0.49555241443613074,0.7377886280738164,0.5777056428571803,0.7377886280738164,0.49555241443613074,-1.0,1.0,0.17260685343831492
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,fibonacci_8_21,1.2380952380952381,0.7365400104609607,0.47906540146902343,0.7357613674783678,0.5400428319353416,0.7357613674783678,0.47906540146902343,-1.0,1.0,0.1793643887564764
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,three_eighths,1.25,0.7246352485561989,0.5270435522319401,0.7245481778272267,0.6021174999151655,0.7245481778272267,0.5270435522319401,-1.0,1.0,0.17369618332215284
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,one_over_e,1.2642411176571153,0.7103941308990835,0.5631814931927157,0.7179683075740431,0.4868552683879628,0.7103941308990835,0.4868552683879628,1.0,-1.0,0.2008014552911392
calibration,V02,V02_Amp0.0_umf1.25.csv,362,0,758,one_third,1.3333333333333335,0.6413019152228654,0.46647649873333963,0.6612809325923883,0.3827319312312403,0.6413019152228654,0.3827319312312403,1.0,-1.0,0.4366027853966747
calibration,V02,V02_Amp0.0_umf1.25.csv,393,0,823,persistence,0.0,0.18716704181099852,0.4155435814292321,0.18716704181099852,0.4155435814292321,0.18716704181099852,0.4155435814292321,1.0,1.0,0.24420390615168766
calibration,V02,V02_Amp0.0_umf1.25.csv,393,0,823,ridge,1.0,0.8128329581890015,0.49999999999999933,0.8128329581890015,0.49999999999999933,0.8128329581890015,0.49999999999999933,1.0,1.0,0.5965248985455989
