detector,split,video,file,amplitude,umf,frame,time_sec,child_small_id,child_large_id,parent_id,child_small_area_m2,child_large_area_m2,parent_area_m2,child_ratio,parent_ratio,vertical_equality_gap,closure,separation_norm,separation_change,center_norm,detector_score,ambiguity_ratio,parent_y_m,parent_speed_reported,parent_life_frames,parent_life_sec,circularity_initial,circularity_plateau,circularity_tension,settled,settle_frames,settle_sec,distance_one,distance_sqrt2,distance_three_halves,distance_phi,distance_two
primary,calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,1662,33.24,3228,3214,3214,3.2365656e-05,0.00057259872,0.000618200748,17.691553046229,1.0796404644425333,2.796459214225584,1.0218795891545192,1.935428368503843,-0.045713040006876024,0.8629106284986124,1.1688881298206306,inf,0.4896,22.007418823887548,5,0.1,0.0025974576833532478,0.01664739981302011,0.07462834030869656,1,1,0.02,2.87410898839054,2.540893954035889,2.4894362925801636,2.425851660010003,2.2654436007288234
primary,calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,2904,58.08,5608,5592,5592,0.000107529768,0.000393683976,0.00038741749199999997,3.6611627024062767,0.9840824509453745,1.3138263690463554,0.7729586361861617,2.143351152630624,0.014414233669406317,0.9817365584376833,2.1257076409879336,inf,0.451,20.5255746796527,6,0.12,0.004901706728984838,0.013713581424906727,0.09899709847464873,0,nan,nan,1.2978799642512988,1.0179822107288008,0.9868629700297976,0.9560595122697417,0.9319528824108232
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,15,0.3,2,14,14,0.000288527184,0.0012597537959999998,0.0012186738359999999,4.366152882149225,0.9673904852436738,1.5070353280715978,0.7871141296329818,1.9195788926969686,-0.007046574530957478,0.5657125601781173,1.5932692602351604,inf,0.3318,12.135651312146374,10,0.2,0.02293754482395827,0.020335224990282164,0.0060256876625897834,1,1,0.02,1.4742550941817207,1.1895449520219035,1.154946376511306,1.1180187159083632,1.0663298349755732
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,613,12.26,531,529,529,0.00028123232399999997,0.0012599251919999997,0.0012196361159999998,4.480015576018921,0.968022644315854,1.532126322301678,0.7913766784627614,2.173924801817168,0.02308328400241005,0.725998784310878,1.799145558239946,inf,0.3531,12.163758695814382,8,0.16,0.023000673191588515,0.022664411374311192,0.00422044077411521,1,1,0.02,1.4999786485341127,1.2137659167522656,1.1785594860834354,1.1406437350012957,1.0848836201173446
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,1303,26.06,1129,1128,1128,1.5767459999999998e-05,0.0005294004479999999,0.0005309031599999999,33.575506010479806,1.0028385166761324,3.5109623176500646,0.973834211825983,2.2476374929624043,-0.07567345486359754,0.591412341048183,0.9916715903841138,inf,0.4646,20.807316244292537,26,0.52,0.008435844966745305,0.01041370481131153,0.07108998943851086,1,12,0.24,3.5137979566047144,3.1858216381129503,3.13430014514132,3.07008413246675,2.9038932407745452
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,1972,39.44,1693,1681,1681,0.00026945492399999997,0.0012867012,0.0012455463959999999,4.775200174111497,0.9680152594868179,1.5959433222310624,0.8003993794648332,2.229168459257032,0.09338023793050966,0.7370155663212545,1.7861971995074137,inf,0.3333,10.914606745549746,9,0.18,0.022775122016171,0.02017315971270865,0.016691639616096255,1,1,0.02,1.5637738099099179,1.2745415981323138,1.2380291935359231,1.197963441418432,1.1331271138302919
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2511,50.22,2195,2171,2171,0.00026409369599999995,0.0012791513519999998,0.001243300752,4.843551252355527,0.9719731367645071,1.606075293483093,0.8056405258589886,2.179527349845704,-0.04442436315466311,0.19615261214444443,1.211175490737681,inf,0.3427,12.109848306234063,9,0.18,0.02328692843352068,0.020676653321324897,0.00923686916492728,1,1,0.02,1.57790427000637,1.286922754424486,1.2499102432618145,1.2090924405856085,1.1414952826555516
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2654,53.08,2342,2340,2340,2.2934988e-05,0.000286563096,0.00030984962399999995,12.49458233856499,1.0812614336076267,2.4471667838000877,1.001135839018635,2.146725971799287,-0.3363000368811777,0.5827072377363777,0.8731713933648086,inf,0.4552,18.38805561798202,13,0.26,0.010267896169263623,0.011754835958669434,0.05981578052609402,1,6,0.12,2.5265034278298235,2.195197126716714,2.144954242890352,2.083447353040959,1.9326185069415498
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2654,53.08,2329,2315,2315,3.0629988e-05,0.0013059403199999998,0.0012696153839999997,42.63600495044268,0.9721848422598668,3.7809084086034557,0.9499054231571332,2.2461602814897232,-0.06038159858317057,0.42417070808741975,0.906960586719213,inf,0.3292,11.458329498229661,6,0.12,0.02302043658510537,0.022604822029322562,0.0027716864955500404,1,1,0.02,3.7528051072665396,3.426682521887513,3.375210926261398,3.31091207785069,3.143439684869286
primary,evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2687,53.74,2374,2377,2377,0.00027846828,0.0013078959839999999,0.0012689647919999997,4.696750322873398,0.9702337246415154,1.5770891321798746,0.7999201827708341,2.220392194207797,-0.0073871341950017344,0.4988271524214808,1.5478102778574856,inf,0.3146,10.88543105072096,6,0.12,0.021646177309146458,0.01965040324653638,0.009591891776950925,1,1,0.02,1.5471659794117487,1.2580483397098714,1.2217311826490431,1.1820278807282318,1.1189735010993846
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,394,7.88,516,512,512,1.3245120000000001e-05,0.000349088292,0.00038691658799999993,26.355993150684927,1.108363118634755,3.1688114341398794,1.0678468371556085,1.9624645190973233,-0.03608112027721305,0.7952652527978191,1.2546195192154632,inf,0.4667,21.670220516875226,10,0.2,0.007081697236030289,0.021255172604671895,0.05530281018765607,1,7,0.14,3.2733129822085063,2.935255322285569,2.88215768773962,2.816013488146786,2.645245309689628
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1191,23.82,1518,1517,1517,1.3196843999999997e-05,0.00033316693199999994,0.000416267424,25.245955169281384,1.2494259904521379,3.0059817133659776,1.201821474541264,1.9625821874710494,0.03491897615321842,0.32821405364893314,1.1814403674589786,inf,0.4781,17.65668005260332,5,0.1,0.0055173679717291785,0.011381717069782206,0.05127318455110171,1,1,0.02,3.236336215042871,2.884753880417701,2.8291114946121336,2.759590674441265,2.578796389459654
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1853,37.06,2380,2398,2398,8.09028e-06,0.00038091805199999996,0.000374774364,47.08342010412495,0.9838713655923034,3.8681810407755672,0.9634096063525961,2.1914102230500605,0.036780189569844045,0.2127750986040492,0.6348397273278923,inf,0.4703,22.60426004208056,11,0.22,0.007873564768507537,0.016277201216678833,0.04833219354839055,1,7,0.14,3.851955243543916,3.524075514334186,3.472162130124228,3.4072214727223225,3.2374542895788125
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1917,38.34,2473,2472,2472,4.3198272e-05,0.001281779316,0.001299519936,29.67200438017521,1.0138406196593672,3.3764582748152567,0.9807863527424435,2.2046187564185757,-0.01912927206424033,0.44762065217061836,0.8134215639568367,inf,0.2719,9.583866470793508,6,0.12,0.01898300551321111,0.012729886185012852,0.04043647015062505,1,1,0.02,3.3902318539546505,3.061774059699905,3.0103339124583393,2.9463129448274983,2.7813129589551564
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,2001,40.02,2582,2584,2584,4.2807203999999997e-05,0.0013172388479999997,0.001313661564,30.771429220184523,0.9972842556189173,3.4293060754549667,0.9658949136819377,1.3524009612419747,-0.24016378928946253,0.5745564153601779,0.7782837955693239,inf,0.4062,15.964540880964915,5,0.1,0.020859495895241484,0.022559473850240604,0.038167106299614485,1,1,0.02,3.426587715862648,3.099755794659195,3.048571782832154,2.984865532882377,2.8206243302616376
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,2080,41.6,2685,2683,2683,1.8896327999999997e-05,0.0012868900919999998,0.0012681518759999999,68.10265422996468,0.985439148132007,4.23568408937089,0.9711786373149753,2.138971541428113,-0.08224130874525938,0.3078248944453878,0.6900166553924248,inf,0.2766,9.714058878244458,5,0.1,0.015254372802997648,0.013395158267163415,0.0845367183820583,0,nan,nan,4.221041673049134,3.8912466970654704,3.8386119611199256,3.772536729486761,3.5981748044177397
