angle_deg,elevation_rank,path_type,lateral_index,radius_mm,z_mm,x_ara,nearest_lateral_spacing_ara,exact_elevation_tie
90,16,control,32,1324.04217,31.82542,1.6202108499999996,0.020210499999999465,False
90,17,control,17,1161.65877,34.3071,0.80829385,0.021210499999999688,False
90,18,control,34,1330.25877,34.67238,1.6512938499999996,0.010460999999999165,False
90,19,control,35,1360.66907,38.94243,1.8033453499999996,0.02009400000000028,False
90,20,control,16,1157.41667,40.13442,0.7870833500000003,0.02041649999999995,False
90,21,control,12,1114.72917,42.62527,0.5736458500000003,0.02027649999999992,False
90,22,control,15,1153.33337,43.64037,0.7666668500000003,0.019563000000000552,False
90,23,control,13,1118.99617,44.65236,0.5949808499999995,0.021334999999999105,False
90,24,control,14,1149.42077,44.74108,0.7471038499999998,0.019563000000000552,False
90,25,control,11,1110.67387,45.01373,0.5533693500000004,0.009708000000000605,False
90,26,control,10,1108.73227,48.81495,0.5436613499999998,0.009708000000000605,False
90,27,control,36,1364.68787,49.02304,1.82343935,0.02009400000000028,False
90,28,control,37,1368.78067,53.18974,1.8439033500000006,0.020464000000000704,False
90,29,control,9,1078.62077,53.68704,0.39310385,0.02229034999999957,False
90,30,control,38,1372.94517,57.6318,1.86472585,0.0208224999999993,False
90,31,control,8,1074.1627,60.28276,0.3708135000000004,0.02081345000000051,False
90,32,control,39,1377.17917,60.58154,1.8858958500000005,0.021170000000000577,False
90,33,control,7,1070.00001,65.89556,0.3500000499999999,0.019104700000000363,False
90,34,control,6,1066.17907,70.53207,0.33089534999999953,0.019104700000000363,False
90,35,control,5,1036.22023,74.25781,0.18110114999999952,0.023540749999999666,False
90,36,control,40,1390.0,76.50331,1.95,0.050000000000000044,False
90,37,control,4,1031.51208,77.71344,0.15756039999999985,0.02078444999999987,False
90,38,control,3,1027.35519,81.05576,0.13677594999999998,0.009077549999999546,False
90,39,control,2,1025.53968,85.48496,0.12769840000000043,0.009077549999999546,False
90,40,control,1,1000.0,85.79993,0.0,0.12769840000000043,False
90,41,control,41,1400.0,85.85005,2.0,0.050000000000000044,False
95,1,thalweg,27,1244.4041835360017,25.01624,1.222020906276943,0.018024539457611732,False
95,2,control,28,1274.4812758373148,25.28465,1.3724063674025706,0.017149510916118382,False
95,3,control,29,1277.9111780292267,25.37629,1.389555878318689,0.017149510916118382,False
95,4,control,30,1281.4442825281765,25.89817,1.4072214007686898,0.009021477360838803,False
95,5,control,26,1240.7992756353478,26.16049,1.2039963668193312,0.01744598563761124,False
95,6,control,31,1283.2485780049146,27.03455,1.4162428781295286,0.009021477360838803,False
95,7,control,22,1201.936079504322,28.05471,1.0096803866564186,0.009000500011364876,False
95,8,control,20,1195.0781835784583,28.29147,0.9753909071139583,0.01679450483401279,False
95,9,control,25,1237.3100784989872,28.29481,1.18655038118172,0.008499494890644499,False
95,10,control,21,1198.4370845537692,28.31467,0.992185411947971,0.01679450483401279,False
95,11,control,23,1203.7361795111547,28.85149,1.0186808866677834,0.009000500011364876,False
95,12,control,24,1235.6101795165523,29.62921,1.1780508862910755,0.008499494890644499,False
95,13,control,19,1164.8931802115612,30.23112,0.8244658906617776,0.017966519267708314,False
95,14,control,32,1315.0560854417602,30.45214,1.575280414910902,0.017380989601127883,False
95,15,control,18,1161.2998763489175,31.93342,0.8064993713940692,0.017148003550712776,False
95,16,control,33,1318.5322833707912,32.03607,1.59266140451203,0.008861472461544118,False
95,17,control,34,1320.3045778675894,35.06294,1.601522876973574,0.008861472461544118,False
95,18,control,17,1157.8702756300875,35.18524,0.7893513678433565,0.008252955624949987,False
95,19,control,35,1323.9158794641287,35.73544,1.6195793849105322,0.01805650793695812,False
95,20,control,16,1156.2196845009164,37.78324,0.7810984122184065,0.008252955624949987,False
95,21,control,36,1355.6545847819107,39.36049,1.7782729110974593,0.008730973575655332,False
95,22,control,15,1124.2237810173945,40.82426,0.621118895206037,0.017664019442383383,False
95,23,control,13,1119.0025825560742,45.10531,0.5950129029655643,0.008441972798089337,False
95,24,control,14,1120.690977119969,45.28522,0.6034548757636536,0.008441972798089337,False
95,25,control,12,1115.790379324335,46.05369,0.5789518868475516,0.016061016118012694,False
95,26,control,11,1083.5674815215846,46.24148,0.417837398241915,0.00874748735422437,False
95,27,control,10,1081.817984046308,47.24119,0.40908991088769064,0.00874748735422437,False
95,28,control,9,1078.5322807704636,51.14251,0.3926613945500827,0.014901504537378651,False
95,29,control,37,1357.400779501465,51.56273,1.7870038846731147,0.008730973575655332,False
95,30,control,8,1075.5519798554385,54.13084,0.37775989001270405,0.014901504537378651,False
95,31,control,7,1044.7113825236345,56.61419,0.2235569037442918,0.017138266379786188,False
95,32,control,38,1360.954281813902,57.60782,1.8047713961902936,0.017767511517178924,False
95,33,control,6,1041.2837292389947,58.95755,0.2064186373645056,0.014895180575137834,False
95,34,control,39,1364.5873772648056,63.80727,1.8229368733987967,0.018165477208503145,False
95,35,control,5,1038.304693116421,66.79441,0.19152345678936777,0.006517551929192816,False
95,36,control,40,1394.526584650361,67.24216,1.9726329099473823,0.027367090052617726,False
95,37,control,4,1037.0011827272806,68.52306,0.18500590486017496,0.006517551929192816,False
95,38,control,3,1004.0719870654821,70.80506,0.02035992696824303,0.008026040130313326,False
95,39,control,2,1002.4667790353533,73.53441,0.012333886837929705,0.008026040130313326,False
95,40,control,41,1400.000002674749,79.23106,2.0,0.027367090052617726,False
95,41,control,1,1000.0000016615188,80.41935,0.0,0.012333886837929705,False
100,1,thalweg,26,1233.1103363053908,20.93201,1.1655516983308385,0.015901986785210154,False
100,2,control,27,1264.1489429281694,21.99718,1.3207447319769743,0.015202512390969813,False
100,3,control,28,1267.1894453959358,23.37425,1.335947244367944,0.015202512390969813,False
100,4,control,29,1299.939339969264,27.74369,1.4996967177961726,0.014906506731210856,False
100,5,control,23,1225.4075446038216,28.17877,1.127037739690907,0.014905956404535736,False
100,6,control,25,1229.929938959256,28.51543,1.1496497115456283,0.007706015450185566,False
100,7,control,24,1228.3887358745046,28.53978,1.1419436960954428,0.007706015450185566,False
100,8,control,20,1189.6133399258558,29.59013,0.9480667156872873,0.007353520851455797,False
100,9,control,22,1194.260743865701,30.02845,0.9713037354662056,0.007937540957817513,False
100,10,control,19,1188.1426357606085,30.36938,0.9407131948358315,0.007353520851455797,False
100,11,control,30,1302.9206413052816,30.93108,1.5146032245273835,0.007650479443401359,False
100,12,control,21,1192.673235679582,31.58633,0.9633661945083881,0.007937540957817513,False
100,13,control,18,1155.4208382209135,31.70565,0.7771042065762507,0.007804461946016583,False
100,14,control,17,1153.8599458370634,33.41938,0.7692997446302341,0.007804461946016583,False
100,15,control,16,1150.878835087482,35.91702,0.7543941908312078,0.007088999297123033,False
100,16,control,31,1304.4507371887144,36.3245,1.5222537039707849,0.007650479443401359,False
100,17,control,32,1307.587838234446,37.49316,1.5379392092532378,0.01568550528245294,False
100,18,control,33,1338.6845360824054,37.81886,1.6934226990262735,0.01514351516649759,False
100,19,control,34,1341.7132391053178,39.22252,1.708566214192771,0.007747503796326383,False
100,20,control,15,1149.4610352329198,39.88426,0.7473051915340848,0.007088999297123033,False
100,21,control,35,1343.262739859269,40.9884,1.7163137179890975,0.007747503796326383,False
100,22,control,13,1115.077736923542,43.62645,0.5753886993975991,0.007302998561604879,False
100,23,control,14,1118.1760363398323,43.71108,0.5908801965321794,0.015491497134580312,False
100,24,control,12,1113.6171372162303,45.17804,0.5680857008359942,0.007302998561604879,False
100,25,control,11,1110.8819419854601,46.24991,0.554409724635241,0.013675976200753226,False
100,26,control,10,1079.3398381146587,47.96668,0.39669920474035736,0.014901493014275347,False
100,27,control,36,1344.8351374113163,49.15238,1.724175705776297,0.007861987787199487,False
100,28,control,9,1076.3595395220248,55.0105,0.381797711726082,0.006838994614155325,False
100,29,control,37,1377.4538391174676,56.71226,1.8872692148663917,0.007614992476019156,False
100,30,control,8,1074.9917406038846,64.31292,0.3749587171119267,0.006838994614155325,False
100,31,control,7,1043.7525567396253,64.86752,0.2187627972549479,0.016052064906646984,False
100,32,control,38,1378.9768376074483,65.10252,1.8948842073424108,0.007614992476019156,False
100,33,control,6,1040.5421437693062,65.42233,0.20271073234830092,0.007149467904889156,False
100,34,control,5,1039.1122501932323,66.53194,0.19556126444341176,0.007149467904889156,False
100,35,control,4,1036.6386105801942,68.75096,0.1831930663358037,0.012368198107608058,False
100,36,control,39,1382.0861440078004,68.97621,1.910430739397489,0.007929468628704583,False
100,37,control,3,1004.8795478850681,73.18899,0.024397752315576213,0.014859544139825175,False
100,38,control,40,1383.6720377281024,77.30883,1.9183602080261937,0.007929468628704583,False
100,39,control,2,1001.9076390672953,82.06506,0.009538208175751038,0.009538208175751038,False
100,40,control,1,999.9999974386875,83.48818,0.0,0.009538208175751038,True
100,41,control,41,1399.999996066866,83.48818,2.0,0.08163979197380633,True
105,1,thalweg,28,1289.0894671104663,27.07888,1.445447320612433,0.006917986338536686,False
105,2,control,29,1290.4730643692521,28.02254,1.4523653069509697,0.006917986338536686,False
105,3,control,25,1253.2250698342425,28.69738,1.266125333075035,0.006839502192829361,False
105,4,control,26,1285.1300660424229,29.08796,1.4256503151445634,0.0064370295807638644,False
105,5,control,23,1250.5257707711721,29.45284,1.2526288376726569,0.006656993209548823,False
105,6,control,22,1217.372565620231,29.81174,1.0868628108490819,0.006943965164544652,False
105,7,control,30,1322.3113684189843,29.91068,1.6115568282261068,0.00655448196548436,False
105,8,control,24,1251.857169404497,29.93474,1.2592858308822057,0.006656993209548823,False
105,9,control,31,1323.6222648036285,30.13198,1.6181113101915912,0.00655448196548436,False
105,10,control,20,1214.6370655847531,30.45264,1.0731853105834994,0.00651847367033076,False
105,11,control,21,1215.983772596277,30.7772,1.0799188456845372,0.006733535101037802,False
105,12,control,19,1213.3333708590933,30.89423,1.0666668369131687,0.00651847367033076,False
105,13,control,27,1286.4174719502744,31.49337,1.4320873447253273,0.0064370295807638644,False
105,14,control,32,1324.9618719251318,31.99996,1.6248093458422974,0.006698035650706258,False
105,15,control,17,1180.121162840303,32.00654,0.9006057957484457,0.007089010028887843,False
105,16,control,18,1181.5389648369385,32.16718,0.9076948057773335,0.007089010028887843,False
105,17,control,16,1177.4366703816816,33.54996,0.8871833333687896,0.013422462379656053,False
105,18,control,15,1145.7378707927605,35.51255,0.7286893344022058,0.0073029925327079415,False
105,19,control,33,1326.329769766687,37.55926,1.6316488350941742,0.006839489251876829,False
105,20,control,14,1144.277272295637,38.24623,0.7213863418694979,0.0069960323501002675,False
105,21,control,34,1359.5103709302114,40.55374,1.7975518419815488,0.006647981430046412,False
105,22,control,35,1360.8399672076473,41.39477,1.8041998234115952,0.006647981430046412,False
105,23,control,13,1142.878065834639,43.85674,0.7143903095193976,0.00668001209169744,False
105,24,control,36,1362.19526857,45.25249,1.8109763302670543,0.006776506855459052,False
105,25,control,12,1141.5420634249142,47.16674,0.7077102974277002,0.00668001209169744,False
105,26,control,11,1108.4700703549927,48.17807,0.5423503310118417,0.007252004274039048,False
105,27,control,10,1107.0196695095372,50.17192,0.5350983267378027,0.006839028703347405,False
105,28,control,9,1105.6518637776874,53.9163,0.5282592980344553,0.006409498338387332,False
105,29,control,37,1394.1028626607645,55.3357,1.9705143017495865,0.006489521959510025,False
105,30,control,8,1104.3699641182757,55.72978,0.5218497996960679,0.006409498338387332,False
105,31,control,7,1072.7514187709753,56.72464,0.3637570719401748,0.014895201993333773,False
105,32,control,6,1069.7723783915176,58.23967,0.34886186994684104,0.006517574987658703,False
105,33,control,38,1395.4007670442975,62.228,1.9770038237090966,0.006489521959510025,False
105,34,control,5,1068.468863402391,62.71608,0.34234429495918234,0.006517574987658703,False
105,35,control,39,1398.066967379485,65.90102,1.9903348254709934,0.006839502192829361,False
105,36,control,40,1399.4348678092306,67.0919,1.9971743276638227,0.002825672336177254,False
105,37,control,4,1037.3551909874202,67.19248,0.1867759318812144,0.009077561590407707,False
105,38,control,3,1035.5396786810452,76.14527,0.1776983702908067,0.009077561590407707,False
105,39,control,2,1032.567762686506,77.20452,0.16283879022229558,0.014859580068511125,False
105,40,control,1,1000.0000048520458,80.38185,0.0,0.16283879022229558,False
105,41,control,41,1400.000002272822,80.7603,2.0,0.002825672336177254,False
110,1,thalweg,26,1278.1113658930278,27.59927,1.390556830164091,0.0052404890976047724,False
110,2,control,27,1279.1949674096625,28.18609,1.395974837713441,0.005418007549350179,False
110,3,control,28,1311.8561658602464,29.51818,1.5592808289468894,0.005191487415322271,False
110,4,control,25,1277.063268066964,29.59374,1.3853163410664862,0.0052404890976047724,False
110,5,control,29,1312.8944633497927,30.55456,1.5644723163622116,0.005191487415322271,False
110,6,control,24,1244.4344694196695,30.72287,1.2221723488484744,0.005505506568140861,False
110,7,control,23,1243.3333680991675,30.78914,1.2166668422803335,0.005304501849483723,False
110,8,control,22,1242.272467722648,30.85541,1.2113623404308498,0.005100015604650787,False
110,9,control,20,1208.562867289649,30.97221,1.0428143393180507,0.005388506559484085,False
110,10,control,21,1241.2524645953501,30.98795,1.206262324826199,0.005100015604650787,False
110,11,control,32,1347.6810628194519,31.44969,1.7384053126246952,0.005294014604719122,False
110,12,control,30,1313.9642721149853,31.61338,1.5698213601547824,0.005349043792570729,False
110,13,control,19,1207.4851659710243,31.6518,1.0374258327585666,0.0051509951323682746,False
110,14,control,33,1348.7398657470055,31.82788,1.7436993272294143,0.005294014604719122,False
110,15,control,18,1206.4549669381195,32.64955,1.0322748376261983,0.0051509951323682746,False
110,16,control,31,1315.065471688629,32.68984,1.5753273579886287,0.00550599783384631,False
110,17,control,17,1173.8043659389573,33.79211,0.8690218336495281,0.0,False
110,18,control,16,1173.8043659389573,34.44777,0.8690218336495281,0.0,False
110,19,control,34,1349.826965856333,36.86955,1.749134827742119,0.005435500512704694,False
110,20,control,15,1172.70327059518,38.55654,0.8635163569650103,0.005222504868543809,False
110,21,control,14,1171.6587696149506,39.20031,0.8582938520964665,0.005222504868543809,False
110,22,control,13,1139.0667715720874,39.84408,0.6953338628994618,0.005680004875794342,False
110,23,control,35,1382.4702689339595,40.77578,1.912351342111339,0.005248998496932833,False
110,24,control,12,1137.9307705898368,41.13163,0.6896538580236674,0.005329017632436317,False
110,25,control,36,1383.5200686398996,43.67964,1.9176003406082718,0.0,False
110,26,control,11,1136.864967056696,43.70672,0.6843248403912311,0.005329017632436317,False
110,27,control,10,1104.3699668043716,46.89055,0.5218498401438928,0.005964984420829156,False
110,28,control,9,1103.1769699127583,47.12792,0.5158848557230636,0.005964984420829156,False
110,29,control,8,1101.0697624462669,47.84067,0.5053488184563798,0.01053603726668384,False
110,30,control,7,1068.4688688318581,48.79058,0.3423443514019252,0.005850641461834449,False
110,31,control,6,1067.2987405321865,50.6908,0.33649370994009076,0.005150140772234246,False
110,32,control,5,1066.2687123713094,54.49084,0.3313435691678565,0.005150140772234246,False
110,33,control,37,1383.5200686398996,54.76998,1.9176003406082718,0.0,False
110,34,control,38,1384.5956665328333,60.08932,1.9229783300393672,0.005377989431095465,False
110,35,control,4,1033.9344663537609,62.09091,0.1696723400893796,0.01233390913977897,False
110,36,control,39,1389.9999975478804,67.19449,1.9499999849459144,0.025000031019358326,False
110,37,control,40,1395.0000037829657,71.71883,1.9750000159652727,0.02499998403472725,False
110,38,control,2,1030.6601293813344,74.79101,0.15330065532945095,0.004037775620149675,False
110,39,control,3,1031.4676845104057,76.09707,0.15733843094960062,0.004037775620149675,False
110,40,control,1,999.999998124042,80.52023,0.0,0.15330065532945095,False
110,41,control,41,1400.0000006211246,81.58788,2.0,0.02499998403472725,False
115,1,thalweg,19,1171.3788364751797,26.60418,0.8568941771716894,0.0,False
115,2,control,20,1204.6368423497613,26.71775,1.0231842074268138,0.00360351597160391,False
115,3,control,25,1239.3398424854036,27.33532,1.196699209025572,0.0,False
115,4,control,24,1239.3398424854036,27.61015,1.196699209025572,0.0,False
115,5,control,29,1274.064943220585,27.67907,1.3703247136226127,0.0,False
115,6,control,26,1272.6188349580761,28.29541,1.363094172271708,0.00352954121341309,False
115,7,control,28,1274.064943220585,28.60715,1.3703247136226127,0.0,False
115,8,control,23,1238.6275365919946,29.12114,1.1931376795396322,0.003561529485939685,False
115,9,control,21,1205.3575455402586,29.4865,1.0267877233984177,0.0,False
115,10,control,18,1171.3788364751797,29.48691,0.8568941771716894,0.0,False
115,11,control,30,1307.3112412091505,29.89998,1.5365562044473455,0.003658475974276154,False
115,12,control,27,1273.3247431970137,30.23946,1.3666237134851211,0.00352954121341309,False
115,13,control,17,1170.647141284206,30.94408,0.8532357011974121,0.0033990176043787734,False
115,14,control,22,1205.3575455402586,31.54513,1.0267877233984177,0.0,False
115,15,control,33,1341.2990362676246,31.74046,1.7064951806412914,0.0036235365823580334,False
115,16,control,16,1169.967337766937,32.19003,0.8498366835930333,0.0033990176043787734,False
115,17,control,15,1137.4060375393108,32.86652,0.6870301815911675,0.0037354713517275817,False
115,18,control,31,1308.0429364001238,33.81561,1.5402146804216217,0.0,False
115,19,control,34,1342.0237435802514,35.40427,1.7101187172236494,0.0,False
115,20,control,32,1308.0429364001238,36.28955,1.5402146804216217,0.0,False
115,21,control,14,1136.6589432729288,36.5177,0.6832947102394399,0.0034255023159396325,False
115,22,control,35,1342.0237435802514,39.52052,1.7101187172236494,0.0,False
115,23,control,13,1135.9738428133755,41.00868,0.6798692079235003,0.0034255023159396325,False
115,24,control,12,1102.6732372664253,42.79451,0.5133661793054026,0.003464000004665846,False
115,25,control,11,1101.9804372691676,43.60515,0.5099021793007368,0.0030714897686350273,False
115,26,control,10,1101.3661393186997,44.84763,0.5068306895321018,0.0030714897686350273,False
115,27,control,36,1342.776434432394,44.91226,1.7138821715043278,0.003763454280678369,False
115,28,control,9,1068.6926403204209,47.24186,0.3434631936739964,0.0035285111737051733,False
115,29,control,8,1067.9869380894238,51.89697,0.33993468250029124,0.003004988020045396,False
115,30,control,7,1067.3859404886032,56.54046,0.33692969448024584,0.003004988020045396,False
115,31,control,37,1376.0065371137355,57.95501,1.8800326857925118,0.0,False
115,32,control,6,1034.7249595081291,60.20836,0.17362478871149617,0.003657470119045325,False
115,33,control,4,1033.4190377819716,60.89056,0.1670951800460671,0.0,False
115,34,control,5,1033.9934654882009,61.78276,0.16996731859245084,0.00287213854638374,False
115,35,control,38,1376.0065371137355,63.19242,1.8800326857925118,0.0,False
115,36,control,39,1376.7511393753437,65.26207,1.8837556971203044,0.0037230113277926247,False
115,37,control,40,1385.0000034289271,67.23955,1.9250000176070348,0.041244320486730324,False
115,38,control,3,1033.4190377819716,68.17456,0.1670951800460671,0.0,False
115,39,control,2,1024.973496335433,75.45857,0.12486747258934434,0.04222770745672276,False
115,40,control,1,1000.0000019500558,77.61995,0.0,0.12486747258934434,True
115,41,control,41,1399.9999998279409,77.61995,2.0,0.07499998239296524,True
120,1,thalweg,25,1235.8423696709806,30.9325,1.1792118430760896,0.0,False
120,2,control,16,1134.9587700392387,31.14271,0.6747938541851607,0.0021484951280770215,False
120,3,control,20,1168.904171129024,31.53783,0.8445208565156562,0.0023380281946260295,False
120,4,control,21,1201.9206644224807,31.56958,1.0096033199498442,0.0022415034726435135,False
120,5,control,19,1168.4365654815074,31.92172,0.8421828283210302,0.0,False
120,6,control,17,1168.0231697266984,32.01224,0.8401158495849622,0.0020669787360679814,False
120,7,control,24,1235.4085712472868,32.02066,1.1770428509974717,0.0021689920786178707,False
120,8,control,29,1269.7801636533552,32.07683,1.3489008098702306,0.0,False
120,9,control,15,1134.5290710057284,32.33521,0.6726453590570837,0.0,False
120,10,control,22,1202.3689651252462,32.67287,1.0118448234224877,0.0,False
120,11,control,18,1168.4365654815074,32.85476,0.8421828283210302,0.0,False
120,12,control,13,1101.4916689922088,33.00037,0.5074583520245023,0.002270019299591697,False
120,13,control,14,1134.5290710057284,33.00685,0.6726453590570837,0.0,False
120,14,control,30,1269.7801636533552,33.08614,1.3489008098702306,0.0,False
120,15,control,23,1202.3689651252462,33.16715,1.0118448234224877,0.0,False
120,16,control,28,1269.3215716642421,33.28208,1.3466078499667944,0.0,False
120,17,control,27,1269.3215716642421,33.90253,1.3466078499667944,0.0,False
120,18,control,31,1302.8048643874326,33.90339,1.5140243105067681,0.0022300115200861725,False
120,19,control,26,1235.8423696709806,33.98354,1.1792118430760896,0.0,False
120,20,control,33,1303.2508666996443,34.1797,1.5162543220268543,0.0,False
120,21,control,32,1303.2508666996443,34.35965,1.5162543220268543,0.0,False
120,22,control,12,1101.037665123949,35.16481,0.5051883327249106,0.0,False
120,23,control,34,1336.7266639179647,36.04061,1.683633305043166,0.0,False
120,24,control,11,1101.037665123949,38.56755,0.5051883327249106,0.0,False
120,25,control,10,1100.6649717646235,42.44427,0.5033248659625211,0.0018634667623894652,False
120,26,control,35,1336.7266639179647,43.20708,1.683633305043166,0.0,False
120,27,control,9,1067.5516709013134,45.55471,0.33775836468795967,0.0019310042472699962,False
120,28,control,36,1337.1918682326414,46.34799,1.6859593265738126,0.002326021530646649,False
120,29,control,7,1067.1654700447637,48.76885,0.33582736044068967,0.0,False
120,30,control,8,1067.1654700447637,48.99569,0.33582736044068967,0.0,False
120,31,control,37,1370.2065691867226,49.45411,1.851032828311288,0.0,False
120,32,control,6,1034.0791668553936,53.95019,0.17039584753334838,0.0020666189284518632,False
120,33,control,5,1033.6658430621092,57.4251,0.16832922860489652,0.0,False
120,34,control,38,1370.2065691867226,60.49902,1.851032828311288,0.0,False
120,35,control,4,1033.6658430621092,61.94559,0.16832922860489652,0.0,False
120,36,control,39,1370.6605643947282,66.81994,1.8533028043096091,0.0,False
120,37,control,3,1000.166247060217,68.70116,0.0008312516729119271,0.0,False
120,38,control,2,1000.166247060217,75.92424,0.0008312516729119271,0.0,False
120,39,control,40,1370.6605643947282,76.57989,1.8533028043096091,0.0,False
120,40,control,1,999.99999672258,80.96342,0.0,0.0008312516729119271,True
120,41,control,41,1400.0000040718662,80.96342,2.0,0.14669719569039086,True
125,1,thalweg,30,1300.4626000710862,29.74134,1.5023130102103441,0.0,False
125,2,control,31,1300.4626000710862,30.41333,1.5023130102103441,0.0,False
125,3,control,33,1333.9327989403907,30.52364,1.6696640048635392,0.0,False
125,4,control,27,1266.9998029630244,30.57879,1.334999024363431,0.0,False
125,5,control,32,1300.4626000710862,30.66639,1.5023130102103441,0.0,False
125,6,control,26,1266.9998029630244,30.75701,1.334999024363431,0.0,False
125,7,control,19,1200.249800459857,31.02478,1.001249011235994,0.0,False
125,8,control,17,1166.966398760004,31.05721,0.8348320024317687,0.0,False
125,9,control,21,1200.249800459857,31.37039,1.001249011235994,0.0,False
125,10,control,25,1233.7140041896828,31.42187,1.1685700301917403,0.0,False
125,11,control,20,1200.249800459857,31.73679,1.001249011235994,0.0,False
125,12,control,18,1166.966398760004,31.9933,0.8348320024317687,0.0,False
125,13,control,29,1300.4626000710862,32.3772,1.5023130102103441,0.0,False
125,14,control,15,1133.499897903439,32.40488,0.6674994978423051,0.0,False
125,15,control,16,1166.966398760004,32.48188,0.8348320024317687,0.0,False
125,16,control,28,1267.186996639467,32.49919,1.3359349927473592,0.0009359683839280653,False
125,17,control,24,1233.7140041896828,32.71893,1.1685700301917403,0.0,False
125,18,control,23,1233.7140041896828,32.73732,1.1685700301917403,0.0,False
125,19,control,14,1133.499897903439,33.14329,0.6674994978423051,0.0,False
125,20,control,22,1200.4440018463076,33.38596,1.0022200181700267,0.0009710069340327365,False
125,21,control,34,1333.9327989403907,34.06963,1.6696640048635392,0.0,False
125,22,control,13,1133.499897903439,35.61932,0.6674994978423051,0.0,False
125,23,control,35,1333.9327989403907,35.71924,1.6696640048635392,0.0,False
125,24,control,11,1100.2219973450804,37.58555,0.5011099947456018,0.0,False
125,25,control,12,1100.2219973450804,37.78498,0.5011099947456018,0.0,False
125,26,control,10,1100.0554966480884,38.60966,0.5002774912591162,0.0,False
125,27,control,9,1100.0554966480884,44.44179,0.5002774912591162,0.0,False
125,28,control,36,1367.2116981419942,45.85456,1.836058501176476,0.0,False
125,29,control,8,1066.7499371821257,48.89142,0.3337496936241392,0.0,False
125,30,control,7,1066.7499371821257,50.51961,0.3337496936241392,0.0,False
125,31,control,6,1066.7499371821257,53.41329,0.3337496936241392,0.0,False
125,32,control,37,1367.2116981419942,55.2171,1.836058501176476,0.0,False
125,33,control,38,1367.2116981419942,59.232,1.836058501176476,0.0,False
125,34,control,39,1390.000000712215,63.31199,1.9500000142363791,0.024999992881811428,False
125,35,control,5,1033.4995792015807,71.19861,0.16749790341675633,0.0008312418733326665,False
125,36,control,40,1394.9999992794149,73.24704,1.9750000071181906,0.02499999288180943,False
125,37,control,4,1033.3333308272188,79.04131,0.16666666154342366,0.0,False
125,38,control,3,1033.3333308272188,83.15896,0.16666666154342366,0.0,False
125,39,control,41,1399.9999978466142,83.18209,2.0,0.02499999288180943,False
125,40,control,2,1015.6000038415543,84.79396,0.07800002645261896,0.07800002645261896,False
125,41,control,1,999.9999985796177,86.42896,0.0,0.07800002645261896,False
130,1,thalweg,26,1266.7407706836652,27.43174,1.3337038656312417,0.0,False
130,2,control,21,1200.095267857845,27.47046,1.0004763511838357,0.0,False
130,3,control,29,1266.7407706836652,27.76266,1.3337038656312417,0.0,False
130,4,control,22,1200.095267857845,27.82808,1.0004763511838357,0.0,False
130,5,control,31,1300.1499692670686,27.87963,1.500749858707824,0.0,False
130,6,control,28,1266.7407706836652,27.96766,1.3337038656312417,0.0,False
130,7,control,23,1233.4166710197583,28.11947,1.1670833671525478,0.0,False
130,8,control,32,1300.1499692670686,28.19792,1.500749858707824,0.0,False
130,9,control,30,1300.0666731225306,28.20893,1.5003333779847359,0.0004164807230881973,False
130,10,control,33,1333.4696682722667,28.51071,1.6673483538929528,0.0,False
130,11,control,20,1200.095267857845,28.57572,1.0004763511838357,0.0,False
130,12,control,24,1233.4166710197583,28.85223,1.1670833671525478,0.0,False
130,13,control,34,1333.4696682722667,29.02462,1.6673483538929528,0.0,False
130,14,control,19,1166.6944736537475,29.17277,0.8334723800038225,0.0,False
130,15,control,27,1266.7407706836652,29.29462,1.3337038656312417,0.0,False
130,16,control,18,1166.6944736537475,29.45316,0.8334723800038225,0.0,False
130,17,control,25,1233.4166710197583,29.85826,1.1670833671525478,0.0,False
130,18,control,17,1166.6944736537475,31.28914,0.8334723800038225,0.0,False
130,19,control,16,1133.3666685891112,32.32043,0.6668333545214641,0.0,False
130,20,control,35,1333.4696682722667,33.12859,1.6673483538929528,0.0,False
130,21,control,15,1133.3666685891112,33.53858,0.6668333545214641,0.0,False
130,22,control,13,1133.3666685891112,34.99025,0.6668333545214641,0.0,False
130,23,control,14,1133.3666685891112,35.10374,0.6668333545214641,0.0,False
130,24,control,12,1100.041673965601,37.15491,0.5002083812447493,0.0,False
130,25,control,36,1366.791666841347,39.34036,1.8339583468975031,0.0,False
130,26,control,11,1100.041673965601,41.01272,0.5002083812447493,0.0,False
130,27,control,10,1100.041673965601,43.93256,0.5002083812447493,0.0,False
130,28,control,9,1066.7221670015826,47.13545,0.3336108462655208,0.0002774639168377502,False
130,29,control,37,1366.791666841347,48.36786,1.8339583468975031,0.0,False
130,30,control,8,1066.666674218268,53.52185,0.33333338234868304,0.0,False
130,31,control,38,1366.791666841347,53.99867,1.8339583468975031,0.0,False
130,32,control,39,1366.791666841347,60.59639,1.8339583468975031,0.0,False
130,33,control,7,1066.666674218268,61.70981,0.33333338234868304,0.0,False
130,34,control,6,1033.3333392291786,69.73861,0.16666670724403232,0.0,False
130,35,control,40,1390.000004743603,69.99556,1.9500000365196286,0.04999996348037139,False
130,36,control,5,1033.3333392291786,76.18778,0.16666670724403232,0.0,False
130,37,control,3,1033.3333392291786,76.32655,0.16666670724403232,0.0,False
130,38,control,2,1028.0000001223013,76.73104,0.14000001168417356,0.02666669555985876,False
