condition,track_id,run_id,centre_frame,progress,progress_decile,centre_speed,d_pre,d_centre,d_post,g_centre,theta_in,theta_out,theta_parent,parent_persistence,centre_roughness,parent_turn,smoothing_score,max_perpendicular_departure,centre_chord_alignment,child_b_directness,child_a_directness,child_b_connection,child_a_connection,delta_i_ba,delta_d_ba,delta_b,wrong_child_delta,centre_speed_quintile,stratum
low,low:27,low:27:0,1635,0.8443443443443444,8,0.007348352380921584,0.8130559081931008,0.0764060747394193,0.897063832988256,0.8722017617561474,-0.006936783503771011,-3.1353695849368544,-1.5711531842203124,-0.9999134103952623,1.562679658738819,3.1284328014330836,-1.5657531426942646,0.5380234867049262,-0.04156270312547279,0.9997483642132802,0.7841021061346556,0.6158701769876131,0.6158701769876131,0.0,-0.2156462580786246,0.02896802438297116,3.136856283157583,1,low:8:1
low,low:27,low:27:0,1860,0.956956956956957,9,0.005926761345276183,0.998465742485179,0.4579514269651751,0.9354554494909931,0.8497729471072728,-0.0007374828782365872,0.0003162537698402401,-0.00021061455419817354,0.9999994448195896,1.4691752206478708,0.0010537366480768274,1.468121483999794,0.0016241137749829538,0.9999990132948999,0.9997925941528086,0.9633776999147645,0.4811348654790497,0.9077966852561677,-0.42666181977711803,-0.036414894238044115,-0.1181492241828819,-1.3944380274155288,0,low:9:0
low,low:28,low:28:0,1684,0.8668668668668669,8,0.02887488219817151,0.979172412253321,0.5064737309955202,0.9527267662374449,0.9645031809809924,-3.1406279606795535,3.1414333886799413,-3.1411899395895992,0.9999993683594758,1.1408302068458382,0.001123957820091693,1.1397062490257466,0.0057888560346915545,0.999990021506911,0.852071477329171,0.06891342572361586,0.4811348654790497,0.4811348654790497,0.0,-0.7831580516055552,3.133448696975333,3.1296951507099466,3,low:8:3
low,low:29,low:29:0,332,0.1911911911911912,1,0.4521580618406718,0.7638404316338661,0.7032236961641569,0.8951932581056223,0.8966537797331369,2.852828017515278,1.1312475116906322,1.992037764602955,-0.15021345999117391,0.7954081745689806,1.7215805058246456,-0.926172331255665,0.35662466387153813,0.9620317189902159,0.9110826948949617,0.9782757529901557,1.6100034485971624,2.2648690062814723,-0.6548655576843099,0.06719305809519394,-1.0586831820295373,-0.7079230899985223,4,low:1:4
low,low:30,low:30:0,513,0.28128128128128127,2,0.04196777651001949,0.9456296002090272,0.4511783184432475,0.9732663872303136,1.0,-1.33901565674887,1.419736471016989,0.040360407134059605,-0.9276072813182088,2.0285478242272705,2.758752127765859,-0.7302043035385886,0.3431284535283022,-0.6493188718944808,0.7371705918677842,0.9488128838560848,2.0360570596244845,2.772588722239781,-0.7365316626152967,0.21164229198830053,-2.0326079575883904,-0.9761472499079119,3,low:2:3
low,low:31,low:31:0,783,0.4164164164164164,4,0.04347644908311723,0.7614059377871147,0.6499116752603754,0.8463992681850597,0.7765253845762161,-0.001610620157652218,-3.1354406140244193,-1.5685256170910393,-0.9999698707083092,1.5681904719154227,3.133829993866767,-1.5656395219513444,0.6499086644667909,0.0030438820277414124,0.20608161122730395,0.9980018703087392,0.4811348654790497,0.4811348654790497,0.0,0.7919202590814353,3.0826434172107904,0.0985733102179212,3,low:4:3
low,low:32,low:32:0,555,0.3038038038038038,3,0.012072868885627678,0.9596746851631885,0.6449184513469823,0.9821915269231072,0.9444536645267846,3.1409120603243705,3.1403485615522446,3.140630310938308,0.9999998412345711,1.0574538484756564,0.0005634987721259144,1.0568903497035305,0.0016927511281658724,0.9999965553319945,0.7229781666759041,0.999969321847821,0.7730613737476041,1.52902456920503,-0.7559631954574259,0.27699115517191686,3.1311048499324103,0.015943593009100445,2,low:3:2
low,low:32,low:32:0,735,0.3938938938938939,3,0.013901311135423672,0.8356644906740417,0.3887091944359893,0.8927552030525947,0.9208036981973685,-3.141522568149258,7.882252259029039e-05,1.570870780775165,-0.9999999999618318,1.555277000850148,3.1415839165077384,-1.5863069156575904,0.6942968527053927,0.000986492283480064,0.9999650976666545,0.8700774064895171,0.9451715526679211,0.7730613737476041,0.172110178920317,-0.1298876911771374,-0.00697499085177607,2.9957154408690556,2,low:3:2
low,low:32,low:32:0,1185,0.6191191191191191,6,0.013732432278148738,0.8577703580331256,0.7322170461858729,0.9999115806422211,0.874482524140288,3.137760364242198,-0.0019375005973081383,1.567911431822446,-0.9999982048883329,1.5743247338145325,3.139697864839506,-1.5653731310249737,0.8660176597376636,-0.0037672605863598293,0.9999022660722257,0.10250499027944791,1.4378932696768452,1.2370980609364755,0.2007952087403697,-0.8973972757927777,-0.041809514101972395,-3.1409799769081284,2,low:6:2
low,low:32,low:32:0,1320,0.6866866866866866,6,0.01542652460174944,0.9999650188376005,0.7051764035449251,0.999992285294911,0.9619921346283561,-3.14113506292829,-3.140887832204799,-3.1410114475665445,0.9999999694384848,0.851067428183107,0.0002472307234908655,0.8508201974596161,0.008360702236708465,0.9999962733200336,0.9524434486450742,0.5140757940694322,1.6342747395679333,0.7730613737476041,0.8612133658203293,-0.4383676545756421,-1.5403943961751543,-3.1287723256921645,2,low:6:2
