test_condition,track_id,particle_id,events,loss_global,loss_persistence,loss_radial_child,loss_turn_child,loss_additive_children,loss_intact_parent,loss_broken_parent
low,low:34,34,205,1.385257899228676,3.9803316133144584,1.358093308636384,1.3441616504286376,1.321403775422148,1.3167033665126455,1.3559160657921465
low,low:35,35,322,1.3865848748591036,3.980054400105641,1.3143475478853626,1.3798944065292404,1.2795795532887961,1.2769625263755449,1.3043994823782714
low,low:36,36,311,1.3876995591128194,4.002073240268996,1.380093286362232,1.3617306960589382,1.3170292557195216,1.3190907399215033,1.3265044054985409
low,low:37,37,288,1.3860014736925927,4.065100139914775,1.316071210818695,1.3227798388180885,1.2568288456461525,1.243475132968499,1.3154277080114065
low,low:38,38,264,1.3847058553978862,4.01600286299902,1.3576238882274547,1.3236570962159744,1.2767006484604673,1.265667764650227,1.3267411970172538
low,low:39,39,314,1.3850649083477082,3.7747290211005344,1.3530553023666223,1.4265064271259604,1.297371230928115,1.2927410952269616,1.298355671253176
low,low:40,40,319,1.3850573156818033,3.974175568263486,1.3231325369963258,1.3337960284387684,1.2302619021662529,1.22099136119309,1.277233022608755
low,low:41,41,414,1.385444928020951,3.964268647936893,1.3407356373682733,1.3533957255595672,1.323611310410275,1.3169060253892835,1.3369874729802844
low,low:42,42,437,1.390203087699411,4.102684769584974,1.3307741503667114,1.3198976003729894,1.2466779204771075,1.2404125292365198,1.2983365548665178
low,low:43,43,498,1.3872747685701274,4.200978854554058,1.3083168602876236,1.3068947549236007,1.2828402473043106,1.298434384619237,1.297362419670008
low,low:44,44,447,1.384698774545546,3.960412262843319,1.2972461314376202,1.3686134021509164,1.3009407930015568,1.321678268410017,1.2845432999498438
low,low:45,45,965,1.3829179026701854,3.98888787800318,1.3329220846245315,1.340434894981568,1.2708825000269175,1.2704576205802338,1.3168470374172705
low,low:46,46,654,1.3887141432526093,4.0385775418615255,1.3285498130039266,1.347042242651915,1.2698351691073546,1.2783542971433326,1.3048840016556877
low,low:47,47,291,1.385340413678399,3.960623278363903,1.3493003023103007,1.3635839562270469,1.2847159769599954,1.2788682801343674,1.3342234522601393
low,low:48,48,278,1.3856122481654458,3.9469383905199784,1.3497080543802766,1.357363934087308,1.3280717329004288,1.3264950220357083,1.342774520578984
low,low:49,49,585,1.3840869254143038,4.0421288347876745,1.3360637465058942,1.3349702868479063,1.2842886804753508,1.280701680855991,1.3038686480650838
low,low:50,50,420,1.386789355713436,4.2784051160949925,1.2607669870276268,1.2943747427050014,1.1982658010490495,1.178938657918216,1.2220468955753583
low,low:51,51,561,1.3880371229941275,4.001732374206895,1.3140232770112992,1.3656463027104828,1.2718033740065815,1.2655862744066186,1.2917820115628238
low,low:52,52,386,1.3879354408187627,3.6570435583189957,1.3973718268015984,1.4053570402789854,1.3775069305439709,1.3875655255472608,1.3666667455075703
low,low:53,53,431,1.3873198065514432,3.9683194697231197,1.3531235992547235,1.323834644387439,1.343286983627017,1.3411159485005055,1.3709103088334729
low,low:54,54,674,1.3816195231991124,3.878917849638148,1.3344381842343638,1.3517879471264147,1.323940137098235,1.3257537924693374,1.3402348736417125
low,low:55,55,476,1.3851870836204077,4.02852594500027,1.3297180307006673,1.3306735739543856,1.2940122596338137,1.2888937955238708,1.3310879339654584
low,low:56,56,354,1.3882527338480788,3.8297954438688744,1.3400589356798065,1.3735485025328493,1.295973308127001,1.3002082424382033,1.314822383467235
low,low:57,57,380,1.3892792545266333,3.8226538344019865,1.3461923810508702,1.3955373008919634,1.348529737584756,1.345179336173453,1.3423399432171825
low,low:58,58,639,1.3824417883112803,3.7102736721963496,1.3826020353737973,1.35695593491697,1.3412668636239338,1.3429657598808091,1.358129471689131
low,low:59,59,561,1.3856852174656134,4.009886939230967,1.308720886592112,1.3772831280437974,1.2759518729230868,1.2857492001156152,1.2863844119915193
low,low:60,60,241,1.3878462614481442,4.130615105230479,1.2554621155913945,1.3367093724200638,1.2491097690842976,1.2379002973760347,1.2863255656759667
low,low:61,61,372,1.385048029247972,3.965694457810199,1.3123218839672186,1.323678990305391,1.2671314505671873,1.2686032680557144,1.2729809126207439
low,low:62,62,662,1.3882154709901,3.9348575501650878,1.3544904903734236,1.366053800293314,1.3502024469545157,1.3728400373592335,1.3388401996827792
low,low:63,63,689,1.3865073862830104,4.113836931402822,1.3105463819917167,1.3147248210865847,1.26782033067409,1.2544804636998397,1.2775980993195708
low,low:64,64,293,1.3871668830615411,3.9806362640081066,1.3536025743271298,1.3178060412804886,1.3054682751678992,1.302934096064441,1.3382347358331947
low,low:65,65,260,1.3819636911464261,3.9189635392125837,1.3365881058052178,1.3375671713482198,1.3113444424603478,1.2988476117667442,1.347280192937131
low,low:66,66,424,1.3866911274575016,3.8067536472870294,1.3705603806945899,1.3654667596309722,1.3500794555739761,1.355617303228518,1.34846844991933
low,low:67,67,771,1.3832145285332957,3.982155072184129,1.328081560583636,1.3649558046284833,1.320956888025449,1.3146471352302085,1.3238958777114134
low,low:68,68,308,1.3884185236010926,3.832816384422584,1.3510555973891776,1.3545266216256513,1.3288465372326712,1.3320044862297444,1.342224876578492
low,low:69,69,368,1.3865817708601964,4.157644112004065,1.3051880662906794,1.3535141768768388,1.2888942406228676,1.2905715301653624,1.3052254573199065
low,low:70,70,861,1.3883790085584182,4.041965350074784,1.3193477626105616,1.3261194934605003,1.2472571165301345,1.2481901891830292,1.2848896353586021
low,low:71,71,329,1.385296334177419,4.007259632566677,1.3689633902170797,1.3369130624069097,1.3125104920028252,1.3162108074402379,1.3435751924373645
low,low:72,72,395,1.3870622542746698,3.9797666598129453,1.3331047894968084,1.3265519482402006,1.2896624060772546,1.28292023441969,1.319254149193503
low,low:73,73,352,1.3873199242335141,3.877375257589826,1.342805763285396,1.4005130619740265,1.3174393429089666,1.3222166605970251,1.3304013611858476
low,low:74,74,474,1.3834202385841803,4.016441557952846,1.3268712009539885,1.3362814412955417,1.2694009895226546,1.2664623541541158,1.2908055511538659
low,low:75,75,300,1.3891818894143948,3.964710648997617,1.3456567186404076,1.3573317706837111,1.2726502492917082,1.2646540645268507,1.30712939554913
low,low:76,76,467,1.384766743292617,4.095780526711484,1.311873883438818,1.314064717447633,1.239216268989187,1.2421551327117506,1.285680735152503
low,low:77,77,292,1.3855764110417204,4.08816517814353,1.3223824115354192,1.306909187890446,1.3122042341610205,1.309203607137733,1.3291148162307165
low,low:78,78,235,1.3829980492275455,3.748628555970437,1.3427721061596742,1.4086853701787296,1.3390764717075843,1.338108189372014,1.3403349681119487
low,low:79,79,772,1.3853463876778478,4.030368417963703,1.343370320123616,1.337126415652488,1.2824964271912604,1.282869156315784,1.3164599325880195
low,low:80,80,720,1.38367286290692,3.9825011916917976,1.3266670165595242,1.3555685646474334,1.2602036221888113,1.267753373769772,1.2836849723788686
low,low:81,81,312,1.3864775257539947,4.121306524800233,1.3067020445529638,1.3526597497774506,1.293402209340863,1.2829847480716763,1.325602893489392
low,low:82,82,435,1.3866378568222668,4.121407645732562,1.3145247120122512,1.331096549396468,1.2068446165437454,1.1901142921589096,1.2899156121090136
low,low:83,83,307,1.3858627409541773,3.964412622223773,1.3388667620809438,1.360824022923594,1.2903379980677219,1.2889938674544317,1.3162687410714207
low,low:84,84,1053,1.3896429047086944,4.027357688228404,1.3194930219092158,1.3499886969510986,1.2843066506564957,1.2868827569315313,1.3050155936297414
low,low:85,85,315,1.3883909716112077,4.038777398173386,1.3463274934503648,1.3412141634842394,1.2670914809365452,1.2582510953623194,1.2937074020035868
low,low:86,86,426,1.3871883470581134,4.0037997287200415,1.2958729135427882,1.341607505824052,1.2592077964658206,1.2562811758855954,1.2836191319688257
low,low:87,87,346,1.3832683509619188,4.023415032652402,1.3452512682233242,1.3238164919297724,1.2539882956262258,1.2429303826163496,1.3185454100910359
low,low:88,88,237,1.3857446229616863,3.948882535063556,1.3263742080192005,1.3605235203026842,1.2934747186344215,1.2855336001273048,1.3260420655921776
low,low:89,89,250,1.3876606165101466,3.8732164294275497,1.3283102955059722,1.351546220101463,1.444242474026708,1.4825120037509927,1.3089025544485302
low,low:90,90,240,1.3843722878389726,4.052392609418933,1.3262567756328518,1.3286929890412915,1.278560517590869,1.2681785509595163,1.3188657693226105
low,low:91,91,369,1.3857032740912405,4.0348810125161245,1.3085403520930408,1.309900499164467,1.2308605031948254,1.2203395046543477,1.2861058193441834
low,low:92,92,398,1.386714004973339,4.007469254123328,1.3311005897847317,1.3553648351724032,1.348468876380105,1.3382220690087712,1.355073621118245
low,low:93,93,905,1.3853692141025002,3.9783589579942578,1.3212736371078233,1.3640309821182248,1.3031102821205904,1.3026893068854621,1.3028062544875794
low,low:94,94,255,1.3864491051630066,3.887568463869913,1.3124831960523655,1.3966981452350606,1.2971667911863403,1.2907784144621233,1.3167277220676046
low,low:95,95,279,1.3857055989165532,3.9329008307241526,1.3512921016940622,1.344684865452236,1.3181699699378477,1.3153503532436641,1.3384395153107373
low,low:96,96,256,1.3868602341529381,4.051201278434947,1.3510790167990048,1.3484674120214364,1.3076647153992,1.2952542553823352,1.342733422666519
low,low:97,97,422,1.3850344990634806,3.9764184401274374,1.3295912096995088,1.344756798486549,1.2633300823078626,1.2538429407379177,1.2986928520333643
low,low:98,98,536,1.3896345456757704,3.9309124111713616,1.3449502405252487,1.3776586358097092,1.3273575193470557,1.3331400058968412,1.3398113009530555
low,low:99,99,245,1.3832747776697067,3.970312335910071,1.3419411560881223,1.3595781947152912,1.3058580684576644,1.2971826745874244,1.338347495265057
low,low:100,100,374,1.3883400931791414,3.8834911813578783,1.3367040530378993,1.3711362242389276,1.3336752491055577,1.3371530789552555,1.325903368797493
low,low:101,101,265,1.3860818678108489,3.9146477741385235,1.350224182294128,1.3502531990018807,1.2758264488347233,1.2658982774791343,1.3286215978288973
low,low:102,102,687,1.3897852493378329,3.919296487609855,1.35268243871673,1.3744688228349833,1.3278321016500445,1.342360868528409,1.3285776160518479
low,low:103,103,259,1.3851634099902332,3.9869659997038505,1.339543518720815,1.3360692554075173,1.292924564085145,1.2846631869899423,1.3256613297565223
low,low:104,104,257,1.3870384570994327,3.9999555040070995,1.3478037057144105,1.366993344981834,1.3015565454013451,1.2945539858846702,1.3182661351904863
low,low:105,105,287,1.3841530135363784,4.079158122257736,1.3296837183272256,1.3375730703835094,1.2914246528207625,1.2830956245364782,1.3245511933854732
low,low:106,106,478,1.3876294082983096,4.040509207469891,1.3226383535769417,1.3514900490955006,1.2869045137929596,1.2839612618787608,1.3007807194529728
low,low:107,107,487,1.3888142403886767,3.7785283664638665,1.3610011969746378,1.3872154362842581,1.3215387508979475,1.3202428158770618,1.346248975142659
low,low:108,108,328,1.386878213604998,3.796227391008835,1.3343644744755456,1.3621155568907006,1.3112843826371143,1.3021605406167742,1.3227643375539162
low,low:109,109,754,1.3845063635416819,4.053049895479062,1.2993656137999912,1.3444200783005793,1.2281286013587709,1.2262668391589604,1.270259267086391
low,low:110,110,281,1.3862138616625255,4.100486768430779,1.319529015803975,1.3395374819395693,1.2752695603315274,1.2618727165886594,1.330422184928582
low,low:111,111,457,1.390321683413162,4.02457229374915,1.3433089262750424,1.3307209704357261,1.2457413315907488,1.238732370781077,1.311718025925352
low,low:112,112,295,1.384656525792482,4.108930351031792,1.2959675082509405,1.3255959830585395,1.2615625233024519,1.2488907685870505,1.3082986441689946
low,low:113,113,310,1.3856506591953393,3.8230421799858996,1.3559870119238167,1.349218797459712,1.3053232924268752,1.305006392194995,1.3322483838415378
low,low:114,114,243,1.3871590645697875,3.701523572950386,1.3475564325068583,1.399959166638288,1.3073928020901446,1.3032605457990667,1.3250444248626332
low,low:115,115,658,1.3896336519292125,4.000307184271078,1.3384410629814099,1.3599105657742163,1.3092665958738532,1.3129356767812022,1.3275827006035799
low,low:116,116,939,1.3821290007439984,4.020542584901397,1.319386319440699,1.344964117042547,1.2626088353277267,1.2540739016757834,1.297294995586025
low,low:117,117,262,1.3855619699006478,3.9242017578902595,1.348628414020887,1.3721233156349941,1.292376506428934,1.2871145274194689,1.3216946837749524
low,low:118,118,358,1.3889601656200206,3.9279085048130096,1.3432190365922887,1.3480248574550338,1.27920128665605,1.2670292625032886,1.3276427862953895
low,low:119,119,888,1.3866648399926034,3.9612074919420075,1.330472782139673,1.3527486182233666,1.3005853619151058,1.2926689142823122,1.3078842150298533
low,low:120,120,629,1.3904639418077525,3.877871143300749,1.3463683344937278,1.3829199757902244,1.2859005009493223,1.2872389177036774,1.303831395739786
low,low:121,121,324,1.3845321584979264,3.927435226209812,1.3419399475783969,1.3665635898649469,1.2981498308773787,1.2936010194546628,1.3175262282432365
low,low:122,122,283,1.3875590194072198,4.039393209848097,1.3280121496758035,1.3499155656280866,1.2821183847458724,1.2757727981962508,1.315627626488143
low,low:123,123,297,1.385361355690673,3.896629091674436,1.3697698552081128,1.3351514887020772,1.310385942929836,1.3080952530419745,1.348863153805928
low,low:124,124,447,1.3870104666687235,4.042286284829957,1.323146438126205,1.321791898798471,1.247521149418472,1.2466444022702352,1.2926662675524587
low,low:125,125,308,1.3871838496276694,4.025904834813961,1.3170262014688485,1.3434852441577754,1.3075399372757668,1.3058721708528511,1.3305287253946325
low,low:126,126,428,1.38593761424466,3.86765836936021,1.3572054815763475,1.3597054075210422,1.2801236826900269,1.2941428861799222,1.3064771031356193
low,low:127,127,434,1.3882752123339641,3.8251503417271464,1.3685125735537094,1.3784854908164246,1.308556795571727,1.2995155480952214,1.3279011880434337
low,low:128,128,255,1.3865411091978246,3.959328636081731,1.3351546503630716,1.360738021522985,1.2991494617868313,1.2944828019339594,1.3228071735713742
low,low:129,129,409,1.3867765421387526,4.101840127228551,1.3331835151684508,1.3347006789633775,1.3199048955865833,1.3117862904188702,1.327439784339109
low,low:130,130,451,1.3880583941918216,4.047278603243777,1.3640762517738656,1.3472718066272829,1.2965459743796108,1.2917402310876727,1.3167508535983252
low,low:131,131,581,1.383522746349659,4.109117188319049,1.3072805719003777,1.312384665100892,1.2283052644828767,1.2197157455623806,1.2911803395228754
low,low:132,132,306,1.385400772538724,3.8128182844826033,1.3232210542398115,1.3937937330642858,1.3175575007520475,1.3224360532381965,1.3273535289486846
low,low:133,133,376,1.3794649196162203,4.045498098192465,1.330157100543605,1.3537283273887963,1.3281622632812327,1.33257229505615,1.3408046585560578
low,low:134,134,343,1.3895311711577514,4.031664144951224,1.3185480270371308,1.348982675391507,1.224217270297574,1.2142990169550956,1.2846816209758307
low,low:135,135,371,1.3860280428305871,4.00096307561972,1.3409999062360214,1.323883007088174,1.273497639674076,1.2633635541674468,1.31808310044915
low,low:136,136,310,1.385876470530808,3.926342105306943,1.3184733404156777,1.3829264384450788,1.3297695413097856,1.322720562133781,1.2691395488294033
low,low:137,137,400,1.3860497714313795,3.87321642942755,1.374318333566329,1.3540856463601394,1.3503998665161605,1.3417119106129707,1.3455046406705145
low,low:138,138,302,1.386254560397217,3.847767706103425,1.3411316695139035,1.3860155603264903,1.3418653745810722,1.3570012326096097,1.3436906077356106
low,low:139,139,636,1.3828158866636466,4.029734842780119,1.3293848272531725,1.3334117118640851,1.2754806931892313,1.281582515925646,1.30446558850571
low,low:140,140,752,1.3826748727355544,3.820412584622485,1.3572897698215491,1.3848622879900803,1.3462229115727005,1.35022527755474,1.3361365778067298
low,low:141,141,909,1.3837916354172521,3.976084517877066,1.3172322005060664,1.3388782889615054,1.2737430544558905,1.2883054638162992,1.2994148093670976
low,low:142,142,235,1.3866413687451926,4.118498805296243,1.307680357371672,1.325829912865436,1.2945844296340046,1.2867024390842516,1.330274552585399
low,low:143,143,323,1.3845404101047933,3.9536633593281665,1.3362072361397286,1.3575929790518941,1.289174695313533,1.2871385069331778,1.3054599032005756
low,low:144,144,540,1.385310955341159,4.0290954701765544,1.3280243240888137,1.356332963373535,1.2820279624043869,1.2802903957914091,1.3099673283544586
low,low:145,145,331,1.3831382245465513,3.7759174406400455,1.3549946951512528,1.3887905760287445,1.3177223767911865,1.3111990909656912,1.331585592152977
low,low:146,146,508,1.3865964036949425,4.082860664820382,1.3224979214657435,1.3197726042498346,1.2304421510616084,1.2161077476445872,1.2892601483416104
low,low:147,147,419,1.3892287047741718,4.026507460783606,1.354371110992305,1.327515374748263,1.2616247221190915,1.257973930705987,1.3121763838298126
low,low:148,148,638,1.3819777047516983,4.017197928562892,1.331229081103194,1.3376984164718382,1.295977209634254,1.2923960198338766,1.3296893282220457
low,low:149,149,279,1.3856386184185079,3.965694457810198,1.3311638588018224,1.342015245545058,1.2481901791432193,1.2351288709621855,1.296300993881681
low,low:150,150,309,1.386396681265925,3.983364810269184,1.3693633037861996,1.3645058922428237,1.2901599553380978,1.2814763818069697,1.3270181804274028
low,low:151,151,421,1.3867155975304504,3.9966575617691147,1.3122082607039327,1.3562072945808368,1.2692003279286757,1.2611398207383226,1.3114776391673746
low,low:152,152,284,1.3816162807363734,3.735330774582519,1.3926865776078523,1.388453452753155,1.334588868114069,1.330654717396474,1.3510862656413658
low,low:153,153,285,1.3878451737249842,3.866795782440176,1.300946139833489,1.388157549475412,1.322131775800457,1.3201131948435256,1.3046976718256593
low,low:154,154,280,1.3868133782168013,3.886287032223274,1.3715261838944282,1.3641460862301875,1.313607152625067,1.3068963125674173,1.3470873681403215
low,low:155,155,322,1.3887514897295394,3.994261577057515,1.3340150637639907,1.3339015785069586,1.2657350725083432,1.2579842055611596,1.3196936177838166
low,low:156,156,554,1.3821314861821803,3.9775925066266162,1.3510810550065393,1.3299003567617662,1.2943193677967768,1.2841425683651029,1.3153667428400138
low,low:157,157,269,1.3858257544027364,3.958928486422557,1.3375970313920522,1.3437342976676663,1.2953362632985963,1.2908270606034784,1.3270781513535805
low,low:158,158,440,1.3848084342049476,3.814992835155689,1.3678797401831528,1.3605348368104833,1.3736374446496251,1.3818895396576607,1.3676327150072165
low,low:159,159,241,1.3844132162234306,4.187561714921393,1.2995528409338146,1.328025893526843,1.2886041699862931,1.2832479995257986,1.3171350724003092
low,low:160,160,377,1.3814731123635982,3.877099473228933,1.3367144406420302,1.3707676678819631,1.3281943846724062,1.3291342149230834,1.325193637075648
low,low:161,161,278,1.3860437584735104,3.996305775180087,1.3007652495231903,1.372625746993554,1.2746295486798271,1.2665019810647893,1.3026586648128893
low,low:162,162,245,1.3828228465124555,3.7835894388283,1.3993647257267827,1.3539891393278796,1.3505184078150898,1.3519733257880067,1.3592895791089301
low,low:163,163,320,1.380733602230859,3.8617796519812915,1.3712910868711108,1.3565130094996043,1.3451219807099037,1.3501400698547905,1.3562803610629022
low,low:164,164,433,1.3891110160564448,3.7916534530902615,1.34804170978861,1.3666117057697735,1.3466315141935645,1.365240807412862,1.34248815721478
low,low:165,165,342,1.3855181649098254,3.922976443579692,1.3683985093374262,1.3506575184227527,1.3328353086321205,1.3310192646318688,1.3416085756444005
low,low:166,166,238,1.384675233166189,4.066968894399459,1.330044374354959,1.3261012897447821,1.3254091047213414,1.3255738138829012,1.3387166170749216
low,low:167,167,326,1.381298138794248,3.819330263300393,1.339617871882056,1.3409929611614881,1.2950975683102834,1.2889744512053851,1.2831864142838314
low,low:168,168,584,1.38206210094506,4.001997676836105,1.3304836744814152,1.3389336455287855,1.2925176848796325,1.282725999908746,1.3207812724578214
low,low:169,169,291,1.3876569689859377,4.02350590349797,1.332716696481042,1.3197964825178052,1.2654914140955489,1.2544860221605432,1.3077921292245216
low,low:170,170,509,1.3852425363726222,3.9760350808893943,1.324319690405753,1.3546132762624352,1.231994174899012,1.221205486049058,1.2740837224390251
low,low:171,171,535,1.3866898602762086,3.9638555628334116,1.3278382674463127,1.3542845327814597,1.2788562199569982,1.2884914400400704,1.2976094064105221
low,low:172,172,274,1.383958550777257,4.037505320042416,1.3296926544611543,1.3252181140872283,1.2952253740017206,1.2888018703317137,1.326414377507585
low,low:173,173,256,1.3826542401791913,3.9439814898762746,1.3292248286817503,1.3560323516321824,1.29807871713066,1.2879968613751078,1.320913191656035
low,low:174,174,776,1.3833364795700427,3.9802740987182994,1.3088944742990571,1.3456211805453944,1.2640909691229891,1.2638971798474559,1.2962731493212005
low,low:175,175,231,1.386538322782146,3.85262032805247,1.3333902469273284,1.3666925663891283,1.302938852565433,1.300970894505056,1.3042167608540114
low,low:176,176,496,1.391457667122635,3.8211975384623105,1.3572949244793093,1.3681025369782562,1.3525601362735566,1.3601875996725499,1.3491297830886255
low,low:177,177,980,1.3868090094869516,4.030997277461647,1.329573802511895,1.3337868909512218,1.270076581372228,1.2735625115780926,1.3234355794526116
low,low:178,178,895,1.3864157606105632,3.9457984360138614,1.3452565093321525,1.3575061899381422,1.323146548757191,1.3231097021383964,1.3394200711299982
low,low:179,179,311,1.3918120441340325,3.825557061034138,1.3855396084375926,1.3972910665871294,1.3753319886436572,1.382130663747442,1.374322924291694
low,low:180,180,217,1.384735279980392,3.9727216636143527,1.2828012725881441,1.3565076330066046,1.2286965235185727,1.2573352699381761,1.2700222147405416
low,low:181,181,439,1.383865244903348,3.9174004261219793,1.3481816420531114,1.3482942812474068,1.298381337264523,1.2938093198118579,1.3370769667570215
low,low:182,182,247,1.3837723144710827,3.9569317882244537,1.3364989411820458,1.3469721353258022,1.3036179542765687,1.2941946517410696,1.322419906538698
low,low:183,183,333,1.3863614006711384,4.096868966154382,1.3502528888483531,1.3078992926400441,1.275370395817302,1.2657113595644534,1.3266455048131327
low,low:184,184,491,1.3834166229055622,3.8784340223969234,1.339973442751662,1.3445077473424933,1.2739661459408298,1.2704731231559896,1.3090163351023034
low,low:185,185,308,1.3832938227427307,4.025904834813961,1.3370374017947078,1.3367977726280247,1.3096198798482577,1.2918278194054662,1.3097432728462908
low,low:186,186,1671,1.3832645400982702,4.024775974472402,1.3172406133497871,1.3461113744544098,1.252158882375783,1.2503691348690384,1.2924014772077836
low,low:187,187,513,1.3896501103688446,3.9809406177712554,1.323825957725684,1.3637404277610348,1.3889799138218517,1.4021695932624973,1.3401989413267958
low,low:188,188,237,1.3874155183785117,3.8909748011584493,1.3109867439860354,1.4159407164740365,1.3339050879968821,1.3423012706935544,1.3151436149950464
low,low:189,189,362,1.3909182648372105,3.821656150995799,1.4103429552123787,1.3830326362370047,1.4077475615277462,1.4244990197051624,1.3930720762999893
low,low:190,190,885,1.3819574169914348,3.948686237660488,1.3118123395306893,1.341795638549416,1.250656128889555,1.244975837254652,1.2899683979183991
low,low:191,191,373,1.3878589567914228,3.893821025791855,1.3341265914412759,1.3414767459475045,1.2651036833743772,1.2420288517958673,1.29882170761278
low,low:192,192,460,1.3845421081886637,3.9686886585441425,1.3268845176067445,1.3445802840878385,1.3032029315653404,1.310844275850244,1.3093429829776033
low,low:193,193,413,1.386774654018468,3.951640046201894,1.345460535614249,1.3431097009696509,1.3223750953257785,1.3177371735925605,1.3373579690090454
low,low:194,194,241,1.3867528029835035,3.9597752761577394,1.351307869078196,1.3329801673904809,1.3029554737818145,1.2971628348430342,1.3325314966094866
low,low:195,195,369,1.3853095909938626,4.109266556882034,1.2875281267567869,1.3315391945720578,1.2849308171951594,1.284479043281408,1.3056236008067734
