elevation_rank,path_type,candidate,increment_ara,local_positive,local_negative,local_score,local_sign,parent_positive,parent_negative,parent_score,parent_sign,local_score_rank_within_candidate,parent_score_rank_within_candidate
19,control,fibonacci_8_21,0.7619047619047619,0.6742091035469878,0.6330623795271147,0.6330623795271147,-,0.4650976909188709,0.47036790181988064,0.4650976909188709,+,6.0,15.0
19,control,phi,0.7639320225002103,0.6762363641424363,0.6350896401225631,0.6350896401225631,-,0.5259155087823262,0.49616292338789847,0.49616292338789847,-,6.0,32.0
19,control,two_fifths,0.8,0.6854008310591354,0.6711576176223529,0.6711576176223529,-,0.5942533685966611,0.4059895257719264,0.4059895257719264,-,6.0,6.0
19,control,silver_conjugate,0.8284271247461903,0.689471876432098,0.6995847423685432,0.689471876432098,+,0.4607685761617264,0.4516862300450154,0.4516862300450154,-,8.0,15.0
19,control,ridge,1.0,0.8279047654651464,0.8279047654651464,0.8279047654651464,+,0.519836165896705,0.519836165896705,0.519836165896705,+,17.0,20.0
20,control,persistence,0.0,0.08894990599604702,0.08894990599604702,0.08894990599604702,+,0.6617813524446272,0.6617813524446272,0.6617813524446272,+,8.0,33.0
20,control,one_third,0.6666666666666666,0.6630151361970644,0.6417270626369893,0.6417270626369893,-,0.38094767614409886,0.5688421975559368,0.38094767614409886,+,15.0,6.0
20,control,one_over_e,0.7357588823428847,0.7321073518732824,0.7021955957833518,0.7021955957833518,-,0.47508594090116496,0.38580199763242584,0.38580199763242584,-,19.0,5.0
20,control,three_eighths,0.75,0.7393313407082509,0.7164367134404671,0.7164367134404671,-,0.44065974649300743,0.46242585135829417,0.44065974649300743,+,19.0,17.0
20,control,fibonacci_8_21,0.7619047619047619,0.7500359065314647,0.728341475345229,0.728341475345229,-,0.3983334631550668,0.49992346013744826,0.3983334631550668,+,21.0,5.0
20,control,phi,0.7639320225002103,0.7520631671269131,0.7303687359406773,0.7303687359406773,-,0.3846329832375842,0.5317141525507463,0.3846329832375842,+,22.0,4.0
20,control,two_fifths,0.8,0.7546346683841925,0.7664367134404672,0.7546346683841925,+,0.4876330636113757,0.3953146351006438,0.3953146351006438,-,23.0,4.0
20,control,silver_conjugate,0.8284271247461903,0.7814183741274623,0.7948638381866574,0.7814183741274623,+,0.5307405692873255,0.42907198253887135,0.42907198253887135,-,25.0,11.0
20,control,ridge,1.0,0.911050094003953,0.911050094003953,0.911050094003953,+,0.593133474191316,0.593133474191316,0.593133474191316,+,34.0,31.0
21,control,persistence,0.0,0.1271676638906635,0.1271676638906635,0.1271676638906635,+,0.48187638332670346,0.48187638332670346,0.48187638332670346,+,15.0,30.0
21,control,one_third,0.6666666666666666,0.5663919462675389,0.6156433220467258,0.5663919462675389,+,0.4880737315250747,0.6406754206478553,0.4880737315250747,+,5.0,24.0
21,control,one_over_e,0.7357588823428847,0.6354841619437569,0.6847355377229439,0.6354841619437569,+,0.5805123504983625,0.5100760072453218,0.5100760072453218,-,10.0,34.0
21,control,three_eighths,0.75,0.6497252796008722,0.6989766553800593,0.6497252796008722,+,0.4836191403023036,0.5079703913451559,0.4836191403023036,+,10.0,28.0
21,control,fibonacci_8_21,0.7619047619047619,0.6616300415056341,0.7108814172848211,0.6616300415056341,+,0.5313423162543587,0.6057144896798327,0.5313423162543587,+,10.0,38.0
21,control,phi,0.7639320225002103,0.6636573021010825,0.7129086778802695,0.6636573021010825,+,0.5495876616133946,0.597543270408694,0.5495876616133946,+,10.0,40.0
21,control,two_fifths,0.8,0.6997252796008723,0.7489766553800593,0.6997252796008723,+,0.5803450663303179,0.5785929351415917,0.5785929351415917,-,12.0,40.0
21,control,silver_conjugate,0.8284271247461903,0.7281524043470625,0.7774037801262496,0.7281524043470625,+,0.4990431865921552,0.3989681616222234,0.3989681616222234,-,14.0,4.0
21,control,ridge,1.0,0.8728323361093365,0.8728323361093365,0.8728323361093365,+,0.542618393441622,0.542618393441622,0.542618393441622,+,27.0,23.0
22,control,persistence,0.0,0.21373959274775278,0.21373959274775278,0.21373959274775278,+,0.7319376313336045,0.7319376313336045,0.7319376313336045,+,33.0,35.0
22,control,one_third,0.6666666666666666,0.5412272375268575,0.5353242535975848,0.5353242535975848,-,0.5728951936217318,0.4884255097372123,0.4884255097372123,-,2.0,25.0
22,control,one_over_e,0.7357588823428847,0.539681077833402,0.5958439662941185,0.539681077833402,+,0.5782947165131839,0.5730765848473002,0.5730765848473002,-,2.0,40.0
22,control,three_eighths,0.75,0.539681077833402,0.6100850839512338,0.539681077833402,+,0.6592362506545433,0.4895618602883979,0.4895618602883979,-,2.0,30.0
22,control,fibonacci_8_21,0.7619047619047619,0.5481651691570091,0.6219898458559957,0.5481651691570091,+,0.5971253715740816,0.4747238296418811,0.4747238296418811,-,2.0,21.0
22,control,phi,0.7639320225002103,0.5501924297524575,0.624017106451444,0.5501924297524575,+,0.6153707169331193,0.43851232700521114,0.43851232700521114,-,2.0,10.0
22,control,two_fifths,0.8,0.5862604072522473,0.6600850839512339,0.5862604072522473,+,0.379458498406529,0.4205415015934699,0.379458498406529,+,3.0,2.0
22,control,silver_conjugate,0.8284271247461903,0.6146875319984375,0.6885122086974241,0.6146875319984375,+,0.5172597289352784,0.4017193879607803,0.4017193879607803,-,3.0,6.0
22,control,ridge,1.0,0.7862604072522472,0.7862604072522472,0.7862604072522472,+,0.7399825144312258,0.7399825144312258,0.7399825144312258,+,9.0,39.0
23,control,persistence,0.0,0.12410604865897634,0.12410604865897634,0.12410604865897634,+,0.38949982357703333,0.38949982357703333,0.38949982357703333,+,13.0,23.0
23,control,one_third,0.6666666666666666,0.582404969440779,0.5830609690696527,0.582404969440779,+,0.556929604633702,0.37555680689193693,0.37555680689193693,-,8.0,4.0
23,control,one_over_e,0.7357588823428847,0.6505419313126645,0.626477244486409,0.626477244486409,-,0.4190255290523913,0.48951442484789576,0.4190255290523913,+,8.0,10.0
23,control,three_eighths,0.75,0.6647830489697798,0.6407183621435243,0.6407183621435243,-,0.4535630117786801,0.44946235831086,0.44946235831086,-,8.0,20.0
23,control,fibonacci_8_21,0.7619047619047619,0.6766878108745417,0.6526231240482862,0.6526231240482862,-,0.5264293659846323,0.5198128777785338,0.5198128777785338,-,8.0,36.0
23,control,phi,0.7639320225002103,0.6787150714699901,0.6546503846437345,0.6546503846437345,-,0.5687163015480519,0.529309291284137,0.529309291284137,-,8.0,38.0
23,control,two_fifths,0.8,0.6874076127166763,0.6907183621435243,0.6874076127166763,+,0.4235962713003687,0.3854259996126408,0.3854259996126408,-,10.0,3.0
23,control,silver_conjugate,0.8284271247461903,0.7108482834317663,0.7191454868897146,0.7108482834317663,+,0.4001881649009209,0.5037277932570272,0.4001881649009209,+,11.0,5.0
23,control,ridge,1.0,0.8758939513410237,0.8758939513410237,0.8758939513410237,+,0.5754252174595611,0.5754252174595611,0.5754252174595611,+,29.0,29.0
24,control,persistence,0.0,0.08572731603044992,0.08572731603044992,0.08572731603044992,+,0.9144311424750937,0.9144311424750937,0.9144311424750937,+,7.0,41.0
24,control,one_third,0.6666666666666666,0.6491978122059785,0.6449190614290027,0.6449190614290027,-,0.43272584618838283,0.3879173658609323,0.3879173658609323,-,17.0,9.0
24,control,one_over_e,0.7357588823428847,0.7182900278821965,0.7140112771052208,0.7140112771052208,-,0.4936044413191196,0.4178262804149342,0.4178262804149342,-,22.0,9.0
24,control,three_eighths,0.75,0.7325311455393119,0.7282523947623362,0.7282523947623362,-,0.4454159674723981,0.43918501580152425,0.43918501580152425,-,24.0,16.0
24,control,fibonacci_8_21,0.7619047619047619,0.7444359074440737,0.740157156667098,0.740157156667098,-,0.4298626032460926,0.36593560642082645,0.36593560642082645,-,25.0,2.0
24,control,phi,0.7639320225002103,0.7464631680395222,0.7421844172625464,0.7421844172625464,-,0.43647121464492533,0.35236262887494296,0.35236262887494296,-,25.0,3.0
24,control,two_fifths,0.8,0.7825311455393119,0.7782523947623362,0.7782523947623362,-,0.429471487697749,0.5112253985479562,0.429471487697749,+,31.0,12.0
24,control,silver_conjugate,0.8284271247461903,0.8109582702855022,0.8066795195085265,0.8066795195085265,-,0.5229240050078593,0.585287719042203,0.5229240050078593,+,35.0,34.0
24,control,ridge,1.0,0.9142726839695501,0.9142726839695501,0.9142726839695501,+,0.27464135714608906,0.2746413571460873,0.2746413571460873,-,35.0,1.0
25,control,persistence,0.0,0.09984858780175576,0.09984858780175576,0.09984858780175576,+,0.41556520105029704,0.41556520105029704,0.41556520105029704,+,11.0,26.0
25,control,one_third,0.6666666666666666,0.6349859507721143,0.662270574389099,0.6349859507721143,+,0.5161900747982575,0.41556516167721247,0.41556516167721247,-,14.0,13.0
25,control,one_over_e,0.7357588823428847,0.6733306175076663,0.7068211002268445,0.6733306175076663,+,0.37566740434128876,0.38010914682114194,0.37566740434128876,+,13.0,4.0
25,control,three_eighths,0.75,0.6875717351647816,0.7210622178839599,0.6875717351647816,+,0.40811186614670336,0.4155651616772107,0.40811186614670336,+,13.0,7.0
25,control,fibonacci_8_21,0.7619047619047619,0.6994764970695435,0.7329669797887217,0.6994764970695435,+,0.4787100722962534,0.5015261305518268,0.4787100722962534,+,13.0,24.0
25,control,phi,0.7639320225002103,0.701503757664992,0.73499424038417,0.701503757664992,+,0.48613423644444564,0.4609809186428584,0.4609809186428584,-,14.0,13.0
25,control,two_fifths,0.8,0.7375717351647817,0.7710622178839599,0.7375717351647817,+,0.41556520105029593,0.4801959161711633,0.41556520105029593,+,16.0,7.0
25,control,silver_conjugate,0.8284271247461903,0.7659988599109719,0.7994893426301501,0.7659988599109719,+,0.453501495951525,0.5932314560712648,0.453501495951525,+,22.0,17.0
25,control,ridge,1.0,0.9001514121982442,0.9001514121982442,0.9001514121982442,+,0.4940609621579235,0.4940609621579235,0.4940609621579235,+,31.0,15.0
26,control,persistence,0.0,0.13239598249019843,0.13239598249019843,0.13239598249019843,+,0.9139186863448143,0.9139186863448143,0.9139186863448143,+,17.0,40.0
26,control,one_third,0.6666666666666666,0.6526745110659302,0.6664862958383474,0.6526745110659302,+,0.4194146469885173,0.3815103184944476,0.3815103184944476,-,19.0,7.0
26,control,one_over_e,0.7357588823428847,0.6348754728972471,0.7085231167196402,0.6348754728972471,+,0.4151889291660078,0.36817817134612363,0.36817817134612363,-,9.0,3.0
26,control,three_eighths,0.75,0.6491165905543624,0.7227642343767555,0.6491165905543624,+,0.3029914245079288,0.30125998790908515,0.30125998790908515,-,9.0,1.0
26,control,fibonacci_8_21,0.7619047619047619,0.6610213524591243,0.7346689962815174,0.6610213524591243,+,0.29579531127338,0.3805851463475297,0.29579531127338,+,9.0,1.0
26,control,phi,0.7639320225002103,0.6630486130545727,0.7366962568769657,0.6630486130545727,+,0.3189643929395951,0.3483240849142838,0.3189643929395951,+,9.0,1.0
26,control,two_fifths,0.8,0.6991165905543625,0.7727642343767556,0.6991165905543625,+,0.4942109838014179,0.49395119915049035,0.49395119915049035,-,11.0,28.0
26,control,silver_conjugate,0.8284271247461903,0.7275437153005527,0.8011913591229458,0.7275437153005527,+,0.5585385353762534,0.5583727452136715,0.5583727452136715,-,13.0,41.0
26,control,ridge,1.0,0.8676040175098015,0.8676040175098015,0.8676040175098015,+,0.8059712893576869,0.8059712893576865,0.8059712893576865,-,25.0,40.0
27,control,persistence,0.0,0.1485994655266897,0.1485994655266897,0.1485994655266897,+,0.27988448229353313,0.27988448229353313,0.27988448229353313,+,20.0,18.0
27,control,one_third,0.6666666666666666,0.6186211077500761,0.6590407521687569,0.6186211077500761,+,0.391524075373393,0.540060301021293,0.391524075373393,+,11.0,10.0
27,control,one_over_e,0.7357588823428847,0.625114737042785,0.6879636375450879,0.625114737042785,+,0.6128267713078313,0.42015721870213985,0.42015721870213985,-,7.0,11.0
27,control,three_eighths,0.75,0.632276265944153,0.6879636375450879,0.632276265944153,+,0.4934891625387443,0.3916749833879092,0.3916749833879092,-,7.0,4.0
27,control,fibonacci_8_21,0.7619047619047619,0.6441810278489148,0.6879636375450879,0.6441810278489148,+,0.4820202796112264,0.379173092398297,0.379173092398297,-,7.0,4.0
27,control,phi,0.7639320225002103,0.6462082884443633,0.6879636375450879,0.6462082884443633,+,0.5169383143071384,0.4116092619254721,0.4116092619254721,-,7.0,7.0
27,control,two_fifths,0.8,0.682276265944153,0.7091606708287718,0.682276265944153,+,0.5065108374612557,0.6686282006690953,0.5065108374612557,+,9.0,30.0
27,control,silver_conjugate,0.8284271247461903,0.7107033906903433,0.737587795574962,0.7107033906903433,+,0.5969829276592051,0.4893351579995616,0.4893351579995616,-,10.0,26.0
27,control,ridge,1.0,0.8514005344733103,0.8514005344733103,0.8514005344733103,+,0.5591979892147456,0.5591979892147456,0.5591979892147456,+,22.0,26.0
28,control,persistence,0.0,0.09913925219611597,0.09913925219611597,0.09913925219611597,+,0.7852153505295343,0.7852153505295343,0.7852153505295343,+,10.0,37.0
28,control,one_third,0.6666666666666666,0.6634720960688913,0.6648859979448288,0.6634720960688913,+,0.4999311173432368,0.4637309180582521,0.4637309180582521,-,26.0,21.0
28,control,one_over_e,0.7357588823428847,0.685014002167644,0.7271324665385188,0.685014002167644,+,0.47355897807528446,0.44981767554349883,0.44981767554349883,-,15.0,15.0
28,control,three_eighths,0.75,0.6935222178078615,0.7413735841956341,0.6935222178078615,+,0.3984795217182395,0.4798638022984686,0.3984795217182395,+,14.0,6.0
28,control,fibonacci_8_21,0.7619047619047619,0.7054269797126234,0.7470697778918721,0.7054269797126234,+,0.49129888379660425,0.5404591564388364,0.49129888379660425,+,15.0,30.0
28,control,phi,0.7639320225002103,0.7074542403080717,0.7490970384873205,0.7074542403080717,+,0.48357275206619593,0.5178022125089276,0.48357275206619593,+,15.0,23.0
28,control,two_fifths,0.8,0.7435222178078615,0.7851650159871103,0.7435222178078615,+,0.5798638464975125,0.5223495071844528,0.5223495071844528,-,18.0,31.0
28,control,silver_conjugate,0.8284271247461903,0.7719493425540518,0.8135921407333006,0.7719493425540518,+,0.5035407318350955,0.589220267403985,0.5035407318350955,+,24.0,29.0
28,control,ridge,1.0,0.900860747803884,0.900860747803884,0.900860747803884,+,0.7044921457359843,0.7044921457359861,0.7044921457359843,+,32.0,36.0
29,control,persistence,0.0,0.12835575062691806,0.12835575062691806,0.12835575062691806,+,0.2911499639784805,0.2911499639784805,0.2911499639784805,+,16.0,19.0
29,control,one_third,0.6666666666666666,0.6641579155099118,0.6691754178234214,0.6641579155099118,+,0.34446079257428464,0.47841913961616567,0.34446079257428464,+,28.0,1.0
29,control,one_over_e,0.7357588823428847,0.7145251149285724,0.735758869621807,0.7145251149285724,+,0.5536621432022734,0.44024711615717993,0.44024711615717993,-,23.0,12.0
29,control,three_eighths,0.75,0.7217111765268753,0.7455464086812607,0.7217111765268753,+,0.4382475270505022,0.47996500078614684,0.4382475270505022,+,20.0,15.0
29,control,fibonacci_8_21,0.7619047619047619,0.7217111765268753,0.7455464086812607,0.7217111765268753,+,0.584515503829184,0.535842145183024,0.535842145183024,-,17.0,40.0
29,control,phi,0.7639320225002103,0.7210960104231111,0.7455464086812607,0.7210960104231111,+,0.5804609826382872,0.5540874905420599,0.5540874905420599,-,17.0,41.0
29,control,two_fifths,0.8,0.7226149252166183,0.7628566911952892,0.7226149252166183,+,0.5299650007861476,0.46659239599168,0.46659239599168,-,15.0,22.0
29,control,silver_conjugate,0.8284271247461903,0.7366719162079544,0.7912838159414795,0.7366719162079544,+,0.559092614208001,0.5433707769860212,0.5433707769860212,-,15.0,37.0
29,control,ridge,1.0,0.8716442493730819,0.8716442493730819,0.8716442493730819,+,0.5129533278053953,0.5129533278053953,0.5129533278053953,+,26.0,18.0
30,control,persistence,0.0,0.09100328295383905,0.09100328295383905,0.09100328295383905,+,0.7394622081700746,0.7394622081700746,0.7394622081700746,+,9.0,36.0
30,control,one_third,0.6666666666666666,0.6668748529912119,0.6659073440091604,0.6659073440091604,-,0.5526621016754696,0.549860928774694,0.549860928774694,-,32.0,35.0
30,control,one_over_e,0.7357588823428847,0.7353219774531189,0.7338867186305822,0.7338867186305822,-,0.45095133297003975,0.5421801441161249,0.45095133297003975,+,33.0,16.0
30,control,three_eighths,0.75,0.7495630951102342,0.7458921983322855,0.7458921983322855,-,0.498056865947861,0.49153987498662555,0.49153987498662555,-,34.0,32.0
30,control,fibonacci_8_21,0.7619047619047619,0.7614678570149961,0.7577969602370473,0.7577969602370473,-,0.4954530290690555,0.5256851095064246,0.4954530290690555,+,36.0,33.0
30,control,phi,0.7639320225002103,0.7633703069302513,0.7598242208324957,0.7598242208324957,-,0.5359982409780257,0.5459577154609088,0.5359982409780257,+,36.0,39.0
30,control,two_fifths,0.8,0.7892531757884984,0.7958921983322855,0.7892531757884984,+,0.4519431340521417,0.4584601250133737,0.4519431340521417,+,34.0,18.0
30,control,silver_conjugate,0.8284271247461903,0.7999721959878947,0.8230125810680248,0.7999721959878947,+,0.5140654637538877,0.5180925298269183,0.5140654637538877,+,33.0,32.0
30,control,ridge,1.0,0.908996717046161,0.908996717046161,0.908996717046161,+,0.34651965457310885,0.3465196545731086,0.3465196545731086,-,33.0,2.0
31,control,persistence,0.0,0.1170862873751812,0.1170862873751812,0.1170862873751812,+,0.25959553445609607,0.25959553445609607,0.25959553445609607,+,12.0,15.0
31,control,one_third,0.6666666666666666,0.6689301577050868,0.6644031756282462,0.6644031756282462,-,0.47311280218952634,0.551999114728841,0.47311280218952634,+,30.0,22.0
31,control,one_over_e,0.7357588823428847,0.7380223733813049,0.7314268480182458,0.7314268480182458,-,0.5353407276209912,0.5108203627204531,0.5108203627204531,-,31.0,35.0
31,control,three_eighths,0.75,0.7501043463232246,0.7437081127565048,0.7437081127565048,-,0.551816509770999,0.5564461355228603,0.551816509770999,+,31.0,39.0
31,control,fibonacci_8_21,0.7619047619047619,0.7619047918935863,0.7547467333447513,0.7547467333447513,-,0.5936773619887321,0.4877897591703677,0.4877897591703677,-,32.0,27.0
31,control,phi,0.7639320225002103,0.7639320524890347,0.7547467333447513,0.7547467333447513,-,0.611922707347768,0.5001502937915964,0.5001502937915964,-,31.0,35.0
