split,file,event_index,delay_us,multiplicity,prompt_channels,daughter_channels,q1,q2,q3,q4,Q,x_mu,s,a,depth,x_wrong
calibration,6845.2020.0211.0,56335,1.71,2,"[1, 2]","[2, 3, 4]",1.8666667413333333,1.5000000599999999,0.0,0.0,3.3666668013333334,0.0,-1.0,1.0,0.297029702970297,0.891089108910891
calibration,6845.2020.0211.0,56361,1.47625,4,"[1, 2, 3, 4]","[2, 3, 4]",1.4666667253333332,1.25000005,1.6666667333333334,1.736842174736842,6.120175683403509,1.1122258850508815,0.11222588505088149,0.11222588505088149,1.0668386603602311,0.9760642109789307
calibration,6845.2020.0211.0,56503,9.075,3,"[1, 2, 3]","[3, 4]",1.600000064,1.3750000549999999,1.800000072,0.0,4.775000191,0.7539267015706806,-0.24607329842931935,0.24607329842931935,0.6945898778359512,0.5759162303664921
calibration,6845.2020.0211.0,57874,0.33125,3,"[1, 2, 3]","[3, 4]",1.4666667253333332,1.3125000525,1.9333334106666666,0.0,4.7125001885,0.8205128205128205,-0.17948717948717952,0.17948717948717952,0.7326849395814913,0.5570291777188329
calibration,6845.2020.0211.0,58494,0.98,2,"[1, 2]","[2, 3]",1.8666667413333333,1.4375000574999999,0.0,0.0,3.304166798833333,0.0,-1.0,1.0,0.29003783102143754,0.8701134930643127
calibration,6845.2020.0211.0,60241,3.6675,3,"[1, 2, 3]","[3, 4]",1.5333333946666667,1.5000000599999999,1.200000048,0.0,4.2333335026666665,0.5669291338582677,-0.4330708661417323,0.4330708661417323,0.6141732283464567,0.7086614173228346
calibration,6845.2020.0211.0,60541,0.7375,3,"[1, 2, 3]","[1, 2, 3]",1.7333334026666667,1.6875000674999998,2.0666667493333333,0.0,5.487500219499999,0.7532270311313592,-0.24677296886864075,0.24677296886864075,0.7071627436092128,0.6150341685649203
calibration,6845.2020.0211.0,62101,2.12375,4,"[1, 2, 3, 4]","[2, 3, 4]",0.9333333706666667,1.7500000699999998,1.2666667173333332,2.1578948231578945,6.107894981157894,1.1213557374694814,0.12135573746948136,0.12135573746948136,1.1741107760065106,1.2796208530805686
calibration,6845.2020.0211.0,62982,1.56625,3,"[1, 2, 3]","[3, 4]",1.600000064,1.5000000599999999,2.3333334266666665,0.0,5.433333550666667,0.8588957055214723,-0.14110429447852768,0.14110429447852768,0.756646216768916,0.5521472392638037
calibration,6845.2020.0211.0,65683,1.3175,2,"[1, 2]","[2, 3, 4]",1.0666667093333333,1.1875000475,0.0,0.0,2.2541667568333335,0.0,-1.0,1.0,0.35120147874306834,1.053604436229205
calibration,6845.2020.0211.0,66859,0.95375,2,"[1, 2]","[1, 2]",1.800000072,1.7500000699999998,0.0,0.0,3.550000142,0.0,-1.0,1.0,0.32863849765258213,0.9859154929577464
calibration,6845.2020.0211.0,67881,1.72,2,"[1, 2]","[1, 2]",1.600000064,1.8125000724999998,0.0,0.0,3.4125001365,0.0,-1.0,1.0,0.35409035409035405,1.0622710622710623
calibration,6845.2020.0211.0,68692,5.6025,3,"[1, 2, 3]","[1, 2, 3]",1.7333334026666667,1.8125000724999998,1.7333334026666667,0.0,5.279166877833333,0.6566692975532755,-0.3433307024467245,0.3433307024467245,0.6666666666666666,0.6866614048934491
calibration,6845.2020.0211.0,69546,1.6175,3,"[1, 2, 3]","[3, 4]",1.5333333946666667,1.6875000674999998,1.800000072,0.0,5.020833534166666,0.7170124481327802,-0.2829875518672198,0.2829875518672198,0.7020746887966804,0.6721991701244814
calibration,6845.2020.0211.0,69751,0.6725,3,"[2, 3, 4]","[1, 2, 3, 4]",0.0,0.8750000349999999,0.9333333706666667,1.00000004,2.8083334456666664,1.3768545994065282,0.3768545994065282,0.3768545994065282,1.3630069238377844,1.3353115727002969
calibration,6845.2020.0211.0,71408,9.3575,2,"[1, 2]","[2, 3, 4]",1.7333334026666667,1.6250000649999998,0.0,0.0,3.3583334676666663,0.0,-1.0,1.0,0.3225806451612903,0.967741935483871
calibration,6845.2020.0211.0,72913,0.63375,2,"[1, 2]","[1, 2]",1.600000064,1.5625000624999998,0.0,0.0,3.1625001265,0.0,-1.0,1.0,0.3293807641633728,0.9881422924901185
calibration,6845.2020.0211.0,73138,3.345,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.1333333786666666,1.4375000574999999,1.3333333866666666,1.9473684989473683,5.851535321780702,1.1213131956676536,0.12131319566765364,0.12131319566765364,1.1331809266824069,1.1569163887119138
calibration,6845.2020.0211.0,73744,5.9175,2,"[1, 2]","[2, 3]",2.2666667573333332,0.8750000349999999,0.0,0.0,3.141666792333333,0.0,-1.0,1.0,0.18567639257294427,0.5570291777188329
calibration,6845.2020.0211.0,73905,1.16375,2,"[1, 2]","[2, 3]",1.9333334106666666,1.125000045,0.0,0.0,3.0583334556666664,0.0,-1.0,1.0,0.2452316076294278,0.7356948228882834
calibration,6845.2020.0211.0,75457,5.38875,4,"[1, 2, 3, 4]","[3, 4]",1.5333333946666667,1.5625000624999998,1.800000072,1.8947369178947369,6.790570447061404,1.088196350718553,0.08819635071855303,0.08819635071855303,1.0648797028903603,1.0182464072339739
calibration,6845.2020.0211.0,75697,2.40625,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.200000048,0.7500000299999999,0.9333333706666667,0.8947368778947368,3.7780703265614037,0.9677269561179473,-0.032273043882052654,0.032273043882052654,0.9353765188452904,0.8706756442999768
calibration,6845.2020.0211.0,76291,8.35875,3,"[1, 2, 3]","[3, 4]",1.4666667253333332,1.7500000699999998,1.8666667413333333,0.0,5.083333536666666,0.7344262295081968,-0.2655737704918032,0.2655737704918032,0.7191256830601093,0.6885245901639344
calibration,6845.2020.0211.0,76615,4.9825,4,"[1, 2, 3, 4]","[1, 2, 4]",0.9333333706666667,1.25000005,0.8666667013333333,1.368421107368421,4.4184212293684215,1.011713321421481,0.011713321421481071,0.011713321421481071,1.0695519819998673,1.1852293031566408
calibration,6845.2020.0211.0,78315,0.43375,2,"[1, 2]","[1, 2]",1.600000064,1.6875000674999998,0.0,0.0,3.2875001315,0.0,-1.0,1.0,0.34220532319391633,1.026615969581749
calibration,6845.2020.0211.0,78543,1.4375,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4666667253333332,1.5625000624999998,1.600000064,1.736842174736842,6.3660090265701745,1.0483309793654623,0.04833097936546227,0.04833097936546227,1.044403871990079,1.0365496572393125
calibration,6845.2020.0211.0,78903,0.3075,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4000000559999999,1.3750000549999999,1.4000000559999999,2.00000008,6.175000247,1.1012145748987854,0.10121457489878538,0.10121457489878538,1.098515519568151,1.0931174089068825
calibration,6845.2020.0211.0,79826,6.0275,3,"[1, 2, 3]","[3, 4]",1.7333334026666667,2.0625000824999997,1.7333334026666667,0.0,5.529166887833333,0.6269781461944235,-0.3730218538055765,0.3730218538055765,0.6666666666666667,0.7460437076111529
calibration,6845.2020.0211.0,80115,1.21875,2,"[1, 2]","[2, 3, 4]",1.7333334026666667,1.6250000649999998,0.0,0.0,3.3583334676666663,0.0,-1.0,1.0,0.3225806451612903,0.967741935483871
calibration,6845.2020.0211.0,80450,3.22375,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4000000559999999,1.7500000699999998,1.600000064,1.8421053368421052,6.592105526842105,1.0443113772455088,0.04431137724550882,0.04431137724550882,1.0594810379241515,1.089820359281437
calibration,6845.2020.0211.0,81146,1.4075,3,"[1, 2, 3]","[3, 4]",1.6666667333333334,1.5000000599999999,1.200000048,0.0,4.366666841333333,0.549618320610687,-0.45038167938931295,0.45038167938931295,0.5954198473282444,0.6870229007633587
calibration,6845.2020.0211.0,81456,0.8175,2,"[2, 3]","[1, 2]",0.0,2.25000009,0.2666666773333333,0.0,2.516666767333333,0.2119205298013245,-0.7880794701986755,0.7880794701986755,0.7373068432671082,1.7880794701986755
calibration,6845.2020.0211.0,83167,0.4575,2,"[1, 2]","[2, 3, 4]",1.7333334026666667,0.9375000375,0.0,0.0,2.6708334401666667,0.0,-1.0,1.0,0.234009360374415,0.7020280811232449
calibration,6845.2020.0211.0,84301,0.68625,3,"[1, 2, 3]","[3, 4]",1.7333334026666667,1.875000075,1.8666667413333333,0.0,5.475000219,0.6818873668188736,-0.31811263318112637,0.31811263318112637,0.6829020801623542,0.684931506849315
calibration,6845.2020.0211.0,86119,3.185,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.2666667173333332,1.25000005,1.1333333786666666,1.3157895263157895,4.96578967231579,0.986398162868751,-0.013601837131248962,0.013601837131248962,1.0020608844138255,1.0333863275039745
calibration,6845.2020.0211.0,90789,0.37375,3,"[1, 2, 3]","[3, 4]",1.600000064,1.8125000724999998,0.8666667013333333,0.0,4.279166837833333,0.4050632911392405,-0.5949367088607596,0.5949367088607596,0.5524180460889321,0.8471275559883154
calibration,6845.2020.0211.0,92230,8.1125,2,"[1, 2]","[1, 2]",1.7333334026666667,1.875000075,0.0,0.0,3.6083334776666667,0.0,-1.0,1.0,0.3464203233256351,1.0392609699769053
calibration,6845.2020.0211.0,93173,1.0475,4,"[1, 2, 3, 4]","[1, 2, 3]",1.3333333866666666,1.5625000624999998,1.7333334026666667,0.7894737157894737,5.418640567622806,0.9311586871180542,-0.06884131288194584,0.06884131288194584,0.9101407044666586,0.8681047391638672
calibration,6845.2020.0211.0,93291,0.61625,3,"[1, 2, 3]","[3, 4]",1.600000064,1.7500000699999998,1.200000048,0.0,4.550000182,0.5274725274725275,-0.4725274725274725,0.4725274725274725,0.6080586080586081,0.7692307692307692
calibration,6845.2020.0211.0,94785,1.35125,2,"[3, 4]","[1, 2, 3, 4]",0.0,0.0,1.6666667333333334,1.9473684989473683,3.6140352322807017,2.0,1.0,1.0,1.692556634304207,1.0776699029126213
calibration,6845.2020.0211.0,96139,1.79625,3,"[2, 3, 4]","[1, 4]",0.0,1.4375000574999999,1.3333333866666666,1.4736842694736842,4.2445177136403505,1.3226556445362958,0.3226556445362958,0.3226556445362958,1.33901661930595,1.3717385688452597
calibration,6845.2020.0211.0,96446,8.24875,2,"[1, 2]","[1, 2]",1.600000064,1.875000075,0.0,0.0,3.475000139,0.0,-1.0,1.0,0.3597122302158273,1.079136690647482
calibration,6845.2020.0211.0,101954,1.185,2,"[1, 2]","[1, 2]",1.600000064,1.875000075,0.0,0.0,3.475000139,0.0,-1.0,1.0,0.3597122302158273,1.079136690647482
calibration,6845.2020.0211.0,102955,0.31125,3,"[1, 2, 3]","[1, 2, 3]",1.5333333946666667,1.3750000549999999,1.9333334106666666,0.0,4.8416668603333335,0.7986230636833046,-0.2013769363166954,0.2013769363166954,0.7217441193344808,0.567986230636833
calibration,6845.2020.0211.0,103742,2.9925,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.200000048,1.25000005,1.00000004,1.3157895263157895,4.76578966431579,0.9718387631143014,-0.028161236885698604,0.028161236885698604,1.0068102337566722,1.0767531750414134
calibration,6845.2020.0211.0,103819,2.71875,3,"[1, 2, 3]","[1, 2, 3, 4]",0.9333333706666667,1.6250000649999998,0.9333333706666667,0.0,3.491666806333333,0.5346062052505968,-0.46539379474940323,0.46539379474940323,0.6666666666666666,0.9307875894988067
calibration,6845.2020.0211.0,104656,3.50875,3,"[1, 2, 3]","[3, 4]",1.4000000559999999,1.6875000674999998,1.5333333946666667,0.0,4.620833518166666,0.6636609558160506,-0.33633904418394944,0.33633904418394944,0.6859032161106101,0.7303877366997295
calibration,6845.2020.0211.0,106887,1.23,4,"[1, 2, 3, 4]","[2, 3, 4]",1.3333333866666666,1.6875000674999998,1.600000064,1.2105263642105262,5.831359882377193,0.9639351660336204,-0.036064833966379606,0.036064833966379606,0.9739385506374337,0.9939453198450602
calibration,6845.2020.0211.0,107224,1.64125,3,"[1, 2, 3]","[2, 3, 4]",1.3333333866666666,0.7500000299999999,1.8666667413333333,0.0,3.950000158,0.9451476793248945,-0.05485232067510548,0.05485232067510548,0.7566807313642756,0.37974683544303794
calibration,6845.2020.0211.0,108515,3.2575,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.200000048,1.4375000574999999,1.3333333866666666,2.3157895663157895,6.286623058482456,1.1609167335263544,0.16091673352635438,0.16091673352635438,1.1719631167079452,1.1940558830711272
calibration,6845.2020.0211.0,109560,9.2975,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.200000048,1.125000045,1.0666667093333333,1.631579012631579,5.023245814964912,1.0743036758927793,0.07430367589277931,0.07430367589277931,1.0820454611601038,1.0975290316947524
calibration,6845.2020.0211.0,112723,1.68,4,"[1, 2, 3, 4]","[1, 2, 3]",1.5333333946666667,1.6250000649999998,1.600000064,1.7894737557894735,6.54780727945614,1.0353004219974546,0.035300421997454645,0.035300421997454645,1.0378458034697569,1.0429365664143613
calibration,6845.2020.0211.0,113204,0.79125,3,"[1, 2, 3]","[1, 2]",2.1333334186666666,1.9375000775,0.8666667013333333,0.0,4.9375001974999995,0.3510548523206751,-0.6489451476793249,0.6489451476793249,0.4956399437412096,0.7848101265822784
calibration,6845.2020.0211.0,116057,0.3225,4,"[1, 2, 3, 4]","[3, 4]",1.4000000559999999,1.5000000599999999,1.7333334026666667,1.3157895263157895,5.949123044982456,1.0250663521085226,0.025066352108522594,0.025066352108522594,0.9989187063796323,0.9466234149218519
calibration,6845.2020.0211.0,116234,9.2725,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",0.9333333706666667,0.8750000349999999,0.9333333706666667,1.00000004,3.741666816333333,1.0334075723830736,0.03340757238307357,0.03340757238307357,1.0230141054194506,1.0022271714922049
calibration,6845.2020.0211.0,117984,4.97375,2,"[1, 2]","[2, 4]",0.7333333626666666,1.6250000649999998,0.0,0.0,2.3583334276666665,0.0,-1.0,1.0,0.45936395759717313,1.3780918727915195
calibration,6845.2020.0211.0,119528,1.62625,4,"[1, 2, 3, 4]","[2, 3]",1.4666667253333332,2.00000008,1.9333334106666666,0.7894737157894737,6.1894739317894745,0.8798185941043082,-0.12018140589569182,0.12018140589569182,0.8869992441421013,0.9013605442176871
calibration,6845.2020.0211.0,120196,0.98,3,"[1, 2, 3]","[1, 2, 3]",1.600000064,1.5000000599999999,2.400000096,0.0,5.50000022,0.8727272727272726,-0.12727272727272743,0.12727272727272743,0.7636363636363634,0.5454545454545454
calibration,6845.2020.0211.0,120960,1.97,3,"[1, 2, 3]","[2, 3]",0.800000032,1.6875000674999998,1.6666667333333334,0.0,4.154166832833333,0.8024072216649951,-0.19759277833500488,0.19759277833500488,0.8057505850885991,0.8124373119358074
calibration,6845.2020.0211.0,122255,9.885,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.1333333786666666,1.0625000425,1.2666667173333332,0.8947368778947368,4.357237016394736,0.9920982434948916,-0.007901756505108382,0.007901756505108382,0.9608603016424248,0.8983844179374906
