path_id,label,group,index,source_time,ara_x,heading_turns,mean_relative_movement
q51_greedy,Q51 · greedy c2,Q51 cross-archive,4,112.5,1.356453618,0.075527572,0.001623616015
q51_greedy,Q51 · greedy c2,Q51 cross-archive,5,137.5,1.869486217,0.019965347,0.001009982027
q51_greedy,Q51 · greedy c2,Q51 cross-archive,6,162.5,1.896302893,0.983442759,0.000956223365
q51_greedy,Q51 · greedy c2,Q51 cross-archive,7,187.5,1.965030246,0.002202417,0.000855307738
q51_greedy,Q51 · greedy c2,Q51 cross-archive,8,212.5,1.954933649,0.004435707,0.000801549999
q51_greedy,Q51 · greedy c2,Q51 cross-archive,9,237.5,1.943606493,0.000433713,0.000756676062
q51_greedy,Q51 · greedy c2,Q51 cross-archive,10,262.5,1.929599583,0.001410217,0.000744670087
q51_greedy,Q51 · greedy c2,Q51 cross-archive,11,287.5,1.917079912,0.002397252,0.00071773231
q51_greedy,Q51 · greedy c2,Q51 cross-archive,12,312.5,1.931483291,0.001647737,0.000696616692
q51_greedy,Q51 · greedy c2,Q51 cross-archive,13,337.5,1.951466628,0.005209304,0.000660998855
q51_greedy,Q51 · greedy c2,Q51 cross-archive,14,362.5,1.954447492,0.004896245,0.000626514136
q51_greedy,Q51 · greedy c2,Q51 cross-archive,15,387.5,1.877567014,0.997058652,0.000624609302
q51_greedy,Q51 · greedy c2,Q51 cross-archive,16,412.5,1.94838934,0.002716929,0.000594732643
q51_greedy,Q51 · greedy c2,Q51 cross-archive,17,437.5,1.964470741,0.00682641,0.000560038448
q51_greedy,Q51 · greedy c2,Q51 cross-archive,18,462.5,1.28164199,0.970587737,0.001465569554
q51_greedy,Q51 · greedy c2,Q51 cross-archive,19,487.5,0.721700983,0.315244695,0.016530028712
q51_landmax,Q51 · landmax c2,Q51 cross-archive,0,12.5,0.605371195,0.524519481,0.282930764022
q51_landmax,Q51 · landmax c2,Q51 cross-archive,1,37.5,0.377289202,0.489092273,0.16607824657
q51_landmax,Q51 · landmax c2,Q51 cross-archive,2,62.5,0.357124176,0.481932598,0.064787599991
q51_landmax,Q51 · landmax c2,Q51 cross-archive,3,87.5,0.427757037,0.489823969,0.013126369996
q51_landmax,Q51 · landmax c2,Q51 cross-archive,4,112.5,0.720150892,0.473617461,0.001266051857
q51_landmax,Q51 · landmax c2,Q51 cross-archive,5,137.5,1.996215944,0.996567919,0.000252089724
q51_landmax,Q51 · landmax c2,Q51 cross-archive,6,162.5,1.996144631,0.996600168,0.000248018058
q51_landmax,Q51 · landmax c2,Q51 cross-archive,7,187.5,1.975311125,0.000349676,0.000232714278
q51_landmax,Q51 · landmax c2,Q51 cross-archive,8,212.5,1.996369047,0.997126169,0.000226194539
q51_landmax,Q51 · landmax c2,Q51 cross-archive,9,237.5,1.972816337,0.992847072,0.000227848634
q51_landmax,Q51 · landmax c2,Q51 cross-archive,10,262.5,0.979542096,0.253996095,0.00049212087
q51_landmax,Q51 · landmax c2,Q51 cross-archive,11,287.5,1.820146256,0.979476132,0.000239083611
q51_landmax,Q51 · landmax c2,Q51 cross-archive,12,312.5,1.962665557,0.99387162,0.000213149231
q51_landmax,Q51 · landmax c2,Q51 cross-archive,13,337.5,1.926019821,0.992519739,0.000206347088
q51_landmax,Q51 · landmax c2,Q51 cross-archive,14,362.5,1.961366285,0.996614487,0.000203962112
q51_landmax,Q51 · landmax c2,Q51 cross-archive,15,387.5,1.902304878,0.980455475,0.000215378285
q51_landmax,Q51 · landmax c2,Q51 cross-archive,16,412.5,1.897387175,0.979187094,0.000206191195
q51_landmax,Q51 · landmax c2,Q51 cross-archive,17,437.5,1.752755172,0.968833342,0.000220431411
q51_landmax,Q51 · landmax c2,Q51 cross-archive,18,462.5,1.025496718,0.797174225,0.001384102767
q51_landmax,Q51 · landmax c2,Q51 cross-archive,19,487.5,1.13698003,0.219591556,0.003464508723
q51_mimic,Q51 · mimic c2,Q51 cross-archive,0,12.5,0.640628761,0.551485979,0.238258643343
q51_mimic,Q51 · mimic c2,Q51 cross-archive,1,37.5,0.245561632,0.485461737,0.173816121462
q51_mimic,Q51 · mimic c2,Q51 cross-archive,2,62.5,0.425086461,0.50474176,0.09689559686
q51_mimic,Q51 · mimic c2,Q51 cross-archive,3,87.5,0.432737521,0.479359611,0.030181990185
q51_mimic,Q51 · mimic c2,Q51 cross-archive,4,112.5,1.087877844,0.793810049,0.005037311699
q51_mimic,Q51 · mimic c2,Q51 cross-archive,5,137.5,1.210140058,0.869326731,0.003229440748
q51_mimic,Q51 · mimic c2,Q51 cross-archive,6,162.5,1.316973357,0.111695131,0.002146146072
q51_mimic,Q51 · mimic c2,Q51 cross-archive,7,187.5,0.610648582,0.512950177,0.005915992168
q51_mimic,Q51 · mimic c2,Q51 cross-archive,8,212.5,1.28047381,0.13342263,0.00195397066
q51_mimic,Q51 · mimic c2,Q51 cross-archive,9,237.5,1.091658587,0.836943291,0.003034898095
q51_mimic,Q51 · mimic c2,Q51 cross-archive,10,262.5,1.191801234,0.163733971,0.002026856691
q51_mimic,Q51 · mimic c2,Q51 cross-archive,11,287.5,1.291390254,0.927306296,0.003119777455
q51_mimic,Q51 · mimic c2,Q51 cross-archive,12,312.5,1.23298721,0.041207262,0.001815837803
q51_mimic,Q51 · mimic c2,Q51 cross-archive,13,337.5,1.221977643,0.961907116,0.002661003763
q51_mimic,Q51 · mimic c2,Q51 cross-archive,14,362.5,1.226001867,0.86515257,0.002447211578
q51_mimic,Q51 · mimic c2,Q51 cross-archive,15,387.5,1.203764518,0.16012176,0.001840151413
q51_mimic,Q51 · mimic c2,Q51 cross-archive,16,412.5,1.1834835,0.861416574,0.002614121826
q51_mimic,Q51 · mimic c2,Q51 cross-archive,17,437.5,1.214008778,0.159658474,0.001804146965
q51_mimic,Q51 · mimic c2,Q51 cross-archive,18,462.5,1.130575388,0.859590446,0.00383522117
q51_mimic,Q51 · mimic c2,Q51 cross-archive,19,487.5,1.321219927,0.190626351,0.004888365895
q52_fixed_A,Q52 · fixed A,Q52 continuation,0,25.0,0.393278634,0.499663599,0.138700800585
q52_fixed_A,Q52 · fixed A,Q52 continuation,1,75.0,0.416241341,0.465953999,0.040721652981
q52_fixed_A,Q52 · fixed A,Q52 continuation,2,125.0,0.599714305,0.452189753,0.003046507839
q52_fixed_A,Q52 · fixed A,Q52 continuation,3,175.0,1.995093208,0.000830461,0.000293954699
q52_fixed_A,Q52 · fixed A,Q52 continuation,4,225.0,1.994077991,0.000954503,0.000265597654
q52_fixed_A,Q52 · fixed A,Q52 continuation,5,275.0,1.992022549,0.004219008,0.000266061195
q52_fixed_A,Q52 · fixed A,Q52 continuation,6,325.0,1.993890949,0.001613813,0.00025391179
q52_fixed_A,Q52 · fixed A,Q52 continuation,7,375.0,1.993288734,0.002365697,0.000227449492
q52_fixed_A,Q52 · fixed A,Q52 continuation,8,425.0,1.992472939,0.00318402,0.000230106958
q52_fixed_A,Q52 · fixed A,Q52 continuation,9,475.0,1.684343506,0.992449295,0.057586178242
q52_fixed_A,Q52 · fixed A,Q52 continuation,10,525.0,1.423155491,0.002802051,0.023027827879
q52_fixed_A,Q52 · fixed A,Q52 continuation,11,575.0,1.994727054,0.976605396,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,12,625.0,1.99130058,0.972012844,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,13,725.0,1.967218645,0.033820837,1e-12
q52_fixed_A,Q52 · fixed A,Q52 continuation,14,975.0,1.924168975,0.931773907,1e-12
q52_fixed_A,Q52 · fixed A,Q52 continuation,15,1025.0,1.996777849,0.980194762,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,16,1125.0,1.948297799,0.941554859,3e-12
q52_fixed_A,Q52 · fixed A,Q52 continuation,17,1175.0,1.972960065,0.030052233,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,18,1225.0,1.826717496,0.088059472,2e-12
q52_fixed_A,Q52 · fixed A,Q52 continuation,19,1275.0,1.538378102,0.152475334,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,20,1325.0,1.746081165,0.083165042,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,21,1425.0,1.803851037,0.094347162,2e-12
q52_fixed_A,Q52 · fixed A,Q52 continuation,22,1475.0,1.857860088,0.074391166,3e-12
q52_fixed_A,Q52 · fixed A,Q52 continuation,23,1625.0,1.996800003,0.980220928,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,24,1675.0,1.995434503,0.993636581,0.0
q52_fixed_A,Q52 · fixed A,Q52 continuation,25,1725.0,0.278545769,0.614447738,4.9e-11
q52_fixed_A,Q52 · fixed A,Q52 continuation,26,1875.0,0.782930192,0.277781678,1.6e-11
q52_fixed_A,Q52 · fixed A,Q52 continuation,27,1975.0,0.962159762,0.379120962,0.001482421127
q52_fixed_B,Q52 · fixed B,Q52 continuation,0,25.0,0.50765597,0.510502111,0.128279569216
q52_fixed_B,Q52 · fixed B,Q52 continuation,1,75.0,0.340557291,0.473888294,0.050327119802
q52_fixed_B,Q52 · fixed B,Q52 continuation,2,125.0,0.550625724,0.446259809,0.002946069699
q52_fixed_B,Q52 · fixed B,Q52 continuation,3,175.0,1.996723584,0.998007806,0.000213426805
q52_fixed_B,Q52 · fixed B,Q52 continuation,4,225.0,1.996496109,0.997830417,0.000201347294
q52_fixed_B,Q52 · fixed B,Q52 continuation,5,275.0,1.996501182,0.997780965,0.000187042252
q52_fixed_B,Q52 · fixed B,Q52 continuation,6,325.0,1.996724163,0.997309274,0.000181322652
q52_fixed_B,Q52 · fixed B,Q52 continuation,7,375.0,1.996392505,0.997964487,0.000172856022
q52_fixed_B,Q52 · fixed B,Q52 continuation,8,425.0,1.996061847,0.998218382,0.000160954723
q52_fixed_B,Q52 · fixed B,Q52 continuation,9,475.0,1.714693072,0.99612005,0.037659861381
q52_fixed_B,Q52 · fixed B,Q52 continuation,10,525.0,1.399665533,0.04277766,0.014023711037
q52_fixed_B,Q52 · fixed B,Q52 continuation,11,625.0,1.856189394,0.910549392,1e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,12,675.0,1.847731713,0.90397285,1e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,13,725.0,1.9978619,0.003366135,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,14,775.0,1.9978619,0.003366135,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,15,825.0,1.972848933,0.030128733,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,16,875.0,1.868967118,0.075348846,3e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,17,975.0,1.928602662,0.05180537,2e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,18,1025.0,1.999997974,0.992636324,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,19,1125.0,1.712235213,0.869115244,2e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,20,1175.0,1.980034759,0.024760125,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,21,1225.0,1.978623638,0.02592366,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,22,1425.0,1.996819875,0.005652875,1e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,23,1475.0,1.992475185,0.011348831,1e-12
q52_fixed_B,Q52 · fixed B,Q52 continuation,24,1525.0,1.871550618,0.039938316,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,25,1575.0,1.973057455,0.029985066,0.0
q52_fixed_B,Q52 · fixed B,Q52 continuation,26,1925.0,0.040537337,0.44748505,2.1e-11
q52_fixed_B,Q52 · fixed B,Q52 continuation,27,1975.0,0.933773562,0.267613301,0.001560479432
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,0,25.0,0.403006361,0.506256082,0.154624919107
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,1,75.0,0.381619466,0.472406032,0.048570227855
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,2,125.0,0.511736878,0.491928233,0.002394209341
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,3,175.0,1.996053048,0.996884048,0.000192392149
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,4,225.0,1.995823134,0.997180669,0.000182634332
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,5,275.0,1.995541716,0.997553348,0.000166589304
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,6,325.0,1.99594021,0.996822911,0.000165475134
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,7,375.0,1.995822088,0.997318793,0.000159162031
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,8,425.0,1.995154067,0.997535654,0.000145843891
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,9,475.0,1.742520017,0.997884806,0.311913329536
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,10,525.0,1.66428348,0.997045236,0.693708831842
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,11,575.0,1.459682333,0.998654313,0.681227706319
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,12,625.0,1.231271306,0.00442697,0.551708437158
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,13,675.0,1.072791628,0.889282782,0.592184767852
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,14,725.0,0.998907237,0.269260296,0.624217968876
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,15,775.0,1.189159007,0.006502185,0.557569138493
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,16,825.0,1.095891413,0.973812284,0.556994726187
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,17,875.0,0.955238605,0.332668739,0.545483556523
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,18,925.0,0.878668118,0.496716742,0.628354043965
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,19,975.0,1.065915925,0.928118407,0.601689032671
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,20,1025.0,1.023089901,0.791886852,0.5996209544
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,21,1075.0,1.154941364,0.029930374,0.503282108255
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,22,1125.0,0.932147548,0.543170481,0.570193472703
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,23,1175.0,0.904940436,0.541542935,0.550324744005
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,24,1225.0,1.046281167,0.875447822,0.632488130636
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,25,1275.0,0.974561522,0.317827243,0.481198087054
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,26,1325.0,1.042589423,0.938649533,0.602678038578
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,27,1375.0,1.145146953,0.018421796,0.575706628694
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,28,1425.0,1.046547274,0.996298616,0.567180894967
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,29,1475.0,1.035293344,0.185279075,0.545305865233
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,30,1525.0,0.964397776,0.612663985,0.5349846876
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,31,1575.0,0.980799408,0.65095905,0.548004285465
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,32,1625.0,1.066007942,0.995175191,0.507166193917
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,33,1675.0,0.876977553,0.473951197,0.546996419475
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,34,1725.0,0.940872056,0.375009454,0.478296805155
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,35,1775.0,0.96285464,0.55446005,0.602282674258
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,36,1825.0,1.001712664,0.239948093,0.58573774609
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,37,1875.0,1.018690078,0.893266771,0.558660161823
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,38,1925.0,0.846272038,0.468632246,0.661458315815
q52_alternating_AB,Q52 · alternating AB,Q52 continuation,39,1975.0,1.024137794,0.150155049,0.51092734915
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,0,25.0,0.402823528,0.512588648,0.148762080944
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,1,75.0,0.360683424,0.475466133,0.046285297966
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,2,125.0,0.812579953,0.421589722,0.001737165899
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,3,175.0,1.995952513,0.996913991,0.000193109261
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,4,225.0,1.995899843,0.996343207,0.000177462795
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,5,275.0,1.995664627,0.997053221,0.000167935597
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,6,325.0,1.996034038,0.996295847,0.000166966271
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,7,375.0,1.99592452,0.996878392,0.000155648188
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,8,425.0,1.995458017,0.996858545,0.000148253415
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,9,475.0,1.772649202,0.001243992,0.329296861312
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,10,525.0,1.723664207,0.002516464,0.757145752312
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,11,575.0,1.362142499,0.99238878,0.58752065305
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,12,625.0,1.170440831,0.996689043,0.621025979066
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,13,675.0,0.894969478,0.493453168,0.669647114058
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,14,725.0,1.176193217,0.014780293,0.590153624286
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,15,775.0,1.099867579,0.072788246,0.591441257452
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,16,825.0,0.979702123,0.451367541,0.509547375506
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,17,875.0,1.048028507,0.012777374,0.579544691257
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,18,925.0,0.907576432,0.526922227,0.539035062434
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,19,975.0,1.208504022,0.984987284,0.637128842572
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,20,1025.0,0.951637097,0.453348937,0.59421144039
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,21,1075.0,0.959743327,0.423498397,0.58278942269
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,22,1125.0,0.95918597,0.664643134,0.613306491263
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,23,1175.0,1.007854551,0.763361334,0.5754097406
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,24,1225.0,1.015224641,0.045338782,0.549875841878
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,25,1275.0,0.953155145,0.48092739,0.55382599934
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,26,1325.0,0.959561773,0.477829909,0.576162158849
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,27,1375.0,1.01405018,0.161879462,0.616786398278
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,28,1425.0,1.096282411,0.045145349,0.524881093828
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,29,1475.0,1.027378097,0.1634227,0.601032804643
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,30,1525.0,1.12878603,0.985970924,0.523663229155
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,31,1575.0,1.011787393,0.904360813,0.597839954912
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,32,1625.0,0.937181893,0.549817749,0.467457253611
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,33,1675.0,0.964133978,0.466686106,0.572665549022
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,34,1725.0,0.802888892,0.445795168,0.529793980133
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,35,1775.0,0.940673219,0.450323915,0.599526702351
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,36,1825.0,1.050641825,0.019697594,0.598287355817
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,37,1875.0,1.009427105,0.872800612,0.480655630752
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,38,1925.0,1.147996826,0.063650485,0.605529441237
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,39,1975.0,1.016590326,0.808085541,0.65088378532
q52_random_520101,Q52 · random 520101,Q52 continuation,0,25.0,0.424696888,0.496863445,0.1433740476
q52_random_520101,Q52 · random 520101,Q52 continuation,1,75.0,0.341545577,0.475032589,0.048361349066
q52_random_520101,Q52 · random 520101,Q52 continuation,2,125.0,0.58670411,0.441879257,0.002384928711
q52_random_520101,Q52 · random 520101,Q52 continuation,3,175.0,1.996480862,0.997058378,0.00021947187
q52_random_520101,Q52 · random 520101,Q52 continuation,4,225.0,1.996190828,0.997459586,0.000205916811
q52_random_520101,Q52 · random 520101,Q52 continuation,5,275.0,1.99625926,0.997443785,0.000193561764
q52_random_520101,Q52 · random 520101,Q52 continuation,6,325.0,1.951434923,0.947890712,0.001226777934
q52_random_520101,Q52 · random 520101,Q52 continuation,7,375.0,1.996253362,0.997502479,0.000178771773
q52_random_520101,Q52 · random 520101,Q52 continuation,8,425.0,1.995893711,0.997970151,0.000167904933
q52_random_520101,Q52 · random 520101,Q52 continuation,9,475.0,1.815674414,0.996221569,0.322049110528
q52_random_520101,Q52 · random 520101,Q52 continuation,10,525.0,1.62954196,0.990603204,0.695949675575
q52_random_520101,Q52 · random 520101,Q52 continuation,11,575.0,1.337591793,0.982607257,0.698647808235
q52_random_520101,Q52 · random 520101,Q52 continuation,12,625.0,1.033676568,0.885520597,0.672539797016
q52_random_520101,Q52 · random 520101,Q52 continuation,13,675.0,1.091002871,0.049430535,0.696494272393
q52_random_520101,Q52 · random 520101,Q52 continuation,14,725.0,0.936794576,0.464370359,0.6358548454
q52_random_520101,Q52 · random 520101,Q52 continuation,15,775.0,1.054755475,0.933059022,0.627108746448
q52_random_520101,Q52 · random 520101,Q52 continuation,16,825.0,1.031180015,0.006966423,0.647550822314
q52_random_520101,Q52 · random 520101,Q52 continuation,17,875.0,1.040790001,0.963178328,0.622058518766
q52_random_520101,Q52 · random 520101,Q52 continuation,18,925.0,0.906852853,0.500125141,0.703184697682
q52_random_520101,Q52 · random 520101,Q52 continuation,19,975.0,1.084934914,0.077737412,0.739747955271
q52_random_520101,Q52 · random 520101,Q52 continuation,20,1025.0,1.034991996,0.969253138,0.651193519181
q52_random_520101,Q52 · random 520101,Q52 continuation,21,1075.0,1.013362546,0.805483106,0.697114335208
q52_random_520101,Q52 · random 520101,Q52 continuation,22,1125.0,1.059485242,0.931911164,0.69598768222
q52_random_520101,Q52 · random 520101,Q52 continuation,23,1175.0,1.054751061,0.006408828,0.646520753636
q52_random_520101,Q52 · random 520101,Q52 continuation,24,1225.0,1.047142168,0.012949186,0.641146029373
q52_random_520101,Q52 · random 520101,Q52 continuation,25,1275.0,1.045471539,0.097177002,0.697972603939
q52_random_520101,Q52 · random 520101,Q52 continuation,26,1325.0,0.963837528,0.385854937,0.609681785215
q52_random_520101,Q52 · random 520101,Q52 continuation,27,1375.0,1.034820577,0.087824668,0.668833895072
q52_random_520101,Q52 · random 520101,Q52 continuation,28,1425.0,0.939043998,0.45500552,0.693945673606
q52_random_520101,Q52 · random 520101,Q52 continuation,29,1475.0,1.020156112,0.000915468,0.697894347231
q52_random_520101,Q52 · random 520101,Q52 continuation,30,1525.0,1.007467937,0.833612388,0.664871263218
q52_random_520101,Q52 · random 520101,Q52 continuation,31,1575.0,0.984109182,0.636324373,0.691436042703
q52_random_520101,Q52 · random 520101,Q52 continuation,32,1625.0,0.931324113,0.573210126,0.637550200574
q52_random_520101,Q52 · random 520101,Q52 continuation,33,1675.0,1.086538953,0.954796022,0.686243641374
q52_random_520101,Q52 · random 520101,Q52 continuation,34,1725.0,0.930126608,0.579094501,0.65629353835
q52_random_520101,Q52 · random 520101,Q52 continuation,35,1775.0,0.964549766,0.472814758,0.694994572767
q52_random_520101,Q52 · random 520101,Q52 continuation,36,1825.0,0.947765837,0.52025991,0.66748930497
q52_random_520101,Q52 · random 520101,Q52 continuation,37,1875.0,1.050484926,0.944612487,0.655651028218
q52_random_520101,Q52 · random 520101,Q52 continuation,38,1925.0,1.050552211,0.106165655,0.640864164641
q52_random_520101,Q52 · random 520101,Q52 continuation,39,1975.0,1.01432497,0.199241597,0.566560262977
q52_random_520102,Q52 · random 520102,Q52 continuation,0,25.0,0.429039103,0.493317086,0.14348292525
q52_random_520102,Q52 · random 520102,Q52 continuation,1,75.0,0.339550289,0.47627407,0.048036043855
q52_random_520102,Q52 · random 520102,Q52 continuation,2,125.0,0.622972441,0.437575024,0.002399074383
q52_random_520102,Q52 · random 520102,Q52 continuation,3,175.0,1.995475956,0.999604525,0.000265829321
q52_random_520102,Q52 · random 520102,Q52 continuation,4,225.0,1.994720008,0.999787816,0.000244503135
q52_random_520102,Q52 · random 520102,Q52 continuation,5,275.0,1.993415714,0.00159646,0.000238830683
