entity,entity_type,replicate,s1,s2,s3,retained,determinant,closure,balance,relation_dominance
Psi-minus,physically_prepared,5,0.9591145209697675,0.8620989918435271,0.8290196608609316,3,-0.6854762840740742,0.8817202421694369,0.8643594093671984,0.9788256964536062
Phi-classical,equal_weight_reconstruction,5,0.980054489417165,0.06270325857529092,0.009200518593674876,1,-0.0005653958815586392,0.08268959793168562,0.00938776230610034,0.986954896669344
Psi-classical,equal_weight_reconstruction,5,0.9245339777531283,0.15470575340693654,0.051551979512075526,1,-0.0073735170346257714,0.19463677318713873,0.055759962048513356,0.9877068817167892
Bell-uniform-mixed,equal_weight_reconstruction,5,0.13275624859284274,0.05290947372269465,0.046364415868642074,0,0.000325666589445891,0.06880041670962699,0.3492446974065951,0.9307896886586874
Phi-plus,physically_prepared,6,1.0429989638455972,0.9760260461632612,0.869028230720047,3,-0.8846656592592592,0.9599745577962366,0.8332014324500284,0.9943408947899086
Phi-minus,physically_prepared,6,1.1869049868473693,0.9259237265436293,0.7424915351843452,3,-0.8159859375000001,0.9344603776154813,0.625569479791752,0.9821342783283349
Psi-plus,physically_prepared,6,1.0630362665660802,0.9742894991330827,0.7467422568829403,3,-0.7734047427160492,0.9179145986232985,0.702461694270448,0.9886480522481074
Psi-minus,physically_prepared,6,0.9098670112405292,0.8850484790102026,0.8273541885067989,3,-0.6662488143595682,0.8733979127847947,0.9093133153368965,0.9819051543104347
Phi-classical,equal_weight_reconstruction,6,0.9706392043850363,0.08485483122600779,0.001364879079657811,1,0.00011241611689814694,0.04826246798854047,0.0014061652089589268,0.9810134318675964
Psi-classical,equal_weight_reconstruction,6,0.9254839371898678,0.1739906681142171,0.031599032725861446,1,-0.005088252210648145,0.17199779394421477,0.03414325355209136,0.9809506438689514
Bell-uniform-mixed,equal_weight_reconstruction,6,0.1556735563881019,0.06119833183393989,0.04588735984264091,0,0.00043716713173948675,0.07589546638172431,0.2947665673432773,0.738473148182456
Phi-plus,physically_prepared,7,0.966116120288355,0.9365946990894017,0.8474053102882694,3,-0.7667825224691357,0.9152872270435691,0.8771257331213413,0.9732131078925382
Phi-minus,physically_prepared,7,1.1824773145426883,0.9116095136378966,0.8494993166488073,3,-0.9157242187500001,0.9710797551302383,0.7184064389238138,0.9706033130374564
Psi-plus,physically_prepared,7,1.0135270774650498,0.8706349927388414,0.7751651467671632,3,-0.6840151358024692,0.8810933104469648,0.764819375823626,0.9924853418721156
Psi-minus,physically_prepared,7,1.041145424522944,0.8878926367030847,0.7681649928340855,3,-0.7101111970987655,0.8921587109167474,0.7378075864724287,0.9873318644541004
Phi-classical,equal_weight_reconstruction,7,0.9561655734665971,0.13145610314691278,0.030049335642567752,1,-0.0037770151919367325,0.15573381067603753,0.03142691650529029,0.9542927356978365
Psi-classical,equal_weight_reconstruction,7,0.9255774418461361,0.09986318618464528,0.08492583259176464,1,-0.007849789178240738,0.1987403259148702,0.09175443215467036,0.9913265786209109
Bell-uniform-mixed,equal_weight_reconstruction,7,0.1758667056816744,0.06539560462991319,0.0032359951558215186,0,3.721688759886216e-05,0.03338720140192267,0.018400271633442638,0.8086951721538398
Phi-plus,physically_prepared,8,0.978365332856208,0.9576878202911073,0.8634135845786378,3,-0.8089913856790124,0.931782677597717,0.8825063149549833,0.9863459694841342
Phi-minus,physically_prepared,8,1.036718735669224,0.9514149273706773,0.9173146061132215,3,-0.9047929687500001,0.967200262362664,0.884824952566402,0.9293847465905751
Psi-plus,physically_prepared,8,0.9998101201015775,0.9115525868367139,0.7519084896306879,3,-0.6852739843209875,0.8816334950217458,0.7520512890530617,0.988344236690393
Psi-minus,physically_prepared,8,0.986691508927647,0.9028252255734462,0.8424491042337973,3,-0.7504620731635803,0.908746845368515,0.8538120543364006,0.9817472643580872
Phi-classical,equal_weight_reconstruction,8,0.96684502751244,0.07915423929007848,0.016508485956955747,1,-0.0012633924932484617,0.10810507872170778,0.01707459363930311,0.9571317273077908
Psi-classical,equal_weight_reconstruction,8,0.9227948348968303,0.12174574094213553,0.03141856889394394,1,-0.0035297612519290195,0.15225858068830636,0.0340471876367368,0.9818734341373959
Bell-uniform-mixed,equal_weight_reconstruction,8,0.10436604675880651,0.06683204869874436,0.01603645644236707,0,-0.00011185423107759418,0.04818192407112644,0.15365587698677396,0.5286734569517522
Phi-plus,physically_prepared,9,1.0079716701588577,0.9668246186385796,0.8865240255291547,3,-0.8639458770370373,0.9524207430692592,0.879512839273982,0.997028765221363
Phi-minus,physically_prepared,9,1.158749818885418,0.8887902268564251,0.7900301670680151,3,-0.813640625,0.9335642409835723,0.6817952885014747,0.9512602776654536
Psi-plus,physically_prepared,9,1.0313870120997166,0.9018449566798952,0.8473519170385952,3,-0.7881653814814815,0.923717387271189,0.8215654328568096,0.9928160916160735
Psi-minus,physically_prepared,9,0.9491658161228215,0.8940812543573377,0.8170937867706655,3,-0.6934114143518517,0.8851094864286831,0.8608546292873805,0.9789175028295612
Phi-classical,equal_weight_reconstruction,9,0.9033582768148278,0.12297432707601283,0.01940182140110179,1,0.0021553459374999955,0.12917317321831262,0.02147743802105974,0.9514017743136717
Psi-classical,equal_weight_reconstruction,9,0.953484871549612,0.09394085422814938,0.03254109707492327,1,-0.002914744571759259,0.14284558897574312,0.03412859296030275,0.985350614832344
Bell-uniform-mixed,equal_weight_reconstruction,9,0.20596250409112837,0.07307821425096295,0.043084266409327124,0,-0.0006484773211443865,0.08655621641763776,0.20918499995642137,0.7410929029954015
Phi-plus,physically_prepared,10,1.0447583440196042,0.8691022624578799,0.7771687798269353,3,-0.7056706824691358,0.8902951857063627,0.7438742023699523,0.9790498303289159
Phi-minus,physically_prepared,10,1.0183591791789621,0.9862648455041366,0.9633878141510059,3,-0.9675996093750002,0.9890810809259329,0.946019669531259,0.9728869616554889
Psi-plus,physically_prepared,10,0.9533859196625237,0.935492475574836,0.7767848738761117,3,-0.6928030523456788,0.8848505614852701,0.8147643654639617,0.9890496185658714
Psi-minus,physically_prepared,10,0.9795147533346783,0.8661999201809978,0.8196200016964658,3,-0.695411181257716,0.885959541580231,0.8367612625599933,0.9818168955632721
Phi-classical,equal_weight_reconstruction,10,0.9589181118659985,0.15331910284429826,0.015412770375390246,1,-0.0022659926615547945,0.1313468009514029,0.016073082972015096,0.9868390584060018
Psi-classical,equal_weight_reconstruction,10,0.9263799060496046,0.12518033557756125,0.07145527976682459,1,-0.008286279185474539,0.20235775559839245,0.0771338835181928,0.9920165044288797
Bell-uniform-mixed,equal_weight_reconstruction,10,0.12082669100132186,0.03631826338061333,0.008055701611169168,0,-3.5350155375916274e-05,0.03281938528373851,0.06667154040559661,0.6453745069843679
Phi-plus,physically_prepared,11,1.0644755141175966,0.9044301169236453,0.8502804078444229,3,-0.8186021175308643,0.9354579881522571,0.7987787380429019,0.9966951743846227
Phi-minus,physically_prepared,11,1.105510689261523,0.8916061496438629,0.7982741515893886,3,-0.7868429687500003,0.9232004824529324,0.7220863256624256,0.960424889691447
Psi-plus,physically_prepared,11,0.98805399716216,0.9243581208202469,0.7750030650390108,3,-0.7078224948148147,0.8911991976727991,0.7843731893853336,0.9787055758612471
Psi-minus,physically_prepared,11,0.9739136984221108,0.8754700940710374,0.7737005817837554,3,-0.659682119845679,0.8705189662945387,0.794424170270188,0.9749577892608677
Phi-classical,equal_weight_reconstruction,11,0.9723612749184548,0.11119608026081929,0.027916215665491927,1,-0.003018378352623458,0.1445188706751812,0.02870971560219021,0.9624167212810805
Psi-classical,equal_weight_reconstruction,11,0.9223386110903169,0.1320998278461953,0.05898387429102839,1,-0.007186640763888888,0.19297837519700764,0.06395034706538225,0.9516537607580221
Bell-uniform-mixed,equal_weight_reconstruction,11,0.13647349384427904,0.10021770664832129,0.008287893848894778,0,0.00011335402618031471,0.04839631744918398,0.0607289636649264,0.5679797808103646
Phi-plus,physically_prepared,12,1.0403720379296468,0.9443960100374691,0.8998237931242478,3,-0.8840977540740741,0.9597690974161949,0.8649057840067561,0.9946013463314951
Phi-minus,physically_prepared,12,1.0621366407470343,0.9001902663411753,0.8213221753777318,3,-0.78528671875,0.9225914329313047,0.7732735543329622,0.9662574028600318
Psi-plus,physically_prepared,12,1.003331218444146,0.9896961017075907,0.701490856668719,3,-0.6965755071604938,0.8864537194616798,0.6991617959984467,0.9863311448223108
Psi-minus,physically_prepared,12,0.9977691276299205,0.8734247301064696,0.783902760177314,3,-0.6831526229166668,0.8807228147561685,0.7856554572292489,0.9796029369502922
Phi-classical,equal_weight_reconstruction,12,0.9318589703238116,0.07806818187225968,0.024588633600660097,1,0.0017887870862268497,0.12139092394123023,0.026386646889406232,0.9821280615304406
Psi-classical,equal_weight_reconstruction,12,0.952517390159397,0.14636022157181966,0.03647403647853515,1,0.005084869362461416,0.1719596687758865,0.03829225256709642,0.9913813148139802
Bell-uniform-mixed,equal_weight_reconstruction,12,0.14885646743412578,0.0904585026270058,0.013190919898349066,0,0.00017762013099199427,0.0562122188821072,0.0886150271178947,0.8078189945538794
Phi-plus,physically_prepared,13,1.0951024695989526,0.9465459328988085,0.8517547616775515,3,-0.8828989945679013,0.959335113457893,0.7777854450364634,0.9903408641793401
Phi-minus,physically_prepared,13,1.076848561890244,1.0515784086557705,0.9036226709495014,3,-1.0232539062500001,1.007691983766195,0.8391362564141138,0.9775977058464783
Psi-plus,physically_prepared,13,0.9893743913144024,0.9372423754979183,0.6989881255633539,3,-0.6481602287654321,0.8654210603399312,0.7064950656694632,0.9947559673644841
Psi-minus,physically_prepared,13,0.9601215970815151,0.9134784613857282,0.8377559096877911,3,-0.7347541550617285,0.9023617619364243,0.8725518853386077,0.9887993002269999
Phi-classical,equal_weight_reconstruction,13,0.9716700163040317,0.06217773098996629,0.014057918377690277,1,-0.0008493265268132726,0.09470179907850038,0.014467790650948326,0.9762839054945721
Psi-classical,equal_weight_reconstruction,13,0.9277205892884276,0.14418025545230817,0.028626573543719742,1,-0.003829061608796297,0.15644587551263933,0.03085689147599565,0.9906585270770417
Bell-uniform-mixed,equal_weight_reconstruction,13,0.10859103456784744,0.07785024109626701,0.034490529561305175,0,0.00029157735710238223,0.06631085052887539,0.3176185741167754,0.7073775806057666
Phi-plus,physically_prepared,14,1.0411042367455605,0.9411575414030549,0.813548790373239,3,-0.7971501718518518,0.9272141443349018,0.7814287577162798,0.9934980043174593
Phi-minus,physically_prepared,14,1.2877306685074268,0.8490771638283204,0.826540063457707,3,-0.903724609375,0.9668194295914906,0.6418578695619068,0.975900068938749
Psi-plus,physically_prepared,14,1.040325165986774,0.9644413036083634,0.7644471353603493,3,-0.7669947007407407,0.9153716430485532,0.7348155753160622,0.9951204611909021
Psi-minus,physically_prepared,14,0.9793083851402784,0.8573692676765032,0.76890371076282,3,-0.645593786867284,0.8642773149540736,0.7851497265110015,0.971824126819913
Phi-classical,equal_weight_reconstruction,14,0.9681781636228506,0.22835956744340277,0.011495193698932744,1,-0.002541503948206016,0.1364678228028372,0.011873014834293087,0.9794198073711294
Psi-classical,equal_weight_reconstruction,14,0.9153512625559983,0.08053365796711742,0.029676512034274915,1,-0.002187651136670524,0.1298153421013149,0.03242090031252828,0.982784241961454
Bell-uniform-mixed,equal_weight_reconstruction,14,0.15632345334391806,0.07198779613384268,0.009612649149707397,0,0.0001081748022460937,0.047647710420066554,0.06149204706064912,0.8753869586058485
Phi-plus,physically_prepared,15,1.0910886996349567,0.9395805394668428,0.8908334093483795,3,-0.9132518637037038,0.9702050311280664,0.8164628683684688,0.9975334065609368
Phi-minus,physically_prepared,15,1.0811808765781565,0.95221675199522,0.8795024324675644,3,-0.9054640625000001,0.9674393305483342,0.8134646584308013,0.9452589862933634
Psi-plus,physically_prepared,15,0.956976515829812,0.9381328495477227,0.7541252548869756,3,-0.6770318639506173,0.8780846184768899,0.788029008458018,0.9829882324519381
Psi-minus,physically_prepared,15,1.022541713400554,0.8591567252810668,0.7464930006499946,3,-0.6558117108024691,0.8688131571934157,0.7300367220887891,0.9791678214683462
Phi-classical,equal_weight_reconstruction,15,0.9643351080794063,0.14012025755718446,0.0020025741053058925,1,0.0002705935879629641,0.06468037071842776,0.0020766371446273163,0.953176116875204
Psi-classical,equal_weight_reconstruction,15,0.9081098201146048,0.09723415103716751,0.03557014382385281,1,-0.0031408183526234587,0.14644715528333266,0.039169429771570806,0.970885189463431
Bell-uniform-mixed,equal_weight_reconstruction,15,0.10933884866737363,0.08129541146633817,0.04740271965457854,0,-0.0004213507675057867,0.07496892149417848,0.43353959029498507,0.499627057653965
Phi-plus,physically_prepared,16,1.0707730000210385,0.9294643519929409,0.8516890279359365,3,-0.8476395298765432,0.9463905621354053,0.7953964359572034,0.9915433393573918
Phi-minus,physically_prepared,16,1.2146427319542659,0.9147007220839879,0.8167767237621975,3,-0.9074671875000002,0.9681522153158079,0.6724419471461103,0.9885931253358872
Psi-plus,physically_prepared,16,0.9737428307245225,0.9107247448850577,0.6953416017405298,3,-0.616637061728395,0.8511573906885046,0.7140916264545479,0.9907641605244326
Psi-minus,physically_prepared,16,0.9292378274563345,0.8871544853500277,0.8147884529919655,3,-0.6716932732716051,0.8757705422623084,0.8768352179789548,0.965870542492198
Phi-classical,equal_weight_reconstruction,16,0.9653278220228062,0.16504088994192698,0.0730143866610251,1,0.011632547148919743,0.22658175717721854,0.07563688209879452,0.9805032574997382
Psi-classical,equal_weight_reconstruction,16,0.9047733473470397,0.1436392330046959,0.005428583134485905,1,0.0007055038194444431,0.08902250070512265,0.005999937056505366,0.975768045744383
Bell-uniform-mixed,equal_weight_reconstruction,16,0.1395867742784163,0.03429175666260254,0.018723760048419923,0,-8.96245671778547e-05,0.044751647046165785,0.13413706381002816,0.7422404659316256
Phi-plus,physically_prepared,17,1.017901468174091,0.9598358364910787,0.8679578255683799,3,-0.8480106854320988,0.9465286738548874,0.8526933624777262,0.9894311780410822
Phi-minus,physically_prepared,17,1.1948621281189364,0.9027179127738707,0.8827494897303945,3,-0.952154296875,0.9837900909173288,0.7387877387327534,0.9534603682867413
Psi-plus,physically_prepared,17,1.0381546697530648,0.9748707216915866,0.6873934033664877,3,-0.6956878991975308,0.8860770396373835,0.6621300499760704,0.9966962541757841
Psi-minus,physically_prepared,17,0.987538891154779,0.8962828461891142,0.8378708041377999,3,-0.7416113197685184,0.9051602006800552,0.8484433490594333,0.9829899521906452
Phi-classical,equal_weight_reconstruction,17,0.9959566369051891,0.07089878123824644,0.022653731610962964,1,0.001599627827449848,0.11695164016579067,0.02274570073789217,0.9859665020175691
Psi-classical,equal_weight_reconstruction,17,0.9395641833019444,0.13062925704697376,0.03921643818964347,1,-0.004813212725694445,0.16884116965527024,0.04173896673223933,0.9846423578641684
Bell-uniform-mixed,equal_weight_reconstruction,17,0.15729160248504295,0.0986143368278615,0.025188486530483018,0,0.0003907038302951389,0.0731053604831096,0.1601387876563736,0.8609715245575674
Phi-plus,physically_prepared,18,0.9971132275535646,0.9773573668848563,0.7794445044390782,3,-0.7595966972839506,0.9124190747409765,0.7817010976290621,0.9813896867764537
Phi-minus,physically_prepared,18,1.2345211387918793,0.8418474956150519,0.7538590564572845,3,-0.7834695312500002,0.9218792444504379,0.6106489656345797,0.9576894598674911
Psi-plus,physically_prepared,18,1.029669037619885,0.9622310346997616,0.7568313329965564,3,-0.7498529723148148,0.9085009220839435,0.735023881796036,0.99631844061403
Psi-minus,physically_prepared,18,0.970716861916834,0.8795634911311289,0.7539917222510707,3,-0.643763494822531,0.8634597848036923,0.7767370196518424,0.9870840298468708
Phi-classical,equal_weight_reconstruction,18,0.9482122140891465,0.1424404279690736,0.03821533277966938,1,0.0051615062895447525,0.17281926495184918,0.040302510568669556,0.9606435651446419
Psi-classical,equal_weight_reconstruction,18,0.9230953617380508,0.14225979647227555,0.09881286383547544,1,-0.012976041869212961,0.23498893485979178,0.10704513090546307,0.9911321709515744
Bell-uniform-mixed,equal_weight_reconstruction,18,0.14458410988999723,0.06344223880286368,0.0129672490456146,0,0.00011894519917052436,0.049179295821041386,0.08968654339318732,0.6082345272412312
Phi-plus,physically_prepared,19,1.0444062412036228,0.9666280123788795,0.8635368435281078,3,-0.8717856316049385,0.9552929417944047,0.8268208379652418,0.9891947853786718
Phi-minus,physically_prepared,19,1.1066912463498153,0.9552736847231232,0.8699222939597528,3,-0.91967578125,0.9724745622395347,0.7860569032501212,0.9574074361240766
Psi-plus,physically_prepared,19,0.9745061345709033,0.9176842936815259,0.7331479209707902,3,-0.6556461018827162,0.8687400186593247,0.7523276611220221,0.9912055959559947
Psi-minus,physically_prepared,19,0.9338986596417931,0.896651509211424,0.8532884423342948,3,-0.7145280774691358,0.8940046266733583,0.913684192095942,0.9848281529773782
Phi-classical,equal_weight_reconstruction,19,0.9772619917771911,0.1316447512908482,0.022886726574662345,1,-0.002944409686535494,0.14332856274997627,0.02341923329387025,0.9822435051055562
Psi-classical,equal_weight_reconstruction,19,0.9082048510710722,0.13807127194051955,0.029759426690324324,1,-0.003731742798032404,0.1551090844745454,0.032767306467509145,0.983171597171972
Bell-uniform-mixed,equal_weight_reconstruction,19,0.1373839184074688,0.04153734583162135,0.0010219175132670313,0,5.831637008101722e-06,0.01799962654379673,0.007438407093879157,0.6495587032497231
Phi-plus,physically_prepared,20,1.0373388232418275,0.9451923313244,0.8729275550857393,3,-0.8558921125925923,0.9494519877571663,0.8415066856918744,0.9917539301909066
Phi-minus,physically_prepared,20,1.0998350309037874,0.939214774405708,0.8956297085486279,3,-0.92516875,0.9744068274509635,0.8143309527181052,0.9755597167244754
Psi-plus,physically_prepared,20,1.0151131769303006,0.953085143252643,0.7584079296352071,3,-0.7337515475925925,0.9019511363971185,0.7471166239104792,0.9945319829626295
Psi-minus,physically_prepared,20,0.9991852735269385,0.9012276608956465,0.7436788496597417,3,-0.6696779009413579,0.8748937671045696,0.7442852385470949,0.982269955186087
Phi-classical,equal_weight_reconstruction,20,0.9365552027901364,0.10868523490669953,0.014370519085371913,1,0.0014627711458333303,0.11351644843890409,0.015344017141285438,0.9869910294378735
Psi-classical,equal_weight_reconstruction,20,0.9145531458037558,0.11191222253137637,0.09566470734161424,1,-0.00979125172164352,0.21393379995635317,0.10460267703473834,0.9766924639808249
Bell-uniform-mixed,equal_weight_reconstruction,20,0.07667176129972536,0.011819232387255565,0.002510912211451318,0,2.275392071759271e-06,0.013152816066714468,0.03274885262692292,0.5252666404536653
Phi-plus,physically_prepared,21,1.0470328162304594,0.9457281687879837,0.8261237345093426,3,-0.8180346844444443,0.935241793374584,0.7890141757768048,0.9873191434956698
Phi-minus,physically_prepared,21,1.1808871417200755,0.8852418627677028,0.8236162997256412,3,-0.8609843749999999,0.951331236158863,0.6974555574599323,0.9762890746304046
Psi-plus,physically_prepared,21,1.0130798591084276,0.9859569287697104,0.7754185670012159,3,-0.7745292444753086,0.9183592544286502,0.7654071493274299,0.9926266084250659
Psi-minus,physically_prepared,21,0.9261518903634339,0.8766544011294032,0.82681626457586,3,-0.6713046356018518,0.875601604494454,0.8927436991478866,0.9784729488494788
Phi-classical,equal_weight_reconstruction,21,0.927937986612763,0.1283387709591752,0.06532151410377265,1,0.007779166597222223,0.19814252396318024,0.07039426669255638,0.9778110024023362
Psi-classical,equal_weight_reconstruction,21,0.9163522167051743,0.13484811778791933,0.029164637100218983,1,-0.003603826716338738,0.15331617185643254,0.03182688552343227,0.9842349506421936
Bell-uniform-mixed,equal_weight_reconstruction,21,0.12480490110856725,0.05639561264379116,0.021115077998731194,0,0.00014861739664713525,0.052969175935311585,0.16918468594725522,0.644679052017237
Phi-plus,physically_prepared,22,1.0327008885338242,0.9796454429700806,0.8876323118346146,3,-0.8980004958024693,0.9647738544241766,0.8595250780647913,0.9807236618928119
Phi-minus,physically_prepared,22,1.2543503868537642,0.9189235447469678,0.8165611587073427,3,-0.9412109375,0.9800065727380914,0.6509833036010693,0.9939581176717003
Psi-plus,physically_prepared,22,1.026441847594948,0.9046707000563454,0.7265114621477748,3,-0.67463263345679,0.877046153875439,0.7077960274613327,0.9900120907423127
Psi-minus,physically_prepared,22,0.9596279379609233,0.9064995540879547,0.8386655353110529,3,-0.7295570762962963,0.9002291911346096,0.8739486441933957,0.9832396375167574
Phi-classical,equal_weight_reconstruction,22,0.9493625058629209,0.1560831113122402,0.09133752426810476,1,0.013534344446373449,0.23831190684456854,0.09620932331331511,0.9899587282818179
Psi-classical,equal_weight_reconstruction,22,0.9101554040462491,0.10421338664164848,0.013103689566721623,1,-0.0012428898958333357,0.10751710262115584,0.014397200201709471,0.9753900646997833
Bell-uniform-mixed,equal_weight_reconstruction,22,0.1322795998290018,0.039004968684482645,0.0016195828731649295,0,8.356337679639346e-06,0.020292645122585763,0.012243632996006705,0.6737385190580357
Phi-plus,physically_prepared,23,1.0357175775958725,0.9901657708996878,0.879823925240003,3,-0.9022876720987656,0.966306738066726,0.8494824692289834,0.991845410069086
Phi-minus,physically_prepared,23,1.0789239930937884,0.9747744477598569,0.8337483017200215,3,-0.8768593750000002,0.957142608519173,0.7727590702003655,0.9525326933723243
Psi-plus,physically_prepared,23,0.9863766888217009,0.9639846994950724,0.7525025782981234,3,-0.7155186086419753,0.8944175474967934,0.7628957444209704,0.9930980811402602
Psi-minus,physically_prepared,23,0.9771814590451441,0.9068810229370757,0.846151200621615,3,-0.749848465787037,0.908499102085893,0.8659100034996922,0.9928422489552342
Phi-classical,equal_weight_reconstruction,23,0.9420659413223114,0.146900135245579,0.03356634809167773,1,-0.004645233962191353,0.16685370867061658,0.03563057172469585,0.9521637117716933
Psi-classical,equal_weight_reconstruction,23,0.9405416554462593,0.10010114720411734,0.002136599321603548,1,0.00020115932773919978,0.058593133627169766,0.0022716689996997467,0.9947655157651376
Bell-uniform-mixed,equal_weight_reconstruction,23,0.16133971601888722,0.035288727547827616,0.002981025751751313,0,1.6972390468267772e-05,0.025698888387408355,0.018476701368448794,0.7276495893179851
Phi-plus,physically_prepared,24,1.0431010811730408,0.9809225947626886,0.8075481458774065,3,-0.8262844088888889,0.9383751955666652,0.7741801446215181,0.9930588523436129
Phi-minus,physically_prepared,24,1.1467261996161886,1.0158152063538952,0.7505543611418203,3,-0.8742921875,0.9562076176981026,0.6545192404194063,0.9716211977654302
Psi-plus,physically_prepared,24,0.9934038900389538,0.9486620932861972,0.7739669647574388,3,-0.7293900385185186,0.9001604810609564,0.779106033827882,0.9930842611695596
Psi-minus,physically_prepared,24,1.01366820970818,0.8666691771739016,0.7784669468752713,3,-0.6838948845679014,0.8810416747631414,0.7679701695482591,0.9863911782802921
Phi-classical,equal_weight_reconstruction,24,0.9486163003332053,0.12654476257530223,0.05678596237160434,1,-0.00681672460069444,0.18960884069576428,0.05986188762691305,0.9818688981211212
Psi-classical,equal_weight_reconstruction,24,0.9261586688227951,0.09990936545564946,0.047316626496134315,1,-0.004378298530092593,0.1635944088433765,0.051089114736977706,0.9814395620301262
Bell-uniform-mixed,equal_weight_reconstruction,24,0.12296808591050813,0.08578675004167306,0.016971366083295792,0,0.00017903149151837392,0.05636071274298204,0.1380143958298819,0.8657423169096237
Phi-plus,physically_prepared,25,1.1004845990417615,0.8855955326956677,0.8347332343814253,3,-0.8135178587654321,0.9335172849820011,0.7585142355542848,0.9782460611051006
Phi-minus,physically_prepared,25,1.0582480038208908,0.977388085195882,0.8365728671647363,3,-0.8652832031250001,0.9529119159955831,0.7905262888701152,0.906308342002108
Psi-plus,physically_prepared,25,0.9944788956025535,0.9769041816798637,0.7389093446409837,3,-0.7178582546296297,0.8953913603725189,0.7430115891934332,0.9927022350450533
Psi-minus,physically_prepared,25,0.9276106309775054,0.8869086433633033,0.866031913139231,3,-0.7124895526543211,0.8931536283916118,0.933615769610808,0.982250151132433
Phi-classical,equal_weight_reconstruction,25,0.9727214575039006,0.10336016956765863,0.09001956523393136,1,-0.009050626032503856,0.20839767694399153,0.09254403153080477,0.9130148472544959
Psi-classical,equal_weight_reconstruction,25,0.9250138248548826,0.10101702177853884,0.0013162004808059226,1,-0.00012298859182098781,0.04973036075019222,0.0014228981723731643,0.9767139761449093
Bell-uniform-mixed,equal_weight_reconstruction,25,0.14529320586726993,0.038347489360318426,0.008260400969889621,0,4.6023895097897355e-05,0.035836681786902,0.05685331891868203,0.435310420727392
Phi-plus,physically_prepared,26,1.0251861458756562,0.9246260454045351,0.8139521210901484,3,-0.7715564577777777,0.9171828036918784,0.793955443472089,0.9821467433222099
Phi-minus,physically_prepared,26,1.3366599262451089,0.8781976300745518,0.6362258898000469,3,-0.7468347656250001,0.907280358018499,0.4759818689165815,0.9827917886769452
Psi-plus,physically_prepared,26,0.9871180346929801,0.9023828380861161,0.7857425394941866,3,-0.6999067466049383,0.8878645713903272,0.7959965392979305,0.9934123585013294
Psi-minus,physically_prepared,26,0.9700034471467218,0.8896279677375387,0.8038346148553,3,-0.6936628072685187,0.8852164375432121,0.8286925342582959,0.9883613970204272
Phi-classical,equal_weight_reconstruction,26,0.9763469157711178,0.12455013673857078,0.03051006548337975,1,0.0037101503313078667,0.15480934353855128,0.031249205574929207,0.9876344429580738
Psi-classical,equal_weight_reconstruction,26,0.9198949583486352,0.07457435228794895,0.002070010862484052,1,-0.0001420039265046304,0.05217151532642433,0.002250268733073683,0.9854300741884091
Bell-uniform-mixed,equal_weight_reconstruction,26,0.15630838910024886,0.11876927523173145,0.04317428476872023,0,-0.0008015147986593371,0.09289033200083945,0.2762122047142989,0.8237107013666641
Phi-plus,physically_prepared,27,1.0208935271168351,0.9311662793441414,0.8097437122878789,3,-0.7697598854320986,0.9164703624701134,0.7931715607745338,0.9922971153959576
Phi-minus,physically_prepared,27,1.0977659590750202,0.9830914430743505,0.8636317870771613,3,-0.9320351562500002,0.9768115018379759,0.7867175876038816,0.9546000200414326
Psi-plus,physically_prepared,27,1.0382287321950687,0.9193399526393258,0.7200118225296951,3,-0.6872405949382715,0.8824760649911636,0.693500189507773,0.9936151635304119
Psi-minus,physically_prepared,27,0.9486471285100445,0.8866265738442893,0.8033434673476796,3,-0.6756887788580246,0.8775035906414546,0.8468306530473766,0.9740581096988763
Phi-classical,equal_weight_reconstruction,27,0.9450437688374409,0.1169125069827645,0.014637959793411199,1,-0.0016173106491126595,0.11738100278929726,0.015489187142536578,0.9599586742475104
Psi-classical,equal_weight_reconstruction,27,0.9155637660020648,0.13228148879328752,0.021785488534401227,1,-0.0026384870949074093,0.13818205850869186,0.02379461632643083,0.9809962350962207
Bell-uniform-mixed,equal_weight_reconstruction,27,0.13099729965843102,0.0802768692169077,0.006957230104241917,0,7.316260115258511e-05,0.04182439933532943,0.05310972151626446,0.7180642095213852
Phi-plus,physically_prepared,28,1.001372969469633,0.9737685612125371,0.7883382960612757,3,-0.7687130207407408,0.9160547108953546,0.7872574156648258,0.9938272274623636
Phi-minus,physically_prepared,28,1.1309879018299467,0.9324056021422633,0.8225832421451451,3,-0.867446484375,0.9537053752738851,0.7273139180482827,0.9352402795116433
Psi-plus,physically_prepared,28,0.9612832459489447,0.8913098496963234,0.7421884107756664,3,-0.6359079398765433,0.8599332650020983,0.7720808761656971,0.9907109095096716
Psi-minus,physically_prepared,28,0.9641001041245371,0.931710468456108,0.7750490509599294,3,-0.6961972343518517,0.886293228578586,0.8039093115374385,0.9891006088942563
Phi-classical,equal_weight_reconstruction,28,0.9473907269339079,0.12021651175628272,0.008476673693851036,1,-0.0009654253920717586,0.09883396964674826,0.008947389343026985,0.9586737888876384
Psi-classical,equal_weight_reconstruction,28,0.9255014008728493,0.08802619178504571,0.034467475988424694,1,-0.0028080088734567885,0.14108022987040195,0.03724194901911341,0.9848826666900886
Bell-uniform-mixed,equal_weight_reconstruction,28,0.12055563788336193,0.06994758622573993,0.0003371388766997844,0,2.842949158468278e-06,0.014166297708415872,0.0027965417679260062,0.6539769053416808
