replicate,local_child_mean_abs,same_axis_mean_abs,same_axis_min_abs,same_minus_local,mixed_pair_mean_abs,correlation_product,xx,yy,zz
85,0.06666666666666664,0.9500000000000002,0.925,0.8833333333333335,0.20833333333333334,-0.8567812500000002,-0.9500000000000002,0.975,0.925
86,0.125,0.9416666666666668,0.9,0.8166666666666668,0.12083333333333335,-0.833625,-0.9500000000000001,0.9,0.9749999999999999
87,0.21250000000000002,0.9833333333333334,0.95,0.7708333333333334,0.1416666666666667,-0.95,-0.95,1.0,1.0
88,0.1791666666666666,0.9583333333333334,0.925,0.7791666666666668,0.12916666666666665,-0.87875,-0.925,1.0,0.95
89,0.10833333333333335,0.9666666666666668,0.925,0.8583333333333334,0.21666666666666667,-0.9018750000000001,-0.925,0.9750000000000001,1.0
90,0.10000000000000002,0.9416666666666665,0.8999999999999999,0.8416666666666666,0.14166666666666664,-0.8336249999999998,-0.95,0.975,0.8999999999999999
91,0.1708333333333333,0.9583333333333334,0.925,0.7875000000000001,0.15833333333333333,-0.8787500000000003,-1.0,0.925,0.9500000000000002
92,0.1333333333333333,0.9250000000000002,0.9,0.7916666666666669,0.1125,-0.7908750000000001,-0.9,0.9500000000000001,0.925
93,0.125,0.9416666666666668,0.925,0.8166666666666668,0.1166666666666667,-0.8348125,-0.95,0.95,0.925
94,0.10416666666666664,0.9499999999999998,0.9249999999999999,0.8458333333333332,0.19166666666666665,-0.8567812499999998,-0.9749999999999999,0.9500000000000001,0.9249999999999999
95,0.09583333333333333,0.9500000000000001,0.8999999999999999,0.8541666666666667,0.17500000000000002,-0.8555625000000001,-0.9750000000000001,0.9750000000000001,0.8999999999999999
96,0.17500000000000002,0.975,0.925,0.7999999999999999,0.15833333333333335,-0.925,-1.0,0.925,1.0
97,0.1208333333333333,0.9166666666666666,0.875,0.7958333333333333,0.19999999999999998,-0.7689062500000001,-0.9500000000000001,0.875,0.925
98,0.12083333333333333,0.9333333333333332,0.875,0.8124999999999999,0.10000000000000002,-0.8093750000000001,-0.925,1.0,0.875
99,0.05833333333333333,0.9333333333333332,0.9249999999999999,0.8749999999999999,0.1166666666666667,-0.81284375,-0.9249999999999999,0.925,0.95
100,0.075,0.9666666666666667,0.95,0.8916666666666667,0.12083333333333333,-0.90309375,-0.9750000000000001,0.95,0.975
101,0.1125,0.9666666666666668,0.95,0.8541666666666667,0.15833333333333335,-0.9025,-1.0,0.9500000000000001,0.95
102,0.07499999999999997,0.975,0.95,0.9,0.17083333333333336,-0.92625,-1.0,0.9750000000000001,0.95
103,0.08333333333333333,0.9916666666666667,0.9750000000000001,0.9083333333333333,0.15833333333333333,-0.9750000000000001,-1.0,1.0,0.9750000000000001
104,0.1666666666666667,0.9499999999999998,0.8999999999999999,0.7833333333333331,0.19166666666666665,-0.8549999999999999,-1.0,0.95,0.8999999999999999
105,0.0625,0.9500000000000001,0.925,0.8875000000000001,0.10416666666666669,-0.85678125,-0.9750000000000001,0.925,0.95
106,0.13749999999999998,0.9833333333333334,0.975,0.8458333333333334,0.1958333333333333,-0.950625,-1.0,0.975,0.9750000000000001
107,0.06250000000000001,0.9583333333333334,0.925,0.8958333333333334,0.09166666666666667,-0.879328125,-0.925,0.9750000000000001,0.975
108,0.08749999999999998,0.9416666666666668,0.925,0.8541666666666667,0.09583333333333331,-0.8348125,-0.95,0.95,0.925
109,0.09999999999999998,0.9500000000000001,0.925,0.8500000000000001,0.12083333333333335,-0.85678125,-0.9750000000000001,0.925,0.95
110,0.1708333333333333,0.9583333333333334,0.925,0.7875000000000001,0.13333333333333333,-0.87875,-0.95,1.0,0.925
111,0.10416666666666667,0.9333333333333332,0.9,0.8291666666666666,0.1583333333333334,-0.8116875000000001,-0.9750000000000001,0.9,0.925
112,0.19999999999999998,0.9333333333333332,0.875,0.7333333333333333,0.10833333333333332,-0.81046875,-0.975,0.875,0.95
113,0.10000000000000002,0.9249999999999999,0.9,0.825,0.125,-0.7908749999999999,-0.9249999999999999,0.9,0.95
114,0.10833333333333332,0.9666666666666668,0.95,0.8583333333333335,0.13333333333333333,-0.9030937500000001,-0.95,0.9750000000000001,0.9750000000000001
115,0.1958333333333333,0.9666666666666668,0.925,0.7708333333333335,0.10416666666666667,-0.9018750000000001,-0.9750000000000001,0.925,1.0
116,0.1208333333333333,0.9583333333333334,0.925,0.8375,0.17916666666666667,-0.8787500000000001,-0.9500000000000001,1.0,0.925
117,0.125,0.9416666666666668,0.925,0.8166666666666668,0.11666666666666668,-0.8348125000000002,-0.925,0.95,0.9500000000000002
118,0.11249999999999999,0.9666666666666668,0.9500000000000001,0.8541666666666667,0.10000000000000002,-0.9030937500000001,-0.9500000000000001,0.9750000000000001,0.975
119,0.037499999999999985,0.9333333333333332,0.875,0.8958333333333333,0.13333333333333333,-0.8093750000000001,-0.925,1.0,0.875
120,0.11249999999999998,0.9416666666666668,0.9000000000000001,0.8291666666666668,0.21666666666666667,-0.8336250000000002,-0.95,0.9000000000000001,0.9750000000000001
121,0.09999999999999999,0.9333333333333332,0.9249999999999999,0.8333333333333333,0.08750000000000001,-0.81284375,-0.925,0.95,0.9249999999999999
122,0.07499999999999998,0.9583333333333334,0.9500000000000001,0.8833333333333334,0.10416666666666667,-0.8799375,-0.9500000000000002,0.9500000000000001,0.9749999999999999
123,0.1125,0.9750000000000001,0.9500000000000001,0.8625,0.15833333333333335,-0.9262500000000001,-0.9500000000000001,1.0,0.9750000000000001
124,0.06666666666666667,0.9416666666666668,0.9000000000000001,0.8750000000000001,0.1625,-0.8336250000000002,-0.9750000000000001,0.9000000000000001,0.95
125,0.09999999999999998,0.975,0.95,0.875,0.09583333333333333,-0.9262499999999999,-0.975,1.0,0.95
126,0.1166666666666667,0.9416666666666668,0.9000000000000001,0.8250000000000001,0.1416666666666667,-0.8336250000000004,-0.9000000000000001,0.9500000000000002,0.9750000000000001
127,0.07083333333333332,0.9166666666666666,0.9,0.8458333333333333,0.18749999999999997,-0.7700625000000001,-0.9,0.925,0.925
128,0.09166666666666672,0.9250000000000002,0.875,0.8333333333333335,0.13333333333333333,-0.7896875,-0.9500000000000001,0.875,0.95
129,0.1333333333333333,0.9583333333333334,0.9,0.8250000000000001,0.15416666666666667,-0.8775000000000001,-0.9,0.9750000000000001,1.0
130,0.10833333333333332,0.9333333333333332,0.925,0.825,0.1708333333333333,-0.8128437500000002,-0.9500000000000001,0.925,0.925
131,0.17500000000000002,0.9583333333333334,0.925,0.7833333333333333,0.19583333333333333,-0.8793281250000001,-0.9750000000000001,0.925,0.9750000000000001
132,0.13750000000000004,0.9333333333333332,0.875,0.7958333333333332,0.1875,-0.8093750000000001,-0.875,0.925,1.0
133,0.13333333333333333,0.975,0.95,0.8416666666666667,0.125,-0.92625,-1.0,0.9750000000000001,0.95
134,0.1208333333333333,0.9250000000000002,0.9000000000000001,0.8041666666666668,0.12916666666666665,-0.7908750000000002,-0.925,0.9000000000000001,0.9500000000000002
135,0.05416666666666665,0.9249999999999999,0.825,0.8708333333333332,0.08749999999999998,-0.78375,-0.825,1.0,0.95
136,0.11666666666666665,0.9333333333333335,0.875,0.8166666666666668,0.17916666666666667,-0.8104687500000002,-0.875,0.9500000000000002,0.975
137,0.09166666666666667,0.9500000000000001,0.9249999999999999,0.8583333333333334,0.12500000000000003,-0.8567812499999999,-0.9750000000000001,0.95,0.9249999999999999
138,0.12499999999999999,0.9250000000000002,0.9000000000000001,0.8000000000000002,0.12916666666666665,-0.7908750000000001,-0.925,0.9000000000000001,0.95
139,0.14583333333333334,0.9500000000000001,0.925,0.8041666666666667,0.11249999999999999,-0.8556250000000001,-0.925,1.0,0.925
140,0.08750000000000001,0.9249999999999999,0.8999999999999999,0.8374999999999999,0.13333333333333336,-0.790875,-0.9500000000000001,0.925,0.8999999999999999
141,0.041666666666666664,0.9083333333333333,0.8500000000000001,0.8666666666666667,0.2583333333333333,-0.7458750000000002,-0.9750000000000001,0.9,0.8500000000000001
142,0.12916666666666662,0.9416666666666668,0.925,0.8125000000000001,0.1375,-0.8348125,-0.95,0.95,0.925
143,0.075,0.9500000000000001,0.925,0.8750000000000001,0.20833333333333334,-0.85678125,-0.9750000000000001,0.925,0.95
144,0.18333333333333335,0.9583333333333334,0.925,0.775,0.19166666666666668,-0.879328125,-0.9750000000000001,0.925,0.975
145,0.09999999999999999,0.9500000000000001,0.9,0.8500000000000001,0.12083333333333335,-0.8550000000000001,-1.0,0.9,0.9500000000000001
146,0.07916666666666665,0.9666666666666668,0.925,0.8875000000000002,0.07083333333333335,-0.9018750000000001,-1.0,0.925,0.9750000000000001
147,0.125,0.9583333333333334,0.9249999999999999,0.8333333333333334,0.19166666666666665,-0.8793281250000001,-0.9750000000000001,0.9750000000000001,0.9249999999999999
148,0.04583333333333333,0.9666666666666668,0.95,0.9208333333333335,0.14166666666666664,-0.9030937500000001,-0.9750000000000001,0.95,0.9750000000000001
149,0.08749999999999998,0.9500000000000002,0.9000000000000001,0.8625000000000002,0.11249999999999999,-0.8550000000000002,-1.0,0.9500000000000001,0.9000000000000001
150,0.07916666666666669,0.9500000000000001,0.9,0.8708333333333333,0.12916666666666668,-0.8555625000000001,-0.9750000000000001,0.9750000000000001,0.9
151,0.08750000000000001,0.975,0.95,0.8875,0.13333333333333333,-0.92625,-0.9750000000000001,1.0,0.95
152,0.15000000000000002,0.9583333333333334,0.95,0.8083333333333333,0.10833333333333334,-0.8799375000000002,-0.9750000000000001,0.95,0.9500000000000002
153,0.07083333333333333,0.9500000000000001,0.875,0.8791666666666668,0.1875,-0.8531250000000001,-0.9750000000000001,0.875,1.0
154,0.1125,0.9833333333333334,0.9749999999999999,0.8708333333333333,0.18333333333333335,-0.9506249999999999,-0.9750000000000001,1.0,0.9749999999999999
155,0.075,0.9833333333333334,0.9750000000000001,0.9083333333333334,0.14583333333333334,-0.9506250000000002,-0.9750000000000001,1.0,0.9750000000000001
156,0.12916666666666668,0.9583333333333334,0.925,0.8291666666666667,0.09583333333333333,-0.879328125,-0.975,0.925,0.975
157,0.11249999999999999,0.9666666666666667,0.9500000000000001,0.8541666666666667,0.17916666666666667,-0.9030937499999999,-0.9749999999999999,0.9500000000000001,0.975
158,0.0625,0.9916666666666667,0.975,0.9291666666666667,0.10416666666666667,-0.975,-1.0,1.0,0.975
159,0.09583333333333334,0.9583333333333334,0.9,0.8625,0.10416666666666667,-0.8775000000000001,-0.9,0.9750000000000001,1.0
160,0.10000000000000002,0.9416666666666668,0.9,0.8416666666666668,0.09166666666666669,-0.8325,-1.0,0.925,0.9
161,0.09583333333333334,0.9333333333333332,0.8999999999999999,0.8374999999999999,0.15416666666666667,-0.8099999999999998,-1.0,0.8999999999999999,0.8999999999999999
162,0.10833333333333334,0.9250000000000002,0.9000000000000001,0.8166666666666669,0.16666666666666666,-0.7908750000000001,-0.95,0.925,0.9000000000000001
163,0.11666666666666665,0.9500000000000001,0.9,0.8333333333333334,0.09999999999999998,-0.855,-0.9,0.95,1.0
164,0.09583333333333333,0.9166666666666666,0.875,0.8208333333333333,0.14166666666666666,-0.7678125,-0.9750000000000001,0.8999999999999999,0.875
165,0.03333333333333333,0.9416666666666668,0.925,0.9083333333333334,0.13749999999999998,-0.834234375,-0.975,0.925,0.925
166,0.075,0.9583333333333334,0.9249999999999999,0.8833333333333334,0.10833333333333332,-0.8787499999999999,-0.9249999999999999,1.0,0.95
167,0.05833333333333334,0.9583333333333334,0.925,0.9,0.15833333333333333,-0.879328125,-0.975,0.925,0.975
168,0.05833333333333333,0.9333333333333332,0.9,0.8749999999999999,0.08750000000000002,-0.8122500000000001,-0.9,0.9500000000000002,0.95
169,0.049999999999999996,0.9583333333333334,0.925,0.9083333333333333,0.07916666666666668,-0.879328125,-0.925,0.9750000000000001,0.9749999999999999
170,0.15416666666666667,0.9166666666666666,0.8999999999999999,0.7625,0.12916666666666665,-0.7700625,-0.925,0.925,0.8999999999999999
171,0.17499999999999996,0.9333333333333332,0.925,0.7583333333333333,0.15416666666666667,-0.8128437500000001,-0.95,0.925,0.925
172,0.11249999999999999,0.9833333333333334,0.9750000000000001,0.8708333333333333,0.19583333333333333,-0.9506250000000002,-0.9750000000000001,0.9750000000000001,1.0
173,0.11249999999999998,0.8916666666666666,0.875,0.7791666666666667,0.15,-0.7087499999999999,-0.8999999999999999,0.8999999999999999,0.875
174,0.13333333333333333,0.9166666666666666,0.85,0.7833333333333333,0.15,-0.765,-1.0,0.9,0.85
175,0.07083333333333332,0.9916666666666667,0.975,0.9208333333333334,0.19166666666666665,-0.975,-0.975,1.0,1.0
176,0.0625,0.9833333333333334,0.9750000000000001,0.9208333333333334,0.13333333333333333,-0.9506250000000002,-0.9750000000000001,0.9750000000000001,1.0
177,0.18333333333333332,0.9833333333333334,0.975,0.8,0.08749999999999998,-0.9506249999999999,-0.975,0.975,1.0
178,0.07083333333333335,0.9583333333333334,0.9249999999999999,0.8875000000000001,0.10833333333333335,-0.8787499999999999,-0.95,1.0,0.9249999999999999
179,0.05833333333333335,0.9500000000000001,0.925,0.8916666666666667,0.12083333333333335,-0.85678125,-0.925,0.9750000000000001,0.95
180,0.12916666666666665,0.9416666666666665,0.9249999999999999,0.8124999999999999,0.12916666666666665,-0.8342343749999999,-0.9749999999999999,0.925,0.9249999999999999
181,0.09166666666666663,0.9500000000000001,0.925,0.8583333333333334,0.09999999999999998,-0.8556250000000001,-0.925,0.925,1.0
182,0.09999999999999998,0.975,0.925,0.875,0.16249999999999998,-0.925,-0.925,1.0,1.0
183,0.08749999999999997,0.9666666666666668,0.95,0.8791666666666669,0.16666666666666666,-0.9030937500000001,-0.9750000000000001,0.9750000000000001,0.95
184,0.13333333333333333,0.9916666666666667,0.975,0.8583333333333334,0.1375,-0.975,-0.975,1.0,1.0
185,0.1208333333333333,0.9666666666666667,0.95,0.8458333333333333,0.125,-0.9025,-1.0,0.95,0.95
186,0.09583333333333334,0.9500000000000001,0.925,0.8541666666666667,0.07083333333333335,-0.8556250000000001,-0.925,0.925,1.0
187,0.12083333333333335,0.9583333333333334,0.925,0.8375,0.1375,-0.87875,-0.95,0.925,1.0
188,0.05833333333333332,0.9416666666666665,0.8499999999999999,0.8833333333333332,0.16249999999999998,-0.8287499999999999,-0.8499999999999999,0.975,1.0
189,0.07083333333333335,0.9249999999999999,0.875,0.8541666666666666,0.12499999999999999,-0.7875,-0.9,1.0,0.875
190,0.10833333333333332,0.9250000000000002,0.8999999999999999,0.8166666666666669,0.2041666666666667,-0.7897500000000001,-0.9750000000000001,0.9000000000000001,0.8999999999999999
191,0.18333333333333338,0.9333333333333332,0.9,0.7499999999999999,0.17916666666666667,-0.81225,-0.9500000000000001,0.9,0.95
192,0.17083333333333336,0.9583333333333334,0.9000000000000001,0.7875,0.14166666666666666,-0.8775000000000002,-0.9000000000000001,1.0,0.9750000000000001
193,0.12083333333333335,0.9666666666666668,0.9500000000000002,0.8458333333333334,0.1708333333333333,-0.9030937500000004,-0.9500000000000002,0.9750000000000001,0.9750000000000001
194,0.1416666666666666,0.9333333333333332,0.925,0.7916666666666666,0.19999999999999998,-0.8128437500000001,-0.925,0.95,0.925
195,0.075,0.9333333333333332,0.925,0.8583333333333333,0.1708333333333333,-0.8128437500000001,-0.925,0.95,0.925
196,0.08750000000000002,0.9333333333333332,0.925,0.8458333333333332,0.1625,-0.8128437500000002,-0.9500000000000001,0.925,0.925
197,0.1208333333333333,0.9666666666666668,0.95,0.8458333333333334,0.11250000000000003,-0.9030937500000001,-0.95,0.9750000000000001,0.9750000000000001
198,0.14583333333333334,0.9500000000000002,0.9000000000000001,0.8041666666666668,0.15000000000000002,-0.8555625000000002,-0.9750000000000001,0.9000000000000001,0.9750000000000001
