held_out_condition_hz,angle_from_phase_a_degrees,balanced_accuracy
0,109,0.2344
0,110,0.22771
0,111,0.22092
0,112,0.21413
0,113,0.20761
0,114,0.20172
0,115,0.19558999999999999
0,116,0.18932
0,117,0.18384
0,118,0.17814
0,119,0.17273
0,120,0.16735
0,121,0.16249000000000002
0,122,0.15751
0,123,0.15286
0,124,0.14795999999999998
0,125,0.14391
0,126,0.1397
0,127,0.13581
0,128,0.13208999999999999
0,129,0.1284
0,130,0.12493000000000001
0,131,0.12147
0,132,0.1179
0,133,0.11499
0,134,0.11189
0,135,0.10888
0,136,0.10601
0,137,0.10337
0,138,0.10059
0,139,0.09834999999999999
0,140,0.096
0,141,0.09387
0,142,0.09190999999999999
0,143,0.09
0,144,0.08799
0,145,0.08621999999999999
0,146,0.08471000000000001
0,147,0.08299999999999999
0,148,0.08108
0,149,0.07959
0,150,0.07807
0,151,0.0763
0,152,0.07496
0,153,0.07348
0,154,0.07201
0,155,0.07101
0,156,0.06978999999999999
0,157,0.0688
0,158,0.0678
0,159,0.06667000000000001
0,160,0.06577
0,161,0.06477
0,162,0.06397
0,163,0.06326
0,164,0.06255
0,165,0.06182
0,166,0.061200000000000004
0,167,0.06062000000000001
0,168,0.06008
0,169,0.05963
0,170,0.059230000000000005
0,171,0.05876
0,172,0.05845
0,173,0.05813
0,174,0.05797
0,175,0.05809
0,176,0.05813
0,177,0.05807
0,178,0.05821
0,179,0.05828
10,0,0.9468799999999999
10,1,0.94701
10,2,0.9470000000000001
10,3,0.9469000000000001
10,4,0.9468
10,5,0.94676
10,6,0.94661
10,7,0.94653
10,8,0.9463699999999999
10,9,0.9461200000000001
10,10,0.9459299999999999
10,11,0.94567
10,12,0.94528
10,13,0.9448700000000001
10,14,0.94443
10,15,0.94389
10,16,0.9433400000000001
10,17,0.9424300000000001
10,18,0.94156
10,19,0.94081
10,20,0.93991
10,21,0.9390000000000001
10,22,0.9377500000000001
10,23,0.93661
10,24,0.9353400000000001
10,25,0.9339999999999999
10,26,0.93219
10,27,0.92994
10,28,0.9277
10,29,0.9254800000000001
10,30,0.92291
10,31,0.92028
10,32,0.91718
10,33,0.91368
10,34,0.91002
10,35,0.9064399999999999
10,36,0.90266
10,37,0.8988400000000001
10,38,0.89462
10,39,0.89028
10,40,0.886
10,41,0.88069
10,42,0.87548
10,43,0.8701
10,44,0.8649
10,45,0.8596699999999999
10,46,0.8541000000000001
10,47,0.8480300000000001
10,48,0.84221
10,49,0.8362700000000001
10,50,0.8300799999999999
10,51,0.82333
10,52,0.81673
10,53,0.80992
10,54,0.80323
10,55,0.79627
10,56,0.78931
10,57,0.78183
10,58,0.7744500000000001
10,59,0.76683
10,60,0.7595000000000001
10,61,0.75193
10,62,0.7437400000000001
10,63,0.73576
10,64,0.72798
10,65,0.71989
10,66,0.71191
10,67,0.7036100000000001
10,68,0.6954199999999999
10,69,0.6874
10,70,0.67875
10,71,0.67096
10,72,0.6629499999999999
10,73,0.6543
10,74,0.64571
10,75,0.63722
10,76,0.62859
10,77,0.62064
10,78,0.61249
10,79,0.6036900000000001
10,80,0.59473
10,81,0.5858099999999999
10,82,0.5769500000000001
10,83,0.56793
10,84,0.55898
10,85,0.55051
10,86,0.54154
10,87,0.53197
10,88,0.52324
10,89,0.51412
10,90,0.50518
10,91,0.49667000000000006
10,92,0.48787
10,93,0.47888
10,94,0.46987
10,95,0.46126999999999996
10,96,0.45259000000000005
10,97,0.44383
10,98,0.43577
10,99,0.42722000000000004
10,100,0.41864
10,101,0.41
10,102,0.40135
10,103,0.39253
10,104,0.38346
10,105,0.37464
10,106,0.36574
10,107,0.35696
10,108,0.34842
10,109,0.33968
10,110,0.33139
10,111,0.32275
10,112,0.31401
10,113,0.3054
10,114,0.29714
10,115,0.2888
10,116,0.2804
10,117,0.27219
10,118,0.26405
10,119,0.25547
10,120,0.24745
10,121,0.23943
10,122,0.23177
10,123,0.22388000000000002
10,124,0.2166
10,125,0.20925
10,126,0.20238
10,127,0.19568
10,128,0.18882
10,129,0.18206
10,130,0.17526
10,131,0.16843
10,132,0.16227
10,133,0.15567999999999999
10,134,0.14992
10,135,0.14414
10,136,0.13867000000000002
10,137,0.13323000000000002
10,138,0.12784
10,139,0.12254000000000001
10,140,0.11734
10,141,0.11238000000000001
10,142,0.10744
10,143,0.10366
10,144,0.09965
10,145,0.09582
10,146,0.09204
10,147,0.08846000000000001
10,148,0.08508
10,149,0.08196
10,150,0.07935
10,151,0.07668
10,152,0.07416
10,153,0.07187
10,154,0.06979
10,155,0.06787
10,156,0.06601
10,157,0.06452
10,158,0.06312999999999999
10,159,0.062020000000000006
10,160,0.06073
10,161,0.059570000000000005
10,162,0.05867
10,163,0.05791
10,164,0.05731
10,165,0.0567
10,166,0.056139999999999995
10,167,0.05571
10,168,0.055470000000000005
10,169,0.05509
10,170,0.0548
10,171,0.05452
10,172,0.054369999999999995
10,173,0.05419
10,174,0.053849999999999995
10,175,0.05364000000000001
10,176,0.053559999999999997
10,177,0.053430000000000005
10,178,0.053329999999999995
10,179,0.05326
50,0,0.93567
50,1,0.93564
50,2,0.93565
50,3,0.93567
50,4,0.93555
50,5,0.9354100000000001
50,6,0.9353199999999999
50,7,0.9352499999999999
50,8,0.93519
50,9,0.9351
50,10,0.93485
50,11,0.9346300000000001
50,12,0.93442
50,13,0.9341900000000001
50,14,0.93386
50,15,0.9335
50,16,0.93311
50,17,0.93268
50,18,0.93235
50,19,0.93192
50,20,0.93126
50,21,0.93072
50,22,0.9298299999999999
50,23,0.92901
50,24,0.9278299999999999
50,25,0.92664
50,26,0.92546
50,27,0.92415
50,28,0.92273
50,29,0.92103
50,30,0.91914
50,31,0.9170799999999999
50,32,0.91473
50,33,0.91267
50,34,0.91005
50,35,0.9074800000000001
50,36,0.90463
50,37,0.90152
50,38,0.8981600000000001
50,39,0.89497
50,40,0.8911800000000001
50,41,0.88729
50,42,0.8833
50,43,0.87878
50,44,0.8741099999999999
50,45,0.8695299999999999
50,46,0.86469
50,47,0.85951
50,48,0.85424
50,49,0.8485100000000001
50,50,0.8425400000000001
50,51,0.8368599999999999
50,52,0.8306800000000001
50,53,0.82399
50,54,0.8171900000000001
50,55,0.81056
50,56,0.80377
50,57,0.7967900000000001
50,58,0.78971
50,59,0.7822899999999999
50,60,0.77435
50,61,0.76624
50,62,0.75823
50,63,0.7505
50,64,0.74161
50,65,0.73384
50,66,0.72549
50,67,0.71716
50,68,0.70863
50,69,0.70027
50,70,0.69131
50,71,0.68228
50,72,0.6733
50,73,0.66464
50,74,0.6557200000000001
50,75,0.6466799999999999
50,76,0.63809
50,77,0.6288199999999999
50,78,0.6202099999999999
50,79,0.61139
50,80,0.60238
50,81,0.59354
50,82,0.58467
50,83,0.57538
50,84,0.56704
50,85,0.55812
50,86,0.54916
50,87,0.54052
50,88,0.5313399999999999
50,89,0.5219199999999999
50,90,0.51271
50,91,0.50383
50,92,0.49518
50,93,0.4859
50,94,0.47718000000000005
50,95,0.46792
50,96,0.45908
50,97,0.45045
50,98,0.44136
50,99,0.43261000000000005
50,100,0.42374999999999996
50,101,0.41456000000000004
50,102,0.406
50,103,0.3972
50,104,0.38874
50,105,0.38054
50,106,0.37243
50,107,0.36415
50,108,0.35568
50,109,0.34659
50,110,0.33776
50,111,0.32972999999999997
50,112,0.32162
50,113,0.31403000000000003
50,114,0.30604
50,115,0.29805
50,116,0.29059999999999997
50,117,0.28252
50,118,0.27471
50,119,0.2671
50,120,0.2595
50,121,0.25184
50,122,0.24467
50,123,0.23697000000000001
50,124,0.22956
50,125,0.2228
50,126,0.21562
50,127,0.20905
50,128,0.20249
50,129,0.1958
50,130,0.18985000000000002
50,131,0.18353
50,132,0.17732
50,133,0.17168
50,134,0.16568
50,135,0.16011
50,136,0.15481
50,137,0.14952
50,138,0.14443
50,139,0.1393
50,140,0.13435
50,141,0.13008
50,142,0.1254
50,143,0.12106
50,144,0.11698
50,145,0.11308
50,146,0.10904
50,147,0.10543
50,148,0.10236
50,149,0.09904
50,150,0.09569
50,151,0.09242
50,152,0.09007000000000001
50,153,0.08742
50,154,0.08513
50,155,0.08288999999999999
50,156,0.08089
50,157,0.07907
50,158,0.07738
50,159,0.07566
50,160,0.07434
50,161,0.07313
50,162,0.07186000000000001
50,163,0.07073
50,164,0.06967999999999999
50,165,0.06881000000000001
50,166,0.06813999999999999
50,167,0.06755
50,168,0.06693
50,169,0.06659
50,170,0.06613
50,171,0.06575
50,172,0.06548
50,173,0.06526
50,174,0.06507
50,175,0.06477
50,176,0.06452
50,177,0.06444
50,178,0.06437
50,179,0.06430999999999999
250,0,0.88502
250,1,0.8850100000000001
250,2,0.88498
250,3,0.88489
250,4,0.8849
250,5,0.88487
250,6,0.88475
250,7,0.8845799999999999
250,8,0.88452
250,9,0.88426
250,10,0.8842
250,11,0.88395
250,12,0.8837900000000001
250,13,0.8834
250,14,0.8830899999999999
250,15,0.88263
250,16,0.88218
250,17,0.88166
250,18,0.8811599999999999
250,19,0.8805499999999999
250,20,0.87966
250,21,0.87904
250,22,0.87799
250,23,0.8770899999999999
250,24,0.87601
250,25,0.87491
250,26,0.8734999999999999
250,27,0.87172
250,28,0.86984
250,29,0.86797
250,30,0.86592
250,31,0.86385
250,32,0.8616699999999999
250,33,0.85909
250,34,0.85625
250,35,0.85324
250,36,0.85032
250,37,0.8474900000000001
250,38,0.84373
250,39,0.8407
250,40,0.8371299999999999
250,41,0.83332
250,42,0.8294900000000001
250,43,0.8257099999999999
250,44,0.82151
250,45,0.81711
250,46,0.81261
250,47,0.80768
250,48,0.80272
250,49,0.79758
250,50,0.7924100000000001
250,51,0.78721
250,52,0.7809299999999999
250,53,0.77557
250,54,0.77023
250,55,0.7641199999999999
250,56,0.75867
250,57,0.7522599999999999
250,58,0.74599
250,59,0.7394400000000001
250,60,0.73282
250,61,0.7264900000000001
250,62,0.71966
250,63,0.7129300000000001
250,64,0.70597
250,65,0.69974
250,66,0.6928000000000001
250,67,0.6859999999999999
250,68,0.67957
250,69,0.67281
250,70,0.66621
250,71,0.6585799999999999
250,72,0.6513
250,73,0.64413
250,74,0.63704
250,75,0.6298900000000001
250,76,0.62249
250,77,0.61513
250,78,0.6076699999999999
250,79,0.6003499999999999
250,80,0.5930899999999999
250,81,0.58594
250,82,0.57813
250,83,0.57098
250,84,0.56291
250,85,0.55539
250,86,0.5483199999999999
250,87,0.54079
250,88,0.53334
250,89,0.52526
250,90,0.51773
250,91,0.51006
250,92,0.50268
250,93,0.49521
250,94,0.48761
250,95,0.47992
250,96,0.47222
250,97,0.46503
250,98,0.45749
250,99,0.45032
250,100,0.44234
250,101,0.43494
250,102,0.42769999999999997
250,103,0.42072
250,104,0.41352
250,105,0.40619
250,106,0.39910999999999996
250,107,0.39236
250,108,0.38481
250,109,0.37787000000000004
250,110,0.37091
250,111,0.36316
250,112,0.35581
250,113,0.34848999999999997
250,114,0.34180999999999995
250,115,0.33472
250,116,0.32743
250,117,0.32056
250,118,0.3134
250,119,0.30645
250,120,0.29987
250,121,0.29298
250,122,0.28654
250,123,0.2803
250,124,0.27415
250,125,0.26781
250,126,0.26214000000000004
250,127,0.25565
250,128,0.24956
250,129,0.24369000000000002
250,130,0.23779
250,131,0.23215000000000002
250,132,0.22644000000000003
250,133,0.22050000000000003
250,134,0.2147
250,135,0.20972000000000002
250,136,0.20437
250,137,0.19888
250,138,0.19413
250,139,0.18897000000000003
250,140,0.18449
250,141,0.18018
250,142,0.17581
250,143,0.17195
250,144,0.16826000000000002
250,145,0.16444999999999999
250,146,0.16082
250,147,0.15739
250,148,0.15408
250,149,0.15129
250,150,0.14818
250,151,0.14514
250,152,0.14249
250,153,0.13967000000000002
250,154,0.13735
250,155,0.13522
250,156,0.13299
250,157,0.13117
250,158,0.12935
250,159,0.12774
250,160,0.12641
250,161,0.12516
250,162,0.12386
250,163,0.12276000000000001
250,164,0.12161999999999999
250,165,0.12067
250,166,0.11972
250,167,0.11896
250,168,0.11826999999999999
250,169,0.11767
250,170,0.11718
250,171,0.11677
250,172,0.11651
250,173,0.11615
250,174,0.11588999999999999
250,175,0.11556000000000001
250,176,0.11537
250,177,0.11509
250,178,0.11492
250,179,0.11495999999999999
500,0,0.8295399999999999
500,1,0.8296
500,2,0.8296399999999999
500,3,0.8295699999999999
500,4,0.82943
500,5,0.82941
500,6,0.82928
500,7,0.82909
500,8,0.82884
500,9,0.82863
500,10,0.8285
500,11,0.8283799999999999
500,12,0.82819
500,13,0.82776
500,14,0.82732
500,15,0.82685
500,16,0.82638
500,17,0.82586
500,18,0.82531
500,19,0.8246
500,20,0.82387
500,21,0.8228899999999999
500,22,0.82214
500,23,0.82126
500,24,0.8203
500,25,0.81917
500,26,0.8177099999999999
500,27,0.8163800000000001
500,28,0.81493
500,29,0.81355
500,30,0.8117099999999999
500,31,0.80989
500,32,0.80776
500,33,0.80567
500,34,0.8038799999999999
500,35,0.80141
500,36,0.79889
500,37,0.79623
500,38,0.79348
500,39,0.79081
500,40,0.7879400000000001
500,41,0.78486
500,42,0.78122
500,43,0.77814
500,44,0.77424
500,45,0.77057
500,46,0.76666
500,47,0.7626900000000001
500,48,0.75858
500,49,0.7544500000000001
500,50,0.74964
500,51,0.74561
500,52,0.74087
500,53,0.73613
500,54,0.73125
500,55,0.72677
500,56,0.7217899999999999
500,57,0.71692
500,58,0.71191
500,59,0.70652
500,60,0.7013199999999999
500,61,0.69631
500,62,0.69119
500,63,0.68579
500,64,0.68024
500,65,0.67432
500,66,0.6691400000000001
500,67,0.6635599999999999
500,68,0.6581999999999999
500,69,0.65288
500,70,0.64755
500,71,0.64215
500,72,0.63609
500,73,0.63072
500,74,0.62511
500,75,0.6193299999999999
500,76,0.6135999999999999
500,77,0.60736
500,78,0.60162
500,79,0.59577
500,80,0.58979
500,81,0.58377
500,82,0.57773
500,83,0.57152
500,84,0.56505
500,85,0.55906
500,86,0.55313
500,87,0.54718
500,88,0.54115
500,89,0.5350699999999999
500,90,0.52915
500,91,0.52228
500,92,0.51612
500,93,0.51033
500,94,0.5041
500,95,0.49790999999999996
500,96,0.49140000000000006
500,97,0.48486999999999997
500,98,0.47819
500,99,0.47201000000000004
500,100,0.46577
500,101,0.45909
500,102,0.45297
500,103,0.44677999999999995
500,104,0.44022
500,105,0.43420000000000003
500,106,0.42801
500,107,0.42238
500,108,0.4159
500,109,0.41009
500,110,0.40353
500,111,0.39698999999999995
500,112,0.39097000000000004
500,113,0.38488999999999995
500,114,0.37873
500,115,0.37207999999999997
500,116,0.36667
500,117,0.36025
500,118,0.35409
500,119,0.34819
500,120,0.34269
500,121,0.33728
500,122,0.33139
500,123,0.32553
500,124,0.31944
500,125,0.31341
500,126,0.30784999999999996
500,127,0.30216
500,128,0.29673
500,129,0.29147999999999996
500,130,0.28627
500,131,0.28107
500,132,0.27596
500,133,0.27102000000000004
500,134,0.26632
500,135,0.26134999999999997
500,136,0.25670000000000004
500,137,0.25214
500,138,0.24751
500,139,0.24295
500,140,0.23898
500,141,0.23491
500,142,0.23101
500,143,0.22691
500,144,0.22331
500,145,0.21985
500,146,0.21624
500,147,0.21276
500,148,0.20948
500,149,0.20607999999999999
500,150,0.20306
500,151,0.20018
500,152,0.19728
500,153,0.19502
500,154,0.19249
500,155,0.19018000000000002
500,156,0.18835000000000002
500,157,0.18656
500,158,0.18459
500,159,0.18305
500,160,0.18164000000000002
500,161,0.18055
500,162,0.17939
500,163,0.17822
500,164,0.17737999999999998
500,165,0.17635
500,166,0.17546
500,167,0.17492
500,168,0.17417
500,169,0.17373
500,170,0.17308
500,171,0.17262
500,172,0.17221999999999998
500,173,0.17179
500,174,0.17149
500,175,0.17124
500,176,0.17107
500,177,0.1709
500,178,0.17067
500,179,0.17048
1000,0,0.75834
1000,1,0.75834
1000,2,0.75829
1000,3,0.75829
1000,4,0.75822
1000,5,0.7579899999999999
1000,6,0.75795
1000,7,0.75783
1000,8,0.75768
1000,9,0.75745
1000,10,0.75737
1000,11,0.75692
1000,12,0.75661
1000,13,0.7563599999999999
1000,14,0.75586
1000,15,0.75535
1000,16,0.75502
1000,17,0.7547
1000,18,0.75404
1000,19,0.75335
1000,20,0.75265
1000,21,0.75179
1000,22,0.75105
1000,23,0.74987
1000,24,0.7490399999999999
1000,25,0.7481
1000,26,0.74702
1000,27,0.74568
1000,28,0.7441800000000001
1000,29,0.74271
1000,30,0.74121
1000,31,0.73961
1000,32,0.7382500000000001
1000,33,0.73642
1000,34,0.7345200000000001
1000,35,0.73276
1000,36,0.7310300000000001
1000,37,0.72861
1000,38,0.7261
1000,39,0.72363
1000,40,0.7211700000000001
1000,41,0.71851
1000,42,0.71583
1000,43,0.71304
1000,44,0.71031
1000,45,0.70782
1000,46,0.70492
1000,47,0.70145
1000,48,0.69838
1000,49,0.69527
1000,50,0.692
1000,51,0.68892
1000,52,0.6856
1000,53,0.68211
1000,54,0.6789499999999999
1000,55,0.6758
1000,56,0.67206
1000,57,0.66848
1000,58,0.66422
1000,59,0.66062
1000,60,0.6566
1000,61,0.65291
1000,62,0.6487400000000001
1000,63,0.64474
1000,64,0.64051
1000,65,0.63628
1000,66,0.63195
1000,67,0.62803
1000,68,0.62353
1000,69,0.6196
1000,70,0.6153
1000,71,0.61117
1000,72,0.60707
1000,73,0.60226
1000,74,0.59808
1000,75,0.5936600000000001
1000,76,0.58916
1000,77,0.58467
1000,78,0.58004
1000,79,0.57557
1000,80,0.5713
1000,81,0.56696
1000,82,0.5622
1000,83,0.55769
1000,84,0.55266
1000,85,0.54799
1000,86,0.54312
1000,87,0.5378700000000001
1000,88,0.53311
1000,89,0.5284800000000001
1000,90,0.5239
1000,91,0.51898
1000,92,0.51389
1000,93,0.50868
1000,94,0.50422
1000,95,0.49912
1000,96,0.49463999999999997
1000,97,0.4897
1000,98,0.48506
1000,99,0.48053999999999997
1000,100,0.47576999999999997
1000,101,0.47082999999999997
1000,102,0.46596000000000004
1000,103,0.46065999999999996
1000,104,0.45558
1000,105,0.45057
1000,106,0.44565
1000,107,0.44015
1000,108,0.43505
1000,109,0.43029
1000,110,0.42574999999999996
1000,111,0.42121
1000,112,0.41669999999999996
1000,113,0.41219
1000,114,0.40732999999999997
1000,115,0.40281999999999996
1000,116,0.39791
1000,117,0.3932
1000,118,0.38853000000000004
1000,119,0.38409
1000,120,0.37973
1000,121,0.37459
1000,122,0.36977
1000,123,0.36515
1000,124,0.36027
1000,125,0.35602
1000,126,0.35145
1000,127,0.3469
1000,128,0.34296
1000,129,0.33903
1000,130,0.33502
1000,131,0.33113000000000004
1000,132,0.32728
1000,133,0.32355999999999996
1000,134,0.32001
1000,135,0.31593000000000004
1000,136,0.31234
1000,137,0.30833
1000,138,0.305
1000,139,0.30138
1000,140,0.29788000000000003
1000,141,0.29418
1000,142,0.29088
1000,143,0.28778000000000004
1000,144,0.28454
1000,145,0.28181999999999996
1000,146,0.27888
1000,147,0.27636
1000,148,0.27359
1000,149,0.27069
1000,150,0.26802000000000004
1000,151,0.26564
1000,152,0.2635
1000,153,0.26135
1000,154,0.25966
1000,155,0.25795
1000,156,0.25639
1000,157,0.25493
1000,158,0.25343
1000,159,0.25183
1000,160,0.25096
1000,161,0.24981000000000003
1000,162,0.24886999999999998
1000,163,0.24795
1000,164,0.24702
1000,165,0.24622
1000,166,0.2457
1000,167,0.24484
1000,168,0.24412
1000,169,0.24354
1000,170,0.24307
1000,171,0.24266
1000,172,0.24248000000000003
1000,173,0.24229
1000,174,0.24212
1000,175,0.24194
1000,176,0.24183
1000,177,0.24176999999999998
1000,178,0.24167
1000,179,0.2417
