dataset,basis,rounds,block,connection_raw_web_stability,bit_raw_retention,connection_ara,bit_ara,parent_ara,parent_ridge_distance
Z_r13,Z,r13,132,1.9841830151109787,1.896,1.685,1.235,0.8458904109589042,0.15410958904109584
Z_r13,Z,r13,133,1.9800334021216655,1.88,1.355,0.72,0.6939759036144577,0.3060240963855423
Z_r13,Z,r13,134,1.9819191956275701,1.8639999999999999,1.515,0.275,0.30726256983240224,0.6927374301675977
Z_r13,Z,r13,135,1.9824455695332692,1.904,1.565,1.505,0.9804560260586319,0.019543973941368087
Z_r13,Z,r13,136,1.972394766664094,1.88,0.785,0.72,0.9568106312292359,0.04318936877076407
Z_r13,Z,r13,137,1.9817863983931734,1.8719999999999999,1.505,0.465,0.4720812182741117,0.5279187817258884
Z_r13,Z,r13,138,1.9748684962140146,1.888,0.965,0.975,1.0051546391752577,0.005154639175257714
Z_r13,Z,r13,139,1.9481145714677295,1.88,0.045,0.72,1.8823529411764706,0.8823529411764706
Z_r13,Z,r13,140,1.9571052237850945,1.8639999999999999,0.095,0.275,1.4864864864864866,0.4864864864864866
Z_r13,Z,r13,141,1.975886959975605,1.912,1.025,1.7,1.2477064220183487,0.2477064220183487
Z_r13,Z,r13,142,1.9715091115740149,1.88,0.715,0.72,1.0034843205574913,0.0034843205574912606
Z_r13,Z,r13,143,1.9817603687373389,1.88,1.495,0.72,0.6501128668171557,0.34988713318284426
Z_r13,Z,r13,144,1.967339704672235,1.92,0.515,1.85,1.5644820295983086,0.5644820295983086
Z_r13,Z,r13,145,1.9832019136641161,1.904,1.615,1.505,0.9647435897435896,0.03525641025641035
Z_r13,Z,r13,146,1.9823221729541975,1.88,1.555,0.72,0.6329670329670329,0.36703296703296706
Z_r13,Z,r13,147,1.984243421533473,1.896,1.695,1.235,0.8430034129692833,0.15699658703071673
Z_r13,Z,r13,148,1.9733580249143734,1.848,0.865,0.095,0.19791666666666669,0.8020833333333333
Z_r13,Z,r13,149,1.9806497147872966,1.8719999999999999,1.415,0.465,0.4946808510638298,0.5053191489361701
Z_r13,Z,r13,150,1.988544676142886,1.84,1.945,0.05,0.05012531328320802,0.949874686716792
Z_r13,Z,r13,151,1.987735428066501,1.84,1.915,0.05,0.050890585241730284,0.9491094147582697
Z_r13,Z,r13,152,1.9833443764566807,1.8719999999999999,1.635,0.465,0.44285714285714284,0.5571428571428572
Z_r13,Z,r13,153,1.9649501360335013,1.8719999999999999,0.405,0.465,1.0689655172413792,0.06896551724137923
Z_r13,Z,r13,154,1.989944871557798,1.936,1.985,1.955,0.9923857868020304,0.0076142131979696215
Z_r13,Z,r13,155,1.9776851041572736,1.832,1.185,0.02,0.03319502074688797,0.966804979253112
Z_r13,Z,r13,156,1.9665496301823253,1.92,0.485,1.85,1.5845824411134906,0.5845824411134906
Z_r13,Z,r13,157,1.9768362646174327,1.904,1.115,1.505,1.148854961832061,0.14885496183206093
Z_r13,Z,r13,158,1.947610156779222,1.912,0.035,1.7,1.9596541786743518,0.9596541786743518
Z_r13,Z,r13,159,1.9614714506088622,1.904,0.255,1.505,1.7102272727272727,0.7102272727272727
Z_r13,Z,r13,160,1.9859207356878525,1.8639999999999999,1.815,0.275,0.26315789473684215,0.7368421052631579
Z_r13,Z,r13,161,1.9614437197342787,1.888,0.245,0.975,1.598360655737705,0.598360655737705
Z_r13,Z,r13,162,1.9660297396252837,1.904,0.445,1.505,1.5435897435897434,0.5435897435897434
Z_r13,Z,r13,163,1.9843659237152287,1.928,1.705,1.925,1.0606060606060606,0.06060606060606055
Z_r13,Z,r13,164,1.978413445574347,1.888,1.225,0.975,0.8863636363636362,0.11363636363636376
Z_r13,Z,r13,165,1.9653571812380952,1.88,0.415,0.72,1.2687224669603523,0.2687224669603523
Z_r13,Z,r13,166,1.977238546710524,1.856,1.135,0.15,0.23346303501945526,0.7665369649805447
Z_r13,Z,r13,167,1.981662872626463,1.912,1.475,1.7,1.0708661417322836,0.07086614173228356
Z_r13,Z,r13,168,1.9796174659532497,1.904,1.315,1.505,1.0673758865248226,0.06737588652482263
Z_r13,Z,r13,169,1.9593701160516375,1.88,0.145,0.72,1.6647398843930636,0.6647398843930636
Z_r13,Z,r13,170,1.9873819004296887,1.912,1.895,1.7,0.9457579972183588,0.05424200278164115
Z_r13,Z,r13,171,1.9616554847166947,1.88,0.275,0.72,1.4472361809045227,0.44723618090452266
Z_r13,Z,r13,172,1.9825656057496799,1.88,1.575,0.72,0.6274509803921569,0.37254901960784315
Z_r13,Z,r13,173,1.9706743998099416,1.92,0.645,1.85,1.4829659318637274,0.4829659318637274
Z_r13,Z,r13,174,1.9827714784481656,1.8639999999999999,1.595,0.275,0.29411764705882354,0.7058823529411764
Z_r13,Z,r13,175,1.9855774489356883,1.832,1.785,0.02,0.0221606648199446,0.9778393351800554
Z_r13,Z,r13,176,1.9703330523552813,1.8639999999999999,0.625,0.275,0.6111111111111112,0.38888888888888884
Z_r13,Z,r13,177,1.9760652763458695,1.8639999999999999,1.065,0.275,0.4104477611940299,0.5895522388059701
Z_r13,Z,r13,178,1.9832812612787314,1.8639999999999999,1.625,0.275,0.2894736842105263,0.7105263157894737
Z_r13,Z,r13,179,1.974737256131479,1.92,0.945,1.85,1.3237924865831843,0.32379248658318427
Z_r13,Z,r13,180,1.9896727461516894,1.856,1.975,0.15,0.1411764705882353,0.8588235294117648
Z_r13,Z,r13,181,1.978860083953656,1.848,1.255,0.095,0.14074074074074075,0.8592592592592593
Z_r13,Z,r13,182,1.9738436587971033,1.904,0.895,1.505,1.2541666666666667,0.25416666666666665
Z_r13,Z,r13,183,1.9661951704829068,1.896,0.455,1.235,1.4615384615384615,0.46153846153846145
Z_r13,Z,r13,184,1.9599115398576912,1.92,0.165,1.85,1.836228287841191,0.8362282878411911
Z_r13,Z,r13,185,1.9705752552512554,1.912,0.635,1.7,1.45610278372591,0.45610278372590995
Z_r13,Z,r13,186,1.9869013737833656,1.8719999999999999,1.875,0.465,0.39743589743589747,0.6025641025641025
Z_r13,Z,r13,187,1.972183747520997,1.8639999999999999,0.755,0.275,0.5339805825242718,0.46601941747572817
Z_r13,Z,r13,188,1.9750501333895873,1.896,0.975,1.235,1.1176470588235294,0.11764705882352944
Z_r13,Z,r13,189,1.9726378665350277,1.88,0.815,0.72,0.9381107491856677,0.061889250814332275
Z_r13,Z,r13,190,1.975773417314867,1.896,1.015,1.235,1.097777777777778,0.09777777777777796
Z_r13,Z,r13,191,1.9622319840125937,1.92,0.305,1.85,1.716937354988399,0.7169373549883991
Z_r13,Z,r13,192,1.9699580996374437,1.88,0.595,0.72,1.0950570342205324,0.09505703422053235
Z_r13,Z,r13,193,1.9693834713108198,1.88,0.575,0.72,1.111969111969112,0.11196911196911197
Z_r13,Z,r13,194,1.9547719438287103,1.92,0.075,1.85,1.922077922077922,0.922077922077922
Z_r13,Z,r13,195,1.972282933464636,1.904,0.765,1.505,1.3259911894273126,0.32599118942731264
Z_r13,Z,r13,196,1.9837976684279448,1.88,1.665,0.72,0.6037735849056604,0.39622641509433965
Z_r13,Z,r13,197,1.9638096619399792,1.8639999999999999,0.335,0.275,0.901639344262295,0.09836065573770503
Z_r13,Z,r13,198,1.9690414057949162,1.88,0.565,0.72,1.1206225680933852,0.12062256809338523
Z_r13,Z,r13,199,1.9748494570077,1.8719999999999999,0.955,0.465,0.6549295774647887,0.34507042253521125
Z_r30,Z,r30,0,1.9896087603155395,1.848,1.735,0.225,0.22959183673469385,0.7704081632653061
Z_r30,Z,r30,1,1.9634544282483875,1.848,0.135,0.225,1.25,0.25
Z_r30,Z,r30,2,1.9769373240595798,1.912,0.575,1.855,1.526748971193416,0.5267489711934159
Z_r30,Z,r30,3,1.9854193294703644,1.88,1.315,1.17,0.9416498993963782,0.05835010060362178
Z_r30,Z,r30,4,1.9817005804667938,1.856,0.905,0.38,0.5914396887159532,0.4085603112840468
Z_r30,Z,r30,5,1.9718097567507076,1.8639999999999999,0.325,0.595,1.2934782608695652,0.2934782608695652
Z_r30,Z,r30,6,1.983508762478954,1.8719999999999999,1.085,0.88,0.895674300254453,0.10432569974554695
Z_r30,Z,r30,7,1.9860175859889309,1.848,1.395,0.225,0.2777777777777778,0.7222222222222222
Z_r30,Z,r30,8,1.9769900323544678,1.8719999999999999,0.585,0.88,1.2013651877133107,0.2013651877133107
Z_r30,Z,r30,9,1.9778644700077925,1.888,0.655,1.425,1.3701923076923077,0.3701923076923077
Z_r30,Z,r30,10,1.9739822652711927,1.856,0.435,0.38,0.9325153374233129,0.06748466257668706
Z_r30,Z,r30,11,1.9861825725373767,1.8719999999999999,1.435,0.88,0.7602591792656588,0.23974082073434122
Z_r30,Z,r30,12,1.9831598519956493,1.8719999999999999,1.045,0.88,0.9142857142857144,0.08571428571428563
Z_r30,Z,r30,13,1.9754109650519303,1.888,0.545,1.425,1.4467005076142132,0.4467005076142132
Z_r30,Z,r30,14,1.9817222195430972,1.8719999999999999,0.915,0.88,0.9805013927576602,0.01949860724233976
Z_r30,Z,r30,15,1.9890626660719646,1.848,1.685,0.225,0.2356020942408377,0.7643979057591623
Z_r30,Z,r30,16,1.9872512296035258,1.896,1.525,1.64,1.0363349131121642,0.03633491311216419
Z_r30,Z,r30,17,1.990281091578009,1.8719999999999999,1.815,0.88,0.653061224489796,0.346938775510204
Z_r30,Z,r30,18,1.9823778442957896,1.8719999999999999,0.975,0.88,0.9487870619946092,0.05121293800539084
Z_r30,Z,r30,19,1.9875619110552005,1.888,1.545,1.425,0.9595959595959597,0.04040404040404033
Z_r30,Z,r30,20,1.9802617961850326,1.856,0.825,0.38,0.6307053941908713,0.36929460580912865
Z_r30,Z,r30,21,1.9883288294593289,1.8719999999999999,1.625,0.88,0.7025948103792415,0.29740518962075846
Z_r30,Z,r30,22,1.9909764974069246,1.88,1.885,1.17,0.7659574468085106,0.23404255319148937
Z_r30,Z,r30,23,1.98641798204229,1.928,1.465,1.99,1.1519536903039074,0.15195369030390737
Z_r30,Z,r30,24,1.9877833636745719,1.896,1.565,1.64,1.0234009360374414,0.023400936037441422
Z_r30,Z,r30,25,1.9800555312470873,1.888,0.795,1.425,1.2837837837837838,0.28378378378378377
Z_r30,Z,r30,26,1.9916326913687268,1.856,1.945,0.38,0.3268817204301075,0.6731182795698925
Z_r30,Z,r30,27,1.9792364413693133,1.832,0.755,0.05,0.12422360248447205,0.8757763975155279
Z_r30,Z,r30,28,1.9898912894963676,1.8639999999999999,1.795,0.595,0.497907949790795,0.502092050209205
Z_r30,Z,r30,29,1.9866923767041686,1.896,1.495,1.64,1.0462519936204147,0.046251993620414655
Z_r30,Z,r30,30,1.9851637773724407,1.88,1.285,1.17,0.9531568228105906,0.046843177189409446
Z_r30,Z,r30,31,1.9841393464339436,1.88,1.195,1.17,0.989429175475687,0.010570824524313016
Z_r30,Z,r30,32,1.9850734983812284,1.856,1.275,0.38,0.4592145015105741,0.5407854984894259
Z_r30,Z,r30,33,1.9802116361567543,1.848,0.815,0.225,0.4326923076923077,0.5673076923076923
Z_r30,Z,r30,34,1.9729340586145434,1.888,0.375,1.425,1.5833333333333333,0.5833333333333333
Z_r30,Z,r30,35,1.983511261831933,1.888,1.095,1.425,1.130952380952381,0.13095238095238093
Z_r30,Z,r30,36,1.9729223781873462,1.8639999999999999,0.365,0.595,1.2395833333333333,0.23958333333333326
Z_r30,Z,r30,37,1.968508465954,1.8639999999999999,0.215,0.595,1.4691358024691359,0.4691358024691359
Z_r30,Z,r30,38,1.9737746683885589,1.92,0.425,1.95,1.6421052631578947,0.6421052631578947
Z_r30,Z,r30,39,1.9825477823630457,1.928,0.995,1.99,1.3333333333333335,0.3333333333333335
Z_r30,Z,r30,40,1.9919100163504708,1.856,1.965,0.38,0.32409381663113,0.67590618336887
Z_r30,Z,r30,41,1.9856185093814362,1.888,1.345,1.425,1.0288808664259927,0.028880866425992746
Z_r30,Z,r30,42,1.9901530291754803,1.896,1.805,1.64,0.9521044992743106,0.04789550072568938
Z_r30,Z,r30,43,1.9773967115760922,1.856,0.615,0.38,0.7638190954773869,0.2361809045226131
Z_r30,Z,r30,44,1.9833967602493927,1.84,1.065,0.11,0.18723404255319148,0.8127659574468085
Z_r30,Z,r30,45,1.9884503520033692,1.8719999999999999,1.635,0.88,0.6998011928429423,0.3001988071570577
Z_r30,Z,r30,46,1.9782814296439712,1.8639999999999999,0.695,0.595,0.9224806201550387,0.07751937984496127
Z_r30,Z,r30,47,1.983951436954985,1.88,1.175,1.17,0.9978678038379531,0.002132196162046851
Z_r30,Z,r30,48,1.985781149855917,1.848,1.355,0.225,0.2848101265822785,0.7151898734177216
Z_r30,Z,r30,49,1.991435573442177,1.88,1.915,1.17,0.7585089141004862,0.24149108589951385
Z_r30,Z,r30,50,1.9886285072052516,1.856,1.655,0.38,0.37346437346437344,0.6265356265356266
Z_r30,Z,r30,51,1.9855307182776805,1.92,1.325,1.95,1.1908396946564885,0.19083969465648853
Z_r30,Z,r30,52,1.9778746971752705,1.856,0.665,0.38,0.7272727272727273,0.2727272727272727
Z_r30,Z,r30,53,1.9915373093104178,1.88,1.925,1.17,0.7560581583198708,0.24394184168012922
Z_r30,Z,r30,54,1.9915413808131222,1.92,1.935,1.95,1.0038610038610039,0.0038610038610038533
Z_r30,Z,r30,55,1.9723386368834999,1.8639999999999999,0.335,0.595,1.2795698924731183,0.27956989247311825
Z_r30,Z,r30,56,1.9858334895195382,1.8639999999999999,1.365,0.595,0.6071428571428571,0.3928571428571429
Z_r30,Z,r30,57,1.9685497160986867,1.8719999999999999,0.225,0.88,1.5927601809954752,0.5927601809954752
Z_r30,Z,r30,58,1.9807126571712703,1.8719999999999999,0.875,0.88,1.002849002849003,0.002849002849002913
Z_r30,Z,r30,59,1.9883079131977934,1.8639999999999999,1.615,0.595,0.5384615384615384,0.46153846153846156
Z_r30,Z,r30,60,1.9708085306592398,1.896,0.275,1.64,1.712793733681462,0.712793733681462
Z_r30,Z,r30,61,1.9725774920891082,1.848,0.355,0.225,0.7758620689655173,0.22413793103448265
Z_r30,Z,r30,62,1.988889867541885,1.888,1.675,1.425,0.9193548387096774,0.08064516129032262
Z_r30,Z,r30,63,1.992100300530922,1.856,1.975,0.38,0.3227176220806794,0.6772823779193207
Z_r30,Z,r30,64,1.9905347542964786,1.8719999999999999,1.825,0.88,0.6506469500924215,0.34935304990757854
Z_r30,Z,r30,65,1.9898695550976078,1.84,1.785,0.11,0.11609498680738786,0.8839050131926122
Z_r30,Z,r30,66,1.9748364430235148,1.896,0.515,1.64,1.5220417633410672,0.5220417633410672
Z_r30,Z,r30,67,1.9868379390368123,1.856,1.515,0.38,0.40105540897097625,0.5989445910290238
Z_r30,Z,r30,68,1.991321563710676,1.88,1.895,1.17,0.763458401305057,0.23654159869494296
Z_r30,Z,r30,69,1.985542093285408,1.92,1.335,1.95,1.187214611872146,0.18721461187214605
Z_r30,Z,r30,70,1.9782852519669114,1.8639999999999999,0.705,0.595,0.9153846153846155,0.08461538461538454
Z_r30,Z,r30,71,1.9781119940954806,1.888,0.685,1.425,1.3507109004739335,0.3507109004739335
Z_r30,Z,r30,72,1.9835578051147584,1.8639999999999999,1.105,0.595,0.7,0.30000000000000004
Z_r30,Z,r30,73,1.9819278469360613,1.8719999999999999,0.935,0.88,0.9696969696969697,0.030303030303030276
Z_r30,Z,r30,74,1.98214032092125,1.896,0.955,1.64,1.2639691714836223,0.2639691714836223
Z_r30,Z,r30,75,1.9862364427315933,1.848,1.445,0.225,0.26946107784431134,0.7305389221556886
Z_r30,Z,r30,76,1.9909239332136162,1.896,1.875,1.64,0.9331436699857752,0.06685633001422475
Z_r30,Z,r30,77,1.985064296131675,1.88,1.265,1.17,0.9609856262833677,0.0390143737166323
Z_r30,Z,r30,78,1.984880131472049,1.896,1.245,1.64,1.1369150779896013,0.13691507798960134
Z_r30,Z,r30,79,1.987568033243525,1.88,1.555,1.17,0.8587155963302753,0.14128440366972472
Z_r30,Z,r30,80,1.9860726250857688,1.848,1.405,0.225,0.2760736196319018,0.7239263803680982
Z_r30,Z,r30,81,1.9743309568120126,1.8639999999999999,0.495,0.595,1.0917431192660552,0.09174311926605516
Z_r30,Z,r30,82,1.9703742122769266,1.888,0.265,1.425,1.6863905325443789,0.6863905325443789
Z_r30,Z,r30,83,1.9819498021883657,1.912,0.945,1.855,1.3250000000000002,0.3250000000000002
Z_r30,Z,r30,84,1.9776827405517714,1.88,0.645,1.17,1.2892561983471074,0.28925619834710736
Z_r30,Z,r30,85,1.9885900159285588,1.888,1.645,1.425,0.9283387622149837,0.07166123778501632
Z_r30,Z,r30,86,1.9654833954474271,1.88,0.175,1.17,1.7397769516728623,0.7397769516728623
Z_r30,Z,r30,87,1.9829185745060118,1.912,1.025,1.855,1.2881944444444444,0.2881944444444444
Z_r30,Z,r30,88,1.9891525886909498,1.8719999999999999,1.705,0.88,0.6808510638297872,0.3191489361702128
Z_r30,Z,r30,89,1.9881059849996012,1.856,1.595,0.38,0.3848101265822785,0.6151898734177215
Z_r30,Z,r30,90,1.974731205032692,1.896,0.505,1.64,1.529137529137529,0.5291375291375291
Z_r30,Z,r30,91,1.981869658935108,1.912,0.925,1.855,1.3345323741007193,0.33453237410071934
Z_r30,Z,r30,92,1.974997505318068,1.8639999999999999,0.525,0.595,1.0624999999999998,0.06249999999999978
Z_r30,Z,r30,93,1.9836737846134012,1.8639999999999999,1.125,0.595,0.6918604651162791,0.3081395348837209
Z_r30,Z,r30,94,1.9891662255497793,1.856,1.715,0.38,0.3627684964200477,0.6372315035799523
Z_r30,Z,r30,95,1.977654170223015,1.904,0.625,1.765,1.4769874476987448,0.4769874476987448
Z_r30,Z,r30,96,1.9791225400556625,1.88,0.745,1.17,1.2219321148825064,0.22193211488250641
Z_r30,Z,r30,97,1.9898425750911128,1.84,1.775,0.11,0.11671087533156499,0.883289124668435
Z_r30,Z,r30,98,1.9873511017130416,1.8639999999999999,1.535,0.595,0.5586854460093896,0.44131455399061037
Z_r30,Z,r30,99,1.9883029608644869,1.912,1.605,1.855,1.0722543352601157,0.07225433526011571
Z_r30,Z,r30,100,1.974041816797893,1.848,0.465,0.225,0.6521739130434783,0.34782608695652173
Z_r30,Z,r30,101,1.9905882895321183,1.88,1.835,1.17,0.778702163061564,0.22129783693843597
Z_r30,Z,r30,102,1.9606193678540205,1.856,0.095,0.38,1.6,0.6000000000000001
Z_r30,Z,r30,103,1.9740984598464202,1.88,0.475,1.17,1.4224924012158053,0.42249240121580534
Z_r30,Z,r30,104,1.9776727349489378,1.88,0.635,1.17,1.296398891966759,0.29639889196675906
Z_r30,Z,r30,105,1.9822964465468536,1.8719999999999999,0.965,0.88,0.9539295392953929,0.046070460704607075
Z_r30,Z,r30,106,1.9700594817289667,1.8719999999999999,0.255,0.88,1.550660792951542,0.5506607929515419
Z_r30,Z,r30,107,1.9625892106163885,1.8719999999999999,0.115,0.88,1.7688442211055277,0.7688442211055277
Z_r30,Z,r30,108,1.9780563254330827,1.912,0.675,1.855,1.4664031620553357,0.4664031620553357
Z_r30,Z,r30,109,1.986502335541247,1.896,1.475,1.64,1.0529695024077046,0.052969502407704594
Z_r30,Z,r30,110,1.9841884039665174,1.92,1.205,1.95,1.236133122028526,0.2361331220285261
Z_r30,Z,r30,111,1.9725179691092003,1.904,0.345,1.765,1.6729857819905214,0.6729857819905214
Z_r30,Z,r30,112,1.9592005431366242,1.8639999999999999,0.085,0.595,1.75,0.75
Z_r30,Z,r30,113,1.9805461552937609,1.848,0.845,0.225,0.4205607476635514,0.5794392523364487
Z_r30,Z,r30,114,1.973565841867867,1.84,0.415,0.11,0.41904761904761906,0.5809523809523809
Z_r30,Z,r30,115,1.9805129312068324,1.88,0.835,1.17,1.167082294264339,0.16708229426433907
Z_r30,Z,r30,116,1.9642017215250362,1.888,0.155,1.425,1.8037974683544304,0.8037974683544304
Z_r30,Z,r30,117,1.9636300358640673,1.888,0.145,1.425,1.8152866242038217,0.8152866242038217
Z_r30,Z,r30,118,1.9806215238647646,1.8719999999999999,0.865,0.88,1.008595988538682,0.008595988538681931
Z_r30,Z,r30,119,1.98596043460957,1.88,1.375,1.17,0.9194499017681729,0.08055009823182713
Z_r30,Z,r30,120,1.9861352016093339,1.848,1.425,0.225,0.2727272727272727,0.7272727272727273
Z_r30,Z,r30,121,1.994935416971465,1.84,1.995,0.11,0.10451306413301663,0.8954869358669834
Z_r30,Z,r30,122,1.971696730224233,1.912,0.305,1.855,1.7175925925925926,0.7175925925925926
Z_r30,Z,r30,123,1.9740061582182524,1.912,0.445,1.855,1.6130434782608696,0.6130434782608696
Z_r30,Z,r30,124,1.9716993687937285,1.88,0.315,1.17,1.5757575757575757,0.5757575757575757
Z_r30,Z,r30,125,1.9896870595396592,1.84,1.745,0.11,0.11859838274932613,0.8814016172506739
Z_r30,Z,r30,126,1.977141185602298,1.912,0.595,1.855,1.5142857142857142,0.5142857142857142
Z_r30,Z,r30,127,1.9897877258795273,1.912,1.755,1.855,1.0277008310249307,0.027700831024930705
Z_r30,Z,r30,128,1.9751298821491723,1.848,0.535,0.225,0.5921052631578947,0.4078947368421053
Z_r30,Z,r30,129,1.9824578435819653,1.88,0.985,1.17,1.08584686774942,0.08584686774941996
Z_r30,Z,r30,130,1.9801807999495844,1.904,0.805,1.765,1.3735408560311284,0.3735408560311284
Z_r30,Z,r30,131,1.9845430961292183,1.84,1.235,0.11,0.16356877323420072,0.8364312267657993
Z_r30,Z,r30,132,1.986290079738683,1.848,1.455,0.225,0.26785714285714285,0.7321428571428572
Z_r30,Z,r30,133,1.9906748453662197,1.888,1.855,1.425,0.8689024390243902,0.13109756097560976
Z_r30,Z,r30,134,1.98055235625284,1.88,0.855,1.17,1.1555555555555554,0.15555555555555545
Z_r30,Z,r30,135,1.9835774998991134,1.888,1.115,1.425,1.1220472440944882,0.1220472440944882
Z_r30,Z,r30,136,1.9469546845075139,1.8639999999999999,0.015,0.595,1.9508196721311475,0.9508196721311475
Z_r30,Z,r30,137,1.9785981880040813,1.8719999999999999,0.725,0.88,1.0965732087227416,0.09657320872274155
Z_r30,Z,r30,138,1.979043485692359,1.904,0.735,1.765,1.412,0.4119999999999999
Z_r30,Z,r30,139,1.9700023513102862,1.8639999999999999,0.245,0.595,1.4166666666666667,0.41666666666666674
Z_r30,Z,r30,140,1.949889633323691,1.92,0.025,1.95,1.9746835443037976,0.9746835443037976
Z_r30,Z,r30,141,1.9580283681458623,1.88,0.075,1.17,1.8795180722891567,0.8795180722891567
Z_r30,Z,r30,142,1.9676715164457168,1.904,0.195,1.765,1.8010204081632653,0.8010204081632653
Z_r30,Z,r30,143,1.972989453671324,1.8719999999999999,0.385,0.88,1.391304347826087,0.3913043478260869
Z_r30,Z,r30,144,1.9543190972552986,1.88,0.045,1.17,1.925925925925926,0.925925925925926
Z_r30,Z,r30,145,1.954500830789411,1.824,0.055,0.015,0.4285714285714285,0.5714285714285715
Z_r30,Z,r30,146,1.9740142381596033,1.832,0.455,0.05,0.19801980198019803,0.801980198019802
Z_r30,Z,r30,147,1.9688574809124684,1.888,0.235,1.425,1.7168674698795179,0.7168674698795179
Z_r30,Z,r30,148,1.9666173971670915,1.8719999999999999,0.185,0.88,1.6525821596244132,0.6525821596244132
Z_r30,Z,r30,149,1.9713119137647976,1.8639999999999999,0.285,0.595,1.3522727272727273,0.3522727272727273
Z_r30,Z,r30,150,1.9522275410119958,1.8639999999999999,0.035,0.595,1.8888888888888888,0.8888888888888888
Z_r30,Z,r30,151,1.980998450036343,1.88,0.895,1.17,1.1331719128329298,0.13317191283292984
Z_r30,Z,r30,152,1.9835048025204856,1.824,1.075,0.015,0.027522935779816515,0.9724770642201834
Z_r30,Z,r30,153,1.985381274707731,1.88,1.305,1.17,0.9454545454545455,0.05454545454545445
Z_r30,Z,r30,154,1.980937881436115,1.824,0.885,0.015,0.03333333333333333,0.9666666666666667
Z_r30,Z,r30,155,1.9866750985366184,1.8719999999999999,1.485,0.88,0.7441860465116279,0.2558139534883721
Z_r30,Z,r30,156,1.97854559059543,1.8639999999999999,0.715,0.595,0.9083969465648855,0.09160305343511455
Z_r30,Z,r30,157,1.985064240766328,1.8719999999999999,1.255,0.88,0.8243559718969556,0.17564402810304436
Z_r30,Z,r30,158,1.9839866783600437,1.896,1.185,1.64,1.1610619469026546,0.16106194690265463
Z_r30,Z,r30,159,1.991691758235278,1.912,1.955,1.855,0.973753280839895,0.026246719160105014
Z_r30,Z,r30,160,1.9907831519826782,1.8639999999999999,1.865,0.595,0.48373983739837395,0.5162601626016261
Z_r30,Z,r30,161,1.9859783386018772,1.888,1.385,1.425,1.0142348754448398,0.014234875444839812
Z_r30,Z,r30,162,1.9837692428706253,1.896,1.145,1.64,1.1777378815080788,0.1777378815080788
Z_r30,Z,r30,163,1.9644347474138342,1.8639999999999999,0.165,0.595,1.5657894736842104,0.5657894736842104
Z_r30,Z,r30,164,1.9732829731240562,1.848,0.395,0.225,0.7258064516129032,0.27419354838709675
Z_r30,Z,r30,165,1.9612157976986224,1.896,0.105,1.64,1.8796561604584527,0.8796561604584527
Z_r30,Z,r30,166,1.9566577140675034,1.88,0.065,1.17,1.8947368421052633,0.8947368421052633
Z_r30,Z,r30,167,1.9842935844605598,1.8719999999999999,1.215,0.88,0.8400954653937946,0.15990453460620535
Z_r30,Z,r30,168,1.9734219794956345,1.912,0.405,1.855,1.6415929203539825,0.6415929203539825
Z_r30,Z,r30,169,1.9831916162564558,1.8639999999999999,1.055,0.595,0.7212121212121212,0.2787878787878788
Z_r30,Z,r30,170,1.9829840699413301,1.888,1.035,1.425,1.1585365853658538,0.1585365853658538
Z_r30,Z,r30,171,1.9449124806578062,1.832,0.005,0.05,1.8181818181818183,0.8181818181818183
Z_r30,Z,r30,172,1.9628702955534425,1.888,0.125,1.425,1.8387096774193548,0.8387096774193548
Z_r30,Z,r30,173,1.9887123054871416,1.896,1.665,1.64,0.9924357034795764,0.0075642965204235635
Z_r30,Z,r30,174,1.99138033108956,1.856,1.905,0.38,0.33260393873085337,0.6673960612691466
Z_r30,Z,r30,175,1.975699000633881,1.84,0.555,0.11,0.3308270676691729,0.6691729323308271
Z_r30,Z,r30,176,1.9838979016909946,1.8639999999999999,1.165,0.595,0.6761363636363636,0.32386363636363635
Z_r30,Z,r30,177,1.97421446536875,1.856,0.485,0.38,0.8786127167630058,0.12138728323699421
Z_r30,Z,r30,178,1.9826252907012367,1.8719999999999999,1.005,0.88,0.93368700265252,0.06631299734747997
Z_r30,Z,r30,179,1.979680635943178,1.8719999999999999,0.775,0.88,1.0634441087613293,0.06344410876132933
Z_r30,Z,r30,180,1.9906093756688217,1.896,1.845,1.64,0.9411764705882353,0.05882352941176472
Z_r30,Z,r30,181,1.979859849011053,1.88,0.785,1.17,1.19693094629156,0.19693094629156005
Z_r30,Z,r30,182,1.9793319048336797,1.896,0.765,1.64,1.363825363825364,0.3638253638253639
Z_r30,Z,r30,183,1.9828142108296472,1.8719999999999999,1.015,0.88,0.9287598944591029,0.0712401055408971
Z_r30,Z,r30,184,1.992929087336256,1.832,1.985,0.05,0.04914004914004914,0.9508599508599509
Z_r30,Z,r30,185,1.9773167497730915,1.888,0.605,1.425,1.4039408866995073,0.40394088669950734
Z_r30,Z,r30,186,1.9843630800922425,1.912,1.225,1.855,1.2045454545454546,0.20454545454545459
Z_r30,Z,r30,187,1.9853082839087826,1.8639999999999999,1.295,0.595,0.6296296296296297,0.37037037037037035
Z_r30,Z,r30,188,1.9861007708687843,1.896,1.415,1.64,1.0736497545008183,0.07364975450081834
Z_r30,Z,r30,189,1.9878753988805329,1.896,1.585,1.64,1.0170542635658915,0.01705426356589146
Z_r30,Z,r30,190,1.971364487220963,1.896,0.295,1.64,1.6950904392764858,0.6950904392764858
