branch,split,child,record_index,residual_axis_1,predicted_survivor
BB,holdout,C01,24,0.06409169661466786,C00
BB,holdout,C01,25,0.042684806983732275,C00
BB,holdout,C01,26,0.10077271173011494,C00
BB,holdout,C01,27,0.021590931646321598,C00
BB,holdout,C01,28,-0.04557785800485526,C00
BB,holdout,C01,29,0.05161976654467361,C00
BB,holdout,C01,30,-0.06527436033360448,C00
BB,holdout,C01,31,0.0742461297171996,C00
BB,holdout,C01,32,-0.09244695230312615,C00
BB,holdout,C01,33,-0.022188151813277074,C00
BB,holdout,C01,34,0.0011382168100970633,C00
BB,holdout,C01,35,0.1160298101938165,C00
BB,holdout,C01,36,0.051866392479483325,C00
BB,holdout,C01,37,0.11668262381531602,C00
BB,holdout,C01,38,0.0566226622840002,C00
BB,holdout,C01,39,-0.043572989587510325,C00
BB,holdout,C10,0,0.10394764442298893,C00
BB,holdout,C10,1,0.06637883922231763,C00
BB,holdout,C10,2,0.08435266048646096,C00
BB,holdout,C10,3,0.012652482395520318,C00
BB,holdout,C10,4,0.10499315271290292,C00
BB,holdout,C10,5,0.05934485847426689,C00
BB,holdout,C10,6,0.0851935523268037,C00
BB,holdout,C10,7,0.0821875211079416,C00
BB,holdout,C10,8,0.11490056856187954,C00
BB,holdout,C10,9,0.1375750354256908,C00
BB,holdout,C10,10,0.15088810514016116,C00
BB,holdout,C10,11,0.052296922986824715,C00
BB,holdout,C10,12,0.15224761583670016,C00
BB,holdout,C10,13,0.10469027034464007,C00
BB,holdout,C10,14,0.12343696955084996,C00
BB,holdout,C10,15,0.1867156458896812,C00
BB,holdout,C10,16,0.10397703931111939,C00
BB,holdout,C10,17,0.05290166569481622,C00
BB,holdout,C10,18,0.1070083447152665,C00
BB,holdout,C10,19,0.0868344543860935,C00
BB,holdout,C10,20,0.027891593226229583,C00
BB,holdout,C10,21,0.039262673620076294,C00
BB,holdout,C10,22,0.09682107784418739,C00
BB,holdout,C10,23,0.07355264609095494,C00
BB,holdout,C10,24,0.13221180980499403,C00
BB,holdout,C10,25,0.12280782638011525,C00
BB,holdout,C10,26,0.07165858243622221,C00
BB,holdout,C10,27,0.056687863337774744,C00
BB,holdout,C10,28,0.05980575899927444,C00
BB,holdout,C10,29,0.02324975176667875,C00
BB,holdout,C10,30,0.12287511889220555,C00
BB,holdout,C10,31,0.05886139287567242,C00
BB,holdout,C10,32,0.12796909203062728,C00
BB,holdout,C10,33,0.03072629467153117,C00
BB,holdout,C10,34,0.16862528538259836,C00
BB,holdout,C10,35,0.09676650333710773,C00
BB,holdout,C10,36,0.059969896783487124,C00
BB,holdout,C10,37,0.1135722725822107,C00
BB,holdout,C10,38,0.11907430871189542,C00
BB,holdout,C10,39,0.1438661155898909,C00
BB,holdout,C11,0,0.02310007604043817,C00
BB,holdout,C11,1,0.028698863109170893,C00
BB,holdout,C11,2,0.0006377899463839917,C00
BB,holdout,C11,3,0.015558866873123217,C00
BB,holdout,C11,4,0.08404754232107046,C00
BB,holdout,C11,5,0.043211186004887894,C00
BB,holdout,C11,6,0.08409076105450383,C00
BB,holdout,C11,7,0.0973274256667987,C00
BB,holdout,C11,8,0.0876512871865967,C00
BB,holdout,C11,9,0.12262259147615015,C00
BB,holdout,C11,10,0.011384876850866506,C00
BB,holdout,C11,11,0.019408405739123627,C00
BB,holdout,C11,12,0.10565594540514156,C00
BB,holdout,C11,13,0.04050709459869013,C00
BB,holdout,C11,14,0.1251205689996279,C00
BB,holdout,C11,15,0.0625702379254858,C00
BB,holdout,C11,16,0.053420947176216066,C00
BB,holdout,C11,17,0.0761154711820084,C00
BB,holdout,C11,18,0.06015106176377297,C00
BB,holdout,C11,19,0.10876219446967045,C00
BB,holdout,C11,20,0.06820937711403245,C00
BB,holdout,C11,21,0.07626583004225992,C00
BB,holdout,C11,22,0.08131884855488497,C00
BB,holdout,C11,23,0.08826867732357223,C00
BB,holdout,C11,24,0.0763120815292318,C00
BB,holdout,C11,25,0.0622983644308921,C00
BB,holdout,C11,26,0.04161345558780489,C00
BB,holdout,C11,27,0.04131902704085867,C00
BB,holdout,C11,28,0.09088263678804653,C00
BB,holdout,C11,29,-0.008408831582490228,C00
BB,holdout,C11,30,0.09690578942413344,C00
BB,holdout,C11,31,-0.00473802991033544,C00
BB,holdout,C11,32,0.06451215901858572,C00
BB,holdout,C11,33,0.03444959260720138,C00
BB,holdout,C11,34,0.08382341411482924,C00
BB,holdout,C11,35,0.05488564373607932,C00
BB,holdout,C11,36,0.019387262863180675,C00
BB,holdout,C11,37,0.0046463980456979,C00
BB,holdout,C11,38,0.08134068538049566,C00
BB,holdout,C11,39,0.16137920561287905,C00
