archive,seed,g_A_same_phase,g_B_same_phase,sum_forced,distance_A_to_phi,distance_B_to_phi
greedy,40,1.5714285714285714,1.4285714285714286,3.0,0.046605417321323506,0.1894625601784663
greedy,41,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
greedy,42,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
greedy,43,1.4230769230769231,1.5769230769230769,3.0,0.19495706567297177,0.04111091182681803
greedy,44,1.5161290322580645,1.4838709677419355,3.0,0.1019049564918304,0.1341630210079594
greedy,45,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
greedy,46,1.6428571428571428,1.3571428571428572,3.0,0.02482315410724789,0.2608911316070377
greedy,47,1.537037037037037,1.462962962962963,3.0,0.08099695171285792,0.15507102578693188
greedy,48,1.5161290322580645,1.4838709677419355,3.0,0.1019049564918304,0.1341630210079594
greedy,49,1.4629629629629628,1.5370370370370372,3.0,0.1550710257869321,0.0809969517128577
greedy,50,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
greedy,51,1.4298850574712643,1.5701149425287357,3.0,0.18814893127863064,0.04791904622115917
greedy,52,1.7,1.3,3.0,0.08196601125010505,0.31803398874989486
greedy,53,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
greedy,54,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
greedy,55,1.4285714285714286,1.5714285714285714,3.0,0.1894625601784663,0.046605417321323506
greedy,56,1.4,1.6,3.0,0.218033988749895,0.018033988749894814
greedy,57,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
greedy,58,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
greedy,59,1.7013142174432496,1.2986857825567504,3.0,0.08328022869335472,0.3193482061931445
greedy,60,1.4838709677419355,1.5161290322580645,3.0,0.1341630210079594,0.1019049564918304
greedy,61,1.5827956989247312,1.4172043010752688,3.0,0.03523828982516375,0.20082968767462606
greedy,62,1.348148148148148,1.651851851851852,3.0,0.2698858406017468,0.033817863101957
greedy,64,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
greedy,65,1.5824175824175823,1.4175824175824177,3.0,0.035616406332312556,0.20045157116747725
greedy,66,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
greedy,67,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
greedy,68,1.3333333333333335,1.6666666666666665,3.0,0.2847006554165614,0.048632677916771616
greedy,69,1.3666666666666667,1.6333333333333333,3.0,0.2513673220832282,0.015299344583438401
greedy,70,1.5886699507389164,1.4113300492610836,3.0,0.029364038010978533,0.20670393948881127
greedy,71,1.5769230769230769,1.4230769230769231,3.0,0.04111091182681803,0.19495706567297177
greedy,72,1.5930521091811414,1.4069478908188586,3.0,0.02498187956875353,0.21108609793103628
greedy,73,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
greedy,74,1.38,1.62,3.0,0.238033988749895,0.001966011250105204
greedy,75,1.4285714285714286,1.5714285714285714,3.0,0.1894625601784663,0.046605417321323506
greedy,76,1.4230769230769231,1.5769230769230769,3.0,0.19495706567297177,0.04111091182681803
greedy,77,1.4627450980392158,1.5372549019607842,3.0,0.15528889071067908,0.08077908678911072
greedy,78,1.4230769230769231,1.5769230769230769,3.0,0.19495706567297177,0.04111091182681803
greedy,79,1.3333333333333335,1.6666666666666665,3.0,0.2847006554165614,0.048632677916771616
greedy,80,1.6333333333333333,1.3666666666666667,3.0,0.015299344583438401,0.2513673220832282
greedy,81,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
greedy,82,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
greedy,84,1.4230769230769231,1.5769230769230769,3.0,0.19495706567297177,0.04111091182681803
greedy,85,1.3897435897435897,1.6102564102564103,3.0,0.2282903990063052,0.007777578493484594
greedy,86,1.6111111111111112,1.3888888888888888,3.0,0.006922877638783742,0.22914509986100606
greedy,87,1.5909090909090908,1.4090909090909092,3.0,0.027124897840804074,0.20894307965898573
greedy,88,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
greedy,89,1.5369458128078817,1.463054187192118,3.0,0.08108817594201323,0.1549798015577768
greedy,90,1.5827956989247312,1.4172043010752688,3.0,0.03523828982516375,0.20082968767462606
greedy,91,1.5769230769230769,1.4230769230769231,3.0,0.04111091182681803,0.19495706567297177
greedy,92,1.4112388250319285,1.5887611749680717,3.0,0.20679516371796636,0.029272813781823226
greedy,93,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
greedy,94,1.4655172413793105,1.5344827586206895,3.0,0.1525167473705844,0.0835512301292054
greedy,95,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
greedy,96,1.3333333333333335,1.6666666666666665,3.0,0.2847006554165614,0.048632677916771616
greedy,97,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
greedy,98,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
greedy,99,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,0,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,1,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,2,1.4230769230769231,1.5769230769230769,3.0,0.19495706567297177,0.04111091182681803
landmax,4,1.284848484848485,1.7151515151515149,3.0,0.33318550390141,0.09711752640161997
landmax,5,1.6666666666666667,1.3333333333333333,3.0,0.04863267791677184,0.28470065541656164
landmax,6,1.7333333333333334,1.2666666666666666,3.0,0.11529934458343849,0.3513673220832283
landmax,7,1.5011494252873563,1.4988505747126437,3.0,0.11688456346253862,0.11918341403725119
landmax,8,1.4838709677419355,1.5161290322580645,3.0,0.1341630210079594,0.1019049564918304
landmax,9,1.3897435897435897,1.6102564102564103,3.0,0.2282903990063052,0.007777578493484594
landmax,10,1.4494623655913978,1.5505376344086022,3.0,0.16857162315849705,0.06749635434129275
landmax,11,1.5161290322580645,1.4838709677419355,3.0,0.1019049564918304,0.1341630210079594
landmax,12,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,13,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
landmax,14,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,15,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
landmax,16,1.5714285714285714,1.4285714285714286,3.0,0.046605417321323506,0.1894625601784663
landmax,17,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
landmax,18,1.5515151515151513,1.4484848484848487,3.0,0.06651883723474361,0.1695491402650462
landmax,19,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,20,1.5435897435897434,1.4564102564102566,3.0,0.07444424516015147,0.16162373233963834
landmax,21,1.4962962962962962,1.503703703703704,3.0,0.12173769245359867,0.11433028504619092
landmax,22,1.4629629629629628,1.5370370370370372,3.0,0.1550710257869321,0.0809969517128577
landmax,23,1.4133333333333333,1.586666666666667,3.0,0.20470065541656157,0.03136732208322801
landmax,24,1.54,1.46,3.0,0.07803398874989487,0.15803398874989494
landmax,25,1.5344827586206897,1.4655172413793103,3.0,0.08355123012920518,0.15251674737058463
landmax,26,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,27,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,28,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,29,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,30,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,31,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,32,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
landmax,33,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,34,1.6,1.4,3.0,0.018033988749894814,0.218033988749895
landmax,35,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,36,1.5238709677419355,1.4761290322580645,3.0,0.09416302100795937,0.14190495649183044
landmax,37,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,38,1.4655172413793105,1.5344827586206895,3.0,0.1525167473705844,0.0835512301292054
landmax,39,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,40,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,41,1.5769230769230769,1.4230769230769231,3.0,0.04111091182681803,0.19495706567297177
landmax,42,1.3238095238095238,1.676190476190476,3.0,0.29422446494037113,0.058156487440581106
landmax,43,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,44,1.537037037037037,1.462962962962963,3.0,0.08099695171285792,0.15507102578693188
landmax,45,1.62,1.38,3.0,0.001966011250105204,0.238033988749895
landmax,46,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,47,1.4230769230769231,1.5769230769230769,3.0,0.19495706567297177,0.04111091182681803
landmax,48,1.6,1.4,3.0,0.018033988749894814,0.218033988749895
landmax,49,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
landmax,50,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
landmax,52,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,53,1.5769230769230769,1.4230769230769231,3.0,0.04111091182681803,0.19495706567297177
landmax,54,1.3,1.7,3.0,0.31803398874989486,0.08196601125010505
landmax,55,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
landmax,56,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
landmax,57,1.7,1.3,3.0,0.08196601125010505,0.31803398874989486
landmax,58,1.6666666666666665,1.3333333333333335,3.0,0.048632677916771616,0.2847006554165614
landmax,59,1.4392059553349876,1.5607940446650124,3.0,0.17882803341490727,0.05723994408488253
landmax,60,1.4333333333333333,1.5666666666666667,3.0,0.18470065541656155,0.05136732208322825
landmax,61,1.5703703703703704,1.4296296296296296,3.0,0.047663618379524486,0.18840435912026532
landmax,62,1.4564102564102566,1.5435897435897434,3.0,0.16162373233963834,0.07444424516015147
landmax,63,1.1714285714285713,1.8285714285714285,3.0,0.44660541732132364,0.2105374398215336
landmax,64,1.4988505747126437,1.5011494252873563,3.0,0.11918341403725119,0.11688456346253862
landmax,66,1.235897435897436,1.764102564102564,3.0,0.38213655285245895,0.14606857535266915
landmax,67,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,68,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,69,1.5666666666666667,1.4333333333333333,3.0,0.05136732208322825,0.18470065541656155
landmax,70,1.3904761904761904,1.6095238095238096,3.0,0.22755779827370448,0.008510179226085324
landmax,71,1.5333333333333332,1.4666666666666668,3.0,0.08470065541656169,0.15136732208322812
landmax,72,1.182795698924731,1.817204301075269,3.0,0.4352382898251639,0.19917031232537408
landmax,73,1.3571428571428572,1.6428571428571428,3.0,0.2608911316070377,0.02482315410724789
landmax,74,1.6111111111111112,1.3888888888888888,3.0,0.006922877638783742,0.22914509986100606
landmax,75,1.4,1.6,3.0,0.218033988749895,0.018033988749894814
landmax,76,1.62,1.38,3.0,0.001966011250105204,0.238033988749895
landmax,77,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,78,1.6,1.4,3.0,0.018033988749894814,0.218033988749895
landmax,79,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,80,1.5066666666666668,1.4933333333333332,3.0,0.11136732208322808,0.12470065541656172
landmax,81,1.7307692307692308,1.2692307692307692,3.0,0.11273524201933594,0.34880321951912574
landmax,82,1.6666666666666667,1.3333333333333333,3.0,0.04863267791677184,0.28470065541656164
landmax,83,1.4655172413793105,1.5344827586206895,3.0,0.1525167473705844,0.0835512301292054
landmax,84,1.6,1.4,3.0,0.018033988749894814,0.218033988749895
landmax,85,1.6666666666666667,1.3333333333333333,3.0,0.04863267791677184,0.28470065541656164
landmax,86,1.5769230769230769,1.4230769230769231,3.0,0.04111091182681803,0.19495706567297177
landmax,87,1.5769230769230769,1.4230769230769231,3.0,0.04111091182681803,0.19495706567297177
landmax,88,1.5,1.5,3.0,0.1180339887498949,0.1180339887498949
landmax,89,1.6102564102564103,1.3897435897435897,3.0,0.007777578493484594,0.2282903990063052
landmax,90,1.5344827586206897,1.4655172413793103,3.0,0.08355123012920518,0.15251674737058463
landmax,91,1.5714285714285714,1.4285714285714286,3.0,0.046605417321323506,0.1894625601784663
landmax,92,1.4494623655913978,1.5505376344086022,3.0,0.16857162315849705,0.06749635434129275
landmax,93,1.4988505747126437,1.5011494252873563,3.0,0.11918341403725119,0.11688456346253862
landmax,94,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,96,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,97,1.4666666666666668,1.5333333333333332,3.0,0.15136732208322812,0.08470065541656169
landmax,98,1.638095238095238,1.361904761904762,3.0,0.020061249345343146,0.25612922684513295
landmax,99,1.2692307692307692,1.7307692307692308,3.0,0.34880321951912574,0.11273524201933594
