branch,seed,source_pair,endpoint,time,lag,source_closure,release,target_accumulation,angle_deg,rotation_error
c2,78,"(4, 7)",4,33,2,0.08257755637168884,0.0,0.026929039508104324,180.0,0.05468219567649439
c2,78,"(4, 7)",4,34,2,0.11208166927099228,0.01665564626455307,0.0,,
c2,78,"(4, 7)",4,35,2,0.09542602300643921,0.005519397556781769,0.0,,
c2,78,"(4, 7)",4,36,2,0.08990662544965744,0.04927071928977966,0.0,,
c2,78,"(4, 7)",4,37,2,0.04063590615987778,0.0400981679558754,0.0,,
c2,78,"(4, 7)",4,38,2,0.0005377379129640758,0.0,0.03742365539073944,180.0,0.05775044865437579
c2,78,"(4, 7)",4,39,2,0.023617586120963097,0.0,0.10554870963096619,0.0,0.10812301649862327
c2,78,"(4, 7)",4,40,2,0.08652173727750778,0.0,0.05321003496646881,0.0,0.042280411904258346
c2,78,"(4, 7)",4,41,2,0.14988340437412262,0.0,0.0,,
c2,78,"(4, 7)",4,42,2,0.17071866989135742,0.0,0.0,,
c2,78,"(4, 7)",4,43,2,0.1977446973323822,0.006147295236587524,0.0,,
c2,78,"(4, 7)",4,44,2,0.19159740209579468,0.03969961404800415,0.0,,
c2,78,"(4, 7)",4,45,2,0.15189778804779053,0.053413696587085724,0.07089858502149582,0.0,0.07300827119679575
c2,78,"(4, 7)",4,46,2,0.0984840914607048,0.052846021950244904,0.07711882889270782,0.0,0.00889693747470002
c2,78,"(4, 7)",4,47,2,0.0456380695104599,0.024761062115430832,0.05627668648958206,180.0,0.043602460861950375
c2,78,"(4, 7)",4,48,2,0.020877007395029068,0.017558256164193153,0.025660134851932526,180.0,0.07744031580368596
c2,78,"(4, 7)",4,49,2,0.003318750998005271,0.0,0.0,,
c2,78,"(4, 7)",4,50,2,0.00455766636878252,0.0,0.0,,
c2,78,"(4, 7)",4,51,2,0.008943908847868443,0.0033503416925668716,0.0,,
c2,78,"(4, 7)",4,52,2,0.005593567155301571,0.005147736053913832,0.027094051241874695,180.0,0.07324155262928506
c2,78,"(4, 7)",4,53,2,0.0004458311013877392,0.0,0.0979464128613472,180.0,0.12213564817104215
c2,78,"(4, 7)",4,54,2,0.010455054230988026,0.0,0.08675044775009155,180.0,0.13239532554910974
c2,78,"(4, 7)",4,55,2,0.02304791286587715,0.0,0.10840817540884018,180.0,0.1720232782771644
c2,78,"(4, 7)",4,56,2,0.033163171261548996,0.0,0.16545230150222778,0.0,0.31618281540690835
c2,78,"(4, 7)",4,57,2,0.0414484404027462,0.005018956959247589,0.0,,
c2,78,"(4, 7)",4,58,2,0.03642948344349861,0.016144556924700737,0.0,,
c2,78,"(4, 7)",4,59,2,0.020284926518797874,0.018664853647351265,0.0,,
c2,78,"(4, 7)",4,60,2,0.0016200729878619313,0.0,0.0,,
c2,78,"(4, 7)",4,61,2,0.0416979119181633,0.0,0.11850538104772568,180.0,0.10655431706737291
c2,78,"(4, 7)",4,62,2,0.10750418156385422,0.0,0.0,,
c2,78,"(4, 7)",4,63,2,0.17809106409549713,0.0,0.2646784484386444,180.0,0.1603454225922014
c2,78,"(4, 7)",4,64,2,0.23113462328910828,0.0,0.08813979476690292,0.0,0.04285598657478577
c2,78,"(4, 7)",4,65,2,0.2923881411552429,0.0,0.30343466997146606,0.0,0.022802466576140698
c2,78,"(4, 7)",4,66,2,0.3208142817020416,0.011904627084732056,0.24426119029521942,0.0,0.05988968764583772
c2,78,"(4, 7)",4,67,2,0.30890965461730957,0.04908439517021179,0.08923259377479553,0.0,0.06630021292262749
c2,78,"(4, 7)",4,68,2,0.2598252594470978,0.07341049611568451,0.0,,
c2,78,"(4, 7)",4,69,2,0.18641476333141327,0.06816720962524414,0.0,,
c2,78,"(4, 7)",4,70,2,0.11824755370616913,0.05968821793794632,0.0,,
c2,78,"(4, 7)",4,71,2,0.05855933576822281,0.03790813311934471,0.0,,
c2,78,"(4, 7)",4,72,2,0.020651202648878098,0.018081316724419594,0.0,,
c2,78,"(4, 7)",4,73,2,0.0025698861572891474,0.0023024019319564104,0.04094284027814865,180.0,0.08220585641369868
c2,78,"(4, 7)",4,74,2,0.0002674841962289065,0.0,0.06312913447618484,0.0,0.09871573588117911
c2,78,"(4, 7)",4,75,2,0.0029809221159666777,0.0,0.0,,
c2,78,"(4, 7)",4,76,2,0.02408936619758606,0.0,0.0,,
c2,78,"(4, 7)",4,77,2,0.06291430443525314,0.0,0.0,,
c2,78,"(4, 7)",4,78,2,0.1158904880285263,0.0,0.00061088427901268,180.0,0.11463761559011698
c2,78,"(4, 7)",4,79,2,0.16563645005226135,0.0,0.029395127668976784,180.0,0.13085167206853618
c2,78,"(4, 7)",4,80,2,0.19913963973522186,0.0,0.027685243636369705,0.0,0.15649990252270762
c2,78,"(4, 7)",4,81,2,0.23719491064548492,0.013791456818580627,0.01320628635585308,180.0,0.16867366968482153
c2,78,"(4, 7)",4,82,2,0.2234034538269043,0.043205782771110535,0.0,,
c2,78,"(4, 7)",4,83,2,0.18019767105579376,0.04935416579246521,0.0,,
c2,78,"(4, 7)",4,84,2,0.13084350526332855,0.05877631902694702,0.0,,
c2,78,"(4, 7)",4,85,2,0.07206718623638153,0.0614161379635334,0.0,,
c2,78,"(4, 7)",4,86,2,0.01065104827284813,0.0,0.03454231470823288,180.0,0.03838847522979915
c2,78,"(4, 7)",4,87,2,0.03171481192111969,0.0,0.04688975214958191,0.0,0.032419614816238604
c2,78,"(4, 7)",4,88,2,0.09204748272895813,0.0,0.029668409377336502,0.0,0.023177823729355947
c2,78,"(4, 7)",4,89,2,0.13832640647888184,0.0,0.0015216805040836334,0.0,0.07184192344277218
c2,78,"(4, 7)",4,90,2,0.15242770314216614,0.023195520043373108,0.0,,
c2,78,"(4, 7)",4,91,2,0.12923218309879303,0.04257333278656006,0.05064385384321213,0.0,0.05626612426932062
c2,78,"(4, 7)",4,92,2,0.08665885031223297,0.04256067052483559,0.0,,
c2,78,"(4, 7)",4,93,2,0.044098179787397385,0.04139413684606552,0.0,,
c2,78,"(4, 7)",4,94,2,0.0027040448039770126,0.0,0.0,,
c2,78,"(4, 7)",4,95,2,0.00573568744584918,0.0,0.0,,
c2,78,"(4, 7)",4,96,2,0.011691411957144737,0.0,0.005847080145031214,0.0,0.002908989194523744
c2,78,"(4, 7)",4,97,2,0.026286693289875984,0.0,0.00029641203582286835,0.0,0.02023182822701761
c2,78,"(4, 7)",4,98,2,0.035032350569963455,0.0006128512322902679,0.0,,
c2,78,"(4, 7)",4,99,2,0.03441949933767319,0.009736929088830948,0.0,,
c2,78,"(4, 7)",4,100,2,0.02468257024884224,0.014895996078848839,0.0005258889868855476,180.0,0.02381052910137383
c2,78,"(4, 7)",4,101,2,0.0097865741699934,0.0,0.022660959511995316,0.0,0.030254689927880375
c2,78,"(4, 7)",4,102,2,0.016062071546912193,0.0,0.04008213430643082,0.0,0.041345238620969914
c2,78,"(4, 7)",4,103,2,0.040592484176158905,0.0,0.03396337479352951,180.0,0.026941382904517943
c2,78,"(4, 7)",4,104,2,0.05745600908994675,0.0052646249532699585,0.008707784116268158,180.0,0.004880363266722856
c2,78,"(4, 7)",4,105,2,0.05219138413667679,0.02478083036839962,0.0,,
c2,78,"(4, 7)",4,106,2,0.02741055376827717,0.010581929236650467,0.00848090648651123,0.0,0.10237186507652365
c2,78,"(4, 7)",4,107,2,0.0168286245316267,0.001933744177222252,0.0,,
c2,78,"(4, 7)",4,108,2,0.01489488035440445,0.0,0.07237447798252106,180.0,0.07148779139337227
c2,78,"(4, 7)",4,109,2,0.06597088277339935,0.0,0.0,,
c2,78,"(4, 7)",4,110,2,0.11874788254499435,0.0,0.04294058680534363,180.0,7.01927085518934e-05
c2,78,"(4, 7)",4,111,2,0.16525210440158844,0.0,0.06700719147920609,180.0,0.008552171639981678
c2,78,"(4, 7)",4,112,2,0.176717147231102,0.0,0.0,,
c2,78,"(4, 7)",4,113,2,0.232436403632164,0.05649574100971222,0.0,,
c2,78,"(4, 7)",4,114,2,0.17594066262245178,0.08285406976938248,0.0,,
c2,78,"(4, 7)",4,115,2,0.0930865928530693,0.0779319629073143,0.0,,
c2,78,"(4, 7)",4,116,2,0.015154632739722729,0.0,0.00023232062812894583,0.0,0.026184541934209944
c2,78,"(4, 7)",4,117,2,0.02223513089120388,0.0,0.0,,
c2,78,"(4, 7)",4,118,2,0.026955217123031616,0.006423350423574448,0.0,,
c2,78,"(4, 7)",4,119,2,0.02053186669945717,0.007694822736084461,0.005183703266084194,180.0,0.022670347781059013
c2,78,"(4, 7)",4,120,2,0.012837043963372707,0.0,0.04395226761698723,180.0,0.04923726390629111
c2,78,"(4, 7)",4,121,2,0.04136817529797554,0.0,0.03151584416627884,180.0,0.022908330072154898
c2,78,"(4, 7)",4,122,2,0.04982538893818855,0.017091400921344757,0.0,,
c2,78,"(4, 7)",4,123,2,0.032733988016843796,0.013621458783745766,0.0,,
c2,78,"(4, 7)",4,124,2,0.01911252923309803,0.01078743301331997,0.0006819963455200195,180.0,0.022239008390321356
c2,78,"(4, 7)",4,125,2,0.008325096219778061,0.003978461027145386,0.00420033186674118,0.0,0.0034947205680372845
c2,78,"(4, 7)",4,126,2,0.004346635192632675,0.0,0.0020378264598548412,180.0,0.00454687351384868
c2,78,"(4, 7)",4,127,2,0.01930178515613079,0.0,0.0,,
c2,78,"(4, 7)",4,128,2,0.029515976086258888,0.0,0.0,,
c2,78,"(4, 7)",4,129,2,0.029844583943486214,0.029315119609236717,0.0,,
c2,78,"(4, 7)",4,130,2,0.0005294650327414274,0.0,0.03638812527060509,180.0,0.05611887791807563
c2,78,"(4, 7)",4,131,2,0.023417603224515915,0.0,0.05210261791944504,0.0,0.04976974397575384
c2,78,"(4, 7)",4,132,2,0.06535892933607101,0.0,0.05012891814112663,0.0,0.02722281620789116
c2,78,"(4, 7)",4,133,2,0.09203779697418213,0.0,0.020149245858192444,180.0,0.011134508200550258
c2,78,"(4, 7)",4,134,2,0.16241386532783508,0.0,0.0,,
c2,78,"(4, 7)",4,135,2,0.23078344762325287,0.0,0.0,,
c2,78,"(4, 7)",4,136,2,0.2802249491214752,0.0,0.0,,
c2,78,"(4, 7)",4,137,2,0.2980285584926605,0.018481671810150146,0.0,,
c2,78,"(4, 7)",4,138,2,0.2795468866825104,0.04994320869445801,0.06266173720359802,0.0,0.17266720151733492
c2,78,"(4, 7)",4,139,2,0.22960367798805237,0.06857199966907501,0.07203935086727142,0.0,0.10744011849108355
c2,78,"(4, 7)",4,140,2,0.16103167831897736,0.07024672627449036,0.041935332119464874,0.0,0.04539590827961846
c2,78,"(4, 7)",4,141,2,0.090784952044487,0.05596263334155083,0.0,,
c2,78,"(4, 7)",4,142,2,0.03482231870293617,0.031254831701517105,0.0,,
c2,78,"(4, 7)",4,143,2,0.0035674874670803547,0.001488570822402835,0.0,,
c2,78,"(4, 7)",4,144,2,0.00207891664467752,0.001149650663137436,0.0,,
c2,78,"(4, 7)",4,145,2,0.000929265923332423,0.0007533510215580463,0.0,,
c2,78,"(4, 7)",4,146,2,0.0001759148872224614,0.0,0.1287565380334854,0.0,0.14612300064135772
c2,78,"(4, 7)",4,147,2,0.0061256252229213715,0.0,0.1779169738292694,180.0,0.21533078672547526
c2,78,"(4, 7)",4,148,2,0.028370369225740433,0.0,0.04492294788360596,0.0,0.12689992312298817
c2,78,"(4, 7)",4,149,2,0.0284909475594759,0.011528490111231804,0.0,,
c2,78,"(4, 7)",4,150,2,0.016962457448244095,0.015850435942411423,0.038175150752067566,0.0,0.1720475501166515
c2,78,"(4, 7)",4,151,2,0.001112022320739925,0.0,0.0,,
c2,78,"(4, 7)",4,152,2,0.0032765313517302275,0.0,0.0,,
c2,78,"(4, 7)",4,153,2,0.013308861292898655,0.0,0.0,,
c2,78,"(4, 7)",4,154,2,0.026815064251422882,0.0,0.0,,
c2,78,"(4, 7)",4,155,2,0.04046768322587013,0.0,0.20233091711997986,180.0,0.16556093758880658
c2,78,"(4, 7)",4,156,2,0.050746772438287735,0.0,0.27902254462242126,180.0,0.23681158436360136
c2,78,"(4, 7)",4,157,2,0.05492633208632469,0.0030420981347560883,0.13835541903972626,180.0,0.23971039057019305
c2,78,"(4, 7)",4,158,2,0.051884233951568604,0.0,0.0,,
c2,78,"(4, 7)",4,159,2,0.08173581957817078,0.0,0.13378658890724182,0.0,0.06737097851196049
c2,78,"(4, 7)",4,160,2,0.10539545863866806,0.0,0.2011355757713318,0.0,0.11456772806303947
c2,78,"(4, 7)",4,161,2,0.11656447499990463,0.004334941506385803,0.13268151879310608,0.0,0.1321788803941164
c2,78,"(4, 7)",4,162,2,0.11222953349351883,0.018666356801986694,0.015039443969726562,0.0,0.11884706496555951
c2,78,"(4, 7)",4,163,2,0.09356317669153214,0.02799014002084732,0.0,,
c2,78,"(4, 7)",4,164,2,0.06557303667068481,0.038609132170677185,0.03242283686995506,180.0,0.01022433357738547
c2,78,"(4, 7)",4,165,2,0.02696390263736248,0.024356625974178314,0.001306287944316864,180.0,0.04648468348708584
c2,78,"(4, 7)",4,166,2,0.002607275964692235,0.0,0.0,,
c2,78,"(4, 7)",4,167,2,0.00783408060669899,0.006347435526549816,0.0,,
c2,78,"(4, 7)",4,168,2,0.001486644963733852,0.0013601231621578336,0.02937239408493042,0.0,0.09987973003781857
c2,78,"(4, 7)",4,169,2,0.00012652177247218788,0.0,0.15134388208389282,180.0,0.16329211716151987
c2,78,"(4, 7)",4,170,2,0.0007566921995021403,0.0,0.025849997997283936,0.0,0.12590159625628122
c2,78,"(4, 7)",4,171,2,0.0056406971998512745,0.0,0.013707850128412247,0.0,0.03349138590382321
c2,78,"(4, 7)",4,172,2,0.008829987607896328,0.0,0.0026763956993818283,180.0,0.025363239503214015
c2,78,"(4, 7)",4,173,2,0.025667965412139893,0.0,0.0,,
c2,78,"(4, 7)",4,174,2,0.03417199105024338,0.004117364063858986,0.0022335071116685867,180.0,0.007418621899595289
c2,78,"(4, 7)",4,175,2,0.030054626986384392,0.00798129104077816,0.0005447663133963943,0.0,0.043040464035896696
c2,78,"(4, 7)",4,176,2,0.02207333594560623,0.013613262213766575,0.0,,
c2,78,"(4, 7)",4,177,2,0.008460073731839657,0.0037290388718247414,0.013972677290439606,0.0,0.021689208126881642
c2,78,"(4, 7)",4,178,2,0.0047310348600149155,0.0,0.04920433089137077,180.0,0.06542382360407888
c2,78,"(4, 7)",4,179,2,0.0300828218460083,0.0,0.046864740550518036,0.0,0.05026063139458416
c2,78,"(4, 7)",4,180,2,0.04463806375861168,0.008634980767965317,0.09069573134183884,0.0,0.09814230994799995
c2,78,"(4, 7)",4,181,2,0.03600308299064636,0.0,0.02439206838607788,180.0,0.07405175418768173
c2,78,"(4, 7)",4,182,2,0.04485384747385979,0.030946021899580956,0.07809726893901825,0.0,0.15808715713771065
c2,78,"(4, 7)",4,183,2,0.013907825574278831,0.00790761411190033,0.0,,
c2,78,"(4, 7)",4,184,2,0.006000211928039789,0.005433228332549334,0.0,,
c2,78,"(4, 7)",4,185,2,0.0005669834790751338,0.0,0.0,,
c2,78,"(4, 7)",4,186,2,0.00922561064362526,0.0,0.0,,
c2,78,"(4, 7)",4,187,2,0.03544319048523903,0.0,0.0,,
c2,78,"(4, 7)",4,188,2,0.07197296619415283,0.0,0.12375900149345398,180.0,0.08077920623351852
c2,78,"(4, 7)",4,189,2,0.08513738214969635,0.0,0.0,,
c2,78,"(4, 7)",4,190,2,0.09926627576351166,0.006682634353637695,0.14488893747329712,180.0,0.15875379791930877
c2,78,"(4, 7)",4,191,2,0.09258364140987396,0.017563797533512115,0.021542757749557495,180.0,0.1491146318991927
c2,78,"(4, 7)",4,192,2,0.07501984387636185,0.023845087736845016,0.0,,
c2,78,"(4, 7)",4,193,2,0.05117475613951683,0.024081747978925705,0.0,,
c2,78,"(4, 7)",4,194,2,0.027093008160591125,0.0185964647680521,0.0,,
c2,78,"(4, 7)",4,195,2,0.008496543392539024,0.008082982152700424,0.0,,
c2,78,"(4, 7)",4,196,2,0.00041356091969646513,0.00013246529852040112,0.014038844034075737,0.0,0.025234428233966977
c2,78,"(4, 7)",4,197,2,0.000281095621176064,0.0,0.18418502807617188,0.0,0.20087713188944742
c2,78,"(4, 7)",4,198,2,0.006619943305850029,0.0,0.08407698571681976,0.0,0.18388719183881852
c2,78,"(4, 7)",4,199,2,0.027489155530929565,0.0,0.0,,
c2,78,"(4, 7)",4,200,2,0.07422413676977158,0.0,0.0056091248989105225,0.0,0.10541513435930976
c2,78,"(4, 7)",4,201,2,0.14598406851291656,0.0,0.0,,
c2,78,"(4, 7)",4,202,2,0.2270956188440323,0.0,0.022997787222266197,0.0,0.14946886134447707
c2,78,"(4, 7)",4,203,2,0.31349602341651917,0.0,0.09757371991872787,0.0,0.15912067418552425
c2,78,"(4, 7)",4,204,2,0.36673063039779663,0.0,0.08079062402248383,0.0,0.1652873144365944
c2,78,"(4, 7)",4,205,2,0.3725133240222931,0.04323124885559082,0.05682560056447983,0.0,0.14747407869308468
c2,78,"(4, 7)",4,206,2,0.32928207516670227,0.0,0.0005102772265672684,180.0,0.2644744317100769
c2,78,"(4, 7)",4,207,2,0.38352304697036743,0.10314372181892395,0.0,,
c2,78,"(4, 7)",4,208,2,0.2803793251514435,0.11856652796268463,0.0,,
c2,78,"(4, 7)",4,209,2,0.16181279718875885,0.10306747257709503,0.0,,
c2,78,"(4, 7)",4,210,2,0.05874532833695412,0.022582922130823135,0.0,,
c2,78,"(4, 7)",4,211,2,0.03616240620613098,0.023633653298020363,0.0006186310201883316,0.0,0.03933824509862529
c2,78,"(4, 7)",4,212,2,0.012528752908110619,0.0,0.09136560559272766,180.0,0.10038779090764381
c2,78,"(4, 7)",4,213,2,0.036016400903463364,0.0,0.12223155796527863,0.0,0.11594226778119308
c2,78,"(4, 7)",4,214,2,0.09192302078008652,0.0,0.05275031179189682,0.0,0.05529891827239814
c2,78,"(4, 7)",4,215,2,0.11760599166154861,0.009105652570724487,0.0,,
c2,78,"(4, 7)",4,216,2,0.10850033909082413,0.015116386115550995,0.0,,
c2,78,"(4, 7)",4,217,2,0.09338395297527313,0.03064104914665222,0.04748539626598358,0.0,0.04593245208003678
c2,78,"(4, 7)",4,218,2,0.06274290382862091,0.03142264485359192,0.04905319958925247,0.0,0.006811681800831566
c2,78,"(4, 7)",4,219,2,0.03132025897502899,0.02399727888405323,0.026652894914150238,0.0,0.048481212634700205
c2,78,"(4, 7)",4,220,2,0.007322979625314474,0.0037295748479664326,0.0,,
c2,78,"(4, 7)",4,221,2,0.0035934047773480415,0.0,0.0,,
c2,78,"(4, 7)",4,222,2,0.012430704198777676,0.0,0.0,,
c2,78,"(4, 7)",4,223,2,0.013282043859362602,0.008565301075577736,0.0,,
c2,78,"(4, 7)",4,224,2,0.004716742318123579,0.004043690860271454,0.0,,
c2,78,"(4, 7)",4,225,2,0.0006730513414368033,0.0,0.050949107855558395,0.0,0.07409214965235063
c2,78,"(4, 7)",4,226,2,0.007050624582916498,0.0038948054425418377,0.051026664674282074,0.0,0.07259814012325998
c2,78,"(4, 7)",4,227,2,0.0031558191403746605,0.0,0.06741048395633698,180.0,0.13393040666727551
c2,78,"(4, 7)",4,228,2,0.008236906491219997,0.0,0.02157501131296158,180.0,0.12184790683841856
c2,78,"(4, 7)",4,229,2,0.014839495532214642,0.0,0.0,,
c2,78,"(4, 7)",4,230,2,0.02150772511959076,0.0,0.0,,
c2,78,"(4, 7)",4,231,2,0.02662014029920101,0.016266556456685066,0.0,,
c2,78,"(4, 7)",4,232,2,0.010353583842515945,0.0,0.0,,
c2,78,"(4, 7)",4,233,2,0.014545139856636524,0.0,0.0,,
c2,78,"(4, 7)",4,234,2,0.01753237284719944,0.0,0.0,,
c2,78,"(4, 7)",4,235,2,0.07405968755483627,0.0022747963666915894,0.07032803446054459,180.0,0.003007356880595724
c2,78,"(4, 7)",4,236,2,0.07178489118814468,0.0,0.0,,
c2,78,"(4, 7)",4,237,2,0.11947470158338547,0.0,0.1378406137228012,0.0,0.01631645026418118
c2,78,"(4, 7)",4,238,2,0.15773862600326538,0.0,0.06475351005792618,0.0,0.02706400719443723
c2,78,"(4, 7)",4,239,2,0.17604675889015198,0.03411869704723358,0.02621528133749962,180.0,0.0868444761364617
c2,78,"(4, 7)",4,240,2,0.1419280618429184,0.01095782220363617,0.005009546875953674,0.0,0.009628405185608572
c2,78,"(4, 7)",4,241,2,0.13097023963928223,0.04292131960391998,0.04417799413204193,180.0,0.008611255774440671
