split,base_id,family,omega,t1,tphi,rotation_slope,rotation_score,relaxation_score,ridge_coherence,rotating_label,relaxing_label,ridge_u_label,rotation_threshold,relaxation_threshold,ridge_threshold,predicted_family
development,D0004,T1,1.4109311638724857,2.262966392409232,2.402129668523923,-0.01738969446004161,0.01738969446004161,0.7356579121159117,0.9301671229023953,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0004,C,1.4109311638724857,2.262966392409232,2.402129668523923,1.4145591095096581,1.4145591095096581,0.7265933476350834,0.8369375825959253,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0005,U,-1.2479833414705124,1.6215474539013308,1.2166875750211794,-1.2574404367818774,1.2574404367818774,0.02300493710738389,0.9942131306954475,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0005,T2,-1.2479833414705124,1.6215474539013308,1.2166875750211794,-0.03904409965197173,0.03904409965197173,-0.015401637758632175,0.18051920239907637,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0005,T1,-1.2479833414705124,1.6215474539013308,1.2166875750211794,0.003022904498596554,0.003022904498596554,0.7706472962267381,0.9523733750715734,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0005,C,-1.2479833414705124,1.6215474539013308,1.2166875750211794,-1.282506495215387,1.282506495215387,0.8702386313112911,0.9254210939764186,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0006,U,0.866410816237336,2.512858370060144,1.7856339733415356,0.8662664959059568,0.8662664959059568,0.011652802494627384,0.9894579146477898,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0006,T2,0.866410816237336,2.512858370060144,1.7856339733415356,-0.01004744430229478,0.01004744430229478,0.029294492994778192,0.1506636085568443,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0006,T1,0.866410816237336,2.512858370060144,1.7856339733415356,0.009925092335444329,0.009925092335444329,0.6815765068864699,0.9267918558491708,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0006,C,0.866410816237336,2.512858370060144,1.7856339733415356,0.8073930955567108,0.8073930955567108,0.6681732640826308,0.7977691778778755,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0007,U,-0.9775041345742282,2.0004680271233837,1.411184353241936,-0.9794725351566834,0.9794725351566834,-0.019103067285350148,0.9678429715482115,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0007,T2,-0.9775041345742282,2.0004680271233837,1.411184353241936,0.0802382064435641,0.0802382064435641,-0.1289086298290793,0.13801683110836005,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0007,T1,-0.9775041345742282,2.0004680271233837,1.411184353241936,-0.027012842450807015,0.027012842450807015,0.7742839014077214,0.9404721366395188,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0007,C,-0.9775041345742282,2.0004680271233837,1.411184353241936,-1.0315895123972432,1.0315895123972432,0.7168687904018434,0.8773662342772244,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0008,U,1.54382181123059,1.6200246356711114,2.4141120322329384,1.552489582737757,1.552489582737757,0.00833028005522429,0.982216191668325,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0008,T2,1.54382181123059,1.6200246356711114,2.4141120322329384,0.009833901313006412,0.009833901313006412,-0.03924331492853736,0.3059110365885895,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0008,T1,1.54382181123059,1.6200246356711114,2.4141120322329384,-0.0031705060143254913,0.0031705060143254913,0.7911092188589018,0.9562007820786372,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0008,C,1.54382181123059,1.6200246356711114,2.4141120322329384,1.6377012510862043,1.6377012510862043,0.7519772933366611,0.9045601617135898,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0009,U,-0.9382107570897795,2.5640869233270593,2.2911064692322842,-0.9460669280853714,0.9460669280853714,-0.03153637427172805,0.9872483076840199,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0009,T2,-0.9382107570897795,2.5640869233270593,2.2911064692322842,0.0023882429202560446,0.0023882429202560446,-0.0234303605127621,0.2343493120079283,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0009,T1,-0.9382107570897795,2.5640869233270593,2.2911064692322842,0.0008688070729475406,0.0008688070729475406,0.6605431364187011,0.8791267923925732,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0009,C,-0.9382107570897795,2.5640869233270593,2.2911064692322842,-0.92987845797682,0.92987845797682,0.785169658168426,0.8104550053750073,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0010,U,0.8412915334031354,2.616089213975485,1.3554995014150806,0.8279059733476588,0.8279059733476588,0.026954744844744326,0.9980628478877744,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0010,T2,0.8412915334031354,2.616089213975485,1.3554995014150806,-0.03946806109080298,0.03946806109080298,-0.019528870170920698,0.10513672871111537,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0010,T1,0.8412915334031354,2.616089213975485,1.3554995014150806,0.006902266415259026,0.006902266415259026,0.7032138873983558,0.9134274995152902,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0010,C,0.8412915334031354,2.616089213975485,1.3554995014150806,0.7319274756965826,0.7319274756965826,0.6581990844571874,0.744641879656504,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0011,U,-1.0746037033642504,2.784394154392029,1.365318849692166,-1.081684752516576,1.081684752516576,-0.011458129949583801,0.9630706308171251,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0011,T2,-1.0746037033642504,2.784394154392029,1.365318849692166,0.02545360213181275,0.02545360213181275,0.0,0.1557912588267944,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0011,T1,-1.0746037033642504,2.784394154392029,1.365318849692166,0.01555832848566441,0.01555832848566441,0.6140838688631142,0.8862754275400985,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0011,C,-1.0746037033642504,2.784394154392029,1.365318849692166,-1.120191906707477,1.120191906707477,0.6309109009508187,0.7494839727636585,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0012,U,1.4867997594798725,2.9266038386483455,1.94325370345505,1.4768894179719805,1.4768894179719805,-0.029633138653502263,0.9954894565795988,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0012,T2,1.4867997594798725,2.9266038386483455,1.94325370345505,-0.022103537039471124,0.022103537039471124,0.05695109805008342,0.2530743608431688,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0012,T1,1.4867997594798725,2.9266038386483455,1.94325370345505,-0.006783425084587135,0.006783425084587135,0.6564891175443912,0.8871248227495061,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0012,C,1.4867997594798725,2.9266038386483455,1.94325370345505,1.4800961980507132,1.4800961980507132,0.6484303605127621,0.7358304653445162,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0013,U,-0.8884321238506032,2.51812097056656,2.107650896299028,-0.8954472800492045,0.8954472800492045,-0.053391785504921796,0.995658011707517,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0013,T2,-0.8884321238506032,2.51812097056656,2.107650896299028,-0.03878012009506656,0.03878012009506656,-0.06821889102052073,0.2064666645504278,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0013,T1,-0.8884321238506032,2.51812097056656,2.107650896299028,0.018033661507823148,0.018033661507823148,0.6886397232816701,0.9518699808801038,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0013,C,-0.8884321238506032,2.51812097056656,2.107650896299028,-0.9660554854455611,0.9660554854455611,0.728623955607983,0.7937552437346098,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0014,U,1.1416750306578525,2.863021500269745,2.1779837977574408,1.1446651516250648,1.1446651516250648,-0.015221103293301654,0.9786216904274946,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0014,T2,1.1416750306578525,2.863021500269745,2.1779837977574408,-0.012422351877897078,0.012422351877897078,0.05877334971383104,0.23704131936214295,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0014,T1,1.1416750306578525,2.863021500269745,2.1779837977574408,-0.006078390844636976,0.006078390844636976,0.59380787215295,0.9119855993007933,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0014,C,1.1416750306578525,2.863021500269745,2.1779837977574408,1.1268139182733568,1.1268139182733568,0.63671875,0.7274941567048063,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0015,U,-1.1393471912888653,2.5941610233452637,1.769806165404575,-1.145634753079534,1.145634753079534,0.0451249644199901,0.9814606176056556,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0015,T2,-1.1393471912888653,2.5941610233452637,1.769806165404575,-0.03703115786181387,0.03703115786181387,-0.009752792675312802,0.1619366952649721,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0015,T1,-1.1393471912888653,2.5941610233452637,1.769806165404575,0.02523079617219999,0.02523079617219999,0.6657889602769503,0.9180970080323215,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0015,C,-1.1393471912888653,2.5941610233452637,1.769806165404575,-1.178622717541951,1.178622717541951,0.6758380547455415,0.7612211737486985,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0016,U,1.0153546904463813,2.3669562511804756,2.2626888014948494,1.0027150076308966,1.0027150076308966,0.0531781942680883,0.9966751416185353,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0016,T2,1.0153546904463813,2.3669562511804756,2.2626888014948494,-0.0016228455544571808,0.0016228455544571808,-0.027392261916312544,0.23169088479560856,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0016,T1,1.0153546904463813,2.3669562511804756,2.2626888014948494,0.02569795807596729,0.02569795807596729,0.6934115637591318,0.9493375736460343,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0016,C,1.0153546904463813,2.3669562511804756,2.2626888014948494,1.0573645238080507,1.0573645238080507,0.6914074410026109,0.8142378317135736,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0017,U,-1.3323823071794756,2.920542541464537,2.3908740355780953,-1.339119723831364,1.339119723831364,-0.0520448527221726,1.0,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0017,T2,-1.3323823071794756,2.920542541464537,2.3908740355780953,0.0020279181359061683,0.0020279181359061683,-0.09574303604751801,0.2658015204677871,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0017,T1,-1.3323823071794756,2.920542541464537,2.3908740355780953,0.001859962284172516,0.001859962284172516,0.7242509334204221,0.9299014766574654,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0017,C,-1.3323823071794756,2.920542541464537,2.3908740355780953,-1.284196535949814,1.284196535949814,0.7108859740491813,0.7579408063034221,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0018,U,-1.5790207246994221,2.831761262729511,1.7711859907994465,-1.5854215417714002,1.5854215417714002,-0.004124771012939895,0.969210659997199,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0018,T2,-1.5790207246994221,2.831761262729511,1.7711859907994465,-0.028928839722563222,0.028928839722563222,-0.007816540542812549,0.21694585814921358,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0018,T1,-1.5790207246994221,2.831761262729511,1.7711859907994465,0.013498542771582188,0.013498542771582188,0.6445440823246872,0.9130355925890716,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0018,C,-1.5790207246994221,2.831761262729511,1.7711859907994465,-1.5104789531286145,1.5104789531286145,0.6425819341184096,0.7367482659642922,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0019,U,-0.9653009796969788,2.464681342339386,1.7163591813482113,-0.9587505522817202,0.9587505522817202,0.011171686394513368,0.9772099048194798,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0019,T2,-0.9653009796969788,2.464681342339386,1.7163591813482113,0.025515174906806,0.025515174906806,-0.005861754829079302,0.17504033817139694,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0019,T1,-0.9653009796969788,2.464681342339386,1.7163591813482113,-0.006003237407471406,0.006003237407471406,0.7302787422847657,0.9352497301512909,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0019,C,-0.9653009796969788,2.464681342339386,1.7163591813482113,-0.9814513418463924,0.9814513418463924,0.6529007268525339,0.7765583997685194,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0020,U,-0.9240404423028566,2.426614402090903,1.6000164308301672,-0.9270224760884258,0.9270224760884258,-0.04564065721589673,0.9813878274539982,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0020,T2,-0.9240404423028566,2.426614402090903,1.6000164308301672,-0.03173264739603994,0.03173264739603994,-0.07022546270441424,0.2182335452161307,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0020,T1,-0.9240404423028566,2.426614402090903,1.6000164308301672,0.008603511301196295,0.008603511301196295,0.6079224781572843,0.902837782708175,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0020,C,-0.9240404423028566,2.426614402090903,1.6000164308301672,-0.9703331387075816,0.9703331387075816,0.6757229758044967,0.776082371541029,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0021,U,1.1722472181396206,2.115106578224899,1.7832479419253122,1.1928891468082619,1.1928891468082619,0.015536880846446142,0.9875719355435253,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0021,T2,1.1722472181396206,2.115106578224899,1.7832479419253122,0.031088061197852207,0.031088061197852207,0.044867142474396736,0.16220334337519987,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0021,T1,1.1722472181396206,2.115106578224899,1.7832479419253122,-0.0036456590639168916,0.0036456590639168916,0.7396629337312622,0.9237349888908286,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0021,C,1.1722472181396206,2.115106578224899,1.7832479419253122,1.1834368477260842,1.1834368477260842,0.7148449410026109,0.845036594229871,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0022,U,1.3371984044125969,1.7684829057498315,1.818621093008099,1.3270018962925605,1.3270018962925605,-0.04353866417772187,0.9861169434203617,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0022,T2,1.3371984044125969,1.7684829057498315,1.818621093008099,-0.04158206446800086,0.04158206446800086,-0.029250745088909264,0.18550883310471836,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0022,T1,1.3371984044125969,1.7684829057498315,1.818621093008099,0.0007240100989721366,0.0007240100989721366,0.7517892575072139,0.9232283861948848,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0022,C,1.3371984044125969,1.7684829057498315,1.818621093008099,1.3733063170842483,1.3733063170842483,0.7519469554729833,0.8980089926637436,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0023,U,-0.9673060260152366,2.813181142326642,2.1634955349235616,-0.9722259276232513,0.9722259276232513,-0.026228627979562102,0.9779765704094012,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0023,T2,-0.9673060260152366,2.813181142326642,2.1634955349235616,-0.015119155677638172,0.015119155677638172,0.029315878920143132,0.1999630369910062,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0023,T1,-0.9673060260152366,2.813181142326642,2.1634955349235616,-0.012027677815826334,0.012027677815826334,0.6660175309527848,0.9087027696921395,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0023,C,-0.9673060260152366,2.813181142326642,2.1634955349235616,-0.9620389328718805,0.9620389328718805,0.7049110881920057,0.789943311583857,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0024,U,1.5525583966995882,2.241397770477572,1.7414594770148537,1.5602535384060143,1.5602535384060143,0.0332166804740008,0.9770481995938598,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0024,T2,1.5525583966995882,2.241397770477572,1.7414594770148537,0.013065812190041503,0.013065812190041503,-0.014164648256704881,0.16892763526257876,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0024,T1,1.5525583966995882,2.241397770477572,1.7414594770148537,0.01300077845257261,0.01300077845257261,0.6988068725694303,0.9259285604339307,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0024,C,1.5525583966995882,2.241397770477572,1.7414594770148537,1.4814245822325254,1.4814245822325254,0.6933352066633388,0.8246284067955031,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0025,U,1.0157138657626852,1.7847643333668328,1.9938047024548138,1.0166993264068,1.0166993264068,-0.10107089352242322,0.9975592669347013,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0025,T2,1.0157138657626852,1.7847643333668328,1.9938047024548138,-0.009351389959155203,0.009351389959155203,0.013551216823651058,0.23241589775527574,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0025,T1,1.0157138657626852,1.7847643333668328,1.9938047024548138,-0.014480794509286582,0.014480794509286582,0.7475832461006086,0.9330584541589497,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0025,C,1.0157138657626852,1.7847643333668328,1.9938047024548138,1.0823132659698849,1.0823132659698849,0.7245940598321161,0.8821732493284458,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0026,U,1.3931266235013822,1.9918310622272593,2.1917511371823934,1.404131457625221,1.404131457625221,0.04772261375114426,0.9884330157194103,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0026,T2,1.3931266235013822,1.9918310622272593,2.1917511371823934,0.028676009922582686,0.028676009922582686,-0.02929044828732327,0.22033457878024665,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0026,T1,1.3931266235013822,1.9918310622272593,2.1917511371823934,0.003997144153074746,0.003997144153074746,0.7244741285483205,0.912959152510082,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0026,C,1.3931266235013822,1.9918310622272593,2.1917511371823934,1.452576506439824,1.452576506439824,0.7129670655754315,0.837125646179518,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0027,U,-0.8947161524740365,2.7865734331037486,1.2528373433662232,-0.8896340541125748,0.8896340541125748,-0.013068532667362949,0.9875836269901548,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0027,T2,-0.8947161524740365,2.7865734331037486,1.2528373433662232,0.07024195736382374,0.07024195736382374,0.0019005519855640682,0.14723461865503779,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0027,T1,-0.8947161524740365,2.7865734331037486,1.2528373433662232,0.007358318319824334,0.007358318319824334,0.6287455724261857,0.8680234774575593,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0027,C,-0.8947161524740365,2.7865734331037486,1.2528373433662232,-0.9297159210883825,0.9297159210883825,0.6676582769499165,0.7407970740826681,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0028,U,-0.9301006355074425,2.1437391516054864,2.3903982730009616,-0.9354322924508466,0.9354322924508466,-0.01866768972451565,0.9894207795222152,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0028,T2,-0.9301006355074425,2.1437391516054864,2.3903982730009616,-0.024755891228662296,0.024755891228662296,-0.039029270359694807,0.24709225576406468,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0028,T1,-0.9301006355074425,2.1437391516054864,2.3903982730009616,-0.03215248286871641,0.03215248286871641,0.7186167414991798,0.932934786890439,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0028,C,-0.9301006355074425,2.1437391516054864,2.3903982730009616,-0.9471610015944599,0.9471610015944599,0.7910284573246872,0.8652643254516893,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0029,U,-1.5514394223868788,2.874118699346184,2.3473235674304638,-1.5483338248208112,1.5483338248208112,0.033203491422187655,0.994006892905954,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0029,T2,-1.5514394223868788,2.874118699346184,2.3473235674304638,-0.0076733511125190845,0.0076733511125190845,0.009765108831044814,0.19351430250796864,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0029,T1,-1.5514394223868788,2.874118699346184,2.3473235674304638,0.002477544650098826,0.002477544650098826,0.6191512799272719,0.8771221824236793,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0029,C,-1.5514394223868788,2.874118699346184,2.3473235674304638,-1.4771061349088526,1.4771061349088526,0.6327373057573772,0.7363280783133099,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0030,U,-1.2090058929736516,2.7263076099089947,1.2239731078305514,-1.206318866171157,1.206318866171157,0.006125333565414816,0.9979228045121841,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0030,T2,-1.2090058929736516,2.7263076099089947,1.2239731078305514,0.07056084217541872,0.07056084217541872,-0.05664038662506776,0.15565678306429725,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0030,T1,-1.2090058929736516,2.7263076099089947,1.2239731078305514,0.030059290182993557,0.030059290182993557,0.724349917469311,0.9049453122585593,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0030,C,-1.2090058929736516,2.7263076099089947,1.2239731078305514,-1.2315160679629238,1.2315160679629238,0.7031185732873233,0.7727391790927254,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0031,U,1.083947946155135,2.053961563223133,2.282815456943688,1.0868582656538728,1.0868582656538728,-0.0018356020699581387,0.9808573359414161,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
development,D0031,T2,1.083947946155135,2.053961563223133,2.282815456943688,0.0010896303577198833,0.0010896303577198833,0.05077934404721515,0.24957640396818243,0,0,0,0.6814251366291233,0.3549819438467047,0.6324520036139974,T2
development,D0031,T1,1.083947946155135,2.053961563223133,2.282815456943688,-0.019899844020895334,0.019899844020895334,0.7026502523319023,0.9260357129468331,0,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,T1
development,D0031,C,1.083947946155135,2.053961563223133,2.282815456943688,1.0545581311410837,1.0545581311410837,0.771376044392017,0.8648044916607893,1,1,,0.6814251366291233,0.3549819438467047,0.6324520036139974,C
development,D0032,U,1.5111272505681663,1.96968558800113,2.4798889675796625,1.5092595147625576,1.5092595147625576,-0.014097817953823834,0.9885881825036801,1,0,1,0.6814251366291233,0.3549819438467047,0.6324520036139974,U
