repetition,source_child,start,reverse,passed_all,u_cosine,v_cosine,u_sign_retention,v_sign_retention,bit_u_balanced_accuracy,bit_v_balanced_accuracy,four_child_balanced_accuracy
950,C01,53,1,0,0.386544325860289,0.12990894548943055,0.6666666666666666,0.4666666666666667,0.6,0.55,0.325
951,C01,68,1,0,0.0060891126197597355,0.17911910694727926,0.4222222222222222,0.4888888888888889,0.5,0.575,0.35
952,C11,38,0,0,0.2081291683912222,0.08460680723082133,0.5555555555555556,0.6444444444444445,0.575,0.475,0.25
953,C10,2,1,0,0.13241566067095842,0.002536359701065891,0.6,0.5111111111111111,0.475,0.475,0.225
954,C11,9,1,0,0.023149678780466747,0.30891047206947264,0.4888888888888889,0.4666666666666667,0.45,0.375,0.25
955,C01,10,0,0,0.11403423838703072,0.30715955814067447,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
956,C11,78,0,0,0.20812916839122184,0.08460680723082167,0.5555555555555556,0.6444444444444445,0.575,0.475,0.25
957,C00,3,0,0,0.05431349679189961,0.5389656908464684,0.4444444444444444,0.6,0.525,0.7,0.4
958,C00,43,0,0,0.054313496791898605,0.5389656908464684,0.4444444444444444,0.6,0.525,0.7,0.4
959,C11,3,0,0,0.019644585830856747,0.4611411166829236,0.5333333333333333,0.6888888888888889,0.5,0.575,0.175
960,C01,23,0,0,0.2915607652550108,0.33313291805859385,0.6888888888888889,0.5333333333333333,0.55,0.425,0.25
961,C00,43,0,0,0.054313496791898605,0.5389656908464684,0.4444444444444444,0.6,0.525,0.7,0.4
962,C10,65,1,0,0.03143831936385745,0.07663862966662954,0.5555555555555556,0.4,0.45,0.575,0.275
963,C11,43,0,0,0.019644585830855873,0.46114111668292385,0.5333333333333333,0.6888888888888889,0.5,0.575,0.175
964,C10,30,1,0,0.2706457092312462,0.07419476303848359,0.4888888888888889,0.4888888888888889,0.475,0.525,0.35
965,C00,4,1,0,0.04755127224265655,0.32060863899395364,0.5111111111111111,0.5333333333333333,0.525,0.425,0.125
966,C01,28,0,0,0.45724918420806054,0.10958709807578548,0.5777777777777777,0.4222222222222222,0.575,0.55,0.325
967,C10,74,0,0,0.05391543471333398,0.1891239649955983,0.5555555555555556,0.4666666666666667,0.5,0.6,0.325
968,C01,75,0,0,0.11633351165832148,0.05775063185537111,0.6,0.5111111111111111,0.5,0.475,0.15
969,C01,73,1,0,0.12123262642462583,0.1299089454894308,0.4888888888888889,0.4666666666666667,0.425,0.55,0.225
970,C01,33,0,0,0.4005205267721252,0.3331329180585937,0.6888888888888889,0.4666666666666667,0.65,0.65,0.375
971,C11,66,1,0,0.2824362449080203,0.3507006469560112,0.5111111111111111,0.37777777777777777,0.425,0.4,0.075
972,C00,25,0,0,0.24898580919475236,0.3588091561979988,0.5333333333333333,0.4888888888888889,0.475,0.55,0.275
973,C00,10,0,0,0.23160193711511456,0.19647256043390882,0.4666666666666667,0.4666666666666667,0.55,0.4,0.225
974,C11,41,1,0,0.1446064622599236,0.03343013254498057,0.5111111111111111,0.5333333333333333,0.475,0.55,0.275
975,C00,22,1,0,0.07479183762009416,0.14069296308295673,0.5333333333333333,0.5111111111111111,0.55,0.525,0.375
976,C10,32,0,0,0.10347976853603476,0.1160153919127905,0.5333333333333333,0.5111111111111111,0.5,0.5,0.175
977,C01,52,0,0,0.006089112619757798,0.1791191069472786,0.4222222222222222,0.4888888888888889,0.6,0.6,0.4
978,C01,15,1,0,0.33037545973465554,0.057750631855372714,0.6222222222222222,0.4888888888888889,0.65,0.525,0.35
979,C01,42,1,0,0.28729035116793233,0.10958709807578401,0.6,0.5777777777777777,0.575,0.45,0.25
980,C11,70,0,0,0.07088296649860128,0.2747732049036831,0.4888888888888889,0.4888888888888889,0.5,0.425,0.25
981,C01,10,0,0,0.11403423838703072,0.30715955814067447,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
982,C11,56,0,0,0.08735245115731627,0.0198489193311037,0.4888888888888889,0.4666666666666667,0.375,0.5,0.175
983,C10,21,0,0,0.08229808823277605,0.15378192040113212,0.4888888888888889,0.5555555555555556,0.65,0.5,0.3
984,C10,69,0,0,0.31471650061706063,0.23214562740650266,0.6666666666666666,0.4888888888888889,0.625,0.5,0.35
985,C01,62,0,0,0.2123075876122542,0.1791191069472787,0.6666666666666666,0.5111111111111111,0.5,0.425,0.25
986,C11,33,1,0,0.1462837823089392,0.23646917654709612,0.6222222222222222,0.4,0.625,0.5,0.25
987,C01,50,1,0,0.28582203776630066,0.3071595581406739,0.4888888888888889,0.4666666666666667,0.525,0.55,0.3
988,C00,69,0,0,0.3199400999638601,0.2100791543085539,0.4444444444444444,0.5111111111111111,0.4,0.475,0.175
989,C01,64,0,0,0.38624931426643405,0.13672613703456415,0.7111111111111111,0.5111111111111111,0.55,0.525,0.275
990,C00,29,1,0,0.1871911261454482,0.20150402156943817,0.5777777777777777,0.5555555555555556,0.55,0.475,0.325
991,C01,65,0,0,0.33037545973465554,0.05775063185537133,0.6222222222222222,0.4888888888888889,0.575,0.55,0.325
992,C01,10,0,0,0.11403423838703072,0.30715955814067447,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
993,C10,0,1,0,0.20100118684567203,0.0741947630384835,0.5555555555555556,0.5111111111111111,0.5,0.525,0.25
994,C10,77,1,0,0.15620025062895415,0.04820912198575075,0.5111111111111111,0.5555555555555556,0.625,0.5,0.275
995,C00,13,1,0,0.0015384643089586638,0.062092882714539874,0.5777777777777777,0.5555555555555556,0.55,0.475,0.3
996,C11,64,1,0,0.08735245115731595,0.01984891933110574,0.4888888888888889,0.4666666666666667,0.475,0.525,0.175
997,C00,18,0,0,0.07479183762009681,0.1406929630829566,0.5333333333333333,0.5111111111111111,0.525,0.525,0.275
998,C01,46,1,0,0.124941122087919,0.13672613703456066,0.5777777777777777,0.4888888888888889,0.55,0.475,0.35
999,C10,48,1,0,0.10347976853603537,0.11601539191278983,0.5333333333333333,0.5111111111111111,0.525,0.525,0.3
