removed_axis,split,child,record_index,coordinate_U,coordinate_V,coordinate_J
J,development,C01,25,0.10262925949210057,-0.024443901338280366,
J,development,C01,26,0.07784568153296566,-0.040324414548259815,
J,development,C01,27,0.08393744322075379,-0.09749582902617501,
J,development,C01,28,0.10579081655224665,-0.05753282937289988,
J,development,C01,29,0.10599247823033145,-0.037463896650404366,
J,development,C01,30,0.10789602672176725,-0.10098265036599656,
J,development,C01,31,0.12447783535633486,-0.002016780206986441,
J,development,C01,32,0.09474767239341679,-0.1334304526756963,
J,development,C01,33,0.06799270787940187,-0.05852958800451821,
J,development,C01,34,0.1649512297394558,-0.10772719887117567,
J,development,C01,35,0.13817977363199557,-0.10301966584557637,
J,development,C01,36,0.1790974204174235,-0.12790685175757238,
J,development,C01,37,0.09779340706141394,-0.06471419537196568,
J,development,C01,38,0.1239198227939395,-0.18775580258764313,
J,development,C01,39,0.11852743400250931,-0.04422132433316165,
J,development,C10,0,-0.0588781077061998,0.03870627839994121,
J,development,C10,1,-0.18684833883650342,0.11490158580670927,
J,development,C10,2,-0.13904905584890465,0.04090734418977085,
J,development,C10,3,-0.06232824780944575,0.07864406998082085,
J,development,C10,4,-0.08020000158116586,0.07905413600597502,
J,development,C10,5,-0.06216657010861787,0.09347088902731936,
J,development,C10,6,-0.14721094420347433,0.10459026046408446,
J,development,C10,7,-0.13522946349752624,0.052270492779030314,
J,development,C10,8,-0.12313204173726965,0.08505910296363701,
J,development,C10,9,-0.14699525959470938,0.05122747006858849,
J,development,C10,10,-0.14364217417294997,0.13910260113013284,
J,development,C10,11,-0.11811536781242656,-0.014632158964590962,
J,development,C10,12,-0.15241993748707655,0.15377905439644898,
J,development,C10,13,-0.10184544800509776,0.13628588446000722,
J,development,C10,14,-0.032767646484975835,0.06596229338690172,
J,development,C10,15,-0.12704965156316692,0.0725217119443332,
J,development,C10,16,-0.11291730885151015,0.02915053892278051,
J,development,C10,17,-0.18549143120625566,0.16195352830010584,
J,development,C10,18,-0.08312829022433683,0.10963363365550177,
J,development,C10,19,-0.06598771314319155,0.13431908160026748,
J,development,C10,20,-0.09588822226620061,0.08482734080684068,
J,development,C10,21,-0.07074423159951403,0.018587427936621756,
J,development,C10,22,-0.09279762777159585,0.07601619146582267,
J,development,C10,23,-0.1256941684335139,0.01819439722904117,
J,development,C10,24,-0.06227958231538506,0.07759393678062104,
J,development,C10,25,-0.10026559808986357,0.12734071017275678,
J,development,C10,26,-0.10544461733852006,0.11917475495855806,
J,development,C10,27,-0.15639576557154486,0.11403427369934684,
J,development,C10,28,-0.07572141657736302,0.0628230067505884,
J,development,C10,29,-0.1513244135884068,0.0870074371666044,
J,development,C10,30,-0.10617434260932362,0.08962625529110313,
J,development,C10,31,-0.10778379261290018,0.1583637854815286,
J,development,C10,32,-0.04986650366134396,0.08548923898980573,
J,development,C10,33,-0.11110785079205604,0.0843233196243992,
J,development,C10,34,-0.141658527671962,0.016525103728072053,
J,development,C10,35,-0.11076251795152209,0.09897993405188449,
J,development,C10,36,-0.10494059398241629,0.09637654701470594,
J,development,C10,37,-0.12860346854591542,0.14752792728518516,
J,development,C10,38,-0.10567115781601998,0.13124870180298912,
J,development,C10,39,-0.11385959177144224,0.0713652153859676,
J,development,C11,0,-0.24598070647351006,-0.20457838026731962,
J,development,C11,1,-0.21017723688152729,-0.29715264758168236,
J,development,C11,2,-0.2239130513900281,-0.14010294068109586,
J,development,C11,3,-0.2570193901578065,-0.1599048650282872,
J,development,C11,4,-0.29569136286491815,-0.1823029401740727,
J,development,C11,5,-0.20036359396501596,-0.23990534267873476,
J,development,C11,6,-0.09621958594966797,-0.13835896015165716,
J,development,C11,7,-0.16785910831130266,-0.024497739787403473,
J,development,C11,8,-0.16418296946345318,-0.20048563089095264,
J,development,C11,9,-0.17304923866897243,-0.1638625863118276,
J,development,C11,10,-0.21937070059257913,-0.1451715664971419,
J,development,C11,11,-0.20966768301886612,-0.15411044210886682,
J,development,C11,12,-0.1115247571422194,-0.21426353547078997,
J,development,C11,13,-0.17422098942870137,-0.17003215074528227,
J,development,C11,14,-0.1614322038676158,-0.18401358374680832,
J,development,C11,15,-0.06098683484371262,-0.17417046418217855,
J,development,C11,16,-0.09817512559140135,-0.1537166632209088,
J,development,C11,17,-0.090331241432479,-0.16372879383060301,
J,development,C11,18,-0.20885548740136872,-0.15870502064894929,
J,development,C11,19,-0.17481887558805018,-0.10667816891993043,
J,development,C11,20,-0.2286400755134497,-0.1339298359354857,
J,development,C11,21,-0.21106200436545736,-0.1318700391172866,
J,development,C11,22,-0.10786921106757205,-0.14913282626385377,
J,development,C11,23,-0.20857255289320184,-0.09960296215344425,
J,development,C11,24,-0.2097575532970615,-0.17060607661121213,
J,development,C11,25,-0.12800199458662742,-0.19913905833697143,
J,development,C11,26,-0.13556031197140705,-0.11523788961801151,
J,development,C11,27,-0.1609385164713124,-0.2188991260751997,
J,development,C11,28,-0.19813086668924218,-0.07195155596537024,
J,development,C11,29,-0.14842740344362215,-0.2055743055877383,
J,development,C11,30,-0.15260517235702434,-0.13273050792435792,
J,development,C11,31,-0.03556857245632339,-0.1530209548375414,
J,development,C11,32,-0.20773700553749624,-0.06430658951910312,
J,development,C11,33,-0.11164669035005852,-0.12805368763758404,
J,development,C11,34,-0.14186793893503694,-0.13384023836843975,
J,development,C11,35,-0.13176251651069593,-0.11454167719953454,
J,development,C11,36,-0.16631229881896537,-0.1886642108255072,
J,development,C11,37,-0.17106502132113743,-0.13764620773643169,
J,development,C11,38,-0.13052584509137632,-0.12403611927970812,
J,development,C11,39,-0.20177319541092326,-0.14068919654323706,
J,holdout,C00,0,0.1477447846827705,0.20686854964591422,
J,holdout,C00,1,0.18561335879529328,0.14929793140687203,
J,holdout,C00,2,0.19306423462980365,0.11665777768259339,
J,holdout,C00,3,0.1376739195292271,0.2299145336122192,
J,holdout,C00,4,0.22878132491567368,0.2642761086289412,
J,holdout,C00,5,0.1501096524986589,0.18767594055858539,
J,holdout,C00,6,0.08906715036845131,0.16199245034189083,
J,holdout,C00,7,0.2091954398529708,0.13814809371085118,
J,holdout,C00,8,0.1119981079374189,0.18199645491140837,
J,holdout,C00,9,0.21289956099370277,0.17152712041006324,
J,holdout,C00,10,0.18560046901135685,0.20209653821603432,
J,holdout,C00,11,0.21542691550643905,0.12022904725424337,
J,holdout,C00,12,0.23241625276855593,0.18135214710040748,
J,holdout,C00,13,0.2025456463424776,0.038778291134770645,
J,holdout,C00,14,0.1836400331109218,-0.0023740651104126216,
J,holdout,C00,15,0.18688413876236026,0.21962169160267148,
J,holdout,C00,16,0.13256818507956847,0.11174941602275174,
J,holdout,C00,17,0.18389759632622463,0.20336830852111631,
J,holdout,C00,18,0.1250205457604351,0.16437703785774854,
J,holdout,C00,19,0.21573790196499595,0.15206750829449295,
J,holdout,C00,20,0.2032636489376801,0.06317155646978695,
J,holdout,C00,21,0.08573641222558077,0.18452127284019582,
J,holdout,C00,22,0.18753606040505114,0.15470894142550712,
J,holdout,C00,23,0.13739657496293922,0.16510752943534443,
J,holdout,C00,24,0.13354657726658592,0.18897962773391802,
J,holdout,C00,25,0.2706130781593182,0.15000773417245203,
J,holdout,C00,26,0.14889002429916048,0.21648198396225823,
J,holdout,C00,27,0.16063647777636408,0.22326800989728227,
J,holdout,C00,28,0.0936419854523696,0.13066228187651996,
J,holdout,C00,29,0.034917225624856725,0.23311545729031857,
J,holdout,C00,30,0.1307847043735193,0.1402856411557397,
J,holdout,C00,31,0.16380714188215892,0.19572596441513163,
J,holdout,C00,32,0.10854039293036223,0.19141801765016905,
J,holdout,C00,33,0.17641408098766242,0.11842889940616322,
J,holdout,C00,34,0.1436450597395542,0.19616894192891016,
J,holdout,C00,35,0.08510548942283253,0.17413984344217942,
J,holdout,C00,36,0.21642757527773135,0.14775348913636585,
J,holdout,C00,37,0.1562260237371469,0.09503514293533202,
J,holdout,C00,38,0.14156199150257515,0.16113950393741514,
J,holdout,C00,39,0.1481180363185414,0.2802999739945791,
J,holdout,C01,0,0.08284535906621532,-0.07607277288401765,
J,holdout,C01,1,0.09332651910008655,0.00924314624614566,
J,holdout,C01,2,0.08365905396611419,-0.1279415719076303,
J,holdout,C01,3,0.15359288172742502,-0.06119802890410904,
J,holdout,C01,4,0.1826277529797376,-0.06526636810311216,
J,holdout,C01,5,0.04067187390417085,-0.06424084308702091,
J,holdout,C01,6,0.0406838068024576,-0.0004607119989628143,
J,holdout,C01,7,-0.0069847748511513985,-0.019693917616575983,
J,holdout,C01,8,0.09785210721774559,-0.13567281705441525,
J,holdout,C01,9,0.06022813456145944,-0.10301670773509944,
J,holdout,C01,10,0.08087207340201544,-0.09166313761596213,
J,holdout,C01,11,0.1496831177723003,-0.1261666156463434,
J,holdout,C01,12,0.09752140935740632,-0.10793668487484909,
J,holdout,C01,13,0.10347757507074715,-0.10474523055951737,
J,holdout,C01,14,0.07137135923178846,-0.029938390075847553,
J,holdout,C01,15,0.05970044454966385,-0.11866991280118494,
J,holdout,C01,16,0.08962016254149506,0.06938092340476353,
J,holdout,C01,17,0.16593710545083679,0.036486354873361264,
J,holdout,C01,18,0.01857488283848976,-0.14867853810826498,
J,holdout,C01,19,0.08772318004530766,-0.09351014833274558,
J,holdout,C01,20,0.0965150096370978,-0.023885338529369794,
J,holdout,C01,21,0.11608142604626728,-0.090656164136698,
J,holdout,C01,22,0.09351272308543498,-0.04788425787702843,
J,holdout,C01,23,0.1220466247816567,-0.024078184270945324,
J,holdout,C01,24,0.08695686958509728,-0.08144393066766348,
J,holdout,C01,25,0.07496612842861826,-0.066858096086577,
J,holdout,C01,26,0.11081050618560417,-0.05161923084570392,
J,holdout,C01,27,0.09537595533565182,-0.0469476161619381,
J,holdout,C01,28,0.04701634828442052,0.11353508681141514,
J,holdout,C01,29,0.046341073211719506,-0.050569192412895,
J,holdout,C01,30,0.07524846690891142,-0.05735759362087724,
J,holdout,C01,31,0.05202905094457745,-0.02487033944590051,
J,holdout,C01,32,0.0899510673091132,-0.06701653942578616,
J,holdout,C01,33,0.07548309637719139,0.137226772577485,
J,holdout,C01,34,0.13843655715543862,-0.08623781666566942,
J,holdout,C01,35,0.17052745342716427,-0.09193368118646508,
J,holdout,C01,36,0.07493901903836436,-0.10179808232804616,
J,holdout,C01,37,0.15298627165099749,-0.10366055171581925,
J,holdout,C01,38,0.07087713249775249,-0.07340795144398649,
J,holdout,C01,39,0.03711473003275551,-0.06686480641471226,
J,holdout,C10,0,-0.07640347272605591,0.007907698641704285,
J,holdout,C10,1,-0.13772783562003454,0.021308866129561913,
J,holdout,C10,2,-0.08925835682610829,0.05395009324455416,
J,holdout,C10,3,0.03925346354269996,0.04797179496555824,
J,holdout,C10,4,-0.08140736632585693,0.09076477927818297,
J,holdout,C10,5,0.09355025368567658,0.048931053505947494,
J,holdout,C10,6,-0.06121101483210063,0.022798153030938087,
J,holdout,C10,7,-0.1370993202197816,0.06815658286557597,
J,holdout,C10,8,-0.13080274976205444,0.0411351800675579,
J,holdout,C10,9,-0.14777522571879495,0.041260774171071005,
J,holdout,C10,10,-0.08517023312877049,0.04034629450536884,
J,holdout,C10,11,-0.0726649483932318,0.0573672063072015,
J,holdout,C10,12,-0.0616302386286987,-0.0065878401665564745,
J,holdout,C10,13,-0.09665412804223808,0.02508299412546574,
J,holdout,C10,14,-0.09662166308136343,0.09747857522932171,
J,holdout,C10,15,-0.09979376104736296,0.028669003323844228,
J,holdout,C10,16,-0.08087915325052268,0.07581903373628807,
J,holdout,C10,17,-0.1127479280593798,0.006420016851682697,
J,holdout,C10,18,-0.14665309624126247,-0.05009839482228489,
J,holdout,C10,19,-0.19487554438400048,0.08853701186514122,
J,holdout,C10,20,-0.16570225619862708,0.17325114716206155,
J,holdout,C10,21,-0.022177915221573533,0.02045752397758613,
J,holdout,C10,22,-0.11770149684354482,0.11356491406139974,
J,holdout,C10,23,-0.034723402669083796,0.0771164717315497,
J,holdout,C10,24,-0.11502569644523097,-0.04827688979773865,
J,holdout,C10,25,-0.041380490911731585,-0.01989636850969692,
J,holdout,C10,26,-0.0976832217779908,0.10847338097880661,
J,holdout,C10,27,-0.0790659775757007,0.07486814562985486,
J,holdout,C10,28,-0.05074184861951999,0.10410780858452424,
J,holdout,C10,29,-0.06309814643928117,0.12331132141178178,
J,holdout,C10,30,-0.07380382102853206,-0.05654917138252898,
J,holdout,C10,31,-0.11654014132747789,0.10085388345642618,
J,holdout,C10,32,-0.07944186812586841,0.05131643980817237,
J,holdout,C10,33,-0.09113232309597114,0.06334410211784336,
J,holdout,C10,34,-0.13884474448518544,-0.013195559298952893,
J,holdout,C10,35,-0.10108793932531103,-0.008570227500769731,
J,holdout,C10,36,-0.09932492564175124,0.09077408419779186,
J,holdout,C10,37,-0.13882957249923436,-0.001903571550211397,
J,holdout,C10,38,-0.1223455475937048,0.062465931883903945,
J,holdout,C10,39,-0.09309979585388964,0.052877944630607736,
J,holdout,C11,0,-0.16847070817138365,-0.1276532348838532,
J,holdout,C11,1,-0.19087184476118152,-0.048034996613790175,
J,holdout,C11,2,-0.12556038466727756,-0.08424866900782368,
J,holdout,C11,3,-0.17397615404460431,-0.07197123137144115,
J,holdout,C11,4,-0.14532870893501856,-0.15022764240521344,
J,holdout,C11,5,-0.14412602185679896,-0.011400828826361793,
J,holdout,C11,6,-0.17817479665858588,-0.06826833829833807,
J,holdout,C11,7,-0.1336329895431752,-0.127959876188792,
J,holdout,C11,8,-0.12581680084686847,-0.1538997811422638,
J,holdout,C11,9,-0.03712816264761892,-0.1809737508368989,
J,holdout,C11,10,-0.1445935267156523,-0.10686985006237981,
J,holdout,C11,11,-0.2102705449242905,-0.04565306476253926,
J,holdout,C11,12,-0.12165117337418035,-0.16541629302954344,
J,holdout,C11,13,-0.16893375745793343,-0.05010100563443916,
J,holdout,C11,14,-0.055821350948134445,-0.19307555799200302,
J,holdout,C11,15,-0.1530433500855527,-0.1357726626335898,
J,holdout,C11,16,-0.1295240327627244,-0.1346613433792033,
J,holdout,C11,17,-0.1094268153017408,-0.10330143732494992,
J,holdout,C11,18,-0.20945460281223377,0.004035004756797071,
J,holdout,C11,19,-0.11473613107134026,-0.1240104943164701,
J,holdout,C11,20,-0.1582270379843511,-0.19146616858106513,
J,holdout,C11,21,-0.16933469093089223,-0.1021167456953033,
J,holdout,C11,22,-0.15442316654469,-0.06847793697335229,
J,holdout,C11,23,-0.09385132465982503,-0.16078221832951603,
J,holdout,C11,24,-0.11123960006557776,-0.13456522465362517,
J,holdout,C11,25,-0.14929681247875348,-0.10778315022724513,
J,holdout,C11,26,-0.09634463727876612,-0.10804583289438074,
J,holdout,C11,27,-0.10150455274890637,-0.1313429812942508,
J,holdout,C11,28,-0.10996019465168666,-0.09183797406831849,
J,holdout,C11,29,-0.16273489681198738,-0.11429540534494795,
J,holdout,C11,30,-0.23979755731050872,-0.10284905730219226,
J,holdout,C11,31,-0.19248518097923586,-0.06380525826494417,
J,holdout,C11,32,-0.06630235546957944,-0.1784199173653813,
J,holdout,C11,33,-0.19430758151392524,-0.10608966175815474,
J,holdout,C11,34,-0.12937445789503826,-0.09565150203279889,
J,holdout,C11,35,-0.09170143776902302,-0.09828472107658602,
J,holdout,C11,36,-0.17111187711633666,-0.2177517406487889,
J,holdout,C11,37,-0.1947805433815521,-0.025424481527416096,
J,holdout,C11,38,-0.1946154815917888,-0.09430612762095715,
J,holdout,C11,39,-0.14230893326673943,-0.16763501035306846,
U,development,C00,0,,0.1763274577037371,0.15678173213417462
U,development,C00,1,,0.11796944094870138,0.12110748389647186
U,development,C00,2,,0.23137601391670792,0.11663799413428767
U,development,C00,3,,0.1611940254819213,0.10938403467386418
U,development,C00,4,,0.19746408037846205,0.08143850211491119
U,development,C00,5,,0.2113641472856012,0.05725525434652187
U,development,C00,6,,0.12774424441007576,0.1522546669779609
U,development,C00,7,,0.11764174197582718,0.09195561705255584
U,development,C00,8,,0.1048298108164156,0.11923528140719297
U,development,C00,9,,0.16130279001493086,0.10132554711057358
U,development,C00,10,,0.10620262577694455,0.044924227554248714
U,development,C00,11,,0.17183332312224908,0.010578755775789886
U,development,C00,12,,-0.08300850061260176,0.057808833503118176
U,development,C00,13,,0.09682052178615537,0.08305249488563683
U,development,C00,14,,0.11314763833008873,0.07491307773021635
U,development,C00,15,,-0.02425381856322941,-0.13791171313425696
U,development,C00,16,,0.08463421179993488,0.17877506751016722
U,development,C00,17,,0.06496233373906021,0.12311073044478318
U,development,C00,18,,0.2598812293368179,0.10551273290550559
U,development,C00,19,,0.02269208125707805,0.13140566368183892
U,development,C00,20,,0.13117695051248762,0.16976302157044285
U,development,C00,21,,0.062400873642965815,0.12725074278801893
U,development,C00,22,,0.1817885254708709,0.08100297145818215
U,development,C00,23,,0.19490271777742055,0.18873963718462422
U,development,C00,24,,0.0343055977680666,0.11605864527757788
U,development,C00,25,,0.1138376183571575,0.16722931133019386
U,development,C00,26,,-0.06939165469936234,0.07174764488280086
U,development,C00,27,,0.2013589041412593,0.11863540749377788
U,development,C00,28,,0.1430048793190467,0.1518805124539862
U,development,C00,29,,0.09027332691515837,0.055306386335186065
U,development,C00,30,,0.24365656539457045,0.0808620289179931
U,development,C00,31,,0.18591149995191916,0.1217052946003098
U,development,C00,32,,0.09098676952346832,0.04052845022018534
U,development,C00,33,,0.03619790162031418,0.14851653443527651
U,development,C00,34,,0.11525305933361797,-0.028254707930430605
U,development,C00,35,,0.17441851450227314,0.1324656110029499
U,development,C00,36,,0.11654510158505482,0.20224418995176183
U,development,C00,37,,0.18024628714230023,0.11229393065427677
U,development,C00,38,,-0.07159030402071784,0.12726169049173897
U,development,C00,39,,0.021045501282363495,0.06073704801241907
U,development,C01,0,,-0.11468986796463715,-0.0437512997964049
U,development,C01,1,,-0.11729160554120029,-0.0829088051913831
U,development,C01,2,,0.025626126828344017,-0.032397036568934195
U,development,C01,3,,-0.05689555406155497,0.0485122245766345
U,development,C01,4,,-0.1707865337573779,-0.20631385858308535
U,development,C01,5,,-0.1475621302370857,-0.10519232776820721
U,development,C01,6,,-0.0791245457910848,-0.051344539363466044
U,development,C01,7,,-0.16570077635393476,-0.15077550024610648
U,development,C01,8,,-0.13077767654036573,-0.07226420161826616
U,development,C01,9,,-0.16942684823152554,-0.11054171972166643
U,development,C01,10,,-0.2075773651830225,-0.20095324569972817
U,development,C01,11,,-0.028406289533472504,-0.15887403705514816
U,development,C01,12,,-0.12002287679275017,-0.12468554908785899
U,development,C01,13,,-0.09166157126349722,-0.13481594549892867
U,development,C01,14,,-0.18748889604518298,-0.1068889436796352
U,development,C01,15,,-0.15669795287781238,-0.11161601809226462
U,development,C01,16,,-0.05707217100856428,-0.19058359726027474
U,development,C01,17,,-0.12089458614892579,-0.040281940310705935
U,development,C01,18,,-0.10398767794925094,-0.08549400263750502
U,development,C01,19,,-0.17648015841786033,-0.16991483287575576
U,development,C01,20,,-0.08706509891836066,-0.04610913226289094
U,development,C01,21,,-0.11471106200163922,-0.07503028696937566
U,development,C01,22,,-0.1414726398265732,-0.01255602248590694
U,development,C01,23,,-0.0994696411188736,-0.1820364391391069
U,development,C01,24,,-0.16883016073316873,0.03330570686053379
U,development,C01,25,,-0.04987078616625256,-0.04022872598151692
U,development,C01,26,,-0.059020733590435054,-0.08192672081399924
U,development,C01,27,,-0.11766281508888093,-0.15553452669661544
U,development,C01,28,,-0.08228665857961151,-0.14155454584053212
U,development,C01,29,,-0.061936151100594986,-0.13007649034008434
U,development,C01,30,,-0.12756500459630876,-0.14250375354686223
U,development,C01,31,,-0.031212387523222307,-0.08163805774037079
U,development,C01,32,,-0.15517474385288468,-0.24657711010605318
U,development,C01,33,,-0.07547015418961178,-0.0756670634635475
U,development,C01,34,,-0.14958418310012842,-0.10964624442153734
U,development,C01,35,,-0.1386339264310298,-0.08525647655442326
U,development,C01,36,,-0.17508714646959384,-0.06168664485162708
U,development,C01,37,,-0.0891948913807623,-0.07977948508771833
U,development,C01,38,,-0.22282579440817635,-0.06735147350988019
U,development,C01,39,,-0.07246109847825893,-0.11258166640663189
U,development,C10,0,,0.0573272149957117,-0.11134942418404867
U,development,C10,1,,0.16332935348541366,0.07373403511093252
U,development,C10,2,,0.07983012190179603,-0.1190299586818557
U,development,C10,3,,0.09978530145984861,-0.12935449812295494
U,development,C10,4,,0.10453785974701026,-0.12366053026631088
U,development,C10,5,,0.11351806481822696,-0.06765190303520292
U,development,C10,6,,0.14781073788574434,-0.1319110516880433
U,development,C10,7,,0.09065914990804377,-0.12207865853853686
U,development,C10,8,,0.1221402941795995,-0.15147743841896083
U,development,C10,9,,0.09288919620632392,-0.1369431090610505
U,development,C10,10,,0.1813329802155194,-0.08477470773592613
U,development,C10,11,,0.017804505749837652,-0.13716172465419585
U,development,C10,12,,0.19897844840628126,-0.09815015942116473
U,development,C10,13,,0.1681516507069649,-0.09185683631629747
U,development,C10,14,,0.07766067313566032,-0.06116301414632304
U,development,C10,15,,0.11173163361081281,-0.21423102394921487
U,development,C10,16,,0.058981471824911966,-0.028932750097516197
U,development,C10,17,,0.2149331760863316,-0.06787719181085604
U,development,C10,18,,0.13791865586494895,-0.17022245025484573
U,development,C10,19,,0.15876911158033308,-0.1578555990504642
U,development,C10,20,,0.11246578957706624,-0.04399277353707877
U,development,C10,21,,0.04088877266892159,-0.1657172357026378
U,development,C10,22,,0.10393712423462825,-0.0982459249043075
U,development,C10,23,,0.05514475184700039,-0.20343107613997527
U,development,C10,24,,0.09738411104503569,-0.07580608852928378
U,development,C10,25,,0.1606179187755792,-0.1770573234504911
U,development,C10,26,,0.15125557683583052,-0.08517666085901461
U,development,C10,27,,0.15950289166168768,-0.11811740076833586
U,development,C10,28,,0.08313252168195548,0.022179157511579367
U,development,C10,29,,0.12962646556632648,-0.08709462734965819
U,development,C10,30,,0.12245930568087254,-0.14545156543648224
U,development,C10,31,,0.1919525793786569,-0.07402065928921994
U,development,C10,32,,0.10226253532211903,-0.06950727855524293
U,development,C10,33,,0.11549993186279559,-0.03365769374052172
U,development,C10,34,,0.056257102780039,-0.15592347322016573
U,development,C10,35,,0.13467387959223323,-0.20397583355815868
U,development,C10,36,,0.12804499071390796,-0.1019365356855289
U,development,C10,37,,0.18774659443634856,-0.1459023832446353
U,development,C10,38,,0.16382095040019534,-0.08790188813341718
U,development,C10,39,,0.10377339401646578,-0.07212138853262726
U,development,C11,0,,-0.15270712499091543,0.13922987711048135
U,development,C11,1,,-0.25714666758735455,0.1428670703019236
U,development,C11,2,,-0.09084294575369789,0.10070016148615521
U,development,C11,3,,-0.10306795415656758,0.10469750002614518
U,development,C11,4,,-0.11649591857499679,0.1053898916337362
U,development,C11,5,,-0.19977789171472576,0.1088854443569469
U,development,C11,6,,-0.1211891389547334,0.10941940429187241
U,development,C11,7,,0.012625498286475745,0.1681530374147045
U,development,C11,8,,-0.16709339666391776,0.06341823139933232
U,development,C11,9,,-0.12986859666462483,0.17537637103213763
U,development,C11,10,,-0.09873801380285953,0.1636376272631887
U,development,C11,11,,-0.10864015363003912,0.09251810775698836
U,development,C11,12,,-0.1945268331652657,0.06619490974790909
U,development,C11,13,,-0.1340063533108198,0.09641838580832235
U,development,C11,14,,-0.15129685084409691,0.08349885572830953
U,development,C11,15,,-0.16560251298199907,0.056127493558258836
U,development,C11,16,,-0.13674250362113768,0.11827938711163326
U,development,C11,17,,-0.1482647108170672,0.0872728966515969
U,development,C11,18,,-0.11298824670960161,0.06835436720561926
U,development,C11,19,,-0.0688454318344468,0.10768381023918631
U,development,C11,20,,-0.08313610731142886,0.09400386836904595
U,development,C11,21,,-0.08597336329685687,0.11712885673073817
U,development,C11,22,,-0.12957000861977772,0.11726413764764748
U,development,C11,23,,-0.052790016976405084,0.0944045716753775
U,development,C11,24,,-0.1267890247894517,0.1405642291986403
U,development,C11,25,,-0.1755177723653592,0.09475318374082306
U,development,C11,26,,-0.08871528696219139,0.15817298716336964
U,development,C11,27,,-0.1874990234098593,0.0887900131793592
U,development,C11,28,,-0.026474857234273147,0.07672942689930257
