orientation,timestamp,record_index,readout,measurement,outcome,segment_tunnelling_fraction,classified_present
XY,120033,16,1,17,DOWNUP,0.85,1
XY,120033,16,1,17,UPDOWN,0.1,0
XY,120033,16,1,17,UPUP,0.125,0
XY,120033,17,1,18,DOWNDOWN,0.225,0
XY,120033,17,1,18,DOWNUP,0.15,0
XY,120033,17,1,18,UPDOWN,0.75,1
XY,120033,17,1,18,UPUP,0.15,0
XY,120033,18,1,19,DOWNDOWN,0.075,0
XY,120033,18,1,19,DOWNUP,0.175,0
XY,120033,18,1,19,UPDOWN,0.9,1
XY,120033,18,1,19,UPUP,0.225,0
XY,120033,19,1,20,DOWNDOWN,0.125,0
XY,120033,19,1,20,DOWNUP,0.225,0
XY,120033,19,1,20,UPDOWN,0.125,0
XY,120033,19,1,20,UPUP,0.9,1
XY,120033,20,1,21,DOWNDOWN,0.025,0
XY,120033,20,1,21,DOWNUP,0.85,1
XY,120033,20,1,21,UPDOWN,0.225,0
XY,120033,20,1,21,UPUP,0.175,0
XY,120033,21,1,22,DOWNDOWN,0.0,0
XY,120033,21,1,22,DOWNUP,0.175,0
XY,120033,21,1,22,UPDOWN,0.9,1
XY,120033,21,1,22,UPUP,0.125,0
XY,120033,22,1,23,DOWNDOWN,0.75,1
XY,120033,22,1,23,DOWNUP,0.2,0
XY,120033,22,1,23,UPDOWN,0.225,0
XY,120033,22,1,23,UPUP,0.075,0
XY,120033,23,1,24,DOWNDOWN,0.175,0
XY,120033,23,1,24,DOWNUP,0.15,0
XY,120033,23,1,24,UPDOWN,0.875,1
XY,120033,23,1,24,UPUP,0.125,0
XY,120033,24,1,25,DOWNDOWN,0.075,0
XY,120033,24,1,25,DOWNUP,0.125,0
XY,120033,24,1,25,UPDOWN,0.15,0
XY,120033,24,1,25,UPUP,0.725,1
XY,120033,25,1,26,DOWNDOWN,0.25,0
XY,120033,25,1,26,DOWNUP,0.05,0
XY,120033,25,1,26,UPDOWN,0.8,1
XY,120033,25,1,26,UPUP,0.175,0
XY,120033,26,1,27,DOWNDOWN,0.2,0
XY,120033,26,1,27,DOWNUP,0.9,1
XY,120033,26,1,27,UPDOWN,0.0,0
XY,120033,26,1,27,UPUP,0.125,0
XY,120033,27,1,28,DOWNDOWN,0.15,0
XY,120033,27,1,28,DOWNUP,0.15,0
XY,120033,27,1,28,UPDOWN,0.875,1
XY,120033,27,1,28,UPUP,0.2,0
XY,120033,28,1,29,DOWNDOWN,0.15,0
XY,120033,28,1,29,DOWNUP,0.15,0
XY,120033,28,1,29,UPDOWN,0.25,0
XY,120033,28,1,29,UPUP,0.825,1
XY,120033,29,1,30,DOWNDOWN,0.175,0
XY,120033,29,1,30,DOWNUP,0.175,0
XY,120033,29,1,30,UPDOWN,0.15,0
XY,120033,29,1,30,UPUP,0.8,1
XY,120033,30,1,31,DOWNDOWN,0.05,0
XY,120033,30,1,31,DOWNUP,0.1,0
XY,120033,30,1,31,UPDOWN,0.075,0
XY,120033,30,1,31,UPUP,0.725,1
XY,120033,31,1,32,DOWNDOWN,0.15,0
XY,120033,31,1,32,DOWNUP,0.125,0
XY,120033,31,1,32,UPDOWN,0.775,1
XY,120033,31,1,32,UPUP,0.1,0
XY,120033,32,1,33,DOWNDOWN,0.9,1
XY,120033,32,1,33,DOWNUP,0.05,0
XY,120033,32,1,33,UPDOWN,0.15,0
XY,120033,32,1,33,UPUP,0.175,0
XY,120033,33,1,34,DOWNDOWN,0.175,0
XY,120033,33,1,34,DOWNUP,0.1,0
XY,120033,33,1,34,UPDOWN,0.225,0
XY,120033,33,1,34,UPUP,0.775,1
XY,120033,34,1,35,DOWNDOWN,0.125,0
XY,120033,34,1,35,DOWNUP,0.25,0
XY,120033,34,1,35,UPDOWN,0.75,1
XY,120033,34,1,35,UPUP,0.15,0
XY,120033,35,1,36,DOWNDOWN,0.15,0
XY,120033,35,1,36,DOWNUP,0.075,0
XY,120033,35,1,36,UPDOWN,0.85,1
XY,120033,35,1,36,UPUP,0.225,0
XY,120033,36,1,37,DOWNDOWN,0.1,0
XY,120033,36,1,37,DOWNUP,0.175,0
XY,120033,36,1,37,UPDOWN,0.8,1
XY,120033,36,1,37,UPUP,0.1,0
XY,120033,37,1,38,DOWNDOWN,0.1,0
XY,120033,37,1,38,DOWNUP,0.125,0
XY,120033,37,1,38,UPDOWN,0.875,1
XY,120033,37,1,38,UPUP,0.1,0
XY,120033,38,1,39,DOWNDOWN,0.8,1
XY,120033,38,1,39,DOWNUP,0.1,0
XY,120033,38,1,39,UPDOWN,0.1,0
XY,120033,38,1,39,UPUP,0.125,0
XY,120033,39,1,40,DOWNDOWN,0.15,0
XY,120033,39,1,40,DOWNUP,0.05,0
XY,120033,39,1,40,UPDOWN,0.1,0
XY,120033,39,1,40,UPUP,0.825,1
XY,120033,40,2,1,DOWNDOWN,0.125,0
XY,120033,40,2,1,DOWNUP,0.125,0
XY,120033,40,2,1,UPDOWN,0.125,0
XY,120033,40,2,1,UPUP,0.875,1
XY,120033,41,2,2,DOWNDOWN,0.175,0
XY,120033,41,2,2,DOWNUP,0.1,0
XY,120033,41,2,2,UPDOWN,0.775,1
XY,120033,41,2,2,UPUP,0.175,0
XY,120033,42,2,3,DOWNDOWN,0.15,0
XY,120033,42,2,3,DOWNUP,0.2,0
XY,120033,42,2,3,UPDOWN,0.05,0
XY,120033,42,2,3,UPUP,0.775,1
XY,120033,43,2,4,DOWNDOWN,0.05,0
XY,120033,43,2,4,DOWNUP,0.175,0
XY,120033,43,2,4,UPDOWN,0.75,1
XY,120033,43,2,4,UPUP,0.125,0
XY,120033,44,2,5,DOWNDOWN,0.1,0
XY,120033,44,2,5,DOWNUP,0.175,0
XY,120033,44,2,5,UPDOWN,0.9,1
XY,120033,44,2,5,UPUP,0.225,0
XY,120033,45,2,6,DOWNDOWN,0.8,1
XY,120033,45,2,6,DOWNUP,0.175,0
XY,120033,45,2,6,UPDOWN,0.1,0
XY,120033,45,2,6,UPUP,0.15,0
XY,120033,46,2,7,DOWNDOWN,0.125,0
XY,120033,46,2,7,DOWNUP,0.725,1
XY,120033,46,2,7,UPDOWN,0.125,0
XY,120033,46,2,7,UPUP,0.175,0
XY,120033,47,2,8,DOWNDOWN,0.225,0
XY,120033,47,2,8,DOWNUP,0.2,0
XY,120033,47,2,8,UPDOWN,0.85,1
XY,120033,47,2,8,UPUP,0.25,0
XY,120033,48,2,9,DOWNDOWN,0.125,0
XY,120033,48,2,9,DOWNUP,0.3,0
XY,120033,48,2,9,UPDOWN,0.85,1
XY,120033,48,2,9,UPUP,0.075,0
XY,120033,49,2,10,DOWNDOWN,0.2,0
XY,120033,49,2,10,DOWNUP,0.2,0
XY,120033,49,2,10,UPDOWN,0.15,0
XY,120033,49,2,10,UPUP,0.825,1
XY,120033,50,2,11,DOWNDOWN,0.2,0
XY,120033,50,2,11,DOWNUP,0.15,0
XY,120033,50,2,11,UPDOWN,0.85,1
XY,120033,50,2,11,UPUP,0.15,0
XY,120033,51,2,12,DOWNDOWN,0.125,0
XY,120033,51,2,12,DOWNUP,0.175,0
XY,120033,51,2,12,UPDOWN,0.7,1
XY,120033,51,2,12,UPUP,0.15,0
XY,120033,52,2,13,DOWNDOWN,0.85,1
XY,120033,52,2,13,DOWNUP,0.3,0
XY,120033,52,2,13,UPDOWN,0.1,0
XY,120033,52,2,13,UPUP,0.2,0
XY,120033,53,2,14,DOWNDOWN,0.7,1
XY,120033,53,2,14,DOWNUP,0.125,0
XY,120033,53,2,14,UPDOWN,0.15,0
XY,120033,53,2,14,UPUP,0.05,0
XY,120033,54,2,15,DOWNDOWN,0.175,0
XY,120033,54,2,15,DOWNUP,0.75,1
XY,120033,54,2,15,UPDOWN,0.175,0
XY,120033,54,2,15,UPUP,0.125,0
XY,120033,55,2,16,DOWNDOWN,0.175,0
XY,120033,55,2,16,DOWNUP,0.15,0
XY,120033,55,2,16,UPDOWN,0.175,0
XY,120033,55,2,16,UPUP,0.775,1
XY,120033,56,2,17,DOWNDOWN,0.1,0
XY,120033,56,2,17,DOWNUP,0.3,0
XY,120033,56,2,17,UPDOWN,0.875,1
XY,120033,56,2,17,UPUP,0.2,0
XY,120033,57,2,18,DOWNDOWN,0.15,0
XY,120033,57,2,18,DOWNUP,0.225,0
XY,120033,57,2,18,UPDOWN,0.95,1
XY,120033,57,2,18,UPUP,0.1,0
XY,120033,58,2,19,DOWNDOWN,0.1,0
XY,120033,58,2,19,DOWNUP,0.85,1
XY,120033,58,2,19,UPDOWN,0.075,0
XY,120033,58,2,19,UPUP,0.175,0
XY,120033,59,2,20,DOWNDOWN,0.3,0
XY,120033,59,2,20,DOWNUP,0.15,0
XY,120033,59,2,20,UPDOWN,0.825,1
XY,120033,59,2,20,UPUP,0.175,0
XY,120033,60,2,21,DOWNDOWN,0.225,0
XY,120033,60,2,21,DOWNUP,0.05,0
XY,120033,60,2,21,UPDOWN,0.8,1
XY,120033,60,2,21,UPUP,0.15,0
XY,120033,61,2,22,DOWNDOWN,0.85,1
XY,120033,61,2,22,DOWNUP,0.175,0
XY,120033,61,2,22,UPDOWN,0.25,0
XY,120033,61,2,22,UPUP,0.1,0
XY,120033,62,2,23,DOWNDOWN,0.2,0
XY,120033,62,2,23,DOWNUP,0.15,0
XY,120033,62,2,23,UPDOWN,0.925,1
XY,120033,62,2,23,UPUP,0.15,0
XY,120033,63,2,24,DOWNDOWN,0.8,1
XY,120033,63,2,24,DOWNUP,0.2,0
XY,120033,63,2,24,UPDOWN,0.125,0
XY,120033,63,2,24,UPUP,0.15,0
XY,120033,64,2,25,DOWNDOWN,0.05,0
XY,120033,64,2,25,DOWNUP,0.125,0
XY,120033,64,2,25,UPDOWN,0.9,1
XY,120033,64,2,25,UPUP,0.2,0
XY,120033,65,2,26,DOWNDOWN,0.15,0
XY,120033,65,2,26,DOWNUP,0.75,1
XY,120033,65,2,26,UPDOWN,0.075,0
XY,120033,65,2,26,UPUP,0.125,0
XY,120033,66,2,27,DOWNDOWN,0.175,0
XY,120033,66,2,27,DOWNUP,0.275,0
XY,120033,66,2,27,UPDOWN,0.875,1
XY,120033,66,2,27,UPUP,0.125,0
XY,120033,67,2,28,DOWNDOWN,0.175,0
XY,120033,67,2,28,DOWNUP,0.125,0
XY,120033,67,2,28,UPDOWN,0.075,0
XY,120033,67,2,28,UPUP,0.85,1
XY,120033,68,2,29,DOWNDOWN,0.925,1
XY,120033,68,2,29,DOWNUP,0.175,0
XY,120033,68,2,29,UPDOWN,0.15,0
XY,120033,68,2,29,UPUP,0.1,0
XY,120033,69,2,30,DOWNDOWN,0.375,0
XY,120033,69,2,30,DOWNUP,0.85,1
XY,120033,69,2,30,UPDOWN,0.2,0
XY,120033,69,2,30,UPUP,0.225,0
XY,120033,70,2,31,DOWNDOWN,0.175,0
XY,120033,70,2,31,DOWNUP,0.375,0
XY,120033,70,2,31,UPDOWN,0.875,1
XY,120033,70,2,31,UPUP,0.2,0
XY,120033,71,2,32,DOWNDOWN,0.125,0
XY,120033,71,2,32,DOWNUP,0.2,0
XY,120033,71,2,32,UPDOWN,0.8,1
XY,120033,71,2,32,UPUP,0.2,0
XY,120033,72,2,33,DOWNDOWN,0.95,1
XY,120033,72,2,33,DOWNUP,0.175,0
XY,120033,72,2,33,UPDOWN,0.225,0
XY,120033,72,2,33,UPUP,0.175,0
XY,120033,73,2,34,DOWNDOWN,0.175,0
XY,120033,73,2,34,DOWNUP,0.1,0
XY,120033,73,2,34,UPDOWN,0.875,1
XY,120033,73,2,34,UPUP,0.25,0
XY,120033,74,2,35,DOWNDOWN,0.25,0
XY,120033,74,2,35,DOWNUP,0.225,0
XY,120033,74,2,35,UPDOWN,0.2,0
XY,120033,74,2,35,UPUP,0.85,1
XY,120033,75,2,36,DOWNDOWN,0.125,0
XY,120033,75,2,36,DOWNUP,0.925,1
XY,120033,75,2,36,UPDOWN,0.125,0
XY,120033,75,2,36,UPUP,0.15,0
XY,120033,76,2,37,DOWNDOWN,0.15,0
XY,120033,76,2,37,DOWNUP,0.8,1
XY,120033,76,2,37,UPDOWN,0.225,0
XY,120033,76,2,37,UPUP,0.1,0
XY,120033,77,2,38,DOWNDOWN,0.125,0
XY,120033,77,2,38,DOWNUP,0.8,1
XY,120033,77,2,38,UPDOWN,0.1,0
XY,120033,77,2,38,UPUP,0.1,0
XY,120033,78,2,39,DOWNDOWN,0.175,0
XY,120033,78,2,39,DOWNUP,0.7,1
XY,120033,78,2,39,UPDOWN,0.2,0
XY,120033,78,2,39,UPUP,0.125,0
XY,120033,79,2,40,DOWNDOWN,0.1,0
XY,120033,79,2,40,DOWNUP,0.75,1
XY,120033,79,2,40,UPDOWN,0.15,0
XY,120033,79,2,40,UPUP,0.15,0
YI,120230,0,1,1,DOWNDOWN,0.125,0
YI,120230,0,1,1,DOWNUP,0.1,0
YI,120230,0,1,1,UPDOWN,0.25,0
YI,120230,0,1,1,UPUP,0.925,1
YI,120230,1,1,2,DOWNDOWN,0.225,0
YI,120230,1,1,2,DOWNUP,0.725,1
YI,120230,1,1,2,UPDOWN,0.15,0
YI,120230,1,1,2,UPUP,0.1,0
YI,120230,2,1,3,DOWNDOWN,0.125,0
YI,120230,2,1,3,DOWNUP,0.075,0
YI,120230,2,1,3,UPDOWN,0.9,1
YI,120230,2,1,3,UPUP,0.15,0
YI,120230,3,1,4,DOWNDOWN,0.1,0
YI,120230,3,1,4,DOWNUP,0.15,0
YI,120230,3,1,4,UPDOWN,0.925,1
YI,120230,3,1,4,UPUP,0.25,0
YI,120230,4,1,5,DOWNDOWN,0.25,0
YI,120230,4,1,5,DOWNUP,0.125,0
YI,120230,4,1,5,UPDOWN,0.925,1
YI,120230,4,1,5,UPUP,0.15,0
YI,120230,5,1,6,DOWNDOWN,0.25,0
YI,120230,5,1,6,DOWNUP,0.9,1
YI,120230,5,1,6,UPDOWN,0.2,0
YI,120230,5,1,6,UPUP,0.075,0
YI,120230,6,1,7,DOWNDOWN,0.15,0
YI,120230,6,1,7,DOWNUP,0.1,0
YI,120230,6,1,7,UPDOWN,0.8,1
YI,120230,6,1,7,UPUP,0.225,0
YI,120230,7,1,8,DOWNDOWN,0.075,0
YI,120230,7,1,8,DOWNUP,0.125,0
YI,120230,7,1,8,UPDOWN,0.9,1
YI,120230,7,1,8,UPUP,0.25,0
YI,120230,8,1,9,DOWNDOWN,0.95,1
YI,120230,8,1,9,DOWNUP,0.125,0
YI,120230,8,1,9,UPDOWN,0.175,0
YI,120230,8,1,9,UPUP,0.175,0
YI,120230,9,1,10,DOWNDOWN,0.8,1
YI,120230,9,1,10,DOWNUP,0.15,0
YI,120230,9,1,10,UPDOWN,0.075,0
YI,120230,9,1,10,UPUP,0.1,0
YI,120230,10,1,11,DOWNDOWN,0.125,0
YI,120230,10,1,11,DOWNUP,0.65,1
YI,120230,10,1,11,UPDOWN,0.15,0
YI,120230,10,1,11,UPUP,0.125,0
YI,120230,11,1,12,DOWNDOWN,0.2,0
YI,120230,11,1,12,DOWNUP,0.15,0
YI,120230,11,1,12,UPDOWN,0.175,0
YI,120230,11,1,12,UPUP,0.825,1
YI,120230,12,1,13,DOWNDOWN,0.175,0
YI,120230,12,1,13,DOWNUP,0.875,1
YI,120230,12,1,13,UPDOWN,0.275,0
YI,120230,12,1,13,UPUP,0.175,0
YI,120230,13,1,14,DOWNDOWN,0.225,0
YI,120230,13,1,14,DOWNUP,0.2,0
YI,120230,13,1,14,UPDOWN,0.925,1
YI,120230,13,1,14,UPUP,0.125,0
YI,120230,14,1,15,DOWNDOWN,0.975,1
YI,120230,14,1,15,DOWNUP,0.1,0
YI,120230,14,1,15,UPDOWN,0.175,0
YI,120230,14,1,15,UPUP,0.2,0
YI,120230,15,1,16,DOWNDOWN,0.15,0
YI,120230,15,1,16,DOWNUP,0.825,1
YI,120230,15,1,16,UPDOWN,0.175,0
YI,120230,15,1,16,UPUP,0.1,0
YI,120230,16,1,17,DOWNDOWN,0.125,0
YI,120230,16,1,17,DOWNUP,0.125,0
YI,120230,16,1,17,UPDOWN,0.75,1
YI,120230,16,1,17,UPUP,0.15,0
YI,120230,17,1,18,DOWNDOWN,0.125,0
YI,120230,17,1,18,DOWNUP,0.8,1
YI,120230,17,1,18,UPDOWN,0.075,0
YI,120230,17,1,18,UPUP,0.225,0
YI,120230,18,1,19,DOWNDOWN,0.25,0
YI,120230,18,1,19,DOWNUP,0.25,0
YI,120230,18,1,19,UPDOWN,0.9,1
YI,120230,18,1,19,UPUP,0.05,0
YI,120230,19,1,20,DOWNDOWN,0.2,0
YI,120230,19,1,20,DOWNUP,0.775,1
YI,120230,19,1,20,UPDOWN,0.1,0
YI,120230,19,1,20,UPUP,0.2,0
YI,120230,20,1,21,DOWNDOWN,0.225,0
YI,120230,20,1,21,DOWNUP,0.175,0
YI,120230,20,1,21,UPDOWN,0.075,0
YI,120230,20,1,21,UPUP,0.85,1
YI,120230,21,1,22,DOWNDOWN,0.25,0
YI,120230,21,1,22,DOWNUP,0.175,0
YI,120230,21,1,22,UPDOWN,0.9,1
YI,120230,21,1,22,UPUP,0.1,0
YI,120230,22,1,23,DOWNDOWN,0.175,0
YI,120230,22,1,23,DOWNUP,0.825,1
YI,120230,22,1,23,UPDOWN,0.2,0
YI,120230,22,1,23,UPUP,0.225,0
YI,120230,23,1,24,DOWNDOWN,0.225,0
YI,120230,23,1,24,DOWNUP,0.125,0
YI,120230,23,1,24,UPDOWN,0.775,1
YI,120230,23,1,24,UPUP,0.15,0
YI,120230,24,1,25,DOWNDOWN,0.3,0
YI,120230,24,1,25,DOWNUP,0.925,1
YI,120230,24,1,25,UPDOWN,0.175,0
YI,120230,24,1,25,UPUP,0.15,0
YI,120230,25,1,26,DOWNDOWN,0.225,0
YI,120230,25,1,26,DOWNUP,0.225,0
YI,120230,25,1,26,UPDOWN,0.25,0
YI,120230,25,1,26,UPUP,0.75,1
YI,120230,26,1,27,DOWNDOWN,0.35,0
YI,120230,26,1,27,DOWNUP,0.1,0
YI,120230,26,1,27,UPDOWN,0.85,1
YI,120230,26,1,27,UPUP,0.225,0
YI,120230,27,1,28,DOWNDOWN,0.075,0
YI,120230,27,1,28,DOWNUP,0.15,0
YI,120230,27,1,28,UPDOWN,0.25,0
YI,120230,27,1,28,UPUP,0.75,1
YI,120230,28,1,29,DOWNDOWN,0.875,1
YI,120230,28,1,29,DOWNUP,0.075,0
YI,120230,28,1,29,UPDOWN,0.175,0
YI,120230,28,1,29,UPUP,0.15,0
YI,120230,29,1,30,DOWNDOWN,0.725,1
YI,120230,29,1,30,DOWNUP,0.075,0
YI,120230,29,1,30,UPDOWN,0.2,0
YI,120230,29,1,30,UPUP,0.175,0
YI,120230,30,1,31,DOWNDOWN,0.075,0
YI,120230,30,1,31,DOWNUP,0.2,0
YI,120230,30,1,31,UPDOWN,0.2,0
YI,120230,30,1,31,UPUP,0.875,1
YI,120230,31,1,32,DOWNDOWN,0.925,1
YI,120230,31,1,32,DOWNUP,0.2,0
YI,120230,31,1,32,UPDOWN,0.25,0
YI,120230,31,1,32,UPUP,0.15,0
YI,120230,32,1,33,DOWNDOWN,0.25,0
YI,120230,32,1,33,DOWNUP,0.825,1
YI,120230,32,1,33,UPDOWN,0.15,0
YI,120230,32,1,33,UPUP,0.175,0
YI,120230,33,1,34,DOWNDOWN,0.1,0
YI,120230,33,1,34,DOWNUP,0.75,1
YI,120230,33,1,34,UPDOWN,0.125,0
YI,120230,33,1,34,UPUP,0.2,0
YI,120230,34,1,35,DOWNDOWN,0.775,1
YI,120230,34,1,35,DOWNUP,0.175,0
YI,120230,34,1,35,UPDOWN,0.225,0
YI,120230,34,1,35,UPUP,0.225,0
YI,120230,35,1,36,DOWNDOWN,0.1,0
YI,120230,35,1,36,DOWNUP,0.15,0
YI,120230,35,1,36,UPDOWN,0.125,0
YI,120230,35,1,36,UPUP,0.825,1
YI,120230,36,1,37,DOWNDOWN,0.8,1
YI,120230,36,1,37,DOWNUP,0.25,0
YI,120230,36,1,37,UPDOWN,0.2,0
YI,120230,36,1,37,UPUP,0.275,0
YI,120230,37,1,38,DOWNDOWN,0.15,0
YI,120230,37,1,38,DOWNUP,0.275,0
YI,120230,37,1,38,UPDOWN,0.2,0
YI,120230,37,1,38,UPUP,0.8,1
YI,120230,38,1,39,DOWNDOWN,0.7,1
YI,120230,38,1,39,DOWNUP,0.275,0
YI,120230,38,1,39,UPDOWN,0.025,0
YI,120230,38,1,39,UPUP,0.175,0
YI,120230,39,1,40,DOWNDOWN,0.9,1
YI,120230,39,1,40,DOWNUP,0.2,0
YI,120230,39,1,40,UPDOWN,0.225,0
YI,120230,39,1,40,UPUP,0.225,0
YI,120230,40,2,1,DOWNDOWN,0.8,1
YI,120230,40,2,1,DOWNUP,0.2,0
YI,120230,40,2,1,UPDOWN,0.25,0
YI,120230,40,2,1,UPUP,0.25,0
YI,120230,41,2,2,DOWNDOWN,0.75,1
YI,120230,41,2,2,DOWNUP,0.15,0
YI,120230,41,2,2,UPDOWN,0.15,0
YI,120230,41,2,2,UPUP,0.25,0
YI,120230,42,2,3,DOWNDOWN,0.125,0
YI,120230,42,2,3,DOWNUP,0.25,0
YI,120230,42,2,3,UPDOWN,0.175,0
YI,120230,42,2,3,UPUP,0.875,1
YI,120230,43,2,4,DOWNDOWN,0.15,0
YI,120230,43,2,4,DOWNUP,0.175,0
YI,120230,43,2,4,UPDOWN,0.875,1
YI,120230,43,2,4,UPUP,0.2,0
YI,120230,44,2,5,DOWNDOWN,0.125,0
YI,120230,44,2,5,DOWNUP,0.15,0
YI,120230,44,2,5,UPDOWN,0.2,0
YI,120230,44,2,5,UPUP,0.775,1
YI,120230,45,2,6,DOWNDOWN,0.95,1
YI,120230,45,2,6,DOWNUP,0.15,0
YI,120230,45,2,6,UPDOWN,0.275,0
YI,120230,45,2,6,UPUP,0.3,0
YI,120230,46,2,7,DOWNDOWN,0.3,0
YI,120230,46,2,7,DOWNUP,0.9,1
YI,120230,46,2,7,UPDOWN,0.275,0
YI,120230,46,2,7,UPUP,0.175,0
YI,120230,47,2,8,DOWNDOWN,0.175,0
YI,120230,47,2,8,DOWNUP,0.125,0
YI,120230,47,2,8,UPDOWN,0.85,1
YI,120230,47,2,8,UPUP,0.225,0
YI,120230,48,2,9,DOWNDOWN,0.925,1
YI,120230,48,2,9,DOWNUP,0.175,0
YI,120230,48,2,9,UPDOWN,0.1,0
YI,120230,48,2,9,UPUP,0.1,0
YI,120230,49,2,10,DOWNDOWN,0.25,0
YI,120230,49,2,10,DOWNUP,0.225,0
YI,120230,49,2,10,UPDOWN,0.2,0
YI,120230,49,2,10,UPUP,0.7,1
YI,120230,50,2,11,DOWNDOWN,0.075,0
YI,120230,50,2,11,DOWNUP,0.75,1
YI,120230,50,2,11,UPDOWN,0.175,0
YI,120230,50,2,11,UPUP,0.225,0
YI,120230,51,2,12,DOWNDOWN,0.1,0
YI,120230,51,2,12,DOWNUP,0.15,0
YI,120230,51,2,12,UPDOWN,0.825,1
YI,120230,51,2,12,UPUP,0.3,0
YI,120230,52,2,13,DOWNDOWN,0.1,0
YI,120230,52,2,13,DOWNUP,0.175,0
YI,120230,52,2,13,UPDOWN,0.175,0
YI,120230,52,2,13,UPUP,0.925,1
YI,120230,53,2,14,DOWNDOWN,0.175,0
YI,120230,53,2,14,DOWNUP,0.225,0
YI,120230,53,2,14,UPDOWN,0.9,1
YI,120230,53,2,14,UPUP,0.175,0
YI,120230,54,2,15,DOWNDOWN,0.2,0
YI,120230,54,2,15,DOWNUP,0.9,1
YI,120230,54,2,15,UPDOWN,0.075,0
YI,120230,54,2,15,UPUP,0.25,0
YI,120230,55,2,16,DOWNDOWN,0.925,1
YI,120230,55,2,16,DOWNUP,0.175,0
YI,120230,55,2,16,UPDOWN,0.225,0
YI,120230,55,2,16,UPUP,0.225,0
YI,120230,56,2,17,DOWNDOWN,0.925,1
YI,120230,56,2,17,DOWNUP,0.15,0
YI,120230,56,2,17,UPDOWN,0.075,0
YI,120230,56,2,17,UPUP,0.15,0
YI,120230,57,2,18,DOWNDOWN,0.075,0
YI,120230,57,2,18,DOWNUP,0.2,0
YI,120230,57,2,18,UPDOWN,0.875,1
YI,120230,57,2,18,UPUP,0.2,0
YI,120230,58,2,19,DOWNDOWN,0.225,0
YI,120230,58,2,19,DOWNUP,0.1,0
YI,120230,58,2,19,UPDOWN,0.825,1
YI,120230,58,2,19,UPUP,0.2,0
YI,120230,59,2,20,DOWNDOWN,0.15,0
YI,120230,59,2,20,DOWNUP,0.875,1
YI,120230,59,2,20,UPDOWN,0.275,0
YI,120230,59,2,20,UPUP,0.125,0
YI,120230,60,2,21,DOWNDOWN,0.1,0
YI,120230,60,2,21,DOWNUP,0.875,1
YI,120230,60,2,21,UPDOWN,0.175,0
YI,120230,60,2,21,UPUP,0.25,0
YI,120230,61,2,22,DOWNDOWN,0.85,1
YI,120230,61,2,22,DOWNUP,0.15,0
YI,120230,61,2,22,UPDOWN,0.15,0
YI,120230,61,2,22,UPUP,0.25,0
YI,120230,62,2,23,DOWNDOWN,0.225,0
YI,120230,62,2,23,DOWNUP,0.825,1
YI,120230,62,2,23,UPDOWN,0.225,0
YI,120230,62,2,23,UPUP,0.1,0
YI,120230,63,2,24,DOWNDOWN,0.125,0
YI,120230,63,2,24,DOWNUP,0.15,0
YI,120230,63,2,24,UPDOWN,0.225,0
YI,120230,63,2,24,UPUP,0.875,1
YI,120230,64,2,25,DOWNDOWN,0.925,1
YI,120230,64,2,25,DOWNUP,0.225,0
YI,120230,64,2,25,UPDOWN,0.075,0
YI,120230,64,2,25,UPUP,0.225,0
YI,120230,65,2,26,DOWNDOWN,0.2,0
YI,120230,65,2,26,DOWNUP,0.825,1
YI,120230,65,2,26,UPDOWN,0.15,0
YI,120230,65,2,26,UPUP,0.175,0
YI,120230,66,2,27,DOWNDOWN,0.175,0
YI,120230,66,2,27,DOWNUP,0.85,1
YI,120230,66,2,27,UPDOWN,0.1,0
YI,120230,66,2,27,UPUP,0.225,0
YI,120230,67,2,28,DOWNDOWN,0.225,0
YI,120230,67,2,28,DOWNUP,0.075,0
YI,120230,67,2,28,UPDOWN,0.1,0
YI,120230,67,2,28,UPUP,0.8,1
YI,120230,68,2,29,DOWNDOWN,0.175,0
YI,120230,68,2,29,DOWNUP,0.1,0
YI,120230,68,2,29,UPDOWN,0.25,0
YI,120230,68,2,29,UPUP,0.8,1
YI,120230,69,2,30,DOWNDOWN,0.2,0
YI,120230,69,2,30,DOWNUP,0.75,1
YI,120230,69,2,30,UPDOWN,0.175,0
YI,120230,69,2,30,UPUP,0.125,0
YI,120230,70,2,31,DOWNDOWN,0.1,0
YI,120230,70,2,31,DOWNUP,0.825,1
YI,120230,70,2,31,UPDOWN,0.15,0
YI,120230,70,2,31,UPUP,0.15,0
YI,120230,71,2,32,DOWNDOWN,0.05,0
YI,120230,71,2,32,DOWNUP,0.225,0
YI,120230,71,2,32,UPDOWN,0.7,1
YI,120230,71,2,32,UPUP,0.175,0
YI,120230,72,2,33,DOWNDOWN,0.175,0
YI,120230,72,2,33,DOWNUP,0.25,0
YI,120230,72,2,33,UPDOWN,0.85,1
YI,120230,72,2,33,UPUP,0.125,0
YI,120230,73,2,34,DOWNDOWN,0.125,0
YI,120230,73,2,34,DOWNUP,0.125,0
YI,120230,73,2,34,UPDOWN,0.9,1
YI,120230,73,2,34,UPUP,0.2,0
YI,120230,74,2,35,DOWNDOWN,0.025,0
YI,120230,74,2,35,DOWNUP,0.775,1
YI,120230,74,2,35,UPDOWN,0.2,0
YI,120230,74,2,35,UPUP,0.125,0
YI,120230,75,2,36,DOWNDOWN,0.1,0
YI,120230,75,2,36,DOWNUP,0.075,0
YI,120230,75,2,36,UPDOWN,0.825,1
