path_id,label,group,movement_threshold,active_steps,large_step_quadrant_transition_share,large_step_quadrant_transitions,large_steps,late_early_ratio,log2_late_early_ratio,log2_post_pre_ratio,median_early_step_turns,median_late_step_turns,median_middle_step_turns,median_post_boundary_step_turns,median_pre_boundary_step_turns,post_pre_ratio,quadrant_transitions,spearman_step_vs_movement,spearman_step_vs_order
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,0.1,32,0.8823529411764706,15,17,20.243320617722024,4.339374057142017,3.149427852753166,0.0072565654999999785,0.1468969819999999,0.378579295,0.18415082450000003,0.020753981000000005,8.873036190020603,17,0.20821114369501464,0.06414956011730204
q52_alternating_BA,Q52 · alternating BA,Q52 continuation,0.25,30,0.8823529411764706,15,17,20.36283914821691,4.347866822287685,nan,0.007213973500000026,0.1468969819999999,0.378579295,0.18415082450000003,nan,nan,17,0.11546162402669634,-0.08476084538375972
q52_random_520101,Q52 · random 520101,Q52 continuation,0.0,39,0.8333333333333334,15,18,9.037117692499091,3.175862711380272,2.897433104539251,0.02183085600000001,0.19728801500000004,0.126428058,0.16266160000000002,0.02183085600000001,7.450995050308607,17,0.4451417004048583,0.4348178137651822
q52_random_520101,Q52 · random 520101,Q52 continuation,0.05,32,0.8235294117647058,14,17,13.228907905416452,3.7256220616836826,3.786272471787343,0.014913401500000034,0.19728801500000004,0.126428058,0.16266160000000002,0.011789718999999976,13.796902199280606,16,0.2701612903225806,0.2888563049853372
q52_random_520101,Q52 · random 520101,Q52 continuation,0.1,32,0.8235294117647058,14,17,13.228907905416452,3.7256220616836826,3.786272471787343,0.014913401500000034,0.19728801500000004,0.126428058,0.16266160000000002,0.011789718999999976,13.796902199280606,16,0.2701612903225806,0.2888563049853372
q52_random_520101,Q52 · random 520101,Q52 continuation,0.25,30,0.8235294117647058,14,17,3.7549128372880953,1.9087794188789051,nan,0.052541303500000025,0.19728801500000004,0.126428058,0.16266160000000002,nan,nan,16,0.13236929922135707,0.14660734149054505
q52_random_520102,Q52 · random 520102,Q52 continuation,0.0,39,0.9473684210526315,18,19,34.869358508655544,5.123887917995546,3.2631741768556775,0.008414907000000138,0.29342240899999994,0.18705737099999997,0.16362880549999997,0.017043016000000022,9.600930111196268,19,0.46417004048583,0.4706477732793522
q52_random_520102,Q52 · random 520102,Q52 continuation,0.05,32,0.9444444444444444,17,18,44.92969575547804,5.489597387473192,3.6842401191776686,0.006530701000000083,0.29342240899999994,0.18705737099999997,0.16362880549999997,0.01272896150000008,12.854843303595423,18,0.3376099706744868,0.406524926686217
q52_random_520102,Q52 · random 520102,Q52 continuation,0.1,32,0.9444444444444444,17,18,44.92969575547804,5.489597387473192,3.6842401191776686,0.006530701000000083,0.29342240899999994,0.18705737099999997,0.16362880549999997,0.01272896150000008,12.854843303595423,18,0.3376099706744868,0.406524926686217
q52_random_520102,Q52 · random 520102,Q52 continuation,0.25,30,0.9444444444444444,17,18,87.70574161213429,6.454599385952044,nan,0.0033455325000000258,0.29342240899999994,0.18705737099999997,0.16362880549999997,nan,nan,18,0.22714126807563956,0.31123470522803115
q52_random_520103,Q52 · random 520103,Q52 continuation,0.0,39,0.95,19,20,21.030551107184312,4.394414751385212,3.887607675982544,0.017964127999999968,0.37779551200000006,0.207069508,0.26588428100000006,0.017964127999999968,14.80084538475792,20,0.49898785425101216,0.5649797570850202
q52_random_520103,Q52 · random 520103,Q52 continuation,0.05,32,0.9473684210526315,18,19,29.467756466613334,4.881065319662048,4.37425824425938,0.012820640500000008,0.37779551200000006,0.207069508,0.26588428100000006,0.012820640500000008,20.73876738061565,19,0.38416422287390023,0.5483870967741935
q52_random_520103,Q52 · random 520103,Q52 continuation,0.1,32,0.9473684210526315,18,19,29.467756466613334,4.881065319662048,4.37425824425938,0.012820640500000008,0.37779551200000006,0.207069508,0.26588428100000006,0.012820640500000008,20.73876738061565,19,0.38416422287390023,0.5483870967741935
q52_random_520103,Q52 · random 520103,Q52 continuation,0.25,30,0.9473684210526315,18,19,21.95505790424742,4.45648143431927,nan,0.01720767550000002,0.37779551200000006,0.207069508,0.26588428100000006,nan,nan,19,0.2836484983314794,0.4634037819799778
q52_random_520104,Q52 · random 520104,Q52 continuation,0.0,39,0.9444444444444444,17,18,26.991114140326143,4.754412624546832,4.314893054143824,0.00747828599999989,0.20184727100000005,0.259107561,0.14663189,0.007367432999999979,19.90271102567209,17,0.5692307692307693,0.5352226720647774
q52_random_520104,Q52 · random 520104,Q52 continuation,0.05,32,0.9411764705882353,16,17,14.140915904479005,3.8218036611489876,3.96585968635129,0.014273988499999973,0.20184727100000005,0.259107561,0.14663189,0.009383950500000043,15.62581665365768,16,0.4050586510263929,0.4171554252199413
q52_random_520104,Q52 · random 520104,Q52 continuation,0.1,32,0.9411764705882353,16,17,14.140915904479005,3.8218036611489876,3.96585968635129,0.014273988499999973,0.20184727100000005,0.259107561,0.14663189,0.009383950500000043,15.62581665365768,16,0.4050586510263929,0.4171554252199413
q52_random_520104,Q52 · random 520104,Q52 continuation,0.25,30,0.9411764705882353,16,17,10.513495818218109,3.394170551155064,nan,0.01919887299999995,0.20184727100000005,0.259107561,0.14663189,nan,nan,16,0.28186874304783094,0.29521690767519465
