archive,seed,parent_pair_count,child_pair_count,parent_forward_duration,parent_return_duration,child_forward_duration,child_return_duration,r_A,s_A,r_B,s_B,P_A,P_B,C_A,C_B,h_A,h_B,h_A_local_control,h_B_local_control,ratio_phi_error_A,ratio_phi_error_B,additive_phi_error_A,additive_phi_error_B,ratio_within_phi_band_A,ratio_within_phi_band_B,additive_within_phi_band_A,additive_within_phi_band_B
greedy,44,2,8,7.5,7.5,4.0,3.75,1.875,1.5333333333333332,2.0,1.5,1.0,1.0,1.032258064516129,0.967741935483871,1.5161290322580645,1.4838709677419355,2.032258064516129,1.967741935483871,0.2569660112501051,0.3819660112501051,0.1019049564918304,0.1341630210079594,0,0,0,0
greedy,45,2,4,7.5,7.5,4.25,3.25,1.7647058823529411,1.5666666666666667,2.3076923076923075,1.4333333333333333,1.0,1.0,1.1333333333333333,0.8666666666666667,1.5666666666666667,1.4333333333333333,2.1333333333333333,1.8666666666666667,0.14667189360304622,0.6896583189424126,0.05136732208322825,0.18470065541656155,0,0,1,0
greedy,46,9,7,8.0,6.0,4.0,4.0,2.0,1.5,1.5,1.6666666666666665,1.1428571428571428,0.8571428571428572,1.0,1.0,1.3571428571428572,1.6428571428571428,1.8571428571428572,2.142857142857143,0.3819660112501051,0.1180339887498949,0.2608911316070377,0.02482315410724789,0,0,0,1
greedy,47,8,11,7.0,6.5,4.0,4.0,1.75,1.5714285714285714,1.625,1.6153846153846154,1.037037037037037,0.962962962962963,1.0,1.0,1.462962962962963,1.537037037037037,1.962962962962963,2.037037037037037,0.1319660112501051,0.0069660112501050975,0.15507102578693188,0.08099695171285792,0,1,0,0
greedy,48,2,8,7.5,7.5,4.0,3.75,1.875,1.5333333333333332,2.0,1.5,1.0,1.0,1.032258064516129,0.967741935483871,1.5161290322580645,1.4838709677419355,2.032258064516129,1.967741935483871,0.2569660112501051,0.3819660112501051,0.1019049564918304,0.1341630210079594,0,0,0,0
greedy,49,10,14,6.5,7.0,4.0,4.0,1.625,1.6153846153846154,1.75,1.5714285714285714,0.9629629629629629,1.0370370370370372,1.0,1.0,1.5370370370370372,1.4629629629629628,2.037037037037037,1.9629629629629628,0.0069660112501050975,0.1319660112501051,0.0809969517128577,0.1550710257869321,1,0,0,0
greedy,50,5,15,7.0,8.0,4.0,4.0,1.75,1.5714285714285714,2.0,1.5,0.9333333333333333,1.0666666666666667,1.0,1.0,1.5666666666666667,1.4333333333333333,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.05136732208322825,0.18470065541656155,0,0,1,0
greedy,51,12,13,6.5,8.0,4.0,3.5,1.625,1.6153846153846154,2.2857142857142856,1.4375,0.896551724137931,1.103448275862069,1.0666666666666667,0.9333333333333333,1.6367816091954022,1.3632183908045978,2.170114942528736,1.8298850574712644,0.0069660112501050975,0.6676802969643907,0.018747620445507263,0.25481559794529707,1,0,1,0
greedy,52,5,9,6.0,4.0,4.0,4.0,1.5,1.6666666666666665,1.0,2.0,1.2,0.8,1.0,1.0,1.3,1.7,1.8,2.2,0.1180339887498949,0.6180339887498949,0.31803398874989486,0.08196601125010505,0,0,0,0
greedy,53,9,11,7.0,7.0,4.0,3.5,1.75,1.5714285714285714,2.0,1.5,1.0,1.0,1.0666666666666667,0.9333333333333333,1.5333333333333332,1.4666666666666668,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.08470065541656169,0.15136732208322812,0,0,0,0
greedy,54,4,15,7.0,8.0,4.0,4.0,1.75,1.5714285714285714,2.0,1.5,0.9333333333333333,1.0666666666666667,1.0,1.0,1.5666666666666667,1.4333333333333333,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.05136732208322825,0.18470065541656155,0,0,1,0
greedy,55,4,12,6.5,7.5,4.0,4.0,1.625,1.6153846153846154,1.875,1.5333333333333332,0.9285714285714286,1.0714285714285714,1.0,1.0,1.5714285714285714,1.4285714285714286,2.071428571428571,1.9285714285714286,0.0069660112501050975,0.2569660112501051,0.046605417321323506,0.1894625601784663,1,0,1,0
greedy,56,1,12,7.0,8.0,3.5,4.0,2.0,1.5,2.0,1.5,0.9333333333333333,1.0666666666666667,0.9333333333333333,1.0666666666666667,1.5333333333333332,1.4666666666666668,2.0,2.0,0.3819660112501051,0.3819660112501051,0.08470065541656169,0.15136732208322812,0,0,0,0
