archive,seed,phase,ara_x,parent_pairs,child_pairs,parent_frobenius,child_frobenius,ratio_frobenius,reciprocal_frobenius,parent_spectral,child_spectral,ratio_spectral,wrong_phase_frobenius
greedy,1,A,1.0,10,12,0.01585607956372352,0.00863587591575118,1.8360707956448565,0.5446413081521644,0.011066568637095148,0.005882772448564424,1.8811825094128414,1.6959506798739439
greedy,1,A,1.2,10,12,0.020078819404323146,0.0097628621298468,2.0566529709498442,0.48622690075815767,0.014114637791802302,0.007292012291328202,1.9356300055319016,1.9037145510960318
greedy,1,A,1.4,10,12,0.025833263571519768,0.010860646154867839,2.378612027603999,0.42041324452870543,0.018220568351102456,0.00834296834616546,2.1839431237296822,2.230668573483675
greedy,1,A,1.6,9,12,0.03247567252744493,0.012069358482961437,2.6907538269984697,0.37164306521325213,0.02293497088697429,0.008879910357017951,2.58279306489264,2.5763448284076795
greedy,1,A,1.8,9,12,0.03660477811581704,0.013375820364330904,2.736637986962687,0.365411868418106,0.025854435586204472,0.009485771970619058,2.7256016343514493,2.696961993904744
greedy,1,B,0.2,7,11,0.0044693230606434094,0.0031934849657900555,1.3995127919876449,0.7145343763380393,0.0030475573484175897,0.003153299773588976,0.9664661044734628,0.895354537819968
greedy,1,B,0.4,10,12,0.008080976861021879,0.005584223114165292,1.447108522674025,0.691033177077943,0.006137232130464174,0.004131659456638645,1.4854157741880265,1.2890811816942283
greedy,1,B,0.6,10,12,0.011626996798911498,0.006923123129751213,1.6794438840681607,0.5954351970234777,0.008113695417183214,0.004689605141356606,1.7301446865174859,2.165100509879548
greedy,1,B,0.8,10,12,0.014545352553604105,0.008136249264196578,1.7877220917518681,0.5593710591896617,0.010197434060670856,0.005482483582012381,1.860002662685188,2.1339982743131376
greedy,1,B,1.0,10,12,0.017356523045721665,0.009349375398641939,1.8564366394190162,0.5386663777078632,0.01217854982496117,0.006320957824849696,1.9266937325674625,2.009816168625662
greedy,1,B,1.2,10,12,0.020068712589273768,0.010547179666596077,1.9027563029795815,0.5255533766641954,0.014089366544341415,0.007134747432568045,1.9747533710902727,2.055617740203475
greedy,1,B,1.4,10,12,0.023163952224774548,0.011580951055931855,2.000177024572588,0.49995574777371876,0.01626107165315728,0.007785679275215446,2.0885874023763074,2.132833709382223
greedy,1,B,1.6,9,12,0.02706855164533045,0.012605328358749498,2.1473896494367692,0.4656816708892521,0.018980925589272328,0.008511033737056396,2.230155134579107,2.24274982664105
greedy,1,B,1.8,9,12,0.030457158987826402,0.013572596943726124,2.24401852601282,0.4456291195495625,0.021363500597732038,0.009447364820422808,2.261318473861575,2.277031102260168
greedy,2,A,0.2,3,12,0.015145898861931729,0.005287754513238094,2.8643347235605203,0.34912120841692235,0.01070837366806103,0.003613851056080304,2.9631474850199466,2.601795482223309
greedy,2,A,0.4,4,13,0.02788324255309494,0.00483922335849758,5.761925103980275,0.17355310628893997,0.01947140843889101,0.0033978859412650024,5.730447924229611,3.248280558018026
greedy,2,A,0.6,4,13,0.0412670861066296,0.006155188510754234,6.704439032944076,0.14915490991658353,0.02892594733548916,0.00433435972596379,6.673637899091815,3.18584934138688
greedy,2,A,0.8,4,13,0.05964232347093058,0.007734036336444254,7.711668380698521,0.12967362581395392,0.041951862629051054,0.005449473529274093,7.698333133226417,4.500875875535656
greedy,2,A,1.0,4,13,0.06616006954563713,0.01097185708904504,6.029979155643151,0.1658380525352481,0.04645502340482881,0.007691538812791238,6.039756742509423,4.882915586404225
greedy,2,A,1.2,4,13,0.07246646607685057,0.014283525717175567,5.073429873809905,0.19710531629937508,0.050787572413816706,0.010066718680091062,5.045097019971287,5.233247730791222
greedy,2,A,1.4,4,13,0.07886859208114722,0.016058430320461944,4.911351265799087,0.20360995291940248,0.05515690551898976,0.01134781201705666,4.8605762446614875,5.529591427359271
greedy,2,A,1.6,4,13,0.0855704032778503,0.01637239131174574,5.226506113157772,0.19133240798905637,0.0596798333992348,0.011566044757848847,5.159917210136628,5.1814587051768015
greedy,2,A,1.8,4,12,0.09228095014509319,0.02179016796178318,4.234981130340101,0.23612856096000892,0.0642085809723381,0.015390680876505133,4.1719129574284555,4.727811358468826
greedy,2,B,0.2,3,12,0.012323136813443387,0.0058213256827508685,2.116895271803464,0.4723899256235107,0.008709479084257177,0.0042350921275340556,2.05650286274372,2.330504712840195
greedy,2,B,0.4,3,12,0.017464796444806967,0.00858400069054017,2.034575377429047,0.4915030482987714,0.01198448378720385,0.006138057633063302,1.952487986207257,3.6090081302279904
greedy,2,B,0.6,4,13,0.030244610497288896,0.012953244703236659,2.3349061328032814,0.42828274162756297,0.02089611034040434,0.009154825639309656,2.282524120468128,4.913677370635531
greedy,2,B,0.8,4,13,0.039648977687809304,0.013251270446073445,2.9920887849329123,0.3342146814077316,0.0274345221670263,0.009363530899686372,2.929933425855967,5.126556944266703
greedy,2,B,1.0,4,13,0.048965515337450326,0.01354929618891023,3.6138788801094637,0.27671098926528226,0.03389813450212257,0.00957223616006309,3.54129734529023,4.462828392682988
greedy,2,B,1.2,4,13,0.058268862936628224,0.013847321931747014,4.207951777523011,0.23764530889863114,0.040349719324131776,0.009780941420439808,4.125341067865983,4.079445375770314
greedy,2,B,1.4,4,13,0.0676284100381605,0.014263005344467549,4.741525955074592,0.21090256796543644,0.0468437192415143,0.010003853794534903,4.682567358901725,4.211396051081478
greedy,2,B,1.6,4,13,0.07717846056932233,0.016514732268802377,4.673309825017175,0.2139811049219971,0.0534812445756533,0.011593903052283243,4.612876641669087,4.713939405659919
greedy,2,B,1.8,4,12,0.08727302463536396,0.019518746233347976,4.471241318064636,0.22365153854698389,0.06055217485795143,0.013760127020285317,4.400553480987843,4.005156123093144
greedy,3,A,0.2,2,9,0.015302032922591236,0.0070211787115392,2.179410829899911,0.45883960301597876,0.010693274279834715,0.004882436745530469,2.1901511145277333,2.392166628487587
greedy,3,A,0.4,3,9,0.020179702848540176,0.00878314675900417,2.2975481797400983,0.4352465853896136,0.014158523583951817,0.006935976640211921,2.0413165035572005,2.40492311411111
greedy,3,A,0.6,3,9,0.030420255100201667,0.009742682546309637,3.122369527653792,0.3202695872936664,0.02143611678129264,0.0070664751401102975,3.0334949683213708,2.9291735840165702
greedy,3,A,0.8,3,9,0.039691282801327506,0.011154674476631023,3.5582645539751527,0.2810358771336548,0.027993080227432333,0.007819745624592159,3.5797942249422365,3.2061999889921466
greedy,3,A,1.0,3,9,0.047148788384795935,0.013498330638045387,3.4929347672004627,0.28629220602407235,0.03324544415349759,0.0094939590815486,3.5017471497333212,3.289090560541349
greedy,3,A,1.2,3,9,0.05269936145011124,0.016020381437455256,3.289519769292224,0.303995741060757,0.03712908871500366,0.011284027237326601,3.290411121322341,3.2597587526001823
greedy,3,A,1.4,3,9,0.056168009177607454,0.018600027473995646,3.0197809791482784,0.33114984394730757,0.039483505098706274,0.01311265253084367,3.01109977602418,3.020049055845287
greedy,3,A,1.6,3,9,0.05902131178775003,0.021220867512081625,2.7812864744642307,0.35954584656463107,0.041371484389769925,0.014968730309210893,2.7638606304712634,2.781420806611667
greedy,3,A,1.8,3,8,0.06004532033632051,0.02955449043804331,2.0316818001716794,0.49220306049672685,0.04180228993309722,0.0208663496866656,2.0033350615134418,2.031828659517624
greedy,3,B,0.2,1,9,0.01308532053048507,0.006396725353645506,2.0456280060590255,0.48884743317849627,0.008760501807072142,0.004407647436439276,1.9875686368756675,1.8636928453308765
greedy,3,B,0.4,2,9,0.017524124907028694,0.008390997088486486,2.088443688185045,0.47882545536530435,0.01133649897841099,0.005771418842572372,1.9642481836161823,1.9951989176388953
greedy,3,B,0.6,3,9,0.029811394192704184,0.010385268823327467,2.870546222717087,0.3483657542547634,0.020354645125973667,0.007135190248705467,2.8527123197123716,3.059875352707272
greedy,3,B,0.8,3,9,0.03257292209130842,0.012379540558168447,2.631189900647459,0.38005618665301555,0.02296359742683501,0.008498961654838563,2.7019297602974306,2.9201140884522
greedy,3,B,1.0,3,9,0.0340303644823516,0.014334901249126977,2.3739517901753326,0.421238545845172,0.023961997191973006,0.00982945160014013,2.43777559183784,2.5210794871505184
greedy,3,B,1.2,3,9,0.035503850536814624,0.016166644665981805,2.1961174548187214,0.455349051484382,0.02495627737536197,0.01128404171235111,2.2116434883474168,2.216167615947489
greedy,3,B,1.4,3,9,0.03703213167827923,0.01859837642997706,1.9911486262096751,0.5022226803348111,0.025936487570643763,0.013111484594783045,1.978150329441998,1.9909718805551855
greedy,3,B,1.6,3,9,0.04194110267489279,0.02121984262411912,1.9765039457559996,0.5059438419777638,0.026916697765925555,0.014968008367309745,1.798281849221293,1.9764084880608468
greedy,3,B,1.8,3,8,0.04796228138342357,0.029552354257359408,1.6229597468188022,0.6161582269431644,0.031235465910352565,0.020864834640516156,1.497038747179827,1.6228424402704396
greedy,4,A,0.2,6,5,0.009215092786044996,0.0041902055641375386,2.199198260083863,0.4547111636773788,0.006507798121832546,0.003454094681857472,1.8840821463333242,2.8762556035583358
greedy,4,A,0.4,6,6,0.013569202548784999,0.005986969571670652,2.2664559066730883,0.44121749602792476,0.009564821602823572,0.00410983532774635,2.327300448815912,2.694308372269592
greedy,4,A,0.6,6,6,0.017614669116087243,0.007715588577615785,2.282997458831637,0.43802063648015055,0.012401866507042655,0.005054945110464045,2.4534126950993067,2.6166057872248736
greedy,4,A,0.8,6,6,0.021804995839019525,0.008800690049497437,2.4776461523337816,0.40360888460931554,0.015323263129530793,0.0057439379892084905,2.667727812925488,2.6495068154746675
greedy,4,A,1.0,6,6,0.02595555792521452,0.009885791521379089,2.6255417048885596,0.38087378240386577,0.018209185706779707,0.006362733183779197,2.861849645558171,2.6678801811948105
greedy,4,A,1.2,6,6,0.030130114874242546,0.010903227520708231,2.7634124681904657,0.3618714222038734,0.02111201486170592,0.0069040842325591234,3.05790227212804,2.6768377013015647
greedy,4,A,1.4,6,6,0.03437929155477658,0.011897913449530445,2.889522747043799,0.3460779123552759,0.024061936445995448,0.007407646978093811,3.2482563649634444,2.7992705369401643
greedy,4,A,1.6,6,6,0.03862993236510731,0.013131869631637292,2.9416932583643765,0.3399402698281378,0.027012117363234812,0.008048031365017631,3.356363331366768,2.8936870241925527
greedy,4,A,1.8,6,5,0.04332397416587565,0.020270201342485042,2.1373233266840512,0.4678749291299082,0.030293498112943597,0.012026084768073698,2.518982586366379,2.1252893952385636
greedy,4,B,0.2,6,6,0.011507312709583436,0.0032038504417495513,3.591713445681175,0.2784186475684583,0.008135822815626522,0.002655104929862884,3.0642189406980145,2.7462406159903905
greedy,4,B,0.4,6,6,0.018267350628155026,0.005036247034096834,3.6271752565908373,0.2756966314718122,0.01239334713030926,0.004008519794665894,3.091751510570308,3.0511848121949883
greedy,4,B,0.6,6,6,0.025631749691336095,0.006731877305357891,3.80751884335976,0.2626382274493482,0.017318346838106468,0.005285823354400223,3.276376389629003,3.3220731553388028
greedy,4,B,0.8,6,6,0.03204759400301421,0.00822983194897466,3.8940763555939886,0.2568003060760383,0.02221195444784336,0.006410032598273708,3.4651858796826214,3.6414864996687717
greedy,4,B,1.0,6,6,0.03724138676108967,0.0097289069082519,3.8279106905116067,0.26123911471569583,0.026173463316352296,0.007490221731840838,3.494350935579014,3.76716287012033
greedy,4,B,1.2,6,6,0.04066557292633749,0.011255861668263381,3.612835172006126,0.27679092800813343,0.02870917924035258,0.008366663637574961,3.431377247128558,3.729682137614974
greedy,4,B,1.4,6,6,0.043897041758162475,0.01228151802446219,3.5742358290505165,0.27978008386358955,0.03096524338498189,0.008708014733930394,3.555947518591946,3.6894739522495756
greedy,4,B,1.6,6,6,0.04666618559918197,0.013349727196529318,3.4956658598472568,0.28606853174567864,0.03287632317541166,0.00862631968214891,3.811164481122245,3.553658915921144
greedy,4,B,1.8,6,5,0.04918472313870405,0.020384976400361014,2.4127927436714125,0.41445747987386417,0.034599893506800254,0.012386446183545962,2.79336728179245,2.4264545925163565
greedy,5,A,0.2,1,1,0.007896777365315069,0.005690388868982165,1.3877394932286162,0.7205963402205056,0.00550974393629893,0.004396671385351981,1.253162552619984,1.3644532882340825
greedy,5,A,0.4,2,1,0.016353290958523642,0.009805795344335353,1.6677169351663728,0.5996221414518641,0.011541186370050641,0.007126251562902277,1.6195311473610556,1.6105194474481577
greedy,5,A,0.6,2,1,0.02431632313074158,0.013530286940338683,1.7971771949821567,0.5564281601124638,0.017180997316974974,0.009375382923158856,1.8325648624478972,1.7921741114222494
greedy,5,A,0.8,2,1,0.03046062126890375,0.01821335970765333,1.672432860155069,0.5979313273641845,0.021524194005986978,0.01263224740258916,1.7039085223722967,1.6531445400654152
greedy,5,A,1.0,2,1,0.0354865016945182,0.023460362772742112,1.5126152156414603,0.6611066645762428,0.025073881818662387,0.016358563637156057,1.5327679357930164,1.5171754195916805
greedy,5,A,1.2,2,1,0.040249757398118265,0.028978154465441747,1.3889689713028,0.7199584876702019,0.028437003057033047,0.020309677657307783,1.4001700832903623,1.3863636933339587
greedy,5,A,1.4,2,1,0.044744410912151825,0.0348111159356576,1.2853483638632621,0.77799920092821,0.031609070591237645,0.024451224467644278,1.292739782135049,1.28578121136206
greedy,5,A,1.6,1,1,0.0542375790159837,0.04067153818262233,1.333551211474901,0.7498774635688755,0.038325014429454726,0.028605853179190555,1.3397612785531046,1.3334670332925993
greedy,5,A,1.8,1,1,0.05971735368739546,0.04653205521768327,1.283359469252531,0.779204910205269,0.042196732382038846,0.032753961252953046,1.2882940190397414,1.283210925158128
greedy,5,B,0.2,1,1,0.006571957048294796,0.005787502902012367,1.1355427650860732,0.8806361422453348,0.0044965581869804575,0.004480063050800855,1.0036818982216453,1.1549223084063702
greedy,5,B,0.4,2,1,0.013115809054695225,0.010154047493456332,1.2916828548564077,0.7741838457019443,0.00920734514222043,0.00742527687290782,1.2400002450837544,1.3375568828562197
greedy,5,B,0.6,2,1,0.020827547715746575,0.013568058469187695,1.5350425975127375,0.6514477198354766,0.01469415883725219,0.009475565417181843,1.550742165803381,1.5393278655201403
greedy,5,B,0.8,2,1,0.030023662073689002,0.018425866904353334,1.6294300957202479,0.613711507248168,0.02121368346501015,0.012871947505557625,1.6480554675856838,1.648441723855755
greedy,5,B,1.0,2,1,0.03890866557236447,0.023389847499683807,1.6634852182294242,0.6011475118873477,0.02750001549299529,0.016331093820413208,1.6839053033068356,1.6584852480444707
greedy,5,B,1.2,2,1,0.04460359314877688,0.029032610700677496,1.5363273254559922,0.6509029576123652,0.031523780744628464,0.02034288867526831,1.5496216514694507,1.5392144176044558
greedy,5,B,1.4,2,1,0.04894416603992974,0.03479939706441422,1.406465920927691,0.7110019411920125,0.03458739253275306,0.024443849005070618,1.4149732525993868,1.4059924459300492
greedy,5,B,1.6,1,1,0.06005237347114752,0.040674105667284605,1.4764276309448012,0.677310542718627,0.04244735584175483,0.028608587195607722,1.4837277895453633,1.476520833844588
greedy,5,B,1.8,1,1,0.062269069737553216,0.04653744175380722,1.3380423888998798,0.7473604784839338,0.044006569532013734,0.03275807284625177,1.3433809045653013,1.3381972802673352
greedy,6,A,0.2,5,17,0.007574554392281394,0.005074390400518568,1.4927023335664766,0.6699259306513743,0.005350185645242606,0.0037641184273005737,1.421364855695966,1.5904889902279173
greedy,6,A,0.4,5,19,0.014033136777651995,0.008852250292184758,1.5852620875441357,0.6308105188771561,0.00991776788858494,0.006406862057638837,1.547991481533473,1.9598612796538926
greedy,6,A,0.6,5,20,0.020131268920483426,0.012748551445857915,1.57910245771681,0.6332711314032645,0.014229144594304553,0.008968523031823994,1.5865649833103754,2.019735698264619
greedy,6,A,0.8,5,20,0.0259946316379883,0.015759452435086498,1.6494628696688993,0.6062579633579339,0.018373862500676595,0.011083461240891764,1.6577729737428353,2.0244825294271447
greedy,6,A,1.0,5,20,0.031220784107050318,0.018339376293305745,1.7023907251658583,0.5874092152978414,0.022067051212795792,0.012731728390674105,1.7332329543693172,2.001342078420648
greedy,6,A,1.2,5,20,0.03629582626141305,0.021714546213308702,1.6714982622647474,0.5982656533815832,0.0256531626781377,0.014948552350557073,1.7160967882740636,2.0545621662195868
greedy,6,A,1.4,5,20,0.04104416527707123,0.025378751709396123,1.6172649367098386,0.6183278801767622,0.029007539044388686,0.017497567262520934,1.6578041169483964,2.0387316754138007
greedy,6,A,1.6,5,19,0.04562642912825784,0.030298103773996093,1.505916986376473,0.6640472277334444,0.032244115977061186,0.021208663660506527,1.520327564867003,1.4036707788252798
greedy,6,A,1.8,5,18,0.050095630851693385,0.03443820845649084,1.4546526401042057,0.6874493418087523,0.035400315880878594,0.023926221190748224,1.4795615069615409,1.3459763084897312
greedy,6,B,0.2,4,18,0.021550768677592872,0.004762406051736302,4.525185052151482,0.22098543782746605,0.015226586884989169,0.003484554425534665,4.369737138673856,4.246967019997226
greedy,6,B,0.4,5,20,0.019856499101467015,0.007160270435124989,2.773149321855244,0.36060084904876216,0.01403976098147362,0.005157501268839527,2.722202138135908,2.2431018606644457
greedy,6,B,0.6,5,20,0.025736228694835404,0.009967278856228789,2.582071703427082,0.3872859141257539,0.018196436217196122,0.007049867631496717,2.5811032445346695,2.018757095983424
greedy,6,B,0.8,5,20,0.030534273725548587,0.01284013631144737,2.3780334557917704,0.4205155304121019,0.02158757288394752,0.008988392322592421,2.4017168042038977,1.9375212337687413
greedy,6,B,1.0,5,20,0.035314773926093584,0.015599923892914945,2.263778603569507,0.4417393107361331,0.02496626255423051,0.01099613159337429,2.2704586919707213,1.9256256789378499
greedy,6,B,1.2,5,20,0.03948790399937023,0.017665966432253398,2.235252973608946,0.447376655710446,0.027914059862293117,0.012482772460938044,2.2362067360951845,1.818500078770624
greedy,6,B,1.4,5,20,0.04366103407264687,0.02013220561197221,2.1687158831063473,0.46110235452679765,0.030861857170355722,0.014190306653869458,2.174854844446946,1.7203775257583687
greedy,6,B,1.6,5,19,0.047589821844246816,0.032505078695477446,1.4640734234206967,0.6830258537605142,0.03363579915778127,0.02288881190567163,1.4695301484585417,1.5707194812994092
greedy,6,B,1.8,5,18,0.051397550517529075,0.037218805810856945,1.3809564653612854,0.7241357892758628,0.036323604737227136,0.0261961227018667,1.3866023285437874,1.492457152132772
greedy,7,A,0.2,2,10,0.003947381176911301,0.003930880997258142,1.0041975780148695,0.9958199679955736,0.002616777039349187,0.002809239101303924,0.9314896115943265,1.078724167277016
greedy,7,A,0.4,3,11,0.0065779632880422,0.005206067118460354,1.2635187250500857,0.791440585861013,0.004649519988167795,0.003656297948217131,1.2716469100760717,1.2171947930086813
greedy,7,A,0.6,3,11,0.00835082955860611,0.006592325449664095,1.266750196477575,0.7894216261269811,0.005898235573182897,0.004738346236568764,1.2447877969875958,1.0999898377254118
greedy,7,A,0.8,3,11,0.009292883661427642,0.008040470124850626,1.1557637199230666,0.865228751138308,0.006566104335530178,0.005300341253758818,1.2388078467350994,0.9543900149369752
greedy,7,A,1.0,3,11,0.010234937764249174,0.010032062149400582,1.020222723087966,0.9801781291179669,0.007229807601768144,0.00727565550422302,0.9936984506168188,0.8671076790356634
greedy,7,A,1.2,3,11,0.01110794251625306,0.011957847924508845,0.928924885679988,1.0765133063132268,0.007842514491302209,0.008073357051647887,0.97140686843541,0.8089159620247524
greedy,7,A,1.4,3,11,0.011975007372419876,0.014053905659158783,0.852076829234718,1.173603090343552,0.00845083449055597,0.009553995334865723,0.8845340817486115,0.7761730272029811
greedy,7,A,1.6,3,11,0.012882865090706706,0.015286468414630841,0.8427626801214844,1.1865736625355192,0.009087530094996719,0.01080067251777907,0.8413855785403793,0.7508622392886559
greedy,7,A,1.8,3,10,0.013837686190102151,0.01584734092630009,0.8731866282460841,1.145230547115269,0.00975689352703156,0.010982947994698318,0.8883674521395714,0.7841021179063128
greedy,7,B,0.2,2,9,0.0044252642414013225,0.003659305406010817,1.2093180946669095,0.8269122941350155,0.003006732999141709,0.002512109747363338,1.1968955585230772,1.1257690691954352
greedy,7,B,0.4,3,11,0.007017447355947177,0.0054041993326168335,1.2985174905732377,0.7701089952654735,0.004957000199749166,0.0039001782840982135,1.2709675913944296,1.3479363973360607
greedy,7,B,0.6,3,11,0.008890117574931054,0.00759173337080475,1.171026054355314,0.8539519648437975,0.006279429863549714,0.005324976220461618,1.179240921193326,1.3485556262068403
greedy,7,B,0.8,3,11,0.009683685584399042,0.009736987516619517,0.9945258292537095,1.0055043022365728,0.006834573226014145,0.006853192990578438,0.9972830526456951,1.2043680822181955
greedy,7,B,1.0,3,11,0.010477253593867027,0.011803537221157765,0.8876367649425138,1.1265869548167748,0.007389716588478575,0.008334300510222277,0.8866630834123223,1.0443768626865062
greedy,7,B,1.2,3,11,0.012485714595943324,0.013731886917460981,0.9092497390192554,1.0998078493579009,0.008822428109290738,0.00969496221440853,0.9100012887290017,1.0441439525545866
greedy,7,B,1.4,3,11,0.013634087563578732,0.015428270440642648,0.8837081004013576,1.1315953758326143,0.0096320899540187,0.010898144215669744,0.8838284540380127,0.9701280124001359
greedy,7,B,1.6,3,11,0.01450570436495192,0.017157428375825026,0.8454474672550923,1.1828056014487716,0.010244872563733005,0.01186293982313524,0.8636031807017464,0.9489244978956917
greedy,7,B,1.8,3,10,0.015032080317140957,0.017647811266026353,0.8517815660279121,1.1740099103849717,0.010610666634862261,0.012356546143249707,0.8587081302374121,0.9485553688186178
greedy,8,A,0.2,2,14,0.005676662170978602,0.009139981419312425,0.6210802747349174,1.610097825803289,0.003954531794003728,0.006423936068584001,0.6155932673961694,0.7630135873283238
greedy,8,A,0.4,3,14,0.012497563962020702,0.01108517478595879,1.127412440789922,0.8869868415673589,0.00880261478364781,0.007808341635433186,1.1273347395178956,1.0596423354345934
greedy,8,A,0.6,4,15,0.013354989038471229,0.014812693244538967,0.9015908733136593,1.1091505355690359,0.009417962716011632,0.010473908396779228,0.8991832236099846,0.8346027991442457
greedy,8,A,0.8,4,15,0.014708722637936024,0.020417832462316696,0.7203860970591541,1.3881445020695415,0.010361405858289596,0.014380245392630869,0.7205305316694582,0.7170398238171415
greedy,8,A,1.0,4,15,0.01593019957899071,0.022797796698594282,0.6987604894280406,1.4311055291900294,0.011209466571200748,0.01591411954535347,0.7043723995697666,0.6943656551945777
greedy,8,A,1.2,4,15,0.016939763649883657,0.024834865923990267,0.6820960379544466,1.466069210721298,0.011927748775313086,0.016460370882805754,0.7246342661557296,0.6685267451504147
greedy,8,A,1.4,4,15,0.018020160831628607,0.027746367581467576,0.649460178119484,1.5397402853790148,0.012672179997094555,0.018734503494829774,0.6764086382428944,0.6494160609224024
greedy,8,A,1.6,4,15,0.019223434686351633,0.030195209025656294,0.636638569715409,1.5707499475676148,0.013499234271903075,0.021349643569594404,0.6322931915888435,0.6274815008415936
greedy,8,A,1.8,4,14,0.020423358492801393,0.03237049734078303,0.6309250759354369,1.5849742515263903,0.014323711257550758,0.022805352095633245,0.6280855124483455,0.6100139684206441
greedy,8,B,0.2,4,14,0.005054048917470197,0.007439791722261875,0.6793266674854771,1.472045847547091,0.0038065945197596537,0.005232814012562521,0.7274469359356335,0.5529605242731882
greedy,8,B,0.4,4,14,0.006773196162789014,0.011794134250869705,0.5742851504585472,1.741295241922125,0.004734141542220434,0.008289937303348557,0.5710708499940248,0.6110139256774181
greedy,8,B,0.6,4,15,0.008619085032178654,0.01600161064899935,0.5386385921543243,1.8565324032955512,0.006025392843096376,0.010895852986317754,0.5529987281090007,0.5818715671679945
greedy,8,B,0.8,4,15,0.010502451702242968,0.020513118169133968,0.5119870911700776,1.9531742445197877,0.007351850020163097,0.014264261099127954,0.5154034947251879,0.5143764266665608
greedy,8,B,1.0,4,15,0.0125618458079906,0.022942090323471845,0.5475458265081752,1.826331151818339,0.008810042912336457,0.016221891012735395,0.543095925463925,0.5510113970252734
greedy,8,B,1.2,4,15,0.014766692999716842,0.025338946830126156,0.5827666437249208,1.7159527072589673,0.010376821913980924,0.017916503385736887,0.5791767339067838,0.5945952373937459
