archive,seed,phase,ara_x,parent_pairs,child_pairs,parent_norm,child_norm,angle_deg,signed_angle_deg,wrong_phase_angle_deg,mean_robustness_angle_deg
greedy,1,B,1.8,9,12,0.00461749448861678,0.0019629538904137015,16.688709935875284,-16.688709935875274,22.416579463872683,75.20250682226066
greedy,2,A,0.2,3,12,0.015144477777918218,0.001970262715403625,171.80901715873628,171.80901715873622,178.14714361611297,174.39755984565787
greedy,2,A,0.4,4,13,0.027537010083442164,0.0032648611292805533,172.13843725786674,172.13843725786677,171.15405401712766,165.7668402582993
greedy,2,A,0.6,4,13,0.04090888489736947,0.005323931094877283,172.02019988170304,172.02019988170304,176.0693431172036,168.44221796057326
greedy,2,A,0.8,4,13,0.05933435973565576,0.0066931419750246544,172.957640678154,172.95764067815406,176.09499973629082,168.55498959761434
greedy,2,A,1.0,4,13,0.06578760368586635,0.008158701169764917,171.64522523829874,171.64522523829865,174.5006388398453,167.7134247757855
greedy,2,A,1.2,4,13,0.07199991202866782,0.0098921892935031,171.38081494772288,171.38081494772288,173.71667218882698,167.64972301645508
greedy,2,A,1.4,4,13,0.07830380930294244,0.011630622667210875,170.62465673641165,170.62465673641168,172.44617240572396,167.46678860210335
greedy,2,A,1.6,4,13,0.08488924564977555,0.013373074918433281,169.89200931651487,169.8920093165149,171.0995807884381,166.82175185245438
greedy,2,A,1.8,4,12,0.09158120901664472,0.007798923139168871,165.13652502601647,165.13652502601644,167.49835318452327,165.53927151967827
greedy,2,B,0.2,3,12,0.012556130827117207,0.001429160365472858,166.4600728205465,166.4600728205465,160.12194636317005,78.79955368591229
greedy,2,B,0.4,3,12,0.017464767348603104,0.002547363081079242,156.93130102753886,156.93130102753886,157.91568426827797,154.73354647658127
greedy,2,B,0.6,4,13,0.029807063352366377,0.00564731617307382,169.03905830093683,169.0390583009368,164.98991506543624,168.405332802571
greedy,2,B,0.8,4,13,0.03920589873672155,0.007586567880146797,168.603448821229,168.603448821229,165.4660897630923,168.0559407369514
greedy,2,B,1.0,4,13,0.04851007980440594,0.00965942153284782,168.70389928054078,168.70389928054078,165.84848567899414,167.61486379067017
greedy,2,B,1.2,4,13,0.05780026318668209,0.011895240593336057,168.5569126105158,168.55691261051578,166.22105536941172,167.24299859228194
greedy,2,B,1.4,4,13,0.06715105639778886,0.013076131074412047,168.0523579798492,168.0523579798492,166.23084231053693,166.77642448512177
greedy,2,B,1.6,4,13,0.07684145470111498,0.01425723372570003,167.08276936410508,167.08276936410508,165.8751978921819,166.0651567921671
greedy,2,B,1.8,4,12,0.08715164711532211,0.009142857799014876,164.25581626065542,164.25581626065545,161.89398810214863,165.14080563980042
greedy,3,A,0.2,2,9,0.015279124930737301,0.002324418136713322,47.353625569288944,-47.353625569288944,45.39188871580001,74.35569543963992
greedy,3,A,0.4,3,9,0.02022106999502977,0.0019894346462031322,96.03224619588609,-96.03224619588609,57.76803936641546,57.76852943487414
greedy,3,A,0.6,3,9,0.03051695601270024,0.001956574059486499,89.9621911368592,-89.9621911368592,78.16028943657831,33.83536998299681
greedy,3,A,0.8,3,9,0.039841933222118785,0.0019674436498278358,85.39991606659842,-85.39991606659842,82.51899165273196,30.87406055267524
greedy,3,A,1.0,3,9,0.047353769004791366,0.0019890874452378592,82.58693823716204,-82.58693823716204,82.72816146935043,28.76737873378733
greedy,3,A,1.2,3,9,0.053004924656269894,0.0020261855468070105,81.00874018139803,-81.00874018139803,81.73806426437707,27.63897777435633
greedy,3,A,1.4,3,9,0.056516049436440646,0.002066064390437743,80.9076091687352,-80.9076091687352,80.86615205000287,26.752939820232648
greedy,3,A,1.6,3,9,0.059295684600459204,0.002115570121903589,80.85059449378159,-80.85059449378159,80.49906076184878,25.708632428429937
greedy,3,A,1.8,3,8,0.06002483499529858,0.0020717396513106247,79.72373415492204,-79.72373415492204,80.02676763501822,11.505523743578976
greedy,3,B,0.2,1,9,0.013083847973927944,0.0023803154889054123,34.84718416894605,-34.84718416894607,36.80892102243501,23.99542224622939
greedy,3,B,0.4,2,9,0.017285560473780763,0.002131677449394887,42.31776721387743,-42.317767213877445,80.58197404334808,10.74125781163027
greedy,3,B,0.6,3,9,0.029810467154739576,0.002235524906527573,69.68572068570256,-69.68572068570256,81.48762238598346,30.998991365573254
greedy,3,B,0.8,3,9,0.03386799899158141,0.002421701096991893,72.50147517601508,-72.50147517601508,75.38239958988156,30.19591452156581
greedy,3,B,1.0,3,9,0.03577597727737329,0.002709482096696932,70.87404581257813,-70.87404581257813,70.73282258038975,29.190947026019444
greedy,3,B,1.2,3,9,0.03772242792902314,0.00303511602914504,68.91316202906012,-68.9131620290601,68.18383794608107,27.876841830845326
greedy,3,B,1.4,3,9,0.03968937737363687,0.003359068499232302,67.29315628947235,-67.29315628947235,67.3346134082047,26.720902817813624
greedy,3,B,1.6,3,9,0.04158797182509595,0.0033759772115469337,66.0978284629713,-66.0978284629713,66.4493621949041,26.160592181271227
greedy,3,B,1.8,3,8,0.047793783721860626,0.0027849708422409023,67.5585245584032,-67.5585245584032,67.25549107830703,10.705429617650092
greedy,4,A,0.2,6,5,0.006011932730092107,0.0016808164038333072,118.91128016281377,-118.91128016281374,20.321255081094808,101.88427288256992
greedy,4,A,0.4,6,6,0.008932472072080231,0.0011096101918918208,173.91982548032917,173.91982548032917,170.60730658342223,40.458401529942584
greedy,4,A,0.6,6,6,0.01177524477158349,0.00044481208274411846,11.619253160176568,11.619253160176546,87.99520745478796,106.15721642618658
greedy,4,A,0.8,6,6,0.01542408898940523,0.0007110533810174204,28.08174965570664,-28.081749655706663,78.22424028673215,151.95176279423967
greedy,4,A,1.0,6,6,0.01952097435267484,0.0010644218396231636,37.980543845087965,-37.98054384508797,68.84636477861154,153.25592622379145
greedy,4,A,1.2,6,6,0.022850609189924983,0.0014062707292749452,49.706174477344945,-49.706174477344945,62.14953272792603,154.24927514042187
greedy,4,A,1.4,6,6,0.02567686026149216,0.0018463266310977948,57.315124398200375,-57.31512439820039,63.138293973945956,153.73496415231767
greedy,4,A,1.6,6,6,0.028470965332094915,0.00234211403720408,60.698629528756136,-60.69862952875615,63.272570293026035,150.53942577268816
greedy,4,A,1.8,6,5,0.031453916768306965,0.0021399066629146563,78.15072540796514,-78.15072540796514,77.82621315326185,156.76731304899008
greedy,4,B,0.2,6,6,0.00856660386790616,0.0009524730202768258,19.9844140596,19.98441405959999,119.24812118430857,8.316060010544788
greedy,4,B,0.4,6,6,0.014737299638994984,0.0002597256541543581,172.64273628750382,-172.64273628750382,171.8843957762476,79.38365399593211
greedy,4,B,0.6,6,6,0.020402565083764337,0.0006556544743532268,91.62094339345512,-91.62094339345512,7.993517221509338,143.46008062256206
greedy,4,B,0.8,6,6,0.024399332937397933,0.0010427358525262442,81.07120339504735,-81.07120339504735,30.928712764021867,144.41851019896194
greedy,4,B,1.0,6,6,0.02816827216901336,0.001362013078973823,72.64955657140335,-72.64955657140334,41.78373563787976,144.1271117019765
greedy,4,B,1.2,6,6,0.030899582463242998,0.0017110024089111414,66.72448375805571,-66.72448375805571,54.28112550747463,144.36210943689957
greedy,4,B,1.4,6,6,0.033578815043576876,0.0020216868487550614,68.05672009296411,-68.05672009296411,62.23355051721853,147.23221302708956
greedy,4,B,1.6,6,6,0.035513970352790164,0.0023417681730084354,68.07421346712924,-68.07421346712925,65.50027270285936,151.77585829299164
greedy,4,B,1.8,6,5,0.03725148169441074,0.0021467778738848086,81.90400645978268,-81.90400645978268,82.22851871448597,164.61383566680726
greedy,5,A,0.2,1,1,0.007880007295073224,0.003362828633429817,96.13642301156975,-96.13642301156975,47.351986777578524,96.1363387034858
greedy,5,A,0.4,2,1,0.016351715683569554,0.006579215806755779,152.2744355535531,-152.27443555355313,24.569644276680208,152.27474207597362
greedy,5,A,0.6,2,1,0.02431595389050479,0.0035026022036178986,82.56033781843738,-82.56033781843738,54.52945146159861,82.57104698271678
greedy,5,A,0.8,2,1,0.0304599734040554,0.003547901331341919,85.87686085144246,-85.87686085144246,86.53074810854817,85.89003337083632
greedy,5,A,1.0,2,1,0.03548562847454449,0.0036434565245660236,89.61065537272593,-89.61065537272593,94.17202582511236,89.6227285451433
greedy,5,A,1.2,2,1,0.04024862623258117,0.003772379804233584,93.2809581726116,-93.2809581726116,93.21061063264992,93.28836770799101
greedy,5,A,1.4,2,1,0.04474292563648975,0.00396004310028257,92.81607768545314,-92.81607768545315,92.106034724928,92.8124628912347
greedy,5,A,1.6,1,1,0.05423757899604637,0.004173763849503079,92.05170504005046,-92.05170504005046,91.92396893308204,92.0503746404045
greedy,5,A,1.8,1,1,0.059717353515001126,0.004420064817090977,92.07904598029417,-92.07904598029417,92.33522196599172,92.0806913365414
greedy,5,B,0.2,1,1,0.006568942463844737,0.005371947189393216,53.299954477633655,-53.29995447763366,102.08439071162486,53.29927497677185
greedy,5,B,0.4,2,1,0.013112221579597585,0.009514840167123388,27.854378233408305,-27.854378233408315,155.55916951028124,27.85443174674579
greedy,5,B,0.6,2,1,0.020822801636210034,0.004359795880442713,55.94814311647054,-55.94814311647054,83.97902947330931,56.145215277272726
greedy,5,B,0.8,2,1,0.03002252122611021,0.0035524878826039778,86.63142647812388,-86.6314264781239,85.97753922101818,86.65180818082358
greedy,5,B,1.0,2,1,0.03890753684838195,0.0036328829872202717,93.6627079700303,-93.6627079700303,89.10133751764386,93.68299490079275
greedy,5,B,1.2,2,1,0.04460163725740632,0.0037830143637605724,92.63113614314112,-92.63113614314112,92.70148368310282,92.62552581446698
greedy,5,B,1.4,2,1,0.04894130878398206,0.003957840267950357,91.57007913865418,-91.57007913865418,92.28012209917934,91.57395211293135
greedy,5,B,1.6,1,1,0.060052345451355287,0.004168653255545152,91.36015396381859,-91.36015396381859,91.487890070787,91.36184236657336
greedy,5,B,1.8,1,1,0.062268952235550394,0.004417815616584273,92.08290884460226,-92.08290884460226,91.8267328589047,92.08588522876965
greedy,6,A,0.2,5,17,0.007879567078298707,0.0006790458998312205,0.12328279400369126,0.12328279400248382,2.2320996203770505,161.3709939136967
greedy,6,A,0.4,5,19,0.014358519999703074,0.0006315121244930521,42.66212468517294,42.662124685172934,14.260854941800975,59.36570424174145
greedy,6,A,0.6,5,20,0.0204573978144901,0.0008174539575118492,118.7602973359313,118.7602973359313,71.54581744868898,109.43231552977994
greedy,6,A,0.8,5,20,0.02624448076430735,0.0009230321818809586,54.29960450847696,54.29960450847696,93.97290611613462,106.83302893359084
greedy,6,A,1.0,5,20,0.0314171241998174,0.0016834617276007854,27.48179490532975,27.481794905329753,109.61032051871773,101.91373142367725
greedy,6,A,1.2,5,20,0.03645019456024679,0.0021767086651124897,25.13980010988254,25.139800109882515,124.59149546871416,105.85383750937348
greedy,6,A,1.4,5,20,0.04116625834584001,0.002734888927805817,21.19870821874588,21.198708218745875,123.46046158228633,112.01508497348361
greedy,6,A,1.6,5,19,0.04571741198690209,0.007870848646346348,2.5618564824176593,2.561856482417682,8.58856974744722,67.34125875628709
greedy,6,A,1.8,5,18,0.05015828728131999,0.013381974411618182,1.2831219321408516,1.283121932140784,1.9807575421855435,16.956306303978828
greedy,6,B,0.2,4,18,0.021547872498822895,0.0016909782684671924,16.3601943203839,16.360194320383943,14.25137749400937,99.96364415083887
greedy,6,B,0.4,5,20,0.019881002966056566,0.0012671341980556349,23.70024682763566,23.700246827635663,52.10151657100763,136.80480967854243
greedy,6,B,0.6,5,20,0.02576091566593017,0.0007844056144929943,79.28234031362294,79.28234031362295,126.49682020086527,153.2169855204545
greedy,6,B,0.8,5,20,0.030559617444975595,0.0010274633692586243,99.496726637543,99.496726637543,59.82342502988532,155.46290946739157
greedy,6,B,1.0,5,20,0.03534179470580758,0.0012349200848341356,113.71275484289811,113.7127548428981,31.58422922951012,155.19706265839258
greedy,6,B,1.2,5,20,0.039515447808186686,0.0015761070846054476,127.59993777016614,127.59993777016614,28.148242411334483,154.40684630511362
greedy,6,B,1.4,5,20,0.04368910741736697,0.0016484011752923163,125.67696949401662,125.67696949401662,23.41521613047615,153.4438288218046
greedy,6,B,1.6,5,19,0.04761712944776062,0.004973923441559225,10.097066639082229,10.097066639082145,4.070353374052676,134.32140616336022
greedy,6,B,1.8,5,18,0.051423475409493546,0.01329431397179954,2.8723393785084865,2.8723393785082174,2.174703768463744,22.6491193885984
greedy,7,A,0.2,2,10,0.0033783794154264774,0.00021807992360559544,125.78653479735375,125.78653479735375,17.89893807995706,161.2469320342529
greedy,7,A,0.4,3,11,0.005995409097994647,0.00047435135677737487,25.011791481223398,25.011791481223423,21.169936185963554,95.99312580747518
greedy,7,A,0.6,3,11,0.00825627887893334,0.00028327902735435597,68.4131877746143,-68.4131877746143,24.27302771319601,79.24427841989672
greedy,7,A,0.8,3,11,0.00929246086177311,0.0005475444055163827,80.38270576445052,-80.38270576445052,43.7450170187392,44.09624827120906
greedy,7,A,1.0,3,11,0.010234886631274875,0.00028667346982313714,88.97559466538134,-88.97559466538134,61.35308332167649,29.444539467466015
greedy,7,A,1.2,3,11,0.011107361845114789,0.0003483514362846409,88.59720674045677,-88.59720674045677,82.00622472564213,22.778530064032395
greedy,7,A,1.4,3,11,0.01197461569242005,0.00043291879645801024,90.04491881881486,-90.04491881881486,87.45061181458576,17.23128722854466
greedy,7,A,1.6,3,11,0.012882712633776997,0.0005796181716608298,93.20714069505223,-93.20714069505223,92.30667790996007,11.96723682483388
greedy,7,A,1.8,3,10,0.013837576111703533,0.006070422170493345,12.45663143742692,-12.456631437426944,15.567005573829265,1.410612087205475
greedy,7,B,0.2,2,9,0.004342467501710043,0.0004109976622918008,16.025440455700206,16.025440455700174,123.91303717309688,169.36374037516833
greedy,7,B,0.4,3,11,0.00701044768509834,0.00029219972765276225,18.99777787801504,-18.99777787801504,27.183949789171937,179.1557044677074
greedy,7,B,0.6,3,11,0.008888515442797357,0.00019756664980156142,25.05804979718058,-25.058049797180583,69.19820985859887,10.161124084741548
greedy,7,B,0.8,3,11,0.009681304913750917,8.753411200113744e-05,44.85712280817117,-44.85712280817116,81.49481155388246,4.352861891379665
greedy,7,B,1.0,3,11,0.010463536001364756,7.200041178878736e-05,61.61580376667209,-61.61580376667209,89.23831511037693,3.3948870973852023
greedy,7,B,1.2,3,11,0.012485692644663,9.790400469189092e-05,81.05790036338053,-81.05790036338053,87.64888237819517,2.241833275490693
greedy,7,B,1.4,3,11,0.01363392334144749,0.00015111743406506016,86.28660269186965,-86.28660269186965,88.88090969609874,1.5139687830469106
greedy,7,B,1.6,3,11,0.01450552560154861,0.00022913691524544498,91.11216973910457,-91.11216973910457,92.0126325241967,1.9895980181177353
greedy,7,B,1.8,3,10,0.015031751769088894,0.005785337710685701,14.621405452536644,-14.621405452536623,11.511031316134291,2.177063022692867
greedy,8,A,0.2,2,14,0.005662695678172299,0.0004268547438253101,105.98989128755834,105.98989128755832,163.4867284874089,140.37953784469246
greedy,8,A,0.4,3,14,0.0025698720238704156,0.000648967787441268,81.89097617518142,81.89097617518142,120.25123331691516,25.68857853536426
greedy,8,A,0.6,4,15,0.004294067996513552,0.0009263724180689115,47.01475876804856,-47.01475876804856,26.846650868386277,65.18347694523162
greedy,8,A,0.8,4,15,0.004563035038466479,0.004564421980370117,3.378590672176294,3.378590672176037,20.49115240921429,54.769334864209775
greedy,8,A,1.0,4,15,0.004847243028385142,0.006891761233746068,9.621831887354931,9.621831887354915,20.98022472472569,49.11634417897416
greedy,8,A,1.2,4,15,0.005119547034778844,0.005920582874914347,9.86023466917456,9.860234669174572,25.501489916285013,48.30955620136015
greedy,8,A,1.4,4,15,0.005540488602201525,0.004903273201447228,8.805377203061052,8.805377203061067,29.996241108321552,52.93313833221094
greedy,8,A,1.6,4,15,0.006083041357732634,0.003851095503027763,7.081040480283928,7.081040480283923,37.797023198568255,50.26687567089511
greedy,8,A,1.8,4,14,0.0066490525879502405,0.001450584519406295,36.109845254211486,-36.10984525421148,67.32971340565317,44.973732254659275
greedy,8,B,0.2,4,14,0.0019021154950311756,0.003009136671401189,13.034007399210964,13.034007399210955,44.46282980063963,109.51526814749049
greedy,8,B,0.4,4,14,0.0023281597197978773,0.0008014820901624197,18.366764595198486,-18.366764595198518,56.72702173693227,34.22417837136161
greedy,8,B,0.6,4,15,0.0029024183544145068,0.001094191264796164,10.947827446125842,-10.947827446125787,31.1159353457881,19.250965432062383
greedy,8,B,0.8,4,15,0.0036070089169568304,0.0015190334898954063,9.364283941930136,-9.36428394193012,14.505459139460262,44.28674213609097
greedy,8,B,1.0,4,15,0.0044748434209296506,0.0017431681146562416,15.577314708848778,-15.577314708848801,15.024741903231803,64.0376687994163
greedy,8,B,1.2,4,15,0.005503628170392918,0.00183804886707392,24.710555738767827,-24.71055573876783,10.651168846691768,80.14503320077453
greedy,8,B,1.4,4,15,0.006569527170613726,0.002001393015763037,32.62657515217723,-32.62657515217723,6.175043159205344,91.82168760735404
greedy,8,B,1.6,4,15,0.007050262204496855,0.0019400848349527397,40.80340329292941,-40.803403292929424,4.074660385922584,84.14515664456967
greedy,8,B,1.8,4,14,0.007583444842929111,0.0012574731817644705,69.87981099714432,-69.8798109971443,38.65994284570262,67.86560222225894
greedy,9,A,0.2,3,9,0.03087961626109049,0.0011768681161227288,168.63994132328713,168.63994132328722,166.4034197132561,7.365141411877712
greedy,9,A,0.4,3,9,0.043210583539623974,0.0022699077678414595,166.81217781001627,166.81217781001624,161.95788355663672,25.14030560448585
greedy,9,A,0.6,3,10,0.04687408780978543,0.002461481118166323,157.693678744898,157.69367874489802,165.07347575133366,58.70971001019364
greedy,9,A,0.8,3,10,0.050530260902173066,0.004788009224450156,165.9712384418696,165.9712384418696,166.19707004525958,105.81339684553751
greedy,9,A,1.0,3,10,0.0540854480374857,0.007397618826123818,169.10838563572943,169.1083856357294,166.7422902947656,129.91512608578137
greedy,9,A,1.2,3,10,0.057517206403253154,0.008918677939910942,168.66542685531107,168.66542685531107,166.933499323058,138.5682513255368
greedy,9,A,1.4,3,10,0.060951025850180536,0.010427951436212564,168.09940494446198,168.099404944462,167.20051513128388,142.77278252560916
greedy,9,A,1.6,3,9,0.06398229440697957,0.013317313084750532,166.1210017759664,166.12100177596642,165.96319781877946,134.89501041232737
greedy,9,A,1.8,3,9,0.06686674701427138,0.01425811245319447,165.13161845484106,165.1316184548411,164.4616324769217,136.11735921848134
greedy,9,B,0.2,3,8,0.02339589017406537,0.002870206216384595,167.3713918598112,167.37139185981127,169.60791346984226,159.3231760872464
greedy,9,B,0.4,3,9,0.03180093556776808,0.003128186065241983,161.57191242398306,161.57191242398304,166.4262066773626,134.31103680586773
greedy,9,B,0.6,3,10,0.03699550527730652,0.004774467053063643,164.03614953910116,164.03614953910116,156.6563525326655,122.16791200618577
greedy,9,B,0.8,3,10,0.041096326030186925,0.006282985812463574,164.19015761595068,164.19015761595065,163.9643260125607,132.59227443807535
greedy,9,B,1.0,3,10,0.04520582430802732,0.007661539615627787,163.93596249972438,163.93596249972438,166.30205784068818,136.20311375816632
greedy,9,B,1.2,3,10,0.049445173978923944,0.009033074276026967,164.33370814541388,164.33370814541388,166.06563567766696,139.6018803910515
greedy,9,B,1.4,3,10,0.05371028253818267,0.01041921532924276,164.8325891635306,164.8325891635306,165.7314789767087,142.63702722126266
greedy,9,B,1.6,3,9,0.058072970500342755,0.013147434846420801,164.006162676206,164.006162676206,164.16396663339293,136.81015569447075
greedy,9,B,1.8,3,9,0.0626454400360799,0.013536303898443831,163.03184118705542,163.0318411870554,163.7018271649748,137.51892602165873
greedy,10,A,0.2,4,15,0.005713114234809411,0.0016845287968848314,3.421362957102933,-3.421362957102964,38.664240312517315,8.261541655335565
greedy,10,A,0.4,4,17,0.01035508635371105,0.0024321232525527587,3.1916339425487212,-3.1916339425488545,160.21732815496364,8.343249231585245
greedy,10,A,0.6,5,17,0.002007505090328931,0.0004078086021312353,1.743692314100676,1.743692314100821,34.91314770580247,4.156747629093268
greedy,10,A,0.8,5,17,0.002787701904824304,0.00017470399388595133,31.895361177468537,-31.895361177468537,37.092036698801884,3.2195822921998984
greedy,10,A,1.0,5,17,0.0037727515868116192,0.00017746034385666227,68.81176966699744,-68.81176966699744,44.929666635690815,1.1415547921414257
greedy,10,A,1.2,5,17,0.004757825407793056,0.00022283915317939832,71.657098510793,-71.657098510793,48.51460097593174,1.2318503760882864
greedy,10,A,1.4,5,17,0.006033762767199431,0.0002756716264534911,70.0301812190369,-70.0301812190369,39.852149772235336,3.26570243597672
greedy,10,A,1.6,5,16,0.007441050333578708,0.0006799830250857564,73.2583551037535,-73.2583551037535,73.44179175129544,3.3581317474653214
greedy,10,A,1.8,5,16,0.009267743660269088,0.000523870611312664,76.55458568683248,-76.55458568683248,74.48882350663261,9.992827525787371
greedy,10,B,0.2,4,17,0.002910299182646887,0.00016236780051503763,26.55825610132706,-26.558256101327053,8.68462125408736,2.8550667638661573
greedy,10,B,0.4,4,17,0.0054024635824992335,0.0004312529543458332,152.4605364645165,-152.46053646451648,4.565157747898117,16.19780987994554
greedy,10,B,0.6,5,17,0.0034529428040931593,0.00013425165449633235,15.764491540704151,-15.764491540704139,20.89234847919917,11.89368563758647
greedy,10,B,0.8,5,17,0.004306406570955887,0.00016297069859449494,23.68932852482912,-23.689328524829104,18.492653003495793,9.758049665599687
greedy,10,B,1.0,5,17,0.005190065986258717,0.00019871568334148707,34.2799280511618,-34.279928051161775,58.16203108246841,7.664036841164001
greedy,10,B,1.2,5,17,0.006054757723213298,0.000286619979727692,40.49532466109416,-40.49532466109415,63.63782219595542,6.562364865035113
greedy,10,B,1.4,5,17,0.006932905789348405,0.0003918790250177585,33.29136137799693,-33.291361377996935,63.46939282479851,6.446446856874461
greedy,10,B,1.6,5,16,0.007889356208396389,0.0005091837000809351,68.50634864068006,-68.50634864068006,68.32291199313813,4.368932899916119
greedy,10,B,1.8,5,16,0.008916382932389038,0.00044491450474673695,70.6393985830528,-70.6393985830528,72.70516076325266,10.141868067258576
greedy,11,A,0.2,6,7,0.007553498147386297,0.0036421030736781576,166.97541655340132,-166.97541655340132,3.3456119610979362,164.56235688020166
greedy,11,A,0.4,7,8,0.011577981296636139,0.0008138097402541172,9.9847298592549,9.984729859254937,140.24073429110018,23.06083778170931
greedy,11,A,0.6,7,8,0.014511465375346571,0.00035754243115155535,75.37726684218306,75.37726684218306,117.69834834318141,58.10582379304572
greedy,11,A,0.8,7,8,0.017681751748027785,0.0005451202771754628,82.9332754738219,82.9332754738219,91.54988126862305,59.84944414244682
greedy,11,A,1.0,7,8,0.021392546797593358,0.0006973584993657806,86.50246438639294,86.50246438639293,82.64749089801755,63.20319077667433
greedy,11,A,1.2,7,8,0.025447946735701645,0.0009081739529756211,84.91628907698139,84.91628907698139,83.31073274043653,56.003945852370826
greedy,11,A,1.4,7,8,0.030178177394412906,0.0011284887386858809,82.85636144720134,82.85636144720134,84.73024544252165,43.01875044552066
