archive,phase,ara_x,n_seeds,median_angle_deg,ci_low,ci_high,median_signed_angle_deg,median_wrong_phase_angle_deg,median_mean_robustness_angle_deg,nearest_landmark,nearest_landmark_angle,target_error_deg,inside_target_band,minimum_parent_norm,minimum_child_norm
landmax,A,1.8,95,79.42618214104205,77.4439417679489,83.55618616425258,-23.89673444619238,80.01674841130736,71.67791199134817,pentagon edge,72.0,7.426182141042048,1,0.0016536251910851001,5.927053416092958e-05
landmax,B,0.2,95,97.659265143394,55.056488042937055,122.35360994995177,7.689828165583798,68.58827521252054,73.9726671988345,perpendicular,90.0,25.659265143393995,0,0.0006146982162401311,0.00010573017512051313
landmax,B,0.4,95,88.86869034697811,54.59441787290984,112.85009867398666,-6.777938623931478,59.59161426603944,78.56515418105522,perpendicular,90.0,16.868690346978113,0,0.0008411726292336626,0.00027510412364726823
landmax,B,0.6,96,71.47998835263039,68.82035908372099,83.5570566718847,-12.630826964807067,80.89790118777218,80.34620230528353,pentagon edge,72.0,0.5200116473696141,1,0.001116393310942613,0.00019455517198495033
landmax,B,0.8,96,77.8553832417581,72.02579610449119,83.6077611026073,-15.385328409008533,79.54292036470191,79.70794950912672,pentagon edge,72.0,5.855383241758105,1,0.001650837307267526,0.00023794366509987416
landmax,B,1.0,96,81.35867375422103,77.45403267725564,84.73922506593463,-24.647623981725076,79.22238778717511,71.83519084895951,perpendicular,90.0,9.35867375422103,0,0.0019338276786453775,0.00025153940114653613
landmax,B,1.2,96,79.27143958660461,75.91360271085401,84.79341389550719,-32.863782336744904,80.61729302168942,70.52192951337224,pentagon edge,72.0,7.271439586604615,1,0.0017428314985544946,0.0002595158152257282
landmax,B,1.4,96,80.4446111129721,77.33339420970458,82.86590072464001,-29.15289382679026,80.74189282212762,70.13868657968177,pentagon edge,72.0,8.444611112972098,0,0.0014936912383598018,0.00029788783046295046
landmax,B,1.6,96,80.4271138633402,76.15414615393027,82.93566870746129,-24.75559257345865,78.32734912217178,73.66077571134467,pentagon edge,72.0,8.427113863340196,0,0.0014549867816411215,0.0001223463456773272
landmax,B,1.8,95,79.52470852651291,76.93476590041472,82.75495961820539,-31.324268990279265,79.41087299417813,65.37734174274429,pentagon edge,72.0,7.52470852651291,1,0.0020057972386028295,0.00043510806699632203
