split,branch,seed,source_time,origin_time,shared_node,source_other_node,child_other_node,source_pair,child_pair,closing_pair_1p5,open_edge_control,weight,q28_residual_fraction,exact_1p5_error,exact_3p5_composite_error,seed_error,time_error,open_edge_error,exact_beta,exact_flip
opened_later_half,c4,48,328,330,4,6,3,4-6,3-4,3-6,6-9,0.0013528417848351904,0.03420595245319939,0.9969851944621319,0.03410282815831543,0.9975814970983156,0.9965972447116437,0.9960256437808066,0.002541982361076292,Fx
opened_later_half,c4,49,308,310,6,10,8,6-10,6-8,8-10,10-11,0.0002299467269900879,0.11903514611848877,0.9973965799864456,0.11872524763676752,0.9995184541354251,0.9945649047094278,0.9994159458797868,0.020587728788160214,I
opened_later_half,c4,49,456,458,0,5,11,0-5,0-11,5-11,4-5,0.00020541048934581696,0.008308273566388805,0.9995894283101405,0.008304862424470838,0.9975766718349971,0.9595297184032776,0.9994731554429135,0.0006344680626717746,Fz
opened_later_half,c4,51,422,424,9,6,8,6-9,8-9,6-8,6-10,3.3672076602541366e-05,0.0388900990396609,0.9997965904898166,0.038882188423664255,0.9990038650212985,0.9966936538994525,0.9998184879390648,0.024787302482810764,I
opened_later_half,c4,51,450,452,0,9,11,0-9,0-11,9-11,8-9,7.044631620323639e-06,0.01545148060998152,0.9986687669419173,0.01543091108819719,0.9741535639889772,0.9993716143936981,0.9965431253303839,0.0008427204036590333,I
opened_later_half,c4,52,250,252,7,4,9,4-7,7-9,4-9,0-4,4.581093391400979e-06,0.002969166292754607,0.9994067069992963,0.0029674047071751907,0.9999139773330422,0.9788258443675059,0.9983987546097107,2.584790031829789e-05,Fx
opened_later_half,c4,52,312,314,2,7,4,2-7,2-4,4-7,7-10,4.973220244786081e-06,0.0524378219947582,0.9995480236591049,0.052414121339848505,0.9917968183668265,0.9998724967190825,0.999889100479149,0.00481631736266583,Fz
opened_later_half,c4,52,402,404,8,1,7,1-8,7-8,1-7,1-10,0.0031448759997473874,0.022302940472524627,0.9954763864481689,0.022202050588757433,0.9901730246741087,0.9843380002394622,0.9943286037009689,0.003949376047454945,Fz
opened_later_half,c4,52,442,444,10,4,9,4-10,9-10,4-9,4-7,0.001535198076336508,0.020091254457959572,0.9983414483492884,0.020057932074713458,0.9970516432953173,0.9951689519178633,0.9976200982542136,0.0024453874521578223,I
opened_later_half,c4,53,444,446,10,6,9,6-10,9-10,6-9,3-6,0.0004924651812494574,0.12436051976229782,0.9724079434263296,0.12092915726548545,0.9679991479070511,0.9880915611447372,0.9724438523048773,0.08887043404228544,I
opened_later_half,c4,53,476,478,3,5,2,3-5,2-3,2-5,1-5,7.948440775040755e-05,0.19026919364891318,0.9820861113854062,0.18686073250709798,0.9835342833167905,0.9796836564545962,0.9633758832911256,0.0342749233762089,I
opened_later_half,c4,54,384,386,5,4,6,4-5,5-6,4-6,1-4,9.594170795579113e-07,0.0006443945803930023,0.9989756884770614,0.0006437345195989865,0.9999655376187302,0.9782550741390108,0.9965513574596597,3.360285122084234e-06,Fx
opened_later_half,c4,54,400,402,5,4,3,4-5,3-5,3-4,4-7,7.355458303613671e-05,0.10128806489164922,0.9995515724152302,0.10124264452934385,0.9999166279534546,0.9817082541108948,0.9998802112311675,0.014125028770660837,Fz
opened_later_half,c4,55,464,466,0,3,10,0-3,0-10,3-10,3-11,5.5009077606360535e-05,0.044993076956438595,0.9894572115071016,0.044518724462442164,0.9935683156479552,0.9978001088671725,0.9965329878017014,0.0034488371095580312,Fx
opened_later_half,c4,56,294,296,9,4,10,4-9,9-10,4-10,1-4,0.0001750328031596693,0.07881393805160056,0.9674814312813274,0.07625102159108038,0.9885631209964035,0.9914745691313929,0.933983117497532,0.00924567580533034,Fx
opened_later_half,c4,56,382,384,9,1,8,1-9,8-9,1-8,1-7,0.0007307670647678025,0.12475490962987286,0.9993618575810229,0.12467529823006239,0.9983440950276619,0.9969525567870146,0.999365564473797,0.25290921627626123,I
opened_later_half,c4,56,484,486,4,10,5,4-10,4-5,5-10,0-10,3.782319057878125e-06,0.033016347143299145,0.995775321340773,0.03287686368611722,0.9982885902641424,0.9949376160392313,0.9953681006236079,0.0010564139470663747,Fx
opened_later_half,c4,57,424,426,10,6,0,6-10,0-10,0-6,4-6,0.00047891874435412873,0.08493801953374226,0.9956919961634141,0.08457210621971889,0.9828076746212783,0.9925347453536641,0.9970065938414566,0.04231658092910532,I
opened_later_half,c4,60,480,482,10,5,8,5-10,8-10,5-8,5-9,0.000168224050497906,0.009192418127189553,0.9992595620615721,0.009185611712062289,0.9802023090687557,0.9942775677593985,0.9995007554491946,0.0009004540076731697,I
opened_later_half,c4,64,396,398,0,8,11,0-8,0-11,8-11,4-8,0.0005305224380682816,0.004843562407140781,0.9931225823374639,0.004810251205492315,0.9927671676686011,0.9934160733636487,0.9868721867375432,0.0008785362876836154,Fx
opened_later_half,c4,64,396,398,10,5,9,5-10,9-10,5-9,4-5,0.0005833413067014848,0.010801705330356477,0.997613385085685,0.010775925819315012,0.9991604639524941,0.9990359065862264,0.9921225408516858,0.0007058817660674204,Fx
opened_later_half,c4,67,252,254,2,10,4,2-10,2-4,4-10,9-10,0.00048410516334546766,0.02144481222178521,0.9721003181918813,0.020846508784362547,0.9941031291470189,0.987056523029157,0.9881441500692429,0.003233004178512012,Fz
opened_later_half,c4,73,446,448,11,3,0,3-11,0-11,0-3,3-7,0.00021666225807559503,0.010575331435691592,0.9982325557788755,0.010556640127259103,0.9990426348992446,0.9887924335184631,0.9983339028351779,0.004626697555115256,Fz
opened_later_half,c4,78,370,372,0,4,10,0-4,0-10,4-10,4-9,5.157883588658568e-05,0.03842414303070786,0.9988872339790968,0.03838138594996097,0.9978831010653927,0.9984545232400193,0.9972414652147173,0.002299749297429539,Fz
opened_later_half,c4,79,390,392,4,11,5,4-11,4-5,5-11,10-11,0.0003281373143463398,0.07619631498503311,0.9990806651376519,0.07612626505628492,0.9864915751754707,0.9990751190710585,0.9992608456102378,0.028898545611848285,I
opened_later_half,c4,82,250,252,5,0,6,0-5,5-6,0-6,0-11,0.00022954435672607743,0.0251630814372933,0.9921197626467115,0.0249647903830273,0.996220204246835,0.9970236778873758,0.9609975289068732,0.0016977702521008,Fx
opened_later_half,c4,82,340,342,1,9,0,1-9,0-1,0-9,9-10,2.7900514863595308e-05,0.0752894790867285,0.9992894227034279,0.07523598009221874,0.9980624747064959,0.9890496414369587,0.9999198079843968,0.00768238649495972,I
opened_later_half,c4,84,334,336,4,8,6,4-8,4-6,6-8,5-8,0.0035304768884723003,0.02525934425926644,0.941807487437678,0.02378943955114306,0.9701326577301324,0.969538569768911,0.9448293882803934,0.020887489456803993,Fz
opened_later_half,c4,84,400,402,6,9,5,6-9,5-6,5-9,7-9,4.161067146818626e-05,0.01535028014722842,0.9953951092023763,0.015279593783437502,0.9968902767610707,0.9906654905905624,0.9973155044197037,0.0006223977294775555,I
opened_later_half,c4,85,308,310,0,5,11,0-5,0-11,5-11,5-9,4.854180138372244e-05,0.028136946951621625,0.9972254384324699,0.028058879259982024,0.9969479325522597,0.999165971848529,0.9981691160599122,0.001918385189130211,I
opened_later_half,c4,86,258,260,5,9,6,5-9,5-6,6-9,7-9,0.00012255391697912899,0.012918105038001166,0.9792830446172873,0.0126504812322997,0.9928983889630836,0.9380588034066125,0.9978087524589644,0.0014706254842323987,Fx
opened_later_half,c4,86,414,416,8,5,6,5-8,6-8,5-6,1-5,6.516166662018374e-05,0.2621408450713084,0.9815516228631288,0.2573047718984548,0.9701341434679971,0.9736405068531645,0.9680972660504505,0.013523288198606471,I
opened_later_half,c4,90,306,308,1,7,0,1-7,0-1,0-7,7-9,0.0006387073498632656,0.1310015050345814,0.9875726240338388,0.12937350007938372,0.9897872405711661,0.9917239616777339,0.9950823963883123,0.03851339676736632,I
opened_later_half,c4,91,322,324,3,9,2,3-9,2-3,2-9,0-9,4.102169092749016e-05,0.07328298959667542,0.9969126018781229,0.07305673583222912,0.9988669795048237,0.9976537566246284,0.9973679596191358,0.008811585159072363,Fz
opened_later_half,c4,91,440,442,3,7,5,3-7,3-5,5-7,2-7,0.0016304644719841027,0.3017957679938901,0.9949326439386353,0.300266461379652,0.9889723024942729,0.9838962792041435,0.9977816151222975,0.18696795110042524,I
opened_later_half,c4,98,324,326,9,4,7,4-9,7-9,4-7,4-10,0.00020035738405604908,0.055747460268840685,0.9959394765895031,0.05552109640134331,0.9941742919701765,0.9982010028801227,0.9943967276956642,0.011241215483600313,Fz
opened_later_half,c4,99,270,272,7,11,6,7-11,6-7,6-11,2-11,0.013836761507010409,0.11579645043247948,0.9850719609110503,0.1140678364940618,0.9858615932776068,0.9682819302400067,0.9859087671825717,0.3277020462783961,I
