split,branch,seed,time,source_pair,endpoint,lag,weight,release,accumulation,rotation_error,no_rotation_error,angle_deg,spectrum_similarity
development,c2,26,123,"(0, 2)",0,2,0.00041974424733015603,0.07159028947353363,0.0058631449937820435,0.058942502052058934,1.0,180.0,0.9982613793249956
development,c2,26,127,"(0, 6)",0,2,0.0005568557138024843,0.03533601760864258,0.015758870169520378,0.07247447728124698,1.0,180.0,0.9973702673244325
development,c2,26,139,"(4, 10)",10,2,3.498285939154688e-05,0.013633310794830322,0.002565984148532152,0.01773899750344029,1.0,180.0,0.9998426516045278
development,c2,26,149,"(7, 10)",7,2,1.596614879188947e-05,0.006065746303647757,0.002632182091474533,0.004970028603727055,0.004970028603727055,0.0,0.9999876493315694
development,c2,26,181,"(8, 11)",11,2,0.00038971426486895944,0.020317990332841873,0.019180748611688614,0.0075249887891792105,0.0075249887891792105,0.0,0.9999716868710449
development,c2,26,185,"(5, 9)",9,2,0.00012158970923703549,0.015503749251365662,0.007842600345611572,0.04652232638012454,0.04652232638012454,0.0,0.9989172504007432
development,c2,26,187,"(6, 11)",6,2,4.409964678856468e-06,0.0045863124541938305,0.0009615491144359112,0.007108558780215552,1.0,180.0,0.9999747338768457
development,c2,26,191,"(4, 8)",4,2,7.229135755683347e-05,0.0324392206966877,0.002228517085313797,0.0862743595312437,1.0,180.0,0.9962714162754414
development,c2,26,203,"(4, 10)",10,2,0.00015309450905719169,0.0017884913831949234,0.08559980243444443,0.07915863050981904,0.07915863050981904,0.0,0.996862032186907
development,c2,26,209,"(0, 9)",9,2,0.0012005885183835607,0.022738948464393616,0.05279877036809921,0.14066050840787156,1.0,180.0,0.9900578878906219
development,c2,26,221,"(3, 4)",3,2,4.791213956584911e-05,0.010656648315489292,0.004495985805988312,0.017293543155748055,1.0,180.0,0.9998504555007817
development,c2,26,225,"(1, 7)",1,2,0.0038356884616649878,0.08368916809558868,0.0458325557410717,0.16873484232528976,0.16873484232528976,0.0,0.9856614799135957
development,c2,26,241,"(0, 5)",5,2,0.003169380879932404,0.01667049154639244,0.19011922180652618,0.2294781705490586,0.2294781705490586,0.0,0.9733138082044542
development,c2,28,34,"(0, 7)",0,2,0.004284893486811825,0.08539621531963348,0.05017662048339844,0.06282542031981335,0.06282542031981335,0.0,0.9980245320439968
development,c2,28,38,"(2, 10)",2,2,6.387804182004207e-05,0.008592742495238781,0.007433952763676643,0.005664555374000784,0.005664555374000784,0.0,0.9999839562775068
development,c2,28,64,"(1, 4)",1,2,7.011230468693258e-05,0.01070205494761467,0.006551293656229973,0.04279564223372614,1.0,180.0,0.9990838468345901
development,c2,28,102,"(3, 10)",10,2,8.32061579608825e-07,0.0024901507422327995,0.0003341410483699292,0.014231326125978948,1.0,180.0,0.9998987295504959
development,c2,28,120,"(7, 11)",7,2,6.561953016709365e-05,0.002941003069281578,0.02231195569038391,0.0792279055826103,0.0792279055826103,0.0,0.9968565287828502
development,c2,28,126,"(2, 6)",6,2,0.00013241190456891871,0.002680540084838867,0.04939747229218483,0.017135729608692488,0.017135729608692488,0.0,0.9998531726062471
development,c2,28,128,"(1, 4)",1,2,0.00012043085075226154,0.002727007959038019,0.044162265956401825,0.15672231866871444,1.0,180.0,0.9876427060587758
development,c2,28,132,"(3, 9)",3,2,5.304280916766657e-05,0.01014641858637333,0.005227737128734589,0.015745814667784037,1.0,180.0,0.9998760269755683
development,c2,28,142,"(2, 4)",4,2,4.138142512266629e-05,0.0059273988008499146,0.00698138028383255,0.09479423735366307,0.09479423735366307,0.0,0.9954968872701397
development,c2,28,158,"(2, 10)",10,2,0.0024704373574934158,0.033872999250888824,0.07293234765529633,0.04459667555660091,1.0,180.0,0.9990050733251054
development,c2,28,162,"(2, 6)",2,2,0.0004570219855540292,0.012375984340906143,0.03692813217639923,0.10353547478125523,1.0,180.0,0.9946257615112428
development,c2,28,184,"(7, 11)",7,2,6.884882237256917e-05,0.005417943000793457,0.012707557529211044,0.05611842888410562,1.0,180.0,0.9984241192697517
development,c2,28,192,"(1, 4)",1,2,0.00010479498825908401,0.004036229103803635,0.025963587686419487,0.008673250666518886,1.0,180.0,0.999962386654056
development,c2,28,192,"(3, 5)",3,2,0.0008667058593764265,0.01651633530855179,0.05247567594051361,0.04140656189950951,1.0,180.0,0.9991423805602792
development,c2,28,198,"(3, 6)",6,2,0.00010894422128711334,0.006874942220747471,0.01584656536579132,0.0027934295289883657,0.0027934295289883657,0.0,0.9999960983681219
development,c2,28,208,"(6, 11)",11,2,0.0004994725409548373,0.01792973279953003,0.0278572216629982,0.0830410745938567,0.0830410745938567,0.0,0.9965461253400654
development,c2,28,226,"(2, 6)",2,2,0.00033273685028419736,0.03366554155945778,0.00988360308110714,0.03784783733309541,0.03784783733309541,0.0,0.9992835139284585
development,c2,28,228,"(7, 9)",9,2,0.0017178346483752716,0.02631208300590515,0.06528691202402115,0.1567621137183407,0.1567621137183407,0.0,0.9876363904304853
development,c2,28,230,"(2, 10)",2,2,0.0001565517497278488,0.02228100411593914,0.007026243023574352,0.05365445380585705,1.0,180.0,0.9985595623631046
development,c2,30,5,"(0, 8)",0,2,0.0004339191084485883,0.003948865458369255,0.10988450050354004,0.1533405261162869,1.0,180.0,0.9881734073786749
development,c2,30,5,"(4, 10)",4,2,0.0005737834352277371,0.0034147612750530243,0.16803032159805298,0.13230618564217686,0.13230618564217686,0.0,0.991208894855579
development,c2,30,31,"(1, 9)",9,2,0.0001636064909667917,0.016125686466693878,0.010145707055926323,0.012651835036755802,1.0,180.0,0.9999199623320875
development,c2,30,33,"(8, 10)",10,2,0.0018215523610498607,0.01947125792503357,0.09355083107948303,0.07224738230653961,0.07224738230653961,0.0,0.9973867433196877
development,c2,30,35,"(3, 6)",3,2,0.00010320413877068502,0.006044719368219376,0.017073437571525574,0.01610048191407189,1.0,180.0,0.9998703788402448
development,c2,30,45,"(0, 10)",10,2,0.00021304111478209764,0.028947077691555023,0.0073596760630607605,0.1476727061346836,1.0,180.0,0.9890362844015682
development,c2,30,53,"(5, 6)",6,2,0.00010221132750493078,0.004657573997974396,0.021945185959339142,0.06754297814265368,0.06754297814265368,0.0,0.9977163655586797
development,c2,30,69,"(2, 7)",2,2,0.0011689106360679435,0.03643300384283066,0.03208383917808533,0.09872586345002207,1.0,180.0,0.9951146687121277
development,c2,30,73,"(2, 11)",2,2,0.0009098625003778338,0.03201231360435486,0.028422266244888306,0.0049978238370826855,1.0,180.0,0.9999875108004568
development,c2,30,85,"(5, 10)",10,2,0.00013277213872390364,0.0015185689553618431,0.08743240684270859,0.11847184190631939,0.11847184190631939,0.0,0.9929574123170258
development,c2,30,87,"(4, 5)",5,2,0.000264873282306774,0.018757425248622894,0.014120982959866524,0.017119789081418407,0.017119789081418407,0.0,0.9998534456718183
development,c2,30,95,"(5, 7)",5,2,0.0030290943600394526,0.03581986576318741,0.08456464856863022,0.05245582523649102,0.05245582523649102,0.0,0.9986232454728653
development,c2,30,99,"(1, 5)",1,2,0.0002923041265645576,0.008099526166915894,0.03608904033899307,0.00939877054870441,0.00939877054870441,0.0,0.9999558305806174
development,c2,30,99,"(5, 11)",5,2,0.00614824153694582,0.11176393926143646,0.05501095950603485,0.042034251931369164,0.042034251931369164,0.0,0.9991161702547758
development,c2,30,101,"(5, 8)",8,2,0.0005194535641307452,0.03948983550071716,0.013154108077287674,0.09295357081649666,0.09295357081649666,0.0,0.9956704443099949
development,c2,30,119,"(4, 9)",9,2,1.4397530353639347e-07,0.00036309132701717317,0.00039652641862630844,0.016260951235497114,0.016260951235497114,0.0,0.9998677819916576
development,c2,30,129,"(4, 6)",4,2,0.0010133362567867066,0.02697722241282463,0.03756266087293625,0.018443489575594968,0.018443489575594968,0.0,0.9998299043798775
development,c2,30,143,"(1, 3)",3,2,0.009285460338755769,0.030476048588752747,0.30468058586120605,0.288757840807198,0.288757840807198,0.0,0.9574021669979471
development,c2,30,143,"(1, 11)",11,2,0.0002054105253502525,0.012105271220207214,0.016968684270977974,0.013985950813458225,0.013985950813458225,0.0,0.9999021918067004
development,c2,30,173,"(0, 2)",2,2,6.993326588738968e-06,5.1596201956272125e-05,0.13553956151008606,0.2152047069666146,1.0,180.0,0.9765689602375316
development,c2,30,175,"(1, 7)",7,2,0.0022836149895242297,0.08229362964630127,0.027749596163630486,0.3270763168651177,1.0,180.0,0.9449979274823566
development,c2,30,183,"(4, 9)",9,2,0.00044715407688960575,0.01546607818454504,0.028911923989653587,0.017349160854827315,1.0,180.0,0.999849491982485
development,c2,30,187,"(9, 11)",11,2,0.0026267650500013673,0.04002150893211365,0.06563383340835571,0.152254312194488,1.0,180.0,0.9883413501509404
development,c2,30,189,"(0, 8)",8,2,4.426685760127369e-05,0.013375440612435341,0.0033095625694841146,0.02552967221439238,0.02552967221439238,0.0,0.9996740648014361
development,c2,30,193,"(0, 4)",0,2,0.0005065955991908344,0.016965601593255997,0.029860161244869232,0.011170343074224005,1.0,180.0,0.9999376097715318
development,c2,30,207,"(1, 11)",11,2,3.8945808179762995e-05,0.006565902382135391,0.005931524094194174,0.040677772559913505,0.040677772559913505,0.0,0.9991723168801084
development,c2,30,225,"(8, 10)",10,2,0.00025598303557652913,0.007007386535406113,0.03653045743703842,0.07467753278338714,0.07467753278338714,0.0,0.9972077346758729
development,c2,30,231,"(3, 10)",3,2,0.004013909430286788,0.05017397180199623,0.07999983429908752,0.08397486617093827,0.08397486617093827,0.0,0.9964678729650911
development,c2,30,231,"(4, 11)",11,2,5.9161427197196303e-05,0.01301872730255127,0.0045443326234817505,0.32264770538705245,1.0,180.0,0.9465191272280078
development,c2,32,2,"(3, 11)",11,2,1.0189201784766705e-05,0.002062074840068817,0.00494123762473464,0.04522530222488272,0.04522530222488272,0.0,0.9989768125630684
development,c2,32,26,"(2, 7)",7,2,2.4950290095724498e-05,0.009170030243694782,0.0027208514511585236,0.03446637172780524,1.0,180.0,0.9994058581076665
development,c2,32,32,"(0, 1)",0,2,0.00027754770293675346,0.033032454550266266,0.008402273058891296,0.012811869182687022,1.0,180.0,0.9999179246358401
development,c2,32,36,"(2, 4)",2,2,0.0004243250691016165,0.013143479824066162,0.032284073531627655,0.018418979388998703,1.0,180.0,0.999830356209626
development,c2,32,94,"(10, 11)",11,2,3.1184380721201166e-05,0.002732565626502037,0.011412125080823898,0.011673956685599106,0.011673956685599106,0.0,0.9999318570459205
development,c2,32,96,"(0, 1)",0,2,0.0004569326355439163,0.022725194692611694,0.020106874406337738,0.034272969025919635,1.0,180.0,0.9994125092243685
development,c2,32,100,"(4, 7)",4,2,0.0018451945241730883,0.06114286184310913,0.030178412795066833,0.21716982993875084,1.0,180.0,0.976133835580129
development,c2,32,122,"(2, 11)",11,2,1.596241837443466e-06,0.0005296440212987363,0.003013801295310259,0.013952807986121188,1.0,180.0,0.9999026548366107
development,c2,32,138,"(2, 9)",9,2,3.869649040169122e-05,0.00163652200717479,0.023645566776394844,0.04944130240893141,0.04944130240893141,0.0,0.9987770309814442
development,c2,32,140,"(6, 8)",8,2,0.0039547392277379245,0.12987731397151947,0.03044980764389038,0.12334373692604837,1.0,180.0,0.9923640070866727
development,c2,32,164,"(4, 7)",4,2,0.0010233299916140304,0.009299824014306068,0.11003756523132324,0.17468355787824338,1.0,180.0,0.9846246262444375
development,c2,32,170,"(2, 5)",5,2,1.8155586996131123e-06,0.0002270820550620556,0.007995165884494781,0.06194474164029164,1.0,180.0,0.998079580486004
development,c2,32,202,"(2, 9)",9,2,0.002399254466716183,0.028078798204660416,0.08544719219207764,0.2914240901312493,0.2914240901312493,0.0,0.9565939575865893
development,c2,32,210,"(3, 9)",9,2,0.0021971345894772343,0.05021965131163597,0.043750494718551636,0.18058599940933756,1.0,180.0,0.9835591984305422
development,c2,32,218,"(2, 7)",7,2,0.006622707126760163,0.08321366459131241,0.07958677411079407,0.030988861668719052,1.0,180.0,0.9995197298965525
development,c2,32,222,"(10, 11)",11,2,0.0005906326437342402,0.013213488273322582,0.04469922184944153,0.04789051263125787,1.0,180.0,0.9988525911263962
development,c2,32,224,"(0, 1)",0,2,1.0478989877951705e-05,0.0038634352385997772,0.0027123503386974335,0.06478024262374414,1.0,180.0,0.9978995541464125
development,c2,32,226,"(3, 7)",7,2,0.004534579862604526,0.08425024151802063,0.053822752088308334,0.1446582977277136,1.0,180.0,0.9894816708249428
development,c2,32,228,"(2, 4)",2,2,4.7410057865945876e-05,0.015395142138004303,0.0030795466154813766,0.1212420823747147,1.0,180.0,0.9926229684333537
development,c2,32,234,"(2, 5)",5,2,0.00038378365849690843,0.010517594404518604,0.03648968040943146,0.1999709639856772,1.0,180.0,0.9798018236167144
development,c2,34,7,"(4, 8)",4,2,0.003517598213611528,0.02152867615222931,0.16339129209518433,0.006236624193087084,1.0,180.0,0.999980552070226
development,c2,34,11,"(0, 10)",0,2,1.5076171768882256e-05,0.007327575236558914,0.00205745710991323,0.0852050677987244,0.0852050677987244,0.0,0.9963634359115225
development,c2,34,35,"(4, 8)",8,2,2.733320210916712e-05,0.011471940204501152,0.002382613718509674,0.0007537972327286315,1.0,180.0,0.9999997158948256
development,c2,34,39,"(9, 10)",10,2,4.317821979795203e-05,0.010284783318638802,0.004198262467980385,0.006292059093520559,0.006292059093520559,0.0,0.999980204800257
development,c2,34,41,"(3, 8)",3,2,3.4646234956837996e-07,0.001051357015967369,0.0003295382484793663,0.034090677309027484,1.0,180.0,0.9994187439309972
development,c2,34,51,"(4, 6)",6,2,0.0021870304828812415,0.0322113074362278,0.06789635866880417,0.07922639260904152,1.0,180.0,0.996856649029417
development,c2,34,75,"(0, 10)",0,2,0.00016447636914978386,0.001967585878446698,0.0835929811000824,0.1420828768672003,1.0,180.0,0.9898547651555455
development,c2,34,75,"(2, 9)",2,2,0.00035354302310934907,0.006166330073028803,0.057334430515766144,0.06893006946898599,1.0,180.0,0.9976214941163811
development,c2,34,81,"(9, 11)",9,2,0.00015856053294253936,0.016760297119617462,0.009460484609007835,0.04986124558196249,0.04986124558196249,0.0,0.998756154518717
development,c2,34,83,"(4, 10)",10,2,0.0024726852821088663,0.10204289853572845,0.024231821298599243,0.03716144589462993,1.0,180.0,0.9993092749189414
development,c2,34,101,"(3, 4)",3,2,2.0142035745476794e-06,0.014278491958975792,0.0001410655677318573,0.006506933797808839,1.0,180.0,0.9999788296821843
development,c2,34,105,"(0, 7)",7,2,0.0002632782130994604,0.0350499302148819,0.007511518895626068,0.12368409022406494,1.0,180.0,0.9923216443399009
development,c2,34,105,"(1, 7)",1,2,0.00016822410203276572,0.012665938585996628,0.01328161358833313,0.01014399577828095,0.01014399577828095,0.0,0.9999485483511891
development,c2,34,107,"(1, 4)",4,2,0.00023620026427069105,0.015807216987013817,0.014942558482289314,0.026454210580447828,1.0,180.0,0.9996500261304279
development,c2,34,113,"(5, 11)",11,2,0.0003232510447217507,0.021492421627044678,0.015040233731269836,0.0555300962952395,0.0555300962952395,0.0,0.9984570137995132
development,c2,34,115,"(4, 6)",6,2,4.27510452477315e-06,0.0001769938098732382,0.024153977632522583,0.047230199234149055,1.0,180.0,0.998884031447246
development,c2,34,123,"(1, 10)",10,2,0.002678215492622371,0.015229940414428711,0.1758520007133484,0.06521407777621553,0.06521407777621553,0.0,0.9978712963402633
development,c2,34,131,"(0, 2)",0,2,0.00015219718001239363,0.012355472892522812,0.012318199500441551,0.050229024680391074,0.050229024680391074,0.0,0.9987377258718411
development,c2,34,135,"(0, 6)",0,2,6.730234971630972e-05,0.0031771501526236534,0.02118324488401413,0.13062914800645092,1.0,180.0,0.9914313015489822
development,c2,34,137,"(0, 3)",3,2,0.00023612747281925167,0.0230022594332695,0.010265403427183628,0.1000117193333179,0.1000117193333179,0.0,0.9949862591995899
development,c2,34,141,"(8, 9)",9,2,0.001915367406427393,0.04058670997619629,0.047191984951496124,0.1660624683212542,1.0,180.0,0.9861152349573818
development,c2,34,145,"(5, 7)",7,2,0.0009700574138550022,0.020296894013881683,0.04779339209198952,0.058732481297567564,1.0,180.0,0.9982737578643601
development,c2,34,155,"(1, 6)",6,2,6.430439044291525e-05,0.004911333322525024,0.013093061745166779,0.07847385992760295,0.07847385992760295,0.0,0.996916171655402
development,c2,34,169,"(0, 7)",7,2,0.0001067369326692158,0.009753439575433731,0.010943517088890076,0.0785998986997554,0.0785998986997554,0.0,0.9969062422938219
development,c2,34,169,"(1, 7)",1,2,7.735578854757997e-07,0.006969178095459938,0.00011099700350314379,0.010819787738878952,1.0,180.0,0.9999414643834336
development,c2,34,169,"(3, 8)",3,2,0.0020471263921757465,0.03724034130573273,0.05497066676616669,0.10557017360640183,1.0,180.0,0.9944118555431216
development,c2,34,187,"(1, 2)",2,2,0.0002875049524558304,0.016196005046367645,0.017751596868038177,0.009862281997882957,1.0,180.0,0.9999513665142892
development,c2,34,193,"(5, 9)",9,2,0.00031196401024158327,0.015385404229164124,0.020276620984077454,0.05078372977680055,0.05078372977680055,0.0,0.9987096739242878
development,c2,34,203,"(1, 8)",8,2,1.2560336336883693e-05,0.005696992389857769,0.0022047311067581177,0.0017873940498032111,1.0,180.0,0.9999984026099796
development,c2,34,209,"(9, 11)",9,2,0.00016782163433806674,0.026405075564980507,0.006355658173561096,8.211141292291175e-05,8.211141292291175e-05,0.0,0.9999999966288581
development,c2,34,217,"(0, 1)",1,2,0.012166638664274032,0.027996793389320374,0.43457257747650146,0.25767408823726723,0.25767408823726723,0.0,0.9662318894815534
development,c2,34,229,"(3, 4)",3,2,0.000738619153722031,0.018495842814445496,0.03993433341383934,0.036154495438497844,1.0,180.0,0.9993462125107533
development,c2,34,233,"(3, 8)",3,2,0.00022410965018676565,0.028326235711574554,0.007911734282970428,0.06260174594533463,1.0,180.0,0.9980385871320784
development,c2,36,8,"(1, 4)",1,2,0.0004666794561181929,0.036726441234350204,0.012706906534731388,0.021821036366990218,0.021821036366990218,0.0,0.9997618928384251
development,c2,36,14,"(3, 6)",6,2,0.00023496918366343322,0.0009440639987587929,0.24889115989208221,0.25945085726807193,1.0,180.0,0.9657563112208291
development,c2,36,24,"(6, 11)",11,2,2.5243392860923496e-08,0.00107734021730721,2.3431217414326966e-05,0.004836283541640365,0.004836283541640365,0.0,0.9999883051123672
development,c2,36,38,"(4, 5)",4,2,0.0021073384431586906,0.03325793147087097,0.06336348503828049,0.09146430763538961,0.09146430763538961,0.0,0.995808355271625
development,c2,36,42,"(2, 6)",2,2,1.2370375126506076e-05,0.004682787694036961,0.0026416690088808537,0.005949902775567901,0.005949902775567901,0.0,0.9999822991718208
development,c2,36,54,"(2, 8)",8,2,0.00023550402844096235,0.020566541701555252,0.011450832709670067,0.02369298992757918,0.02369298992757918,0.0,0.9997192817127674
development,c2,36,64,"(7, 11)",7,2,2.150799580769845e-07,0.0006601897184737027,0.00032578507671132684,0.0010002962756413473,0.0010002962756413473,0.0,0.9999994997035553
development,c2,36,68,"(5, 6)",5,2,5.0096604967166114e-05,0.01237659715116024,0.0040476880967617035,0.0050763693931280655,1.0,180.0,0.9999871151538828
development,c2,36,76,"(1, 8)",1,2,5.8289175782974545e-05,0.0014075366780161858,0.04141218960285187,0.07589765522688446,1.0,180.0,0.9971156131216985
development,c2,36,78,"(3, 6)",6,2,0.00047136156618104996,0.02686116099357605,0.01754807122051716,0.14285607889606236,0.14285607889606236,0.0,0.9897434721797573
development,c2,36,90,"(8, 11)",8,2,4.67474222644107e-05,0.004729989916086197,0.009883197024464607,0.030881432290873395,0.030881432290873395,0.0,0.9995230548314852
development,c2,36,128,"(7, 11)",7,2,2.6009011722269437e-05,0.0003422745503485203,0.07598873972892761,0.10702110701958525,0.10702110701958525,0.0,0.9942567488593184
development,c2,36,136,"(1, 4)",1,2,0.0014234747768675504,0.024184226989746094,0.05885963514447212,0.11918196466788952,1.0,180.0,0.9928724285112875
development,c2,36,156,"(7, 11)",11,2,0.0002514974082516684,0.016186421737074852,0.015537554398179054,0.003381682755210827,1.0,180.0,0.9999942820945246
development,c2,36,162,"(6, 8)",6,2,0.0012810352754977217,0.07563042640686035,0.016938094049692154,0.06404942446228587,0.06404942446228587,0.0,0.9979467276493521
development,c2,36,166,"(0, 3)",0,2,5.8806767646434055e-05,0.013976209796965122,0.004207633435726166,0.02844479368323241,0.02844479368323241,0.0,0.9995953649914142
development,c2,36,166,"(2, 10)",10,2,4.3166916669377855e-06,0.00040676293428987265,0.010612303391098976,0.022324042028158523,1.0,180.0,0.9997507875203326
development,c2,36,170,"(0, 7)",0,2,0.0010028079699350156,0.025865942239761353,0.0387694351375103,0.20987369899694897,1.0,180.0,0.9777285055010607
development,c2,36,170,"(4, 9)",4,2,0.0004965678905225479,0.02508203685283661,0.01979774981737137,0.0801326731494083,1.0,180.0,0.9967842066836384
development,c2,36,172,"(7, 9)",9,2,0.0022105106287238496,0.07338692247867584,0.030121315270662308,0.20977892533286654,1.0,180.0,0.9777488442776027
development,c2,36,200,"(3, 5)",3,2,0.00022576985719280351,0.009318292140960693,0.024228673428297043,0.13968207843868918,1.0,180.0,0.990196403226677
development,c2,36,200,"(5, 10)",5,2,0.0007888218389253687,0.01254311203956604,0.06288884580135345,0.028637572321906016,1.0,180.0,0.9995898606185977
development,c2,36,218,"(8, 11)",8,2,6.687674050381148e-05,0.04027929902076721,0.0016603253316134214,0.08659442788314844,0.08659442788314844,0.0,0.9962436474375082
development,c2,36,222,"(3, 4)",4,2,0.0009765269286008404,0.0273265540599823,0.03573545813560486,0.25208609534822424,0.25208609534822424,0.0,0.9677048106380818
development,c2,36,230,"(4, 5)",4,2,0.0020041330004350044,0.032034218311309814,0.0625622570514679,0.2225050692572748,1.0,180.0,0.9749315330600479
development,c2,36,232,"(6, 9)",9,2,0.00010673253145271344,0.012222472578287125,0.00873248279094696,0.0008607883612270329,1.0,180.0,0.99999962952163
development,c2,36,238,"(3, 10)",10,2,0.0022305482370829077,0.05963781476020813,0.03740157559514046,0.0924472708469008,0.0924472708469008,0.0,0.9957175815023857
development,c2,38,9,"(0, 4)",0,2,2.6444908341638484e-05,0.0055291056632995605,0.004782854579389095,0.22349926415488533,1.0,180.0,0.9747040981355443
development,c2,38,9,"(2, 3)",2,2,2.0258965861864875e-06,0.0005406476557254791,0.003747166134417057,0.02113523374255443,1.0,180.0,0.9997766259993517
development,c2,38,9,"(4, 6)",4,2,0.000821166786181271,0.004452124238014221,0.18444381654262543,0.10632247648621738,1.0,180.0,0.9943317006883758
development,c2,38,13,"(4, 10)",4,2,0.001280699877642677,0.03969737887382507,0.032261572778224945,0.1423660143879887,0.1423660143879887,0.0,0.9898140825161454
development,c2,38,15,"(4, 7)",7,2,0.000270514251348275,0.04594317078590393,0.005888018757104874,0.08290017168372449,1.0,180.0,0.9965578565917832
development,c2,38,41,"(8, 10)",10,2,2.6933602644595937e-05,0.00017756423039827496,0.1516837179660797,0.1697773212889347,0.1697773212889347,0.0,0.9854824509731028
development,c2,38,43,"(5, 11)",5,2,5.054231948823859e-07,0.0006853826344013214,0.0007374321576207876,0.07362269802387301,1.0,180.0,0.9972861667223134
development,c2,38,45,"(10, 11)",10,2,0.0005367330725546474,0.03056434914469719,0.01756075583398342,0.0011245015797768795,1.0,180.0,0.9999993677478985
development,c2,38,47,"(1, 9)",1,2,0.00048358642726487044,0.033438265323638916,0.014462066814303398,0.09320885295772015,0.09320885295772015,0.0,0.995646578726762
development,c2,38,47,"(3, 10)",3,2,7.919159545482363e-05,0.0042783902026712894,0.018509671092033386,0.06225983522981776,0.06225983522981776,0.0,0.9980599746093196
development,c2,38,63,"(4, 9)",9,2,9.581976185403171e-06,0.001954215345904231,0.004903234541416168,0.056167866775374775,0.056167866775374775,0.0,0.9984213392861271
development,c2,38,73,"(4, 6)",4,2,1.2542283304054305e-06,8.899153908714652e-05,0.014093792997300625,0.027084611369935722,0.027084611369935722,0.0,0.9996331446220356
development,c2,38,77,"(0, 8)",0,2,0.0008734337511273615,0.04138745367527008,0.02110382914543152,0.15814605295793685,1.0,180.0,0.987415731054466
development,c2,38,77,"(4, 10)",4,2,0.00021804177552345316,0.025757819414138794,0.008465071208775043,0.10359049456706379,1.0,180.0,0.9946200326935666
development,c2,38,81,"(2, 11)",2,2,3.063455413787608e-05,0.005084991455078125,0.006024504546076059,0.003785131310098186,0.003785131310098186,0.0,0.999992836364824
development,c2,38,107,"(3, 6)",3,2,0.0014523341495360498,0.036572784185409546,0.039710789918899536,0.09816899961714944,0.09816899961714944,0.0,0.9951697581388654
development,c2,38,111,"(1, 9)",1,2,7.974271582539445e-07,0.00030865822918713093,0.0025835279375314713,0.02949744730452698,0.02949744730452698,0.0,0.9995648556259452
development,c2,38,111,"(3, 10)",3,2,3.9003911641605216e-05,0.0036787688732147217,0.010602436028420925,0.30313671607155895,1.0,180.0,0.9529470768984767
development,c2,38,131,"(9, 11)",11,2,9.329349448815565e-06,0.0024284450337290764,0.00384169677272439,0.005963251511464331,0.005963251511464331,0.0,0.9999822196576351
development,c2,38,141,"(2, 7)",2,2,4.080903202310568e-05,0.009399701841175556,0.004341524094343185,0.049407344815885525,0.049407344815885525,0.0,0.9987787113661584
development,c2,38,165,"(0, 4)",4,2,0.0010213354786081652,0.013561323285102844,0.07531237602233887,0.18937635315922446,1.0,180.0,0.9819045762517418
development,c2,38,169,"(8, 10)",10,2,0.0008744846656130734,0.03749721497297287,0.023321323096752167,0.0488420630407861,1.0,180.0,0.998806514234824
development,c2,38,181,"(0, 2)",2,2,0.0002388139536171341,0.05300971493124962,0.00450509786605835,0.019540436866536424,1.0,180.0,0.9998090674359104
development,c2,38,191,"(4, 9)",9,2,0.00014741410263906934,0.01463652029633522,0.010071663185954094,0.04607076608847324,0.04607076608847324,0.0,0.9989381785235869
development,c2,38,215,"(1, 3)",3,2,0.00022729165729984402,0.022276878356933594,0.010203029960393906,0.15907228560299713,1.0,180.0,0.9872669385495689
development,c2,38,221,"(5, 10)",10,2,0.0026859424593974612,0.020945802330970764,0.12823297083377838,0.04920474305283341,0.04920474305283341,0.0,0.9987887130224815
development,c2,38,223,"(7, 8)",7,2,1.0532217458794624e-05,0.0025973785668611526,0.004054941236972809,0.04799611840114999,1.0,180.0,0.9988475222066792
development,c2,38,235,"(3, 6)",3,2,0.00016398623809166235,0.007952280342578888,0.02062128484249115,0.12536426320957356,1.0,180.0,0.9921107808656858
development,c2,38,239,"(4, 11)",11,2,0.0003852746424662934,0.01922561228275299,0.02003965526819229,0.07107215207693747,0.07107215207693747,0.0,0.9974711771270149
development,c2,40,4,"(6, 10)",10,2,9.728708946822552e-06,3.339723116368987e-05,0.2913028597831726,0.27528896344262255,0.27528896344262255,0.0,0.9613615275257723
development,c2,40,10,"(1, 2)",1,2,3.5077067055193324e-07,0.0006983620696701109,0.0005022762343287468,0.023596219243561617,0.023596219243561617,0.0,0.9997215704571998
development,c2,40,14,"(3, 7)",3,2,1.5077142470848546e-06,0.0031243315897881985,0.0004825717769563198,0.006538991423646089,1.0,180.0,0.9999786205670406
development,c2,40,18,"(3, 11)",3,2,9.769054613396888e-06,0.0018509775400161743,0.005277781281620264,0.049731835212766896,0.049731835212766896,0.0,0.9987626067121108
development,c2,40,28,"(8, 9)",8,2,4.8940756184766634e-05,0.0014831391163170338,0.032998088747262955,0.08011343036814729,0.08011343036814729,0.0,0.9967857534468719
development,c2,40,34,"(2, 7)",7,2,0.0004444398133801597,0.019348300993442535,0.02297048270702362,0.07935541575538706,0.07935541575538706,0.0,0.9968463863556359
development,c2,40,44,"(0, 5)",0,2,0.0028871796788733084,0.07096337527036667,0.040685489773750305,0.0008661773317406074,0.0008661773317406074,0.0,0.9999996248683446
development,c2,40,44,"(2, 4)",2,2,9.344703303064872e-06,0.0024428688921034336,0.0038252987433224916,0.0004247920831359455,0.0004247920831359455,0.0,0.999999909775839
