partition,temperature_K,state,wait_index,wait_us,model,cut_mae,cut_rmse,true_closure,pred_closure,closure_abs_error,true_ara_x,pred_ara_x,true_class,pred_class,class_match,true_relation_plane_angle,pred_relation_plane_angle,phase_abs_error_rad
replication_0p1K,0.1,Phi-plus,9,501.18,linear,0.7564400251379593,0.8307872396317254,0.20055839314060758,0.6692326472552598,0.4686742541146522,0.43065134520180004,1.4370175951269404,trough,handover,False,0.24461135922221922,-0.9427887317217074,1.1874000909439266
replication_0p1K,0.1,Phi-plus,10,1000.0,linear,0.9105277223125565,0.9756858362374013,0.13532707353495024,1.1469213004344265,1.0115942268994762,0.2905826345506823,2.4627401184173014,trough,crest,False,-1.9245800011271332,-0.9427887317217074,0.9817912694054258
replication_0p1K,0.1,Phi-plus,7,125.89,no_rotation,0.26371101258902685,0.3934701545499508,0.7209957962587239,0.6720860807986676,0.04890971546005629,1.5481666196137622,1.443144663531657,crest,handover,False,-0.8142467616108445,-2.208705401502115,1.3944586398912704
replication_0p1K,0.1,Phi-plus,8,251.19,no_rotation,0.24037985868257186,0.3364985650709554,0.46059038638245525,0.49663317443271354,0.03604278805025829,0.9890080707994064,1.0664013671636479,handover,handover,True,0.67848113249333,-2.208705401502115,2.887186533995445
replication_0p1K,0.1,Phi-plus,9,501.18,no_rotation,0.12052266610620539,0.13706339672208157,0.20055839314060758,0.2715795230911468,0.07102112995053922,0.43065134520180004,0.5831522935391193,trough,handover,False,0.24461135922221922,-2.2087054015021144,2.4533167607243334
replication_0p1K,0.1,Phi-plus,10,1000.0,no_rotation,0.04295785235046502,0.05899866634394161,0.13532707353495024,0.0814396658939131,0.05388740764103714,0.2905826345506823,0.17487227096704183,trough,trough,True,-1.9245800011271332,-2.2087054015021144,0.28412540037498113
replication_0p1K,0.1,Phi-plus,7,125.89,zero,0.35282151037221193,0.42393619037680536,0.7209957962587239,0.0,0.7209957962587239,1.5481666196137622,0.0,crest,trough,False,-0.8142467616108445,0.0,0.8142467616108445
replication_0p1K,0.1,Phi-plus,8,251.19,zero,0.21943131161375345,0.3361576972544917,0.46059038638245525,0.0,0.46059038638245525,0.9890080707994064,0.0,handover,trough,False,0.67848113249333,0.0,0.67848113249333
replication_0p1K,0.1,Phi-plus,9,501.18,zero,0.1479310201191812,0.2646590946239961,0.20055839314060758,0.0,0.20055839314060758,0.43065134520180004,0.0,trough,trough,True,0.24461135922221922,0.0,0.24461135922221922
replication_0p1K,0.1,Phi-plus,10,1000.0,zero,0.12530655280674574,0.26155306323357247,0.13532707353495024,0.0,0.13532707353495024,0.2905826345506823,0.0,trough,trough,True,-1.9245800011271332,0.0,1.9245800011271332
replication_0p1K,0.1,Psi-minus,7,125.89,ara,0.12259665499243308,0.15972464368137654,0.7366902427064628,0.6188934476719221,0.11779679503454066,1.5462326695930533,1.2989900127789622,crest,handover,False,-2.741636591685706,-3.134214833509244,0.3925782418235379
replication_0p1K,0.1,Psi-minus,8,251.19,ara,0.10272831705536775,0.11553815196790923,0.5101130320148473,0.42938679045691697,0.08072624155793029,1.0706717553211926,0.9012361570814751,handover,handover,True,2.808505584899992,-3.1235959052745943,0.35108381700499997
replication_0p1K,0.1,Psi-minus,9,501.18,ara,0.05821100088543848,0.07504463077157719,0.26483135478504666,0.20705441555184834,0.05777693923319832,0.5558522007795765,0.4345846912992584,handover,trough,False,-2.639781575244622,-3.1024097451039614,0.4626281698593395
replication_0p1K,0.1,Psi-minus,10,1000.0,ara,0.04798487918313201,0.06261196620843137,0.09353936829839443,0.04830756997185801,0.04523179832653642,0.19632895723542806,0.10139233364178228,trough,trough,True,-0.08103346968450781,-3.060135732478197,2.979102262793689
replication_0p1K,0.1,Psi-minus,7,125.89,persistence,0.1689059399695689,0.1894055253704013,0.7366902427064628,0.7231036858275055,0.013586556878957268,1.5462326695930533,1.517715964883692,crest,crest,True,-2.741636591685706,-3.1104239051558213,0.3687873134701154
replication_0p1K,0.1,Psi-minus,8,251.19,persistence,0.20463036023865017,0.2255974183937126,0.5101130320148473,0.7231036858275055,0.21299065381265825,1.0706717553211926,1.517715964883692,handover,crest,False,2.808505584899992,-3.1104239051558213,0.36425581712377336
replication_0p1K,0.1,Psi-minus,9,501.18,persistence,0.1780724167422704,0.2794352380896669,0.26483135478504666,0.7231036858275055,0.45827233104245885,0.5558522007795765,1.517715964883692,handover,crest,False,-2.639781575244622,-3.1104239051558213,0.4706423299111994
replication_0p1K,0.1,Psi-minus,10,1000.0,persistence,0.2770033900975717,0.39408674038404845,0.09353936829839443,0.7231036858275055,0.629564317529111,0.19632895723542806,1.517715964883692,trough,crest,False,-0.08103346968450781,-3.1104239051558213,3.0293904354713135
replication_0p1K,0.1,Psi-minus,7,125.89,linear,0.26058040147702005,0.2817063721115192,0.7366902427064628,0.4820395665099123,0.25465067619655046,1.5462326695930533,1.011748605541238,crest,handover,False,-2.741636591685706,3.141214526572,0.4003341889218801
replication_0p1K,0.1,Psi-minus,8,251.19,linear,0.38206478749883677,0.4856295132775636,0.5101130320148473,0.4488736398650621,0.06123939214978513,1.0706717553211926,0.9421369338741983,handover,handover,True,2.808505584899992,-3.1226050513848826,0.3520746708947125
replication_0p1K,0.1,Psi-minus,9,501.18,linear,0.7839912653272358,0.8908912664285866,0.26483135478504666,1.0592476696196875,0.7944163148346408,0.5558522007795765,2.22324561533371,handover,crest,False,-2.639781575244622,0.09449712178692665,2.7342786970315487
replication_0p1K,0.1,Psi-minus,10,1000.0,linear,1.0003374667458764,1.0464760957681642,0.09353936829839443,1.4191349749672506,1.3255956066688561,0.19632895723542806,2.978609914521178,trough,crest,False,-0.08103346968450781,0.34967870036425647,0.4307121700487643
replication_0p1K,0.1,Psi-minus,7,125.89,no_rotation,0.13024964718188997,0.15853034591562107,0.7366902427064628,0.6150552407679485,0.12163500193851429,1.5462326695930533,1.290934034073749,crest,handover,False,-2.741636591685706,-3.1104239051558213,0.3687873134701154
replication_0p1K,0.1,Psi-minus,8,251.19,no_rotation,0.10398206211449396,0.11642368074482451,0.5101130320148473,0.42671984091672194,0.08339319109812532,1.0706717553211926,0.8956385201532923,handover,handover,True,2.808505584899992,-3.1104239051558213,0.36425581712377336
replication_0p1K,0.1,Psi-minus,9,501.18,no_rotation,0.056223834521507955,0.07312527233758553,0.26483135478504666,0.20576580866822278,0.05906554611682388,0.5558522007795765,0.4318800456473704,handover,trough,False,-2.639781575244622,-3.1104239051558213,0.4706423299111994
replication_0p1K,0.1,Psi-minus,10,1000.0,no_rotation,0.04799739323219863,0.06282952691611869,0.09353936829839443,0.04800691860075614,0.04553244969763829,0.19632895723542806,0.10076129912387176,trough,trough,True,-0.08103346968450781,-3.1104239051558213,3.0293904354713135
replication_0p1K,0.1,Psi-minus,7,125.89,zero,0.3592184505082834,0.4312580368207772,0.7366902427064628,0.0,0.7366902427064628,1.5462326695930533,0.0,crest,trough,False,-2.741636591685706,0.0,2.741636591685706
replication_0p1K,0.1,Psi-minus,8,251.19,zero,0.23491114378736866,0.3292659276964815,0.5101130320148473,0.0,0.5101130320148473,1.0706717553211926,0.0,handover,trough,False,2.808505584899992,0.0,2.808505584899992
replication_0p1K,0.1,Psi-minus,9,501.18,zero,0.15995848786297223,0.2761180558637848,0.26483135478504666,0.0,0.26483135478504666,0.5558522007795765,0.0,handover,trough,False,-2.639781575244622,0.0,2.639781575244622
replication_0p1K,0.1,Psi-minus,10,1000.0,zero,0.1323194854294654,0.26850383439503395,0.09353936829839443,0.0,0.09353936829839443,0.19632895723542806,0.0,trough,trough,True,-0.08103346968450781,0.0,0.08103346968450781
replication_0p1K,0.1,Psi-plus,7,125.89,ara,0.09925950748678897,0.12623396698734657,0.6673337073344885,0.722962880998003,0.0556291736635145,1.4323517989619254,1.5517531510829894,handover,crest,False,-0.06043045258056941,-0.2840908703694005,0.22366041778883108
replication_0p1K,0.1,Psi-plus,8,251.19,ara,0.1598184215739739,0.2503033981223719,0.4537505117268464,0.5729885496749432,0.11923803794809679,0.973921075181172,1.229851228689874,handover,handover,True,0.6706253866643933,-0.6109963914957519,1.281621778160145
replication_0p1K,0.1,Psi-plus,9,501.18,ara,0.11684297535526295,0.14036375175202592,0.23665229542275443,0.35702410266796963,0.1203718072452152,0.5079457808765372,0.766309434258671,handover,handover,True,-1.206512175813102,-1.2632159543558996,0.05670377854279751
replication_0p1K,0.1,Psi-plus,10,1000.0,ara,0.09164663613784961,0.10739107446288448,0.16791244122187807,0.16693462321404742,0.0009778180078306442,0.3604039247663757,0.3583051556390558,trough,trough,True,2.2288209016312015,-2.564628660247731,1.489735745300654
replication_0p1K,0.1,Psi-plus,7,125.89,persistence,0.17646427917697674,0.199016565499452,0.6673337073344885,0.8080879389289776,0.14075423159448908,1.4323517989619254,1.734463882646643,handover,crest,False,-0.06043045258056941,-0.13458319982431882,0.07415274724374941
replication_0p1K,0.1,Psi-plus,8,251.19,persistence,0.26628143297676554,0.30902623611603913,0.4537505117268464,0.8080879389289776,0.3543374272021312,0.973921075181172,1.734463882646643,handover,crest,False,0.6706253866643933,-0.13458319982431882,0.8052085864887122
replication_0p1K,0.1,Psi-plus,9,501.18,persistence,0.2844625426842006,0.3839416651362924,0.23665229542275443,0.8080879389289776,0.5714356435062231,0.5079457808765372,1.734463882646643,handover,crest,False,-1.206512175813102,-0.13458319982431882,1.0719289759887833
replication_0p1K,0.1,Psi-plus,10,1000.0,persistence,0.3255014452032265,0.41024710512067664,0.16791244122187807,0.8080879389289776,0.6401754977070995,0.3604039247663757,1.734463882646643,trough,crest,False,2.2288209016312015,-0.13458319982431882,2.3634041014555205
replication_0p1K,0.1,Psi-plus,7,125.89,linear,0.21722684294189587,0.25436320234014287,0.6673337073344885,0.7105385873192104,0.04320487998472189,1.4323517989619254,1.5250858941977772,handover,crest,False,-0.06043045258056941,-0.3389041962877615,0.2784737437071922
replication_0p1K,0.1,Psi-plus,8,251.19,linear,0.4261144148739333,0.47676611687847775,0.4537505117268464,0.6681844683066399,0.21443395657979353,0.973921075181172,1.4341778553944935,handover,handover,True,0.6706253866643933,-0.9243659089736714,1.5949912956380647
replication_0p1K,0.1,Psi-plus,9,501.18,linear,0.6588223835269991,0.7424180978038926,0.23665229542275443,0.3543228018824252,0.11767050645967078,0.5079457808765372,0.7605114159700902,handover,handover,True,-1.206512175813102,-1.8234180315560395,0.6169058557429374
replication_0p1K,0.1,Psi-plus,10,1000.0,linear,1.0178156313307711,1.0644503200745365,0.16791244122187807,1.396331614381174,1.228419173159296,0.3604039247663757,2.99705840994452,trough,crest,False,2.2288209016312015,-2.266970982680353,1.7873934228680322
replication_0p1K,0.1,Psi-plus,7,125.89,no_rotation,0.09560821352695989,0.11534365054836614,0.6673337073344885,0.7246864763226046,0.05735276898811614,1.4323517989619254,1.5554526418126524,handover,crest,False,-0.06043045258056941,-0.1345831998243188,0.07415274724374939
replication_0p1K,0.1,Psi-plus,8,251.19,no_rotation,0.13336431868788834,0.17607051951760047,0.4537505117268464,0.5885239030447362,0.13477339131788985,0.973921075181172,1.2631960022299564,handover,handover,True,0.6706253866643933,-0.13458319982431885,0.8052085864887122
replication_0p1K,0.1,Psi-plus,9,501.18,no_rotation,0.13285233128038496,0.16031705252816345,0.23665229542275443,0.38853668792698265,0.15188439250422822,0.5079457808765372,0.8339474206058288,handover,handover,True,-1.206512175813102,-0.1345831998243188,1.0719289759887833
replication_0p1K,0.1,Psi-plus,10,1000.0,no_rotation,0.09441460183873493,0.11081817165529685,0.16791244122187807,0.16966984473560484,0.001757403513726774,0.3604039247663757,0.36417598072087415,trough,trough,True,2.2288209016312015,-0.13458319982431874,2.36340410145552
replication_0p1K,0.1,Psi-plus,7,125.89,zero,0.29546651602234225,0.39582045053449455,0.6673337073344885,0.0,0.6673337073344885,1.4323517989619254,0.0,handover,trough,False,-0.06043045258056941,0.0,0.06043045258056941
replication_0p1K,0.1,Psi-plus,8,251.19,zero,0.20708108575434808,0.30284576050289946,0.4537505117268464,0.0,0.4537505117268464,0.973921075181172,0.0,handover,trough,False,0.6706253866643933,0.0,0.6706253866643933
replication_0p1K,0.1,Psi-plus,9,501.18,zero,0.18196361145337048,0.29254689359003744,0.23665229542275443,0.0,0.23665229542275443,0.5079457808765372,0.0,handover,trough,False,-1.206512175813102,0.0,1.206512175813102
replication_0p1K,0.1,Psi-plus,10,1000.0,zero,0.14645012768473534,0.24334690988067104,0.16791244122187807,0.0,0.16791244122187807,0.3604039247663757,0.0,trough,trough,True,2.2288209016312015,0.0,2.2288209016312015
primary,0.2,Phi-minus,7,125.89,ara,0.11054938440138547,0.13030716900286582,0.6506687559225397,0.7104031283374355,0.059734372414895764,1.428352234462157,1.5594815126646104,handover,crest,False,0.944605910173593,1.3096612413068682,0.36505533113327526
primary,0.2,Phi-minus,8,251.19,ara,0.13904370514307798,0.2201367729175817,0.4263315459417511,0.5585834199376425,0.1322518739958914,0.9358857494305443,1.2262059131304397,handover,handover,True,0.4910147683229519,-0.7242561038510843,1.2152708721740362
primary,0.2,Phi-minus,9,501.18,ara,0.05926441904940987,0.07758397725435288,0.18633581150710876,0.34513313963021297,0.1587973281231042,0.40904557088981064,0.757638486081605,trough,handover,False,2.0525666667212628,1.5009962654511146,0.5515704012701481
primary,0.2,Phi-minus,10,1000.0,ara,0.03952345468810676,0.056881971668596015,0.15311083265443612,0.13236295600611267,0.02074787664832345,0.3361098837952508,0.29056401164259127,trough,trough,True,0.8877465646660865,-0.3128547411098409,1.2006013057759275
primary,0.2,Phi-minus,7,125.89,persistence,0.279097592342964,0.4202299927783373,0.6506687559225397,0.8131323223372521,0.16246356641471238,1.428352234462157,1.784993299512422,handover,crest,False,0.944605910173593,2.2765073721705056,1.3319014619969125
primary,0.2,Phi-minus,8,251.19,persistence,0.33519622987844333,0.4382433270801068,0.4263315459417511,0.8131323223372521,0.386800776395501,0.9358857494305443,1.784993299512422,handover,crest,False,0.4910147683229519,2.2765073721705056,1.7854926038475538
primary,0.2,Phi-minus,9,501.18,persistence,0.23760117920885093,0.3248267673804491,0.18633581150710876,0.8131323223372521,0.6267965108301433,0.40904557088981064,1.784993299512422,trough,crest,False,2.0525666667212628,2.2765073721705056,0.2239407054492428
primary,0.2,Phi-minus,10,1000.0,persistence,0.2749131747154839,0.37178837654021635,0.15311083265443612,0.8131323223372521,0.6600214896828159,0.3361098837952508,1.784993299512422,trough,crest,False,0.8877465646660865,2.2765073721705056,1.388760807504419
primary,0.2,Phi-minus,7,125.89,linear,0.29753495659870643,0.35293733617886486,0.6506687559225397,0.9126850329075337,0.26201627698499397,1.428352234462157,2.003532049522349,handover,crest,False,0.944605910173593,1.665805217023488,0.7211993068498951
primary,0.2,Phi-minus,8,251.19,linear,0.5513033004020934,0.6113806151402139,0.4263315459417511,0.9681537195822782,0.5418221736405271,0.9358857494305443,2.125297266974998,handover,crest,False,0.4910147683229519,0.9208387730601086,0.42982400473715676
primary,0.2,Phi-minus,9,501.18,linear,0.8053469114394451,0.8407669644057895,0.18633581150710876,0.6741535715403312,0.4878177600332224,0.40904557088981064,1.4799062526292712,trough,handover,False,2.0525666667212628,0.8976993166008141,1.1548673501204485
primary,0.2,Phi-minus,10,1000.0,linear,0.9817070835691791,1.0148483718771215,0.15311083265443612,1.386553715807918,1.2334428831534818,0.3361098837952508,3.0437716274973834,trough,crest,False,0.8877465646660865,0.8976993166008141,0.009952751934727664
primary,0.2,Phi-minus,7,125.89,no_rotation,0.22927899828873854,0.3724221601063356,0.6506687559225397,0.7108957287447105,0.06022697282217082,1.428352234462157,1.5605628722443106,handover,crest,False,0.944605910173593,2.276507372170505,1.331901461996912
primary,0.2,Phi-minus,8,251.19,no_rotation,0.2099887424243888,0.29175906182874395,0.4263315459417511,0.5586508235347483,0.13231927759299716,0.9358857494305443,1.2263538779399692,handover,handover,True,0.4910147683229519,2.2765073721705056,1.7854926038475538
primary,0.2,Phi-minus,9,501.18,no_rotation,0.051719294133413994,0.06740388145492547,0.18633581150710876,0.3453974005402861,0.15906158903317735,0.40904557088981064,0.7582185933296453,trough,handover,False,2.0525666667212628,2.2765073721705056,0.2239407054492428
primary,0.2,Phi-minus,10,1000.0,no_rotation,0.050700734363518185,0.05995973990153277,0.15311083265443612,0.13232602829834603,0.020784804356090092,0.3361098837952508,0.29048294770118954,trough,trough,True,0.8877465646660865,2.2765073721705056,1.388760807504419
primary,0.2,Phi-minus,7,125.89,zero,0.3025963866431681,0.3882607145056571,0.6506687559225397,0.0,0.6506687559225397,1.428352234462157,0.0,handover,trough,False,0.944605910173593,0.0,0.944605910173593
primary,0.2,Phi-minus,8,251.19,zero,0.19538008406320054,0.29509826712636683,0.4263315459417511,0.0,0.4263315459417511,0.9358857494305443,0.0,handover,trough,False,0.4910147683229519,0.0,0.4910147683229519
primary,0.2,Phi-minus,9,501.18,zero,0.1366966009052759,0.28140705014028605,0.18633581150710876,0.0,0.18633581150710876,0.40904557088981064,0.0,trough,trough,True,2.0525666667212628,0.0,2.0525666667212628
primary,0.2,Phi-minus,10,1000.0,zero,0.13335440810447957,0.28016456461034017,0.15311083265443612,0.0,0.15311083265443612,0.3361098837952508,0.0,trough,trough,True,0.8877465646660865,0.0,0.8877465646660865
primary,0.2,Phi-plus,7,125.89,ara,0.10724448928788313,0.1269325049681702,0.6335038428831633,0.7345136832967049,0.10100984041354155,1.3362698124565202,1.549333082746042,handover,crest,False,-2.005424575648626,-1.7654477366439283,0.2399768390046979
primary,0.2,Phi-plus,8,251.19,ara,0.12186995522217876,0.18484305373805304,0.4477291822966663,0.5909173930841438,0.1431882107874775,0.9444094099508393,1.246440858890693,handover,handover,True,-2.859341801204169,2.5473992415288134,0.8764442644466046
primary,0.2,Phi-plus,9,501.18,ara,0.07373228359664039,0.10633545151216572,0.10846890769784193,0.3826113542887369,0.27414244659089493,0.2287969182429896,0.8070543034313357,trough,handover,False,-0.9270045170087073,-1.3836851867905908,0.45668066978188343
primary,0.2,Phi-plus,10,1000.0,ara,0.06136175053816027,0.07758712029411763,0.1414355483155285,0.16122230819103092,0.019786759875502435,0.2983345022220059,0.3400713443974625,trough,trough,True,0.1152274685522219,-2.944427774863953,3.059655243416175
primary,0.2,Phi-plus,7,125.89,persistence,0.23988203627740098,0.3674974172750825,0.6335038428831633,0.8184033829956378,0.18489954011247445,1.3362698124565202,1.7262842955019864,handover,crest,False,-2.005424575648626,-0.8269363025848597,1.1784882730637665
primary,0.2,Phi-plus,8,251.19,persistence,0.3491276425127689,0.47267353384926925,0.4477291822966663,0.8184033829956378,0.37067420069897145,0.9444094099508393,1.7262842955019864,handover,crest,False,-2.859341801204169,-0.8269363025848597,2.032405498619309
primary,0.2,Phi-plus,9,501.18,persistence,0.26123150481593854,0.3501091951734172,0.10846890769784193,0.8184033829956378,0.7099344752977959,0.2287969182429896,1.7262842955019864,trough,crest,False,-0.9270045170087073,-0.8269363025848597,0.10006821442384761
primary,0.2,Phi-plus,10,1000.0,persistence,0.27582657192066423,0.3668647365852196,0.1414355483155285,0.8184033829956378,0.6769678346801092,0.2983345022220059,1.7262842955019864,trough,crest,False,0.1152274685522219,-0.8269363025848597,0.9421637711370816
primary,0.2,Phi-plus,7,125.89,linear,0.2573408136406934,0.3177779491488431,0.6335038428831633,0.8968159763590682,0.2633121334759049,1.3362698124565202,1.8916824735952882,handover,crest,False,-2.005424575648626,-1.3880059377015264,0.6174186379470998
primary,0.2,Phi-plus,8,251.19,linear,0.39437776084300186,0.5242413417744861,0.4477291822966663,0.9389069997709841,0.4911778174743178,0.9444094099508393,1.980466408519448,handover,crest,False,-2.859341801204169,-2.1494228795893133,0.7099189216148556
primary,0.2,Phi-plus,9,501.18,linear,0.6759269633573675,0.7880802007861812,0.10846890769784193,0.5200764966220263,0.41160758892418436,0.2287969182429896,1.0970139019856437,trough,handover,False,-0.9270045170087073,-2.239960125216547,1.3129556082078395
primary,0.2,Phi-plus,10,1000.0,linear,0.8561341263168204,0.9573030589060996,0.1414355483155285,1.335566838748047,1.1941312904325185,0.2983345022220059,2.8171536276949585,trough,crest,False,0.1152274685522219,-2.239960125216547,2.3551875937687687
