condition,state,wait_index,wait_us,a_x,a_y,a_z,b_x,b_y,b_z,u,v,radius,transverse_radius,k,q8_h_linear,purity,i_child_a,i_child_b,i_relation,i_relation_core,i_relation_off,i_unresolved_to_pure,i_unresolved_half_scale,information3_sum,rho_reconstruction_fro_error,purity_closure_abs_error
Hahn,Phi-minus,3,7.94,0.1061212325548431,-0.0034581469321213424,-0.00025489085983426696,-0.07296652231302612,0.003586841862740303,0.0007350267858104442,-0.9371977929309843,-0.05307594276393231,0.938699503981433,0.9119871140132585,0.9301951890551681,0.13110530696339895,0.916311945609425,0.011273739748513659,0.005337519077381505,2.6486365236118052,2.6275766072913567,0.02105991632044857,0.33475221756229967,0.16737610878114983,3.0,2.0606368281536509e-16,4.440892098500626e-16
Hahn,Phi-minus,4,15.85,0.005631175604976897,-0.0048459969423963745,-0.02929799281764861,-0.010412442815414188,0.02261834698694115,-0.024097904459026542,-0.9342375210798339,0.18618346498619848,0.9526090637967183,0.9620286563810163,0.9728973778484251,0.0744935583548566,0.9613110518603102,0.0009135662082027916,0.0012007175851223117,2.8431299236479157,2.7614573646796616,0.0816725589682541,0.15475579255875926,0.07737789627937963,3.0,6.18964553767015e-17,0.0
Hahn,Phi-minus,5,31.62,0.10813018049659621,-0.19797661738545536,-0.06085880956581918,-0.10853789938082564,-0.1436261782195461,-0.06825569428353745,-0.8944689324937024,0.27252905118348253,0.9350651073242936,0.9199785917486439,0.9341375179910347,0.13079737468467167,0.9302682229662611,0.05459067166738211,0.037067794474082774,2.62941442572358,2.6213064123892362,0.008108013334343855,0.2789271081349547,0.13946355406747735,2.9999999999999996,1.5923619394980924e-16,4.440892098500626e-16
Hahn,Phi-minus,6,63.09,-0.16207505080985013,-0.23832105525157665,0.0047949333758776636,-0.10402432076543687,-0.1415201761949486,-0.0010387831363817268,-0.44080948153052224,0.6928483438238039,0.8211892757133374,0.81274694763807,0.8367704843100318,0.3420402399766309,0.802048123696004,0.08308823885731965,0.03085009865136423,2.0942541572753317,2.0488884965056364,0.04536566076969528,0.7918075052159845,0.39590375260799227,3.0,8.719466372446438e-17,4.440892098500626e-16
Hahn,Phi-minus,7,125.89,0.04225462035137819,0.0870893643868128,0.0864796049858011,0.027607256875708263,-0.029605098552365886,0.10783492616897689,0.5245288875907184,0.30353221652391654,0.6060217491023554,0.6086649011380205,0.8075134624399256,0.586464788457719,0.6093448131705408,0.016848732408838357,0.013266993794365333,1.4072635264789597,1.3866027127918734,0.020660813687086277,1.5626207473178366,0.7813103736589183,3.0,2.1702770376710053e-16,2.220446049250313e-16
Hahn,Phi-minus,8,251.19,0.15710372654007182,-0.13324957371179735,-0.04487527957494536,0.010885521037152533,-0.038823429791861194,-0.03465282064838837,0.276977209938869,-0.2944135190627381,0.40422233366357374,0.40539856916853867,0.8056848071878,0.7900928591486263,0.5122122456782405,0.044450820504082895,0.002826571247943237,1.0015715909609364,0.9759193985980936,0.025652192362842774,1.9511510172870374,0.9755755086435187,3.0,1.2480518652453524e-16,4.440892098500626e-16
Hahn,Phi-minus,9,501.18,0.010492106857449744,0.05999956205686935,0.1329645801838913,-0.27031635275939897,-0.15552236781162185,0.19943119051389507,0.13180804778571065,0.02007315314418228,0.13332776506875818,0.12861768608786128,0.8125022457275828,1.0541699892036591,0.4681694896989086,0.021389611336802717,0.13703093720866671,0.7142574102501642,0.6957124851888252,0.01854492506133898,2.1273220412043665,1.0636610206021833,3.0,1.964607843609901e-16,6.661338147750939e-16
Hahn,Phi-minus,10,1000.0,0.031122978202112628,-0.08054582396192518,0.11066807128335143,-0.12035072202341479,-0.08194351297387013,0.10261938993030728,-0.041752101682329776,-0.16046219962319536,0.16580517332944048,0.1653072784787853,0.8319680615078947,1.0022267651626648,0.453838410200638,0.019703691531451573,0.03172977479972453,0.7639201744713743,0.7471535663748157,0.01676660809655861,2.1846463591974494,1.0923231795987247,3.0,3.3206717867373106e-16,1.5543122344752192e-15
Hahn,Psi-plus,0,1.0,-0.021157370511461458,0.028364803709987958,-0.06969189093808326,-0.07176075987861022,0.043155051546363773,0.07599093524453238,0.9064491303361827,-0.1891216593660224,0.925968157081322,0.9087885766900781,0.9382827858741197,0.13574905704455842,0.9117839107278225,0.006109156078991097,0.01278658737166358,2.628239899460635,2.5952086421248586,0.0330312573357765,0.35286435708871045,0.17643217854435522,3.0,1.8330624198102148e-16,4.440892098500626e-16
Hahn,Psi-plus,1,1.99,0.06376776566892559,0.05727450007826032,0.07693764288181815,0.006754563385871611,0.07963428289140209,-0.05128419905995307,0.8671931337324414,-0.13283398762056275,0.8773076994190077,0.8672127213572856,0.9340527723427658,0.1886395282382265,0.8612375853132832,0.013266097189831828,0.009017312211382505,2.422666931851917,2.4117921804409503,0.01087475141096661,0.5550496587468685,0.27752482937343426,3.0,4.2009060990816902e-16,1.3322676295501878e-15
Hahn,Psi-plus,2,3.98,0.07235331197183914,0.048061861660956655,0.07538118362713636,0.035593353745873565,0.07950926257032424,-0.09155764223871593,0.9098588539630759,-0.315999200577035,0.9631711316792707,0.9505601990289549,0.9581093907482818,0.07871947757244746,0.9527789612682837,0.013227267144639267,0.015971411517668357,2.7819171664108264,2.773370862440698,0.008546303970128566,0.18888415492686583,0.09444207746343292,3.0,9.897619815444897e-17,4.440892098500626e-16
Hahn,Psi-plus,3,7.94,0.03238621087305727,0.1167569597739101,0.032000581537658,-0.027493683063271948,0.05381441792244713,0.024462222730276706,0.8790652786957279,-0.25934546427341143,0.9165237771316078,0.8943705538694,0.9216668223967264,0.1618094004716658,0.8937830454718608,0.01570509152910889,0.004250294525621112,2.555176795832713,2.529501399602057,0.025675396230655956,0.42486781811255714,0.21243390905627857,3.0,8.947131679538297e-17,4.440892098500626e-16
Hahn,Psi-plus,4,15.85,0.15610366741951862,0.13377439308901368,0.023462378429143005,0.1120606041557653,0.19922985681299288,0.06032037139160973,0.8747974700441322,-0.18829072638450317,0.8948318340548789,0.918492819966872,0.8806214451584083,0.22454672078671267,0.9326186684424402,0.042814426429709944,0.05588866205430249,2.631771585285749,2.3769421521489202,0.2548294331368286,0.2695253262302386,0.1347626631151193,3.0,8.537236750430695e-17,4.440892098500626e-16
Hahn,Psi-plus,5,31.62,0.12419720872488345,0.15735307983145996,0.042464574898370466,0.0019227520769354925,0.06808280881858561,-0.055522359571157254,0.8249703955512373,-0.23785213811842137,0.8585742793395744,0.8458270379771371,0.8570504348213999,0.2843752858390257,0.8152156447638683,0.041988178508797394,0.007721698244526317,2.211152702302151,2.2088350341144896,0.002317668187661326,0.7391374209445254,0.3695687104722627,3.0,2.645040916420849e-16,1.3322676295501878e-15
Hahn,Psi-plus,6,63.09,0.18430444843969712,0.1855417239032084,-0.02559364659890684,0.1068461080123354,0.21247203288366068,0.09894889083546538,0.7616021473464767,-0.29604901331876343,0.8171186261062574,0.7954347867203108,0.7836427108350106,0.399238663058732,0.8066081778451288,0.06904889576986512,0.06635133855266787,2.0910324770579813,1.9494615965043995,0.1415708805535818,0.773567288619486,0.386783644309743,3.0000000000000004,2.40204397950698e-16,8.881784197001252e-16
Hahn,Psi-plus,7,125.89,0.12929606123905407,0.12238325451758991,-0.05513621460043816,0.09156536876988187,0.1262269416851077,0.049995360467825545,0.6297346358668405,-0.252039861594733,0.6782991990582286,0.616705994860144,0.6900381069529693,0.6316626939888021,0.629950218060606,0.03473513459871598,0.026816993633447854,1.458248744010261,1.3963321959333062,0.06191654807695479,1.4801991277575752,0.7400995638787876,3.0,1.504716382203053e-16,6.661338147750939e-16
Hahn,Psi-plus,8,251.19,-0.05172480549626503,0.1432684681243332,-0.03257750275803284,0.2877548240709528,0.1046497075296541,0.02903193070450477,0.32227693325119255,0.17348212016174824,0.3660033711888579,0.3616213317071111,0.7514847066938191,0.882511922117323,0.4904871180874162,0.024262603148269165,0.09459725306257832,0.8430886161388171,0.8326461998379131,0.010442416300904034,2.0380515276503353,1.0190257638251676,3.0,6.269051597143864e-17,1.1102230246251565e-16
Hahn,Psi-plus,9,501.18,-0.023038156451227282,0.1735447464221254,0.05048042832078675,0.11434411992463478,0.19626222162569462,-0.003439638948608159,0.019400565424314627,-0.10422809830841898,0.10601829283558835,0.12083102585006653,0.7996069464578832,1.0943747607065284,0.46402722668899715,0.03319680930684112,0.051605268514889314,0.7713068289342575,0.6618510256552452,0.10945580327901228,2.1438910932440116,1.0719455466220058,2.9999999999999996,2.137655191936372e-16,6.661338147750939e-16
Hahn,Psi-plus,10,1000.0,-0.010490429433045345,-0.0695345787976787,-0.02558135440690712,0.19302965013555784,0.1432676606519868,0.03896077609835874,-0.011146719197591665,0.04974733713847637,0.05098084837700515,0.09350667172595994,0.6857799172953338,1.263239234327661,0.3992926656830862,0.005599512451552079,0.05930401049433515,0.5322671397864583,0.4754921887680733,0.056774951018385034,2.4028293372676544,1.2014146686338272,3.0,2.333606089517212e-16,7.771561172376096e-16
Hahn,Psi-minus,0,1.0,-0.09350072303565345,-0.05930027975461751,0.005734001825950408,0.02930743961622366,0.05716874094549268,0.03502501506998129,-0.918681237054188,0.22411464050691632,0.9456228568541253,0.9444347302430326,0.9547666821948644,0.09961046095101034,0.9392562841695422,0.012291787164105877,0.0053539426388038635,2.7393794068752584,2.6999845922393044,0.039394814635953956,0.24297486332183205,0.12148743166091602,3.0,6.050430998784137e-17,8.881784197001252e-16
Hahn,Psi-minus,1,1.99,-0.03513334967557372,-0.005436922831814118,-0.0005760618610209933,0.07858778080851053,0.03678157853236463,0.003698238247028862,-0.9002997606530359,0.2597964975527102,0.9370346200501714,0.9061260590669071,0.9155584966838276,0.14740688326600093,0.9024858063774613,0.0012642442365729607,0.0075426007778707895,2.6011363804954026,2.5943151191950884,0.006821261300314241,0.3900567744901533,0.19502838724507665,2.9999999999999996,1.299610672117111e-16,8.881784197001252e-16
Hahn,Psi-minus,2,3.98,-0.11459780644583517,-0.06396614733294112,0.09600397190284415,0.07199617539309533,0.049433544010736706,-0.03694456631557508,-0.8991060506107154,0.2023017945905955,0.9215843457542959,0.8995991923300823,0.927308371782578,0.151107282463126,0.9021163367240875,0.026441087867938723,0.008992025524940713,2.5730322335034694,2.558536229056803,0.014496004446666433,0.3915346531036512,0.1957673265518256,3.0,2.000242234377521e-16,1.3322676295501878e-15
Hahn,Psi-minus,3,7.94,-0.06361884125983075,-0.0038198734677681867,0.06234629805039904,0.053525798115662125,0.029669809686851442,-0.0607205593739093,-0.9336172069557827,0.30596231241048655,0.9824734224087127,0.9747814552325598,0.9769229551703544,0.04060362242093285,0.9779858568229884,0.007949009277142493,0.007432295001453048,2.8965621230133585,2.884886511817756,0.011675611195602453,0.08805657270804579,0.044028286354022894,3.0,8.292495349870457e-17,4.440892098500626e-16
Hahn,Psi-minus,4,15.85,-0.19219135628886513,-0.12358382523252591,-0.08831428572579758,0.09734973104843696,0.09918354422936075,0.06188392198829812,-0.8909789165407839,0.20406946390441563,0.9140502042111389,0.892984787855158,0.8784543233381215,0.20749547245073963,0.8965325929396504,0.060009892354514816,0.02314396538175434,2.5029765140223326,2.442657549828286,0.060318964194046476,0.4138696282413985,0.20693481412069925,3.0,1.5348627060768474e-16,0.0
Hahn,Psi-minus,5,31.62,-0.22584603634431188,-0.08704199892453465,0.007632740314144404,0.27460642910939315,0.027462051291590447,-0.12435756509661827,-0.825630910425891,0.1465177409736481,0.8385307678736104,0.8132543385523845,0.7827018518278153,0.3787673802985744,0.8301642684134303,0.0586410004339181,0.09162765916611375,2.170388414053691,2.0188898861961047,0.15149852785758622,0.6793429263462776,0.3396714631731388,3.0000000000000004,3.439152182478266e-16,1.7763568394002505e-15
Hahn,Psi-minus,6,63.09,-0.18598223754571613,-0.06171476990590394,0.16409120944826255,0.10709106228468254,0.06819555053141957,-0.13824546291533796,-0.7127744327832919,0.20665781875701467,0.7421285913390958,0.7009828367158374,0.7340090903122831,0.5238623183486211,0.6956431252322324,0.06532403052524342,0.03523093675022124,1.6820175336534642,1.6402790368269669,0.04173849682649733,1.217427499071071,0.6087137495355355,3.0,1.8745049761385987e-16,6.661338147750939e-16
Hahn,Psi-minus,7,125.89,-0.3067727026530348,-0.07507700303177027,0.15752586176928107,0.20109365346680064,0.05377126708796562,-0.10122068799904654,-0.5857905432110256,0.4251675145687006,0.723821784668018,0.720874551670839,0.8118131932797668,0.4643650220522152,0.738155612830951,0.12456044460343439,0.053575634307871364,1.7744863724124973,1.7068766127030814,0.06760975970941585,1.047377548676197,0.5236887743380985,3.0,1.9299919386014126e-16,8.881784197001252e-16
Hahn,Psi-minus,8,251.19,-0.06000037013002099,0.054873229691268094,0.033513521132446766,0.13634135058067243,0.02365912393200814,-0.03947349013551593,-0.399917570742482,-0.030386520040736387,0.4010703229967959,0.4097677390051395,0.7655965481102937,0.8333331288929106,0.5024895494853362,0.007734271851185137,0.020706874446870617,0.9815170516432896,0.9078528824559056,0.07366416918738405,1.9900418020586546,0.9950209010293273,3.0,1.6258810878869298e-16,6.661338147750939e-16
Hahn,Psi-minus,9,501.18,-0.1096520099874897,0.11078829462659914,0.06672786322912605,0.1305749627296141,0.11084372116046495,-0.05985695968687177,-0.13064369252422808,0.14353232476468433,0.1940858125899981,0.19428374708044405,0.7716871727228304,1.0342270146871717,0.4414313159052409,0.02875021725169163,0.03291900703549481,0.7040560393337775,0.6708396978423952,0.033216341491382306,2.2342747363790356,1.1171373681895178,2.9999999999999996,1.0186239529574313e-16,4.440892098500626e-16
Hahn,Psi-minus,10,1000.0,-0.0986789475632929,0.13640483201980907,-0.027008295329440657,0.12913362402566442,0.07942788202333326,0.030612465582213533,0.06843757705785689,0.005031009537983966,0.06862224865538424,0.06541446992171115,0.7864156530825867,1.1449620982620292,0.42550235693282074,0.029073260907153727,0.02392140434573641,0.6490147624783933,0.627867605434354,0.021147157044039244,2.2979905722687164,1.1489952861343582,3.0,2.6649327702454206e-17,4.440892098500626e-16
