dataset,cohort,experiment,cell_id,observed_g1_count,observed_division_intervals,lifespan_hours_observed,mean_division_interval_hours,start_size_um2,end_size_um2,size_fold_end,start_rpl13a_concentration,end_rpl13a_concentration,rpl13a_concentration_fold_end,rpl13a_total_fold_end,shadow_min,shadow_min_A,shadow_max,shadow_max_A,late_minus_early_rate
Rpl13A cohort,development,Experiment_7,cell_2.40,17,16,39.3333333333333,2.4583333333333313,18.946,35.751,1.886994616277842,123.520514619457,91.2228590172299,0.7385239552981949,1.3935907276399115,-0.1588983050847449,1.125,0.0,0.0,0.35254237288135315
Rpl13A cohort,development,Experiment_7,cell_2.41,20,19,40.0,2.1052631578947367,18.106,42.868,2.367612945984756,79.075361500123,102.327085857988,1.2940451224851983,3.0637979846843852,-0.18421052631578938,1.6842105263157894,0.0,0.0,0.3430555555555609
Rpl13A cohort,development,Experiment_7,cell_2.42,13,12,26.3333333333333,2.1944444444444415,15.664,34.679,2.213930030643514,122.736922670408,84.0566372971545,0.6848520841839604,1.5162145957236697,-0.13291139240506156,1.5,0.0,0.0,0.30379746835442667
Rpl13A cohort,development,Experiment_7,cell_2.43,15,14,32.3333333333333,2.309523809523807,18.728,29.347,1.5670119607005553,107.898789077093,80.9149802735283,0.7499155548049299,1.1751266438947179,-0.15022091310750763,1.4285714285714286,0.0,0.0,0.3463917525773139
Rpl13A cohort,development,Experiment_7,cell_2.44,13,12,28.0,2.3333333333333335,21.354,32.549,1.5242577503043926,116.325135989649,95.0251022769724,0.8168922517780512,1.245154345936302,-0.11904761904761685,1.6666666666666667,2.220446049250313e-16,0.3333333333333333,0.2500000000000039
Rpl13A cohort,development,Experiment_7,cell_2.45,5,4,6.33333333333333,1.5833333333333326,16.597,26.018,1.5676327047056695,104.491075252162,100.832794234221,0.9649895361004497,1.5127491564898174,-0.13157894736842124,1.5,0.026315789473685514,0.5,0.21052631578947167
Rpl13A cohort,development,Experiment_7,cell_2.46,5,4,19.6666666666667,4.916666666666675,25.154,73.505,2.9221992526039595,98.8692585944547,118.545616896429,1.19901391576813,3.5037575685193767,-0.7881355932203402,1.5,0.0,0.0,2.169491525423732
Rpl13A cohort,development,Experiment_7,cell_2.47,13,12,30.6666666666667,2.5555555555555585,24.014,38.284,1.5942366952610978,85.9527475831655,74.777450774936,0.8699832510017601,1.386959223009552,-0.2681159420289887,1.3333333333333333,0.0,0.0,0.6521739130434835
Rpl13A cohort,development,Experiment_8,cell_2.48,8,7,33.0,4.714285714285714,15.675,34.069,2.1734609250398726,118.295924980491,56.5331252397265,0.4778957960644018,1.038687838986801,-0.3953823953823973,1.1428571428571428,0.0,0.0,1.0252525252525255
Rpl13A cohort,development,Experiment_8,cell_2.49,19,18,40.3333333333333,2.2407407407407387,11.736,38.538,3.283742331288343,100.189135926568,107.70563572156,1.0750231023102255,3.5300988681690066,-0.27364554637281935,1.7777777777777777,0.0,0.0,0.44628099173553015
Rpl13A cohort,development,Experiment_8,cell_2.50,10,9,23.6666666666667,2.6296296296296333,10.78,37.213,3.452040816326531,78.85513246128,108.060100255267,1.3703622945320324,4.7305465738794545,-0.3724569640062614,1.5555555555555556,0.0,0.0,0.6760563380281726
Rpl13A cohort,development,Experiment_8,cell_2.51,16,15,41.0,2.7333333333333334,14.328,42.442,2.962171970965941,119.836787599032,18.2443424550637,0.15224325368357147,0.4509706988301326,-0.3544715447154487,1.2,0.0,0.0,0.9268292682926854
Rpl13A cohort,development,Experiment_8,cell_2.52,9,8,18.3333333333333,2.2916666666666625,15.019,19.891,1.3243891071309672,102.913751372227,88.6293597153703,0.8612003598509229,1.1405643756438315,-0.236363636363635,1.0,0.0,0.0,0.4848484848484811
Rpl13A cohort,development,Experiment_8,cell_2.53,5,4,23.6666666666667,5.916666666666675,19.257,46.151,2.396583060705198,98.5742060920285,93.2109460764215,0.9455916488883522,2.2661889280701226,-0.5985915492957731,1.5,0.0,0.0,1.8591549295774623
Rpl13A cohort,development,Experiment_8,cell_2.54,12,11,28.0,2.5454545454545454,16.585,34.115,2.056979198070546,80.9514991998095,100.289655719708,1.2388857119516323,2.548362138271326,-0.19264069264069028,1.4545454545454546,0.0,0.0,0.36011904761904423
Rpl13A cohort,development,Experiment_8,cell_2.55,5,4,11.3333333333333,2.833333333333325,16.954,21.941,1.294148873422201,96.9698572883463,90.9254434113244,0.9376670849473518,1.2134808016296947,-0.26470588235293757,1.5,0.0,0.0,0.8235294117646966
Rpl13A cohort,development,Experiment_8,cell_2.56,13,12,30.3333333333333,2.527777777777775,19.845,43.801,2.2071554547745027,95.5824196172312,116.941553030804,1.2234629914068662,2.700373015198395,-0.41391941391941267,1.6666666666666667,0.0,0.0,0.7582417582417555
Rpl13A cohort,development,Experiment_8,cell_2.57,12,11,23.6666666666667,2.1515151515151545,13.671,34.921,2.5543851949381904,96.5426481674977,118.157048950494,1.2238844820736237,3.126272401323459,-0.08962868117797851,1.2727272727272727,0.030729833546734642,0.36363636363636365,0.19366197183098932
Rpl13A cohort,development,Experiment_8,cell_2.58,6,5,14.6666666666667,2.93333333333334,17.334,33.885,1.954828660436137,90.933379184467,130.912481648525,1.4396526646497605,2.814274289930607,-0.39090909090909187,0.8,0.0,0.0,0.9659090909090945
Rpl13A cohort,development,Experiment_8,cell_2.59,10,9,40.0,4.444444444444445,13.694,31.719,2.3162698992259383,95.8628169349399,88.5275172933723,0.9234812842340537,2.1390319011698518,-0.7444444444444427,1.7777777777777777,0.0,0.0,1.5999999999999996
Rpl13A cohort,development,Experiment_8,cell_2.60,9,8,24.3333333333333,3.0416666666666625,18.244,27.746,1.5208287656215742,98.0874786726097,91.1529355747484,0.9293024635590136,1.4133099185435425,-0.17123287671232834,0.5,0.0,0.0,0.29223744292236764
