dataset,cohort,experiment,cell_id,interval_index,intervals_observed,maturity_mid_A,life_third,division_interval_hours,local_time_rate,local_time_ara,log_size_change,log_rpl13a_concentration_change,log_rpl13a_total_change
Rpl13A cohort,development,Experiment_7,cell_2.10,15,18,1.6111111111111112,late,2.6666666666667,1.0909090909091044,1.0434782608695714,0.13605751394269194,0.07852403953142484,0.21458155347411675
Rpl13A cohort,development,Experiment_7,cell_2.10,16,18,1.7222222222222223,late,2.3333333333333,0.9545454545454409,0.9767441860465046,0.02481335800421993,-0.1914603851167771,-0.16664702711255708
Rpl13A cohort,development,Experiment_7,cell_2.10,17,18,1.8333333333333333,late,3.6666666666667,1.5000000000000135,1.2000000000000044,0.021358962117733197,0.15429253385969718,0.17565149597743038
Rpl13A cohort,development,Experiment_7,cell_2.10,18,18,1.9444444444444444,late,5.0,2.0454545454545454,1.3432835820895521,0.1682582930282213,-0.2209797826973352,-0.052721489669113906
Rpl13A cohort,development,Experiment_7,cell_2.11,1,16,0.0625,early,1.33333333333333,0.5423728813559313,0.7032967032967026,0.04209742325374321,-0.23460133674563013,-0.1925039134918869
Rpl13A cohort,development,Experiment_7,cell_2.11,2,16,0.1875,early,1.66666666666667,0.6779661016949172,0.8080808080808095,0.10084130706145288,0.03172196920451868,0.13256327626597156
Rpl13A cohort,development,Experiment_7,cell_2.11,3,16,0.3125,early,2.0,0.813559322033899,0.8971962616822434,-0.10084130706145286,0.2520355493630436,0.1511942423015908
Rpl13A cohort,development,Experiment_7,cell_2.11,4,16,0.4375,early,2.3333333333333304,0.9491525423728809,0.9739130434782606,-0.015817855159634693,-0.43009834071363684,-0.4459161958732714
Rpl13A cohort,development,Experiment_7,cell_2.11,5,16,0.5625,early,2.6666666666666696,1.0847457627118666,1.040650406504066,0.03847391036784925,0.10410403347897866,0.1425779438468279
Rpl13A cohort,development,Experiment_7,cell_2.11,6,16,0.6875,middle,2.3333333333333,0.9491525423728686,0.9739130434782541,0.10215917671383706,-0.06921557636229558,0.03294360035154154
Rpl13A cohort,development,Experiment_7,cell_2.11,7,16,0.8125,middle,2.6666666666667,1.0847457627118788,1.0406504065040716,0.07891090247813641,0.04393760123074904,0.12284850370888574
Rpl13A cohort,development,Experiment_7,cell_2.11,8,16,0.9375,middle,3.3333333333333,1.3559322033898182,1.1510791366906432,0.054074544407361265,0.012633818909558767,0.06670836331692012
Rpl13A cohort,development,Experiment_7,cell_2.11,9,16,1.0625,middle,2.0,0.813559322033899,0.8971962616822434,-0.02563444179767952,-0.0982153961698269,-0.1238498379675063
Rpl13A cohort,development,Experiment_7,cell_2.11,10,16,1.1875,middle,2.6666666666667,1.0847457627118788,1.0406504065040716,0.1375466718057584,0.1003073693866869,0.23785404119244524
Rpl13A cohort,development,Experiment_7,cell_2.11,11,16,1.3125,middle,2.0,0.813559322033899,0.8971962616822434,-0.09833982938419304,-0.03754858539708837,-0.13588841478128136
Rpl13A cohort,development,Experiment_7,cell_2.11,12,16,1.4375,late,2.0,0.813559322033899,0.8971962616822434,0.054409370656034024,-0.06533036998430573,-0.010920999328271926
Rpl13A cohort,development,Experiment_7,cell_2.11,13,16,1.5625,late,3.0,1.2203389830508484,1.0992366412213743,0.29051058076318864,0.07210298718356523,0.3626135679467539
Rpl13A cohort,development,Experiment_7,cell_2.11,14,16,1.6875,late,2.6666666666667,1.0847457627118788,1.0406504065040716,0.10590991647180639,0.0029711536161293847,0.10888107008793572
Rpl13A cohort,development,Experiment_7,cell_2.11,15,16,1.8125,late,2.0,0.813559322033899,0.8971962616822434,-0.164546692815902,-0.12757361682788385,-0.2921203096437857
Rpl13A cohort,development,Experiment_7,cell_2.11,16,16,1.9375,late,4.6666666666666,1.8983050847457372,1.3099415204678302,0.2521930342826595,0.31056210502622483,0.5627551393088843
Rpl13A cohort,development,Experiment_7,cell_2.12,1,12,0.08333333333333333,early,2.0,0.6728971962616817,0.8044692737430164,-0.15541174210539627,0.04360381047940211,-0.11180793162599417
Rpl13A cohort,development,Experiment_7,cell_2.12,2,12,0.25,early,1.66666666666667,0.5607476635514025,0.7185628742514976,0.17623253076697631,0.03441327779489224,0.2106458085618686
Rpl13A cohort,development,Experiment_7,cell_2.12,3,12,0.41666666666666663,early,1.9999999999999996,0.6728971962616814,0.8044692737430161,-0.11194084462146692,-0.17920914042323832,-0.29114998504470524
Rpl13A cohort,development,Experiment_7,cell_2.12,4,12,0.5833333333333333,early,2.3333333333333304,0.7850467289719609,0.8795811518324597,0.013934810348338773,-0.13359292225106015,-0.11965811190272153
Rpl13A cohort,development,Experiment_7,cell_2.12,5,12,0.75,middle,2.6666666666667,0.8971962616822533,0.9458128078817791,0.2139140830065615,-0.08240248880765302,0.1315115941989085
Rpl13A cohort,development,Experiment_7,cell_2.12,6,12,0.9166666666666667,middle,3.6666666666666003,1.2336448598130607,1.1046025104602417,0.052669597003637866,0.10703732013112083,0.1597069171347585
Rpl13A cohort,development,Experiment_7,cell_2.12,7,12,1.0833333333333335,middle,1.6666666666666998,0.5607476635514125,0.7185628742515057,0.00422367719993893,-0.26035314063933307,-0.25612946343939413
Rpl13A cohort,development,Experiment_7,cell_2.12,8,12,1.25,middle,2.3333333333333,0.7850467289719507,0.8795811518324532,-0.006360666333445109,0.027729415983379118,0.02136874964993378
Rpl13A cohort,development,Experiment_7,cell_2.12,9,12,1.4166666666666665,late,2.3333333333333997,0.7850467289719842,0.8795811518324743,0.022682663026922463,0.046876357096410456,0.06955902012333284
Rpl13A cohort,development,Experiment_7,cell_2.12,10,12,1.5833333333333335,late,6.3333333333333,2.130841121495314,1.3611940298507437,0.2548697138588882,0.28949666825432296,0.544366382113211
Rpl13A cohort,development,Experiment_7,cell_2.12,11,12,1.75,late,2.6666666666667,0.8971962616822533,0.9458128078817791,0.0761896778297863,-0.13131115876178073,-0.05512148093199432
Rpl13A cohort,development,Experiment_7,cell_2.12,12,12,1.9166666666666665,late,6.0,2.0186915887850447,1.337461300309597,0.20139548323461293,0.1216587928750444,0.32305427610965726
