dataset,cohort,experiment,cell_id,generation_observation,observed_g1_count,hours_elapsed,lifespan_hours_observed,maturity_A,time_elapsed_B,time_remaining_B,time_shadow,te_ara_sum,size_um2,size_fold,size_ara,rpl13a_concentration,rpl13a_concentration_fold,rpl13a_concentration_ara,rpl13a_total,rpl13a_total_fold,rpl13a_total_ara
Rpl13A cohort,development,Experiment_7,cell_2.1,15,19,27.3333333333333,43.3333333333333,1.5555555555555556,1.261538461538461,0.738461538461539,-0.2940170940170945,2.2940170940170947,35.244,2.0171703296703294,1.3371272478943774,74.1323541471148,0.6120958155910979,0.7593789521333932,2612.720689560914,1.2347015181257242,1.1050258910293183
Rpl13A cohort,development,Experiment_7,cell_2.1,16,19,29.3333333333333,43.3333333333333,1.6666666666666667,1.3538461538461533,0.6461538461538467,-0.3128205128205135,2.3128205128205135,35.278,2.0191163003663,1.3375545023696682,73.6621989776858,0.6082138396954598,0.7563842875654329,2598.6550555348,1.2280544778374787,1.1023558804804563
Rpl13A cohort,development,Experiment_7,cell_2.1,17,19,32.3333333333333,43.3333333333333,1.7777777777777777,1.492307692307692,0.5076923076923081,-0.2854700854700858,2.285470085470086,34.622,1.9815705128205128,1.3292125772641763,84.8238284844785,0.7003731511713632,0.8237875911988918,2936.7705897896144,1.3878387843323565,1.162422516493632
Rpl13A cohort,development,Experiment_7,cell_2.1,18,19,36.0,43.3333333333333,1.8888888888888888,1.6615384615384627,0.33846153846153726,-0.2273504273504261,2.227350427350426,45.598,2.609775641025641,1.4459489456159822,96.7836283951855,0.7991227938189313,0.8883471395775749,4413.139887563669,2.085531201497002,1.351813393094303
Rpl13A cohort,development,Experiment_7,cell_2.1,19,19,43.3333333333333,43.3333333333333,2.0,2.0,0.0,0.0,2.0,50.101,2.8675022893772892,1.4828703772216714,103.618190267059,0.8555543852785835,0.9221550088386495,5191.374950569923,2.4533041584731174,1.4208445279594768
Rpl13A cohort,development,Experiment_7,cell_2.2,1,14,0.0,28.0,0.0,0.0,2.0,0.0,2.0,20.593,1.0,1.0,99.6182267131962,1.0,1.0,2051.4381427048493,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.2,2,14,2.0,28.0,0.15384615384615385,0.14285714285714285,1.8571428571428572,-0.010989010989011005,2.010989010989011,21.296,1.0341378138202302,1.016782448852921,87.1408916547457,0.874748472542348,0.9331902229594574,1855.7524286794644,0.9046104730375294,0.9499165166248715
Rpl13A cohort,development,Experiment_7,cell_2.2,3,14,3.33333333333333,28.0,0.3076923076923077,0.23809523809523786,1.761904761904762,-0.06959706959706985,2.06959706959707,21.86,1.0615257611809839,1.029844769509811,72.1779300416397,0.7245454212856256,0.8402740946602458,1577.8095507102437,0.7691236298404203,0.8694967574536295
Rpl13A cohort,development,Experiment_7,cell_2.2,4,14,5.33333333333333,28.0,0.46153846153846156,0.38095238095238076,1.6190476190476193,-0.0805860805860808,2.0805860805860807,17.829,0.8657796338561647,0.9280620477851231,76.2188954998132,0.7651099403651266,0.8669261022991664,1358.9066878661697,0.6624166040290314,0.796932131721494
Rpl13A cohort,development,Experiment_7,cell_2.2,5,14,7.66666666666667,28.0,0.6153846153846154,0.5476190476190478,1.452380952380952,-0.06776556776556764,2.0677655677655675,25.765,1.2511533045209537,1.1115665041632512,83.9400096582263,0.8426169831339405,0.9145872320147723,2162.7143488442007,1.0542430228935065,1.0264053582214936
Rpl13A cohort,development,Experiment_7,cell_2.2,6,14,9.66666666666667,28.0,0.7692307692307693,0.6904761904761907,1.3095238095238093,-0.07875457875457859,2.0787545787545785,26.663,1.2947603554605933,1.1284492974437108,80.377399750344,0.8068543518823408,0.8931039195735703,2143.102609543422,1.0446830274481063,1.02185327840466
Rpl13A cohort,development,Experiment_7,cell_2.2,7,14,12.0,28.0,0.9230769230769231,0.8571428571428571,1.1428571428571428,-0.06593406593406603,2.0659340659340657,28.437,1.380906133152042,1.1599836834591069,74.9596814607612,0.7524695423114922,0.8587533467988167,2131.6284616996663,1.0390898059880493,1.019170222848085
Rpl13A cohort,development,Experiment_7,cell_2.2,8,14,14.3333333333333,28.0,1.0769230769230769,1.0238095238095215,0.9761904761904785,-0.05311355311355537,2.0531135531135556,30.268,1.4698198416937795,1.1902243369182675,69.4718043571357,0.697380455859218,0.8217137807283192,2102.7725742817834,1.0250236312313317,1.0123572045508011
Rpl13A cohort,development,Experiment_7,cell_2.2,9,14,16.3333333333333,28.0,1.2307692307692308,1.1666666666666643,0.8333333333333357,-0.06410256410256654,2.0641025641025665,29.22,1.4189287622007478,1.1731877220805813,74.4166340170021,0.747018256320199,0.8551922724536007,2174.4540459768014,1.059965689781781,1.029110042987237
Rpl13A cohort,development,Experiment_7,cell_2.2,10,14,18.3333333333333,28.0,1.3846153846153846,1.309523809523807,0.6904761904761929,-0.07509157509157749,2.0750915750915775,31.869,1.5475647064536493,1.214936525485113,63.0581953695183,0.6329985731533316,0.7752591870683719,2009.6016282311787,0.9796062510476146,0.9896980781195285
Rpl13A cohort,development,Experiment_7,cell_2.2,11,14,20.6666666666667,28.0,1.5384615384615385,1.4761904761904785,0.5238095238095215,-0.06227106227106005,2.0622710622710603,30.533,1.4826882921381053,1.1944216250048898,64.9561279623876,0.652050634763839,0.789383353079913,1983.3054550755805,0.9667878420455638,0.983113502511845
Rpl13A cohort,development,Experiment_7,cell_2.2,12,14,22.6666666666667,28.0,1.6923076923076923,1.6190476190476215,0.3809523809523785,-0.07326007326007078,2.073260073260071,31.167,1.513475452823775,1.2042890262751158,70.696394565881,0.7096732886986434,0.8301858529226099,2203.394529434813,1.074073101970117,1.0357138337601295
Rpl13A cohort,development,Experiment_7,cell_2.2,13,14,25.0,28.0,1.8461538461538463,1.7857142857142858,0.2142857142857142,-0.06043956043956045,2.0604395604395602,30.948,1.502840771135823,1.2009080149783669,76.8102340753159,0.7710459883657117,0.8707238472979673,2377.1231241628766,1.1587593477367089,1.073541938754385
Rpl13A cohort,development,Experiment_7,cell_2.2,14,14,28.0,28.0,2.0,2.0,0.0,0.0,2.0,35.163,1.707521973486136,1.261317167659086,76.940529015681,0.7723539311455025,0.8715572184234297,2705.4598217783905,1.3188113087393436,1.1374891124335038
Rpl13A cohort,development,Experiment_7,cell_2.3,1,9,0.0,39.3333333333333,0.0,0.0,2.0,0.0,2.0,16.102,1.0,1.0,94.9276088600559,1.0,1.0,1528.52435786462,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.3,2,9,2.0,39.3333333333333,0.25,0.10169491525423738,1.8983050847457625,-0.14830508474576262,2.1483050847457625,17.633,1.095081356353248,1.045383133244405,88.1859846379532,0.9289814174921299,0.9631833765406608,1554.9834671210288,1.0173102306942448,1.0085808471254754
Rpl13A cohort,development,Experiment_7,cell_2.3,3,9,4.0,39.3333333333333,0.5,0.20338983050847476,1.7966101694915253,-0.29661016949152524,2.296610169491525,18.013,1.1186809092038257,1.0560164150666864,92.3417554281965,0.9727597327804653,0.9861917968179827,1663.3520405281038,1.0882077423037215,1.042240884619272
Rpl13A cohort,development,Experiment_7,cell_2.3,4,9,7.0,39.3333333333333,0.75,0.3559322033898308,1.644067796610169,-0.3940677966101692,2.394067796610169,21.215,1.317538194013166,1.137015301337192,89.8406392652459,0.946412117023728,0.9724683778385979,1905.9691620121916,1.2469341114556196,1.109898243209121
Rpl13A cohort,development,Experiment_7,cell_2.3,5,9,9.33333333333333,39.3333333333333,1.0,0.4745762711864409,1.525423728813559,-0.525423728813559,2.525423728813559,21.768,1.3518817538194012,1.1496171111697913,70.4676950551703,0.7423308761422098,0.8521124044886873,1533.940785960947,1.0035435667534236,1.001768649712552
Rpl13A cohort,development,Experiment_7,cell_2.3,6,9,11.3333333333333,39.3333333333333,1.25,0.5762711864406768,1.4237288135593231,-0.6737288135593232,2.673728813559323,22.459,1.3947956775555832,1.1648556832032364,55.9092855645962,0.5889675957920603,0.7413210909420399,1255.6666444952662,0.8214894568310696,0.9019974875509335
Rpl13A cohort,development,Experiment_7,cell_2.3,7,9,15.0,39.3333333333333,1.5,0.7627118644067803,1.2372881355932197,-0.7372881355932197,2.7372881355932197,24.913,1.5471991057011552,1.21482384493478,48.6738161839072,0.5127466789526225,0.6779015761021295,1212.61078258968,0.7933212031267347,0.8847508207046726
Rpl13A cohort,development,Experiment_7,cell_2.3,8,9,23.3333333333333,39.3333333333333,1.75,1.186440677966101,0.813559322033899,-0.563559322033899,2.563559322033899,25.938,1.6108557943112656,1.2339676498572787,42.1053111133384,0.4435517929816484,0.6145284085242201,1092.1275596577714,0.7144979758016392,0.8334777712030427
Rpl13A cohort,development,Experiment_7,cell_2.3,9,9,39.3333333333333,39.3333333333333,2.0,2.0,0.0,0.0,2.0,37.824,2.3490249658427524,1.402811259874643,44.2820566555202,0.4664823773324119,0.6361922714420358,1674.924510938396,1.0957787504795147,1.0457007928234794
Rpl13A cohort,development,Experiment_7,cell_2.4,1,11,0.0,24.3333333333333,0.0,0.0,2.0,0.0,2.0,18.808,1.0,1.0,115.588924018916,1.0,1.0,2173.996482947772,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.4,2,11,0.666666666666667,24.3333333333333,0.2,0.054794520547945307,1.9452054794520548,-0.1452054794520547,2.1452054794520548,17.357,0.9228519778817524,0.9598783354071616,115.484141374566,0.9990934888853809,0.9995465389089309,2004.4582418383418,0.9220154023066544,0.9594256125108288
Rpl13A cohort,development,Experiment_7,cell_2.4,3,11,2.0,24.3333333333333,0.4,0.16438356164383583,1.8356164383561642,-0.2356164383561642,2.235616438356164,22.505,1.1965652913653764,1.0894875704983904,85.7814507384899,0.7421251773608677,0.8519768694062588,1930.511548869715,0.8880012290783882,0.9406786557144969
Rpl13A cohort,development,Experiment_7,cell_2.4,4,11,4.0,24.3333333333333,0.6,0.32876712328767166,1.6712328767123283,-0.2712328767123283,2.2712328767123284,24.337,1.293970650786899,1.1281492641093986,103.292908492861,0.8936228913763159,0.9438234988032028,2513.8395139907584,1.156321794312282,1.072494650253321
Rpl13A cohort,development,Experiment_7,cell_2.4,5,11,5.66666666666667,24.3333333333333,0.8,0.4657534246575351,1.5342465753424648,-0.33424657534246494,2.3342465753424646,24.59,1.307422373458103,1.1332319461726348,110.907417700067,0.9594986599400919,0.979330764093941,2727.2134012446477,1.2544700153087442,1.11287354171082
Rpl13A cohort,development,Experiment_7,cell_2.4,6,11,7.66666666666667,24.3333333333333,1.0,0.6301369863013709,1.369863013698629,-0.36986301369862906,2.369863013698629,23.3,1.2388345384942578,1.106678065925715,97.438747710727,0.84297650953807,0.9147989734816061,2270.322821659939,1.0443084151550952,1.0216740364744492
Rpl13A cohort,development,Experiment_7,cell_2.4,7,11,9.66666666666667,24.3333333333333,1.2,0.7945205479452068,1.2054794520547931,-0.4054794520547932,2.4054794520547933,22.528,1.1977881752445767,1.0899941939229727,80.659857313373,0.6978164906195778,0.8220163892564458,1817.1052655556668,0.8358363409547985,0.9105782713943761
Rpl13A cohort,development,Experiment_7,cell_2.4,8,11,12.3333333333333,24.3333333333333,1.4,1.013698630136985,0.986301369863015,-0.3863013698630149,2.386301369863015,23.957,1.273766482347937,1.1204021980591607,90.7827719109621,0.7853933469966863,0.8797986710523392,2174.882866670919,1.0004077208634419,1.0002038188811158
Rpl13A cohort,development,Experiment_7,cell_2.4,9,11,15.0,24.3333333333333,1.6,1.2328767123287687,0.7671232876712313,-0.36712328767123137,2.367123287671231,25.638,1.363143343258188,1.1536696215632454,94.956765769788,0.8215040201797227,0.9020062663366146,2434.501560805825,1.1198277365678293,1.0565271104348508
Rpl13A cohort,development,Experiment_7,cell_2.4,10,11,18.0,24.3333333333333,1.8,1.4794520547945225,0.5205479452054775,-0.3205479452054776,2.320547945205478,29.37,1.5615695448745215,1.2192286935945866,101.76217073193,0.8803799463976041,0.9363851684168608,2988.7549543967843,1.3747745122127624,1.157814777902242
Rpl13A cohort,development,Experiment_7,cell_2.4,11,11,24.3333333333333,24.3333333333333,2.0,2.0,0.0,0.0,2.0,46.197,2.4562420246703534,1.4213368202445966,105.949831892192,0.9166088601608007,0.9564902669644327,4894.564383923594,2.2514132025121496,1.38488285695133
Rpl13A cohort,development,Experiment_7,cell_2.5,1,10,0.0,35.3333333333333,0.0,0.0,2.0,0.0,2.0,20.179,1.0,1.0,86.5240407832275,1.0,1.0,1745.9686189647477,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.5,2,10,1.33333333333333,35.3333333333333,0.2222222222222222,0.07547169811320742,1.9245283018867925,-0.1467505241090148,2.146750524109015,20.778,1.0296843252886665,1.0146250946114217,110.286922214832,1.2746390623519155,1.1207396227812716,2291.541669779779,1.3124758629044104,1.1351261078729484
Rpl13A cohort,development,Experiment_7,cell_2.5,3,10,3.66666666666667,35.3333333333333,0.4444444444444444,0.20754716981132115,1.7924528301886788,-0.23689727463312327,2.2368972746331233,19.188,0.9508895386292681,0.9748266314425789,132.882616103726,1.5357883762807922,1.2112906507863348,2549.7516377982943,1.460365100553835,1.1871125145004722
Rpl13A cohort,development,Experiment_7,cell_2.5,4,10,5.33333333333333,35.3333333333333,0.6666666666666666,0.3018867924528303,1.6981132075471697,-0.36477987421383634,2.3647798742138364,18.682,0.9258139650131325,0.9614780885720903,95.4733897641024,1.1034319352155095,1.049172941364947,1783.6338675729608,1.0215726950639847,1.0106712437878973
Rpl13A cohort,development,Experiment_7,cell_2.5,5,10,8.0,35.3333333333333,0.8888888888888888,0.4528301886792457,1.5471698113207544,-0.43605870020964316,2.436058700209643,21.25,1.0530749789385005,1.0258514567090686,94.8902515694618,1.096692326323438,1.0461166023786563,2016.4178458510632,1.1548992484450695,1.0718823622760283
Rpl13A cohort,development,Experiment_7,cell_2.5,6,10,10.0,35.3333333333333,1.1111111111111112,0.5660377358490571,1.4339622641509429,-0.545073375262054,2.545073375262054,20.409,1.0113979880073343,1.0056666995170986,84.6990004646882,0.9789071302955943,0.9893411523049821,1728.6219004838213,0.9900647020269975,0.9950075502756855
Rpl13A cohort,development,Experiment_7,cell_2.5,7,10,12.0,35.3333333333333,1.3333333333333333,0.6792452830188686,1.3207547169811313,-0.6540880503144647,2.6540880503144644,17.99,0.8915208880519352,0.9426497943357175,74.8384980546874,0.8649445561862233,0.9275820595492863,1346.3445800038264,0.7711161388468288,0.8707685757399303
Rpl13A cohort,development,Experiment_7,cell_2.5,8,10,14.3333333333333,35.3333333333333,1.5555555555555556,0.8113207547169801,1.18867924528302,-0.7442348008385755,2.7442348008385755,26.156,1.296199018781902,1.128995359879141,52.3293637415604,0.604795652952264,0.7537354077943208,1368.7268380242538,0.7839355319202843,0.8788832532265686
Rpl13A cohort,development,Experiment_7,cell_2.5,9,10,24.0,35.3333333333333,1.7777777777777777,1.358490566037737,0.6415094339622629,-0.4192872117400406,2.4192872117400404,26.375,1.3070518856236684,1.1330927525024703,46.2674599775856,0.5347353123914024,0.6968436942500339,1220.3042569088202,0.6989267983707438,0.8227862425161679
Rpl13A cohort,development,Experiment_7,cell_2.5,10,10,35.3333333333333,35.3333333333333,2.0,2.0,0.0,0.0,2.0,37.559,1.8612914415977007,1.3010149295091622,40.1180854844147,0.4636640304967299,0.633566202128195,1506.7951727091315,0.8630138917402586,0.9264706995116492
Rpl13A cohort,development,Experiment_7,cell_2.6,1,10,0.0,29.3333333333333,0.0,0.0,2.0,0.0,2.0,19.591,1.0,1.0,109.174403877869,1.0,1.0,2138.8357463713314,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.6,2,10,1.66666666666667,29.3333333333333,0.2222222222222222,0.113636363636364,1.886363636363636,-0.10858585858585822,2.108585858585858,18.9,0.9647287019549792,0.9820477514224104,83.5199679273993,0.7650141879485897,0.866864632785459,1578.5273938278467,0.7380311445167854,0.8492726345499129
Rpl13A cohort,development,Experiment_7,cell_2.6,3,10,4.0,29.3333333333333,0.4444444444444444,0.27272727272727304,1.727272727272727,-0.17171717171717138,2.1717171717171713,21.25,1.0846817416160481,1.0406209446389656,83.0106331605179,0.7603488566182607,0.8638615621666468,1763.9759546610053,0.824736522032466,0.9039513508655385
Rpl13A cohort,development,Experiment_7,cell_2.6,4,10,5.66666666666667,29.3333333333333,0.6666666666666666,0.386363636363637,1.6136363636363629,-0.2803030303030296,2.2803030303030294,16.401,0.837170129140932,0.9113691931540342,80.4092901203634,0.7365214488399268,0.8482722160811267,1318.79276726408,0.6165937564403879,0.7628308027096168
Rpl13A cohort,development,Experiment_7,cell_2.6,5,10,8.0,29.3333333333333,0.8888888888888888,0.5454545454545461,1.454545454545454,-0.34343434343434276,2.3434343434343425,17.253,0.8806594864989025,0.9365432634893062,74.9086568687301,0.6861375396427973,0.8138571421500447,1292.3990569562004,0.6042535333294463,0.7533142620859766
Rpl13A cohort,development,Experiment_7,cell_2.6,6,10,10.0,29.3333333333333,1.1111111111111112,0.6818181818181825,1.3181818181818175,-0.4292929292929286,2.4292929292929286,28.091,1.4338726966464193,1.1782643345497252,72.1259942961795,0.6606493072942744,0.7956518024515148,2026.0913057739783,0.9472870037876302,0.9729300323425162
Rpl13A cohort,development,Experiment_7,cell_2.6,7,10,12.3333333333333,29.3333333333333,1.3333333333333333,0.8409090909090896,1.1590909090909105,-0.49242424242424365,2.492424242424244,22.425,1.1446582614465826,1.067450495049505,77.0416670463139,0.7056751794358201,0.8274438040063802,1727.6593835135893,0.8077569240390111,0.8936565677583098
Rpl13A cohort,development,Experiment_7,cell_2.6,8,10,14.6666666666667,29.3333333333333,1.5555555555555556,1.0000000000000033,0.9999999999999967,-0.5555555555555522,2.5555555555555522,27.17,1.3868613138686132,1.162079510703364,78.9651119351988,0.7232932732431985,0.8394314356975086,2145.4820912793516,1.003107459242392,1.0015513192904626
Rpl13A cohort,development,Experiment_7,cell_2.6,9,10,17.0,29.3333333333333,1.7777777777777777,1.1590909090909105,0.8409090909090895,-0.6186868686868672,2.618686868686867,23.911,1.2205094175897095,1.0993057790446417,78.0949604103835,0.7153229844767149,0.8340388264486935,1867.3285983726798,0.8730584391722083,0.9322276560234324
Rpl13A cohort,development,Experiment_7,cell_2.6,10,10,29.3333333333333,29.3333333333333,2.0,2.0,0.0,0.0,2.0,42.822,2.185799601857996,1.3722141220579047,50.2719792985941,0.4604740443999333,0.6305816199412552,2152.7466975243965,1.0065039829153155,1.0032414502890075
Rpl13A cohort,development,Experiment_7,cell_2.7,1,18,0.0,41.3333333333333,0.0,0.0,2.0,0.0,2.0,15.249,1.0,1.0,105.527967854507,1.0,1.0,1609.1959818133773,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.7,2,18,2.0,41.3333333333333,0.11764705882352941,0.09677419354838718,1.9032258064516128,-0.020872865275142233,2.020872865275142,20.95,1.3738605810217062,1.1574905384126635,97.8551448278376,0.9272910946485009,0.9622740407230701,2050.065284143198,1.2739686820700435,1.1204804112872144
Rpl13A cohort,development,Experiment_7,cell_2.7,3,18,3.66666666666667,41.3333333333333,0.23529411764705882,0.17741935483871,1.82258064516129,-0.05787476280834883,2.057874762808349,20.801,1.3640894484884254,1.154008321775312,88.9267523758326,0.8426842114351834,0.9146268321025606,1849.7653761696938,1.1494966412265228,1.06954960447913
Rpl13A cohort,development,Experiment_7,cell_2.7,4,18,5.66666666666667,41.3333333333333,0.35294117647058826,0.27419354838709714,1.7258064516129028,-0.07874762808349112,2.078747628083491,15.917,1.043806151223031,1.0214336135532311,77.5564687337701,0.73493757447029,0.8472207706893208,1234.4663128354186,0.767132360997023,0.8682228653932905
Rpl13A cohort,development,Experiment_7,cell_2.7,5,18,7.33333333333333,41.3333333333333,0.47058823529411764,0.3548387096774195,1.6451612903225805,-0.11574952561669816,2.1157495256166983,23.553,1.5445602990360023,1.2140095871346839,55.8755728877186,0.5294859175603106,0.692371092118188,1316.0373682244362,0.8178229271623054,0.8997828280656135
Rpl13A cohort,development,Experiment_7,cell_2.7,6,18,10.0,41.3333333333333,0.5882352941176471,0.4838709677419359,1.516129032258064,-0.10436432637571119,2.1043643263757112,23.715,1.5551839464882942,1.2172774869109946,57.0464050441454,0.5405809114300025,0.7017884064631477,1352.8554956219082,0.8407027552339503,0.9134584634520182
Rpl13A cohort,development,Experiment_7,cell_2.7,7,18,12.0,41.3333333333333,0.7058823529411765,0.5806451612903231,1.419354838709677,-0.12523719165085345,2.1252371916508537,25.247,1.6556495507902156,1.246888581588305,62.1916884584195,0.5893384448013262,0.7416147853580626,1570.1535585097172,0.9757379313987201,0.9877199965563735
Rpl13A cohort,development,Experiment_7,cell_2.7,8,18,14.0,41.3333333333333,0.8235294117647058,0.6774193548387102,1.3225806451612898,-0.14611005692599566,2.1461100569259957,23.761,1.5582005377401795,1.2182004614201485,65.4053266029467,0.6197913968467773,0.7652731062201164,1554.0959654126166,0.9657592878533854,0.9825814318374629
Rpl13A cohort,development,Experiment_7,cell_2.7,9,18,15.3333333333333,41.3333333333333,0.9411764705882353,0.7419354838709667,1.2580645161290334,-0.19924098671726853,2.1992409867172684,22.908,1.502262443438914,1.2007233273056057,70.7146176344635,0.6701030927835055,0.8024691358024695,1619.9304607702898,1.0066707095209224,1.0033242671501967
Rpl13A cohort,development,Experiment_7,cell_2.7,10,18,16.3333333333333,41.3333333333333,1.0588235294117647,0.7903225806451604,1.2096774193548396,-0.26850094876660435,2.2685009487666044,26.456,1.7349334382582464,1.2687207768852655,61.4846333974178,0.5826382772971388,0.7362873571997514,1626.6374611620854,1.0108386296919867,1.0053901041744195
Rpl13A cohort,development,Experiment_7,cell_2.7,11,18,18.3333333333333,41.3333333333333,1.1764705882352942,0.8870967741935475,1.1129032258064524,-0.28937381404174667,2.2893738140417463,20.075,1.316479769165191,1.1366209942248895,84.9304334356862,0.8048144502581634,0.8918528440893649,1704.9784512214003,1.0595219416966772,1.0289008533930168
Rpl13A cohort,development,Experiment_7,cell_2.7,12,18,20.6666666666667,41.3333333333333,1.2941176470588236,1.0000000000000024,0.9999999999999976,-0.29411764705882115,2.294117647058821,24.406,1.6004983933372678,1.2309166561593747,88.1531831145046,0.8353537446683587,0.9102918138751546,2151.466587092599,1.3369823262099783,1.1441954962305951
Rpl13A cohort,development,Experiment_7,cell_2.7,13,18,22.3333333333333,41.3333333333333,1.411764705882353,1.0806451612903218,0.9193548387096782,-0.3311195445920312,2.331119544592031,23.968,1.5717751983736639,1.2223270520437566,84.0338584614263,0.7963183615672866,0.8866116147390481,2014.1235196034656,1.2516334507210127,1.1117559568323323
Rpl13A cohort,development,Experiment_7,cell_2.7,14,18,24.6666666666667,41.3333333333333,1.5294117647058822,1.1935483870967767,0.8064516129032233,-0.33586337760910556,2.3358633776091056,29.347,1.9245196406321725,1.316127006906449,95.8041384588751,0.9078554283444719,0.9517025397802359,2811.5640513526077,1.74718560270347,1.271982206796721
