local_child_ara,time_us,storage_ara,release_flow_ara,remaining_muon_fraction,delayed_release_rate,stage,quadrant
1.8933305669984646,1.3255,0.11700717395480832,0.18249704708883757,0.6365844329916738,0.7854878078938653,post-handover,storage-low / flow-low
1.902760943406592,1.3305,0.10623520949843651,0.16569616997268247,0.6348112017826435,0.7835048713744392,post-handover,storage-low / flow-low
1.9121675062341432,1.3355,0.0954904416822463,0.14893373096799056,0.6330424475593428,0.7815264715428558,post-handover,storage-low / flow-low
1.9215503233831057,1.3405,0.08477279999957814,0.13221905171253306,0.6312781587152899,0.7795537085926245,post-handover,storage-low / flow-low
1.9309094469470993,1.3455,0.07408221686631229,0.11554098609660088,0.6295183241250981,0.7775852669955239,post-handover,storage-low / flow-low
1.9402449465525973,1.3505,0.06341862153692678,0.09891191126579883,0.6277629321429652,0.7756226075737394,post-handover,storage-low / flow-low
1.9495568777913512,1.3555,0.05278194572300879,0.08232194473178776,0.6260119715275669,0.7736645639389392,post-handover,storage-low / flow-low
1.9588452976049693,1.3605,0.042172124157338946,0.06577199340354933,0.6242654315349141,0.7717112431297577,post-handover,storage-low / flow-low
1.968110267657877,1.3655,0.03158908536390514,0.049265403640440186,0.6225233003989545,0.7697630401028467,post-handover,storage-low / flow-low
1.977351848710198,1.3705,0.021032764930471272,0.03280151053192112,0.6207855675164424,0.7678198763816254,post-handover,storage-low / flow-low
1.9865700988277437,1.3755,0.010503092326153466,0.016378406427760128,0.6190522212769083,0.7658815268141994,post-handover,storage-low / flow-low
1.9957650815017505,1.3805,0.0,0.0,0.6173232505604254,0.7639484527246104,post-handover,storage-low / flow-low
