replicate,logloss_improvement
284,-2.652991166678202e-05
285,-0.0005306185548891394
286,0.00017649773077990752
287,3.430336371601647e-05
288,-8.976207898566737e-05
289,-0.00011377102300692756
290,-0.000494303130172637
291,7.759068449532986e-05
292,4.3918720532602355e-05
293,0.0003219181973168112
294,0.00027818359416053044
295,0.00015300033732722277
296,-0.00012878779420397914
297,0.00029783007047031005
298,2.8879418427081075e-05
299,-0.0003239595179725655
300,-0.00017453988554978314
301,7.060348862051529e-05
302,0.00018281808664254008
303,8.557451420303882e-05
304,-0.00012812671022371182
305,-0.0001056079897229941
306,0.00027697871308881867
307,-7.203734426382083e-05
308,0.0002611852727403892
309,-9.960492627593073e-05
310,-0.00011872343599977121
311,-3.196186185611346e-05
312,0.00010633821040967381
313,-4.5349372703636456e-05
314,0.0002612828806982235
315,2.7725090386481184e-05
316,0.00011813173295889498
317,-5.61982639026861e-05
318,1.477064915040572e-05
319,-0.0003671745340789696
320,-9.887647711672436e-05
321,-2.9466078506555303e-05
322,-9.220646994649835e-05
323,-0.00014178226864810576
324,-0.00037353907172311236
325,-0.00016300661956938022
326,-1.8475935752099988e-05
327,-0.00020573089847632152
328,-0.000114612525809705
329,-7.860483227349054e-05
330,0.0003749964849841677
331,-5.2071954074175176e-05
332,-0.00010550105655417172
333,0.0004419504480134877
334,0.00017141350715099373
335,-0.00042058192923999794
336,9.243677653843613e-05
337,-0.0002314981665498278
338,-0.00014713695553258193
339,0.00015750725528202822
340,-2.7011362366554212e-05
341,-0.00031608241811387206
342,7.25658055409953e-06
343,-0.0004604099845442237
344,0.00010527114786874787
345,-3.026211923895524e-05
346,-0.00024304633648263873
347,-5.619964544502092e-05
348,0.0002820911089846444
349,0.0002508839413882024
350,-9.247306194533697e-05
351,-0.00031079576118765484
352,1.0127461922140384e-05
353,-0.00039626078931964567
354,-0.00041065708280611384
355,7.929492551744485e-05
356,9.303551270816977e-06
357,-0.0005081046303823978
358,0.00020410218112640574
359,-0.00016529999131473672
360,0.00037823254393966864
361,0.00011959770235500453
362,-0.00014822116482908135
363,-0.0003846697418449524
364,-0.00023020949222686836
365,-0.0002903346479722593
366,1.8930489947222723e-05
367,-5.722212249199373e-05
368,2.5227755674654745e-05
369,-9.400884547512616e-05
370,-0.0003044600316130247
371,-0.0005845166195125416
372,-0.0004250435057323169
373,-0.00011581390186924374
374,-0.000342447698799841
375,-9.732682274060427e-05
376,-0.00014077165215732425
377,0.00016897826489819913
378,-0.0002670584386890804
379,4.336075326284467e-05
380,0.00019945220212750985
381,-0.0004417359566742396
382,-0.00036520628399980986
383,0.00010267297204055934
384,0.00018969792616473498
385,-0.00024010613765744024
386,-8.616171939859029e-05
387,-0.0006305933082589094
388,-0.0002432695114273804
389,-0.00028093638573026156
390,-0.0002084461577741174
391,-0.0002618278181718705
392,-0.0003347909717711976
393,3.15141673743253e-05
394,0.0003887965740242252
395,-6.856150692862266e-05
396,-0.00020590744168427115
397,-6.628296436578402e-06
398,0.0001374496581286729
399,-0.00024197971070713417
400,-0.00034006697446732636
401,-4.40666300162565e-05
402,0.00025190716350053234
403,-9.919354816668828e-05
404,-0.00022238774639372116
405,3.4002300497047964e-05
406,-0.00022759518726557805
407,-0.0001369405297455069
408,-6.737544069893898e-05
409,-1.2598307888379121e-05
410,-8.2021387484175e-05
411,0.00011398463295780001
412,-6.303864561693303e-05
413,0.0006651605237108154
414,-0.00014084350783879853
415,-0.00021862392560209493
416,0.0002847695785701632
417,-0.00026970584951839185
418,-0.00026734608985592745
419,3.9580141662502506e-05
420,-4.8329355812242237e-05
421,-0.00013273260371714685
422,-0.00010864252304607879
423,-0.00034268648831959264
424,-0.0004170724781237753
425,-1.147394988717593e-06
426,8.22436918441812e-05
427,-2.362474376936173e-05
428,-0.0003277226604830318
429,0.00026490745529310974
430,-0.00021816638077137352
431,0.0003232090200182006
432,-0.0002170314126329781
433,0.000128940909001889
434,0.0002013698017956569
435,0.00029969870179254513
436,9.504019563654218e-06
437,0.0002465260386799931
438,-0.00010136213944362376
439,6.449921872651679e-05
440,-9.277629793558608e-05
441,0.00017009383470295393
442,7.947953782949672e-05
443,0.0001531338200168528
444,-6.56098510643188e-05
445,-0.0001784717538874099
446,-2.3887158239432445e-05
447,-0.0003711341533160591
448,3.923280945494387e-05
449,-0.0004415688573322223
450,0.0001079466152948206
451,-1.6576542536623197e-05
452,-0.0003965546775086055
453,8.668422483188675e-05
454,-0.0003161623726707757
455,-1.6057753975310323e-05
456,9.899961527107215e-05
457,-2.4030292302526695e-05
458,-0.0003282866000062141
459,-0.00020955024654783735
460,-0.0001963512576472114
461,-4.318557109684459e-05
462,-0.0003514795039033307
463,0.0005342154273169706
464,0.00013477766497719813
465,-0.00016340585267164896
466,-0.00018088524392763123
467,0.000368971071093861
468,0.0003730175264877731
469,-0.00012763057778932842
470,0.00011080397256647144
471,-0.000362437508876513
472,6.864712478776363e-05
473,-0.0007301559524992748
474,-0.0002496901332099185
475,9.446529895571864e-05
476,-0.0002235751397818707
477,-3.9842520272342544e-05
478,-0.00017099992649601036
479,0.0001296468885935616
480,-2.8650460023696696e-05
481,3.092401271585295e-05
482,8.014415825744454e-05
483,-0.00039006763356421044
484,0.00015980365396345823
485,0.0005468821761519517
486,-0.0005113907923967807
487,-0.00035193982269796044
488,1.982821279396083e-05
489,2.4022518273384798e-05
490,-7.824398624299141e-05
491,-0.0002026186218662593
492,0.00014395303746018203
493,0.00011467177972894883
494,-0.0002472441253733051
495,-4.7466947672565674e-05
496,-0.00023459232026944908
497,-4.496213082803728e-05
498,3.737268903486785e-06
499,-0.00021042807682361322
