pair,family,n,u,v,amplitude,phase_rad
parent_phi_time_vs_e,beam7,359,-7.97863444741e-05,4.95676336628e-06,7.99401667975e-05,3.07954693475
parent_phi_time_vs_e,beam7,360,0.000134920616752,7.5054564683e-05,0.000154391581715,0.50765714905
parent_phi_time_vs_e,beam7,361,-9.92329480543e-05,7.3698515311e-05,0.000123606832896,2.50279159826
parent_phi_time_vs_e,beam7,362,2.30023426886e-06,4.1846339829e-05,4.19095124616e-05,1.51588300069
parent_phi_time_vs_e,beam7,363,7.02800029667e-05,-6.04833430297e-06,7.05397842699e-05,-0.0858490025311
parent_phi_time_vs_e,beam7,364,-6.50398043446e-05,0.000172976665697,0.000184800170522,1.93044634884
parent_phi_time_vs_e,beam7,365,1.28638319817e-05,-4.9040132372e-05,5.06992382222e-05,-1.31426356508
parent_phi_time_vs_e,beam7,366,9.83337917216e-06,6.03808863744e-05,6.11763580585e-05,1.40935776934
parent_phi_time_vs_e,beam7,367,3.20911036877e-05,0.000137179267902,0.000140882896329,1.34099337369
parent_phi_time_vs_e,beam7,368,-9.22823185659e-05,-4.78260426116e-05,0.000103939196994,-2.6634456227
parent_phi_time_vs_e,beam7,369,9.31189507801e-05,9.88010551324e-05,0.000135767402161,0.814996146042
parent_phi_time_vs_e,beam7,370,-1.21885496623e-05,5.92393172155e-05,6.04802236027e-05,1.77371554383
parent_phi_time_vs_e,beam7,371,-8.88395211338e-05,5.54354365308e-05,0.000104716513209,2.58371620301
parent_phi_time_vs_e,beam7,372,0.00012510432336,-1.52280306298e-06,0.000125113590999,-0.0121716645799
parent_phi_time_vs_e,beam7,373,-7.47816668126e-05,0.000126590609921,0.000147028841427,2.10437642708
parent_phi_time_vs_e,beam7,374,-1.16669899689e-06,3.75857742463e-05,3.76038776225e-05,1.60182733562
parent_phi_time_vs_e,beam7,375,2.61886711538e-05,-3.06530300743e-05,4.03169288207e-05,-0.863777470999
parent_phi_time_vs_e,beam7,376,1.04883800157e-05,0.00018861140789,0.000188902803848,1.51524513245
parent_phi_time_vs_e,beam7,377,-4.57897909354e-05,-4.30689641718e-05,6.28620762363e-05,-2.38680460758
parent_phi_time_vs_e,beam7,378,1.59500232721e-05,5.80670905764e-05,6.02178565742e-05,1.3027251623
parent_phi_time_vs_e,beam7,379,6.91101692445e-05,0.000104032124749,0.000124895550252,0.984423112285
parent_phi_time_vs_e,beam7,380,-0.000131609664184,1.84206569277e-05,0.000132892529167,3.00253170807
parent_phi_time_vs_e,beam7,381,0.000106720600693,4.07407100647e-05,0.000114232622612,0.36467629382
parent_phi_time_vs_e,beam7,382,-1.19049301929e-05,6.68196893589e-05,6.78719253367e-05,1.74711128966
parent_phi_time_vs_e,beam7,383,-6.98612489712e-05,0.000100480571097,0.000122380305915,2.17834155591
parent_phi_time_vs_e,beam7,384,7.53373294272e-05,-6.01969016934e-05,9.64332939327e-05,-0.674150133462
parent_phi_time_vs_e,beam7,385,-2.37492020045e-05,0.000158705805738,0.000160472917873,1.7193370448
parent_phi_time_vs_e,beam7,386,-9.44026825653e-06,3.51290157949e-05,3.63753545065e-05,1.83332534583
parent_phi_time_vs_e,beam7,387,-2.17629334988e-05,-2.74245290346e-05,3.50104279785e-05,-2.24159639016
parent_phi_time_vs_e,beam7,388,8.20592127464e-05,0.00016070094229,0.000180439760722,1.09867850469
parent_phi_time_vs_e,beam7,389,-9.32775170382e-05,-4.86126281091e-06,9.34041062316e-05,-3.0895236351
parent_phi_time_vs_e,beam7,390,2.15388036327e-05,5.01705483189e-05,5.45985712317e-05,1.16527930234
parent_phi_time_vs_e,beam7,391,8.1448090022e-05,5.84404511774e-05,0.000100245088169,0.622386355092
parent_phi_time_vs_e,beam7,392,-0.000128526403773,9.50476502176e-05,0.00015985334616,2.50483353851
parent_phi_time_vs_e,beam7,393,8.58353403861e-05,-1.72023552299e-05,8.75421423353e-05,-0.197790819779
parent_phi_time_vs_e,beam7,394,-5.61961297445e-06,7.5498966635e-05,7.5707820025e-05,1.64509230106
parent_phi_time_vs_e,beam7,395,-3.14605761868e-05,0.000126515582106,0.000130368555908,1.81452243491
parent_phi_time_vs_e,beam7,396,2.02077004943e-06,-8.21872130416e-05,8.2212052031e-05,-1.54621387765
parent_phi_time_vs_e,beam7,397,3.84672096102e-05,0.000157811797349,0.000162432415477,1.33170511861
parent_phi_time_vs_e,beam7,398,-2.06782347291e-05,3.858092514e-05,4.3773018815e-05,2.06280450125
parent_phi_time_vs_e,beam7,399,-5.8201803293e-05,-9.55743276612e-08,5.82018817652e-05,-3.13995053537
parent_phi_time_vs_e,beam7,400,0.000126627867072,9.86679110691e-05,0.000160530288089,0.66192614245
parent_phi_time_vs_e,beam7,401,-0.000112879264493,5.48454451892e-05,0.000125498012775,2.68930709647
parent_phi_time_vs_e,beam7,402,2.1938024528e-05,3.73826361834e-05,4.33444161134e-05,1.04010157282
parent_phi_time_vs_e,beam7,403,6.77285610585e-05,1.59040480768e-05,6.95708037059e-05,0.230641756813
parent_phi_time_vs_e,beam7,404,-8.44836964528e-05,0.000157242274603,0.000178501058509,2.0638240796
parent_phi_time_vs_e,beam7,405,3.52780560959e-05,-5.55404792039e-05,6.57973105233e-05,-1.00491189799
parent_phi_time_vs_e,beam7,406,7.31975617481e-06,8.03812275934e-05,8.07138190144e-05,1.47998378866
parent_phi_time_vs_e,beam7,407,1.23627645267e-05,0.000127369669096,0.000127968240406,1.47403734792
parent_phi_time_vs_e,beam7,408,-7.09439303113e-05,-6.08454192021e-05,9.34623254894e-05,-2.43267119934
parent_phi_time_vs_e,beam7,409,9.16705042476e-05,0.000122157518123,0.000152728322792,0.927020923593
parent_phi_time_vs_e,beam7,410,-3.01469223597e-05,5.00374584703e-05,5.84173277198e-05,2.11304255765
parent_phi_time_vs_e,beam7,411,-7.29721030308e-05,4.0246568198e-05,8.33349510857e-05,2.63757276127
parent_phi_time_vs_e,beam7,412,0.000130194314573,2.29319989084e-05,0.000132198472461,0.17434839091
parent_phi_time_vs_e,beam7,413,-9.63377749499e-05,0.000117322199097,0.000151807329478,2.2582943567
parent_phi_time_vs_e,beam7,414,1.36307866565e-05,2.38330485392e-05,2.74556469155e-05,1.05127383691
parent_phi_time_vs_e,beam7,415,3.50710736493e-05,-1.06369037644e-05,3.66486552087e-05,-0.294477569156
parent_phi_time_vs_e,beam7,416,-1.42358147514e-05,0.000185191764523,0.000185738116898,1.64751611778
parent_phi_time_vs_e,beam7,417,-2.97509189194e-05,-6.02807330203e-05,6.72226446223e-05,-2.02926213916
parent_phi_time_vs_e,beam7,418,2.38340640931e-05,7.66936909348e-05,8.03117976414e-05,1.26948872628
parent_phi_time_vs_e,beam7,419,4.73342462151e-05,0.000105595475012,0.000115719208465,1.14939018134
parent_phi_time_vs_e,beam7,420,-0.000120091185763,-3.69855647727e-06,0.000120148126153,-3.11080448421
parent_phi_time_vs_e,beam7,421,0.000117542894307,6.16992801073e-05,0.00013275214939,0.483375374512
parent_phi_time_vs_e,beam7,422,-3.21307349401e-05,6.78729304948e-05,7.50940664883e-05,2.01293466209
parent_phi_time_vs_e,beam7,423,-6.39632931071e-05,7.95289494824e-05,0.000102059574126,2.24813967021
parent_phi_time_vs_e,beam7,424,9.2284701052e-05,-4.19322293716e-05,0.00010136457916,-0.426489525168
parent_phi_time_vs_e,beam7,425,-4.71896488244e-05,0.000161835092503,0.000168574790885,1.85452065671
parent_phi_time_vs_e,beam7,426,-3.51824334503e-06,1.57309662138e-05,1.61195947298e-05,1.79082622079
parent_phi_time_vs_e,beam7,427,-4.10850270427e-06,-1.48058952207e-05,1.5365361296e-05,-1.8414769246
parent_phi_time_vs_e,beam7,428,5.91838672303e-05,0.00017051569165,0.000180494684795,1.23671850377
parent_phi_time_vs_e,beam7,429,-8.83083523021e-05,-2.80428404997e-05,9.26540122693e-05,-2.8341083286
parent_phi_time_vs_e,beam7,430,3.77755281691e-05,6.23755839206e-05,7.29225890783e-05,1.02625909218
parent_phi_time_vs_e,beam7,431,6.36404079822e-05,7.07278836237e-05,9.51448109464e-05,0.838095965566
parent_phi_time_vs_e,beam7,432,-0.000130081297324,7.02300078449e-05,0.000147828948165,2.64654208212
parent_phi_time_vs_e,beam7,433,0.00010603526828,-4.67885746376e-06,0.000106138446505,-0.0440968784521
parent_phi_time_vs_e,beam7,434,-2.2659715054e-05,8.66140344556e-05,8.95290659563e-05,1.82667852123
parent_phi_time_vs_e,beam7,435,-3.69571858319e-05,0.000105656465068,0.000111933561523,1.90728077043
parent_phi_time_vs_e,beam7,436,2.58912564757e-05,-7.53184816633e-05,7.96444024521e-05,-1.2396939759
parent_phi_time_vs_e,beam7,437,1.98230910058e-05,0.000172645292528,0.00017377960746,1.45647719137
parent_phi_time_vs_e,beam7,438,-2.53203366985e-05,1.87377473493e-05,3.1499565493e-05,2.50450450704
parent_phi_time_vs_e,beam7,439,-3.67789555688e-05,1.8110803956e-06,3.68235194534e-05,3.0923900959
parent_phi_time_vs_e,beam7,440,0.00011215255382,0.000118817765218,0.000163388667477,0.814247593899
parent_phi_time_vs_e,beam7,441,-0.000120581077477,3.22392482062e-05,0.000124816526832,2.8803377199
parent_phi_time_vs_e,beam7,442,4.2210159023e-05,3.97923383446e-05,5.80097208722e-05,0.75592198306
parent_phi_time_vs_e,beam7,443,5.86862257626e-05,3.53490346209e-05,6.85100528601e-05,0.542137979739
parent_phi_time_vs_e,beam7,444,-9.85783629229e-05,0.000136861164011,0.000168667340796,2.19500377777
parent_phi_time_vs_e,beam7,445,5.92135163335e-05,-5.51746970665e-05,8.09350833258e-05,-0.750104822736
parent_phi_time_vs_e,beam7,446,-1.87669375113e-06,9.86495032367e-05,9.86673525959e-05,1.58981788638
parent_phi_time_vs_e,beam7,447,-2.81017621283e-06,0.000112303411246,0.000112338565363,1.59581417681
parent_phi_time_vs_e,beam7,448,-4.7041580274e-05,-6.72604245466e-05,8.20784684608e-05,-2.18111589237
parent_phi_time_vs_e,beam7,449,8.32437124475e-05,0.000144622355079,0.000166868634712,1.048516001
parent_phi_time_vs_e,beam7,450,-4.42109960439e-05,3.51338695138e-05,5.6471240098e-05,2.4701002276
parent_phi_time_vs_e,beam7,451,-5.37021698495e-05,3.11217580558e-05,6.20684047727e-05,2.61636425327
parent_phi_time_vs_e,beam7,452,0.00012820307975,4.75665981749e-05,0.000136742864235,0.355281539003
parent_phi_time_vs_e,beam7,453,-0.000114692972623,0.000101786374992,0.000153345831711,2.41574445518
parent_phi_time_vs_e,beam7,454,3.24741934832e-05,1.56769116658e-05,3.60602107836e-05,0.449752490907
parent_phi_time_vs_e,beam7,455,3.70979176974e-05,1.05270243578e-05,3.85625950801e-05,0.2764949098
parent_phi_time_vs_e,beam7,456,-3.67351954309e-05,0.000175048294879,0.00017886134329,1.77765202437
parent_phi_time_vs_e,beam7,457,-8.89534716312e-06,-7.23583751726e-05,7.2903097731e-05,-1.6931171723
parent_phi_time_vs_e,beam7,458,2.50806197187e-05,9.72313074885e-05,0.000100413966366,1.31835131036
parent_phi_time_vs_e,beam7,459,2.67992875325e-05,0.00010032195379,0.000103839762251,1.30975876987
parent_phi_time_vs_e,beam7,460,-0.000102998186449,-2.14511930403e-05,0.000105208270087,-2.93626019031
parent_phi_time_vs_e,beam7,461,0.00012190219025,8.54547421472e-05,0.000148871276421,0.611403977857
parent_phi_time_vs_e,beam7,462,-5.19058753561e-05,6.20324857405e-05,8.08841714035e-05,2.26754944036
parent_phi_time_vs_e,beam7,463,-5.20546380023e-05,6.20589152276e-05,8.09999647949e-05,2.26874857568
parent_phi_time_vs_e,beam7,464,0.000103238827619,-1.98986005899e-05,0.000105139002438,-0.190408403633
parent_phi_time_vs_e,beam7,465,-7.10760015995e-05,0.000157933965929,0.000173190460469,1.99368035501
parent_phi_time_vs_e,beam7,466,8.73841598496e-06,-9.07171988068e-07,8.78537847461e-06,-0.1034436812
parent_phi_time_vs_e,beam7,467,8.23640373839e-06,2.28784319592e-06,8.54824970569e-06,0.270941582997
parent_phi_time_vs_e,beam7,468,3.47884543457e-05,0.000173417100716,0.000176872064998,1.37281845614
parent_phi_time_vs_e,beam7,469,-7.6570186692e-05,-4.92652712717e-05,9.1049769047e-05,-2.56987103158
parent_phi_time_vs_e,beam7,470,4.92686241313e-05,7.96067779457e-05,9.36196369288e-05,1.0165956565
parent_phi_time_vs_e,beam7,471,4.34208440989e-05,7.65061981164e-05,8.79691312478e-05,1.05458140174
parent_phi_time_vs_e,beam7,472,-0.000124617490885,4.63194046965e-05,0.000132947381644,2.78572473111
parent_phi_time_vs_e,beam7,473,0.000122100566688,1.35537572219e-05,0.000122850529997,0.110552271952
parent_phi_time_vs_e,beam7,474,-4.28225329163e-05,9.15619826346e-05,0.000101080987279,2.00826267229
parent_phi_time_vs_e,beam7,475,-3.55147544709e-05,8.47323036624e-05,9.18741588754e-05,1.96769361937
parent_phi_time_vs_e,beam7,476,4.65354018321e-05,-6.2152550115e-05,7.764330692e-05,-0.928109307622
parent_phi_time_vs_e,beam7,477,-2.79634213085e-06,0.00018165495414,0.000181676475893,1.58618881249
parent_phi_time_vs_e,beam7,478,-2.31005929505e-05,-1.95459246216e-06,2.31831366808e-05,-3.05718148963
parent_phi_time_vs_e,beam7,479,-1.76441334107e-05,1.02666864249e-05,2.0413728076e-05,2.6146067121
parent_phi_time_vs_e,beam7,480,9.2843085407e-05,0.000133803004282,0.00016285908775,0.964190287556
parent_phi_time_vs_e,beam7,481,-0.00012145561757,7.86135441996e-06,0.000121709769257,3.0769566674
parent_phi_time_vs_e,beam7,482,6.09564847674e-05,4.89474111678e-05,7.81763525321e-05,0.676561091251
parent_phi_time_vs_e,beam7,483,4.42584972681e-05,5.04246661468e-05,6.70929320901e-05,0.850430567502
parent_phi_time_vs_e,beam7,484,-0.000106179395959,0.000113677821133,0.000155552920718,2.32210181913
parent_phi_time_vs_e,beam7,485,8.25068570114e-05,-4.77826753961e-05,9.53444572165e-05,-0.52493689519
parent_phi_time_vs_e,beam7,486,-1.69042785955e-05,0.000113196366188,0.000114451614025,1.71903670197
parent_phi_time_vs_e,beam7,487,-1.2049903205e-05,9.36508998202e-05,9.44229379144e-05,1.6987615522
parent_phi_time_vs_e,beam7,488,-2.26981567551e-05,-6.66183833995e-05,7.03790830208e-05,-1.89917929318
parent_phi_time_vs_e,beam7,489,6.84200783004e-05,0.000164105592899,0.000177797504862,1.17578327134
parent_phi_time_vs_e,beam7,490,-5.27971056856e-05,1.60033805954e-05,5.51692174972e-05,2.84728423054
parent_phi_time_vs_e,beam7,491,-3.30678050351e-05,2.87920728599e-05,4.38459027665e-05,2.42520436598
parent_phi_time_vs_e,beam7,492,0.000119423059673,7.02302263181e-05,0.000138542960378,0.531608147777
parent_phi_time_vs_e,beam7,493,-0.000128077335524,8.12376831874e-05,0.000151668602699,2.57634349172
parent_phi_time_vs_e,beam7,494,5.34396440948e-05,1.41083547555e-05,5.5270618188e-05,0.258116166997
parent_phi_time_vs_e,beam7,495,3.2271133191e-05,3.06736078984e-05,4.4522985737e-05,0.760023805026
parent_phi_time_vs_e,beam7,496,-5.5084912995e-05,0.000159184008943,0.000168445529305,1.90394388868
parent_phi_time_vs_e,beam7,497,1.49973453252e-05,-7.80609265349e-05,7.94885439437e-05,-1.38098558302
parent_phi_time_vs_e,beam7,498,1.94084024017e-05,0.000117534129545,0.000119125806154,1.40714322572
parent_phi_time_vs_e,beam7,499,9.54190571227e-06,8.89462031554e-05,8.94565538146e-05,1.46392777022
parent_phi_time_vs_e,beam7,500,-8.19258488873e-05,-3.33654506845e-05,8.84595840782e-05,-2.7548399165
parent_phi_time_vs_e,beam7,501,0.000119232982662,0.000109912468302,0.000162164283499,0.744745471988
parent_phi_time_vs_e,beam7,502,-6.91159337861e-05,4.97600185389e-05,8.51649678455e-05,2.51760251164
parent_phi_time_vs_e,beam7,503,-3.55158601507e-05,4.97381410156e-05,6.11167652444e-05,2.19089424914
parent_phi_time_vs_e,beam7,504,0.000107354607924,3.90490006802e-06,0.000107425602568,0.0363578180248
parent_phi_time_vs_e,beam7,505,-9.32457647956e-05,0.000147179169044,0.000174231112184,2.13552229474
parent_phi_time_vs_e,beam7,506,2.61795579902e-05,-1.29520071927e-05,2.92082821624e-05,-0.459428695643
parent_phi_time_vs_e,beam7,507,1.41698903823e-05,2.19931971052e-05,2.61626931403e-05,0.998449069395
parent_phi_time_vs_e,beam7,508,1.1040036517e-05,0.000169286459275,0.000169646065973,1.50567342655
