n,coupling,phi_time_p05,one_over_e_p05,contrast_phi_minus_e,winner
72,0.7,0.166325043396,0.165394044888,0.000930998508292,phi_time
72,0.75,0.166276521353,0.165121053295,0.00115546805827,phi_time
72,0.8,0.166230175563,0.164848061702,0.00138211386131,phi_time
72,0.85,0.166180185711,0.164584120243,0.00159606546816,phi_time
72,0.9,0.166126452463,0.164319936163,0.0018065163,phi_time
72,0.95,0.166075810776,0.164055752083,0.00202005869315,phi_time
72,1,0.166025740189,0.163791568003,0.00223417218572,phi_time
73,0,0.168965166646,0.171006391008,-0.00204122436144,one_over_e
73,0.05,0.168944624351,0.170952450073,-0.00200782572174,one_over_e
73,0.1,0.16892271518,0.17078637641,-0.00186366122955,one_over_e
73,0.15,0.16889972457,0.170581912254,-0.00168218768429,one_over_e
73,0.2,0.168878059416,0.170362093287,-0.00148403387101,one_over_e
73,0.25,0.168855658255,0.170139188289,-0.001283530034,one_over_e
73,0.3,0.168830989445,0.169905212439,-0.00107422299409,one_over_e
73,0.35,0.168806320634,0.169677227844,-0.000870907210035,one_over_e
73,0.4,0.168781651824,0.169447515426,-0.000665863602259,one_over_e
73,0.45,0.168757619274,0.169208124187,-0.000450504912934,one_over_e
73,0.5,0.168734086503,0.168968732948,-0.000234646444612,one_over_e
73,0.55,0.168710553733,0.168729341709,-1.87879762904e-05,one_over_e
73,0.6,0.168687020962,0.16849492038,0.000192100581948,phi_time
73,0.65,0.168663488191,0.168259936846,0.000403551345835,phi_time
73,0.7,0.168639955421,0.168024953311,0.000615002109723,phi_time
73,0.75,0.16861642265,0.167789969776,0.00082645287361,phi_time
73,0.8,0.168592889879,0.167554986242,0.0010379036375,phi_time
73,0.85,0.168569357109,0.167320002707,0.00124935440138,phi_time
73,0.9,0.168545824338,0.167085019173,0.00146080516527,phi_time
73,0.95,0.16852186352,0.166850035638,0.00167182788162,phi_time
73,1,0.168497159896,0.166611404019,0.00188575587734,phi_time
74,0,0.172422223447,0.17141410905,0.00100811439692,phi_time
74,0.05,0.172364375429,0.171573418711,0.000790956718135,phi_time
74,0.1,0.172305447523,0.171687819715,0.000617627808156,phi_time
74,0.15,0.172246519618,0.171622250862,0.000624268755611,phi_time
74,0.2,0.172188807904,0.171476882956,0.000711924948116,phi_time
74,0.25,0.172131118289,0.171290449897,0.000840668391882,phi_time
74,0.3,0.172073410803,0.171090521019,0.000982889783879,phi_time
74,0.35,0.172013492503,0.170882569569,0.00113092293352,phi_time
74,0.4,0.171953574203,0.170655470307,0.001298103896,phi_time
74,0.45,0.171893655904,0.170437609682,0.00145604622116,phi_time
74,0.5,0.171834519714,0.170210258218,0.00162426149636,phi_time
74,0.55,0.171775701023,0.16997254717,0.00180315385319,phi_time
74,0.6,0.171716882332,0.169742431421,0.00197445091068,phi_time
74,0.65,0.171657969739,0.169513356286,0.0021446134528,phi_time
74,0.7,0.171597171568,0.16928428115,0.00231289041705,phi_time
74,0.75,0.171536373396,0.169045078563,0.00249129483376,phi_time
74,0.8,0.171475575225,0.168803066645,0.00267250857979,phi_time
74,0.85,0.171414777054,0.168561054728,0.00285372232582,phi_time
74,0.9,0.171354597467,0.168319042811,0.00303555465566,phi_time
74,0.95,0.171294760945,0.168080382433,0.00321437851261,phi_time
74,1,0.171234924424,0.167843716381,0.00339120804283,phi_time
75,0,0.173750362641,0.173811792865,-6.14302238761e-05,one_over_e
75,0.05,0.173794856284,0.173736919231,5.79370522561e-05,phi_time
75,0.1,0.173828572502,0.17364757943,0.000180993072643,phi_time
75,0.15,0.17385267029,0.173550861967,0.000301808322755,phi_time
75,0.2,0.173868413549,0.173456657357,0.000411756192384,phi_time
75,0.25,0.173870857999,0.173359192724,0.000511665275059,phi_time
75,0.3,0.173865817642,0.173254969309,0.000610848332181,phi_time
75,0.35,0.173852112378,0.173151610405,0.000700501972354,phi_time
75,0.4,0.173828912885,0.173051842505,0.000777070380188,phi_time
75,0.45,0.173796777373,0.172952074604,0.000844702769492,phi_time
75,0.5,0.173757416967,0.172852306703,0.000905110263244,phi_time
75,0.55,0.173711226655,0.172752538803,0.000958687852071,phi_time
75,0.6,0.173658570584,0.172648785526,0.00100978505832,phi_time
75,0.65,0.173599768241,0.172543309797,0.00105645844427,phi_time
75,0.7,0.173535083679,0.172437834068,0.00109724961081,phi_time
75,0.75,0.173464402951,0.172332358339,0.00113204461223,phi_time
75,0.8,0.173387248932,0.17222688261,0.00116036632176,phi_time
75,0.85,0.17330475812,0.172121406881,0.00118335123854,phi_time
75,0.9,0.173217074799,0.172015931152,0.00120114364716,phi_time
75,0.95,0.173124272561,0.171910455423,0.00121381713746,phi_time
75,1,0.173026358292,0.171804979694,0.00122137859771,phi_time
76,0,0.17738269715,0.176555028737,0.000827668413019,phi_time
76,0.05,0.177388440939,0.176598734018,0.000789706920392,phi_time
76,0.1,0.177394820254,0.176635209658,0.000759610596947,phi_time
76,0.15,0.177398636528,0.176669439,0.000729197528135,phi_time
76,0.2,0.177404230094,0.17670112188,0.000703108213479,phi_time
76,0.25,0.177408257824,0.176735468713,0.000672789110624,phi_time
76,0.3,0.177410952141,0.176769815547,0.000641136594463,phi_time
76,0.35,0.177415054216,0.176799693175,0.000615361041731,phi_time
76,0.4,0.177419124497,0.176829293032,0.000589831464188,phi_time
76,0.45,0.177421796384,0.17685889289,0.000562903494373,phi_time
76,0.5,0.17725196386,0.176700255776,0.000551708084797,phi_time
76,0.55,0.176963752434,0.176399027942,0.00056472449196,phi_time
76,0.6,0.176674229728,0.176097146931,0.000577082796517,phi_time
76,0.65,0.176384707021,0.175784868078,0.00059983894315,phi_time
76,0.7,0.176095184315,0.175471416973,0.000623767341473,phi_time
76,0.75,0.175806050852,0.175157965869,0.000648084983377,phi_time
76,0.8,0.175517662332,0.174848036218,0.000669626113739,phi_time
76,0.85,0.175229273812,0.174539319145,0.000689954666105,phi_time
76,0.9,0.174940885291,0.174230602073,0.00071028321847,phi_time
76,0.95,0.174652496771,0.173921885,0.000730611770836,phi_time
76,1,0.174364108251,0.173613167928,0.000750940323202,phi_time
77,0,0.177567510501,0.17666675875,0.000900751751317,phi_time
77,0.05,0.177613315883,0.176714992767,0.000898323116141,phi_time
77,0.1,0.177659121266,0.176757139191,0.00090198207431,phi_time
77,0.15,0.177704473512,0.176801143317,0.000903330195299,phi_time
77,0.2,0.17774938819,0.176846078343,0.000903309846833,phi_time
77,0.25,0.177794302868,0.176891013369,0.000903289498366,phi_time
77,0.3,0.177839217545,0.17693550386,0.000903713685196,phi_time
77,0.35,0.177884132223,0.176977344783,0.000906787439592,phi_time
77,0.4,0.177929046901,0.177019185707,0.000909861193988,phi_time
77,0.45,0.177973961578,0.17706102663,0.000912934948384,phi_time
77,0.5,0.178018876256,0.177102867553,0.000916008702779,phi_time
77,0.55,0.178063790934,0.177144708476,0.000919082457175,phi_time
77,0.6,0.178108705611,0.1771865494,0.000922156211571,phi_time
77,0.65,0.178153260328,0.177228390323,0.000924870005432,phi_time
77,0.7,0.178197461609,0.177270231246,0.000927230362522,phi_time
77,0.75,0.178241662889,0.177312072169,0.000929590719612,phi_time
77,0.8,0.178286602608,0.177353913093,0.000932689514956,phi_time
77,0.85,0.178229015515,0.177395754016,0.000833261499398,phi_time
77,0.9,0.178056888179,0.177437594939,0.000619293240185,phi_time
77,0.95,0.177885745128,0.177472099952,0.000413645175769,phi_time
77,1,0.177714602076,0.177373935592,0.000340666484301,phi_time
78,0,0.179810238973,0.180516495241,-0.000706256267399,one_over_e
78,0.05,0.1798781724,0.18061523533,-0.000737062930148,one_over_e
78,0.1,0.179944582789,0.180627824684,-0.000683241895018,one_over_e
78,0.15,0.180011075599,0.180644490119,-0.000633414519718,one_over_e
78,0.2,0.180076037377,0.180673986768,-0.000597949390759,one_over_e
78,0.25,0.180139442358,0.180700416883,-0.000560974525651,one_over_e
78,0.3,0.180204527288,0.180728224334,-0.000523697046623,one_over_e
78,0.35,0.180269612217,0.180749519054,-0.000479906836595,one_over_e
78,0.4,0.180332507711,0.180770881557,-0.000438373845856,one_over_e
78,0.45,0.180395151309,0.180795223664,-0.000400072355259,one_over_e
78,0.5,0.180457794906,0.180819565771,-0.000361770864661,one_over_e
78,0.55,0.180520346837,0.180843907878,-0.000323561040872,one_over_e
78,0.6,0.180583948299,0.180865143757,-0.000281195458111,one_over_e
78,0.65,0.18064754976,0.180885094887,-0.00023754512658,one_over_e
78,0.7,0.180711151222,0.180905046017,-0.000193894795049,one_over_e
78,0.75,0.180774752684,0.180924997147,-0.000150244463518,one_over_e
78,0.8,0.180772037237,0.180906405407,-0.000134368170906,one_over_e
78,0.85,0.180692603713,0.180824358112,-0.000131754399128,one_over_e
78,0.9,0.180608368464,0.180786409683,-0.000178041218629,one_over_e
78,0.95,0.180524133215,0.180658024763,-0.000133891547229,one_over_e
78,1,0.18043764888,0.180529639842,-9.19909620959e-05,one_over_e
79,0,0.182364157442,0.18194627516,0.000417882281352,phi_time
79,0.05,0.182533216881,0.18203120967,0.000502007210433,phi_time
79,0.1,0.182651684939,0.182100806855,0.00055087808369,phi_time
79,0.15,0.182742982252,0.182162717586,0.000580264666363,phi_time
79,0.2,0.182853299095,0.18222213048,0.000631168614486,phi_time
79,0.25,0.182951517057,0.182275115461,0.000676401595405,phi_time
79,0.3,0.183039366244,0.182330780516,0.000708585728489,phi_time
79,0.35,0.183115021425,0.182385771427,0.000729249997934,phi_time
79,0.4,0.183176709447,0.182435686815,0.000741022631485,phi_time
79,0.45,0.183229294422,0.182485602203,0.000743692218842,phi_time
79,0.5,0.183269894502,0.182537714948,0.000732179554029,phi_time
79,0.55,0.183299484386,0.182590142403,0.00070934198284,phi_time
79,0.6,0.183320904707,0.182642569858,0.000678334849059,phi_time
79,0.65,0.183335286501,0.182694997313,0.00064028918747,phi_time
79,0.7,0.183341931047,0.182747424768,0.000594506278685,phi_time
79,0.75,0.183342932105,0.182796814993,0.000546117111819,phi_time
79,0.8,0.18333850991,0.1827685724,0.000569937510625,phi_time
79,0.85,0.183329312494,0.182756491097,0.000572821397179,phi_time
79,0.9,0.183312176357,0.182708390925,0.000603785431377,phi_time
79,0.95,0.183291230442,0.182616697469,0.000674532973273,phi_time
79,1,0.183269119676,0.182525604527,0.000743515148722,phi_time
80,0,0.18323673489,0.183552874428,-0.000316139537823,one_over_e
80,0.05,0.183412179445,0.18372949223,-0.000317312785287,one_over_e
80,0.1,0.183588598191,0.183894227472,-0.00030562928083,one_over_e
80,0.15,0.183761149692,0.184065582885,-0.00030443319238,one_over_e
80,0.2,0.183934162466,0.184237948678,-0.000303786212908,one_over_e
80,0.25,0.184108687858,0.184410314472,-0.000301626614677,one_over_e
80,0.3,0.1842816771,0.184580653268,-0.000298976167798,one_over_e
80,0.35,0.184452658485,0.18474921022,-0.000296551734403,one_over_e
80,0.4,0.18462336663,0.184917767172,-0.000294400542053,one_over_e
80,0.45,0.184796015577,0.185086324124,-0.000290308546978,one_over_e
80,0.5,0.184968664524,0.185256046957,-0.000287382433735,one_over_e
80,0.55,0.18513958197,0.185426428124,-0.000286846154391,one_over_e
80,0.6,0.185309220332,0.185596809291,-0.000287588958628,one_over_e
80,0.65,0.185478858694,0.185767190457,-0.000288331762864,one_over_e
80,0.7,0.18564803005,0.18593723413,-0.000289204079832,one_over_e
80,0.75,0.185819044318,0.186104385391,-0.00028534107274,one_over_e
80,0.8,0.185990058586,0.186151822611,-0.000161764025478,one_over_e
80,0.85,0.186161072853,0.186055230295,0.000105842558044,phi_time
80,0.9,0.186245482671,0.185945273382,0.000300209288843,phi_time
80,0.95,0.186199167053,0.185821193208,0.000377973845027,phi_time
80,1,0.186151716014,0.185702502401,0.000449213613275,phi_time
81,0,0.187071628443,0.187641493944,-0.000569865500873,one_over_e
81,0.05,0.187292005945,0.187876803881,-0.000584797935859,one_over_e
81,0.1,0.187450755502,0.188107009715,-0.000656254213038,one_over_e
81,0.15,0.187564893635,0.188347434966,-0.000782541330786,one_over_e
81,0.2,0.187639209789,0.188513164323,-0.000873954533981,one_over_e
81,0.25,0.187670114264,0.188631055148,-0.000960940884573,one_over_e
81,0.3,0.187677139291,0.188748945974,-0.00107180668275,one_over_e
81,0.35,0.187674694488,0.188866836799,-0.00119214231162,one_over_e
81,0.4,0.187667270968,0.188984727625,-0.00131745665678,one_over_e
81,0.45,0.187654105176,0.18910261845,-0.00144851327402,one_over_e
81,0.5,0.187641190925,0.189211262195,-0.00157007127025,one_over_e
81,0.55,0.187624375811,0.189210344729,-0.0015859689179,one_over_e
81,0.6,0.187608664209,0.188980097359,-0.00137143315029,one_over_e
81,0.65,0.187588289665,0.188736559904,-0.00114827023885,one_over_e
81,0.7,0.187569183395,0.188483339941,-0.000914156545167,one_over_e
81,0.75,0.187551411311,0.188229276936,-0.000677865625199,one_over_e
81,0.8,0.187528873452,0.18796678931,-0.000437915858452,one_over_e
81,0.85,0.187506335593,0.187705870235,-0.000199534642694,one_over_e
81,0.9,0.187483661096,0.187434537049,4.91240474428e-05,phi_time
81,0.95,0.187463379492,0.187168485268,0.00029489422357,phi_time
81,1,0.187443097887,0.186900812212,0.000542285674556,phi_time
82,0,0.18797204987,0.187981758886,-9.70901593844e-06,one_over_e
82,0.05,0.188171718306,0.188238550392,-6.68320859449e-05,one_over_e
82,0.1,0.188358217355,0.18849676992,-0.000138552564716,one_over_e
82,0.15,0.188526890131,0.188758444521,-0.000231554389851,one_over_e
82,0.2,0.188676210126,0.189020119122,-0.000343908995939,one_over_e
82,0.25,0.188812204182,0.189278283917,-0.000466079735094,one_over_e
82,0.3,0.188930718856,0.189527421017,-0.000596702161041,one_over_e
82,0.35,0.189027484529,0.189768062623,-0.000740578094366,one_over_e
82,0.4,0.189107539527,0.18996424843,-0.000856708903018,one_over_e
82,0.45,0.189172948002,0.190117934789,-0.000944986786709,one_over_e
82,0.5,0.189225005238,0.190228994123,-0.001003988885,one_over_e
82,0.55,0.189265211396,0.190298441256,-0.00103322986021,one_over_e
82,0.6,0.189295234823,0.190334509126,-0.00103927430376,one_over_e
82,0.65,0.189311573279,0.190343803153,-0.00103222987323,one_over_e
82,0.7,0.189315564048,0.190329897352,-0.00101433330458,one_over_e
82,0.75,0.189316981444,0.190298452241,-0.000981470796893,one_over_e
82,0.8,0.189309824214,0.190250418844,-0.000940594629666,one_over_e
82,0.85,0.189291032788,0.19019184285,-0.000900810061566,one_over_e
82,0.9,0.189275442897,0.190122261529,-0.000846818632375,one_over_e
82,0.95,0.189242937567,0.190043007855,-0.000800070287744,one_over_e
82,1,0.189216310822,0.189958120535,-0.000741809713186,one_over_e
83,0,0.189597938588,0.192174737065,-0.00257679847691,one_over_e
83,0.05,0.189860701815,0.192286642159,-0.0024259403438,one_over_e
83,0.1,0.190125745614,0.19238840213,-0.00226265651664,one_over_e
83,0.15,0.190384620544,0.192475965851,-0.00209134530772,one_over_e
83,0.2,0.190644900095,0.192548032434,-0.00190313233922,one_over_e
83,0.25,0.190896736956,0.192609395557,-0.00171265860023,one_over_e
83,0.3,0.191151630924,0.192650361395,-0.00149873047095,one_over_e
83,0.35,0.191398358967,0.192679571156,-0.00128121218906,one_over_e
83,0.4,0.191641368468,0.192689295635,-0.00104792716713,one_over_e
83,0.45,0.191883976486,0.192685297447,-0.000801320961433,one_over_e
83,0.5,0.192118753712,0.192663247843,-0.000544494130675,one_over_e
83,0.55,0.192348050396,0.192626323292,-0.000278272895999,one_over_e
83,0.6,0.19257441021,0.192573378275,1.03193537257e-06,phi_time
83,0.65,0.192796909369,0.192504507224,0.000292402145359,phi_time
83,0.7,0.193011467318,0.192422388273,0.000589079044981,phi_time
83,0.75,0.193126546132,0.192323115387,0.000803430744878,phi_time
83,0.8,0.19302038702,0.192214537795,0.000805849225587,phi_time
83,0.85,0.192886068751,0.192088458177,0.000797610574391,phi_time
83,0.9,0.1927284396,0.191952098841,0.000776340759153,phi_time
83,0.95,0.192553032672,0.191806447325,0.000746585347365,phi_time
83,1,0.192360346889,0.191647882187,0.000712464701678,phi_time
84,0,0.194312827798,0.195066651091,-0.000753823292511,one_over_e
84,0.05,0.194517753693,0.195174925451,-0.00065717175786,one_over_e
84,0.1,0.194707819652,0.195267826021,-0.000560006369114,one_over_e
84,0.15,0.194888865915,0.19534250828,-0.000453642364894,one_over_e
84,0.2,0.195050027628,0.195406740557,-0.000356712929439,one_over_e
84,0.25,0.19519320045,0.195455770095,-0.000262569644923,one_over_e
84,0.3,0.195317141114,0.195496125584,-0.000178984469978,one_over_e
84,0.35,0.195421853743,0.195529225494,-0.000107371751454,one_over_e
84,0.4,0.19550576313,0.19555655937,-5.07962401459e-05,one_over_e
84,0.45,0.195567368478,0.195577090796,-9.72231761506e-06,one_over_e
84,0.5,0.195611174161,0.195589842645,2.13315158398e-05,phi_time
84,0.55,0.195636641924,0.19560418264,3.24592845059e-05,phi_time
84,0.6,0.195641152284,0.19560974008,3.14122038766e-05,phi_time
84,0.65,0.19562508365,0.195616879776,8.20387410025e-06,phi_time
