Plante	Angle
26	110
26	140
27	137
27	184
27	134
27	184
27	171
27	141
27	136
27	168
27	133
27	137
27	181
27	145
27	118
27	131
27	144
27	172
27	155
27	124
27	170
27	135
27	160
27	160
27	134
27	164
27	158
27	162
27	138
27	179
27	160
27	167
27	148
27	163
27	125
27	143
27	146
28	137
28	102
28	123
28	125
28	129
28	127
28	118
28	140
28	123
28	109
28	114
28	176
28	128
28	110
28	143
28	128
28	111
28	134
28	130
28	119
28	135
28	147
28	126
28	128
28	147
28	124
28	128
28	148
28	134
28	142
28	122
28	141
28	126
28	130
28	131
28	122
28	127
28	160
28	120
28	125
28	162
29	109
29	94
29	120
29	121
29	119
29	119
29	116
29	79
29	104
29	138
29	102
29	91
29	97
29	118
29	121
29	116
29	125
29	130
29	127
29	131
29	152
29	100
29	135
29	153
29	123
29	126
29	146
29	122
29	146
29	130
29	116
29	161
29	118
29	119
29	154
29	117
29	97
30	145
30	140
30	176
30	164
30	186
30	144
30	168
30	144
30	169
30	169
30	142
30	160
30	155
30	165
30	151
30	160
30	111
30	168
30	167
30	161
30	169
30	159
30	160
30	153
30	137
30	163
30	159
30	155
30	147
30	168
30	114
30	151
30	146
30	164
31	104
31	124
31	100
31	125
31	114
31	86
31	132
31	124
31	99
31	100
31	93
31	132
31	105
31	120
31	100
31	130
31	131
31	232
31	226
31	241
31	137
31	138
31	83
31	143
31	114
31	134
31	96
31	110
31	110
31	94
32	146
32	140
32	180
32	144
32	148
32	178
32	144
32	183
32	166
32	144
32	147
32	174
32	135
32	112
32	193
32	150
32	132
32	152
32	135
32	157
32	149
32	147
32	170
32	133
32	157
32	181
32	165
32	140
32	166
32	151
32	173
32	165
32	158
32	148
33	112
33	117
33	116
33	134
33	116
33	144
33	116
33	117
33	141
33	126
33	122
33	103
33	132
33	130
33	142
33	102
33	152
33	130
33	107
33	146
33	137
33	138
33	130
33	122
33	137
33	117
33	111
33	155
33	110
33	128
33	87
33	131
33	103
33	146
33	137
34	134
34	121
34	153
34	148
34	175
34	168
34	128
34	175
34	127
34	132
34	164
34	131
34	166
34	142
34	150
34	176
34	158
34	143
34	178
34	142
34	170
34	147
34	136
34	183
34	123
34	157
34	124
34	125
34	160
34	163
34	141
34	174
34	161
34	130
34	153
