event_id,video,split,frame,u_event,direct_handover_frame,r_raw,i_raw,observed_raw,signed_convergence,inlier_fraction,valid_vectors,characteristic_radius_px,x_r,x_i
S1C,Video_S1.mp4,transfer-control,19,0.475,40,0.0005932926999207412,0.0013558094775639675,0.001257627853192389,-0.0009449889067567607,0.9895366218236173,669,135.67175088744523,0.154265712584112,0.2141944789924466
S1C,Video_S1.mp4,transfer-control,20,0.5,40,6.126465227834896e-06,6.724412122361671e-06,5.215272214087463e-09,-1.4568749401977499e-05,1.0,657,135.67175088744523,0.11607850755732842,0.16081490192694547
S1C,Video_S1.mp4,transfer-control,21,0.525,40,6.1647940832195624e-06,6.50303410083645e-06,1.7903708515731864e-09,1.569841922766102e-05,1.0,661,135.67175088744523,0.0874434872660285,0.12076046421171495
S1C,Video_S1.mp4,transfer-control,22,0.55,40,0.0004501090223005046,0.0015607090373683013,0.0015220328932628036,0.0013402741438518495,0.9604261796042618,657,135.67175088744523,0.1283075638235016,0.22930330236266877
S1C,Video_S1.mp4,transfer-control,23,0.575,40,2.9359173637616396e-07,2.9302734677997163e-07,6.840615296432873e-10,3.985116847626813e-07,1.0,659,135.67175088744523,0.09623067286762621,0.1719774767720016
S1C,Video_S1.mp4,transfer-control,24,0.6,40,2.948547725577646e-07,2.975832648400148e-07,1.1432897961682897e-09,3.976288592832944e-07,1.0,659,135.67175088744523,0.07217300465071966,0.1289831075790012
S1C,Video_S1.mp4,transfer-control,25,0.625,40,0.0006338821084898634,0.001585959273075999,0.0014674803242087364,-0.00038307546668781,0.9256449165402124,659,135.67175088744523,0.14265272411755467,0.23771999335780122
S1C,Video_S1.mp4,transfer-control,26,0.65,40,1.1645776054915511e-05,1.9711425415482624e-05,1.9854122001561336e-05,-6.177178148991658e-06,1.0,658,135.67175088744523,0.10814397879946054,0.1796179407481549
S1C,Video_S1.mp4,transfer-control,27,0.675,40,3.7803502872553335e-05,0.00011191357206410182,0.00010754181130323559,1.8302416722959514e-05,1.0,652,135.67175088744523,0.08593633466773934,0.144268676248934
S1C,Video_S1.mp4,transfer-control,28,0.7,40,0.0003927530699540651,0.0016475390625990184,0.001629381556995213,-0.0005140731055892633,0.8124076809453471,677,135.67175088744523,0.11912461407723085,0.2546704778231347
S1C,Video_S1.mp4,transfer-control,29,0.725,40,4.305437965755263e-05,0.00013070040724103108,0.0001380920730298385,9.72974527313486e-06,1.0,677,135.67175088744523,0.09490929766003017,0.2022343511124778
S1C,Video_S1.mp4,transfer-control,30,0.75,40,3.2349162301553316e-07,3.1922931320608113e-07,1.742800792570165e-09,3.34804282964285e-07,1.0,668,135.67175088744523,0.07118197324502262,0.15167576333435837
S1C,Video_S1.mp4,transfer-control,31,0.775,40,0.0018637752082208542,0.0028016448394465126,0.0022581499069929123,-0.005804603079853088,0.8263473053892215,668,135.67175088744523,0.31443968942332,0.36298581028006804
S1C,Video_S1.mp4,transfer-control,32,0.8,40,1.067372134419391e-05,1.4803217349864984e-05,1.0002155249821953e-05,5.740219755745457e-06,1.0,675,135.67175088744523,0.2368476735340566,0.2731293186485275
S1C,Video_S1.mp4,transfer-control,33,0.825,40,3.459082217606632e-06,1.8302469379084596e-05,1.8722505046753213e-05,-2.5250385549124843e-06,1.0,671,135.67175088744523,0.17764033052367037,0.20604920650181582
S1C,Video_S1.mp4,transfer-control,34,0.85,40,0.0017722805630221454,0.002242946188941226,0.0026057600043714046,-0.003931694648493522,0.9389312977099237,655,135.67175088744523,0.3814558204279217,0.3540348970416687
S1C,Video_S1.mp4,transfer-control,35,0.875,40,2.177239362126825e-05,2.4545914328575386e-05,1.3298209523782134e-05,-1.163925023717205e-05,1.0,672,135.67175088744523,0.28866861992074594,0.26728552285963736
S1C,Video_S1.mp4,transfer-control,36,0.9,40,2.13092287971362e-05,2.3713135275859346e-05,1.3388100342126563e-05,1.1968335938417063e-05,1.0,670,135.67175088744523,0.2190131667336776,0.20214917955172534
S1C,Video_S1.mp4,transfer-control,37,0.925,40,0.0007820568817753958,0.0016994929578323882,0.0014850101433694363,-0.0019252645409066904,0.9300595238095238,672,135.67175088744523,0.27358013525388347,0.302709304305913
S1C,Video_S1.mp4,transfer-control,38,0.95,40,1.3164487675652928e-06,1.9015313041892913e-06,8.26078583315848e-09,9.9754422455689e-07,1.0,666,135.67175088744523,0.2051851014404126,0.22703197822943472
S1C,Video_S1.mp4,transfer-control,39,0.975,40,9.564580554087373e-07,1.3063965268331037e-06,1.0198021982432692e-08,-2.1193550403530992e-07,1.0,666,135.67175088744523,0.15388882608030946,0.17027398367207602
S1C,Video_S1.mp4,transfer-control,40,1.0,40,0.001347659046779891,0.0015731924806254701,0.0016665509901940823,0.0019924885319058117,0.8468468468468469,666,135.67175088744523,0.3040945087942526,0.2675506805659975
S1C,Video_S1.mp4,transfer-control,41,1.025,40,1.2400436759410038e-05,1.1815660589124446e-05,2.8001663210375227e-09,1.582002327127352e-05,1.0,653,135.67175088744523,0.22933131254153258,0.20128637516886674
S1C,Video_S1.mp4,transfer-control,42,1.05,40,1.0415376167730872e-05,1.0129428276390488e-05,1.4045689056274568e-09,-1.4266732900169998e-05,1.0,652,135.67175088744523,0.17298010516458515,0.15143767394476176
S1C,Video_S1.mp4,transfer-control,43,1.075,40,0.0006687512515189287,0.0015939307036351264,0.0014082709094509482,-0.0015566174347123596,0.8545176110260337,653,135.67175088744523,0.22315243674849666,0.25527113318259587
S1C,Video_S1.mp4,transfer-control,44,1.1,40,3.1076777975631287e-07,3.1431784519345035e-07,6.878275726762695e-10,4.2116510678980035e-07,1.0,634,135.67175088744523,0.16736432756137248,0.1914533498869469
S1C,Video_S1.mp4,transfer-control,45,1.125,40,2.676243704392045e-06,2.676509948120488e-06,9.68789826139016e-10,-2.812351234338095e-06,1.0,634,135.67175088744523,0.12552324567102935,0.1435900124152102
S1C,Video_S1.mp4,transfer-control,46,1.15,40,0.0014769578316160537,0.00221158672141884,0.0022989092394709587,-0.002511672973258383,0.8596214511041009,634,135.67175088744523,0.30095548150054563,0.30439830466983053
S1C,Video_S1.mp4,transfer-control,47,1.175,40,2.3419581642370082e-07,2.3367502219485467e-07,4.387941121564154e-10,3.766289023987568e-07,1.0,653,135.67175088744523,0.22571661112540922,0.2282987285023729
S1C,Video_S1.mp4,transfer-control,48,1.2,40,2.564162467176174e-07,2.595506704980667e-07,6.969198551587397e-10,4.156980348835049e-07,1.0,653,135.67175088744523,0.16928745834405692,0.17122404637677968
S1C,Video_S1.mp4,transfer-control,49,1.225,40,0.0007411203239923911,0.001560059272895029,0.0015543712070211768,-0.001385344945509015,0.9739663093415007,653,135.67175088744523,0.23054045067110268,0.26709309647583007
S1C,Video_S1.mp4,transfer-control,50,1.25,40,1.0743915538574487e-06,1.074271270610788e-06,1.842039853983124e-09,1.7314470549534278e-06,1.0,666,135.67175088744523,0.17290533800332702,0.20031982235687257
S1C,Video_S1.mp4,transfer-control,51,1.275,40,1.5291657866454976e-06,1.5276065126844402e-06,5.743656661394425e-10,-7.709663500943265e-07,1.0,666,135.67175088744523,0.12967900350249528,0.15023986676765444
S1C,Video_S1.mp4,transfer-control,52,1.3,40,0.0005195288156591745,0.001605240020116945,0.0015936451964080334,-0.0007579994401860635,0.9099099099099099,666,135.67175088744523,0.16972989202949754,0.25538037228461474
S1C,Video_S1.mp4,transfer-control,53,1.325,40,2.242437140762357e-07,2.2623485116051042e-07,4.0558142955227083e-10,2.671525294317689e-07,1.0,668,135.67175088744523,0.12729741902212316,0.19153527921346106
S1C,Video_S1.mp4,transfer-control,54,1.35,40,2.2369111014179275e-07,2.2437774369021535e-07,3.7941946806618887e-10,2.6835298760907733e-07,1.0,668,135.67175088744523,0.09547306426659237,0.1436514594100958
S1C,Video_S1.mp4,transfer-control,55,1.375,40,0.0008588297044323558,0.0013420132888053895,0.001353248953819275,0.0007337873844489584,0.938622754491018,668,135.67175088744523,0.1916994105469393,0.2269841424103426
S1C,Video_S1.mp4,transfer-control,56,1.4,40,3.4961743942242297e-06,1.0256306311900283e-05,7.304105110961245e-06,-5.1443140476337135e-06,1.0,673,135.67175088744523,0.14378434307832277,0.170722321439183
S1C,Video_S1.mp4,transfer-control,57,1.425,40,1.8286585479986271e-06,1.0252657588748156e-05,8.382286068808753e-06,1.0451451599724493e-06,1.0,671,135.67175088744523,0.10783825730874208,0.1285256301140949
S1C,Video_S1.mp4,transfer-control,58,1.45,40,0.00032528650567360156,0.0017701851849911633,0.0018342434195801616,-0.00039245606275883915,0.9181547619047619,672,135.67175088744523,0.1260783834570161,0.2537890591436401
S1C,Video_S1.mp4,transfer-control,59,1.475,40,2.052460884126136e-07,2.0302889058329625e-07,7.603492280239266e-10,2.442051153517255e-07,1.0,665,135.67175088744523,0.09455878759276208,0.19034179435773008
S1C,Video_S1.mp4,transfer-control,60,1.5,40,2.2098627083513641e-07,2.2093687585449426e-07,1.64153218795704e-10,3.0782822368902174e-07,1.0,665,135.67175088744523,0.07091909069457156,0.14275634576829754
S1C,Video_S1.mp4,transfer-control,61,1.525,40,0.0007439108836201166,0.0016482308858457655,0.001478940830565989,0.002216086131813566,0.98796992481203,665,135.67175088744523,0.15715583453856094,0.2535978644279987
S1C,Video_S1.mp4,transfer-control,62,1.55,40,7.465225660410939e-08,7.46915450977237e-08,7.333868512482411e-10,2.4987433788759006e-08,1.0,644,135.67175088744523,0.1178668759039207,0.19019839832099902
S1C,Video_S1.mp4,transfer-control,63,1.575,40,0.0014775519499480045,0.002282122337778363,0.0016775367548689246,0.00240579881495806,0.9596273291925466,644,135.67175088744523,0.29529652847790105,0.34563484976632924
S1C,Video_S1.mp4,transfer-control,64,1.6,40,6.619738249408321e-06,1.888235947086544e-05,1.143350891652517e-05,-1.010935471179586e-05,1.0,656,135.67175088744523,0.22192090211649462,0.26048010136320787
S1C,Video_S1.mp4,transfer-control,65,1.625,40,7.002873583117023e-06,1.9994989310955015e-05,1.1923893907805905e-05,1.1084186833598686e-05,1.0,655,135.67175088744523,0.16694299557696346,0.1967133255595326
S1C,Video_S1.mp4,transfer-control,66,1.65,40,0.0034785445371184436,0.0034976563584342237,0.0015335907228291035,-0.006769755997524163,0.7362804878048781,656,135.67175088744523,0.6124600846765805,0.45867875403615777
S1C,Video_S1.mp4,transfer-control,67,1.675,40,3.2141724755377807e-07,3.20434524399611e-07,1.2640406499286883e-09,4.068785697253219e-07,1.0,668,135.67175088744523,0.4593450635074354,0.3440090655271183
S1C,Video_S1.mp4,transfer-control,68,1.7,40,2.9913293162334054e-07,2.9943948271643064e-07,2.4926175012929264e-10,3.1258641308706814e-07,1.0,668,135.67175088744523,0.34450879763057657,0.25800679914533875
S1C,Video_S1.mp4,transfer-control,69,1.725,40,0.00047525414061179325,0.0015962488464657662,0.0015130843967199326,-0.00027938334242638696,0.9625748502994012,668,135.67175088744523,0.32463669217052155,0.33540451108699
S1C,Video_S1.mp4,transfer-control,70,1.75,40,4.67976433094758e-06,4.894156609164476e-06,2.3958623973641124e-09,-7.24584538769335e-06,1.0,665,135.67175088744523,0.24365354574425618,0.2515591009624686
S1C,Video_S1.mp4,transfer-control,71,1.775,40,5.404291389611652e-06,5.642847540507859e-06,1.7561939680277305e-09,8.143702838747657e-06,1.0,666,135.67175088744523,0.1830179494736351,0.18874185373413227
S1C,Video_S1.mp4,transfer-control,72,1.8,40,0.00048519214106542384,0.0012003589766842314,0.0010858143214136362,0.00022563724050883582,0.9654135338345865,665,135.67175088744523,0.2049137363326665,0.24817722143750026
S1C,Video_S1.mp4,transfer-control,73,1.825,40,3.1237030816450787e-07,3.134003367017771e-07,3.0933305916747145e-10,2.2999417792490817e-07,1.0,659,135.67175088744523,0.15368530224949986,0.1861329160781252
S1C,Video_S1.mp4,transfer-control,74,1.85,40,2.3197091086821546e-06,2.319747821876418e-06,9.831377933977592e-10,-2.3828192790009695e-06,1.0,659,135.67175088744523,0.1152639766871249,0.1395996870585939
S1C,Video_S1.mp4,transfer-control,75,1.875,40,0.0003601407528338045,0.0011878896266069373,0.0011874325573444366,0.000381798747982387,0.9742033383915023,659,135.67175088744523,0.13654147864661242,0.21020919977444785
S1C,Video_S1.mp4,transfer-control,76,1.9,40,9.871470403337457e-06,1.107724669385078e-05,1.887939049538545e-08,3.5975123324760716e-08,1.0,662,135.67175088744523,0.10331133577310991,0.1582143717013073
S1C,Video_S1.mp4,transfer-control,77,1.925,40,9.776544374726003e-06,1.092105885632137e-05,2.5480419552081912e-08,1.8235842731417762e-06,1.0,647,135.67175088744523,0.0783753958331514,0.11920431311067163
S1C,Video_S1.mp4,transfer-control,78,1.95,40,0.0006311700489855098,0.001856627587216639,0.00169338786508888,0.0007224294250920416,0.9123867069486404,662,135.67175088744523,0.14692383368025405,0.2544979441526323
S1C,Video_S1.mp4,transfer-control,79,1.975,40,2.867587439169036e-06,3.5610871325206487e-06,7.988516870227613e-08,2.9446575852132284e-06,1.0,673,135.67175088744523,0.11019287526019053,0.19087345811447426
S1C,Video_S1.mp4,transfer-control,80,2.0,40,2.0018558847883097e-06,2.001291279652829e-06,1.0999364086217156e-08,-1.6719385536045905e-06,1.0,677,135.67175088744523,0.0826446564451429,0.1431550935858557
