draw,split,endpoint_loss
64,holdout,0.07495732539628612
65,evaluation,0.07174101908154303
65,holdout,0.07594205070132261
66,evaluation,0.08432802345642143
66,holdout,0.08711052856464786
67,evaluation,0.05459935206052871
67,holdout,0.10157053828138854
68,evaluation,0.10502582007786346
68,holdout,0.10100181710984527
69,evaluation,0.08858563963644714
69,holdout,0.09502051471862859
70,evaluation,0.07582318318887904
70,holdout,0.07361958320182617
71,evaluation,0.09762008336010032
71,holdout,0.09202204801518779
72,evaluation,0.107380303410196
72,holdout,0.06356616101808693
73,evaluation,0.10132866991791763
73,holdout,0.08908259419285733
74,evaluation,0.07690135293818146
74,holdout,0.09029657155056188
75,evaluation,0.09095438264429238
75,holdout,0.0995320604144603
76,evaluation,0.13491163919210847
76,holdout,0.09759335796284431
77,evaluation,0.13719027225674918
77,holdout,0.0704073183495769
78,evaluation,0.09235630638110043
78,holdout,0.05595977435481567
79,evaluation,0.0921425358646988
79,holdout,0.09602245073267399
80,evaluation,0.09379281930450731
80,holdout,0.07542589057536259
81,evaluation,0.0745671425441668
81,holdout,0.07087805042142192
82,evaluation,0.11154760271203878
82,holdout,0.09170694119117348
83,evaluation,0.07315238329062942
83,holdout,0.09949912347875886
84,evaluation,0.08677379654962215
84,holdout,0.08429532534732728
85,evaluation,0.09781587652740972
85,holdout,0.11864188694580738
86,evaluation,0.11035159978157733
86,holdout,0.11724278258629961
87,evaluation,0.09430034931555148
87,holdout,0.13006274346483443
88,evaluation,0.06971382704076966
88,holdout,0.08982613350484214
89,evaluation,0.11823274228053784
89,holdout,0.05236704237722682
90,evaluation,0.11518855695579859
90,holdout,0.08763734470656931
91,evaluation,0.06868018185038412
91,holdout,0.0995916784448207
92,evaluation,0.12384945780804135
92,holdout,0.1196908808041629
93,evaluation,0.12170785910196816
93,holdout,0.11616182742545626
94,evaluation,0.09280187546941863
94,holdout,0.09008233316097226
95,evaluation,0.0970829602037165
95,holdout,0.08867544851107162
96,evaluation,0.10260987459107239
96,holdout,0.1132036072009492
97,evaluation,0.10323687369290616
97,holdout,0.06646346193515651
98,evaluation,0.09692858348796196
98,holdout,0.07506270228798294
99,evaluation,0.11495839658940847
99,holdout,0.08093847498707463
100,evaluation,0.11822586637947825
100,holdout,0.07297329093436086
101,evaluation,0.08564813080101791
101,holdout,0.10480589604148706
102,evaluation,0.0928604011155592
102,holdout,0.11385492917705282
103,evaluation,0.08437495603390606
103,holdout,0.08198983139153211
104,evaluation,0.09175262575679291
104,holdout,0.09690745257055698
105,evaluation,0.0878664843317299
105,holdout,0.06197744823509588
106,evaluation,0.09512206632386638
106,holdout,0.0962272188341284
107,evaluation,0.12421806364660268
107,holdout,0.06721240005638217
108,evaluation,0.06926487549553328
108,holdout,0.08484876667130696
109,evaluation,0.056420198050574744
109,holdout,0.13050580974494308
110,evaluation,0.1329499569776919
110,holdout,0.07363532362729307
111,evaluation,0.10427740194246446
111,holdout,0.10882019415192673
112,evaluation,0.09574634899016318
112,holdout,0.10709278688899973
113,evaluation,0.06614186407197072
113,holdout,0.118849200612661
114,evaluation,0.06218309493236823
114,holdout,0.10314554763787293
115,evaluation,0.08737327254119487
115,holdout,0.10363494173862763
116,evaluation,0.14423485727489915
116,holdout,0.10158990715914049
117,evaluation,0.11566198136710787
117,holdout,0.08497272145614422
118,evaluation,0.10112487195789811
118,holdout,0.08969695315764338
119,evaluation,0.1318456441426325
119,holdout,0.08944447560953855
120,evaluation,0.12124002721292804
120,holdout,0.07754453802499543
121,evaluation,0.10159658643150274
121,holdout,0.11118334579932977
122,evaluation,0.0925275126892394
122,holdout,0.10333710663373175
123,evaluation,0.1297043347439959
123,holdout,0.10566676280457693
124,evaluation,0.11790066049318317
124,holdout,0.08484010676821988
125,evaluation,0.08226672709146744
125,holdout,0.07170228057080072
126,evaluation,0.0789871701184497
126,holdout,0.12424974177696577
127,evaluation,0.10685103273882099
127,holdout,0.12409357908481844
128,evaluation,0.11836466837846696
128,holdout,0.04765820110510671
129,evaluation,0.11165625497609097
129,holdout,0.07346422377836655
130,evaluation,0.09463271753421547
130,holdout,0.08006529533940561
131,evaluation,0.1103758155357146
131,holdout,0.09544401029449519
132,evaluation,0.07731071421975308
132,holdout,0.09933532291666297
133,evaluation,0.1208001429720433
133,holdout,0.09213071735242725
134,evaluation,0.10118599970617187
134,holdout,0.0820743689050725
135,evaluation,0.09505446254400587
135,holdout,0.09796237834497351
136,evaluation,0.12952756119193046
136,holdout,0.11083264555457323
137,evaluation,0.10636411256152264
137,holdout,0.1174090236601679
138,evaluation,0.10785795543289087
138,holdout,0.08646109206632999
139,evaluation,0.09572620247168612
139,holdout,0.10192033072342487
140,evaluation,0.09582606235702532
140,holdout,0.11602303839118151
141,evaluation,0.06655762035881832
141,holdout,0.07963008322107266
142,evaluation,0.10376787957020885
142,holdout,0.1304503280184402
143,evaluation,0.08315463662406984
143,holdout,0.11079275490576088
144,evaluation,0.07241485197875645
144,holdout,0.11349717058109701
145,evaluation,0.08670727080333454
145,holdout,0.10778749101022102
146,evaluation,0.08199668084932198
146,holdout,0.11569181230588524
147,evaluation,0.10745842797696405
147,holdout,0.09075240636371779
148,evaluation,0.12984131541931065
148,holdout,0.10904445190930884
149,evaluation,0.07265423724519197
149,holdout,0.09745784229800265
150,evaluation,0.07113601065611345
150,holdout,0.0976209235646423
151,evaluation,0.11102092550353135
151,holdout,0.062369912892919877
152,evaluation,0.09021456197620402
152,holdout,0.09581595455708457
153,evaluation,0.10228070382922623
153,holdout,0.08593805510426121
154,evaluation,0.08966438879790743
154,holdout,0.1432742037314803
155,evaluation,0.0860019578089917
155,holdout,0.09798762161198599
156,evaluation,0.09252265120788343
156,holdout,0.09558462787954117
157,evaluation,0.09326015456696167
157,holdout,0.04763671236704147
158,evaluation,0.06077194621150435
158,holdout,0.10327731201809309
159,evaluation,0.10331112345240094
159,holdout,0.09300313527846812
160,evaluation,0.09190232816466161
160,holdout,0.12504865366242776
161,evaluation,0.09256989844560154
161,holdout,0.10725154985348803
162,evaluation,0.09243658081201388
162,holdout,0.10952553267479856
163,evaluation,0.10378511088679682
163,holdout,0.1243174897269943
164,evaluation,0.13263286421728207
164,holdout,0.07466030049244475
165,evaluation,0.11827869022901853
165,holdout,0.09503543866371396
166,evaluation,0.08302345923601608
166,holdout,0.07575639629716968
167,evaluation,0.1253760880415438
167,holdout,0.09432579925042221
168,evaluation,0.11874462615900253
168,holdout,0.09543433381291802
169,evaluation,0.10522046286174999
169,holdout,0.11895485529861102
170,evaluation,0.0888516408921305
170,holdout,0.06625339089286733
171,evaluation,0.06983223433835953
171,holdout,0.059941492712833666
172,evaluation,0.08321107421582495
172,holdout,0.10529693925375193
173,evaluation,0.08222830364616764
173,holdout,0.0978511264136372
174,evaluation,0.14419309971759098
174,holdout,0.05939944548204315
175,evaluation,0.08573807928335975
175,holdout,0.09588174158002793
176,evaluation,0.08100563425233928
176,holdout,0.12147644939834135
177,evaluation,0.09328797080066725
177,holdout,0.09922784194776076
178,evaluation,0.07133634162128118
178,holdout,0.09689346210041755
179,evaluation,0.09834446372089743
179,holdout,0.11367402200203194
180,evaluation,0.10266679341339212
180,holdout,0.08998091670581099
181,evaluation,0.07546526624530028
181,holdout,0.10801607103886135
182,evaluation,0.10261862388379511
182,holdout,0.09484176133909482
183,evaluation,0.07127851133735169
183,holdout,0.1348118132443696
184,evaluation,0.135328868693747
184,holdout,0.07234312518730045
185,evaluation,0.09049996803858205
185,holdout,0.09687300733696541
186,evaluation,0.10154019938145566
186,holdout,0.13274933746168
187,evaluation,0.08952025599786115
187,holdout,0.08841035565774913
188,evaluation,0.11091440085954694
188,holdout,0.11449958063663042
189,evaluation,0.10617761598073391
189,holdout,0.10040267447969738
190,evaluation,0.0721429296567212
190,holdout,0.07906168081205102
191,evaluation,0.0866952453690715
191,holdout,0.07896792909056778
192,evaluation,0.09047819803095421
192,holdout,0.07761187345323631
193,evaluation,0.10841595540339244
193,holdout,0.09726427461446235
194,evaluation,0.10392747461291932
194,holdout,0.08436945406253137
195,evaluation,0.11317419191295547
195,holdout,0.1029283419540146
196,evaluation,0.09061877071650226
196,holdout,0.12359858975439106
197,evaluation,0.07412033262492856
197,holdout,0.08422549780231355
198,evaluation,0.06857355860828296
198,holdout,0.09737451375518165
199,evaluation,0.08563983059867385
199,holdout,0.10260873880226962
200,evaluation,0.07534566264024235
200,holdout,0.11833654095195022
201,evaluation,0.09304604045373809
201,holdout,0.07364754044776585
202,evaluation,0.10775065737326292
202,holdout,0.09780713648501166
203,evaluation,0.0905800951457959
203,holdout,0.07725271531440953
204,evaluation,0.12109125145759159
204,holdout,0.07712340377824485
205,evaluation,0.09843826157992716
205,holdout,0.0725433557883865
206,evaluation,0.07781407165630257
206,holdout,0.11679284220143983
207,evaluation,0.11143807878174489
207,holdout,0.09056968174525477
208,evaluation,0.13134825630308453
208,holdout,0.10692532410494404
209,evaluation,0.11448975425843987
209,holdout,0.05899751621810556
210,evaluation,0.11527224468975204
210,holdout,0.11461363524639515
211,evaluation,0.07535386474333752
211,holdout,0.1269154774229437
212,evaluation,0.11882127304464687
212,holdout,0.10851820614545302
213,evaluation,0.10282169556848345
213,holdout,0.07727619456688396
214,evaluation,0.10088119487901932
214,holdout,0.10689437715807718
215,evaluation,0.0919799116435093
215,holdout,0.07498191337181177
216,evaluation,0.12697471511144584
216,holdout,0.10918308332533638
217,evaluation,0.10983862852017826
217,holdout,0.09727874028937482
218,evaluation,0.10278412082862902
218,holdout,0.08999906468769783
219,evaluation,0.08994647460814971
219,holdout,0.10027553574414252
220,evaluation,0.12917933547680183
220,holdout,0.11298075756053484
221,evaluation,0.10879353676665729
221,holdout,0.11177025318198215
222,evaluation,0.11470424392683318
222,holdout,0.12673377755785695
223,evaluation,0.10075155477531297
223,holdout,0.08550646934909
224,evaluation,0.08634738059642533
224,holdout,0.11087712746610867
225,evaluation,0.07693738732398578
225,holdout,0.09704510210282331
226,evaluation,0.09206753233970312
226,holdout,0.08875244911547152
227,evaluation,0.09509373565133546
227,holdout,0.0758587970525332
228,evaluation,0.09196941490860731
228,holdout,0.06837826209211312
229,evaluation,0.07873774372548598
229,holdout,0.08066838019799932
230,evaluation,0.09715385047257173
230,holdout,0.1179929209709326
231,evaluation,0.1016791609426244
231,holdout,0.09230149491241342
232,evaluation,0.09198229655919479
232,holdout,0.06593276165389313
233,evaluation,0.09379135769698489
233,holdout,0.0846779150759435
234,evaluation,0.14261592610701468
234,holdout,0.07190139355983362
235,evaluation,0.07915967711332998
235,holdout,0.10378366249809605
236,evaluation,0.124893597373332
236,holdout,0.05533836665744267
237,evaluation,0.09462987305371705
237,holdout,0.07217736327569295
238,evaluation,0.09068657169097098
238,holdout,0.06405770307412072
239,evaluation,0.11660561782076068
239,holdout,0.10607802283722785
240,evaluation,0.10859511587768692
240,holdout,0.11010380710844521
241,evaluation,0.0989943743111457
241,holdout,0.10049579764904996
242,evaluation,0.12237769891586478
242,holdout,0.0774288998945822
243,evaluation,0.12888699401096482
243,holdout,0.06608952016791263
244,evaluation,0.09418737598070817
244,holdout,0.04770238760150844
245,evaluation,0.11258357619346798
245,holdout,0.09790163408885748
246,evaluation,0.09733592861667129
246,holdout,0.07005484280702626
247,evaluation,0.11517182468702042
247,holdout,0.08461037999862639
248,evaluation,0.08717939456631776
248,holdout,0.09952574649440715
249,evaluation,0.0833666515982443
249,holdout,0.09087176902374061
250,evaluation,0.06103631183198713
250,holdout,0.09379084691684496
251,evaluation,0.08915317609181352
251,holdout,0.08632975666700252
252,evaluation,0.06857423489708933
252,holdout,0.12063352639508088
253,evaluation,0.07680686135136718
253,holdout,0.07819950160155208
254,evaluation,0.10317900942519985
254,holdout,0.12445699648166453
255,evaluation,0.08972799611950624
255,holdout,0.12607758212631132
256,evaluation,0.06296537157574753
256,holdout,0.1503574252794359
257,evaluation,0.08882022590570451
257,holdout,0.09723597292321662
258,evaluation,0.08483711424257889
258,holdout,0.1402893243502041
259,evaluation,0.08716881679879811
259,holdout,0.0973429052808651
260,evaluation,0.09246101191011429
260,holdout,0.07690728412224611
261,evaluation,0.08657482036003218
261,holdout,0.11962943050857003
262,evaluation,0.09201563274746488
262,holdout,0.1068397457604215
263,evaluation,0.07998851103938569
263,holdout,0.1307225016743615
264,evaluation,0.11416877745915087
264,holdout,0.10937334572701848
265,evaluation,0.08407132892113084
265,holdout,0.11175345877044139
266,evaluation,0.11390612368213567
266,holdout,0.09724497273181591
267,evaluation,0.08070549597043102
267,holdout,0.09869599767389314
268,evaluation,0.1056097151512798
268,holdout,0.11985708663681924
269,evaluation,0.09514596505785189
269,holdout,0.08866585749688712
270,evaluation,0.11142216497714681
270,holdout,0.08014559106034208
271,evaluation,0.09410144250139003
271,holdout,0.11048816220904216
272,evaluation,0.10418929871886398
272,holdout,0.13322030891625283
273,evaluation,0.12982780784205308
273,holdout,0.09049428026563519
274,evaluation,0.0763895220415051
274,holdout,0.08530417014751811
275,evaluation,0.08844143598265491
275,holdout,0.1156069265268507
276,evaluation,0.10334247356187193
276,holdout,0.10286652684090228
277,evaluation,0.11132935979474859
277,holdout,0.07262621995735341
278,evaluation,0.08205053683138079
278,holdout,0.07344651010126681
279,evaluation,0.10608124194120226
279,holdout,0.0878997738262632
280,evaluation,0.07795634582561224
280,holdout,0.058598768593192754
281,evaluation,0.08330541883840101
281,holdout,0.07242196625386925
282,evaluation,0.12484106756723126
282,holdout,0.08474797194476281
283,evaluation,0.07045892937660907
283,holdout,0.09932522939832718
284,evaluation,0.08575580979113803
284,holdout,0.09490801856197062
285,evaluation,0.09468995787669462
285,holdout,0.10921449549109868
286,evaluation,0.06972067606798145
286,holdout,0.11577873888240228
287,evaluation,0.12693723876450416
287,holdout,0.09633464716100544
288,evaluation,0.13010925968592693
288,holdout,0.10660577693817125
289,evaluation,0.09316421124096302
289,holdout,0.09537973022451539
290,evaluation,0.09806440926711864
290,holdout,0.07464762732449201
291,evaluation,0.09911578328349051
291,holdout,0.09604231254592882
292,evaluation,0.10136876744976717
292,holdout,0.078932863154097
293,evaluation,0.09386620183462932
293,holdout,0.09384286712702572
294,evaluation,0.09029690356411098
294,holdout,0.08173838577441668
295,evaluation,0.10761264654540717
295,holdout,0.11135696301406879
296,evaluation,0.08969516906804038
296,holdout,0.10001560972209232
297,evaluation,0.07639991341136844
297,holdout,0.09255828762242789
298,evaluation,0.061509317246112916
298,holdout,0.09320453734824387
299,evaluation,0.09271809020132826
299,holdout,0.1063113533535454
300,evaluation,0.08458670649578771
300,holdout,0.09527850464890396
301,evaluation,0.10495918341443473
301,holdout,0.08816519127686481
302,evaluation,0.10624316682262344
302,holdout,0.09054069284122923
303,evaluation,0.07470849107523393
303,holdout,0.08516403606795221
304,evaluation,0.08877644394963871
304,holdout,0.12230402942797691
305,evaluation,0.07458262927078708
305,holdout,0.08965032323850836
306,evaluation,0.09068852122134431
306,holdout,0.07378520009962061
307,evaluation,0.0625883435689347
307,holdout,0.11970719460417426
308,evaluation,0.07335402141635917
308,holdout,0.09032215221347634
309,evaluation,0.060039099428136344
309,holdout,0.05388502711325861
310,evaluation,0.07964961465626375
310,holdout,0.1167985816408173
311,evaluation,0.11097728744122673
311,holdout,0.07465478381259129
312,evaluation,0.08683256650065166
312,holdout,0.1045638549484261
313,evaluation,0.085308237803378
313,holdout,0.10172803595416517
314,evaluation,0.09226674368322073
314,holdout,0.1306230279602047
315,evaluation,0.09544751066002206
315,holdout,0.10813348808093468
316,evaluation,0.0731543950058757
316,holdout,0.10931153077188252
317,evaluation,0.0813344205825596
317,holdout,0.08295127341093073
318,evaluation,0.11516581486977365
318,holdout,0.07315927159287171
319,evaluation,0.09621784153114087
319,holdout,0.1222742943669374
320,evaluation,0.09441356835107372
320,holdout,0.07714494661888772
321,evaluation,0.11237727066511377
321,holdout,0.09344556885683171
322,evaluation,0.13172465226653024
322,holdout,0.07589865543856607
323,evaluation,0.08350828684355065
323,holdout,0.09253102861712159
324,evaluation,0.1090227820873191
324,holdout,0.10046421610347445
325,evaluation,0.14747661671767978
325,holdout,0.09310973806007622
326,evaluation,0.08921344945559417
326,holdout,0.09675396107713438
327,evaluation,0.11002106057622454
327,holdout,0.09085090574566515
328,evaluation,0.07980521307662534
328,holdout,0.1247486379643182
329,evaluation,0.10011663186204262
329,holdout,0.06566708519834057
330,evaluation,0.0696623682967506
330,holdout,0.08694055241178347
331,evaluation,0.0934580955307928
331,holdout,0.06883839509859652
332,evaluation,0.0871395680130211
332,holdout,0.08606640494766699
333,evaluation,0.07074109594485872
333,holdout,0.10082999324117778
334,evaluation,0.1148710839763503
334,holdout,0.096310613848354
335,evaluation,0.10025068791356283
335,holdout,0.0805581296727086
336,evaluation,0.07784926295786469
336,holdout,0.08873882616194954
337,evaluation,0.1082439822978736
337,holdout,0.07995489339656038
338,evaluation,0.08487812083693987
338,holdout,0.08873368614412457
339,evaluation,0.08609746769524426
339,holdout,0.1064309590810042
340,evaluation,0.10695967836932091
340,holdout,0.10676979378421601
341,evaluation,0.0847164329310517
341,holdout,0.07057964115080183
342,evaluation,0.07887920913741386
342,holdout,0.09124934535506751
343,evaluation,0.10240311981709996
343,holdout,0.08075819433321889
344,evaluation,0.0827699277905634
344,holdout,0.08239308217621713
345,evaluation,0.09862897143558477
345,holdout,0.04354960196612194
346,evaluation,0.08972689329081986
346,holdout,0.08046087552253837
347,evaluation,0.09268670598293818
347,holdout,0.07780320233781622
348,evaluation,0.12222823089602297
348,holdout,0.09049876526680597
349,evaluation,0.09423809221543208
349,holdout,0.13422500389973058
350,evaluation,0.0870501691456314
350,holdout,0.08603837114755673
351,evaluation,0.06383022919072844
351,holdout,0.09383614380860394
352,evaluation,0.11008607686957124
352,holdout,0.09492464386197548
353,evaluation,0.10233406581066978
353,holdout,0.08102227176926254
354,evaluation,0.07732631451287032
354,holdout,0.07730526501807419
355,evaluation,0.06894002932409524
355,holdout,0.11260161511444701
356,evaluation,0.09550554179116687
356,holdout,0.08395341446913561
357,evaluation,0.09185887614210825
357,holdout,0.10299941070126885
358,evaluation,0.10804055725938207
358,holdout,0.10578534750369195
359,evaluation,0.12524820328209202
359,holdout,0.09319594150600216
360,evaluation,0.09845507135267786
360,holdout,0.11319093092796646
361,evaluation,0.09712548884509667
361,holdout,0.08856024908357917
362,evaluation,0.11307837276951005
362,holdout,0.10820604799050632
363,evaluation,0.10788850627654813
363,holdout,0.10673047106476692
364,evaluation,0.15405635067630957
364,holdout,0.07496085375426048
365,evaluation,0.0836746616843325
365,holdout,0.09950904950276461
366,evaluation,0.09055641508695164
366,holdout,0.0792315389597796
367,evaluation,0.11078688435300015
367,holdout,0.10166723421302097
368,evaluation,0.07504491629083251
368,holdout,0.09673984015921501
369,evaluation,0.11292754825463944
369,holdout,0.0768832591688847
370,evaluation,0.06006849298733641
370,holdout,0.14092608091819647
371,evaluation,0.11349913461328962
371,holdout,0.0828363841418805
372,evaluation,0.08794941150394579
372,holdout,0.057399649230124666
373,evaluation,0.09591242998873882
373,holdout,0.0633246767246933
374,evaluation,0.08772732216126196
374,holdout,0.0971046455913028
375,evaluation,0.12868493383552349
375,holdout,0.05474126505894067
376,evaluation,0.09893558951688243
376,holdout,0.10513399161989244
377,evaluation,0.08924879513638774
377,holdout,0.08940844793462162
378,evaluation,0.09706639806765088
378,holdout,0.0914537037620265
379,evaluation,0.09040707535966065
379,holdout,0.09268930663598039
380,evaluation,0.08244532318585851
380,holdout,0.08673371076323994
381,evaluation,0.11165757412387141
381,holdout,0.08594770116634429
382,evaluation,0.08406819232903558
382,holdout,0.09422797670331891
383,evaluation,0.08058581348057071
383,holdout,0.13003718204028872
384,evaluation,0.14161562828865468
384,holdout,0.09536041568214958
385,evaluation,0.09522038290015776
385,holdout,0.07161079098560534
386,evaluation,0.09775663542180815
386,holdout,0.0859698670125654
387,evaluation,0.11175962251345613
387,holdout,0.08626410349093665
388,evaluation,0.14489870188422618
388,holdout,0.0686140637423105
389,evaluation,0.09419138606028586
389,holdout,0.09421955590848409
390,evaluation,0.0937053504574862
390,holdout,0.10342263478546919
391,evaluation,0.10033894762753959
391,holdout,0.07866473178711891
392,evaluation,0.07497538945407699
392,holdout,0.0772432801596697
393,evaluation,0.08216260084705686
393,holdout,0.0979286786561747
394,evaluation,0.10666972335638555
394,holdout,0.08027848862796125
395,evaluation,0.06437613081620754
395,holdout,0.10642781540013353
396,evaluation,0.06442949571599464
396,holdout,0.10772743944293266
397,evaluation,0.1057750786770859
397,holdout,0.07612329657327967
398,evaluation,0.06903968189320209
398,holdout,0.05249145777146698
399,evaluation,0.08427615832050649
399,holdout,0.09999720537988428
400,evaluation,0.08354629242529293
400,holdout,0.06770919835064845
401,evaluation,0.11404981150130096
401,holdout,0.0909114822268948
402,evaluation,0.0864660746451056
402,holdout,0.08613513295327706
403,evaluation,0.09204105086121592
403,holdout,0.10947754980519572
404,evaluation,0.09285953075743766
404,holdout,0.07712792112469588
405,evaluation,0.08985791242080997
405,holdout,0.10580698627422666
406,evaluation,0.08060974685011947
406,holdout,0.08998054290682414
407,evaluation,0.08593682843012394
407,holdout,0.11613569033477636
408,evaluation,0.07158963371846509
408,holdout,0.09096326641550877
409,evaluation,0.1026724019543532
409,holdout,0.0857516653447595
410,evaluation,0.06876598646056355
410,holdout,0.07515538491390247
411,evaluation,0.08053375184461792
411,holdout,0.09119069327072761
412,evaluation,0.07886734792779886
412,holdout,0.09884210197512841
413,evaluation,0.09298719450477623
413,holdout,0.08463565048809076
414,evaluation,0.102380723839813
414,holdout,0.08544659626772251
415,evaluation,0.12867958620078185
415,holdout,0.07627020207486948
416,evaluation,0.06803386067235631
416,holdout,0.09263864103942637
417,evaluation,0.06828250380674922
417,holdout,0.12188143308573046
418,evaluation,0.0963965351898009
418,holdout,0.08744329269626301
419,evaluation,0.10528554619909972
419,holdout,0.10645665083145289
420,evaluation,0.09998002157162898
420,holdout,0.10639877256081602
421,evaluation,0.10884168065646928
421,holdout,0.0933738504819358
422,evaluation,0.1145581220307785
422,holdout,0.09646988806692
423,evaluation,0.07253508561066811
423,holdout,0.09033428355328027
424,evaluation,0.06990184668243835
424,holdout,0.09909961844938747
425,evaluation,0.07153404146316814
425,holdout,0.07515374602576946
426,evaluation,0.10986432129287345
426,holdout,0.07301272210180018
427,evaluation,0.11264388998311839
427,holdout,0.10401899532895512
428,evaluation,0.11071326336225769
428,holdout,0.08446179155402934
429,evaluation,0.1334727521663852
429,holdout,0.0902282978432067
430,evaluation,0.11711443544334763
430,holdout,0.09522006804582854
431,evaluation,0.08851120896322844
431,holdout,0.09606282409853313
432,evaluation,0.07303711947281871
432,holdout,0.09313158375972919
433,evaluation,0.08392481262450764
433,holdout,0.10972965321368572
434,evaluation,0.07583047678980374
434,holdout,0.09160849417025983
435,evaluation,0.12450238745247172
435,holdout,0.07111834702226008
436,evaluation,0.11456622284760376
436,holdout,0.07531819359461626
437,evaluation,0.10936355474060627
437,holdout,0.10603145264672514
438,evaluation,0.0710866359802275
438,holdout,0.10215612951218984
439,evaluation,0.0854752821244594
439,holdout,0.09270158394065735
440,evaluation,0.10695741711560304
440,holdout,0.091594848104122
441,evaluation,0.07537964506464245
441,holdout,0.09342470397792688
442,evaluation,0.06569977233126037
442,holdout,0.06709491218237464
443,evaluation,0.1102954868161971
443,holdout,0.09743217141009697
444,evaluation,0.10386907217184493
444,holdout,0.07845689284173855
445,evaluation,0.09296679355574071
445,holdout,0.07772689503124562
446,evaluation,0.07720223509485682
446,holdout,0.11843082548895728
447,evaluation,0.10765876042632055
447,holdout,0.07300627330239172
448,evaluation,0.09634019319110794
448,holdout,0.08704979428337636
449,evaluation,0.07090441967567315
449,holdout,0.07908967408650723
450,evaluation,0.10474788885141534
450,holdout,0.07715748734230589
